cycles_old,cycles_new,instructions_old,instructions_new,branches_old,branches_new,branch_misses_old,branch_misses_new,comm,dso,symbol
44598426,30779456,43427573,57289268,5973554,13824335,66272,89551,"g4run","libstdc++.so.6.0.30","std::basic_streambuf<char, std::char_traits<char> >::sbumpc"
3149443,0,177206,0,0,0,13111,0,"g4run","libstdc++.so.6.0.30","std::__int_to_char<char, unsigned long>"
6829989,6775226,19796251,6760730,5457236,3699332,0,21288,"g4run","libstdc++.so.6.0.30","operator new@plt"
10212984,3494161,22478810,9958186,8797569,9797599,26080,7117,"g4run","libstdc++.so.6.0.30","std::istream::sentry::sentry@plt"
34773796,28569192,34230547,75272259,14059062,13049566,135619,55006,"g4run","libstdc++.so.6.0.30","std::locale::facet::_S_get_c_locale"
3320929,3521371,0,14926202,1452718,0,25693,0,"g4run","libstdc++.so.6.0.30","std::locale::locale@plt"
3491303,0,0,0,0,0,0,0,"g4run","libstdc++.so.6.0.30","std::__basic_file<char>::open@plt"
3460970,29173624,16331522,11589569,7677992,3703919,0,0,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::underflow"
303116922,160019231,486087671,448634309,88878620,71616352,454287,720507,"g4run","libstdc++.so.6.0.30","std::use_facet<std::ctype<char> >"
618399326,563451006,1224885845,1065017562,240320884,277203743,902064,840954,"g4run","libstdc++.so.6.0.30","std::istream::sentry::sentry"
112292995,67144169,204512955,131549115,30293193,12651188,81404,31581,"g4run","libstdc++.so.6.0.30","std::use_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >"
3224226,9927422,4744377,45368581,1010866,0,0,3411,"g4run","libstdc++.so.6.0.30","std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > >::do_get"
187297160,150263174,233974870,194184205,41480433,24906518,616608,565782,"g4run","libstdc++.so.6.0.30","malloc@plt"
38384049,76794476,23615454,51485417,3162384,8267911,94351,232547,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade@plt"
94179224,83608064,91453034,99629679,16234211,12920082,451418,191079,"g4run","libG4processes.so","G4BGGPionElasticXS::GetIsoCrossSection"
3489026,10460292,13398651,3106708,0,0,30631,25430,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant@plt"
501638293,341000324,310503676,268403375,53760797,42761073,964678,767586,"g4run","libG4processes.so","G4NucleiModel::useQuasiDeuteron@plt"
1669909038,1403032685,1311291735,959214045,234276672,198723522,6088316,5159601,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodRecoil"
55766039,59200018,82954826,70938230,11330355,10143458,118716,106657,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::getCrossSection"
59296071,52313698,57286848,40276363,7273971,7021500,344615,336534,"g4run","libG4processes.so","G4FTFModel::CheckKinematics"
6976290,10472207,3587035,16159912,3539353,3085995,10324,41031,"g4run","libG4processes.so","G4CascadeRecoilMaker::fillRecoil@plt"
8267407100,5939809809,6400234198,5209401496,797119009,656011670,30013289,22907545,"g4run","libG4processes.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>"
13954940,3491906,18061669,19461213,4409273,1075020,76915,61291,"g4run","libG4processes.so","G4UPiNuclearCrossSection::Interpolate@plt"
80267442,90249819,116643852,129852391,13916412,18694078,315415,301627,"g4run","libG4processes.so","G4CollisionOutput::getTotalStrangeness@plt"
212783005,218800854,126192405,154211143,21209522,27643982,834409,947624,"g4run","libG4processes.so","G4VPartonStringModel::Scatter"
437383853296,25467463443,511373671020,29495193558,69961267356,4145457775,570963219,30316551,"g4run","libG4processes.so","G4NeutronElasticXS::GetElementCrossSection"
0,3480433,0,0,0,0,0,0,"g4run","libG4processes.so","std::vector<G4HadronicInteractionRegistry*, std::allocator<G4HadronicInteractionRegistry*> >::_M_fill_insert"
386926990,358603457,276546956,252825316,47143270,42357176,1803246,1800043,"g4run","libG4processes.so","G4UnboundPN::Definition"
10468624,0,10918505,0,1038276,0,29230,0,"g4run","libG4processes.so","G4KalbachCrossSection::ComputePowerParameter@plt"
20941734,24333744,20083172,26400386,2850000,3447250,99651,88093,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::getMultiplicity"
27893703,6981380,16277287,9559838,3274801,999884,46485,58150,"g4run","libG4processes.so","G4CollisionOutput::setOnShell@plt"
3585891671,3851154786,3005279276,3386169601,485557038,554848315,12699059,14120910,"g4run","libG4processes.so","G4ComponentGGHadronNucleusXsc::ComputeCrossSections"
0,3492552,0,0,0,0,0,0,"g4run","libG4processes.so","G4AtomicShells::GetNumberOfElectrons@plt"
6982001,3492661,0,0,1470588,268930,5236,21536,"g4run","libG4processes.so","G4HadronicProcessStore::RegisterParticle"
345328567,385642435,387773559,342441368,54930581,58363692,717969,589088,"g4run","libG4processes.so","CLHEP::HepLorentzRotation::rotateY@plt"
13961289,10437040,6324673,0,0,516737,82677,101282,"g4run","libG4processes.so","G4Nucleus::SetParameters"
108257402,100952202,165988515,223603813,28878542,27157637,8107,46613,"g4run","libG4processes.so","G4PreCompoundAlpha::FactorialFactor"
3491815,6936751,0,0,0,0,9885,7334,"g4run","libG4processes.so","G4HadronBuilder::BuildLowSpin"
17473899,20968910,17381746,15925496,4327309,2313080,132431,157709,"g4run","libG4processes.so","pFragmentAllocator@plt"
0,3489415,0,0,0,0,0,0,"g4run","libG4processes.so","G4HadronicInteraction::GetMaxEnergy@plt"
6982749,0,3353467,0,0,0,0,0,"g4run","libG4processes.so","G4BGGNucleonInelasticXS::CoulombFactor@plt"
80092451,87216889,30099208,16743122,3579312,3657357,300491,339090,"g4run","libG4processes.so","G4CompetitiveFission::GetEmissionProbability"
143029883,93514857,85354856,84655213,18280541,17580118,998290,1066454,"g4run","libG4processes.so","G4KineticTrack::Decay"
59113208,27727002,55576360,36117391,9524773,4686361,81539,35726,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusNChannelData, G4KaonSampler>::getCrossSection"
6971866,3685397,0,0,0,0,9451,15599,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMmuonAbsorption"
13936560,55727310,45530171,25508800,3708338,3808842,7556,8025,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
3491354,17459825,9130125,0,479194,485233,6445,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeCrossSectionPerAtom"
10467694,24422460,6143440,0,1284813,488011,62594,107591,"g4run","libG4processes.so","G4LundStringFragmentation::IsItFragmentable"
1470970089,1455121742,1437227370,1561475344,235350119,262342589,3386630,3410058,"g4run","libG4processes.so","G4InuclElementaryParticle::type@plt"
160541657,104256088,246334308,204894862,38756749,30531656,106259,48016,"g4run","libG4processes.so","G4PreCompoundTriton::FactorialFactor"
345217614074,347205115955,374101708603,370010947513,55231338979,54713600229,553206778,594831872,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTruePathLengthLimit"
17446477,34883336,5981472,19285038,2970660,3443225,156328,99879,"g4run","libG4processes.so","G4KineticTrackVector::G4KineticTrackVector"
48783947192,42293658897,45311544136,38995401233,8621048627,7436161744,123525192,108631348,"g4run","libG4processes.so","G4CascadeInterpolator<30>::getBin"
3491964,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4EmExtraParameters::FillStepFunction"
6979096,6980252,0,0,533526,0,6153,6197,"g4run","libG4processes.so","G4HadronicProcess::RecomputeXSandMFP@plt"
0,6979215,0,3248557,0,470657,0,8497,"g4run","libG4processes.so","G4Deuteron::Definition@plt"
0,3490497,0,0,0,0,0,0,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::Binom"
13961820,27916422,39400123,26115234,4737099,4986271,0,21384,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
118543793,66099942,54306407,71939908,14218652,16355188,214671,102849,"g4run","libG4processes.so","std::vector<CLHEP::HepLorentzVector, std::allocator<CLHEP::HepLorentzVector> >::_M_default_append@plt"
2409571970,2458972772,1499385485,1790974473,321815132,355081207,3533624,3539453,"g4run","libG4processes.so","G4VProcess::ResetNumberOfInteractionLengthLeft"
0,13961188,0,3167811,0,1502802,0,16510,"g4run","libG4processes.so","G4BGGNucleonElasticXS::CoulombFactor@plt"
33686770765,31245777439,28792295042,27602488859,6876233482,6619077926,87364666,73294903,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
3488017,0,6420440,0,1511946,0,15796,0,"g4run","libG4processes.so","G4XiMinus::Definition@plt"
3490001,0,0,0,446508,0,6990,0,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscNS@plt"
76749495,41810804,29095001,22139593,2164500,5487799,288240,218763,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity"
12402131378,12552455718,6675106233,7356395690,1185808625,1225185685,66363959,59281295,"g4run","libG4processes.so","G4NuclearRadii::Radius"
3491777,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4VEnergyLossProcess::BuildLambdaTable"
27912230,48490259,37831870,12901363,3466774,3650357,164951,158416,"g4run","libG4processes.so","G4Parton::G4Parton"
0,3478430,0,0,0,0,0,0,"g4run","libG4processes.so","G4FissionParameters::DefineParameters"
10794896473,10891219219,8958392181,9154655384,2261760081,2237178887,24800512,28920857,"g4run","libG4processes.so","G4VHadDecayAlgorithm::TwoBodyMomentum"
3488803,10417513,13476806,13574907,1488047,963710,38980,28997,"g4run","libG4processes.so","G4Log@plt"
90693857,55683215,90468961,55586408,13240675,7310900,142764,129626,"g4run","libG4processes.so","G4LogicalVolume::GetMaterialCutsCouple@plt"
5000773404,4982220024,4612156106,4101254111,695738620,676307901,11375058,12027598,"g4run","libG4processes.so","G4IntraNucleiCascader::particleCanInteract"
0,3489418,0,0,0,1139437,0,11223,"g4run","libG4processes.so","G4ProcessTable::DeRegisterProcess"
41869469,48847696,46537822,30366336,11577344,4247673,77891,23631,"g4run","libG4processes.so","G4CascadeCoalescence::allNucleons@plt"
3487603,3489188,0,14615231,988572,0,0,0,"g4run","libG4processes.so","G4EvaporationProbability::CrossSection@plt"
6982975,3486398,13800649,6068765,2323896,3490239,29934,53416,"g4run","libG4processes.so","G4Fancy3DNucleus::BindingEnergy"
17446468,17450788,21360114,23199688,4014732,4456641,53352,93820,"g4run","libG4processes.so","G4HadFinalState::AddSecondaries"
40190590218,33403218637,34312673810,27204645394,5493362080,4321950901,60434933,48574976,"g4run","libG4processes.so","G4NeutronCaptureXS::IsIsoApplicable"
24429205,17361443,3316970,0,1014798,1631030,47915,84212,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment@plt"
31408337,27730958,15960878,22802364,5593794,10088951,96370,257950,"g4run","libG4processes.so","G4VHadDecayAlgorithm::Generate@plt"
3465223,124758,8995908,145195,1475585,1720688,0,0,"g4run","libG4processes.so","G4VEmModel::MinEnergyCut"
6975569,13956220,10339577,9565488,451838,525680,7255,39358,"g4run","libG4processes.so","G4BinaryLightIonReaction::Interact"
6200877051,6125350427,4525566973,4912191849,722987284,742003802,24182398,23534962,"g4run","libG4processes.so","G4CascadeColliderBase::useEPCollider"
5150511365,5894582506,4899082787,5449273541,737354407,851136075,13037970,14578962,"g4run","libG4processes.so","CLHEP::MixMaxRng::iterate@plt"
0,10420191,0,0,0,0,0,22321,"g4run","libG4processes.so","G4BinaryCascade::FindFragments"
31411432,17439113,6724706,20235412,1830661,3431063,45004,64690,"g4run","libG4processes.so","G4PhysicsVector::GetBin@plt"
45360440,52333103,54069221,61580966,9579820,11284716,215492,249087,"g4run","libG4processes.so","G4EmCorrections::SetupKinematics"
1942857891,1819604819,2082993005,1739109205,359577038,325270211,3173461,2532480,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
3480819,0,3583825,0,0,0,0,0,"g4run","libG4processes.so","G4PionMinusField::G4PionMinusField"
1167855969,1093383552,264014000,266158029,46806175,52758521,6159616,5986402,"g4run","libG4processes.so","G4CascadeInterface::createBullet"
14294024166,14912271070,12683019906,13237265675,1916739637,1927485144,47314747,46893210,"g4run","libG4processes.so","G4eeToTwoGammaModel::SampleSecondaries"
10242494,6984350,5942317,11850744,4967609,3507127,74642,67475,"g4run","libG4processes.so","G4LivermoreRayleighModel::ComputeCrossSectionPerAtom"
31528817826,30252751428,26604365227,27586958375,4113426193,4117187881,81669235,81861052,"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath"
3491383,17151031,3751429,4761909,657439,1942237,33196,9596,"g4run","libG4processes.so","G4EmElementSelector::Initialise"
24427343,27904635,12553532,29318975,5738049,2007717,119701,61721,"g4run","libG4processes.so","G4CrossSectionPatch::CrossSection"
209344183,190903250,173500495,196870218,40019170,30904056,981184,968180,"g4run","libG4processes.so","G4CascadeDeexciteBase::explosion"
5767802659,4467729218,3524651914,2707084281,656016939,456488428,31164697,22209275,"g4run","libG4processes.so","G4InuclCollider::collide"
0,3476037,0,0,0,0,0,0,"g4run","libG4processes.so","std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > >::_M_realloc_insert<std::pair<G4InuclElementaryParticle, double> >"
13956441,3490970,0,3289736,0,441548,6669,29427,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SetMinimalStringMass2"
25663096178,25390061542,24977071070,25230317831,3582654852,3578356479,53405391,59177560,"g4run","libG4processes.so","G4WentzelVIModel::ComputeTransportXSectionPerVolume"
38385396,24390843,6641324,9343326,3541237,1992572,144447,167778,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity"
60089180086,62883516200,55586792026,57951130786,9640871518,10110880846,75303181,74019519,"g4run","libG4processes.so","G4Transportation::StartTracking"
20912052,20822941,12984253,20807439,493642,2458089,93663,44019,"g4run","libG4processes.so","G4BinaryCascade::ApplyCollision"
132575321,111364461,139210972,93457280,29289174,13291277,393421,306674,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodFragment@plt"
3487885,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getOutgoingParticleTypes"
3491583,0,0,0,0,0,24141,0,"g4run","libG4processes.so","std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>@plt"
111412543,55748871,129579302,50812675,14023914,9370062,358879,119603,"g4run","libG4processes.so","G4HadProjectile::Initialise@plt"
20939296,24299976,9459331,17572635,1488412,1973281,110730,167787,"g4run","libG4processes.so","G4FTFModel::FinalizeKinematics"
28805847,19832168,40503551,40351080,4357047,2466000,22632,72815,"g4run","libG4processes.so","G4ProcessVector::index"
87048008281,86834261394,78606524276,77823828683,12319797388,12378132862,264090106,252697783,"g4run","libG4processes.so","G4NavigationHistory::NewLevel"
5842008163,5557432189,7436242872,7697147037,1129537153,1032896490,9806396,8634058,"g4run","libG4processes.so","std::vector<double, std::allocator<double> >::reserve"
27918274,6978760,13228407,6112815,958451,1006771,130634,40278,"g4run","libG4processes.so","G4Decay::PostStepDoIt"
85657295621,90226185139,75070165524,76510785205,11529441064,11703643998,211313152,221512135,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::SampleSecondaries"
0,3195859,0,0,0,0,0,0,"g4run","libG4processes.so","G4CascadeCheckBalance::G4CascadeCheckBalance"
139485912,142935417,88216914,99823472,18335792,16434064,387973,392784,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscGG"
1007308850,939322319,545059061,436772898,101896650,82438744,5087782,5081314,"g4run","libG4processes.so","G4NonEquilibriumEvaporator::getParLev"
3095178,6796543,20207968,0,8786253,1525436,0,0,"g4run","libG4processes.so","std::vector<float, std::allocator<float> >::reserve"
763816798,770178884,679201676,657106357,113304709,118350695,1900905,1707139,"g4run","libG4processes.so","G4FermiMomentum::GetMomentum"
6976019,3492056,10265741,0,1444550,0,56557,31921,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >@plt"
48864035,52074541,37735474,39739562,10394580,8969197,63139,39001,"g4run","libG4processes.so","G4NuclearLevelData::GetPairingCorrection@plt"
73284738,45354307,41441207,33349028,9207759,7339845,291106,174377,"g4run","libG4processes.so","G4Fragment::G4Fragment@plt"
87228383,118473687,95324924,131651922,23726728,20937578,99082,150160,"g4run","libG4processes.so","G4NuclearLevelData::GetLevelDensity@plt"
1931605945,1577006992,1204564429,926475428,214452191,172879590,8989539,6708567,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
3490479,207593,0,0,0,540286,6994,0,"g4run","libG4processes.so","G4BetheBlochModel::SetupParameters"
23227558366,25179634007,28390663999,31476367022,3219336273,3534509032,22335215,26574734,"g4run","libG4processes.so","G4VMscModel::GetDEDX"
0,3481390,0,0,0,978205,0,8324,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::reserve@plt"
0,17257767,0,6619874,0,475354,0,0,"g4run","libG4processes.so","G4NucleiModel::fillPotentials@plt"
72880626,38392620,84530167,71579284,14368775,13219039,24114,69894,"g4run","libG4processes.so","G4KalbachCrossSection::ComputeCrossSection@plt"
27514584163,23304850315,23382437348,19866791345,3764909762,3215778965,50810670,47219906,"g4run","libG4processes.so","G4NucleiModel::generateNucleonMomentum"
2883080,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionDataSetRegistry::GetCrossSectionDataSet"
24427787,17447758,36277256,9917208,8347231,3330648,186290,133516,"g4run","libG4processes.so","G4Fancy3DNucleus::GetNuclearRadius"
0,3491757,0,0,0,605095,0,0,"g4run","libG4processes.so","G4ProcessVector::G4ProcessVector"
38393688,20774726,31582347,3330058,4052377,5162369,160669,80378,"g4run","libG4processes.so","G4HadronBuilder::Build"
565699787,544727731,1669559267,1710112696,265031477,261469105,450155,467059,"g4run","libG4processes.so","G4LossTableBuilder::BuildRangeTable"
0,3487661,0,0,0,0,0,0,"g4run","libG4processes.so","G4MuPairProductionModel::FindScaledEnergy"
3480257,6907627,6489915,21727733,1004505,991652,7942,0,"g4run","libG4processes.so","G4CascadeInterpolator<31>::getBin@plt"
10192836344,7833668449,7805038175,5788927315,1161064363,836754044,32223063,30009528,"g4run","libG4processes.so","G4EnergyRangeManager::GetHadronicInteraction"
33640302313,34230615682,25113736025,23391109051,4072100653,3788438442,110930015,114567512,"g4run","libG4processes.so","G4ModifiedTsai::SampleCosTheta"
3486390,6978395,0,0,0,476317,21540,20866,"g4run","libG4processes.so","G4FTFAnnihilation::Create1QuarkAntiQuarkString"
3489780,3484960,6989282,0,0,499837,0,23641,"g4run","libG4processes.so","G4XNNElasticLowE::CrossSection"
17447569,6979234,3348122,0,1506953,559944,82867,40529,"g4run","libG4processes.so","G4InuclNuclei::fill@plt"
59272947,73320201,107347167,119709513,11678239,11681204,118264,104997,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
6981584,3466808,6884337,2972598,467038,1105004,28357,32330,"g4run","libG4processes.so","G4IntraNucleiCascader::initialize@plt"
167323863,222651879,132911846,172011649,21935745,25243467,781910,864162,"g4run","libG4processes.so","G4NucleiModel::generateQuasiDeuteron"
6979784,17453468,7045764,18647752,985289,2655432,117356,112176,"g4run","libG4processes.so","G4InuclSpecialFunctions::getAL@plt"
31406310,3490760,3162711,0,3204258,507551,280999,26622,"g4run","libG4processes.so","G4CollisionOutput::boostToLabFrame@plt"
34327634,31405230,28148122,38704571,3242039,6041640,99480,50666,"g4run","libG4processes.so","G4GammaNuclearXS::IsIsoApplicable"
1952862231,1887211995,3172654082,3025519378,603785236,606128736,4708506,4330975,"g4run","libG4processes.so","G4CascadeCoalescence::allNucleons"
3068145179,2552308356,2391255761,1882445904,413305406,322767149,10511484,9251610,"g4run","libG4processes.so","G4WentzelVIModel::ComputeGeomPathLength"
0,3488401,0,2926894,0,0,0,0,"g4run","libG4processes.so","G4V3DNucleus::G4V3DNucleus"
59265230,94152116,42800310,22082481,3945661,3839017,285224,269800,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
160261889,132393612,187801247,194475413,27243100,30945440,793838,742092,"g4run","libG4processes.so","G4Fancy3DNucleus::ChooseNucleons"
6979962,10470090,6426274,0,477120,1151892,28291,38057,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::GetNextAntiParton"
474378318,918479986,383241325,578812322,68270815,110934463,2045910,3885711,"g4run","libG4processes.so","G4EquilibriumEvaporator::explosion"
118539936,174285345,165231373,131897255,23645780,29266792,424450,565063,"g4run","libG4processes.so","G4CascadeCoalescence::fillCluster"
0,3491138,0,0,0,0,0,0,"g4run","libG4processes.so","G4CollisionNNElastic::GetCrossSectionSource"
3491457,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4HadProjectile::InitialiseLocal@plt"
3484924,0,0,0,474360,0,8639,0,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetAntiHadronNucleonTotCrSc@plt"
27158281964,26676478573,27823204560,27203076833,4496661346,4412444496,56554862,50801283,"g4run","libG4processes.so","G4TwoBodyAngularDist::passVerbose"
275556085,254394388,245073926,238342008,46588782,45968382,691326,558242,"g4run","libG4processes.so","G4PionMinus::Definition@plt"
10472610,3491349,6555488,13555112,1170203,780908,16582,29599,"g4run","libG4processes.so","G4CollisionComposite::CrossSection"
52312283,90186494,53365846,82266180,12180851,15540615,307897,399119,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon@plt"
178017042,125418563,164323968,141204339,19777079,20724477,202456,302027,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSection"
6982910,3491798,0,0,0,492304,0,14019,"g4run","libG4processes.so","G4BinaryCascade::GetIonMass"
13964143,0,3184170,0,507569,0,148914,0,"g4run","libG4processes.so","G4CascadeInterface::checkFinalResult@plt"
31393048,34892558,13756066,29217554,6143292,4282415,354543,235845,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateMultiBody"
83746418,55800377,74760588,85631820,9393029,6892948,251970,178168,"g4run","libG4processes.so","G4DynamicParticle::G4DynamicParticle@plt"
3491349,0,0,0,0,0,15163,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::SortResult"
868407253,904203706,687453165,723113975,109010702,108746052,3047111,3172865,"g4run","libG4processes.so","CLHEP::RandGaussQ::transformQuick@plt"
24365631,24445514,91134167,109744964,7817508,7360159,33498,27932,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeXSectionPerAtom"
2838366162,2635146833,2337006588,2366605603,419111730,413895983,6243242,6155163,"g4run","libG4processes.so","G4Evaporation::BreakFragment"
62786671,55706884,60802610,77875879,11475391,12227070,212915,192674,"g4run","libG4processes.so","G4NuclearShellModelDensity::GetRelativeDensity"
39346997764,44775202384,31823465939,35131472693,5201361418,5858608200,55046095,54978470,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
1495389195,935855948,994947412,715413456,139141847,110575322,5633771,4874841,"g4run","libG4processes.so","G4CascadeInterface::retryInelasticNucleus"
6964658,13897198,0,7220606,977782,438967,31356,5134,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
243830226,348067612,217216454,297548607,35752374,39839381,701389,838957,"g4run","libG4processes.so","G4CollisionOutput::add@plt"
1227390783,1184450779,1106879399,1207565299,176881141,198520192,3009673,3351822,"g4run","libG4processes.so","__dynamic_cast@plt"
6914713,0,6166245,0,511556,0,0,0,"g4run","libG4processes.so","G4Clebsch::TriangleCoeff"
0,27917048,0,4522283,0,983967,0,169835,"g4run","libG4processes.so","G4FTFTunings::Instance"
87188444,87043440,70999556,105148916,13867589,14398849,110321,200071,"g4run","libG4processes.so","G4PreCompoundTransitions::PerformTransition"
177958834,177129702,136226953,199997223,28725470,27776589,402566,444150,"g4run","libG4processes.so","G4Gamma::Definition@plt"
6977495,0,14008528,0,1080470,0,0,0,"g4run","libG4processes.so","G4LevelManager::~G4LevelManager"
566921406458,545590145221,561930936205,537171078963,87896158822,83977134793,1176953581,1196241877,"g4run","libG4processes.so","G4Transportation::AlongStepGetPhysicalInteractionLength"
142241126143,157556061071,124814272012,134145562186,19641538608,21721414538,276302737,305419389,"g4run","libG4processes.so","G4HadronicProcess::UpdateCrossSectionAndMFP"
10473212,6980660,10420289,8537639,1508090,3241748,32396,21569,"g4run","libG4processes.so","G4Scatterer::FindCollision"
3488500,3491193,0,3211561,491472,517291,24271,20840,"g4run","libG4processes.so","G4VKineticNucleon::~G4VKineticNucleon@plt"
20937243,24593820,16181559,26298254,4891849,5258051,14960,7947,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
4836544234,4690309524,3939938444,3614277930,727349844,649201824,9179993,8361203,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
3489073,3488076,6726586,3232497,0,0,18421,44810,"g4run","libG4processes.so","G4VSplitableHadron::~G4VSplitableHadron"
108180069,0,58190717,0,21753772,0,353315,0,"g4run","libG4processes.so","0x00000000003b1768"
899502493,1267349904,722956111,911967891,149515650,161036359,4134378,4404112,"g4run","libG4processes.so","G4IntraNucleiCascader::finalize"
3489562,52185763,0,89796019,482651,6856508,7562,281433,"g4run","libG4processes.so","G4KineticTrack::G4KineticTrack"
6179589650,6033597962,8494453451,8547278909,1399311745,1315148215,26046876,25330674,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
2416938798,1384555902,1999125902,1266250263,376602941,212775925,10713659,7300207,"g4run","libG4processes.so","G4CollisionOutput::setRemainingExitationEnergy"
84434665229,100657613625,78215776696,92372030521,13733199010,16476328005,167548835,205182624,"g4run","libG4processes.so","G4CascadeChannelTables::FindTable"
0,3892918,0,4179231,0,0,0,0,"g4run","libG4processes.so","G4VEnergyLossProcess::~G4VEnergyLossProcess"
3118334,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4LevelManager::G4LevelManager"
111662913,156435460,101139938,73435143,10472458,11749183,594606,615385,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
1116758652,1033272764,1514693075,1458152122,170636847,167810977,1057323,1104883,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeXSectionPerAtom"
69775400,149933689,63862671,119804943,10848964,13428406,165619,357129,"g4run","libG4processes.so","G4InuclElementaryParticle::fill@plt"
202533827,185064356,250436252,209872594,17200431,11857342,467131,424630,"g4run","libG4processes.so","G4MuPairProductionModel::ComputeMicroscopicCrossSection"
36848105214,36436226076,42606382288,43590182275,5929992127,5979540487,47942296,42112659,"g4run","libG4processes.so","G4NeutronElasticXS::IsIsoApplicable"
2660480291,2745638966,2647868250,2534863175,413506142,460305446,4395764,5013468,"g4run","libG4processes.so","G4IntraNucleiCascader::processTrappedParticle"
83762103,87038037,78538108,81380748,11218528,15513028,397556,324447,"g4run","libG4processes.so","G4VCrossSectionDataSet::SelectIsotope"
10949195312,10152164874,10538254030,9337646458,1655042842,1532941824,24890739,22563225,"g4run","libG4processes.so","G4InuclNuclei::getNucleiMass"
3483033,6922719,10128772,3416834,2537638,0,75651,6519,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle@plt"
