id,cycles_old,cycles_new,overhead_old,overhead_new,ratio
"all",,,,,
"all;ksoftirqd/26",,,,,
"all;ksoftirqd/26;[kernel.vmlinux]",,,,,
"all;chrome;chrome;0x000000000271de67",0,6963319,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003033c58",0,14708712,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003196289",0,15111070,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000087536b1",0,6969097,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003a33480",0,3085102,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fc4f45",0,6732044,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003a33481",0,6869137,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000383b560",0,6938425,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f87e1a",0,6110004,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031ab464",0,6421516,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028c29f2",0,6635371,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000367ad22",0,3887733,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037f7854",0,6439514,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004f24b1a",0,6592859,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000b15a2b4",0,5964867,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ad5ed4",0,6858518,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000041e516f",0,2732628,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002dd0640",0,6577151,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde068",0,6580136,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031387a5",0,5989987,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000034c2feb",0,6831514,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eebc",0,6933653,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000042b9770",0,376053,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003227aad",0,6247740,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e17b8d",0,6634928,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eebd",0,6965824,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000030126c6",0,13767770,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eebe",0,8676443,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002d1e9b5",0,5024987,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002722c85",0,6366010,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495a2",0,6958830,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000300204e",0,6158932,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000368edd1",0,6518283,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e6b501",0,4489867,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004708dca",0,2058701,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000afe12a7",0,6969104,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000033914f1",0,6965836,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003703f07",0,6933759,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000049ac2ea",0,6797980,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004016919",0,13672801,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000319628d",0,1113713,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000290ce05",0,6924168,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271de6d",0,14064214,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002aa850d",0,727774,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000ac986c2",0,6948226,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ce7e3a",0,6201220,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ef63d8",0,6463366,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000035249d0",0,6786171,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eec2",0,13932396,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000321932b",0,6963707,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000321932f",0,6431195,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000598d906",0,6907311,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000047623d4",0,6967757,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000005780654",0,6375551,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b2e6fb",0,6348249,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000005780656",0,6444880,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032823db",0,1791176,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000058ec440",0,6935049,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002aa0e90",0,6969314,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003746990",0,6913184,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e7f917",0,6968285,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde06b",0,6959764,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002aa0e93",0,6967523,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027496b3",0,6369809,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa73ec",0,6349990,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027ad2ee",0,6938863,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271de74",0,6683658,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003196295",0,13390802,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000338c6e0",6271166,0,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000049ce0f2",0,6905806,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002778b13",1106922,0,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002722c8c",0,1824652,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002c36368",0,6923252,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003219339",0,6953129,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028ebd22",0,6964748,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000279e950",0,6962038,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002722533",0,6942474,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000365881a",0,6480850,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ba587c",0,6961285,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002df25c0",0,6566555,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031e0b78",0,12885294,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003657c57",0,6556782,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000357b1c1",0,6951810,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cb3671",0,6437237,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde078",0,6774840,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271dfdc",0,2078364,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000336d4a0",0,6514981,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000033a3104",0,6932652,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004852d61",0,6398774,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000056b9c10",0,6545563,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037859bf",0,6942821,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032f48ad",0,6956532,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495b1",0,6912313,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003703f13",0,6698764,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004016924",0,6949213,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000058c0736",0,5495510,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003fb9045",0,6806135,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000034c7959",0,6915576,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028f901b",0,6924750,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003d26fc7",0,6685358,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002faf00b",0,6950654,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002c35dbe",0,484880,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ad4300",0,6951399,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002aa0741",0,6966543,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000574e284",0,6001528,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000319629d",0,6658273,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000324b2b4",0,6590922,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002dae78c",0,6900258,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000a7795a1",0,6968522,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002bb6307",0,6940159,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032993b0",0,1036661,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037b2473",0,6032351,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eed4",0,6372345,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000039e0a22",0,6403904,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000498e776",0,6657746,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032bcba1",0,1558727,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000051b939b",0,100792,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e170f2",0,6843949,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002a9ec8b",0,6918403,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037b2476",0,6853313,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eed8",0,6372804,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003227ac9",0,798513,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fcdb57",0,6957447,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032f48b5",0,13743731,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002813e94",1230104,0,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4a3d0",0,869846,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e7a3ae",0,6938280,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000279e95d",0,6818652,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000331194a",0,5859652,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000285baaa",0,6319957,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000387a5a2",0,1774425,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271de84",0,2267339,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde07e",0,13710442,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003524881",0,1899827,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004440234",0,4375824,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271de89",0,6764939,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000277a04a",0,6530576,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f88094",0,6788384,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000097a6bf4",0,6479030,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031a4d44",0,6968168,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e7a3b1",0,6509964,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e7a3b4",0,6691174,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c49912",0,13324969,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031ab486",0,6894899,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002722542",0,6926412,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e7a3b8",0,20178336,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000854ca0c",0,6963117,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002722546",0,6721179,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e0a4fa",0,6444729,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000384e7c1",0,6838146,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f97284",0,13602488,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000279e969",0,6965948,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000382f0c9",0,6969332,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e0a4ff",0,13378500,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000007c277d1",0,5838700,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000277a050",0,6768400,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002bb630e",0,13100067,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000303049d",0,25984812,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000035249ec",0,6967432,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000374435f",0,6455707,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000041619ef",0,6967606,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032f48bc",0,6777907,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f12161",0,6435787,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495c2",0,6955132,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002a7ff0d",0,6437248,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002714680",0,5728940,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f12164",0,6745253,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e0a39e",0,6480820,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000047a1d14",0,6967664,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000912f998",0,710465,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000055d1880",0,5620473,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271de8e",0,6460964,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000352488c",0,6940668,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000055d1884",0,6610886,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000271c40a",0,6728674,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000007843440",0,20266223,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e12249",0,6676222,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4eee5",0,6698002,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027055fb",0,6863961,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032f48c3",0,6875259,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e7a3be",0,13273862,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000274956b",0,4441218,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003536648",0,6958137,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032194b7",0,6506205,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000036cee2c",0,6945307,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde08e",0,6877954,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002a8e034",0,6594617,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa65a3",0,13121823,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004a55784",0,6957869,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4ed89",0,1159619,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ff667b",0,6894524,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000039e5c3e",0,6461863,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4dbc6",0,6815084,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000049d38ac",0,6907698,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000030e9141",0,6525748,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495cb",0,33730872,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003dbb345",0,6680938,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003743dbc",0,13356071,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031aad84",0,6807863,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000038ff071",0,6669627,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002bb631a",0,6962717,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000035249fa",0,4210433,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000b19e255",0,6953709,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000030126f5",0,6407855,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000784344c",0,6735558,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e123b5",0,6872897,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002a6c22c",0,6154187,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000035249fe",0,6450267,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000a73b9e0",0,6929326,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003b27ff6",0,888887,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003ac901c",0,6749196,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4946d",0,5914469,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f12170",0,6212585,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ba068e",0,6960203,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004016942",0,6946539,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002703311",0,5933233,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495d2",0,46844234,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003fbe229",0,6584531,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000320ff48",0,6963251,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003f1217e",0,6889483,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004708dfa",0,6894278,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004215931",0,6334457,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495d9",0,33414394,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000055ed550",0,6626320,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000290ce37",0,6382309,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa65aa",0,6784240,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037a8976",0,6491144,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4df20",0,918321,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002d0a484",0,6560177,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000094ff0a4",0,6740507,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000b19efd1",0,6747284,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4dbcb",0,6232627,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000272f03f",0,6847213,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b9cf00",0,6310405,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000032f48d4",0,13860575,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003227ae9",0,6929912,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000c062d14",0,6964919,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003ff9e60",6917794,0,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002a75cb1",0,791425,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000af6f564",0,6125025,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b9cf04",0,6647342,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000057e7384",0,6289258,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e29e27",0,6955151,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000279e97c",0,6761942,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027496e2",0,5937036,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000b41de7a",0,518323,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4a8ae",0,6379240,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cc0afa",0,6749016,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031a3a2b",0,5842023,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003219360",0,1089316,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e18793",0,6489652,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004045a57",0,6854338,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000326740f",0,651812,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4a74a",0,2219305,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fab612",0,6769454,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000043c0e07",0,6968739,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000309f0f8",0,6913676,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e7f5f9",0,6490713,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002902f23",0,6739932,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e08ff3",0,6859265,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000055ed55c",0,6957991,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa6454",0,6907386,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000063e8096",0,6645094,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000784345b",0,6966426,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000357b6ad",0,6967342,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003227aef",0,6968669,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4947b",0,6447045,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002815002",0,1853633,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002df6f97",0,6873268,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4947d",0,519626,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c495e0",0,125358239,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4df2f",0,6480374,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f9fc49",0,6487883,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4a757",0,13235893,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cc8014",0,5843665,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003743dd9",0,6868853,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028e1fa1",0,6871448,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000458ed8a",0,6897080,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028e1fa4",0,3029990,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002721248",0,6521301,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002cde565",0,6606456,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028e1fa6",0,6687550,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002df6381",0,6265848,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003e1879b",0,6863857,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f9643c",0,578788,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003eefbc1",0,6591341,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000028f8aa5",0,6882753,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031df1c1",0,1042827,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000041cd8e1",0,6530150,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000374305a",0,6514197,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000007843464",0,6969044,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000081ad224",0,6486289,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000049d1d1b",0,6775050,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000007843465",0,13721376,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000031df1c4",0,6770958,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4df34",0,6954010,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003af6d56",0,6930979,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000004a80e74",0,6803609,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002e78eb2",0,6270566,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002c701ae",0,6481545,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003540184",0,6917216,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c482c1",0,6887946,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000030646a6",0,6917931,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000309ed41",0,13398595,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027226d2",0,6515013,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4a8bb",0,6579483,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa7783",0,6946789,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000279e98f",0,13469595,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000ae889c4",0,6963155,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b54391",0,6464944,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000037470b5",0,894782,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000056c7b10",0,6417704,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c4dbe3",0,781210,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000027780a0",0,6350807,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fa65c8",0,6604906,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000006d21085",0,6541921,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003f489c3",0,6961324,0.0000,0.0000,0.000
"all;chrome;chrome;0x000000000893c0a4",0,6168268,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002fab621",0,12757472,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002f1218e",0,6247664,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b1201f",0,6888190,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003c49947",0,5897503,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000008bce154",0,5668576,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000081e0481",0,6935189,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002ef0fb0",0,6254933,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b7a1a4",0,6684656,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000081e0484",0,10074381,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000008bce158",0,6967410,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000085677f1",0,6727447,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003ded694",0,6959842,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000003decf80",0,6401156,0.0000,0.0000,0.000
"all;chrome;chrome;0x0000000002b7a1a9",0,6759123,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000081e0489",0,6623365,0.0000,0.0000,0.000
"all;chrome;chrome;0x00000000085677f6",0,6965385,0.0000,0.0000,0.000
