cycles,comm,dso,symbol
102295919,"g4run","libG4processes.so","G4FTFModel::GaussianPt"
102207268,"g4run","libG4processes.so","G4PreCompoundAlpha::FactorialFactor"
101626690,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon@plt"
101587942,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetExchangeT"
101248163,"g4run","libG4processes.so","G4Nucleon::G4Nucleon"
101240740,"g4run","libG4processes.so","G4PreCompoundFragment::CrossSection@plt"
100951701,"g4run","libG4processes.so","G4CascadeCoalescence::fillCluster"
100827532,"g4run","libpythia8.so","Pythia8::AlphaEM::alphaEM"
100548022,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getCrossSection"
100251794,"g4run","libG4processes.so","G4PreCompoundHe3::FactorialFactor"
100125643,"g4run","libm.so.6","__math_uflow"
99901594,"g4run","libpythia8.so","Pythia8::SigmaMultiparton::sigmaSel"
97582089,"amixer","ld-linux-x86-64.so.2","_dl_runtime_resolve_xsavec"
97338809,"g4run","libG4geometry.so","G4Torus::DistanceToIn"
96788309,"amixer","libasound.so.2.0.0","snd_input_getc"
96588206,"g4run","libstdc++.so.6.0.30","std::string::reserve"
95858567,"g4run","libG4processes.so","G4InuclSpecialFunctions::csPN@plt"
95039915,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionAbsorption"
94861801,"g4run","libG4processes.so","G4NuclearFermiDensity::GetRelativeDensity"
93741318,"g4run","libG4processes.so","G4Fancy3DNucleus::GetOuterRadius"
93228828,"g4run","libG4processes.so","G4NucleiModel::fillBindingEnergies@plt"
92868290,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SetMinimalStringMass"
92775119,"g4run","libG4processes.so","G4PreCompoundTransitions::PerformTransition"
92437876,"g4run","libG4processes.so","G4Fancy3DNucleus::Init"
92369061,"g4run","libG4processes.so","G4PreCompoundTriton::FactorialFactor"
92308088,"g4run","libG4processes.so","G4GEMCoulombBarrier::CalcCompoundRadius@plt"
92202754,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pTnext"
92116424,"egrep","ld-linux-x86-64.so.2","_dl_lookup_symbol_x"
92077213,"g4run","libG4processes.so","G4Diproton::Definition@plt"
91989393,"amixer","libc.so.6","__libc_calloc"
88879599,"g4run","libG4processes.so","G4FTFModel::BuildStrings"
88840664,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
88833414,"g4run","libG4persistency.so","std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>"
88717533,"g4run","libstdc++.so.6.0.30","strlen@plt"
88595980,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters@plt"
88582226,"g4run","libG4geometry.so","G4Tubs::CalculateExtent"
88382146,"g4run","libstdc++.so.6.0.30","memcpy@plt"
88198552,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXsc@plt"
88129961,"g4run","libG4processes.so","G4MuBetheBlochModel::ComputeDEDXPerVolume"
87900401,"g4run","libG4processes.so","G4EquilibriumEvaporator::getQF@plt"
87754992,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::IsOKWithParentMass"
87519971,"g4run","libG4processes.so","G4SigmaZero::Definition@plt"
87517463,"g4run","libG4vis_management.so","std::vector<HepGeom::Point3D<double>, std::allocator<HepGeom::Point3D<double> > >::_M_realloc_insert<HepGeom::Point3D<double> >"
87202788,"g4run","libG4processes.so","std::vector<double, std::allocator<double> >::_M_fill_insert"
86993821,"g4run","libG4processes.so","G4KalbachCrossSection::ComputePowerParameter@plt"
86700843,"g4run","libG4processes.so","G4NuclearRadii::RadiusHNGG@plt"
86585055,"g4run","libG4processes.so","G4HadronStoppingProcess::AtRestDoIt"
86286425,"g4run","libG4geometry.so","G4MagErrorStepper::Stepper"
85971134,"g4run","libG4processes.so","G4InuclSpecialFunctions::paraMaker::getParams@plt"
85582462,"g4run","libG4processes.so","std::vector<G4Fancy3DNucleusHelper, std::allocator<G4Fancy3DNucleusHelper> >::_M_default_append"
85070511,"amixer","libasound.so.2.0.0","0x00000000000319d5"
85016405,"fgrep","bash","flatten.constprop.0"
82893586,"g4run","libc.so.6","pthread_once@GLIBC_2.2.5"
81849804,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt"
81680107,"g4run","libG4processes.so","G4BraggIonModel::CorrectionsAlongStep"
81440560,"g4run","libG4global.so","G4JTPolynomialSolver::Quadratic"
81304606,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
80841749,"mutt","libslang.so.2.3.3","SLsmg_write_chars"
80808205,"g4run","libG4geometry.so","G4VIntersectionLocator::IntersectChord@plt"
80534193,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
79795486,"g4run","libG4processes.so","G4BGGPionElasticXS::IsElementApplicable"
79791610,"g4run","libG4processes.so","G4SampleResonance::GetMinimumMass"
79676250,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeNextPolynomial"
79382625,"g4run","libG4processes.so","G4PhysicsModelCatalog::GetModelID@plt"
79318944,"g4run","libG4processes.so","G4PreCompoundProton::GetRj"
79307672,"amixer","ld-linux-x86-64.so.2","_dl_map_object_from_fd"
79200220,"amixer","libasound.so.2.0.0","0x000000000003c6d8"
78838758,"g4run","libpythia8.so","Pythia8::Sigma2qg2QQbar3PJ1q::sigmaKin"
78801282,"g4run","g4run","CLHEP::MixMaxRng::flat"
78586446,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
78404052,"g4run","libG4processes.so","G4ICRU73QOModel::GetL0"
78396993,"g4run","libG4vis_management.so","std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>"
76582688,"g4run","libstdc++.so.6.0.30","std::__convert_to_v<double>"
76287175,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMfunctions"
75629507,"g4run","libG4processes.so","aRPAllocator"
75497937,"g4run","libstdc++.so.6.0.30","std::getline<char, std::char_traits<char>, std::allocator<char> >"
75358293,"status","bash","read_token.part.0"
75118495,"g4run","libc.so.6","pthread_mutex_unlock@@GLIBC_2.2.5"
75083554,"g4run","libG4geometry.so","operator delete@plt"
74817722,"g4run","libG4particles.so","G4MuonDecayChannel::DecayIt"
74721666,"amixer","libasound.so.2.0.0","snd_config_iterator_entry"
74612170,"g4run","libG4processes.so","G4CascadeCoalescence::goodCluster@plt"
74586646,"g4run","libstdc++.so.6.0.30","std::use_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >"
74575398,"g4run","libG4particles.so","pDynamicParticleAllocator@plt"
74555788,"amixer","libc.so.6","_IO_default_xsputn"
74404501,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getCrossSection"
74123728,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
73752022,"g4run","libG4processes.so","G4KineticTrack::~G4KineticTrack"
73415946,"g4run","libpythia8.so","Pythia8::Sigma2gg2qqbar::sigmaKin"
73317208,"g4run","libG4processes.so","G4LevelManager::NearestLevelIndex@plt"
73294789,"g4run","libstdc++.so.6.0.30","memcmp@plt"
72982809,"g4run","libG4processes.so","G4HadronicInteraction::GetMaxEnergy@plt"
72794309,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::DecayIt"
72628854,"g4run","libG4processes.so","G4NucleiModel::generateQuasiDeuteron@plt"
72488526,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::find"
72436110,"g4run","libpythia8.so","Pythia8::SigmaProcess::pickInState@plt"
71845747,"g4run","libG4processes.so","G4FissionBarrier::BarashenkovFissionBarrier"
71779829,"status","libc.so.6","_int_malloc"
71407916,"g4run","libG4processes.so","G4EmCorrections::ShellCorrection"
71106151,"g4run","libG4processes.so","G4FissionProbability::EmissionProbability"
70554914,"amixer","ld-linux-x86-64.so.2","check_match"
69669227,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeXSectionPerAtom"
69434438,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
69406361,"g4run","libstdc++.so.6.0.30","std::istream::operator>>"
69327435,"X","nvidia_drv.so","0x00000000000b06a2"
69200796,"g4run","libxerces-c-3.2.so","xercesc_3_2::ICULCPTranscoder::transcode"
68800954,"g4run","libpythia8.so","Pythia8::SigmaProcess::sigmaPDF"
68770767,"g4run","libG4processes.so","G4MesonAbsorption::GetTimeToAbsorption"
68648854,"g4run","libc.so.6","__GI___lll_lock_wait"
68467555,"g4run","libG4processes.so","G4PreCompoundEmission::PerformEmission"
68305815,"g4run","libG4processes.so","G4ReactionProduct::SetMomentum@plt"
68117422,"amixer","libasound.so.2.0.0","snd_config_iterator_entry@plt"
67819705,"g4run","libG4processes.so","G4CrossSectionDataStore::BuildPhysicsTable"
67798085,"g4run","libc.so.6","tolower"
67737107,"g4run","libstdc++.so.6.0.30","std::locale::_S_initialize"
67608990,"g4run","libG4processes.so","G4EmUtility::SampleRandomIsotope"
67565990,"status","bash","expand_word_internal"
67537838,"g4run","libG4processes.so","G4Fragment::G4Fragment@plt"
67436328,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar::sigmaKin"
67217366,"amixer","libc.so.6","_dl_addr"
67060721,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateCosTheta"
66919311,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::jetCrossSection"
66898926,"g4run","libm.so.6","__math_check_uflow"
66808639,"g4run","libG4processes.so","G4CascadeInterpolator<31>::getBin@plt"
66793905,"g4run","libG4processes.so","G4InuclSpecialFunctions::generateWithFixedTheta@plt"
66778727,"status","libc.so.6","__strlen_avx2"
66750873,"g4run","libG4processes.so","G4PreCompoundTriton::CoalescenceFactor"
66668481,"g4run","libG4particles.so","G4Proton::Proton"
66506046,"g4run","libpythia8.so","Pythia8::Rndm::flat@plt"
66494905,"amixer","libasound.so.2.0.0","getc@plt"
66379121,"g4run","libG4processes.so","G4LundStringFragmentation::SplitLast"
66357216,"g4run","libG4processes.so","G4CascadeCoalescence::maxDeltaP@plt"
66249888,"g4run","libG4processes.so","G4IonFluctuations::RelativisticFactor"
66093632,"g4run","libG4global.so","G4Pow::A13High@plt"
66073015,"g4run","libstdc++.so.6.0.30","std::has_facet<std::num_get<char, std::istreambuf_iterator<char, std::char_traits<char> > > >"
66021119,"g4run","libG4processes.so","G4Proton::Proton@plt"
65702542,"g4run","libG4global.so","G4JTPolynomialSolver::RealPolynomialIteration"
65700822,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSection"
65558527,"g4run","libG4processes.so","G4LevelReader::LevelManager"
65350626,"g4run","libG4processes.so","G4ComponentGGHadronNucleusXsc::GetElasticElementCrossSection"
64896817,"free","ld-linux-x86-64.so.2","do_lookup_x"
64177139,"amixer","libasound.so.2.0.0","strcmp@plt"
62780072,"g4run","libG4processes.so","G4KokoulinMuonNuclearXS::ComputeDDMicroscopicCrossSection"
62514632,"g4run","libstdc++.so.6.0.30","std::istreambuf_iterator<char, std::char_traits<char> >::_M_get"
62368758,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >"
61590450,"g4run","libG4clhep.so","CLHEP::RandFlat::shootArray"
61555311,"g4run","libG4processes.so","G4LundStringFragmentation::StopFragmenting"
61320973,"g4run","libG4processes.so","G4XiZero::Definition@plt"
61099102,"g4run","libxerces-c-3.2.so","xercesc_3_2::IGXMLScanner::buildAttList"
61061752,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11g::sigmaKin"
60938410,"g4run","libG4geometry.so","G4LogicalVolume::InitialiseWorker"
60935467,"g4run","libG4processes.so","G4VKineticNucleon::G4VKineticNucleon"
60886964,"g4run","libstdc++.so.6.0.30","std::ios_base::~ios_base"
60850500,"g4run","libG4global.so","G4CacheReference<double>::cache"
60834841,"g4run","libG4processes.so","G4VSplitableHadron::G4VSplitableHadron"
60735939,"awk","ld-linux-x86-64.so.2","_dl_lookup_symbol_x"
60727654,"g4run","libG4particles.so","G4DecayProducts::PushProducts"
60722939,"g4run","libG4global.so","G4PhysicsVector::ComputeSecDerivative1"
60602686,"g4run","libG4processes.so","G4LundStringFragmentation::SplitEandP"
60568843,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace"
60391562,"g4run","libG4processes.so","G4CascadeCoalescence::clusterType@plt"
60326911,"g4run","libG4processes.so","G4SigmaMinus::Definition@plt"
60259565,"g4run","libpythia8.so","Pythia8::Sigma2gg2gg::sigmaKin"
60259484,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::Pmx"
60245675,"g4run","libG4processes.so","G4InuclSpecialFunctions::csNN@plt"
60203388,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign"
60117733,"g4run","libG4processes.so","G4FermiBreakUpVI::IsApplicable"
60063980,"X","nvidia_drv.so","0x00000000000b06d0"
60011947,"status","libc.so.6","cfree@GLIBC_2.2.5"
59998080,"amixer","libasound.so.2.0.0","0x0000000000031a00"
59964039,"g4run","libG4particles.so","G4DecayProducts::G4DecayProducts"
59921107,"g4run","libG4processes.so","G4AntiTriton::Definition@plt"
59846716,"g4run","libG4processes.so","std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_realloc_insert<G4KineticTrack* const&>"
59809821,"g4run","libG4processes.so","G4PreCompoundDeuteron::CoalescenceFactor"
59635799,"g4run","libG4processes.so","G4InuclElementaryParticle::~G4InuclElementaryParticle"
59615147,"g4run","libG4particles.so","G4Proton::Definition@plt"
59575119,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve@plt"
59219389,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11gm::sigmaKin"
58825604,"g4run","libG4processes.so","G4EmModelManager::Initialise"
58716092,"g4run","libG4processes.so","G4GammaNuclearXS::IsIsoApplicable"
58531314,"g4run","libG4processes.so","G4SigmaPlus::Definition@plt"
57768725,"grep","ld-linux-x86-64.so.2","do_lookup_x"
57636401,"g4run","libG4processes.so","G4VCrossSectionDataSet::SelectIsotope"
57441752,"g4run","libG4processes.so","G4ICRU73QOModel::GetL1"
56948959,"status","bash","hash_search"
55768954,"g4run","libpythia8.so","Pythia8::ParticleData::attributeValue"
55699773,"g4run","libpythia8.so","Pythia8::ParticleData::intAttributeValue"
55635455,"g4run","libpythia8.so","Pythia8::ParticleData::doubleAttributeValue"
55317663,"g4run","libc.so.6","round_away"
55220712,"g4run","libpythia8.so","Pythia8::NNPDF::init"
55188465,"g4run","libicuuc.so.71.1","ucnv_fromUChars"
54942269,"g4run","libpythia8.so","Pythia8::ParticleData::loadXML"
54780625,"g4run","libG4processes.so","G4LevelReader::ReadDataItem"
54561151,"g4run","libxerces-c-3.2.so","xercesc_3_2::AbstractDOMParser::startElement"
54454728,"g4run","libG4processes.so","G4FTFParameters::GetProcProb"
54379733,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doNonDiffraction"
54352818,"g4run","libG4processes.so","G4RToEConvForElectron::ComputeValue"
54346636,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters@plt"
54283362,"g4run","libG4processes.so","G4ChipsProtonElasticXS::CalculateCrossSection"
54239220,"g4run","libG4processes.so","G4Fragment::G4Fragment@plt"
54194598,"g4run","libpythia8.so","tan@plt"
53890039,"status","libc.so.6","__libc_fork"
53728230,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeNewEstimate"
53525288,"g4run","libc.so.6","__mpn_construct_double"
53511602,"g4run","libG4processes.so","G4FissionBarrier::FissionBarrier"
53456939,"g4run","libc.so.6","__memset_avx2_unaligned_erms"
53414399,"g4run","libG4processes.so","G4KineticTrack::G4KineticTrack"
53263790,"g4run","libG4geometry.so","G4VIntersectionLocator::ReEstimateEndpoint"
53253847,"g4run","libG4processes.so","G4UnboundPN::Definition@plt"
53183167,"g4run","libG4processes.so","G4CascadeInterpolator<9>::getBin"
53114736,"g4run","libG4processes.so","G4FTFModel::PutOnMassShell"
53036527,"g4run","libG4processes.so","G4Fragment::operator=@plt"
52933458,"g4run","libG4processes.so","G4CascadeCoalescence::fillCluster@plt"
52877047,"g4run","libG4processes.so","G4GammaNuclearXS::IsoCrossSection"
52805114,"g4run","libG4processes.so","G4EmCorrections::KShell"
52675445,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetChipsCrossSection"
52659859,"g4run","libm.so.6","xflow"
52526903,"g4run","libG4processes.so","std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_realloc_insert<G4ReactionProduct* const&>"
52281992,"g4run","libG4processes.so","G4PreCompoundAlpha::CoalescenceFactor"
52144220,"egrep","libc.so.6","_int_malloc"
51825100,"g4run","libG4track.so","G4ParticleChangeForDecay::Initialize"
51350995,"g4run","ld-linux-x86-64.so.2","do_lookup_x"
51222717,"g4run","libG4processes.so","G4ReactionProduct::SetMomentum"
50981724,"amixer","libasound.so.2.0.0","0x00000000000319fa"
50694286,"status","ld-linux-x86-64.so.2","do_lookup_x"
50287518,"g4run","libG4processes.so","G4FTFParticipants::Clean"
50171555,"g4run","libG4particles.so","G4ParticleTable::CheckReadiness"
49526341,"fgrep","libc.so.6","_int_malloc"
49523481,"grep","ld-linux-x86-64.so.2","strcmp"
49395517,"status","bash","make_child"
49180746,"fgrep","ld-linux-x86-64.so.2","strcmp"
48281283,"g4run","libicuuc.so.71.1","ucnv_fromUnicode"
48234180,"g4run","libstdc++.so.6.0.30","std::basic_streambuf<char, std::char_traits<char> >::sbumpc"
48210435,"g4run","libm.so.6","__atan_fma"
48191871,"g4run","libpythia8.so","tolower@plt"
47929001,"g4run","libG4processes.so","std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::_M_default_append"
47824553,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_Diquark_lastSplitting"
47798073,"g4run","libG4particles.so","G4Ions::FloatLevelBase"
47750592,"g4run","libG4processes.so","G4BinaryCascade::Capture"
47661140,"g4run","libG4processes.so","G4HadronicProcess::CheckResult@plt"
47625573,"g4run","libG4geometry.so","G4Polycone::CalculateExtent"
47612887,"g4run","libpythia8.so","Pythia8::Settings::parm"
47549408,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirections"
47515764,"g4run","libG4processes.so","G4CascadeInterpolator<10>::getBin"
47507266,"g4run","libG4particles.so","G4IonTable::InsertWorker"
47454902,"g4run","libG4geometry.so","std::vector<HepGeom::Plane3D<double>, std::allocator<HepGeom::Plane3D<double> > >::_M_realloc_insert<HepGeom::Plane3D<double> >"
47442283,"g4run","libG4processes.so","G4LowEXsection::CrossSection"
47436582,"g4run","libG4processes.so","G4FragmentingString::G4FragmentingString"
47415263,"g4run","libG4processes.so","G4ElasticHNScattering::ElasticScattering"
47397147,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_not_of"
47373190,"g4run","libG4processes.so","G4ExcitationHandler::SortSecondaryFragment"
47358839,"g4run","libG4processes.so","G4VDecayChannel::GetDaughter"
47326768,"g4run","libG4processes.so","G4RKPropagation::FieldTransport"
47275498,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
47183990,"g4run","libc.so.6","__mpn_mul_1"
47071395,"egrep","ld-linux-x86-64.so.2","strcmp"
47035135,"g4run","libG4processes.so","G4PairingCorrection::GetFissionPairingCorrection"
47032565,"g4run","libG4processes.so","G4DecayKineticTracks::Decay"
46930968,"status","libc.so.6","__strcmp_avx2"
46809086,"g4run","libpythia8.so","Pythia8::PDF::xfSea"
46772970,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::branch"
46765081,"g4run","libG4processes.so","G4NuclearLevelData::GetLevelManager@plt"
46760397,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions@plt"
46725186,"g4run","libG4processes.so","G4Scatterer::GetCollisions"
46693146,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters@plt"
46692091,"free","ld-linux-x86-64.so.2","strcmp"
46537895,"g4run","libpythia8.so","log@plt"
46534565,"g4run","libG4processes.so","G4IonTable::GetIon@plt"
46532360,"g4run","libG4clhep.so","CLHEP::HepLorentzVector::operator*="
46454940,"g4run","libG4processes.so","std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_range_insert<__gnu_cxx::__normal_iterator<G4ReactionProduct**, std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> > > >"
46447616,"g4run","libG4processes.so","G4CascadeCoalescence::allNucleons@plt"
46324441,"g4run","libG4processes.so","G4IonTable::GetIon@plt"
46237201,"g4run","libG4processes.so","G4NucleiModel::generateModel@plt"
46209006,"amixer","libasound.so.2.0.0","0x00000000000319e0"
46183176,"g4run","libG4particles.so","std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition const*>, std::_Select1st<std::pair<int const, G4ParticleDefinition const*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition const*> > >::_M_insert_equal<std::pair<int const, G4ParticleDefinition const*> >"
45999616,"bc","ld-linux-x86-64.so.2","_dl_relocate_object"
45958617,"g4run","libG4clhep.so","CLHEP::HepLorentzRotation::set"
45805066,"g4run","libG4processes.so","G4AntiHe3::Definition@plt"
45781138,"g4run","libG4processes.so","G4XiMinus::Definition@plt"
45685967,"g4run","libG4processes.so","G4PreCompoundFragment::CalcEmissionProbability"
45436624,"free","ld-linux-x86-64.so.2","_dl_lookup_symbol_x"
45415123,"g4run","libG4geometry.so","G4Trd::DistanceToOut"
44206042,"amixer","libasound.so.2.0.0","0x0000000000032087"
43474507,"grep","ld-linux-x86-64.so.2","_dl_relocate_object"
43362542,"amixer","libpulsecommon-16.1.so","0x0000000000031c8b"
42832887,"amixer","libasound.so.2.0.0","0x00000000000319ff"
42469479,"g4run","libG4processes.so","G4WentzelVIModel::ComputeCrossSectionPerAtom"
42258066,"amixer","libasound.so.2.0.0","0x000000000003c6d4"
41985437,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMParentNode::appendChildFast"
41726497,"g4run","libstdc++.so.6.0.30","std::locale::operator="
41662382,"g4run","libpythia8.so","Pythia8::PhaseSpace::selectZ"
41485449,"g4run","libG4processes.so","G4OmegaMinus::Definition@plt"
41461629,"g4run","libG4processes.so","G4Decay::AtRestGetPhysicalInteractionLength"
41359524,"g4run","libG4processes.so","CLHEP::RandGamma::shoot@plt"
41228896,"g4run","libG4processes.so","G4RToEConvForGamma::ComputeValue"
41099743,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
40981536,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
40960746,"g4run","libxerces-c-3.2.so","xercesc_3_2::ReaderMgr::getNextChar"
40858415,"amixer","libasound.so.2.0.0","snd_config_iterator_end@plt"
40801274,"g4run","libm.so.6","with_errno"
40780769,"g4run","libG4geometry.so","G4MagInt_Driver::AccurateAdvance"
40755871,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getMultiplicity"
40739392,"g4run","libG4processes.so","G4AntiNeutron::Definition@plt"
40640915,"g4run","libG4processes.so","G4VEmissionProbability::FindRecoilExcitation"
40621387,"g4run","libG4particles.so","G4CacheReference<double>::cache@plt"
40620135,"status","bash","builtin_address_internal"
40573885,"g4run","libG4processes.so","G4Deuteron::Definition@plt"
40551847,"g4run","libstdc++.so.6.0.30","std::basic_ios<char, std::char_traits<char> >::clear"
40505653,"g4run","libG4processes.so","G4MuBetheBlochModel::ComputeCrossSectionPerElectron"
40488232,"g4run","libG4processes.so","G4EmCaptureCascade::ApplyYourself"
40480643,"g4run","libG4particles.so","G4DecayProducts::PopProducts"
40348388,"status","bash","shell_getc"
40347724,"g4run","libpythia8.so","Pythia8::Pythia::check"
40333559,"g4run","libG4geometry.so","std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >"
40305129,"g4run","libG4processes.so","G4CascadeCoalescence::makeLightIon"
40287159,"g4run","libG4processes.so","std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::_M_fill_insert"
40242150,"g4run","libG4processes.so","G4VPreCompoundFragment::Initialize@plt"
40208747,"g4run","libG4processes.so","G4SampleResonance::SampleMass"
40196114,"g4run","libG4processes.so","G4GEMChannel::SampleKineticEnergy"
40131874,"g4run","libG4geometry.so","G4BoundingEnvelope::G4BoundingEnvelope"
40051362,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getCrossSection"
39996855,"X","nvidia_drv.so","0x00000000000b07f4"
39990704,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateMultiBody"
39967381,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherfordCosT@plt"
39953439,"g4run","libG4processes.so","G4Fancy3DNucleus::SortNucleonsIncZ"
39952408,"g4run","libG4processes.so","G4RKPropagation::GetSphereIntersectionTimes"
39916304,"g4run","libpythia8.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
39905010,"g4run","libG4processes.so","G4NuclearRadii::RadiusKNGG@plt"
39888681,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
39823381,"g4run","libG4processes.so","G4VEmissionProbability::IntegrateProbability@plt"
39802562,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirThreeBody"
39726052,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >"
39630536,"g4run","libG4processes.so","G4EmCaptureCascade::AddNewParticle"
39627540,"g4run","libG4particles.so","G4DecayProducts::Boost"
39622605,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
39621811,"g4run","libG4processes.so","G4Integrator<G4KineticTrack const, double (G4KineticTrack::*)(double) const>::Simpson"
39552648,"g4run","libG4processes.so","G4PreCompoundDeexcitation::deExcite"
39526789,"g4run","libG4processes.so","G4AntiProton::Definition@plt"
39519803,"status","bash","command_substitute"
39335979,"g4run","libG4processes.so","G4NonEquilibriumEvaporator::getE0@plt"
39289648,"g4run","libG4processes.so","G4HadronBuilder::Meson"
39277738,"g4run","libc.so.6","sysmalloc"
39268213,"X","nvidia_drv.so","0x00000000000b0690"
39268004,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
39193456,"g4run","libG4processes.so","G4Parton::G4Parton"
39039372,"g4run","libG4global.so","G4Threading::IsMasterThread"
39011475,"g4run","libG4processes.so","G4IntraNucleiCascader::initialize@plt"
38954164,"g4run","libG4processes.so","G4GammaNuclearXS::SelectIsotope"
38757338,"g4run","libG4particles.so","pthread_mutex_unlock@plt"
