cycles,instructions,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses,comm,dso,symbol
1071181008010,1181869600947,147243460984,14621169214,689390418930,70083140510,"g4run","libm.so.6","__ieee754_atan2_fma"
1051480262801,977568761274,194357455786,21730280872,611717009515,88366256303,"g4run","libG4tracking.so","G4SteppingManager::DefinePhysicalStepLength"
951985015146,872939664686,172864707198,19568790629,528313619164,80101516676,"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection"
756991013581,626070117319,158388142739,17619068455,373776995875,75212320734,"g4run","libG4processes.so","G4NeutronCaptureXS::IsoCrossSection"
656411323034,715927325278,93813275285,9762413712,415562584391,45578523529,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway"
644725749448,602502660420,120608195181,13586740560,381191613039,51447971846,"g4run","libG4digits_hits.so","G4TouchableHistory::GetVolume"
578321940667,535590578171,113455571697,10676597621,334769209772,40000806011,"g4run","libm.so.6","__sincos"
564851988681,521549500406,110290230872,9542014246,314079628996,52928368157,"g4run","g4run","CMSMagneticField::GetFieldValue"
545150479826,537106208187,102303070352,9923616747,335403503779,48794857034,"g4run","libG4processes.so","G4Transportation::AlongStepGetPhysicalInteractionLength"
532816417811,494806962750,96209615196,10226253986,313709361476,43837793288,"g4run","libG4geometry.so","G4Navigator::ComputeStep"
531905577887,508363009264,96426064769,10062981490,308827819792,47030874956,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
523047225215,570296744877,74550184878,7037358854,323113984375,37828527487,"g4run","libG4geometry.so","G4PolyPhiFace::InsideEdges"
516263204084,508952135077,82826424772,11179701347,296595755001,52778299834,"g4run","libG4processes.so","G4NeutronInelasticXS::IsoCrossSection"
466754935240,478147628040,84915402110,7252899956,312589018502,35220294986,"g4run","libG4tracking.so","G4SteppingManager::InvokeAlongStepDoItProcs"
461757893269,400131933286,98690867198,8014863903,244362000269,47655441361,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError"
453756981804,421073752195,82319263543,9662159185,261007976419,33453111971,"g4run","libG4tracking.so","G4SteppingManager::Stepping"
445645422186,471317037316,77647263865,7597490455,295540562440,35857914384,"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointWithinVolume"
442295460128,379893079625,73981548918,8898969336,249881691461,31878005174,"g4run","libG4processes.so","G4VoxelNavigation::LevelLocate"
429077521350,373037917589,92643083233,7336579099,240521295497,42398678772,"g4run","libG4geometry.so","G4PropagatorInField::ComputeStep"
424598766337,464786900629,61750336935,6817397543,271655176572,29049279772,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
419165128716,400398085154,73371417030,8547806939,250980066186,29650866704,"g4run","libG4tracking.so","G4SteppingManager::InvokePSDIP"
417281686447,493186588925,63803744073,7053519266,290703880654,43841022950,"g4run","libG4processes.so","G4NeutronElasticXS::ElementCrossSection"
410141429466,433838428202,63997059363,6881724589,264941275365,30375727795,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway"
405654686674,441728935135,58564365588,6268878547,255518198356,28531267680,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi"
401238185747,359056409280,72008423329,6928244905,219527153119,25580611643,"g4run","libG4clhep.so","CLHEP::MixMaxRng::iterate"
358479527292,304967751183,76231223234,8202145609,204756138638,33778246246,"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepGetPhysicalInteractionLength"
352226999416,392299472552,49946624953,4750105334,221623477380,25025933355,"g4run","libG4geometry.so","G4PolyhedraSide::PhiSegment"
344503268315,360629729867,63620404868,6615697536,230345816561,33118262058,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTruePathLengthLimit"
342706178988,312927192944,60738543067,6406806489,206619859406,25903802755,"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointAndSetup"
340726237352,337575673353,57515712682,6267366681,213512294921,23247935319,"g4run","libG4tracking.so","G4Step::UpdateTrack"
334621187680,294239899818,71378758309,5682785180,178564494680,34523541755,"g4run","libG4geometry.so","G4Mag_UsualEqRhs::EvaluateRhsGivenB"
320361426888,287787608949,57740133919,6574871400,188796552310,25138032640,"g4run","libG4geometry.so","G4NavigationLevel::operator="
308737683870,359610945097,40207127992,2677437665,195522663784,22481142581,"g4run","libG4geometry.so","G4PolyhedraSide::Distance"
300373478839,355814973904,45550847108,3186710033,232216741170,14889073375,"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta"
288620234197,249539323714,61146090356,6700223870,168078841098,27946027081,"g4run","libG4processes.so","G4VEnergyLossProcess::ComputeLambdaForScaledEnergy"
287871769824,278865637436,52349129086,5224518618,172843101860,24081959819,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep"
284651947293,295228739784,44408148615,5240421822,173427849089,20581861117,"g4run","libG4geometry.so","G4VCSGfaceted::Inside"
282520361226,258372646402,52822378496,5943493611,154719109113,24363528190,"g4run","libG4processes.so","G4CrossSectionDataStore::ComputeCrossSection"
275524529906,295581942818,39795623981,4597566715,173489062677,18909224615,"g4run","libG4geometry.so","G4PolyhedraSide::Inside"
260055928304,322428276968,25562795252,2208310207,182645692296,13416528164,"g4run","libG4geometry.so","G4PolyhedraSide::Intersect"
257615512062,238210252448,46081602405,5184688128,152674202789,20698576827,"g4run","libG4geometry.so","G4LogicalVolume::GetSolid"
244766490810,230850119655,46124092552,4818421251,147911559363,17685959066,"g4run","libG4processes.so","G4ProcessManager::GetAttribute"
242442871220,232869829495,37127902486,4241529497,152669140361,17306234641,"g4run","libG4geometry.so","G4VoxelNavigation::ComputeStep"
241144676691,254180114090,38827612328,4112011813,156923226773,18522871080,"g4run","libG4geometry.so","G4PolyconeSide::Distance"
237836576984,217629847545,41829411724,4054969062,132535150939,16097753644,"g4run","libG4clhep.so","CLHEP::(anonymous namespace)::theDefaults"
235609239335,196246567309,44480336890,5855524405,132161249782,18183739943,"g4run","libG4physicslists.so","G4GammaGeneralProcess::TotalCrossSectionPerVolume"
231522789750,218903983944,46444956411,5128341848,144852408446,22529884776,"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepGetPhysicalInteractionLength"
208675611179,186683203834,38859046868,3564819008,114637873012,13590724711,"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepDoIt"
207667547739,178139139549,35013155819,3479171643,97459650441,10434120918,"g4run","libG4processes.so","G4UrbanFluctuation::SampleGlandz"
201993941221,189476058250,36732071569,3867381331,122903836995,16514410132,"g4run","libG4geometry.so","G4LogicalVolume::GetSolid"
201090504961,179325925593,34005788630,4008024143,114330702472,14997415591,"g4run","libG4geometry.so","G4NavigationLevel::G4NavigationLevel"
198453511138,199826828553,35990806143,3385121743,130085039871,15337811335,"g4run","libG4processes.so","G4Transportation::AlongStepDoIt"
198058767078,169662703381,40898635227,4457660759,112967503499,17371447382,"g4run","libG4physicslists.so","G4GammaGeneralProcess::PostStepDoIt"
198004862870,186431829503,31753504614,4115810430,118141007783,13675985727,"g4run","libG4processes.so","G4Transportation::PostStepDoIt"
192081466154,175003771651,33441178149,3371021333,103482065321,11601017158,"g4run","libG4clhep.so","CLHEP::MixMaxRng::generate"
186462950621,164868008378,39284512715,2441293257,111782653966,16517879132,"g4run","libG4processes.so","G4KleinNishinaCompton::SampleSecondaries"
182143046706,146439088880,33792602527,4520555692,91882527888,12800411592,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection"
181597709896,151979426063,40717016719,3337482076,95799642751,19873874709,"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord"
179532221112,161693514315,30485478449,3932229351,103136814888,13478784070,"g4run","libG4geometry.so","G4PolyconeSide::Inside"
175684738659,201309029831,1947811008,282895446,91317383291,467682443,"g4run","libG4processes.so","G4GEMProbability::CalcProbability"
164447193707,147909177067,26843013338,2828844024,77841504280,6677705971,"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boost"
163864480469,144529411982,25866351520,2528186618,75339584122,7303548622,"g4run","libG4processes.so","G4Poisson"
161849130070,196364317883,25727718151,1720567122,124804768569,10503255191,"g4run","libG4processes.so","G4VMscModel::GetTransportMeanFreePath"
159200921040,155962752950,26877334408,3479737622,95693376173,9921295556,"g4run","libG4geometry.so","G4Region::GetRegionalSteppingAction"
157947135940,134732548047,30823201745,3307150250,84003838246,12488190629,"g4run","libG4track.so","G4StepPoint::operator="
156339934964,155406220561,25380587810,2956995674,97856528278,10223975419,"g4run","libG4tracking.so","G4SteppingManager::InvokePostStepDoItProcs"
155779918950,169512834303,22926188863,2272378929,103291714344,11838348516,"g4run","libG4geometry.so","G4DisplacedSolid::Inside"
154336593768,123824685882,31585562651,4487112737,81574790589,12271817026,"g4run","libG4physicslists.so","G4GammaGeneralProcess::PostStepGetPhysicalInteractionLength"
152977825809,162456386005,22411917028,2346179449,91597642519,10873027088,"g4run","libG4geometry.so","G4PolyPhiFace::Inside"
150902609112,127848232830,30863936216,2803260317,82347869782,12588939100,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ComputeCrossSectionPerAtom"
149923412881,168675283307,18674438294,2109785166,99505634863,8897949575,"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1"
149712409267,128517371785,28300003312,3421968808,78087628449,12820927764,"g4run","libG4processes.so","G4HadronicProcess::UpdateCrossSectionAndMFP"
149136243860,158679435136,28166418192,2206294438,96220218088,14407423454,"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength"
145916745305,133155949088,25922422995,2694070199,80487024807,10217996968,"g4run","libG4clhep.so","CLHEP::HepRandom::getTheEngine"
145862791793,120829247821,29780976791,3525521292,82420307692,12461176321,"g4run","libG4processes.so","G4VEmProcess::PostStepDoIt"
145017271609,147596064076,22910273718,2207592929,88910919648,10994662186,"g4run","libG4geometry.so","G4VPhysicalVolume::GetTranslation"
140976769205,145329511772,22012940740,2560191990,90414386269,9238556243,"g4run","libG4processes.so","G4Transportation::SetTouchableInformation"
140398590250,148503883509,21893200162,2060762399,94266862568,10365783932,"g4run","libG4geometry.so","G4Box::Inside"
137548699725,138386533055,26673462925,2813044730,89403633389,13565649138,"g4run","libG4processes.so","G4VMultipleScattering::AlongStepGetPhysicalInteractionLength"
136739502181,130177167008,19325536769,1968945282,77026499474,4465710330,"g4run","libG4particles.so","G4Proton::Definition"
134483550664,147541835599,18336891006,2193614183,85888071478,8970962612,"g4run","libG4geometry.so","G4EnclosingCylinder::MustBeOutside"
133531507130,136329529723,24003782705,2339457458,89285343211,10036174294,"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForAlongStep"
129132217734,114917835259,28214813627,2744325680,81858483453,11267726526,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep"
128371295517,107678860541,26449234208,3095034660,70843557283,10764680650,"g4run","libG4processes.so","G4VEmProcess::PostStepGetPhysicalInteractionLength"
127759197184,114035483331,21122929792,2939666389,72471589111,9232963699,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway"
127351753860,130835773523,21102333923,2317145521,81829494962,8970514281,"g4run","libG4geometry.so","G4LogicalVolume::GetMaterial"
123408963603,141326018627,22114702969,1687121759,91812982832,9774970080,"g4run","libG4processes.so","G4VMscModel::GetEnergy"
122996930346,115991353569,17173256062,1804019326,69265392853,4089721670,"g4run","libG4particles.so","G4Neutron::Definition"
121940896901,117786885724,22151780433,2455785281,77944918535,8867644623,"g4run","libG4tracking.so","G4SteppingManager::ProcessSecondariesFromParticleChange"
121071776402,97612866455,23679308887,3343689418,60961987409,8562238134,"g4run","libG4particles.so","G4IonTable::FindIon"
119135455132,122305074852,18436968318,2186366588,72446449502,9092689950,"g4run","libG4geometry.so","G4SubtractionSolid::Inside"
119065065657,133515631773,14766478099,1663269647,79670798473,6970545537,"g4run","libG4geometry.so","G4PolyconeSide::PointOnCone"
113716001727,98467099274,19274041879,1947134825,55657189917,6776569887,"g4run","libG4clhep.so","CLHEP::RandGaussQ::transformQuick"
112968566530,105904106050,13226292512,1501335713,66469429045,6059470744,"g4run","libG4geometry.so","G4VoxelNavigation::LocateNextVoxel"
109943200358,105289999549,14792738430,2381149780,61496971253,4937447621,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetIndex"
109217044884,107656981620,18559988669,2362327920,64536317796,9640393037,"g4run","libG4processes.so","G4HadronicProcess::PostStepGetPhysicalInteractionLength"
108882967876,82199942283,17981543341,2360211558,45951219872,5856722214,"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepDoIt"
107342669877,116907402460,13897844619,1580761237,70996762165,6297234257,"g4run","libG4geometry.so","G4PolyconeSide::Intersect"
106950364955,113008343840,18963760940,1705590632,70814156884,5366722282,"g4run","libG4processes.so","G4VProcess::EndTracking"
104015524758,85734660240,22762805056,1942616104,54604853711,10835704885,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited"
103252220224,93750630619,22743283107,2204968941,66276826311,9369292572,"g4run","libG4tracking.so","G4Step::InitializeStep"
102834376752,80022535191,21759554266,1718829005,53203786118,9655809376,"g4run","libG4geometry.so","G4FieldTrack::LoadFromArray"
102016095436,95541388512,15564933547,1213216974,56126104905,3775934112,"g4run","libG4processes.so","G4InuclSpecialFunctions::G4cbrt"
101815695742,110849291476,13900108456,1404282108,65078525288,6619951616,"g4run","libm.so.6","__atan2"
101124420007,92459441872,15814010139,1576199887,52866716456,4385798262,"g4run","libG4processes.so","G4CascadeChannelTables::FindTable"
98285076478,71599504082,23125325342,1909256970,45872085679,10680270208,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord"
98050591200,93909844753,20759347285,1885101222,64761968042,7612732214,"g4run","libG4event.so","G4EventManager::DoProcessing"
97980681544,82093436827,20234044996,1876478415,52871526715,8877271673,"g4run","libG4processes.so","G4ProcessManager::StartTracking"
96126975750,103441541300,16173081274,1595791352,66668972030,5707236113,"g4run","libG4particles.so","G4ParticleDefinition::GetProcessManager"
93402184135,79553838006,17856051106,1830764394,50364369489,6661481765,"g4run","libG4processes.so","G4VCrossSectionDataSet::IsIsoApplicable"
92435224275,104094001855,18319951467,1444388479,72771141746,7121898794,"g4run","libG4processes.so","G4VMscModel::GetRange"
92412813356,100901737644,14200458934,1390016787,58780447245,7080999799,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceTo"
91435598934,69816997082,20749834466,1547702843,44176935586,9786346655,"g4run","libG4geometry.so","G4LineSection::Dist"
90810326682,92727354397,14608554359,1690673950,56846466534,6145712090,"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForPostStep"
90624801207,77023207682,18062473342,1777981660,50520257596,8284418051,"g4run","libG4geometry.so","G4FieldManagerStore::ClearAllChordFindersState"
89229533000,74185244994,18176986294,2062219741,47544156642,6558918798,"g4run","libG4clhep.so","CLHEP::Hep3Vector::rotateUz"
88706202288,78074377998,14557128235,1971094472,50448892501,6608344553,"g4run","libG4geometry.so","G4NavigationHistory::G4NavigationHistory"
88570163195,80073847621,16602593547,1761335811,52859943808,7067991111,"g4run","libG4geometry.so","G4NormalNavigation::LevelLocate"
88049548437,80067945094,14379380486,1699702252,51885374640,6339616079,"g4run","libG4processes.so","G4NavigationHistory::NewLevel"
87252924642,106054814424,10886248006,662154233,58672011983,6446369376,"g4run","libG4geometry.so","G4PolyPhiFace::Distance"
85297710981,90597662524,14145179742,1589569835,57502581066,4075165013,"g4run","libG4processes.so","G4ProcessManager::EndTracking"
83309047177,80318788371,12236285866,1340771729,45655929604,2651656182,"g4run","libG4processes.so","G4InuclParticle::setMomentum"
82729358765,73545322883,13653598915,1492982396,46331477041,4029867611,"g4run","libG4particles.so","G4DynamicParticle::~G4DynamicParticle"
80268243087,77780108862,15829115404,1478170146,51155766140,5139542822,"g4run","libG4track.so","G4Track::~G4Track"
80147959742,70781719163,14370729116,1392499535,43342705205,5097023955,"g4run","libG4clhep.so","CLHEP::MixMaxRng::MULWU"
79621943051,67196483168,16778026240,1599920696,46439812405,7071279831,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::SampleSecondaries"
78251876105,66249264361,11960753961,617359100,37723221081,3268092907,"g4run","libG4processes.so","G4NucleiModel::generateInteractionLength"
78006804714,67025078942,15786598878,1926227609,38401775189,5003122017,"g4run","libG4processes.so","G4HadronElastic::ApplyYourself"
77547609293,82896073378,13929520183,1301497671,52019218170,6650961768,"g4run","libG4geometry.so","G4Navigator::ComputeSafety"
76252886223,70733393863,10814807600,1238200399,38797395114,3724059286,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer"
75186006834,65950598837,16205558027,1478185459,46748176659,6415276777,"g4run","libG4geometry.so","G4Navigator::ResetHierarchyAndLocate"
74146686345,64244904074,15024343391,1511799459,44226995080,6676633044,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
73791546503,64775090483,15673180523,1388576829,45627642282,6565897002,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection"
73636717832,60866677759,13113220783,1201678320,35397851473,4206273566,"g4run","libG4processes.so","G4UniversalFluctuation::SampleFluctuations"
70915562296,79095695606,12541672333,1072559236,47398205248,6453033446,"g4run","libG4geometry.so","G4NormalNavigation::ComputeSafety"
69894729065,66370328969,13002159133,1349798712,42714268318,4877803910,"g4run","libG4tracking.so","G4TrackingManager::ProcessOneTrack"
67859680774,67306944565,10255491265,1070562332,38106241646,2193954310,"g4run","libG4particles.so","G4DynamicParticle::Set4Momentum"
67678323205,60206638352,12999914831,1365940594,38686364698,4644877081,"g4run","libG4track.so","G4ParticleChangeForLoss::UpdateStepForAlongStep"
67030819677,84821498043,8355111061,642201222,53737990829,2523766071,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0"
66501652194,63427088754,13651725355,1083404891,42740639976,5270446501,"g4run","libG4processes.so","G4VMultipleScattering::AlongStepDoIt"
65101860520,67090461815,12327901993,1084841084,40941409240,6345923555,"g4run","libG4geometry.so","G4PropagatorInField::FindAndSetFieldManager"
64027200465,57157665036,12447250236,1133486566,36849126837,5487370973,"g4run","libG4processes.so","G4Transportation::StartTracking"
63931084470,69630772002,9078691149,907418937,40060591777,4484363732,"g4run","libG4geometry.so","G4PolyhedraSide::ClosestPhiSegment"
63786177375,64121617409,9877888510,1152874398,40491306191,4063877368,"g4run","libG4geometry.so","G4LogicalVolume::GetMaterialCutsCouple"
62637735507,56260015977,10844914920,923555371,33446667920,3765003844,"g4run","libG4clhep.so","CLHEP::MixMaxRng::flatArray"
62024332247,46594241891,14134784672,1120111091,30098732145,6511886558,"g4run","libG4geometry.so","field_utils::absoluteError"
61709594734,53649498806,10246161918,1011818748,29131371058,2632872328,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
61491864006,52439511743,12543944829,1256443758,33167809613,5933796303,"g4run","libG4processes.so","G4VMultipleScattering::StartTracking"
61446369728,57245642934,8599710200,996098288,32045329835,3035119820,"g4run","libG4global.so","G4Physics2DVector::Value"
61387209848,57296678508,12529539735,1332025248,34568564368,4878411156,"g4run","libG4processes.so","G4HadronElasticProcess::PostStepDoIt"
61343914827,57566430514,7652997641,1108116629,32813943205,1700834237,"g4run","libstdc++.so.6.0.30","__dynamic_cast"
60396875388,48459884541,11787564069,1984470278,32693124405,4614860473,"g4run","libG4track.so","G4Track::G4Track"
60058515036,51417478227,11597219854,1103654555,33579398070,5195141384,"g4run","libG4geometry.so","G4PropagatorInField::ClearPropagatorState"
59818988252,51524747741,11853471385,1094680565,32635232722,4347247142,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::IsElementApplicable"
59291762773,61899705498,9112144228,1203375760,37001050753,4408177144,"g4run","libG4geometry.so","G4Polyhedra::Inside"
59214984956,54973752492,7541915458,1056928177,33281190853,1803504099,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
59186650155,51198178651,8507758705,976747517,30857227079,2308854334,"g4run","libG4processes.so","G4NucleiModel::generateInteractionPartners"
58708734843,57919132782,8734816401,989675150,35754960592,3861260637,"g4run","libG4geometry.so","G4VPhysicalVolume::GetRotation"
58518542399,57064792917,8742774573,1126675605,36604081726,3044544735,"g4run","libG4particles.so","G4NucleiProperties::GetNuclearMass"
57723807170,68634660929,5871687021,611338390,40282397691,2821835423,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToOut"
57563070414,51045885564,11443090685,1025318733,32993201416,5040720525,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
56892012252,51280043737,7223649858,1022998364,29690493518,1632296755,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__si_class_type_info::__do_dyncast"
56844413398,40635943647,12323832458,1021528594,27446387229,5575360816,"g4run","libc.so.6","__memset_avx2_unaligned"
55981699514,50711690764,10798868363,1222886640,33918436093,4522971179,"g4run","libG4geometry.so","G4Tubs::DistanceToOut"
55469380315,51963044536,8937040897,978459158,28910293090,2002958470,"g4run","libG4processes.so","G4LorentzConvertor::setBullet"
54846551376,46862700092,6683269892,897380097,25932891270,1243368555,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
54193269338,60013993663,6790806139,931813869,38318097811,2339797862,"g4run","libG4geometry.so","G4MultiLevelLocator::EstimateIntersectionPoint"
54182861690,48237580819,10010622708,1076390593,32448916577,4373445330,"g4run","libG4geometry.so","G4Tubs::Inside"
54128273706,43747883294,10835031076,1338781639,27289804683,3698222851,"g4run","libG4processes.so","G4ChipsNeutronElasticXS::CalculateCrossSection"
53357194835,51553204035,10433332692,1020261581,33260851353,4704480149,"g4run","libG4geometry.so","G4Tubs::DistanceToOut"
52540813687,49111267814,7547147284,1033983911,28087220102,1765471868,"g4run","libG4clhep.so","CLHEP::operator/"
52322894971,46124568731,9185932489,877088292,27932764276,3257027123,"g4run","libG4clhep.so","CLHEP::MixMaxRng::modadd"
52160491762,49246999044,10940135424,925273969,29977296222,5376339942,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
51821445975,41523393305,8168543761,2069376942,26671527960,2940892068,"g4run","libG4event.so","G4StackManager::PushOneTrack"
51737901463,49999936322,7248942935,903867965,28920276284,1701372271,"g4run","libG4processes.so","G4InuclElementaryParticle::type"
50264752902,46014631628,8609899596,871869545,27108168634,2409960689,"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boostVector"
50187240386,42625013886,11263427313,913977073,26549907945,5617821348,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance"
49904526282,54429001113,8366457826,595541924,31685711516,3996517610,"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA"
49844990745,43194754914,9373004864,921293040,30726717570,3490653917,"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetChipsCrossSection"
49373014363,49619189245,9189699677,900765106,32324484085,4564042680,"g4run","libG4geometry.so","G4Navigator::SetSavedState"
49202009678,63732944124,3474584691,317697038,35593860322,1796866795,"g4run","libG4geometry.so","G4PolyPhiFace::Intersect"
48929360709,41458294761,10968616300,1191903606,28195386123,5247601132,"g4run","libG4processes.so","G4VEnergyLossProcess::GetLambdaForScaledEnergy"
48850962528,40497661941,8236696856,1727792543,26059765123,2918300988,"g4run","libG4event.so","G4EventManager::StackTracks"
48416540931,52896229187,7095019255,667976813,33002274722,3353195582,"g4run","libG4geometry.so","G4VoxelNavigation::ComputeVoxelSafety"
48237795556,52351256667,9159576016,577967673,35341893094,3362314214,"g4run","libG4processes.so","G4UrbanMscModel::SampleScattering"
47980538878,50150500562,7270511310,801812363,32369694486,2983189845,"g4run","libG4geometry.so","G4LogicalVolume::GetSensitiveDetector"
47854912572,36781789655,8526961474,1172474349,22019823490,3159004620,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleSecondaries"
47648052495,41322740214,9703783312,936313892,26267128866,4578935238,"g4run","libG4processes.so","G4EmModelManager::GetModel"
47518728538,38434311353,10249509949,1108658407,24108599913,4313190733,"g4run","libG4processes.so","G4VEnergyLossProcess::StartTracking"
46987926437,45993187488,6705262244,705193263,26933370938,1511302571,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
46290854817,40320854324,7679879251,774578079,22079102271,2058543546,"g4run","libG4processes.so","G4LorentzConvertor::getKinEnergyInTheTRS"
46131400357,55368190557,4579669932,717866875,26365087498,1021060973,"g4run","libm.so.6","__ieee754_pow_fma"
45769307433,44619464704,9219544589,839793885,27488320080,4540044049,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::GetEquationOfMotion"
45477877361,37024825828,10653593184,716615533,25977245882,4140287339,"g4run","libG4processes.so","G4UrbanMscModel::SampleDisplacement"
45037608495,43444859646,6103361463,647880757,23704900545,1176578602,"g4run","libG4processes.so","G4ElementaryParticleCollider::collide"
44628405909,38768241675,8701450605,995205826,24712830016,3865349409,"g4run","libG4geometry.so","G4FieldManagerStore::GetInstance"
44465182501,34922492853,8929218823,1590738191,24578200476,3484933904,"g4run","libG4track.so","G4ParticleChangeForGamma::UpdateStepForPostStep"
44214392916,44052433676,7185908208,917190625,25906294931,4489252277,"g4run","libG4processes.so","G4NeutronInelasticXS::IsIsoApplicable"
43987655897,36745354230,9036609341,1360958965,24887798421,3256657445,"g4run","libG4track.so","aTrackAllocator"
43881680269,40886060553,6503441976,618484323,22531329446,1488413002,"g4run","libG4processes.so","G4NucleiModel::boundaryTransition"
43859298319,44213952713,6542169847,1014203190,25024728463,2127981928,"g4run","libm.so.6","__ieee754_exp_fma"
43678897356,36749545564,9289662577,1039621562,25473344873,3945921065,"g4run","libG4geometry.so","G4PVPlacement::GetRegularStructureId"
43525909705,39365961386,6025176186,728400267,21966029478,1213781834,"g4run","libG4processes.so","G4NucleiModel::generateParticleFate"
42541951989,35612148681,8421027015,917908774,22614407468,3390571515,"g4run","libG4processes.so","G4VEmModel::CrossSectionPerVolume"
42172531711,42237328701,6048574849,759146040,25200988972,2105232134,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass"
41898336594,50736969361,6041814664,333732673,32108299926,1789286045,"g4run","libG4processes.so","G4UrbanMscModel::SimpleScattering"
41853796352,39078157256,6626344293,518199712,22859557772,1688857056,"g4run","libG4processes.so","G4InuclSpecialFunctions::inuclRndm"
41613243748,34129194888,9286489429,1187470315,18109105198,4036501415,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
41369417676,38054229940,6763573732,485492350,21113623794,1966586682,"g4run","libG4processes.so","G4CascadeInterpolator<30>::getBin"
41006353196,41652756230,8250092995,718703936,26073897653,4111207405,"g4run","libG4geometry.so","G4FieldManager::ConfigureForTrack"
40789135023,37464268239,6895709746,607545335,20175563433,1687160977,"g4run","libG4processes.so","G4LorentzConvertor::toTheCenterOfMass"
40622053449,35326039805,8542858831,853896895,23840902566,3713958790,"g4run","libG4geometry.so","G4Box::DistanceToOut"
40019903219,45080802138,6291494471,520364965,30315762287,2136468216,"g4run","libG4processes.so","G4WentzelOKandVIxSection::ComputeTransportCrossSectionPerAtom"
40017287634,42740556438,7549291706,607123327,26293434343,3553913378,"g4run","libG4processes.so","G4PhysicsVector::Value"
39898444946,34622513209,4468722793,1260465916,17908767151,796705979,"g4run","libG4processes.so","G4EquilibriumEvaporator::deExcite"
39714128371,35610104344,7837832568,956212137,23426316340,2625076751,"g4run","libG4particles.so","pDynamicParticleAllocator"
39497951131,38375216067,8142417668,530136567,24296659959,3695865870,"g4run","libG4processes.so","G4HadProjectile::InitialiseLocal"
39309294725,37773629419,7333104918,694004629,23335285745,3440152400,"g4run","libG4geometry.so","G4SafetyHelper::ComputeSafety"
