cycles_old,cycles_new,comm,dso,symbol
466857,0,"CompositorTileW","chrome","0x000000000423d444"
0,47426979,"CompositorTileW","chrome","0x0000000006038a86"
0,6872465,"CompositorTileW","chrome","0x0000000005fb4e72"
0,6968897,"CompositorTileW","chrome","0x000000000603bac4"
0,109660017,"CompositorTileW","chrome","0x0000000006038a89"
0,6726046,"CompositorTileW","chrome","0x0000000006046509"
5813516,0,"CompositorTileW","chrome","0x000000000387d869"
0,6507958,"CompositorTileW","chrome","0x00000000037d00a6"
0,6157488,"CompositorTileW","chrome","0x0000000002ca2fb1"
0,26042278,"CompositorTileW","chrome","operator delete[]"
0,6930885,"CompositorTileW","chrome","0x00000000038b60c1"
0,13906277,"CompositorTileW","chrome","0x0000000002cbc270"
0,1600781,"CompositorTileW","chrome","0x0000000003e9f62a"
0,6273283,"CompositorTileW","chrome","0x0000000002cbc271"
0,6623871,"CompositorTileW","chrome","0x0000000005d77b30"
0,6477541,"CompositorTileW","chrome","0x0000000002ca2fb4"
5562581,0,"CompositorTileW","chrome","0x000000000290cd5f"
0,479029,"CompositorTileW","chrome","0x0000000002cbc274"
0,630352,"CompositorTileW","chrome","0x000000000392ba40"
0,6329895,"CompositorTileW","chrome","0x0000000002f73076"
0,877789,"CompositorTileW","chrome","0x0000000003adf3ba"
0,6696245,"CompositorTileW","chrome","0x0000000002a80bce"
0,6919271,"CompositorTileW","chrome","0x0000000003a965f4"
423510,0,"CompositorTileW","chrome","0x0000000002724f39"
0,1802832,"CompositorTileW","chrome","0x0000000005faf11d"
0,6907665,"CompositorTileW","chrome","0x0000000002cbc278"
0,2952778,"CompositorTileW","chrome","0x0000000003e94255"
0,6760533,"CompositorTileW","chrome","0x0000000003e91de7"
0,6966277,"CompositorTileW","chrome","0x0000000002ff6600"
0,5837218,"CompositorTileW","chrome","0x000000000343e459"
0,14418630,"CompositorTileW","chrome","0x0000000002a80b7a"
0,6726818,"CompositorTileW","chrome","0x0000000002a80b7c"
0,6177849,"CompositorTileW","chrome","0x0000000003ea04e8"
0,6713006,"CompositorTileW","chrome","0x00000000034b2dbf"
0,13264705,"CompositorTileW","chrome","0x00000000032d566c"
0,6272816,"CompositorTileW","chrome","0x0000000002a80b7e"
0,6884976,"CompositorTileW","chrome","0x00000000040f4a85"
0,6959219,"CompositorTileW","chrome","0x0000000005f4ece6"
0,13196563,"CompositorTileW","chrome","0x0000000004227364"
0,6909965,"CompositorTileW","chrome","0x00000000047aeaf0"
0,6821205,"CompositorTileW","chrome","0x00000000046f65d5"
0,6939360,"CompositorTileW","chrome","0x0000000004b4e3d1"
0,2218965,"CompositorTileW","chrome","0x000000000392b9ec"
0,6530033,"CompositorTileW","chrome","0x0000000003e91a41"
0,1436082,"CompositorTileW","chrome","0x0000000006038adf"
0,6525852,"CompositorTileW","chrome","0x0000000002f74617"
0,6949637,"CompositorTileW","chrome","0x000000000414d9e4"
0,6875744,"CompositorTileW","chrome","0x00000000048f3f4e"
0,1277180,"CompositorTileW","chrome","0x00000000030e1c94"
0,6200182,"CompositorTileW","chrome","0x000000000290cec9"
0,6680985,"CompositorTileW","chrome","0x00000000039e2280"
0,6896850,"CompositorTileW","chrome","0x00000000034b36ef"
0,89726447,"CompositorTileW","chrome","free"
0,6967420,"CompositorTileW","chrome","0x0000000003e91a49"
0,6962612,"CompositorTileW","chrome","0x000000000553e63d"
0,6955920,"CompositorTileW","chrome","0x000000000290cbb6"
0,2564966,"CompositorTileW","chrome","0x0000000002cc5261"
0,6886425,"CompositorTileW","chrome","0x0000000006038a4b"
0,6913336,"CompositorTileW","chrome","0x0000000003e92642"
0,6889846,"CompositorTileW","chrome","0x00000000055e8de6"
0,6968439,"CompositorTileW","chrome","0x0000000004087b87"
0,1178731,"CompositorTileW","chrome","0x0000000006038a8e"
0,6968479,"CompositorTileW","chrome","0x0000000003e92603"
0,398026,"CompositorTileW","chrome","0x00000000052b188c"
0,6964191,"CompositorTileW","chrome","0x0000000006038a4e"
0,3236420,"CompositorTileW","chrome","0x00000000039e2246"
0,6908650,"CompositorTileW","chrome","0x0000000003f79fbf"
0,6513148,"CompositorTileW","chrome","0x0000000005fb4e7b"
0,6618587,"CompositorTileW","chrome","0x0000000003e92607"
0,6510872,"CompositorTileW","chrome","0x00000000060387b2"
0,6535432,"CompositorTileW","chrome","0x0000000003f77854"
0,6789474,"CompositorTileW","chrome","0x0000000003a42454"
0,6964350,"CompositorTileW","chrome","0x00000000034aaea0"
0,6903343,"CompositorTileW","chrome","0x0000000003e92022"
0,6530552,"CompositorTileW","chrome","0x00000000055e8d13"
0,1380703,"CompositorTileW","chrome","0x00000000060387b8"
0,6293940,"CompositorTileW","chrome","0x0000000005f4bf20"
0,548026,"CompositorTileW","chrome","0x0000000004f730a6"
0,6790190,"CompositorTileW","chrome","0x0000000005f4bf62"
0,6916551,"CompositorTileW","chrome","0x0000000004b4e2f4"
0,12910515,"CompositorTileW","chrome","0x0000000002e4b7de"
0,6457259,"CompositorTileW","chrome","0x0000000002cbc27a"
0,6911709,"CompositorTileW","chrome","0x0000000005f4bf24"
0,6389854,"CompositorTileW","chrome","0x0000000002ffa985"
0,6865827,"CompositorTileW","chrome","0x0000000003adf440"
0,6937101,"CompositorTileW","chrome","0x0000000004b4e2f8"
0,6966503,"CompositorTileW","chrome","0x0000000004b4e2b8"
0,6732865,"CompositorTileW","chrome","0x00000000042ad304"
0,6865433,"CompositorTileW","chrome","0x0000000003a965fe"
0,34164049,"CompositorTileW","chrome","0x0000000003adf443"
0,6963714,"CompositorTileW","chrome","0x0000000002ffa947"
0,6586684,"CompositorTileW","chrome","0x0000000003f78084"
0,6763293,"CompositorTileW","chrome","0x0000000002f746ac"
0,20123685,"CompositorTileW","chrome","0x00000000057d4d66"
0,13691534,"CompositorTileW","chrome","0x0000000003271ea6"
0,6968156,"CompositorTileW","chrome","0x0000000004b4e264"
0,6553731,"CompositorTileW","chrome","0x000000000372ea61"
0,27534475,"CompositorTileW","chrome","0x0000000006038b20"
0,6894538,"CompositorTileW","chrome","0x000000000857c2ac"
0,6615656,"CompositorTileW","chrome","0x000000000c13fc90"
0,6554392,"CompositorTileW","chrome","0x00000000052b1921"
0,6903215,"CompositorTileW","chrome","0x0000000006044abf"
0,113909297,"CompositorTileW","chrome","0x0000000006038b26"
0,6616893,"CompositorTileW","chrome","0x0000000003f778eb"
0,6883934,"CompositorTileW","chrome","0x0000000003fa38a3"
0,6756165,"CompositorTileW","chrome","0x000000000325d396"
0,6456136,"CompositorTileW","chrome","0x0000000005f4567e"
0,6778505,"CompositorTileW","chrome","0x0000000003f778af"
0,6963782,"CompositorTileW","chrome","0x0000000003951bd1"
0,6857473,"CompositorTileW","chrome","0x0000000008b2cbc4"
0,1845525,"CompositorTileW","chrome","0x0000000003e9260b"
0,6231118,"CompositorTileW","chrome","0x0000000002f73738"
0,6945417,"CompositorTileW","chrome","0x0000000003951bd4"
0,12358211,"CompositorTileW","chrome","0x00000000038a0f01"
5035312,0,"CompositorTileW","chrome","0x00000000048ad401"
0,9372180,"CompositorTileW","chrome","0x0000000005f4e6b8"
0,6969312,"CompositorTileW","chrome","0x0000000002cbc315"
0,6744818,"CompositorTileW","chrome","0x0000000005f47d40"
0,6778755,"CompositorTileW","chrome","0x00000000038b61a8"
0,6960031,"CompositorTileW","chrome","0x0000000003a3d857"
0,6293281,"CompositorTileW","chrome","0x0000000005f47d41"
0,6788931,"CompositorTileW","chrome","0x0000000003e94648"
0,6502935,"CompositorTileW","chrome","0x0000000005f4bf6a"
0,6966232,"CompositorTileW","chrome","0x00000000040872d4"
0,6253253,"CompositorTileW","chrome","0x0000000002f7569f"
0,6600624,"CompositorTileW","chrome","0x000000000325e311"
0,1299829,"CompositorTileW","chrome","0x00000000039e23f0"
0,6577279,"CompositorTileW","chrome","0x0000000003e927b0"
0,6630713,"CompositorTileW","chrome","0x0000000004da6148"
0,6956604,"CompositorTileW","chrome","0x0000000003adf9a8"
0,2656100,"CompositorTileW","chrome","0x000000000392cbb0"
0,1234793,"CompositorTileW","chrome","0x0000000004f7309f"
0,6865677,"CompositorTileW","chrome","0x000000000279e6d3"
0,6891339,"CompositorTileW","chrome","0x0000000003a4b481"
0,6897202,"CompositorTileW","chrome","0x0000000003a4b1c8"
0,1503046,"CompositorTileW","chrome","0x0000000002cbbdcf"
0,6966075,"CompositorTileW","chrome","0x000000000331a690"
0,6962308,"CompositorTileW","chrome","0x00000000039e23f7"
0,6684193,"CompositorTileW","chrome","0x0000000002f72e0c"
0,6862473,"CompositorTileW","chrome","0x0000000004b4e4b8"
0,6692388,"CompositorTileW","chrome","0x0000000004087f36"
0,6932585,"CompositorTileW","chrome","0x000000000857c372"
0,6933057,"CompositorTileW","chrome","0x00000000026fb131"
0,6313549,"CompositorTileW","chrome","0x00000000039e20e8"
0,6109312,"CompositorTileW","chrome","0x0000000003e9333f"
0,6665629,"CompositorTileW","chrome","0x0000000004b4e423"
0,6968153,"CompositorTileW","chrome","0x0000000002cc5617"
0,6605705,"CompositorTileW","chrome","0x0000000005f54cdc"
0,6833968,"CompositorTileW","chrome","0x0000000004087c29"
0,6952108,"CompositorTileW","chrome","0x0000000003041d93"
0,6484258,"CompositorTileW","chrome","0x0000000003300ae2"
0,6583692,"CompositorTileW","chrome","0x0000000002f731ab"
0,6967019,"CompositorTileW","chrome","0x0000000004b4e468"
0,6670876,"CompositorTileW","chrome","0x000000000415ed31"
0,13581192,"CompositorTileW","chrome","0x0000000005faf0d9"
0,6941111,"CompositorTileW","chrome","0x00000000036147c8"
0,7426601,"CompositorTileW","chrome","0x00000000034b25d4"
0,6657581,"CompositorTileW","chrome","0x0000000003e92bb6"
0,6806963,"CompositorTileW","chrome","0x0000000002e4b8fa"
0,6253985,"CompositorTileW","chrome","0x00000000032df2fc"
6975801,0,"CompositorTileW","chrome","0x000000000376f880"
0,1702332,"CompositorTileW","chrome","0x0000000002a80af6"
0,6902262,"CompositorTileW","chrome","0x0000000003e92146"
0,2122025,"CompositorTileW","chrome","0x0000000003614733"
0,6965282,"CompositorTileW","chrome","0x0000000003e954ed"
0,1417905,"CompositorTileW","chrome","0x00000000034ad121"
0,6526209,"CompositorTileW","chrome","0x000000000303ff1c"
0,6650415,"CompositorTileW","chrome","0x0000000005faf087"
0,6480333,"CompositorTileW","chrome","0x0000000003300a94"
0,7705132,"CompositorTileW","chrome","0x0000000003e92b64"
0,5856323,"CompositorTileW","chrome","0x00000000038a0f0f"
0,6910075,"CompositorTileW","chrome","0x0000000003e92b66"
0,6965632,"CompositorTileW","chrome","0x0000000006005bb5"
0,982977,"CompositorTileW","chrome","0x0000000002cbc39f"
0,6457461,"CompositorTileW","chrome","0x00000000039e33b9"
0,6812897,"CompositorTileW","chrome","0x0000000004b4e340"
0,6375462,"CompositorTileW","chrome","0x0000000003e9541a"
0,6711152,"CompositorTileW","chrome","0x0000000004a0eab7"
0,6804016,"CompositorTileW","chrome","0x0000000006038849"
0,6197615,"CompositorTileW","chrome","0x0000000003a14411"
0,6792785,"CompositorTileW","chrome","0x0000000004b4e384"
4632907,0,"CompositorTileW","chrome","0x0000000006038f50"
0,6309588,"CompositorTileW","chrome","0x0000000003a14414"
0,6426389,"CompositorTileW","chrome","0x0000000005f46171"
0,6371738,"CompositorTileW","chrome","0x000000000331a6aa"
0,6745559,"CompositorTileW","chrome","0x0000000003adf257"
0,6966352,"CompositorTileW","chrome","0x0000000003adf9ad"
0,6533709,"CompositorTileW","chrome","0x0000000002ffaba6"
0,6340179,"CompositorTileW","chrome","0x0000000003a14417"
0,6427157,"CompositorTileW","chrome","0x0000000004532768"
0,6886256,"CompositorTileW","chrome","0x0000000002ffaba8"
5595774,0,"CompositorTileW","chrome","0x0000000006038f55"
0,6563060,"CompositorTileW","chrome","0x0000000005f4d781"
0,6680410,"CompositorTileW","chrome","0x0000000005f46176"
0,6958766,"CompositorTileW","chrome","0x0000000002d7d742"
0,512999,"CompositorTileW","chrome","0x00000000034b35d4"
0,6624999,"CompositorTileW","chrome","0x0000000006038c43"
0,6397268,"CompositorTileW","chrome","0x00000000032d5c65"
0,6799907,"CompositorTileW","chrome","0x0000000003adf99b"
0,6950893,"CompositorTileW","chrome","0x000000000279e6dd"
0,1649896,"CompositorTileW","chrome","0x0000000006038c46"
0,1795047,"CompositorTileW","chrome","0x0000000005f4d786"
0,6274007,"CompositorTileW","chrome","0x000000000392b841"
0,6519023,"CompositorTileW","chrome","0x0000000002e4bf3d"
0,6967206,"CompositorTileW","chrome","0x0000000002f71fbd"
0,971586,"CompositorTileW","chrome","0x00000000040860a4"
0,2141717,"CompositorTileW","chrome","0x000000000392b844"
0,6862824,"CompositorTileW","chrome","0x000000000303f693"
5386494,0,"CompositorTileW","chrome","0x0000000002724ef2"
0,6864178,"CompositorTileW","chrome","0x0000000003cf4126"
0,6946111,"CompositorTileW","chrome","0x00000000055e6c84"
0,13923764,"CompositorTileW","chrome","0x0000000002f73854"
0,13261043,"CompositorTileW","chrome","0x00000000039e20ef"
0,6506166,"CompositorTileW","chrome","0x000000000320dbdb"
0,6686347,"CompositorTileW","chrome","0x0000000005faf0db"
0,6965070,"CompositorTileW","chrome","0x000000000279e68c"
0,12835712,"CompositorTileW","chrome","0x0000000004087c2e"
0,6510712,"CompositorTileW","chrome","0x00000000026fdba3"
0,6244183,"CompositorTileW","chrome","0x0000000002cc534c"
0,6933534,"CompositorTileW","chrome","0x0000000003e9272d"
0,6717996,"CompositorTileW","chrome","0x000000000392bcd8"
0,6931247,"CompositorTileW","chrome","0x0000000002f728aa"
0,5710249,"CompositorTileW","chrome","0x0000000003e92bba"
0,6442590,"CompositorTileW","chrome","0x0000000003e94720"
0,6951666,"CompositorTileW","chrome","0x00000000039e232f"
0,6893357,"CompositorTileW","chrome","0x0000000003300aaa"
0,6334170,"CompositorTileW","chrome","0x0000000002f73ce9"
0,6589324,"CompositorTileW","chrome","0x0000000005fa1b9c"
0,6828300,"CompositorTileW","chrome","0x000000000343e610"
0,6969739,"CompositorTileW","chrome","0x0000000002e78fa1"
6919246,0,"CompositorTileW","chrome","0x0000000003f650c6"
0,6169427,"CompositorTileW","chrome","0x0000000005f4fabb"
0,6779065,"CompositorTileW","chrome","0x0000000005faf08d"
0,6956049,"CompositorTileW","chrome","0x0000000003f7874d"
0,374351,"CompositorTileW","chrome","0x000000000603884a"
0,6265120,"CompositorTileW","chrome","0x00000000039e27e2"
0,6609364,"CompositorTileW","chrome","0x0000000003e94104"
0,6703014,"CompositorTileW","chrome","0x0000000008b2d2c4"
5539552,0,"CompositorTileW","chrome","0x0000000003e6b287"
0,6879043,"CompositorTileW","chrome","0x00000000039e27e9"
0,6700655,"CompositorTileW","chrome","0x000000000290c964"
0,6961952,"CompositorTileW","chrome","0x0000000003e9f9d0"
0,6379979,"CompositorTileW","chrome","0x0000000006038cdf"
0,6889688,"CompositorTileW","chrome","0x0000000003adf21d"
0,6400708,"CompositorTileW","chrome","0x0000000002e4bd83"
0,6946958,"CompositorTileW","chrome","0x0000000002fccf76"
0,1567418,"CompositorTileW","chrome","0x0000000002e78f18"
0,6803431,"CompositorTileW","chrome","0x0000000003e9fba6"
484075,7716066,"CompositorTileW","chrome","malloc_stats"
0,6531511,"CompositorTileW","chrome","0x00000000026febe7"
0,6770875,"CompositorTileW","chrome","0x0000000004b4e852"
0,46438719,"CompositorTileW","chrome","0x0000000006038c8d"
0,6104498,"CompositorTileW","chrome","0x0000000005f4f1f1"
0,6903292,"CompositorTileW","chrome","0x00000000027a01b0"
0,6924054,"CompositorTileW","chrome","0x000000000416bfd0"
4127511,40362943,"CompositorTileW","chrome","0x0000000006038c8f"
0,671406,"CompositorTileW","chrome","0x0000000004b4e504"
0,1467738,"CompositorTileW","chrome","0x000000000303f96e"
0,6244732,"CompositorTileW","chrome","0x00000000060389b0"
0,6685293,"CompositorTileW","chrome","0x0000000002cc5110"
0,6856676,"CompositorTileW","chrome","0x00000000026feb14"
0,6967143,"CompositorTileW","chrome","0x0000000003e9f0e1"
0,3977617,"CompositorTileW","chrome","0x000000000392b84e"
0,6379063,"CompositorTileW","chrome","0x00000000036dc7c7"
0,6449319,"CompositorTileW","chrome","0x000000000366fde0"
0,13202994,"CompositorTileW","chrome","0x00000000027b787a"
0,6936087,"CompositorTileW","chrome","0x000000000416bfd6"
0,413170,"CompositorTileW","chrome","0x0000000004088630"
0,6894491,"CompositorTileW","chrome","0x0000000002f71d78"
0,6966807,"CompositorTileW","chrome","0x0000000005f45f87"
0,6962990,"CompositorTileW","chrome","0x0000000003adf3c0"
3494484,0,"CompositorTileW","chrome","0x0000000006042630"
0,6443439,"CompositorTileW","chrome","0x00000000034b1a69"
0,6865614,"CompositorTileW","chrome","0x00000000034d3574"
0,6968989,"CompositorTileW","chrome","0x0000000003e9f322"
0,7414668,"CompositorTileW","chrome","0x0000000004b4e1e4"
0,1467396,"CompositorTileW","chrome","0x0000000003f78201"
0,6421405,"CompositorTileW","chrome","0x0000000003e92c89"
0,6433488,"CompositorTileW","chrome","0x0000000003614506"
0,6543626,"CompositorTileW","chrome","0x000000000453345b"
0,6713724,"CompositorTileW","chrome","0x0000000003f78244"
0,6796634,"CompositorTileW","chrome","0x0000000003e92c08"
0,6831178,"CompositorTileW","chrome","0x00000000034b2353"
0,6963462,"CompositorTileW","chrome","0x0000000003e94bbc"
0,6899238,"CompositorTileW","chrome","0x0000000002cbbcf1"
0,6942796,"CompositorTileW","chrome","0x0000000002cbbcf3"
0,5778567,"CompositorTileW","chrome","0x00000000032d5367"
0,26243298,"CompositorTileW","chrome","0x00000000060065c2"
0,13590257,"CompositorTileW","chrome","0x0000000006038ae7"
0,6537243,"CompositorTileW","chrome","0x0000000003adf7fe"
0,6275573,"CompositorTileW","chrome","0x0000000006038d22"
0,6367118,"CompositorTileW","chrome","0x000000000325e43e"
0,6960662,"CompositorTileW","chrome","0x000000000290c96a"
0,5733362,"CompositorTileW","chrome","0x0000000003e93f91"
0,6432401,"CompositorTileW","chrome","0x000000000392c53b"
0,6952706,"CompositorTileW","chrome","0x0000000003e94b6d"
0,6958806,"CompositorTileW","chrome","0x00000000052b18e9"
0,6056713,"CompositorTileW","chrome","0x0000000003ea069e"
0,6964880,"CompositorTileW","chrome","0x000000000290c96d"
0,6339754,"CompositorTileW","chrome","0x0000000006038a94"
0,6781621,"CompositorTileW","chrome","0x0000000003ea0aea"
0,6806381,"CompositorTileW","chrome","0x00000000055e6388"
0,6850889,"CompositorTileW","chrome","0x0000000003e93c80"
0,7156206,"CompositorTileW","chrome","0x00000000027b7990"
0,6954434,"CompositorTileW","chrome","0x0000000003e925cc"
0,6666949,"CompositorTileW","chrome","0x0000000006038a56"
0,6850647,"CompositorTileW","chrome","0x0000000004087d4a"
0,6861597,"CompositorTileW","chrome","0x0000000003e919f2"
0,6960215,"CompositorTileW","chrome","0x0000000002f730d1"
0,12755930,"CompositorTileW","chrome","0x0000000002702fa0"
0,6966024,"CompositorTileW","chrome","0x00000000046f678b"
0,1256902,"CompositorTileW","chrome","0x0000000002cbc2d1"
0,13893891,"CompositorTileW","chrome","0x00000000027b7995"
0,6953876,"CompositorTileW","chrome","0x00000000034b6231"
0,6718637,"CompositorTileW","chrome","0x0000000002702fa4"
0,6968358,"CompositorTileW","chrome","0x0000000002f73663"
0,6959939,"CompositorTileW","chrome","0x00000000045335c3"
0,683622,"CompositorTileW","chrome","0x00000000027b7915"
0,6753068,"CompositorTileW","chrome","0x0000000003a3ce98"
0,1612504,"CompositorTileW","chrome","0x00000000048f42b8"
0,2204364,"CompositorTileW","chrome","0x0000000004b4e50c"
0,6474730,"CompositorTileW","chrome","0x0000000003e919b8"
0,6490391,"CompositorTileW","chrome","0x0000000003e9257a"
0,13331430,"CompositorTileW","chrome","0x0000000005d73478"
0,6209407,"CompositorTileW","chrome","0x0000000003e9253b"
0,6673309,"CompositorTileW","chrome","0x0000000003e9f3fe"
0,6956655,"CompositorTileW","chrome","0x0000000002be9e24"
0,1073349,"CompositorTileW","chrome","0x0000000003e9257d"
0,8684636,"CompositorTileW","chrome","0x00000000045332b4"
0,6961817,"CompositorTileW","chrome","0x00000000055e7965"
0,6479917,"CompositorTileW","chrome","0x0000000003f79f38"
0,13334207,"CompositorTileW","chrome","0x0000000003e6b320"
0,6947142,"CompositorTileW","chrome","0x000000000451decd"
0,6968341,"CompositorTileW","chrome","0x000000000392c690"
0,6395572,"CompositorTileW","chrome","0x00000000032d563a"
0,6471091,"CompositorTileW","chrome","0x00000000037a5e60"
0,6533132,"CompositorTileW","chrome","0x0000000003e95305"
0,24977649,"CompositorTileW","chrome","0x0000000002a80b4b"
0,6892765,"CompositorTileW","chrome","0x0000000005fa1991"
0,6969087,"CompositorTileW","chrome","0x00000000055f1fc4"
0,6794270,"CompositorTileW","chrome","0x0000000006038dbc"
0,13063180,"CompositorTileW","chrome","0x000000000857c2b1"
0,6304365,"CompositorTileW","chrome","0x00000000034b8390"
0,6941289,"CompositorTileW","chrome","0x00000000042b126b"
0,6966947,"CompositorTileW","chrome","0x000000000453288b"
0,1380703,"CompositorTileW","chrome","0x0000000004087ef9"
0,6564125,"CompositorTileW","chrome","0x0000000002cbbcfb"
0,2015234,"CompositorTileW","chrome","0x0000000006038aeb"
0,6967772,"CompositorTileW","chrome","0x000000000414d9b1"
0,6352269,"CompositorTileW","chrome","0x0000000005f4ec61"
0,6942214,"CompositorTileW","chrome","0x0000000003adf804"
0,517865,"CompositorTileW","chrome","0x000000000392cd21"
0,2894125,"CompositorTileW","chrome","0x000000000303f4bb"
0,6103372,"CompositorTileW","chrome","0x000000000387ec71"
0,6968664,"CompositorTileW","chrome","0x0000000002909b05"
0,6967883,"CompositorTileW","chrome","0x00000000027b79ae"
0,6167803,"CompositorTileW","chrome","0x0000000003e93f9b"
0,6525923,"CompositorTileW","chrome","0x0000000006038a5a"
0,6744923,"CompositorTileW","chrome","0x00000000032d5a3a"
793696,0,"CompositorTileW","chrome","0x000000000350d741"
0,6966263,"CompositorTileW","chrome","0x00000000039e2568"
0,6953540,"CompositorTileW","chrome","0x00000000034ab67b"
0,7369060,"CompositorTileW","chrome","0x00000000027b799a"
0,6949061,"CompositorTileW","chrome","0x0000000003e919fa"
0,2138170,"CompositorTileW","chrome","0x0000000003e92df6"
0,6871083,"CompositorTileW","chrome","0x00000000039e2257"
0,7908189,"CompositorTileW","chrome","0x00000000027b799c"
0,6414233,"CompositorTileW","chrome","0x0000000005f4bcf1"
0,6900651,"CompositorTileW","chrome","0x0000000003e92617"
0,6967356,"CompositorTileW","chrome","0x0000000003e92658"
0,13243013,"CompositorTileW","chrome","0x00000000034ad905"
0,13235258,"CompositorTileW","chrome","0x0000000003e92619"
0,8508250,"CompositorTileW","chrome","0x00000000027b791d"
0,2173356,"CompositorTileW","chrome","0x0000000004f730f3"
0,6310219,"CompositorTileW","chrome","0x0000000003e9f401"
0,6042225,"CompositorTileW","chrome","0x000000000279f345"
0,6829923,"CompositorTileW","chrome","0x000000000392baec"
0,6932008,"CompositorTileW","chrome","0x0000000003897d54"
0,6913503,"CompositorTileW","chrome","0x0000000003897d56"
0,6574368,"CompositorTileW","chrome","0x0000000005f4bf32"
0,2697753,"CompositorTileW","chrome","0x0000000004f730b8"
0,6268221,"CompositorTileW","chrome","0x0000000002ffa911"
0,6943746,"CompositorTileW","chrome","0x0000000004b4e2c6"
0,6942037,"CompositorTileW","chrome","0x0000000006038775"
0,1446419,"CompositorTileW","chrome","0x0000000005d738f0"
0,6667397,"CompositorTileW","chrome","0x0000000002f72ea8"
0,6445213,"CompositorTileW","chrome","0x0000000003f78054"
0,6412811,"CompositorTileW","chrome","0x0000000003e6b36c"
0,6530472,"CompositorTileW","chrome","0x0000000002a80c29"
0,6810410,"CompositorTileW","chrome","0x000000000382f4e4"
0,6885239,"CompositorTileW","chrome","0x0000000004b4e276"
0,5808150,"CompositorTileW","chrome","0x0000000003e93385"
0,6470920,"CompositorTileW","chrome","0x0000000006038b30"
0,6935865,"CompositorTileW","chrome","0x0000000004087bed"
0,6966931,"CompositorTileW","chrome","0x0000000003e91d2c"
0,516202,"CompositorTileW","chrome","0x00000000026fe25c"
0,1711313,"CompositorTileW","chrome","0x0000000004139f9d"
0,1329774,"CompositorTileW","chrome","0x0000000004b4e3ae"
0,6801294,"CompositorTileW","chrome","0x00000000037f9320"
0,6640292,"CompositorTileW","chrome","0x00000000039e256b"
0,6955560,"CompositorTileW","chrome","0x0000000006038b39"
0,8249311,"CompositorTileW","chrome","0x0000000005f54ce9"
0,6840963,"CompositorTileW","chrome","0x0000000003442d60"
0,6272845,"CompositorTileW","chrome","0x00000000039e229b"
0,6742389,"CompositorTileW","chrome","0x0000000003442d61"
0,6876630,"CompositorTileW","chrome","0x000000000303f587"
0,6964479,"CompositorTileW","chrome","0x000000000350d74a"
0,6339162,"CompositorTileW","chrome","0x0000000003a4277d"
0,6502759,"CompositorTileW","chrome","0x0000000003442d66"
0,6964534,"CompositorTileW","chrome","0x0000000003e07561"
0,6923112,"CompositorTileW","chrome","0x000000000303ff66"
0,6514499,"CompositorTileW","chrome","0x00000000060484d0"
0,6594577,"CompositorTileW","chrome","0x000000000417b311"
0,959838,"CompositorTileW","chrome","0x00000000039e2f0f"
0,6708052,"CompositorTileW","chrome","0x000000000417b314"
0,6964934,"CompositorTileW","chrome","0x0000000002e6dfc1"
0,12880700,"CompositorTileW","chrome","0x0000000005d788b8"
0,6381188,"CompositorTileW","chrome","0x00000000045329fe"
0,6958606,"CompositorTileW","chrome","0x0000000004b4e2ca"
0,6661836,"CompositorTileW","chrome","0x0000000004b4e2ce"
0,6828947,"CompositorTileW","chrome","0x00000000036c82c0"
0,6608227,"CompositorTileW","chrome","0x0000000003e95468"
0,6776953,"CompositorTileW","chrome","0x00000000036c82c1"
0,6411972,"CompositorTileW","chrome","0x0000000004087521"
0,6967299,"CompositorTileW","chrome","0x0000000003adf9f7"
0,6815099,"CompositorTileW","chrome","0x0000000003adf9f8"
4674169,6479217,"CompositorTileW","chrome","0x0000000003e927c0"
0,6944690,"CompositorTileW","chrome","0x0000000003adf9b8"
0,6685649,"CompositorTileW","chrome","0x0000000004b4e23b"
0,6934750,"CompositorTileW","chrome","0x0000000005f4ed40"
0,6489920,"CompositorTileW","chrome","0x000000000290fbc2"
0,6706721,"CompositorTileW","chrome","0x0000000006008424"
0,6942188,"CompositorTileW","chrome","0x0000000003e9fad4"
0,5761930,"CompositorTileW","chrome","0x00000000026fead4"
0,61095265,"CompositorTileW","chrome","0x00000000039e20f4"
0,6950538,"CompositorTileW","chrome","0x00000000039e23c9"
0,6776612,"CompositorTileW","chrome","0x0000000004b4e783"
0,6244730,"CompositorTileW","chrome","0x0000000004087f47"
0,13119806,"CompositorTileW","chrome","0x0000000004087c32"
0,6552558,"CompositorTileW","chrome","0x0000000004087f07"
0,6939920,"CompositorTileW","chrome","0x0000000002909c28"
0,6808142,"CompositorTileW","chrome","0x00000000040885f2"
0,6793764,"CompositorTileW","chrome","0x000000000279e611"
0,6651185,"CompositorTileW","chrome","0x00000000055e8ed6"
0,6943610,"CompositorTileW","chrome","0x00000000055e903e"
0,798793,"CompositorTileW","chrome","0x0000000003442dbc"
5868284,0,"CompositorTileW","chrome","0x0000000005f4aa37"
0,6967240,"CompositorTileW","chrome","0x000000000279e654"
0,6436704,"CompositorTileW","chrome","0x000000000279e614"
0,6747533,"CompositorTileW","chrome","0x0000000005faf0a4"
0,6765450,"CompositorTileW","chrome","0x0000000003e92bc0"
0,1786047,"CompositorTileW","chrome","0x00000000032dd666"
0,748875,"CompositorTileW","chrome","0x0000000003f77902"
0,6067745,"CompositorTileW","chrome","0x0000000004532a9b"
