cycles_old,cycles_new,comm,dso,symbol
0,6739969,"chrome","chrome","0x00000000027161f4"
0,12996764,"chrome","chrome","0x0000000002fef4d0"
0,5956806,"chrome","chrome","0x0000000002f8ea06"
0,6668525,"chrome","chrome","0x00000000028e0c64"
0,6920208,"chrome","chrome","0x000000000279f1b3"
0,5695877,"chrome","chrome","0x0000000003526751"
0,6188278,"chrome","chrome","0x0000000002cff7a5"
0,1564087,"chrome","chrome","0x0000000003530270"
0,5732439,"chrome","chrome","0x0000000003e11c9d"
0,6834554,"chrome","chrome","0x0000000002706c4a"
0,6357754,"chrome","chrome","0x00000000034e1206"
0,6024043,"chrome","chrome","0x0000000003c4d5ca"
0,6881224,"chrome","chrome","0x0000000002ccdbe0"
0,1273392,"chrome","chrome","0x00000000038f5782"
0,6295179,"chrome","chrome","0x0000000002d07630"
0,6467080,"chrome","chrome","0x00000000037af528"
0,6677728,"chrome","chrome","0x0000000002b9c901"
0,11950457,"chrome","chrome","0x0000000002cff640"
0,6601083,"chrome","chrome","0x0000000002cff641"
0,4456910,"chrome","chrome","0x00000000031aa78a"
0,6731960,"chrome","chrome","0x000000000418eec2"
0,6250832,"chrome","chrome","0x0000000002b7a187"
0,6947554,"chrome","chrome","0x00000000042130e0"
0,12920790,"chrome","chrome","0x0000000002d07636"
0,6632016,"chrome","chrome","0x00000000042130e1"
0,6882191,"chrome","chrome","0x0000000005dc3810"
0,6541928,"chrome","chrome","0x00000000031ee850"
0,6872760,"chrome","chrome","0x000000000468cdcd"
0,6923066,"chrome","chrome","0x00000000027c351e"
0,6406616,"chrome","chrome","0x0000000002cff648"
0,6923029,"chrome","chrome","0x00000000031ae66b"
0,6878314,"chrome","chrome","0x0000000003927f00"
0,6471308,"chrome","chrome","0x0000000003227380"
0,6328808,"chrome","chrome","0x000000000374c719"
0,6526912,"chrome","chrome","0x00000000027fecf4"
0,6109986,"chrome","chrome","0x0000000002cc0850"
0,6218424,"chrome","chrome","0x0000000003e1a12b"
0,6536919,"chrome","chrome","0x00000000056e9bca"
0,6554446,"chrome","chrome","0x0000000002d3a8d4"
0,6808222,"chrome","chrome","0x0000000003370d5a"
0,6786404,"chrome","chrome","0x0000000002781ab5"
0,19792516,"chrome","chrome","0x00000000042b5d2f"
0,6957415,"chrome","chrome","0x000000000471609d"
0,6221526,"chrome","chrome","0x0000000003e1a12f"
0,1232097,"chrome","chrome","0x0000000002781ab9"
0,6273837,"chrome","chrome","0x0000000003a0825c"
0,12772305,"chrome","chrome","0x0000000003013ea1"
0,5717527,"chrome","chrome","0x0000000002d8708c"
0,6085246,"chrome","chrome","0x00000000076f81af"
0,6917953,"chrome","chrome","0x0000000002d7e4ed"
0,6589856,"chrome","chrome","0x0000000003013ea6"
0,6885390,"chrome","chrome","0x0000000002e6e3c4"
0,1432057,"chrome","chrome","0x0000000003175dc7"
0,6850595,"chrome","chrome","0x0000000002c20b70"
0,12601937,"chrome","chrome","0x0000000002777e35"
0,6776419,"chrome","chrome","0x00000000039e57b8"
0,6891603,"chrome","chrome","0x00000000027035dd"
0,6931191,"chrome","chrome","0x00000000042b5d32"
0,6420306,"chrome","chrome","0x00000000042b5d34"
0,6967768,"chrome","chrome","0x000000000c13da10"
0,6878700,"chrome","chrome","0x0000000002d1ae1c"
0,13007717,"chrome","chrome","0x00000000042b5d37"
0,6641129,"chrome","chrome","0x00000000034e120c"
5728980,13084601,"chrome","chrome","0x00000000042b5d39"
0,12903652,"chrome","chrome","0x0000000003e1a136"
0,6434942,"chrome","chrome","0x00000000031acc3a"
0,6953609,"chrome","chrome","0x00000000034e73f1"
0,1393213,"chrome","chrome","0x0000000002c667e6"
0,4958918,"chrome","chrome","0x00000000034e120e"
0,6533781,"chrome","chrome","0x00000000071d58e8"
0,6266998,"chrome","chrome","0x0000000003583087"
0,1463636,"chrome","chrome","0x00000000039e5654"
0,6946057,"chrome","chrome","0x00000000032a7e69"
0,6573428,"chrome","chrome","0x0000000002fbe386"
0,6749589,"chrome","chrome","0x0000000003749a01"
0,6797148,"chrome","chrome","0x0000000002b7a18b"
0,6845104,"chrome","chrome","0x0000000003833c9d"
0,6192444,"chrome","chrome","0x000000000271f13d"
0,6703320,"chrome","chrome","0x0000000002d26883"
0,6526552,"chrome","chrome","0x0000000002b7a18d"
0,6665290,"chrome","chrome","0x0000000003749a04"
0,652745,"chrome","chrome","0x00000000049cc0f3"
0,2099326,"chrome","chrome","0x0000000002b7a18f"
0,5962406,"chrome","chrome","0x0000000002d0763f"
0,6696246,"chrome","chrome","0x0000000005764d74"
0,6490462,"chrome","chrome","0x00000000032c4bc7"
0,6669924,"chrome","chrome","0x0000000002e294dc"
0,6521435,"chrome","chrome","0x0000000002781abb"
0,4629488,"chrome","chrome","0x0000000002c4743d"
0,6134837,"chrome","chrome","0x00000000056e9a79"
0,6951809,"chrome","chrome","0x0000000003746fa5"
0,6620615,"chrome","chrome","0x00000000032e6110"
0,5880539,"chrome","chrome","0x000000000352543e"
0,6250135,"chrome","chrome","0x0000000003374034"
0,3060131,"chrome","chrome","0x00000000037af537"
0,12967903,"chrome","chrome","0x0000000002b7a191"
0,6404726,"chrome","chrome","0x0000000002777e3c"
0,6850237,"chrome","chrome","0x000000000271f147"
0,6735791,"chrome","chrome","0x00000000027786b7"
0,13738334,"chrome","chrome","0x00000000027c352f"
0,6166148,"chrome","chrome","0x00000000037bee7f"
0,13578577,"chrome","chrome","0x00000000042b5d3c"
0,12497474,"chrome","chrome","0x00000000042b5d3f"
0,3588532,"chrome","chrome","0x0000000003539843"
0,6812073,"chrome","chrome","0x0000000003d2ae8a"
0,6963729,"chrome","chrome","0x00000000059d1276"
0,6928207,"chrome","chrome","0x00000000034ebeab"
0,6959780,"chrome","chrome","0x0000000003108214"
0,844282,"chrome","chrome","0x00000000042b9c2e"
0,6507432,"chrome","chrome","0x000000000351ff0f"
0,5848161,"chrome","chrome","0x000000000271f2ac"
0,6937085,"chrome","chrome","0x0000000004dd7761"
0,6946015,"chrome","chrome","0x00000000036d1c32"
0,13914003,"chrome","chrome","0x00000000027c3536"
0,5946158,"chrome","chrome","0x0000000003cf4424"
0,6113461,"chrome","chrome","0x00000000056036d8"
0,6771241,"chrome","chrome","0x0000000002f85ae0"
0,6793843,"chrome","chrome","0x0000000003657694"
0,5629970,"chrome","chrome","0x000000000291f46b"
0,5943704,"chrome","chrome","0x00000000042b5d42"
0,13805635,"chrome","chrome","0x000000000302fa10"
0,6927797,"chrome","chrome","0x0000000004dd7767"
0,6599578,"chrome","chrome","0x000000000a1d47b4"
0,6851155,"chrome","chrome","0x0000000002f19709"
0,6261221,"chrome","chrome","0x00000000037f59c7"
0,6816627,"chrome","chrome","0x0000000003e1a144"
0,6618811,"chrome","chrome","0x0000000002f85ae7"
0,6831439,"chrome","chrome","0x00000000042b5d49"
0,6853407,"chrome","chrome","0x0000000003e1a147"
0,6869314,"chrome","chrome","0x0000000005936c62"
0,6820211,"chrome","chrome","0x0000000003537aac"
0,13282246,"chrome","chrome","0x0000000002d01108"
0,6931122,"chrome","chrome","0x000000000271f14b"
0,6955550,"chrome","chrome","0x0000000002ccdbfe"
0,6651472,"chrome","chrome","0x0000000002fab784"
0,13814327,"chrome","chrome","0x0000000002b7a19f"
0,835100,"chrome","chrome","0x00000000027a4bb3"
0,6968766,"chrome","chrome","0x000000000351ff19"
0,6923078,"chrome","chrome","0x0000000003dbcb0d"
0,5645107,"chrome","chrome","0x0000000002e29841"
0,6531702,"chrome","chrome","0x0000000007789004"
6919467,0,"chrome","chrome","0x000000000591a271"
0,5948482,"chrome","chrome","0x0000000002ba511f"
0,6869646,"chrome","chrome","0x0000000003014920"
0,6604273,"chrome","chrome","0x0000000002feec7e"
2278300,0,"chrome","chrome","0x00000000030158f8"
0,854772,"chrome","chrome","0x0000000003031063"
0,6816007,"chrome","chrome","0x00000000037afc9f"
0,6894225,"chrome","chrome","0x0000000002e1f350"
0,6220848,"chrome","chrome","0x00000000032a771d"
0,6968155,"chrome","chrome","0x0000000002fe8c50"
0,6819997,"chrome","chrome","0x00000000038e3d07"
0,6906064,"chrome","chrome","0x0000000002d07650"
0,6790896,"chrome","chrome","0x0000000002711812"
0,6916988,"chrome","chrome","0x0000000003043a1f"
0,6935122,"chrome","chrome","0x000000000279f070"
0,2669396,"chrome","chrome","0x000000000271f157"
0,5882637,"chrome","chrome","0x0000000002e1f357"
0,6764243,"chrome","chrome","0x000000000279f074"
0,6724314,"chrome","chrome","0x0000000002909b3b"
0,6540793,"chrome","chrome","0x0000000002fab8ea"
0,6940899,"chrome","chrome","0x0000000002d07658"
0,6968567,"chrome","chrome","0x00000000031f5ca8"
0,6379932,"chrome","chrome","0x0000000002d0110b"
0,6400519,"chrome","chrome","0x00000000032279c0"
0,6803363,"chrome","chrome","0x00000000032f4c04"
0,13220905,"chrome","chrome","0x0000000002d0110f"
0,6963952,"chrome","chrome","0x0000000003e1800f"
0,13733704,"chrome","chrome","0x00000000032f4c07"
0,6286869,"chrome","chrome","0x00000000037fa578"
0,6447075,"chrome","chrome","0x0000000003a1c174"
0,6179397,"chrome","chrome","0x00000000027c3540"
0,6965108,"chrome","chrome","0x0000000002ca1620"
0,6873072,"chrome","chrome","0x00000000036db403"
0,20681685,"chrome","chrome","0x000000000271f2bf"
0,25938107,"chrome","chrome","0x0000000002fab8f3"
0,13007543,"chrome","chrome","0x0000000002777e59"
0,6912788,"chrome","chrome","0x0000000002cfdc32"
0,5881397,"chrome","chrome","0x0000000003e0ff21"
6541240,0,"chrome","chrome","0x0000000002c20b98"
0,13923869,"chrome","chrome","0x0000000002fab8f8"
0,13123969,"chrome","chrome","0x0000000003c4d490"
0,5965551,"chrome","chrome","0x0000000003012a2e"
0,1329871,"chrome","chrome","0x00000000028e4415"
0,6586200,"chrome","chrome","0x0000000002d01116"
0,6952534,"chrome","chrome","0x0000000002c2eaf7"
0,25430897,"chrome","chrome","0x0000000003c4d494"
0,6968651,"chrome","chrome","0x00000000042b9c40"
1431920,0,"chrome","chrome","0x00000000081cd010"
0,1012802,"chrome","chrome","0x0000000005877181"
0,12988806,"chrome","chrome","0x0000000003c4d496"
0,6548861,"chrome","chrome","0x00000000042b9c42"
0,34382999,"chrome","chrome","0x0000000003c4d498"
0,6331162,"chrome","chrome","0x0000000005882480"
0,6701555,"chrome","chrome","0x000000000351fbcc"
0,6788149,"chrome","chrome","0x0000000006a11cd0"
0,26782067,"chrome","chrome","0x000000000271f15e"
0,6599833,"chrome","chrome","0x00000000049d0414"
0,18683373,"chrome","chrome","0x000000000271f2c2"
0,6969589,"chrome","chrome","0x0000000002bd4896"
0,6971209,"chrome","chrome","0x0000000002cdab09"
0,6483845,"chrome","chrome","0x00000000033920e0"
0,6673251,"chrome","chrome","0x00000000058956c1"
0,6186434,"chrome","chrome","0x000000000434d0e5"
0,6368260,"chrome","chrome","0x0000000003520fc2"
0,6860692,"chrome","chrome","0x00000000032f4c0a"
0,6955828,"chrome","chrome","0x000000000404e069"
0,6789370,"chrome","chrome","0x000000000372e4bc"
0,6911329,"chrome","chrome","0x0000000002d60551"
0,4556903,"chrome","chrome","0x0000000002faa461"
0,5915546,"chrome","chrome","0x00000000027a4a61"
0,6561070,"chrome","chrome","0x0000000002fa92f2"
0,1549769,"chrome","chrome","0x0000000003f73494"
0,6660377,"chrome","chrome","0x000000000271f163"
0,13484720,"chrome","chrome","0x000000000492476c"
0,6957892,"chrome","chrome","0x0000000002c64dd2"
0,6161761,"chrome","chrome","0x00000000031acc69"
0,6773449,"chrome","chrome","0x000000000280bd6d"
0,6802382,"chrome","chrome","0x0000000002fe8c64"
0,6918060,"chrome","chrome","0x0000000002d07663"
0,6619979,"chrome","chrome","0x000000000351fbd7"
0,6821974,"chrome","chrome","0x00000000033213c1"
0,6523189,"chrome","chrome","0x0000000003297fe0"
0,6360106,"chrome","chrome","0x0000000002777fc1"
0,13919281,"chrome","chrome","0x00000000027c354d"
971596,6947775,"chrome","chrome","operator new[]"
0,428574,"chrome","chrome","0x00000000047ab676"
0,6188509,"chrome","chrome","0x0000000002f90080"
0,3685967,"chrome","chrome","0x000000000b347ee4"
0,6969003,"chrome","chrome","0x00000000027c354f"
0,6935367,"chrome","chrome","0x00000000039a3304"
0,6482967,"chrome","chrome","0x0000000003fb8841"
0,6407497,"chrome","chrome","0x0000000002ce9eac"
0,6084278,"chrome","chrome","0x0000000005815656"
0,6969438,"chrome","chrome","0x0000000003072581"
0,1885441,"chrome","chrome","0x0000000003746e68"
0,6821343,"chrome","chrome","0x000000000291f5eb"
0,19521911,"chrome","chrome","0x0000000002d0111a"
0,6807887,"chrome","chrome","0x0000000003391d2b"
0,6818416,"chrome","chrome","0x00000000032f62f9"
0,6779774,"chrome","chrome","0x000000000352edc3"
0,32634226,"chrome","chrome","0x0000000003c4d49a"
0,26264569,"chrome","chrome","0x0000000003c4d49c"
0,6960549,"chrome","chrome","0x00000000056e9bff"
0,12919501,"chrome","chrome","0x0000000002d0111f"
0,32644297,"chrome","chrome","0x0000000003c4d49d"
0,6896257,"chrome","chrome","0x0000000002a51d3e"
0,13525519,"chrome","chrome","0x0000000003c4d49e"
0,6505089,"chrome","chrome","0x000000000352edc8"
0,6863505,"chrome","chrome","0x0000000002a51ea3"
0,18933211,"chrome","chrome","0x00000000032f4c17"
0,6886624,"chrome","chrome","0x000000000336c7ea"
0,6965825,"chrome","chrome","0x0000000002723112"
0,6665557,"chrome","chrome","0x00000000042b9c4d"
0,2074725,"chrome","chrome","0x000000000271f2cb"
0,6834015,"chrome","chrome","0x0000000003f4ed1a"
0,6929340,"chrome","chrome","0x0000000003009eec"
0,6536661,"chrome","chrome","0x000000000434d0ea"
0,6750607,"chrome","chrome","0x0000000004f635a1"
0,6952018,"chrome","chrome","0x000000000319cdb8"
0,6896891,"chrome","chrome","0x0000000003e1a160"
0,6494061,"chrome","chrome","0x0000000003012a3b"
0,6602410,"chrome","chrome","0x000000000291f5f1"
0,13715102,"chrome","chrome","0x0000000003e194aa"
0,5960540,"chrome","chrome","0x0000000003370d95"
0,18779034,"chrome","chrome","0x0000000002d01125"
0,6415455,"chrome","chrome","0x00000000031dcaa9"
0,6586014,"chrome","chrome","0x0000000002c6f8c0"
0,6877414,"chrome","chrome","0x0000000002842750"
0,13720045,"chrome","chrome","0x0000000003e1a168"
0,6351702,"chrome","chrome","0x0000000002d01128"
0,6683566,"chrome","chrome","0x00000000027af1fb"
0,5968801,"chrome","chrome","0x0000000002d00a15"
0,6434150,"chrome","chrome","0x000000000351fbda"
0,11819431,"chrome","chrome","0x00000000028df154"
0,13897025,"chrome","chrome","0x0000000002fe8c6a"
0,6953946,"chrome","chrome","0x00000000028df156"
0,6955830,"chrome","chrome","0x0000000005088234"
0,6948010,"chrome","chrome","0x0000000003292c79"
0,6879484,"chrome","chrome","0x0000000002d0766f"
0,6848381,"chrome","chrome","0x0000000005d89f00"
0,5039677,"chrome","chrome","0x0000000002aeb0ce"
0,6793018,"chrome","chrome","0x0000000002fa7c1c"
0,6299690,"chrome","chrome","0x000000000b455ce1"
0,6657333,"chrome","chrome","0x0000000002c42fd8"
0,6410257,"chrome","chrome","0x0000000002aead18"
0,6718054,"chrome","chrome","0x00000000055eda05"
0,6962727,"chrome","chrome","0x000000000b455ce4"
0,6410140,"chrome","chrome","0x0000000008746292"
0,6480197,"chrome","chrome","0x00000000051b79e5"
0,19465304,"chrome","chrome","0x0000000003e194b4"
0,6955675,"chrome","chrome","0x0000000003012a48"
0,6461702,"chrome","chrome","0x00000000028f71ab"
0,1593373,"chrome","chrome","0x000000000271f171"
0,5838932,"chrome","chrome","0x0000000002fd8008"
0,6529250,"chrome","chrome","0x00000000031def94"
0,13540312,"chrome","chrome","0x000000000351fbe5"
445776,55450601,"chrome","chrome","0x000000000c13ae90"
0,6931111,"chrome","chrome","0x0000000002cff683"
0,5927087,"chrome","chrome","0x00000000027c355b"
0,6781653,"chrome","chrome","0x0000000003e10e77"
0,6965552,"chrome","chrome","0x0000000002fe8c77"
0,6457448,"chrome","chrome","0x0000000002b7a67c"
0,6969311,"chrome","chrome","0x0000000003502f54"
0,6522294,"chrome","chrome","0x0000000002777fd3"
0,6245109,"chrome","chrome","0x00000000036787b8"
0,6441315,"chrome","chrome","0x0000000006c42e94"
0,6634126,"chrome","chrome","0x0000000002c46d55"
0,6260170,"chrome","chrome","0x00000000033213d9"
0,6785756,"chrome","chrome","0x0000000002f91875"
0,6614327,"chrome","chrome","0x000000000b1e2084"
0,6967919,"chrome","chrome","0x0000000002f91878"
0,6941914,"chrome","chrome","0x0000000002dd1e59"
0,12808665,"chrome","chrome","0x000000000b1e2087"
0,6835624,"chrome","chrome","0x0000000003013ee5"
0,6967144,"chrome","chrome","0x00000000032bb17c"
0,6950238,"chrome","chrome","0x00000000031fad29"
0,6891098,"chrome","chrome","0x000000000336c7fc"
0,6681315,"chrome","chrome","0x0000000002777e72"
0,11559467,"chrome","chrome","0x0000000002d73d9e"
0,12653498,"chrome","chrome","0x00000000027c3561"
0,5858173,"chrome","chrome","0x000000000354d8cc"
0,1833341,"chrome","chrome","0x00000000049edce4"
0,5706206,"chrome","chrome","0x000000000434a9fd"
0,6348933,"chrome","chrome","0x0000000003f4ed2b"
0,6564255,"chrome","chrome","0x0000000002bc7cce"
0,6592352,"chrome","chrome","0x0000000002777e77"
0,6924518,"chrome","chrome","0x0000000003f4ed2c"
0,6438275,"chrome","chrome","0x000000000319cdc8"
0,20141253,"chrome","chrome","0x00000000027c3567"
0,13277656,"chrome","chrome","0x000000000290c9e0"
0,6570663,"chrome","chrome","0x0000000002b913b6"
0,6686127,"chrome","chrome","0x000000000290c9e4"
0,1244827,"chrome","chrome","0x0000000002ad8863"
0,6482593,"chrome","chrome","0x00000000037429a9"
0,6935007,"chrome","chrome","0x0000000003e194bd"
0,6862225,"chrome","chrome","0x0000000003f61a0e"
0,13383579,"chrome","chrome","0x0000000002d01138"
0,6967861,"chrome","chrome","0x0000000002e31aac"
0,6479735,"chrome","chrome","0x00000000033707ab"
0,6962844,"chrome","chrome","0x00000000032bb184"
0,6645951,"chrome","chrome","0x0000000002d00a26"
0,6967391,"chrome","chrome","0x0000000003043f01"
5748661,0,"chrome","chrome","0x0000000007836d7b"
0,6909526,"chrome","chrome","0x0000000004373e24"
0,20139792,"chrome","chrome","0x000000000272833a"
0,6930204,"chrome","chrome","0x0000000002d6d044"
0,6969643,"chrome","chrome","0x00000000043fdc11"
0,6275656,"chrome","chrome","0x0000000006491070"
0,6852614,"chrome","chrome","0x0000000002777fdb"
0,5958536,"chrome","chrome","0x000000000272833d"
5596879,0,"chrome","chrome","0x000000000784a1c0"
0,6352334,"chrome","chrome","0x000000000784a1c1"
1176506,0,"chrome","chrome","0x0000000003196020"
0,6970436,"chrome","chrome","0x0000000005d89f18"
0,6943792,"chrome","chrome","0x00000000035203cd"
0,6678360,"chrome","chrome","0x00000000028ee355"
0,6768383,"chrome","chrome","0x0000000006491078"
0,6964028,"chrome","chrome","0x000000000304415b"
0,2126502,"chrome","chrome","0x000000000271dc07"
0,27313320,"chrome","chrome","0x00000000032f4c2d"
0,6968250,"chrome","chrome","0x000000000641fb80"
0,6962074,"chrome","chrome","0x0000000002c2dcab"
0,6531458,"chrome","chrome","0x00000000045308ed"
0,6568255,"chrome","chrome","0x0000000002dfe754"
0,6921538,"chrome","chrome","0x00000000032a78b2"
0,5826292,"chrome","chrome","0x0000000002d41f44"
0,6965328,"chrome","chrome","0x0000000002dd65c6"
0,6089827,"chrome","chrome","0x0000000003043bb3"
0,6935345,"chrome","chrome","0x00000000033977d6"
0,5816869,"chrome","chrome","0x000000000336fe71"
0,6899988,"chrome","chrome","0x0000000002777e7b"
0,6925842,"chrome","chrome","0x000000000336bf96"
0,13609413,"chrome","chrome","0x0000000002837928"
0,6591707,"chrome","chrome","0x00000000031e7096"
0,2677871,"chrome","chrome","0x000000000ad7c458"
0,13176793,"chrome","chrome","0x000000000271f189"
0,6202105,"chrome","chrome","0x0000000002aeb0e5"
0,6353421,"chrome","chrome","0x000000000312fe34"
0,216295,"chrome","chrome","0x0000000003506e41"
0,6957071,"chrome","chrome","0x000000000adb83fb"
0,6118476,"chrome","chrome","0x00000000042b5d7b"
0,6388656,"chrome","chrome","0x00000000033213e7"
0,1669313,"chrome","chrome","0x0000000002c46d67"
0,6497375,"chrome","chrome","0x000000000b1e2093"
0,6822886,"chrome","chrome","0x0000000002749ba7"
0,13174341,"chrome","chrome","0x00000000027b70af"
0,12210026,"chrome","chrome","0x0000000002d0113d"
0,5989629,"chrome","chrome","0x0000000003a83473"
0,6962653,"chrome","chrome","0x00000000037f3e66"
0,6632979,"chrome","chrome","0x0000000004e7614c"
0,6962795,"chrome","chrome","0x00000000032f4c34"
0,6726886,"chrome","chrome","0x0000000002e19814"
0,6028146,"chrome","chrome","0x0000000002d012a4"
0,6931439,"chrome","chrome","0x00000000037f3e69"
0,6968400,"chrome","chrome","0x0000000003fbe892"
0,6567034,"chrome","chrome","0x000000000857c2a9"
0,6678913,"chrome","chrome","0x0000000002e51776"
0,6361888,"chrome","chrome","0x00000000027c3571"
0,12647309,"chrome","chrome","0x00000000032e5f01"
0,6426370,"chrome","chrome","0x0000000002a42b77"
0,542936,"chrome","chrome","0x00000000028db280"
0,6792589,"chrome","chrome","0x0000000002b878a4"
0,13468672,"chrome","chrome","0x000000000319cdd6"
0,6968304,"chrome","chrome","0x00000000032e5f04"
0,6573729,"chrome","chrome","0x00000000049ed0df"
0,6623093,"chrome","chrome","0x000000000271e31b"
0,6510976,"chrome","chrome","0x00000000033c04f4"
0,6053105,"chrome","chrome","0x00000000027b70b4"
0,6648729,"chrome","chrome","0x0000000003520275"
0,6748791,"chrome","chrome","0x00000000027284ac"
0,18970789,"chrome","chrome","0x0000000002d01141"
0,5561528,"chrome","chrome","0x000000000271dc0f"
0,12891709,"chrome","chrome","0x0000000002d01145"
0,6505485,"chrome","chrome","0x0000000004ce4b74"
0,6966793,"chrome","chrome","0x000000000371a43d"
0,13224885,"chrome","chrome","0x0000000002d01148"
0,6377402,"chrome","chrome","0x00000000031302c8"
0,6934515,"chrome","chrome","0x0000000002a9ea1b"
0,6969516,"chrome","chrome","0x00000000033c9495"
0,6867954,"chrome","chrome","0x00000000027786fd"
0,13292572,"chrome","chrome","0x00000000049ed0e3"
0,6927746,"chrome","chrome","0x000000000271e320"
0,13311995,"chrome","chrome","0x0000000002bd2726"
0,6465375,"chrome","chrome","0x0000000002ba52c3"
0,6917611,"chrome","chrome","0x0000000005940de6"
0,6460440,"chrome","chrome","0x00000000097c274c"
0,6757550,"chrome","chrome","0x0000000003b1fd6f"
6347716,0,"chrome","chrome","0x000000000280b7a8"
0,6483561,"chrome","chrome","0x00000000031f1533"
0,6793914,"chrome","chrome","0x0000000005d67500"
0,6832921,"chrome","chrome","0x0000000002c2e720"
0,6854133,"chrome","chrome","0x00000000028e40f1"
0,6962030,"chrome","chrome","0x00000000027284b6"
0,6570705,"chrome","chrome","0x00000000037f3e6c"
0,6959448,"chrome","chrome","0x000000000857c2ac"
0,1974036,"chrome","chrome","0x0000000003c4eb04"
0,6964115,"chrome","chrome","0x00000000032f4c3b"
0,6777115,"chrome","chrome","0x0000000004508890"
0,15214997,"chrome","chrome","0x0000000003448696"
0,12978729,"chrome","chrome","0x0000000002c2e725"
0,6467569,"chrome","chrome","0x00000000032f4c3e"
0,6769559,"chrome","chrome","0x0000000002c205d9"
0,12913223,"chrome","chrome","0x000000000271f193"
0,1224858,"chrome","chrome","0x00000000036fe6d3"
0,6370081,"chrome","chrome","0x0000000002e5177e"
0,6363211,"chrome","chrome","0x00000000031a1a53"
0,6833733,"chrome","chrome","0x0000000002fc105d"
0,6557437,"chrome","chrome","0x00000000027c357b"
0,6463685,"chrome","chrome","0x00000000036d1c7b"
0,12717982,"chrome","chrome","0x00000000027c357f"
0,6930380,"chrome","chrome","0x0000000002777ff4"
0,6760931,"chrome","chrome","0x000000000b1c08c0"
0,6868079,"chrome","chrome","0x0000000007cd27f4"
0,6967103,"chrome","chrome","0x00000000058e446d"
0,6450959,"chrome","chrome","0x00000000031f107d"
0,6915292,"chrome","chrome","0x0000000002728359"
0,6688852,"chrome","chrome","0x00000000038b2eb2"
0,6278464,"chrome","chrome","0x0000000002909428"
0,6544308,"chrome","chrome","0x00000000034a1083"
0,6819963,"chrome","chrome","0x00000000037f3e73"
0,6966210,"chrome","chrome","0x0000000003fd16e4"
0,1477453,"chrome","chrome","0x0000000003533f6e"
0,12568659,"chrome","chrome","0x0000000002d0114c"
0,6538479,"chrome","chrome","0x000000000302f302"
0,6812022,"chrome","chrome","0x00000000032f4c42"
0,12529831,"chrome","chrome","0x0000000002d0114e"
0,6580915,"chrome","chrome","0x00000000032f4c46"
0,6102440,"chrome","chrome","0x000000000378902a"
0,6489081,"chrome","chrome","0x0000000002c2dcc4"
0,6459555,"chrome","chrome","0x00000000049ed0ea"
0,6781263,"chrome","chrome","0x00000000057686c4"
0,6897335,"chrome","chrome","0x0000000002f13e2d"
0,19028460,"chrome","chrome","0x0000000003c49e05"
0,5774451,"chrome","chrome","0x00000000036d1c83"
0,6390426,"chrome","chrome","0x0000000002c41b72"
0,6360474,"chrome","chrome","0x0000000002b5020e"
0,6594216,"chrome","chrome","0x00000000032e5f16"
0,6909565,"chrome","chrome","0x000000000280fc88"
0,3736293,"chrome","chrome","0x0000000002fa97e9"
0,6567952,"chrome","chrome","0x00000000042b5d93"
0,2660925,"chrome","chrome","0x00000000027284bb"
0,2360694,"chrome","chrome","0x0000000003534687"
0,13599722,"chrome","chrome","0x00000000042b5d96"
0,6452306,"chrome","chrome","0x00000000028db299"
0,964953,"chrome","chrome","0x0000000002ba4f14"
0,6596503,"chrome","chrome","0x000000000385a6d2"
0,6879654,"chrome","chrome","0x000000000352461a"
0,6964684,"chrome","chrome","0x0000000002714418"
0,1365618,"chrome","chrome","0x0000000003196c58"
0,6450170,"chrome","chrome","0x00000000028fbb26"
0,13275218,"chrome","chrome","0x000000000352461d"
0,6940568,"chrome","chrome","0x000000000344869f"
0,6270875,"chrome","chrome","0x0000000002c370dd"
0,6357419,"chrome","chrome","0x0000000004f9d1c8"
0,6820644,"chrome","chrome","0x0000000002777ffa"
0,6809466,"chrome","chrome","0x000000000272835c"
0,6967498,"chrome","chrome","0x0000000003a5bc8e"
0,5731382,"chrome","chrome","0x0000000002a472df"
0,2169304,"chrome","chrome","0x0000000003196041"
0,13396844,"chrome","chrome","0x0000000002ba52d4"
0,6959901,"chrome","chrome","0x0000000003dbc406"
0,5842175,"chrome","chrome","0x0000000002cc1ba0"
0,6243044,"chrome","chrome","0x0000000003012a73"
0,6379344,"chrome","chrome","0x0000000003a37d41"
0,6672313,"chrome","chrome","0x0000000002ce8302"
0,6932374,"chrome","chrome","0x000000000784a1e5"
0,827805,"chrome","chrome","0x0000000003f97da4"
0,13331476,"chrome","chrome","0x0000000003524621"
0,6412279,"chrome","chrome","0x000000000337066a"
0,5440744,"chrome","chrome","0x000000000597152f"
0,6235890,"chrome","chrome","0x0000000002baaa8b"
0,6945058,"chrome","chrome","0x00000000036fe6e0"
0,6938136,"chrome","chrome","0x0000000004c8bc88"
0,12728101,"chrome","chrome","0x0000000003524628"
0,13669874,"chrome","chrome","0x00000000032f4db4"
0,6699382,"chrome","chrome","0x0000000002cf3609"
0,6241509,"chrome","chrome","0x00000000032926b1"
0,6879623,"chrome","chrome","0x00000000031f5cf2"
0,1752254,"chrome","chrome","0x0000000003daa656"
0,6763128,"chrome","chrome","0x00000000030442e9"
0,1040475,"chrome","chrome","0x0000000003c49e0c"
0,6303872,"chrome","chrome","0x00000000032f4db8"
