id,cycles,instructions,branches,branch_misses
"all;g4run;libG4processes.so;G4ModifiedTsai::SampleDirection",11386274393,8816126054,1359435138,38739000
"all;g4run;libG4processes.so;G4EvaporationDefaultGEMFactory::GetChannel",0,3678775,0,3839
"all;g4run;libG4processes.so;G4ElasticHadrNucleusHE::SampleInvariantT",72922371,35581740,6418303,213511
"all;g4run;libG4processes.so;G4VParticipants::SetProjectileNucleus",6979841,10255373,0,93714
"all;g4run;libG4processes.so;aRPAllocator",76367251,53523205,12354254,261263
"all;g4run;libG4processes.so;G4BinaryCascade::ProductsAddFinalState",0,0,0,8487
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::csPN@plt",0,0,0,9760
"all;g4run;libG4processes.so;G4HadronicInteraction::GetMinEnergy@plt",10470385,0,0,65727
"all;g4run;libG4processes.so;G4TwoBodyAngularDist::GetInstance@plt",219257782,257056839,40185387,446339
"all;g4run;libG4processes.so;G4VEnergyLossProcess::PostStepDoIt",107242327791,83155321565,12462599503,412608509
"all;g4run;libG4processes.so;G4PairingCorrection::GetPairingCorrection@plt",6982857,9705571,1006312,14966
"all;g4run;libG4processes.so;G4MuPairProductionModel::ComputeDEDXPerVolume",0,0,995979,2571
"all;g4run;libG4processes.so;G4GeneralPhaseSpaceDecay::~G4GeneralPhaseSpaceDecay",0,3183231,1997309,61344
"all;g4run;libG4processes.so;G4FragmentingString::MassT2",6943276,0,485714,21235
"all;g4run;libG4processes.so;G4FermiBreakUpVI::BreakFragment",3487986,3346606,0,13482
"all;g4run;libG4processes.so;G4PionZeroField::G4PionZeroField",0,0,0,13751
"all;g4run;libG4processes.so;G4FTFParamCollPionProj::G4FTFParamCollPionProj",0,5272841,1369957,0
"all;g4run;libG4processes.so;G4CollisionComposite::BufferedCrossSection",3490362,3581955,1323627,39070
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getCrossSection",38247528,25662943,4181703,66495
"all;g4run;libG4processes.so;G4BGGNucleonElasticXS::IsIsoApplicable",1367719658,1491454115,326792999,4837548
"all;g4run;libG4processes.so;G4ElementaryParticleCollider::generateSCMfinalState",17734064790,17080187017,2778852375,32174647
"all;g4run;libG4processes.so;G4Fragment::SetExcEnergyAndMomentum",184750031,80528230,12886236,1051684
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::ChooseGenerators",11691717925,8777511016,1597504644,17121161
"all;g4run;libG4processes.so;G4ElasticHadrNucleusHE::FillData",0,0,0,202
"all;g4run;libG4processes.so;G4ProcessManager::FindInsertPosition",0,6121694,0,0
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getCrossSection",473667385,537937460,114364884,737155
"all;g4run;libG4processes.so;G4PionPlus::Definition@plt",908799673,660366654,143086003,3178282
"all;g4run;libG4processes.so;G4ComponentGGNuclNuclXsc::ComputeCrossSections",7027848889,4632140287,829501956,32126022
"all;g4run;libG4processes.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",2084373311,2112829446,292258317,4818712
"all;g4run;libG4processes.so;G4FermiFragmentsPoolVI::IsInPhysPairs",0,7305298,1490068,8419
"all;g4run;libG4processes.so;G4KokoulinMuonNuclearXS::IsElementApplicable",34265531,48693042,6085316,133252
"all;g4run;libG4processes.so;G4ComponentBarNucleonNucleusXsc::ComputeCrossSections@plt",76734779,83902010,22191223,284573
"all;g4run;libG4processes.so;G4QGSMFragmentation::SetFFqq2q",0,5732080,0,0
"all;g4run;libG4processes.so;G4Triton::Definition@plt",3488254,6305094,994997,0
"all;g4run;libG4processes.so;G4ExcitedString::GetDirection@plt",6975288,0,465539,8302
"all;g4run;libG4processes.so;G4HadronNucleonXsc::HadronNucleonXscNS@plt",27848956,26377219,3466057,82752
"all;g4run;libG4processes.so;G4HadronicDeveloperParameters::get@plt",0,4799924,0,0
"all;g4run;libG4processes.so;G4HadronicProcess::UpdateCrossSectionAndMFP@plt",272226011,284767120,37389518,406309
"all;g4run;libG4processes.so;G4HadronicProcess::PostStepGetPhysicalInteractionLength",111377453206,107933916633,16332035459,192167497
"all;g4run;libG4processes.so;G4UnstableFragmentBreakUp::BreakUpChain@plt",0,0,0,5840
"all;g4run;libG4processes.so;std::vector<G4HadSecondary, std::allocator<G4HadSecondary> >::_M_realloc_insert<G4HadSecondary>",0,0,0,8358
"all;g4run;libG4processes.so;G4CascadeInterpolator<10>::getBin",114996549,55609830,17519869,624428
"all;g4run;libG4processes.so;G4VHadDecayAlgorithm::IsDecayAllowed",5931085307,5067843352,1165139697,19095676
"all;g4run;libG4processes.so;G4GeneralNNCollision::IsInCharge",20876405,17003261,1496595,31586
"all;g4run;libG4processes.so;G4Track::G4Track@plt",0,0,950536,7764
"all;g4run;libG4processes.so;std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_realloc_insert<G4KineticTrack*>",24416854,9387030,514565,45430
"all;g4run;libG4processes.so;G4ChipsProtonElasticXS::GetChipsCrossSection",111066697,42305497,5328106,514222
"all;g4run;libG4processes.so;CLHEP::MixMaxRng::generate@plt",9256589039,7914720192,1227445391,26642273
"all;g4run;libG4processes.so;G4VProcess::PrepareWorkerPhysicsTable",0,0,0,5316
"all;g4run;libG4processes.so;G4ProductionCutsTable::ScanAndSetCouple",2507127644,6281298871,1430105012,6019995
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getCrossSection",0,0,1478599,6462
"all;g4run;libG4processes.so;G4IntraNucleiCascader::setupCascade@plt",6965554,6474574,609337,41440
"all;g4run;libG4processes.so;G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay",17362093,7034377,2092809,67746
"all;g4run;libG4processes.so;G4EmModelManager::FillDEDXVector",6983428,29029584,4565234,46287
"all;g4run;libG4processes.so;G4SeltzerBergerModel::ComputeDXSectionPerAtom",1402710482,2485373461,280365433,1437070
"all;g4run;libG4processes.so;G4InteractionContent::~G4InteractionContent",6883970,3311668,482419,0
"all;g4run;libG4processes.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >@plt",48523284,32953195,7214155,66828
"all;g4run;libG4processes.so;G4UrbanMscModel::SampleCosineTheta",300162222915,369114648335,41952056830,451601945
"all;g4run;libG4processes.so;G4BinaryCascade::CheckPauliPrinciple",13855874,13903692,1695037,69808
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getCrossSection",278173292,262109168,42109832,255866
"all;g4run;libG4processes.so;G4EquilibriumEvaporator::getPARLEVDEN",1012067191,698590115,170486852,5864990
"all;g4run;libG4processes.so;G4GEMProbability::I3",15449715629,17774956916,1751448089,5600145
"all;g4run;libG4processes.so;std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt",121541945,90448719,16837852,405694
"all;g4run;libG4processes.so;G4VPhysicalVolume::GetRotation@plt",149883168,117610699,16191509,475842
"all;g4run;libG4processes.so;G4BraggModel::SampleSecondaries",226723621,212736282,30655402,791078
"all;g4run;libG4processes.so;G4NucleiModel::sortPartners",803400132,864484087,145671338,3104982
"all;g4run;libG4processes.so;G4WentzelVIModel::ComputeTruePathLengthLimit",20034208961,17309532380,2784849232,53428331
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getMultiplicity",3486294,3193652,0,0
"all;g4run;libG4processes.so;G4MuPairProductionModel::ComputMuPairLoss",3492454,0,0,0
"all;g4run;libG4processes.so;G4eCoulombScatteringModel::ComputeCrossSectionPerAtom",13969505,63856942,10590443,16657
"all;g4run;libG4processes.so;G4IonFluctuations::Factor",194929688,185891489,25774317,892473
"all;g4run;libG4processes.so;G4NucleiModel::zoneIntegralWoodsSaxon",37103138971,35283559256,3436074137,116109866
"all;g4run;libG4processes.so;G4AntiNuclElastic::BesselOneByArg",3490787,0,0,18297
"all;g4run;libG4processes.so;std::swap<G4Nucleon>",38301606,52915379,10543282,259903
"all;g4run;libG4processes.so;G4CollisionOutput::getTotalOutputMomentum@plt",58983644,79540948,9239938,204114
"all;g4run;libG4processes.so;std::_Rb_tree<int, std::pair<int const, G4VNuclearField*>, std::_Select1st<std::pair<int const, G4VNuclearField*> >, std::less<int>, std::allocator<std::pair<int const, G4VNuclearField*> > >::_M_get_insert_hint_unique_pos",6983102,3251558,1365667,21641
"all;g4run;libG4processes.so;G4NuclearFermiDensity::G4NuclearFermiDensity",10473075,9030517,2038360,14840
"all;g4run;libG4processes.so;G4PreCompoundNucleon::ProbabilityDistributionFunction",3768625137,5538773873,859648565,3961849
"all;g4run;libG4processes.so;G4ElasticHadrNucleusHE::HadrNucDifferCrSec",9827087121,12912711013,505422850,265235
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",0,0,0,7870
"all;g4run;libG4processes.so;G4ICRU73QOModel::GetOscillatorEnergy",13961911,60542192,5862895,123659
"all;g4run;libG4processes.so;G4ProcessManager::EndTracking",85480316460,96065492381,11430904640,143433547
"all;g4run;libG4processes.so;G4VCollision::CrossSection",6983137,3592239,793195,0
"all;g4run;libG4processes.so;G4AngularDistributionPP::CosTheta",13715450,6783312,1571559,49046
"all;g4run;libG4processes.so;G4LundStringFragmentation::Splitup",27757548,28748924,5416662,157653
"all;g4run;libG4processes.so;G4CrossSectionDataStore::ComputeCrossSection@plt",445314224,419566507,64936688,859892
"all;g4run;libG4processes.so;G4GammaNuclearXS::GetIsoCrossSection",476584255,203993668,25744392,1955452
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::randomInuclPowers",1272083717,2048733725,457526917,3965944
"all;g4run;libG4processes.so;G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj",0,0,1201545,8871
"all;g4run;libG4processes.so;G4MollerBhabhaModel::ComputeDEDXPerVolume",13966230,12540935,1957669,27935
"all;g4run;libG4processes.so;G4BraggIonModel::ElectronicStoppingPower",10475900,43227616,1695884,80922
"all;g4run;libG4processes.so;G4PreCompoundHe3::GetRj",139226885,256324070,44069866,72662
"all;g4run;libG4processes.so;G4FermiFragmentsPoolVI::IsPhysical",3328127,0,0,0
"all;g4run;libG4processes.so;G4CollisionOutput::getTotalBaryonNumber@plt",3490950,0,0,0
"all;g4run;libG4processes.so;G4FermiMomentum::~G4FermiMomentum",0,0,0,7733
"all;g4run;libG4processes.so;G4EmTableUtil::UpdateModels",0,0,0,3623
"all;g4run;libG4processes.so;G4ParticleChange::AddSecondary@plt",3489611,2842491,1366092,24263
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getCrossSection",3491420,0,449822,0
"all;g4run;libG4processes.so;G4VLongitudinalStringDecay::SetMassCut",0,6549205,0,7552
"all;g4run;libG4processes.so;G4EmModelManager::GetModel",46308417018,38490244816,7357170550,73845310
"all;g4run;libG4processes.so;G4LorentzConvertor::toTheTargetRestFrame@plt",0,6494529,946614,34083
"all;g4run;libG4processes.so;std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_erase",13957630,2821338,3894880,114627
"all;g4run;libG4processes.so;G4CascadParticle::operator=",16160804527,15668608337,2597540541,46957344
"all;g4run;libG4processes.so;G4RKPropagation::FreeTransport",3491190,0,454892,0
"all;g4run;libG4processes.so;G4HadronicDeveloperParameters::DeveloperGet",0,5813346,2800649,22584
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::csNN",497780945,298446767,73020308,2462118
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::SaveKinematics",5639657261,4583311065,891012932,10874458
"all;g4run;libG4processes.so;G4Transportation::SetTouchableInformation",137828115360,140424180444,19524679006,305391582
"all;g4run;libG4processes.so;G4CascadeCoalescence::clusterType",2995285320,4389375745,821493600,6301836
"all;g4run;libG4processes.so;G4VEmAngularDistribution::G4VEmAngularDistribution",0,0,0,11674
"all;g4run;libG4processes.so;G4EmCorrections::ComputeIonCorrections",6979552,2977882,450674,41874
"all;g4run;libG4processes.so;G4CollisionOutput::removeRecoilFragment",1812360341,609819227,103001942,8288847
"all;g4run;libG4processes.so;G4BinaryCascade::DeExcite",0,0,0,14709
"all;g4run;libG4processes.so;G4FragmentingString::Get4Momentum",6980809,0,529130,87818
"all;g4run;libG4processes.so;G4WentzelOKandVIxSection::SampleSingleScattering@plt",6980237,12772236,506307,4833
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getOutgoingParticleTypes",48856679,28731419,5617261,96928
"all;g4run;libG4processes.so;G4CascadeNNChannel::findCrossSection",23312348642,24725503607,4336324028,47534137
"all;g4run;libG4processes.so;G4CascadeCoalescence::removeNucleons@plt",27905879,6643193,5693697,94428
"all;g4run;libG4processes.so;G4hIonisation::InitialiseEnergyLossProcess",0,0,0,5949
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getOutgoingParticleTypes",3491638,0,0,5942
"all;g4run;libG4processes.so;G4SigmaMinus::Definition@plt",6979892,3856349,0,13658
"all;g4run;libG4processes.so;_GLOBAL__sub_I_G4eBremsstrahlungRelModel.cc",29200666,0,0,0
"all;g4run;libG4processes.so;G4ComponentGGNuclNuclXsc::GetInelasticElementCrossSection",2011277882,1224555204,207105140,9580770
"all;g4run;libG4processes.so;pFragmentAllocator",462584927,325422945,52642454,2544013
"all;g4run;libG4processes.so;G4NucleonNuclearCrossSection::GetElementCrossSection@plt",3486699,0,944185,70552
"all;g4run;libG4processes.so;G4EmElementSelector::G4EmElementSelector",3492109,0,315582,0
"all;g4run;libG4processes.so;G4ComponentBarNucleonNucleusXsc::ComputeCrossSections",7584989667,8501400419,1607268947,36352896
"all;g4run;libG4processes.so;G4KalbachCrossSection::ComputeCrossSection",14810096275,19395876757,2929428034,21222421
"all;g4run;libG4processes.so;G4Fancy3DNucleus::GetMassNumber",10356306,22068239,4703332,37705
"all;g4run;libG4processes.so;G4DiffractiveExcitation::GaussianPt",20936392,13667319,5231242,101364
"all;g4run;libG4processes.so;G4InteractionCase::set@plt",327065807,325834658,34086574,753155
"all;g4run;libG4processes.so;G4EnergyRangeManager::BuildPhysicsTable",0,0,1452616,0
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity",38238840,47867814,6576272,32929
"all;g4run;libG4processes.so;G4ComponentGGNuclNuclXsc::ComputeCrossSections@plt",20930260,46473594,3489342,179145
"all;g4run;libG4processes.so;G4LossTableManager::GetEnergyLossProcess",7114607599,3067102001,491671238,47370617
"all;g4run;libG4processes.so;G4XiZero::Definition@plt",0,9636303,429239,15208
"all;g4run;libG4processes.so;G4Alpha::Definition@plt",10467851,0,1117463,27116
"all;g4run;libG4processes.so;G4CascadeInterpolator<30>::getBin@plt",1189482377,1657560806,256535088,1724674
"all;g4run;libG4processes.so;G4NucleiModel::forceFirst",4308889099,3289564850,556354976,12738290
"all;g4run;libG4processes.so;G4PhotoNuclearCrossSection::GetFunctions",0,0,457776,0
"all;g4run;libG4processes.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >",2530178814,2343502097,385777271,9060273
"all;g4run;libG4processes.so;G4MultiBodyMomentumDist::passVerbose@plt",0,0,0,7064
"all;g4run;libG4processes.so;G4GammaNuclearXS::GetElementCrossSection",3490621,0,537159,26282
"all;g4run;libG4processes.so;std::vector<G4InuclNuclei, std::allocator<G4InuclNuclei> >::_M_realloc_insert<G4InuclNuclei const&>",0,0,437958,0
"all;g4run;libG4processes.so;G4LossTableManager::GetEnergyLossProcess@plt",6899546,0,0,43046
"all;g4run;libG4processes.so;G4NonEquilibriumEvaporator::deExcite",9829652905,6836731450,1380522257,41227761
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getCrossSection",0,6513739,1495255,17443
"all;g4run;libG4processes.so;G4CascadeDeexciteBase::getTargetData@plt",20831421,27209078,3701331,171489
"all;g4run;libG4processes.so;G4Transportation::PostStepDoIt",203750563548,192564442610,29458201057,529530493
"all;g4run;libG4processes.so;G4ICRU73QOModel::G4ICRU73QOModel",0,0,0,5211
"all;g4run;libG4processes.so;G4ProcessManager::StartTracking",98398823309,85177166614,15541271065,134168620
"all;g4run;libG4processes.so;G4FragmentingString::LightConeDecay@plt",0,0,441007,0
"all;g4run;libG4processes.so;G4GammaNuclearXS::IsoCrossSection@plt",3488212,0,0,0
"all;g4run;libG4processes.so;G4NucleiModel::getCurrentDensity",10427861567,8740066460,1604702348,29561378
"all;g4run;libG4processes.so;G4Nucleon::G4Nucleon",149714725,88478635,23553751,263739
"all;g4run;libG4processes.so;G4FragmentingString::SetRightPartonStable",0,3314131,978894,21130
"all;g4run;libG4processes.so;aRPAllocator@plt",31398357,3730376,2738144,32791
"all;g4run;libG4processes.so;sincos@plt",661133279,702917247,101616440,1308409
"all;g4run;libG4processes.so;G4ICRU73QOModel::GetShellEnergy",3491956,0,0,0
"all;g4run;libG4processes.so;G4OmegaMinus::Definition@plt",13956640,6139457,918165,26552
"all;g4run;libG4processes.so;G4PreCompoundDeuteron::FactorialFactor",153315344,201489402,32125925,69587
"all;g4run;libG4processes.so;G4ChipsNeutronElasticXS::GetQ2max@plt",48849155,66114718,9211152,103256
"all;g4run;libG4processes.so;G4Decay::EndTracking",1274226534,1005657513,155001972,6137392
"all;g4run;libG4processes.so;G4EvaporationProbability::ComputeProbability",9358563567,9586244996,1667844706,26208593
"all;g4run;libG4processes.so;G4ICRU73QOModel::DEDX",0,14163779,0,0
"all;g4run;libG4processes.so;G4InuclParticle::G4InuclParticle@plt",97638496,149402689,17899816,140016
"all;g4run;libG4processes.so;G4Fragment::~G4Fragment",1854528714,1277128336,208545121,8960647
"all;g4run;libG4processes.so;G4LundStringFragmentation::StopFragmenting",34902351,22713534,1923604,147366
"all;g4run;libG4processes.so;std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>",504645778,245124324,47508631,6271494
"all;g4run;libG4processes.so;G4KleinNishinaCompton::SampleSecondaries",185806212963,165173314018,25459994183,426119131
"all;g4run;libG4processes.so;G4CollisionManager::GetNextCollision",6980839,14543978,530108,19018
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getCrossSection",3490342,6707274,503537,6880
"all;g4run;libG4processes.so;G4ElasticHNScattering::ElasticScattering",30788620,9867796,1450799,155793
"all;g4run;libG4processes.so;G4HadProjectile::InitialiseLocal",38532409786,39328771620,6071286108,75114399
"all;g4run;libG4processes.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",5089690011,4427731020,730888203,18866553
"all;g4run;libG4processes.so;G4PhotonEvaporation::GenerateGamma@plt",10381065,0,0,40126
"all;g4run;libG4processes.so;G4ElementaryParticleCollider::pionNucleonAbsorption",879993832,604141978,122382380,2847094
"all;g4run;libG4processes.so;sin@plt",104459892,111029738,16488143,92312
"all;g4run;libG4processes.so;G4BGGPionInelasticXS::IsElementApplicable",304112408,230097235,44747734,1083267
"all;g4run;libG4processes.so;G4EmTableUtil::BuildLambdaTable",0,3743758,0,0
"all;g4run;libG4processes.so;G4LevelManager::NearestLevelIndex@plt",3476523,6925023,0,7492
"all;g4run;libG4processes.so;G4LundStringFragmentation::Quark_AntiQuark_lastSplitting",201645807,87511727,17052242,839076
"all;g4run;libG4processes.so;aTrackAllocator@plt",565633824,438315901,67892566,1669445
"all;g4run;libG4processes.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",0,3990030,0,8197
"all;g4run;libG4processes.so;G4LorentzConvertor::backToTheLab@plt",20940900,6212372,1240615,0
"all;g4run;libG4processes.so;G4WentzelOKandVIxSection::SetupParticle",27908222,22674936,1942375,95925
"all;g4run;libG4processes.so;G4CollisionInitialState::GetFinalState",0,0,524626,29273
"all;g4run;libG4processes.so;G4ProcessTable::GetProcessTable",0,5881026,0,0
"all;g4run;libG4processes.so;G4BetheBlochModel::ComputeCrossSectionPerElectron",17459528,10484678,0,11039
"all;g4run;libG4processes.so;G4Fragment::CalculateMassAndExcitationEnergy@plt",3488832,3636069,611539,64582
"all;g4run;libG4processes.so;G4CollisionOutput::addOutgoingNuclei",10231282770,8649790441,1429225317,27539310
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSection",9581118492,8011493163,1652189350,24294687
"all;g4run;libG4processes.so;G4ChipsElasticModel::SampleInvariantT",8955897050,6940072721,1065000730,20460562
"all;g4run;libG4processes.so;G4KaonPlusField::~G4KaonPlusField",3491356,0,0,7495
"all;g4run;libG4processes.so;G4PhotonEvaporation::BreakUpChain",535628464,385771667,74869803,3570302
"all;g4run;libG4processes.so;G4CascadeChannelTables::GetTable",14734986086,14073731874,2269093738,31675647
"all;g4run;libG4processes.so;G4InuclSpecialFunctions::paraMaker::getParams@plt",0,0,0,8175
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::SetVerboseLevel",1358895133,1560668773,232529570,3624848
"all;g4run;libG4processes.so;G4CascadeRecoilMaker::goodNucleus",2907368935,2425086844,457697469,10953269
"all;g4run;libG4processes.so;G4CollisionOutput::boostToLabFrame",3809862255,1990596620,344794056,36703843
"all;g4run;libG4processes.so;G4BinaryCascade::FindCollisions",0,6656350,0,51352
"all;g4run;libG4processes.so;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",3489580,3439219,487763,23809
"all;g4run;libG4processes.so;G4WentzelVIModel::DefineMaterial",1719677345,968324484,195451264,6937831
"all;g4run;libG4processes.so;G4ProcessManager::G4ProcessManager",3491541,0,0,0
"all;g4run;libG4processes.so;G4XnpElasticLowE::CrossSection",6970742,3339758,0,19657
"all;g4run;libG4processes.so;G4ElementSelector::G4ElementSelector",0,0,1332520,0
"all;g4run;libG4processes.so;G4Proton::Proton@plt",6979109,0,470749,16356
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",24410260,14764183,3430489,222393
"all;g4run;libG4processes.so;G4UrbanMscModel::SampleCosineTheta@plt",48840407,14893438,4801118,50269
"all;g4run;libG4processes.so;G4BGGPionInelasticXS::FactorPiMinus",115004629,82543139,11530480,344089
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",7824117230,7817073796,1412030121,7297537
"all;g4run;libG4processes.so;G4NeutronInelasticXS::GetIsoCrossSection",22981717455,23438750134,3244888962,24388873
"all;g4run;libG4processes.so;G4NuclearShellModelDensity::GetDeriv",0,3777507,0,0
"all;g4run;libG4processes.so;G4KleinNishinaCompton::ComputeCrossSectionPerAtom",27817954,27587012,5935400,24868
"all;g4run;libG4processes.so;G4EmCaptureCascade::AddNewParticle",52287350,35968924,5185124,417592
"all;g4run;libG4processes.so;G4HadDecayGenerator::SetVerboseLevel",12809200522,11137813047,1812319270,34602327
"all;g4run;libG4processes.so;G4EquilibriumEvaporator::getPARLEVDEN@plt",0,2993815,0,32659
"all;g4run;libG4processes.so;G4BraggIonModel::ComputeDEDXPerVolume",3491571,0,1421020,0
"all;g4run;libG4processes.so;G4FermiBreakUpVI::IsApplicable",125500596,54156127,5548337,463111
"all;g4run;libG4processes.so;G4PhysicsVector::GetBin",4705945825,3601828184,523172450,17802704
"all;g4run;libG4processes.so;G4BGGPionElasticXS::CoulombFactorPiPlus@plt",0,6659454,549942,9341
"all;g4run;libG4processes.so;std::_Rb_tree<int, std::pair<int const, G4VNuclearField*>, std::_Select1st<std::pair<int const, G4VNuclearField*> >, std::less<int>, std::allocator<std::pair<int const, G4VNuclearField*> > >::_M_erase",0,0,0,7449
"all;g4run;libG4processes.so;G4ParticleTable::GetIonTable@plt",17450387,12609450,2562161,80031
"all;g4run;libG4processes.so;G4EmParameters::LossFluctuation",3486699,0,0,0
"all;g4run;libG4processes.so;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getMultiplicity",6875944072,9187140296,1425477695,9742251
"all;g4run;libG4processes.so;G4CascadeChannelTables::instance@plt",1298040550,1350473383,216044177,2434161
"all;g4run;libG4processes.so;G4CascadeInterface::NoInteraction",0,3107434,500671,15456
"all;g4run;libG4processes.so;G4HadronicProcessStore::Print",0,0,0,5339
"all;g4run;libG4processes.so;G4CollisionManager::RemoveTracksCollisions",0,6403275,535473,76498
"all;g4run;libG4processes.so;G4GEMChannel::EmittedFragment",6982667,7568799,0,6480
"all;g4run;libG4processes.so;G4MuonVDNuclearModel::MakeSamplingTable",27932498,36812609,1689716,0
"all;g4run;libG4processes.so;G4Diproton::Definition",449021115,285134231,49243614,1582225
"all;g4run;libG4processes.so;G4BinaryLightIonReaction::EnergyAndMomentumCorrector",52119530,34440666,3694341,0
"all;g4run;libG4processes.so;G4CascadeFinalStateAlgorithm::FillDirections",76449431,58538441,15479544,383465
"all;g4run;libG4processes.so;G4InuclElementaryParticle::fill",20942699,0,0,65461
"all;g4run;libG4processes.so;G4ICRU73QOModel::MaxSecondaryEnergy",20864419,13149496,1987583,65274
"all;g4run;libG4processes.so;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_default_append@plt",45279234,23725341,6467457,172537
"all;g4run;libG4processes.so;std::vector<CLHEP::HepLorentzVector, std::allocator<CLHEP::HepLorentzVector> >::_M_default_append",3943315635,3459196649,682637668,8829981
"all;g4run;libG4processes.so;G4CrossSectionInelastic::GetElementCrossSection",3357335107,1501481016,303292391,16044014
"all;g4run;libG4processes.so;CLHEP::HepLorentzVector::transform@plt",0,0,475822,0
"all;g4run;libG4processes.so;G4FragmentingString::Mass@plt",3491054,0,0,0
"all;g4run;libG4processes.so;G4MuBetheBlochModel::ComputeCrossSectionPerElectron",66347564,47532683,3396844,195153
"all;g4run;libG4processes.so;G4Fancy3DNucleus::~G4Fancy3DNucleus",0,3262914,1494439,27509
"all;g4run;libG4processes.so;G4FTFModel::GetWoundedNucleus",6799882,13652556,0,48402
"all;g4run;libG4processes.so;G4Fissioner::potentialMinimization",23818716,60476166,7595042,89099
"all;g4run;libG4processes.so;G4EquilibriumEvaporator::deExcite",41158295535,34932775678,6739137772,166447374
"all;g4run;libG4processes.so;G4LorentzConvertor::reflectionNeeded",1983245091,921556567,182575624,23815580
