cycles_old,cycles_new,instructions_old,instructions_new,cache_references_old,cache_references_new,cache_misses_old,cache_misses_new,L1_dcache_loads_old,L1_dcache_loads_new,L1_dcache_load_misses_old,L1_dcache_load_misses_new,comm,dso,symbol
6983040,0,0,0,57695,0,22753,0,2314328,0,0,0,"g4run","libG4processes.so","G4MuPairProductionModel::ComputeDEDXPerVolume"
3491094,0,0,0,0,0,93600,0,1964129,0,0,0,"g4run","libG4processes.so","G4FermiBreakUpVI::BreakFragment"
0,13320742,0,6362257,0,0,0,0,0,6775082,0,0,"g4run","libG4processes.so","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
3491188,3490288,0,3318315,594469,1208080,116760,291455,0,3902477,296406,0,"g4run","libG4processes.so","G4CollisionComposite::BufferedCrossSection"
31382590,27858715,25561467,29220772,3627711,3513681,295646,80933,9733639,19852078,218738,1768523,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getCrossSection"
1341528558,1473521115,1563865291,1639061817,123265715,114370458,23982240,20634523,751305797,873379424,49791336,52623231,"g4run","libG4processes.so","G4BGGNucleonElasticXS::IsIsoApplicable"
22817122332,17694988119,22690825299,16887559386,3573544070,2774220162,404994806,350502566,13572356950,10546164817,914051748,690382405,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState"
146316807,215986591,87411491,123028783,12060957,14558366,6116321,6995967,25754033,41829778,3699778,2987617,"g4run","libG4processes.so","G4Fragment::SetExcEnergyAndMomentum"
11177764115,10310711088,8089339526,8386479329,1920639224,1601643941,292539975,261443475,4885469103,4552867684,542265610,442354799,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
0,3488505,0,0,0,253704,0,0,0,1813808,0,0,"g4run","libG4processes.so","G4ProcessManager::FindInsertPosition"
519028220,585583353,637644651,537443148,89715023,94457669,2858896,2952873,388889633,338677681,23419516,24387330,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getCrossSection"
945157361,972245204,818887106,901992294,108048264,108906307,36779515,31665546,472662481,545480639,22254836,24251588,"g4run","libG4processes.so","G4PionPlus::Definition@plt"
9241402462,7373576374,6072823202,4842381630,1412574447,1106187210,506162867,348518860,3852572114,2906486804,487727738,376845837,"g4run","libG4processes.so","G4ComponentGGNuclNuclXsc::ComputeCrossSections"
2745357278,2025318428,2407673821,1933446873,484800175,396264807,51743454,39115272,1429672192,1146842437,125942788,96396246,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
73153589,55880731,32464126,36374770,10012049,7701893,1742134,1943401,30367871,10300024,3367132,5303652,"g4run","libG4processes.so","G4KokoulinMuonNuclearXS::IsElementApplicable"
73273547,55797471,83248828,58539393,7449642,10869885,1137901,1420174,32099944,45032230,1734596,2760877,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::ComputeCrossSections@plt"
0,6973735,0,2889035,0,559235,0,77082,0,7545510,0,234733,"g4run","libG4processes.so","G4Triton::Definition@plt"
24201020,20899677,28378851,36395260,2434495,4737451,498625,855534,15829283,17819194,1484082,988830,"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscNS@plt"
319939768,202106501,229661779,180713788,59665808,44819701,5550871,4370750,188900540,105825044,29175081,22087957,"g4run","libG4processes.so","G4HadronicProcess::UpdateCrossSectionAndMFP@plt"
110646399134,109217044884,108826883253,107656981620,19331803749,18559988669,2371790942,2362327920,65746090306,64536317796,10342307009,9640393037,"g4run","libG4processes.so","G4HadronicProcess::PostStepGetPhysicalInteractionLength"
10467322,0,0,0,567823,0,0,0,0,0,256140,0,"g4run","libG4processes.so","std::vector<G4HadSecondary, std::allocator<G4HadSecondary> >::_M_realloc_insert<G4HadSecondary>"
104646049,138874823,94311515,106953390,13294082,15726078,3998345,5976082,26481405,39394422,3612984,4759670,"g4run","libG4processes.so","G4CascadeInterpolator<10>::getBin"
7351091234,5921603513,5663060116,5083652721,1131632270,1108270517,159093178,166905178,3017307009,2813023252,336663289,381742719,"g4run","libG4processes.so","G4VHadDecayAlgorithm::IsDecayAllowed"
3407377,0,0,0,0,0,74311,0,0,0,0,0,"g4run","libG4processes.so","G4FTFAnnihilation::Create2QuarkAntiQuarkStrings"
6976296,13744478,6252479,13609539,1900362,2923702,565031,210286,13448847,4046360,0,278380,"g4run","libG4processes.so","G4GeneralNNCollision::IsInCharge"
0,3491661,0,6941965,0,957254,0,72001,0,4979591,0,0,"g4run","libG4processes.so","G4Track::G4Track@plt"
20812106,17404375,12697640,9210261,1184686,1038277,330939,204919,3892004,4081466,297941,0,"g4run","libG4processes.so","std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_realloc_insert<G4KineticTrack*>"
90614142,153272776,45003450,39535080,12707114,12216602,8449006,7265871,18820533,21120112,2613658,1717689,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetChipsCrossSection"
9545703445,8407586521,8392459395,7260998864,1619462645,1575198399,264856555,223798476,5184157638,4450354206,621833250,547694731,"g4run","libG4processes.so","CLHEP::MixMaxRng::generate@plt"
2569622811,2367214991,6839741550,6704796491,202974702,187228191,14755003,14403060,4062856127,4022564632,189826949,174234299,"g4run","libG4processes.so","G4ProductionCutsTable::ScanAndSetCouple"
0,6975684,0,3060671,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getCrossSection"
17374996,24414270,10170902,13300140,2323803,961318,690328,697572,9979131,3929266,236312,1038012,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
24408902,10472148,22990369,6220934,4085099,3004967,689650,708596,6104365,11864049,0,271023,"g4run","libG4processes.so","G4IntraNucleiCascader::setupCascade@plt"
6983782,6981034,25823173,18620622,176297,319442,76452,0,5575443,35134705,139215,483401,"g4run","libG4processes.so","G4EmModelManager::FillDEDXVector"
1440786356,1360977890,2370117210,2405231924,4816605,4992490,287208,61462,1134396585,1174805807,3626540,2926965,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
0,6976796,0,5943275,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4InteractionContent::~G4InteractionContent"
20928643,31290418,9629223,36706203,4336079,5276462,954272,1070204,17073027,5851707,900792,1016944,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >@plt"
298532565669,300373478839,368230778094,355814973904,45841299493,45550847108,3244005376,3186710033,237650210416,232216741170,14882828428,14889073375,"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta"
17445969,6982181,10009276,10429342,1869722,5024846,812588,514432,8621433,4127383,1467729,634319,"g4run","libG4processes.so","G4BinaryCascade::CheckPauliPrinciple"
431843529,255063497,337314466,265906161,45890743,36242784,1456566,986828,169041738,138504692,11259817,9306705,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getCrossSection"
592553483,1056058093,343415687,761379709,53015815,117698867,26472028,56841931,139025635,332781097,5417454,12464916,"g4run","libG4processes.so","G4EquilibriumEvaporator::getPARLEVDEN"
15672348088,15720779887,17500839139,17748081834,234029759,166545351,23198631,27493685,7912247585,7774751531,58846328,34380001,"g4run","libG4processes.so","G4GEMProbability::I3"
97661977,94142055,90801862,104948175,12783929,12992751,493123,599608,60904436,50049260,989079,3058005,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt"
230099013,184524316,165144946,116133149,39623110,32274294,4127273,3541037,134405736,108316454,13648897,13380864,"g4run","libG4processes.so","G4VPhysicalVolume::GetRotation@plt"
247304134,226378642,194943203,207119879,32378888,22595597,916063,1121915,98491394,118938425,5465088,4736135,"g4run","libG4processes.so","G4BraggModel::SampleSecondaries"
815498009,978990345,764592719,963410851,90018781,115639992,3853945,4751200,472236308,546800452,17637019,18383325,"g4run","libG4processes.so","G4NucleiModel::sortPartners"
20271646647,21024851997,17859255718,17953020248,3136381531,3235792116,532988250,511142841,11278581720,10925126768,1496182119,1422066875,"g4run","libG4processes.so","G4WentzelVIModel::ComputeTruePathLengthLimit"
3456848,6976466,0,0,0,576983,267485,0,0,2043645,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getMultiplicity"
38401815,20948449,31361663,36539105,33249,77225,19609,0,25147154,17271783,28318,50863,"g4run","libG4processes.so","G4eCoulombScatteringModel::ComputeCrossSectionPerAtom"
306789205,309847866,275745397,223359484,33704789,39636300,3381024,2453581,144082200,129916339,8306548,7769529,"g4run","libG4processes.so","G4IonFluctuations::Factor"
38415043362,36837478975,36944692544,35216472529,1450320008,1404719771,930696594,887060863,9658771282,9268399513,212578351,194493307,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon"
10463381,3489534,6687322,12352372,0,608736,0,0,7949317,4069595,228390,0,"g4run","libG4processes.so","G4AntiNuclElastic::BesselOneByArg"
52266178,111572161,58439339,75359614,7488277,9093558,1012503,1681755,30149262,57250761,2822192,3976695,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum@plt"
52311668,17392331,26229537,50734459,1979855,608374,146967,0,16075426,31473902,0,0,"g4run","libG4processes.so","std::swap<G4Nucleon>"
0,6976941,0,10123786,0,675632,0,0,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4VNuclearField*>, std::_Select1st<std::pair<int const, G4VNuclearField*> >, std::less<int>, std::allocator<std::pair<int const, G4VNuclearField*> > >::_M_get_insert_hint_unique_pos"
6969958,6976438,3438492,5404193,2085714,1917309,392901,185130,8005310,15628248,273233,838116,"g4run","libG4processes.so","G4NuclearFermiDensity::G4NuclearFermiDensity"
4106855261,3637773784,5433289778,5537068001,95015366,89284414,19872302,17191518,2383072090,2332665792,21413464,18124185,"g4run","libG4processes.so","G4PreCompoundNucleon::ProbabilityDistributionFunction"
9828016348,9749631594,12886875531,12930085545,741037,806411,17003,108824,4343050155,4307622804,136741,104690,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadrNucDifferCrSec"
3481376,0,0,0,0,0,31018,0,1821012,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
24441342,31423704,37162485,30171831,21671,398513,0,0,19006606,16228550,19988,0,"g4run","libG4processes.so","G4ICRU73QOModel::GetOscillatorEnergy"
87059606094,85297710981,98934668152,90597662524,14406581736,14145179742,1546211488,1589569835,62985627076,57502581066,4067436169,4075165013,"g4run","libG4processes.so","G4ProcessManager::EndTracking"
10464949,0,3216749,0,0,0,143183,0,2070606,0,0,0,"g4run","libG4processes.so","G4VCollision::CrossSection"
10470216,6978117,6770675,10555263,0,2345782,412877,218091,4130568,6000248,0,0,"g4run","libG4processes.so","G4AngularDistributionPP::CosTheta"
52307082,59294363,42160189,32236738,2182901,3974696,1088835,985254,20381499,21345052,1643292,1323466,"g4run","libG4processes.so","G4LundStringFragmentation::Splitup"
306691104,410948866,226290092,389063428,60977241,80567252,8838907,11751335,137922205,230906911,21401744,45541712,"g4run","libG4processes.so","G4CrossSectionDataStore::ComputeCrossSection@plt"
456716275,518340060,194201612,208616614,66055952,67823902,19975723,19777824,147198099,153131865,29206251,22449325,"g4run","libG4processes.so","G4GammaNuclearXS::GetIsoCrossSection"
1303124825,1404238854,1908853347,1864444496,36786116,39204828,11652340,13299540,675654462,664428937,5704725,5337373,"g4run","libG4processes.so","G4InuclSpecialFunctions::randomInuclPowers"
6994948,13963673,13217826,25241287,165262,0,15211,0,13600367,13554390,61037,0,"g4run","libG4processes.so","G4MollerBhabhaModel::ComputeDEDXPerVolume"
13965146,24433491,24155688,44515544,0,150775,117007,0,11590609,19586461,0,0,"g4run","libG4processes.so","G4BraggIonModel::ElectronicStoppingPower"
160156905,181256816,283090711,261385053,1899278,3191854,81847,266167,102905889,85872777,0,527767,"g4run","libG4processes.so","G4PreCompoundHe3::GetRj"
0,6582405,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4FermiFragmentsPoolVI::IsPhysical"
3487857,0,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4FermiMomentum::~G4FermiMomentum"
49344,0,0,0,0,0,19885,0,0,0,0,0,"g4run","libG4processes.so","G4EmTableUtil::UpdateModels"
6867649,10399012,14378718,9858880,1250830,0,547541,590777,5160338,13497708,700472,512905,"g4run","libG4processes.so","G4ParticleChange::AddSecondary@plt"
6925428,6980551,2966251,6452491,0,540886,0,0,2097899,4075688,292224,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getCrossSection"
3491021,0,0,0,0,0,63698,0,0,0,0,0,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SetMassCut"
47030309514,47648052495,40856592920,41322740214,9891518413,9703783312,955558305,936313892,26178252195,26267128866,4607189718,4578935238,"g4run","libG4processes.so","G4EmModelManager::GetModel"
10459468,10471551,9557272,6716227,0,609321,538850,642659,7849770,3973630,476575,261982,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame@plt"
20916154,10459909,9840253,19142509,0,1166819,147390,189073,6075996,6072098,0,0,"g4run","libG4processes.so","std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_erase"
17399870409,16261295039,17116474655,14973350330,1974874048,1853092287,253966890,250673340,10406186732,9489288022,415942558,401435078,"g4run","libG4processes.so","G4CascadParticle::operator="
0,3487664,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4KM_OpticalEqRhs::G4KM_OpticalEqRhs"
0,6502407,0,14791023,0,263481,0,0,0,2605598,0,187385,"g4run","libG4processes.so","G4HadronicDeveloperParameters::DeveloperGet"
3487981,3490804,0,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4BigBanger::generateBangInSCM"
3490751,0,0,0,0,0,60709,0,0,0,0,0,"g4run","libG4processes.so","G4RKPropagation::FreeTransport"
558131308,470719866,403838909,296168988,63574695,45758919,26211290,21059506,157902096,137988605,8095585,5214075,"g4run","libG4processes.so","G4InuclSpecialFunctions::csNN"
7159535982,6381624015,5239194853,4912365169,1523887208,1169821090,209737125,170592612,2849203462,2619349803,446141843,357342284,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::SaveKinematics"
142835586293,140976769205,144168497723,145329511772,22333754553,22012940740,2739189905,2560191990,90186137216,90414386269,9464625173,9238556243,"g4run","libG4processes.so","G4Transportation::SetTouchableInformation"
2908052396,2673011711,4522078651,4416250633,59113514,53589113,11414777,10610209,2796762819,2532590388,10252240,9395001,"g4run","libG4processes.so","G4CascadeCoalescence::clusterType"
13941668,20929962,16984168,0,1335597,2450982,137459,0,0,0,0,552835,"g4run","libG4processes.so","G4EmCorrections::ComputeIonCorrections"
1441884674,1709339390,518799024,578325806,196164220,242890608,97466063,105982041,342463142,332858828,53037370,66043737,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment"
10463984,3435159,0,9177233,565847,0,278134,432715,3371401,4046041,413166,0,"g4run","libG4processes.so","G4FragmentingString::Get4Momentum"
16986743,10353641,15858587,28110274,1351824,2852123,213344,349487,4028803,4078382,368487,0,"g4run","libG4processes.so","G4WentzelOKandVIxSection::SampleSingleScattering@plt"
48702097,48750402,25390728,46148109,5152245,4466791,1105319,1919145,22936604,27050593,1002168,1223302,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getOutgoingParticleTypes"
24050402025,23018549744,26376037506,24554551801,3085729194,3098155077,270438157,263045839,13734066373,13596157023,560487816,574182430,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
20932644,24391495,0,22656258,3221979,8989631,195278,899375,7562352,19835714,704187,1472547,"g4run","libG4processes.so","G4CascadeCoalescence::removeNucleons@plt"
3490628,0,0,0,0,0,144578,0,0,0,232693,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getOutgoingParticleTypes"
3490937,0,0,0,110135,0,68263,0,0,0,0,0,"g4run","libG4processes.so","G4hIonisation::InitialiseEnergyLossProcess"
10461237,13960850,10080240,6882620,1235261,1264459,146163,149599,3816788,4186295,0,165314,"g4run","libG4processes.so","G4SigmaMinus::Definition@plt"
1739585646,1724642061,1039976641,1190503002,279353832,302333505,103938467,108220630,708649983,642840196,101598544,100905939,"g4run","libG4processes.so","G4ComponentGGNuclNuclXsc::GetInelasticElementCrossSection"
606476782,620330791,326135850,341903112,74248490,92667771,18401263,20063634,183793762,217205648,39802103,36803384,"g4run","libG4processes.so","pFragmentAllocator"
10464693,3489026,10033838,3330273,0,541467,142070,76151,8100744,0,506802,254495,"g4run","libG4processes.so","G4NucleonNuclearCrossSection::GetElementCrossSection@plt"
7254523445,7299828421,7890056889,8246411269,968955120,983698005,156851337,159743019,4077176630,4178697815,397118536,440819607,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::ComputeCrossSections"
15411659785,14421197488,19480081418,18973287140,406467869,374985050,95227935,93509573,8216773775,8085840836,68490684,71316275,"g4run","libG4processes.so","G4KalbachCrossSection::ComputeCrossSection"
13953258,20939576,18852647,9674896,686033,1702891,370712,207498,11925504,2031939,1033930,530216,"g4run","libG4processes.so","G4Fancy3DNucleus::GetMassNumber"
34808667,38359119,22393317,36003672,3675206,3418671,891074,673194,13110827,13393584,529986,746895,"g4run","libG4processes.so","G4DiffractiveExcitation::GaussianPt"
208614819,306698864,281488230,279397156,25353450,32499301,1713936,2681043,97741333,160361702,3537658,5613880,"g4run","libG4processes.so","G4InteractionCase::set@plt"
0,2992980,0,0,0,0,0,195925,0,0,0,107869,"g4run","libG4processes.so","G4EnergyRangeManager::BuildPhysicsTable"
24412415,24427027,35052689,46603551,2854852,3055040,206488,71979,21458398,27455297,256642,470424,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
31387699,51978319,13433348,43429831,1825418,2867905,784828,1709156,7768376,14079224,1682312,2240183,"g4run","libG4processes.so","G4ComponentGGNuclNuclXsc::ComputeCrossSections@plt"
7465259829,6895036108,3212219202,2843690200,1205682980,1082317751,400098092,325789775,2556934466,2315589855,378705359,331761756,"g4run","libG4processes.so","G4LossTableManager::GetEnergyLossProcess"
0,6980882,0,3164806,0,560910,0,138863,0,2214279,0,220795,"g4run","libG4processes.so","G4XiZero::Definition@plt"
3488938,10469200,6666025,3375241,0,575296,204449,156372,3884330,0,0,283737,"g4run","libG4processes.so","G4Alpha::Definition@plt"
1303237756,1153524090,1616198490,1858522190,104362718,117238577,12662987,10256174,937616165,899918381,22441039,18714672,"g4run","libG4processes.so","G4CascadeInterpolator<30>::getBin@plt"
3951599485,4373914555,3112478348,3264749772,639516962,680067034,105401761,116289350,1830466914,1866946399,155254241,161004853,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
1957956017,2209678937,1638428707,1918129717,212120826,248418656,9696259,10983567,897248008,1045686814,29431767,39774102,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >"
3486186,0,7512916,0,0,0,0,0,0,0,0,0,"g4run","libG4processes.so","G4GammaNuclearXS::GetElementCrossSection"
17445260,6972606,10277931,13217673,2475161,4624006,499247,434151,10133920,1907014,430246,381926,"g4run","libG4processes.so","G4LossTableManager::GetEnergyLossProcess@plt"
9821193762,9948291536,6907789128,7026258152,1194363258,1313271534,494158032,552509437,3493501508,3648527712,230564308,243185627,"g4run","libG4processes.so","G4NonEquilibriumEvaporator::deExcite"
10465647,0,10219848,0,1807100,0,74784,0,1884240,0,268592,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getCrossSection"
55791250,48715719,38590823,46683286,7419902,7589066,1956241,2784412,11918326,15946693,1517705,527596,"g4run","libG4processes.so","G4CascadeDeexciteBase::getTargetData@plt"
206186379863,198004862870,189528164073,186431829503,32597410228,31753504614,4237299337,4115810430,121183354417,118141007783,14200838618,13675985727,"g4run","libG4processes.so","G4Transportation::PostStepDoIt"
96128415934,97980681544,83215166653,82093436827,20192950053,20234044996,1956880308,1876478415,53393685694,52871526715,9020012404,8877271673,"g4run","libG4processes.so","G4ProcessManager::StartTracking"
10951644074,10516294731,9130616407,8899869579,1803882195,1848823222,149059015,136291348,5199972652,5039068230,540453231,582330819,"g4run","libG4processes.so","G4NucleiModel::getCurrentDensity"
90547920,132261558,120401798,83169766,11591048,14370310,2407602,2093600,59494155,55048383,5181501,6274238,"g4run","libG4processes.so","G4Nucleon::G4Nucleon"
3490713,10466904,15997231,6790935,1851156,1324195,689998,319471,1929359,0,306449,0,"g4run","libG4processes.so","aRPAllocator@plt"
13953098,3490683,0,0,1434708,688391,81013,0,4065929,2057326,0,224694,"g4run","libG4processes.so","G4FragmentingString::SetRightPartonStable"
833085387,683424145,832122595,672826482,140238578,143124977,10770012,8977712,541402015,477391538,42124940,48377580,"g4run","libG4processes.so","sincos@plt"
3490793,0,6486512,0,607145,0,122037,0,2214028,0,0,0,"g4run","libG4processes.so","G4OmegaMinus::Definition@plt"
6983977,0,16071671,0,0,0,0,0,2771719,0,0,0,"g4run","libG4processes.so","G4ICRU73QOModel::GetShellEnergy"
135984412,108117476,212372298,168858963,3168313,1111310,106837,74620,90069987,69260583,0,198936,"g4run","libG4processes.so","G4PreCompoundDeuteron::FactorialFactor"
72948527,73088724,95280400,76173827,27092579,17440816,1524570,1058827,60839535,52197518,5675359,5283514,"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetQ2max@plt"
999560563,1087248601,872748700,841544313,160525704,159739663,51374452,44797064,496978246,564705214,55994742,60983606,"g4run","libG4processes.so","G4Decay::EndTracking"
9560629333,9478608010,9100586581,9417560022,342175533,341617513,95936970,92441830,4813200307,4630856683,69591438,62317933,"g4run","libG4processes.so","G4EvaporationProbability::ComputeProbability"
108080646,128592093,152084444,140746995,18264878,13688692,1966088,1250100,90688566,78916875,3585173,5827822,"g4run","libG4processes.so","G4InuclParticle::G4InuclParticle@plt"
2068350853,2006892247,1402678576,1305661106,272156928,249615124,112265027,104511661,787816126,620787921,60574734,54905521,"g4run","libG4processes.so","G4Fragment::~G4Fragment"
13938005,27748866,15682802,9534247,3510115,4411214,1379093,1725320,9837709,7141067,1095015,685957,"g4run","libG4processes.so","G4LundStringFragmentation::StopFragmenting"
651793216,609328293,267136090,253954588,61650467,61272990,25081420,27776719,159071751,155123185,11229878,10764319,"g4run","libG4processes.so","std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>"
192141231158,186462950621,168248505929,164868008378,42010451531,39284512715,2991740133,2441293257,114661944442,111782653966,17820046610,16517879132,"g4run","libG4processes.so","G4KleinNishinaCompton::SampleSecondaries"
0,6976966,0,0,0,597005,0,288029,0,5713094,0,0,"g4run","libG4processes.so","G4CollisionManager::GetNextCollision"
3486555,17434631,6586249,6389684,0,0,144556,0,3841829,6068099,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getCrossSection"
20930851,27905781,22390851,16012945,5431471,3192438,878033,881748,5737984,11811288,505078,0,"g4run","libG4processes.so","G4ElasticHNScattering::ElasticScattering"
36530231095,39497951131,37337261701,38375216067,7545488307,8142417668,478746615,530136567,22964022566,24296659959,3424591526,3695865870,"g4run","libG4processes.so","G4HadProjectile::InitialiseLocal"
6156425568,5804594875,5348143344,4883996996,982191262,800745817,235026607,174664731,2677287266,2395801837,160268160,153634124,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
10461642,24412303,10063228,3386019,1057500,2453434,338804,139816,8055601,2079683,0,0,"g4run","libG4processes.so","G4PhotonEvaporation::GenerateGamma@plt"
850501235,822917387,724978554,666965581,137088937,127801128,30226317,22328805,489645136,478297014,30020496,30520635,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
20935623,45269386,50253314,62399487,5069096,11799636,431228,745093,25814096,62287790,766317,2426773,"g4run","libG4processes.so","sin@plt"
293078609,296182119,222469927,216676405,50476971,42007094,9225367,9159930,119118075,132567453,22938274,20940746,"g4run","libG4processes.so","G4BGGPionInelasticXS::IsElementApplicable"
135953291,167286016,76398386,59337295,5350088,6769177,2875268,3074426,50246748,41461896,2340601,2958763,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
477453685,592429325,362233929,442074105,102364057,128248890,16227996,20418244,242110584,374208460,34639049,47375632,"g4run","libG4processes.so","aTrackAllocator@plt"
0,3490142,0,0,0,0,0,0,0,2115104,0,0,"g4run","libG4processes.so","G4LorentzConvertor::backToTheLab@plt"
6891992,3245686,0,0,0,106049,5300,0,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
13958981,38365997,3241239,14882523,2691070,5403694,387846,1288016,5750744,11832582,538513,1836475,"g4run","libG4processes.so","G4WentzelOKandVIxSection::SetupParticle"
0,3487584,0,0,0,0,0,0,0,1935955,0,0,"g4run","libG4processes.so","G4CollisionInitialState::GetFinalState"
3477320,0,0,0,0,0,0,0,1631165,0,0,0,"g4run","libG4processes.so","G4ProcessTable::GetProcessTable"
20946357,6983175,10559991,10545948,0,63541,0,0,10642167,5338121,101461,0,"g4run","libG4processes.so","G4BetheBlochModel::ComputeCrossSectionPerElectron"
6975373,13960334,3291039,3287883,2859523,1030552,770432,267755,3977860,0,993803,1231729,"g4run","libG4processes.so","G4Fragment::CalculateMassAndExcitationEnergy@plt"
10569099325,10668078856,9103151875,9530761615,1086917363,1077304131,294031467,251222310,5406096146,5567155249,232880041,247562959,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingNuclei"
11919310583,8681819561,10031258938,7092427053,2230309928,1693217917,149987550,129823379,5590122722,3995503687,742640282,546447292,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSection"
6406236995,7524145611,5096710209,5800731668,1313252464,1417906168,208164530,229098274,3356799538,3824687284,452095239,498056206,"g4run","libG4processes.so","G4ChipsElasticModel::SampleInvariantT"
717681477,598925387,433058257,286511543,80417174,66953930,32191219,26596381,222074210,186976064,17701450,18256563,"g4run","libG4processes.so","G4PhotonEvaporation::BreakUpChain"
