id,cycles,instructions,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libicuuc.so.71.1",,,,,,
"all;g4run;libG4geometry.so;G4VoxelSafety::ComputeSafety",8671109264,9093386126,1524228509,147748774,5524373811,761238634
"all;g4run;libG4geometry.so;G4BoundingEnvelope::ClipEdgesByVoxel",802976703,1796449574,15947518,183286,995505404,5502974
"all;g4run;libG4geometry.so;G4VIntersectionLocator::CheckAndReEstimateEndpoint",1394348911,1855951084,138102342,14051880,1079437381,53643832
"all;g4run;libG4geometry.so;G4NavigationLevel::~G4NavigationLevel",22648253787,19708668600,3674130596,487986156,12483090984,1568921633
"all;g4run;libG4geometry.so;G4PVPlacement::IsRegularStructure",10475730,14679074,606618,24172,17538198,277608
"all;g4run;libG4geometry.so;G4Torus::CalculateExtent",10470718,8538695,253314,0,17410822,59265
"all;g4run;libG4geometry.so;G4ReflectionFactory::CreateReflectedLV",0,0,314645,25320,0,0
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone",14748476399,15372654308,2024576735,259466537,9449353518,929019356
"all;g4run;libG4geometry.so;G4VPhysicalVolume::G4VPhysicalVolume",3491818,0,0,0,0,0
"all;g4run;libG4geometry.so;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord@plt",167305892,124193826,43759788,10340588,48043258,19452795
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone@plt",1892991723,2114026811,238692898,26714602,1262949081,108983855
"all;g4run;libG4geometry.so;G4GeomSplitter<G4LVData>::CreateSubInstance",3490633,0,0,0,0,0
"all;g4run;libG4geometry.so;hypot@plt",6921764,0,562912,193646,1936637,0
"all;g4run;libG4geometry.so;G4PolyhedraSide::DistanceAway@plt",1212589971,1445011769,149179068,12503759,813233706,68950967
"all;g4run;libG4geometry.so;G4VPhysicalVolume::SetName",0,0,0,14350,0,72103
"all;g4run;libG4geometry.so;G4Torus::DistanceToOut",10461864,13905875,1099324,371500,2336882,674698
"all;g4run;libG4geometry.so;G4PolyPhiFace::InsideEdges@plt",1574984599,1636130583,196704126,17407403,1001221267,97854760
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::DoesReIntegrate",2592181204,3032931289,307080809,30790081,1962999645,111238614
"all;g4run;libG4geometry.so;G4VIntersectionLocator::IntersectChord@plt",6978624,13389174,520448,168213,6568951,1034070
"all;g4run;libG4geometry.so;G4MagInt_Driver::AccurateAdvance",48642622,23713668,2856671,624726,14362891,745097
"all;g4run;libG4geometry.so;G4Navigator::SetupHierarchy",29197515176,23159731260,6363966623,770688221,17181801003,2543419048
"all;g4run;libG4geometry.so;G4CSGSolid::G4CSGSolid",0,0,318143,0,0,0
"all;g4run;libG4geometry.so;G4NavigationHistoryPool::Clean",3488681,0,0,0,0,0
"all;g4run;libG4geometry.so;G4Box::BoundingLimits",10471893,33888728,61816,3480,0,0
"all;g4run;libG4geometry.so;G4SubtractionSolid::DistanceToIn",15482593280,19845945481,1340016118,87552248,10840100674,797508297
"all;g4run;libG4geometry.so;G4VoxelSafety::ComputeSafety@plt",6979386,22720470,1876247,125148,8739239,272388
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeStep",287871769824,278865637436,52349129086,5224518618,172843101860,24081959819
"all;g4run;libG4geometry.so;G4FieldTrack::G4FieldTrack@plt",0,0,605312,0,0,0
"all;g4run;libG4geometry.so;G4SmartVoxelHeader::BuildNodes",87284040,193044366,2708845,137794,120855209,1018222
"all;g4run;libG4geometry.so;G4Navigator::SetSavedState",49373014363,49619189245,9189699677,900765106,32324484085,4564042680
"all;g4run;libG4geometry.so;G4ReflectedSolid::SurfaceNormal",101040493,120984689,13631846,1401217,61409211,7010490
"all;g4run;libG4geometry.so;_G4cout_p@plt",122017934,138061755,12251249,4251680,92996625,9345871
"all;g4run;libG4geometry.so;G4Navigator::GetGlobalExitNormal",9096443458,10744647423,1054430730,125597468,6563443294,371017945
"all;g4run;libG4geometry.so;G4Region::GetRegionalSteppingAction",159200921040,155962752950,26877334408,3479737622,95693376173,9921295556
"all;g4run;libG4geometry.so;G4PhysicalVolumeStore::Register",3492214,6733669,312220,0,3050092,0
"all;g4run;libG4geometry.so;G4VIntersectionLocator::GetSurfaceNormal",2624281128,3267326677,295686101,26219205,1936724235,102939338
"all;g4run;libG4geometry.so;G4ChordFinder::ApproxCurvePointV",20721592175,20500986623,2896578461,487374232,13925003181,864182013
"all;g4run;libG4geometry.so;G4Trap::BoundingLimits",0,25510696,108570,9623,8530042,53336
"all;g4run;libG4geometry.so;G4IntersectionSolid::DistanceToIn",965083187,1486117107,40406629,2663304,881669665,7448405
"all;g4run;libG4geometry.so;G4Trap::SurfaceNormal",679347368,534360588,71238025,9907849,386813144,27312344
"all;g4run;libG4geometry.so;G4Polyhedra::BoundingLimits",0,8628438,0,0,0,0
"all;g4run;libG4geometry.so;G4Polyhedra::CalculateExtent",0,0,0,0,4409115,0
"all;g4run;libG4geometry.so;G4EquationOfMotion::G4EquationOfMotion",0,6609210,0,0,0,279530
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone1",149923412881,168675283307,18674438294,2109785166,99505634863,8897949575
"all;g4run;libG4geometry.so;G4FieldManagerStore::GetInstance@plt",1902179353,1711434429,376781830,34018458,1044706296,168581172
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone2",36142261379,41391644529,4550949494,529004448,24359490373,2177526376
"all;g4run;libG4geometry.so;G4GeomTools::PolygonArea",0,0,0,0,0,30367
"all;g4run;libG4geometry.so;G4Polycone::DistanceToIn",1780890009,1876811505,260149770,31031861,1231610150,112813749
"all;g4run;libG4geometry.so;G4DisplacedSolid::DistanceToOut",4544140680,3717684238,920941458,132593915,2525876455,457760778
"all;g4run;libG4geometry.so;G4LogicalVolume::ResetMass",3333715,0,0,0,0,234789
"all;g4run;libG4geometry.so;G4PVPlacement::GetRegularStructureId",43678897356,36749545564,9289662577,1039621562,25473344873,3945921065
"all;g4run;libG4geometry.so;G4PolyconeSide::GetPhi",5677215122,5330244455,819185270,102006509,3042083327,377394849
"all;g4run;libG4geometry.so;G4SafetyHelper::InitialiseHelper",0,0,347844,0,0,0
"all;g4run;libG4geometry.so;G4LogicalVolume::SetSensitiveDetector",8773196,0,0,0,0,0
"all;g4run;libG4geometry.so;G4NavigationHistory::G4NavigationHistory",88706202288,78074377998,14557128235,1971094472,50448892501,6608344553
"all;g4run;libG4geometry.so;std::vector<CLHEP::Hep2Vector, std::allocator<CLHEP::Hep2Vector> >::_M_realloc_insert<CLHEP::Hep2Vector const&>",0,0,211734,0,0,50029
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep@plt",31391067,55464717,1556607,285735,37942607,841124
"all;g4run;libG4geometry.so;G4Mag_EqRhs::~G4Mag_EqRhs",0,0,0,0,1824589,0
"all;g4run;libG4geometry.so;G4AllocatorPool::Grow@plt",0,0,85821,0,0,0
"all;g4run;libG4geometry.so;G4PolyhedraSide::GetPhi",405654686674,441728935135,58564365588,6268878547,255518198356,28531267680
"all;g4run;libG4geometry.so;G4BoundingEnvelope::CheckBoundingPolygons",17449947,58222320,1331735,6630,26082443,337403
"all;g4run;libG4geometry.so;G4PolyhedraSide::PhiSegment@plt",2293422254,2611058201,332061882,31711750,1562612065,167372418
"all;g4run;libG4geometry.so;G4Trap::GetVertices@plt",0,0,109847,0,0,0
"all;g4run;libG4geometry.so;G4BoundingEnvelope::TransformVertices",366592383,873852816,11864767,155842,450878057,5524278
"all;g4run;libG4geometry.so;G4GeomTools::DiskExtent@plt",0,0,0,0,4215811,0
"all;g4run;libG4geometry.so;G4PolyPhiFace::Intersect",49202009678,63732944124,3474584691,317697038,35593860322,1796866795
"all;g4run;libG4geometry.so;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >",3491612,0,0,18173,0,0
"all;g4run;libG4geometry.so;G4Navigator::GetMotherToDaughterTransform@plt",17383367,57840373,3455178,382728,32718008,1906305
"all;g4run;libG4geometry.so;G4LogicalVolume::GetSolid",201993941221,189476058250,36732071569,3867381331,122903836995,16514410132
"all;g4run;libG4geometry.so;G4VCSGfaceted::DistanceToIn@plt",3048797991,3089028390,432420082,51883402,1814780003,214070095
"all;g4run;libG4geometry.so;G4Box::DistanceToIn",24064809276,22320002918,4468428033,379393823,14101822252,2141850600
"all;g4run;libG4geometry.so;G4NavigationLevel::~G4NavigationLevel@plt",0,0,0,63382,0,0
"all;g4run;libG4geometry.so;aNodeAllocator@plt",0,8273519,0,0,8540021,0
"all;g4run;libG4geometry.so;G4PropagatorInField::RefreshIntersectionLocator@plt",24411746,15787666,7684621,272583,17610713,2738437
"all;g4run;libG4geometry.so;G4SubtractionSolid::SurfaceNormal",5774420834,7032329164,493720617,56622031,3955606543,220667522
"all;g4run;libG4geometry.so;G4UnionSolid::BoundingLimits",3491090,0,0,0,0,0
"all;g4run;libG4geometry.so;G4Tubs::DistanceToOut",53357194835,51553204035,10433332692,1020261581,33260851353,4704480149
"all;g4run;libG4geometry.so;G4CutTubs::SurfaceNormal",17424236,17541470,551274,235155,12593145,0
"all;g4run;libG4geometry.so;G4IntersectingCone::LineHitsCone2@plt",686845131,826184142,83072819,10613984,418399011,41919721
"all;g4run;libG4geometry.so;G4IntersectingCone::HitOn@plt",59237049,82811753,8758169,554893,37292275,2908278
"all;g4run;libG4geometry.so;G4Navigator::LocateGlobalPointWithinVolume",445645422186,471317037316,77647263865,7597490455,295540562440,35857914384
"all;g4run;libG4geometry.so;G4VIntersectionLocator::ReEstimateEndpoint@plt",0,0,0,59069,0,0
"all;g4run;libG4geometry.so;G4TransportationManager::GetTransportationManager",0,0,0,0,0,197807
"all;g4run;libG4geometry.so;G4ReflectedSolid::CalculateExtent",0,0,103549,0,0,0
"all;g4run;libG4geometry.so;G4LogicalVolume::GetMaterial",127351753860,130835773523,21102333923,2317145521,81829494962,8970514281
"all;g4run;libG4geometry.so;G4EnclosingCylinder::ShouldMiss@plt",188048777,125130172,30629567,3407761,110648978,11392750
"all;g4run;libG4geometry.so;G4ReflectionFactory::IsReflection",0,0,0,0,3022108,0
"all;g4run;libG4geometry.so;G4PolyPhiFace::InsideEdges",523047225215,570296744877,74550184878,7037358854,323113984375,37828527487
"all;g4run;libG4geometry.so;G4Navigator::RestoreSavedState",33415132974,38861971644,5337481184,439420004,21609282870,2745631879
"all;g4run;libG4geometry.so;G4Navigator::RestoreSavedState@plt",111558810,152961732,22943984,1370838,133724193,15779861
"all;g4run;libG4geometry.so;G4SmartVoxelNode::operator==",6982106,8191362,373979,9170,12681826,24613
"all;g4run;libG4geometry.so;G4PropagatorInField::ComputeStep",429077521350,373037917589,92643083233,7336579099,240521295497,42398678772
"all;g4run;libG4geometry.so;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord@plt",460645853,387486605,111441439,9946411,257455494,49750496
"all;g4run;libG4geometry.so;G4Torus::SolveNumericJT",111535383,93778852,6505084,2359140,44366442,4390485
"all;g4run;libG4geometry.so;G4PolyconeSide::DistanceAway",127759197184,114035483331,21122929792,2939666389,72471589111,9232963699
"all;g4run;libG4geometry.so;memset@plt",968803821,718359573,218168758,20489959,455093567,104826898
"all;g4run;libG4geometry.so;G4GeomTools::DiskExtent",3492258,17082147,0,1944,4386395,20458
"all;g4run;libG4geometry.so;G4UnionSolid::Inside",33829387182,38834763574,4406495898,292653546,25964467595,2651661078
"all;g4run;libG4geometry.so;G4Cons::Inside",2846348076,2284801402,370861695,77855236,1686608596,193977929
"all;g4run;libG4geometry.so;std::__introsort_loop<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>",0,6950328,0,73039,0,0
"all;g4run;libG4geometry.so;G4GeomSplitter<G4PVData>::CreateSubInstance",0,0,306318,0,0,0
"all;g4run;libG4geometry.so;G4IntersectionSolid::DistanceToOut",2941395637,3893057056,402614673,22706583,2236967335,206523135
"all;g4run;libG4geometry.so;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",0,0,317688,0,0,0
"all;g4run;libG4geometry.so;G4Tubs::BoundingLimits",0,8436572,74056,2596,0,0
"all;g4run;libG4geometry.so;G4MultiNavigator::~G4MultiNavigator",0,0,0,78920,0,0
"all;g4run;libG4geometry.so;G4NavigationLevel::operator=",320361426888,287787608949,57740133919,6574871400,188796552310,25138032640
"all;g4run;libG4geometry.so;aTouchableHistoryAllocator@plt",128975576,109681891,24717945,2803681,65763911,10066662
"all;g4run;libG4geometry.so;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>",13957173,12264028,2573546,132923,6363397,0
"all;g4run;libG4geometry.so;G4Cons::DistanceToIn",3363856939,3164302664,539312428,64160891,2002135533,260279493
"all;g4run;libG4geometry.so;G4SolidStore::GetSolid",0,0,0,10008,0,0
"all;g4run;libG4geometry.so;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",181597709896,151979426063,40717016719,3337482076,95799642751,19873874709
"all;g4run;libG4geometry.so;G4BoundingEnvelope::CalculateExtent",342146217,1017693495,6944571,45105,399488277,3391959
"all;g4run;libG4geometry.so;G4PolyconeSide::GetPhi@plt",128974024,166744870,23455388,2982016,94313874,11280717
"all;g4run;libG4geometry.so;G4PolyhedraSide::ClosestPhiSegment@plt",3132857043,3588425554,417854859,30437872,1912703330,232422514
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance",50187240386,42625013886,11263427313,913977073,26549907945,5617821348
"all;g4run;libG4geometry.so;G4Torus::SurfaceNormal",20921218,3135829,2257155,88840,6099796,266421
"all;g4run;libG4geometry.so;G4LineSection::G4LineSection@plt",128779798,154233717,39866727,3339880,65225897,18375823
"all;g4run;libG4geometry.so;G4VIntersectionLocator::GetSurfaceNormal@plt",76937786,51581160,6481291,257377,58395203,3000644
"all;g4run;libG4geometry.so;G4Region::BelongsTo",16039398643,38435146146,1244494351,121777451,16242076992,1117085143
"all;g4run;libG4geometry.so;G4VoxelSafety::SafetyForVoxelHeader",31494139059,28784218152,5731248891,506745930,17296773602,2869706620
"all;g4run;libG4geometry.so;G4LogicalVolume::GetSolid@plt",38259251,29345705,7858087,1073738,40694777,3797016
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeStep@plt",1348605587,1292055219,274360783,32500279,705468749,131884837
"all;g4run;libG4geometry.so;G4LineSection::Dist@plt",17447448,16067738,4901487,928968,12228332,2948382
"all;g4run;libG4geometry.so;G4SmartVoxelHeader::CalculateQuality",6983309,8344669,60851,3680,8734909,102518
"all;g4run;libG4geometry.so;G4CutTubs::DistanceToIn",505058452,403411334,60908909,13402708,234763311,39834045
"all;g4run;libG4geometry.so;G4PolyconeSide::Distance",241144676691,254180114090,38827612328,4112011813,156923226773,18522871080
"all;g4run;libG4geometry.so;aTouchableHistoryAllocator",29360102819,25759017638,4877897888,692827887,17131875464,2111657219
"all;g4run;libG4geometry.so;G4VPhysicalVolume::GetTranslation@plt",1267987323,1425717383,231858621,22753790,929400943,106672987
"all;g4run;libG4geometry.so;G4Tubs::G4Tubs",0,0,0,0,3013298,0
"all;g4run;libG4geometry.so;field_utils::relativeError2@plt",0,0,0,0,2551498,0
"all;g4run;libG4geometry.so;G4BoundingEnvelope::GetPrismAABB",76812708,312301065,1924808,9708,179854850,957345
"all;g4run;libG4geometry.so;G4FieldManager::~G4FieldManager",0,0,0,19911,0,0
"all;g4run;libG4geometry.so;G4LogicalVolume::SetSolid",3515760,0,0,70849,0,0
"all;g4run;libG4geometry.so;G4LogicalVolume::GetFieldManager",6620704257,6620658840,1212682693,138812189,3854836207,587768625
"all;g4run;libG4geometry.so;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",1205065602,1177205716,206435332,33325840,914099394,75869345
"all;g4run;libG4geometry.so;G4VoxelNavigation::ComputeVoxelSafety@plt",662626635,665483025,104240796,10690819,485733733,42970064
"all;g4run;libG4geometry.so;G4UnionSolid::DistanceToIn",1114913446,1055168832,231908114,20321607,707649809,120006583
"all;g4run;libG4geometry.so;G4UnionSolid::DistanceToOut",1802103357,1638963532,359622970,34499582,1114594099,161388618
"all;g4run;libG4geometry.so;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError@plt",1822130781,1782040056,334074675,24622419,1143693779,154235999
"all;g4run;libG4geometry.so;G4Trap::GetVertices",48879278,74675117,668501,4278,41101803,110134
"all;g4run;libG4geometry.so;G4Torus::TorusRootsJT@plt",6980378,0,0,77635,0,0
"all;g4run;libG4geometry.so;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_realloc_insert<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > >",122190574,287331283,1300035,202941,189339850,731033
"all;g4run;libG4geometry.so;G4GeomSplitter<G4PlSideData>::SlaveInitializeSubInstance",0,1934943,1444,0,0,439349
"all;g4run;libG4geometry.so;std::vector<HepGeom::Point3D<double>, std::allocator<HepGeom::Point3D<double> > >::_M_realloc_insert<HepGeom::Point3D<double> >@plt",0,0,0,0,0,30598
"all;g4run;libG4geometry.so;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > > >::_M_erase",3491260,0,0,74485,0,0
"all;g4run;libG4geometry.so;G4VPhysicalVolume::GetRotation",58708734843,57919132782,8734816401,989675150,35754960592,3861260637
"all;g4run;libG4geometry.so;G4Navigator::ResetHierarchyAndLocate",75186006834,65950598837,16205558027,1478185459,46748176659,6415276777
"all;g4run;libG4geometry.so;G4DisplacedSolid::SurfaceNormal",815081793,995342763,102096601,8739962,702571267,48147862
"all;g4run;libG4geometry.so;G4ReflectionFactory::Place",3491788,13435127,0,18066,0,0
"all;g4run;libG4geometry.so;std::vector<G4SmartVoxelProxy*, std::allocator<G4SmartVoxelProxy*> >::operator=",0,0,109025,0,0,0
"all;g4run;libG4geometry.so;G4PolyhedraSide::DistanceToOneSide@plt",320464756,380164140,53113841,5080964,241982737,28002352
"all;g4run;libG4geometry.so;G4NormalNavigation::ComputeSafety",70915562296,79095695606,12541672333,1072559236,47398205248,6453033446
"all;g4run;libG4geometry.so;G4VIntersectionLocator::ReEstimateEndpoint",79990566,42212987,4944561,714892,40646498,2258547
"all;g4run;libG4geometry.so;G4Polyhedra::DistanceToIn",1989774004,1834390205,350082034,35114152,1066984468,147593015
"all;g4run;libG4geometry.so;G4VIntersectionLocator::IntersectChord",3653414997,4830161618,510532871,44647891,2759452885,176017695
"all;g4run;libG4geometry.so;G4PolyconeSide::Intersect",107342669877,116907402460,13897844619,1580761237,70996762165,6297234257
"all;g4run;libG4geometry.so;operator new[]@plt",3481638,0,0,0,0,0
"all;g4run;libG4geometry.so;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnComputeStep",6447013794,5834449431,1410858214,104266228,3621867559,694309641
"all;g4run;libG4geometry.so;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",3489211,25197664,694797,106246,5345130,68606
"all;g4run;libG4geometry.so;G4PropagatorInField::GimmeTrajectoryVectorAndForgetIt",19020158818,18018475038,3289618813,410852208,11764821795,1302015424
"all;g4run;libG4geometry.so;std::vector<G4NavigationLevel, std::allocator<G4NavigationLevel> >::_M_default_append@plt",3489803,0,0,0,0,0
"all;g4run;libG4geometry.so;G4ClassicalRK4::G4ClassicalRK4",0,0,0,228997,2049591,0
"all;g4run;libG4geometry.so;G4LogicalVolume::AssignFieldManager",9813386,17038273,0,72096,2187143,0
"all;g4run;libG4geometry.so;G4VCSGfaceted::Inside",284651947293,295228739784,44408148615,5240421822,173427849089,20581861117
"all;g4run;libG4geometry.so;G4Tubs::SurfaceNormal",5706844310,5015562074,1071391018,164843950,3080822037,405742937
"all;g4run;libG4geometry.so;G4FieldManagerStore::GetInstance",44628405909,38768241675,8701450605,995205826,24712830016,3865349409
"all;g4run;libG4geometry.so;G4Navigator::GetMotherToDaughterTransform",2459312566,2786925004,298730892,36929016,1708814536,112137025
"all;g4run;libG4geometry.so;G4LogicalVolumeStore::GetInstance",3491079,0,0,0,0,0
"all;g4run;libG4geometry.so;operator delete@plt",6979047,0,113488,0,4321559,35974
"all;g4run;libG4geometry.so;G4ReflectionFactory::GetReflectedLV",6983293,0,645479,0,0,67604
"all;g4run;libG4geometry.so;G4LogicalVolume::InitialiseWorker",10202957,0,0,15296,6684236,151702
"all;g4run;libG4geometry.so;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_default_append",80300349,358645139,2250900,3266,184589067,636606
"all;g4run;libG4geometry.so;std::vector<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_M_realloc_insert<std::pair<int, int> >",38404785,125919417,288886,2784,68626566,139437
"all;g4run;libG4geometry.so;G4MagErrorStepper::~G4MagErrorStepper",6977427,0,0,0,0,0
"all;g4run;libG4geometry.so;G4PolyhedraSide::DistanceToOneSide",424598766337,464786900629,61750336935,6817397543,271655176572,29049279772
"all;g4run;libG4geometry.so;HepGeom::operator*@plt",17428906,3364114,0,347179,3981090,219100
"all;g4run;libG4geometry.so;G4LogicalVolume::~G4LogicalVolume",0,0,0,0,0,68373
"all;g4run;libG4geometry.so;G4PolyhedraSide::Distance",308737683870,359610945097,40207127992,2677437665,195522663784,22481142581
"all;g4run;libG4geometry.so;pow@plt",121993290,141297253,6618034,207751,71477569,2138670
"all;g4run;libG4geometry.so;G4MagInt_Driver::~G4MagInt_Driver",0,0,0,0,3938847,0
"all;g4run;libG4geometry.so;G4LogicalVolumeStore::Clean",0,0,0,34381,0,0
"all;g4run;libG4geometry.so;aNodeAllocator",0,0,118029,0,0,0
"all;g4run;libG4geometry.so;G4ClassicalRK4::DumbStepper",86982798,74785798,7795119,336329,52134882,1988550
"all;g4run;libG4geometry.so;operator new@plt",6980750,8271893,0,0,4205292,0
"all;g4run;libG4geometry.so;G4MagneticField::G4MagneticField",0,3208179,0,0,0,0
"all;g4run;libG4geometry.so;G4SmartVoxelHeader::~G4SmartVoxelHeader",51229304,19357483,808214,262393,0,398392
"all;g4run;libG4materials.so",,,,,,
"all;g4run;libG4materials.so;G4AtomicShells::GetNumberOfElectrons",17457344,7422505,101053,0,9316510,0
"all;g4run;libG4materials.so;G4Material::InitializePointers",0,7172393,278489,0,0,0
"all;g4run;libG4materials.so;G4DensityEffectData::AddMaterial",3491467,0,0,0,0,0
"all;g4run;libG4materials.so;G4Element::GetElement",0,0,0,0,0,64086
"all;g4run;libG4materials.so;G4NistMaterialBuilder::BuildNistMaterial",3492084,7118362,556163,0,0,0
"all;g4run;libG4materials.so;G4SandiaTable::ComputeMatSandiaMatrix",6981740,22082597,0,0,7312082,0
"all;g4run;libG4materials.so;G4Material::AddElementByMassFraction",3492051,7259055,301036,0,0,0
"all;g4run;libG4materials.so;G4IonisParamMat::GetDensityEffectData",0,0,0,0,0,31151
"all;g4run;libG4materials.so;G4SandiaTable::GetSandiaCofPerAtom",3491844,0,0,0,0,45108
"all;g4run;libG4materials.so;G4AtomicShells::GetBindingEnergy",0,0,0,0,0,24244
"all;g4run;libG4materials.so;G4Material::ComputeNuclearInterLength",0,0,0,0,0,52154
"all;g4run;libG4materials.so;G4Material::GetMaterial",6982818,7378861,290556,9252,6071352,45332
"all;g4run;libG4materials.so;G4IonisParamMat::GetDensityCorrection",3490469,26460131,0,0,9270722,0
"all;g4run;libG4materials.so;G4AtomicShells::GetNumberOfShells",0,0,0,0,3520095,0
"all;g4run;libG4error_propagation.so",,,,,,
"all;g4run;libG4error_propagation.so;std::vector<double, std::allocator<double> >::_M_default_append",0,10431180,232530,23648,2366785,41959
"all;g4run;libG4error_propagation.so;operator new@plt",6980730,0,630188,0,0,344293
"all;g4run;libG4error_propagation.so;std::vector<double, std::allocator<double> >::_M_fill_assign",73168244,84813620,12052897,2697429,31855694,2969125
"all;g4run;libG4Tree.so",,,,,,
"all;g4run;libG4Tree.so;std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<char const*&>",0,0,78043,0,2028889,0
"all;g4run;libG4GMocren.so",,,,,,
"all;g4run;libG4GMocren.so;std::vector<G4UIparameter*, std::allocator<G4UIparameter*> >::_M_realloc_insert<G4UIparameter* const&>",0,0,0,0,142751,0
"all;g4run;libG4GMocren.so;G4Tokenizer::operator()",0,0,0,0,32689,0
"all;g4run;libG4GMocren.so;std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<G4String const&>",3491268,0,0,0,0,0
"all;g4run;libG4GMocren.so;std::vector<G4UItokenNum::yystype, std::allocator<G4UItokenNum::yystype> >::_M_default_append",0,0,0,0,1254675,0
"all;g4run;libG4clhep.so",,,,,,
"all;g4run;libG4clhep.so;CLHEP::HepRandom::getTheEngine@plt",6969251,10067672,0,62376,3866720,0
"all;g4run;libG4clhep.so;engine",20944232,33765277,1316064,17413,15314091,92652
"all;g4run;libG4clhep.so;CLHEP::RandFlat::shoot",3481275,6353519,0,60042,2092386,161202
"all;g4run;libG4clhep.so;CLHEP::Hep3Vector::operator*=",7031125938,6293256547,1166157225,147320881,4237017016,511379853
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::beta",10460031,23882027,2822486,298703,5993544,625670
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::iterate@plt",6627386754,5967028487,1178380117,101546973,3344004677,371952457
"all;g4run;libG4clhep.so;CLHEP::(anonymous namespace)::theDefaults",237836576984,217629847545,41829411724,4054969062,132535150939,16097753644
"all;g4run;libG4clhep.so;CLHEP::MixMaxRng::fmodmulM61",0,3369260,0,0,0,0
"all;g4run;libG4clhep.so;CLHEP::HepLorentzVector::operator()",3490094,3772367,509186,148023,0,0
"all;g4run;libG4clhep.so;CLHEP::RandGamma::genGamma@plt",6974478,3314590,574254,180035,1810201,226763
