cycles,instructions,stalled_cycles_frontend,stalled_cycles_backend,comm,dso,symbol
87265750,112650264,1055728,16019949,"g4run","libG4particles.so","G4ParticleDefinition::operator!="
87263759,101833697,3239395,3059558,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
87263283,224513826,336129,42203361,"g4run","libG4event.so","0x0000000000068d20"
87260136,157426584,2356774,12488250,"g4run","libG4processes.so","G4OpticalParametersMessenger::~G4OpticalParametersMessenger"
87250494,134277780,3413362,15146920,"g4run","libG4global.so","G4Physics2DVector::PutVectors"
86368511,132901834,1697362,13463826,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::SampleSecondaries"
83771314,157532462,3166824,14832525,"g4run","libG4processes.so","G4PionMinusField::~G4PionMinusField@plt"
83767919,112396022,1199561,9407495,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
83767380,107438616,9355089,25018638,"g4run","libm.so.6","__acos"
83764260,89136485,1398729,17426658,"g4run","libG4processes.so","G4LivermoreComptonModel::SampleSecondaries"
83750251,145305457,2284174,21392359,"g4run","libG4geometry.so","G4Trap::operator="
83749868,71514408,564646,20800836,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
80283600,146499938,2568212,15645031,"g4run","libG4processes.so","G4PhysicsTableHelper::PreparePhysicsTable@plt"
80279051,131302057,1370789,11460012,"g4run","libG4processes.so","G4ScreeningMottCrossSection::SetupKinematic"
80273914,149383169,4043620,7378009,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
80273808,197988313,2064566,23911228,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
80271193,114408521,2209854,10852483,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
80270528,78495480,819736,7264664,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
76801291,110376843,3425113,2673870,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
76790045,106799694,2472260,9382269,"g4run","libG4processes.so","G4LossTableManager::Register"
76790042,122944162,2225696,19006940,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
76787359,142826207,2613294,20999634,"g4run","libG4geometry.so","G4Cons::DistanceToIn"
76783131,145836496,2139937,20829752,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
76779420,130413339,2196566,17501773,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
76776593,147573459,1343869,40866673,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
73634475,112486078,4315367,6208166,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
73310264,163529671,1504887,10336245,"g4run","libG4geometry.so","0x00000000001fe69d"
73303167,80078396,1803017,2168141,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
73303017,109446307,1017793,21710467,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel"
73301003,124046311,3444759,14396846,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
73299467,76998458,4204235,11526509,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
73298116,114843123,806709,40672091,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
73293986,71751815,1635263,18359552,"g4run","libG4geometry.so","G4VoxelSafety::~G4VoxelSafety"
73292869,96407056,3886799,2755755,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
73290900,142203848,2273989,26501037,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
73290687,94554026,2310746,7124405,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
73280707,72893352,1547181,10696709,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
69996217,235891605,1406982,21599068,"g4run","libG4geometry.so","0x0000000000103d38"
69820573,50604145,3794907,5860180,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
69816294,76685849,1044851,7253678,"g4run","libG4geometry.so","G4FieldTrack::SetChargeAndMoments"
69814892,99158354,2202653,13567984,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
69805128,83250320,2678762,15159042,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
69804383,95145318,2129721,5247039,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetSlope"
69802209,115543637,1229245,6046600,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
69800511,90993817,4457105,8055021,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
69798593,106933796,5205415,12225437,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
66870987,99418093,930323,14927623,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIdEdx"
66323412,164360048,2528133,35390841,"g4run","libG4particles.so","0x000000000008131f"
66322147,66096757,2325275,12323308,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
66321929,77213535,1982625,4101598,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
66320226,133860268,3921203,7692486,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
66320147,118599897,3630928,13627288,"g4run","libc.so.6","__strncmp_avx2"
66310347,67868673,1259832,7534690,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
66308782,67521533,414039,10559875,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
62830679,107390102,1460463,10190268,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
62829124,101229038,1608793,9714965,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
62827776,67701592,2609558,3024935,"g4run","libG4particles.so","G4PionMinus::Definition"
62827246,76571193,1408880,11741625,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
62827006,141575562,1073027,11271476,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
62823403,124560467,3176317,14581058,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeCrossSectionPerAtom"
62823125,135608683,1947514,22236617,"g4run","libG4geometry.so","G4LogicalCrystalVolume::G4LogicalCrystalVolume"
62821172,66772582,1878785,6456998,"g4run","libG4particles.so","G4PionPlus::Definition"
62815962,83811986,8655323,8104082,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
62814000,144745800,843635,25382617,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
62329915,153262284,1571184,20393955,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
61592044,109385910,147441,14867187,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
59881684,61343142,1747893,3583534,"g4run","libG4processes.so","0x00000000008b6af6"
59345916,55908971,1562074,9770717,"g4run","libG4event.so","0x0000000000068d70"
59343567,68191915,2737655,7236412,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
59343387,82209310,1869260,5809731,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
59341195,66747993,5108686,5531154,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
59339563,56247321,749380,10364116,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
59338447,110673022,2634035,15587753,"g4run","libG4processes.so","G4NeutronCaptureXS::RetrieveVector"
59336719,112788412,3879919,3211883,"g4run","libG4processes.so","G4NucleiModel::reset"
59336221,109584487,1819998,14560696,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2UniformHelm"
59335882,32955226,2425654,6672297,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
59335165,45903694,1993044,8815226,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
59333569,27476508,1566172,5713814,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
59324787,51088691,6193210,5470502,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
55856529,84552688,3055090,914985,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
55856183,60530514,1065225,11890946,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
55851884,127896347,1939536,9502963,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
55851597,176617776,827466,22719809,"g4run","libG4processes.so","G4PEEffectFluoModel::CrossSectionPerVolume"
55851198,55981458,1134390,7583780,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
55850937,61849376,1153091,2843431,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
55850033,37275936,1303331,12202022,"g4run","libG4event.so","0x0000000000069d73"
55848623,72136874,2438468,5148037,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
55847185,79532663,989536,8979383,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
55847181,78691498,907861,7997191,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
55846141,89882831,1166152,12363013,"g4run","libG4geometry.so","atan2@plt"
55845186,136220389,1083367,20216204,"g4run","libm.so.6","pow@@GLIBC_2.29"
55844937,54989939,1488924,10718749,"g4run","libG4event.so","0x000000000006a4b0"
55843481,107000413,3830638,5397052,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
55843089,65194519,1424767,12672210,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
55842915,38792066,1099589,8111655,"g4run","libG4processes.so","0x00000000006ce62f"
55839050,40848930,3314360,7140149,"g4run","libG4geometry.so","G4MultiUnion::operator="
55838157,84410233,2422178,2715750,"g4run","libG4particles.so","G4Electron::Definition"
55837565,73312859,1401673,7391717,"g4run","libG4geometry.so","0x0000000000270ba8"
55827741,105803567,1669244,16263031,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
53893631,132058941,151975,11993525,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
52357180,90641505,2033709,10149419,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
52356526,95717100,954412,3733883,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
52355376,146452870,1784018,12549641,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronInelastic"
52354786,44416824,2028377,9218006,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
52354443,57153291,321120,5519220,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
52354046,93888921,1051413,11204239,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
52353438,43446328,2065499,18866806,"g4run","libc.so.6","_int_malloc"
52351960,104870342,1216733,14987776,"g4run","libG4processes.so","G4NIELCalculator::AddEmModel"
52350551,95601327,1378475,13063688,"g4run","libG4processes.so","G4OpticalParameters::GetWLSTimeProfile"
52349728,62107558,1991509,1918525,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
49140382,107460740,512488,17273508,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
48870809,110467628,363884,14135379,"g4run","libG4geometry.so","G4ModifiedMidpoint::G4ModifiedMidpoint"
48870209,27928955,217585,10441963,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectTranslation"
48867913,50245226,1110315,9386300,"g4run","libG4processes.so","G4PAIySection::CallError"
48867063,62647202,776227,7227823,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
48866988,69058998,531557,5635554,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
48866424,92413394,751012,7544150,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
48865902,45319857,638477,11590880,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
48865699,38749595,963756,6737106,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
48865157,49789456,2859952,2840118,"g4run","libG4particles.so","G4KaonPlus::Definition"
48864606,100705536,1681142,14103376,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
48864269,67288275,833858,6442845,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
48863724,64386180,753313,12472499,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
48862334,51106422,4439692,4377155,"g4run","libG4particles.so","G4DynamicParticle::operator="
48855761,61059206,736010,7044575,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
45380423,73734545,1970097,5508337,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
45377350,65666824,621506,7540629,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
45376425,84188795,461156,5642618,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
45376069,55884140,796028,7334797,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
45375827,67748963,806155,34164869,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
45375275,32743145,387426,5197748,"g4run","libG4processes.so","G4PAIxSection::GetStepEnergyLoss"
45374638,157093935,989741,4464086,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
45374364,89979752,1559338,14885608,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
45372899,33295448,2260572,2508081,"g4run","libG4particles.so","0x000000000006c848"
45372799,62262086,723880,5252860,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
45372287,79417522,431081,18513150,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
45367876,71133025,836943,7593817,"g4run","libG4processes.so","G4PhysicsVector::Value"
41889406,22698698,573695,4470055,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
41889402,38852339,1644088,5038107,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
41889343,38694051,944061,9919362,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
41887994,43131406,1070829,9921013,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
41887595,28238206,807175,6657840,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
41887560,78768920,2037121,10420167,"g4run","libG4processes.so","0x000000000037c9d0"
41884551,79147531,1149114,6972588,"g4run","libG4processes.so","0x00000000008aed87"
41884441,77254167,808093,4362605,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
41883746,16904686,1832030,3757406,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
41883610,66423446,575814,19695435,"g4run","libG4event.so","0x0000000000068d24"
41883077,68084867,1793734,8561515,"g4run","libG4event.so","0x000000000006a499"
41882190,26089635,1271761,8198123,"g4run","libG4geometry.so","G4Tubs::StreamInfo"
41881792,113090727,1731568,14168139,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
41879598,87126812,739322,10913400,"g4run","libG4track.so","G4StepPoint::operator="
41877196,27542575,1157033,2341212,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
41874169,45032168,953298,3483509,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
41872347,74643186,1435252,11212451,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
38412553,83342715,548337,10271568,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
38400453,39575535,1355395,3760270,"g4run","libG4processes.so","0x00000000008b60a4"
38399352,50684786,1861970,3731884,"g4run","libG4processes.so","0x000000000037ba40"
38397759,33935060,2215283,4495398,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
38397708,22172837,248802,14585766,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
38397511,77507145,818788,8286428,"g4run","libG4processes.so","G4INCL::CrossSectionsMultiPions::NNThreePi@plt"
38396640,84027048,397040,10290655,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
38396340,33933235,959668,2946016,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
38396187,57568682,766683,3998701,"g4run","libG4particles.so","G4IonTable::FindIon"
38395095,97806916,249799,18412456,"g4run","libG4geometry.so","0x0000000000103d6e"
38393180,16986347,761266,0,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
38393117,22321984,905392,1302754,"g4run","libG4processes.so","G4NucleiModel::getFermiKinetic"
38392611,45752168,3098403,8146850,"g4run","libstdc++.so.6.0.30","operator new"
38391915,66310819,424403,8792998,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
38391607,40155934,3237934,2865557,"g4run","libG4processes.so","G4HadronicException::Report"
38390906,60665469,1061417,10677040,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
38388768,34158849,1833737,7429047,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
38388422,95555729,2268423,1594301,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
38387716,71857882,4338114,5655767,"g4run","libG4processes.so","G4NucleiModel::passFermi"
38381484,5318461,456881,3609951,"g4run","libG4processes.so","G4PolarizedIonisationModel::SampleSecondaries"
34912750,28450058,976849,1829338,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
34912100,5298101,1084334,702363,"g4run","libG4processes.so","G4CascadeCheckBalance::baryonOkay"
34909532,27182315,2252319,2758970,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
34908904,28828585,2111096,1418893,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
34908695,60770125,589629,10908242,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
34907649,22733432,988206,8797778,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
34906665,56473428,1471910,8332863,"g4run","libG4geometry.so","0x0000000000270ba9"
34905387,68515788,1645327,2200581,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
34904976,16919322,1007409,9078836,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
34904912,27971844,2384101,8718105,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
34904491,42681825,3703207,1552828,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
34904301,45360099,1159640,778429,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
34904275,60484217,781412,18814276,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
34903306,44152266,562495,0,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::CalculateCrossSection"
34903220,39306854,1231874,11206519,"g4run","libG4tracking.so","G4Step::UpdateTrack"
34903147,74090946,1140961,10398020,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
34902738,27979612,778991,2354468,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
34902704,72924673,418034,8539788,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
34902258,56436368,103383,15508854,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
34901129,50435086,736843,6577357,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
34897743,39407997,1801904,4870740,"g4run","libG4processes.so","G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu"
34895850,37084970,190670,8917517,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
34893438,33968124,672052,5766816,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
34892975,50510808,1017582,2921859,"g4run","libG4processes.so","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
31459474,6074282,711586,878083,"g4run","libG4tracking.so","std::vector<G4Track*, std::allocator<G4Track*> >::_M_realloc_insert<G4Track* const&>"
31444096,38905915,3490435,1854492,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
31420395,50734342,1162599,6021766,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
31417991,37541160,389167,7186783,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
31417651,56288691,2445015,7621163,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
31417455,16955251,1757890,662705,"g4run","libG4processes.so","G4Fissioner::deExcite"
31417295,47662269,830822,5298227,"g4run","libG4tracking.so","0x000000000002f82d"
31417168,5725159,2184907,4100613,"g4run","libG4processes.so","G4StatMFChannel::FragmentsMomenta"
31416495,50384865,1543727,4967872,"g4run","libG4processes.so","G4FTFParameters::GetProcProb@plt"
31416364,50501518,596246,16034326,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
31415691,21996374,1128147,1704782,"g4run","libG4processes.so","G4StatMFChannel::CreateFragment"
31415597,53864244,473484,8825832,"g4run","libG4geometry.so","0x0000000000270bad"
31415537,39753006,1178619,2935482,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
31415491,64605547,1919144,6316094,"g4run","libc.so.6","__memset_avx2_unaligned"
31414494,78767273,2122326,3308197,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
31412562,34028803,941816,1644826,"g4run","libG4processes.so","G4RKPropagation::FreeTransport"
31411943,39049399,330568,8719629,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
31411348,33720045,1680743,2213332,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
31410345,72045210,1193008,8237487,"g4run","libG4processes.so","0x00000000008b0734"
31409948,44379585,680941,5876546,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
31409185,16781735,711447,1331705,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNPChannel::~G4CascadeNPChannel()"
31406719,28518586,416742,4489805,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
31406429,45002823,940667,4249243,"g4run","libG4geometry.so","0x000000000021226e"
31405486,44909067,1395178,6095227,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
31403499,34416163,1685348,1400520,"g4run","libG4processes.so","G4InuclNuclei::clear"
31400224,109507105,1225796,9187975,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
31396694,52644226,2237479,14859877,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
27930658,38219146,319583,5373092,"g4run","libG4geometry.so","G4ImplicitEuler::G4ImplicitEuler@plt"
27929154,16997827,3105220,3244019,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade"
27928497,16185886,2734321,949168,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
27926994,44133179,1517657,2784654,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
27926918,50794238,262959,4324586,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
27926821,32675199,1589091,7671199,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
27926283,55965400,471589,6437677,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
27925570,34598165,816532,4423902,"g4run","libG4particles.so","G4Gamma::GammaDefinition@plt"
27924708,39500275,2006704,1981634,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
27924672,95272839,1900094,4552285,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
27924271,22400036,463186,2833788,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>"
27923962,22696118,565269,1242625,"g4run","libG4geometry.so","0x0000000000212366"
27923642,55151664,333341,2927335,"g4run","libG4geometry.so","0x00000000000e4a2e"
27923366,63146913,759355,4605465,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
27923147,87163816,317906,10415613,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
27923063,34232009,469968,3899675,"g4run","libG4processes.so","0x0000000000f69b7f"
27922800,5839948,15681217,10720533,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
27922580,22624647,1373095,4159298,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
27922057,28229153,1241612,0,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
27917876,63006783,1268135,566262,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
27917730,11331014,719171,4175696,"g4run","libG4particles.so","G4ExcitedMesonConstructor::AddKStar2PiMode@plt"
27917685,60606277,443128,7353444,"g4run","libG4geometry.so","0x0000000000103d0b"
27916384,88424218,251828,11155153,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
27916140,27428820,2619000,6234660,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
27911747,99736068,903415,9555369,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway@plt"
26503517,33674151,156863,4635998,"g4run","libG4processes.so","0x0000000000f69b64"
24438700,62225557,612059,4841035,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
24438500,27571416,257891,10469403,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
24436730,22655866,0,5589634,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
24436518,50194070,353622,5349822,"g4run","libG4track.so","0x00000000000116c7"
24436495,22719748,995873,3477449,"g4run","libc.so.6","__strlen_avx2"
24436444,51167307,295533,7222725,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInNoVoxels"
24435957,22625958,570082,4393022,"g4run","libG4geometry.so","0x000000000026fb75"
24435640,57698966,2762846,2790755,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
24435049,70510671,450050,5359948,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
24434954,33764915,1725535,1865347,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
24434856,15854252,1609184,1943009,"g4run","libc.so.6","__memcmp_avx2_movbe"
24434707,11372127,1135825,1485848,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
24434691,34220400,1416395,1715392,"g4run","libG4particles.so","0x000000000006cd3a"
