ibs_op__pp,dummy_HG,comm,dso,symbol
93457688,g4run,"libG4processes.so","[.]","G4NeutronCaptureXS::GetIsoCrossSection"
93015277,g4run,"libc.so.6","[.]","_int_malloc"
92722288,g4run,"libG4geometry.so","[.]","G4MultiUnion::StreamInfo"
92706947,g4run,"libG4event.so","[.]","0x0000000000068d76"
92547883,g4run,"libG4processes.so","[.]","G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt"
92500860,g4run,"libG4geometry.so","[.]","G4VCSGfaceted::DistanceToIn@plt"
92259237,g4run,"libG4geometry.so","[.]","G4UniformElectricField::G4UniformElectricField@plt"
91736285,g4run,"libG4geometry.so","[.]","G4Cons::DistanceToIn"
90049082,g4run,"libG4processes.so","[.]","G4NIELCalculator::RecoilEnergy"
90046353,g4run,"libG4geometry.so","[.]","G4MultiUnion::DistanceToIn"
89628731,g4run,"libG4geometry.so","[.]","G4TouchableHistory::G4TouchableHistory@plt"
89554429,g4run,"libG4processes.so","[.]","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
88793524,g4run,"libG4processes.so","[.]","G4NucleiModel::zoneIntegralGaussian"
88409299,g4run,"libG4processes.so","[.]","G4LivermorePhotoElectricModel::ReadData"
88161159,g4run,"libG4tracking.so","[.]","0x000000000002f7fb"
88042902,g4run,"libG4geometry.so","[.]","G4Paraboloid::Clone"
87840805,g4run,"libG4processes.so","[.]","G4ChipsProtonElasticXS::GetExchangeT"
87625458,g4run,"libG4processes.so","[.]","G4VStateDependent::G4VStateDependent@plt"
87447773,g4run,"libG4processes.so","[.]","G4CascadeRecoilMaker::fillRecoil"
87113343,g4run,"libG4processes.so","[.]","G4INCL::AllocationPool<G4INCL::NNToMissingStrangenessChannel>::getObject@plt"
86969390,g4run,"libG4processes.so","[.]","0x0000000000f67efd"
86566859,g4run,"libG4processes.so","[.]","G4CollisionOutput::getTotalBaryonNumber"
86434883,g4run,"libG4particles.so","[.]","0x000000000006f80c"
85996414,g4run,"libG4tracking.so","[.]","0x000000000002f7de"
85985367,g4run,"libG4processes.so","[.]","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
85857723,g4run,"libG4processes.so","[.]","G4NucleiModel::getFermiKinetic"
85769499,g4run,"libc.so.6","[.]","__strncmp_avx2"
84358518,g4run,"libG4processes.so","[.]","G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::printTable"
84331293,g4run,"libG4tracking.so","[.]","0x000000000002f7f7"
83637968,g4run,"libG4processes.so","[.]","G4INCL::ProjectileRemnant::computeExcitationEnergy@plt"
83594148,g4run,"libG4tracking.so","[.]","0x000000000002f7ad"
83181117,g4run,"libG4processes.so","[.]","0x0000000000f69a1d"
83133458,g4run,"libG4processes.so","[.]","G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2"
82905460,g4run,"libG4processes.so","[.]","G4CascadeCheckBalance::momentumOkay"
82836990,g4run,"libG4processes.so","[.]","G4LorentzConvertor::fillKinematics"
82790236,g4run,"libG4processes.so","[.]","std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append"
82658561,g4run,"libc.so.6","[.]","cfree@GLIBC_2.2.5"
82611275,g4run,"libG4processes.so","[.]","MCGIDI_reaction_parseFromTOM@plt"
82414057,g4run,"libG4processes.so","[.]","0x000000000037dc80"
82284099,g4run,"libG4processes.so","[.]","G4ChipsKaonMinusElasticXS::GetSlope"
82191777,g4run,"libG4processes.so","[.]","G4NucleiModel::generateModel"
82044031,g4run,"libG4processes.so","[.]","0x000000000037cd70"
81999183,g4run,"libG4processes.so","[.]","std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt"
81850496,g4run,"libG4tracking.so","[.]","0x000000000002f837"
81831250,g4run,"libG4processes.so","[.]","G4EmParameters::SetLPM@plt"
81605085,g4run,"libG4processes.so","[.]","G4PolynomialPDF::GetX@plt"
81479908,g4run,"libG4geometry.so","[.]","field_utils::inverseCurvatureRadius"
81137462,g4run,"libG4track.so","[.]","0x00000000000116cb"
80951392,g4run,"libG4track.so","[.]","G4ParticleChange::AddSecondary"
80938916,g4run,"libG4processes.so","[.]","G4CascadeNPChannel::~G4CascadeNPChannel"
80930411,g4run,"libG4geometry.so","[.]","G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt"
80574061,g4run,"libG4processes.so","[.]","G4ScoreSplittingProcess::AtRestDoIt"
80397809,g4run,"libG4processes.so","[.]","G4Channeling::GetEF@plt"
80240387,g4run,"libG4geometry.so","[.]","0x0000000000103cef"
80005965,g4run,"libG4processes.so","[.]","std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector"
79944397,g4run,"libc.so.6","[.]","__memmove_avx_unaligned_erms"
79879867,g4run,"libG4processes.so","[.]","0x000000000037b330"
79740070,g4run,"libG4processes.so","[.]","G4INCL::ParticleSpecies::ParticleSpecies@plt"
79641603,g4run,"libG4processes.so","[.]","std::vector<std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> >*> >::_M_fill_insert@plt"
79421259,g4run,"libG4geometry.so","[.]","G4PolyPhiFace::Between"
79096069,g4run,"libG4particles.so","[.]","G4Gamma::Definition"
78681970,g4run,"libG4processes.so","[.]","0x000000000037b9a0"
78620009,g4run,"libG4processes.so","[.]","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
78591884,g4run,"libG4geometry.so","[.]","G4ImplicitEuler::G4ImplicitEuler@plt"
78591016,g4run,"libG4particles.so","[.]","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
78549550,g4run,"libG4processes.so","[.]","G4ITStepProcessor::SetTrack@plt"
78509428,g4run,"libG4geometry.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
78405244,g4run,"libG4track.so","[.]","G4StepPoint::G4StepPoint"
78355775,g4run,"libG4processes.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
78198839,g4run,"libG4geometry.so","[.]","G4Navigator::ComputeStepLog"
78159626,g4run,"libG4geometry.so","[.]","0x0000000000103d07"
78063784,g4run,"libG4processes.so","[.]","G4LinLogInterpolation::Calculate"
77943164,g4run,"libG4processes.so","[.]","G4DNACPA100IonisationModel::RandomizeEjectedElectronEnergyFromCumulatedDcs@plt"
77619467,g4run,"libG4processes.so","[.]","G4CascadeInterface::copyOutputToHadronicResult"
77445498,g4run,"libG4processes.so","[.]","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
77433301,g4run,"libG4processes.so","[.]","G4CrossSectionFactoryRegistry::Register"
77304506,g4run,"libG4processes.so","[.]","G4CascadeRecoilMaker::collide"
77241272,g4run,"libG4particles.so","[.]","G4IonTable::GetNucleusByEncoding"
76581890,g4run,"libG4processes.so","[.]","G4ITSafetyHelper::InitialiseHelper@plt"
76115942,g4run,"libG4processes.so","[.]","0x0000000000380230"
75989509,g4run,"libG4processes.so","[.]","0x000000000037b940"
75867269,g4run,"libG4processes.so","[.]","0x00000000008b925a"
75700365,g4run,"libG4processes.so","[.]","G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS@plt"
75563517,g4run,"libG4processes.so","[.]","G4PEEffectFluoModel::~G4PEEffectFluoModel"
75023952,g4run,"libG4processes.so","[.]","G4NeutronCaptureXS::SelectIsotope"
74815079,g4run,"libG4processes.so","[.]","G4LossTableManager::DeRegister"
74389822,g4run,"libG4geometry.so","[.]","G4PolyconeSide::DistanceAway@plt"
74182603,g4run,"libG4processes.so","[.]","0x00000000008b0739"
74029635,g4run,"libG4processes.so","[.]","G4EmParametersMessenger::SetNewValue"
73864105,g4run,"libG4geometry.so","[.]","G4PartialPhantomParameterisation::GetTranslation@plt"
73825099,g4run,"libG4processes.so","[.]","G4TwoBodyAngularDist::GetInstance@plt"
73779980,g4run,"libG4geometry.so","[.]","G4PhysicalVolumeStore::DeRegister"
73764051,g4run,"libG4processes.so","[.]","0x000000000093aa6f"
73735957,g4run,"libG4processes.so","[.]","G4SauterGavrilaAngularDistribution::SampleDirection"
73413598,g4run,"libG4particles.so","[.]","0x000000000006f808"
73015230,g4run,"libG4processes.so","[.]","0x00000000008b8fcf"
73005192,g4run,"libG4tracking.so","[.]","0x0000000000043e4b"
72887108,g4run,"libG4processes.so","[.]","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
72416372,g4run,"libG4processes.so","[.]","G4RKPropagation::delete_FieldsAndMap"
72340720,g4run,"libG4processes.so","[.]","G4CascadeFinalStateAlgorithm::ChooseGenerators"
71927181,g4run,"libG4processes.so","[.]","G4CascadeParamMessenger::G4CascadeParamMessenger"
71868732,g4run,"libG4processes.so","[.]","G4UrbanAdjointMscModel::G4UrbanAdjointMscModel@plt"
71837112,g4run,"libG4processes.so","[.]","G4IonsShenCrossSection::calCeValue@plt"
71460985,g4run,"libG4processes.so","[.]","G4Ne20GEMProbability::~G4Ne20GEMProbability@plt"
71458313,g4run,"libG4track.so","[.]","0x00000000000116c7"
70864216,g4run,"libG4event.so","[.]","0x000000000006a490"
70862788,g4run,"libG4processes.so","[.]","G4CrossSectionDataStore::DumpHtml@plt"
70718307,g4run,"libG4processes.so","[.]","G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt"
70107801,g4run,"libG4processes.so","[.]","G4ComponentBarNucleonNucleusXsc::GetElasticIsotopeCrossSection"
69872390,g4run,"libG4processes.so","[.]","0x000000000037b970"
69761188,g4run,"libG4processes.so","[.]","G4ScreeningMottCrossSection::GetTransitionRandom"
69526050,g4run,"libG4processes.so","[.]","G4PAIxSection::GetEnergyTransfer"
69341586,g4run,"libG4processes.so","[.]","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
69280473,g4run,"libG4processes.so","[.]","G4VUserTrackInformation::G4VUserTrackInformation@plt"
68937634,g4run,"libG4processes.so","[.]","std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_erase"
68835586,g4run,"libG4processes.so","[.]","G4Parton::G4Parton@plt"
68776075,g4run,"libG4geometry.so","[.]","0x0000000000161e6e"
68568058,g4run,"libG4processes.so","[.]","std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>"
68536593,g4run,"libG4particles.so","[.]","G4PionPlus::Definition"
68516556,g4run,"libG4processes.so","[.]","G4MolecularConfiguration::PrintState@plt"
68158963,g4run,"libG4processes.so","[.]","G4NeutronElectronElXsc::IsElementApplicable"
67991120,g4run,"libG4tracking.so","[.]","0x000000000002f82d"
67934773,g4run,"libG4processes.so","[.]","G4CollisionOutput::removeOutgoingParticle@plt"
67929661,g4run,"libG4tracking.so","[.]","0x000000000002f7bd"
67469417,g4run,"libG4processes.so","[.]","G4Fissioner::deExcite"
67440523,g4run,"libG4processes.so","[.]","G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt"
67435486,g4run,"libG4processes.so","[.]","__1DSortOut::Sort@plt"
67133986,g4run,"libG4processes.so","[.]","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
66690947,g4run,"libG4processes.so","[.]","G4ParticleHPFissionBaseFS::SetNeutronRP@plt"
66369371,g4run,"libG4tracking.so","[.]","G4Step::UpdateTrack"
65961868,g4run,"libG4processes.so","[.]","G4AutoDelete::Register<G4CascadeParameters>"
65940401,g4run,"libG4processes.so","[.]","G4NuclNuclDiffuseElastic::AmplitudeNear"
65915903,g4run,"libG4processes.so","[.]","G4CascadeColliderBase::inelasticInteractionPossible"
65788683,g4run,"libG4processes.so","[.]","G4LossTableManager::DeRegister"
65482699,g4run,"libG4geometry.so","[.]","CLHEP::Hep3Vector::operator*=@plt"
65310883,g4run,"libG4event.so","[.]","0x0000000000069d7e"
65249904,g4run,"libG4geometry.so","[.]","G4TessellatedSolid::~G4TessellatedSolid@plt"
64845797,g4run,"libG4tracking.so","[.]","G4UserLimits::SetUserMaxTrackLength"
64839066,g4run,"libG4processes.so","[.]","G4HadronicAbsorptionBertini::ProcessDescription"
64830966,g4run,"libG4particles.so","[.]","G4KaonPlus::Definition"
64825534,g4run,"libG4processes.so","[.]","G4RKPropagation::~G4RKPropagation"
64149006,g4run,"libstdc++.so.6.0.30","[.]","std::_Rb_tree_increment"
64089748,g4run,"libG4processes.so","[.]","G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess"
64006692,g4run,"libG4geometry.so","[.]","G4NavigationHistory::NewLevel@plt"
63898588,g4run,"libG4processes.so","[.]","0x0000000000f69b69"
63572567,g4run,"libG4processes.so","[.]","G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy"
63425942,g4run,"libG4processes.so","[.]","0x000000000093aa4c"
63094699,g4run,"libG4processes.so","[.]","G4NucleiModel::choosePointAlongTraj"
62201024,g4run,"libG4geometry.so","[.]","G4VoxelSafety::G4VoxelSafety"
61957454,g4run,"libG4processes.so","[.]","0x00000000008363ee"
61754500,g4run,"libG4tracking.so","[.]","0x0000000000043e47"
61590135,g4run,"libG4event.so","[.]","0x0000000000068ea9"
61343530,g4run,"libG4processes.so","[.]","0x0000000000f69b64"
61340999,g4run,"libG4event.so","[.]","0x000000000006a404"
61203791,g4run,"libG4processes.so","[.]","G4SeltzerBergerModel::~G4SeltzerBergerModel"
60627239,g4run,"libG4tracking.so","[.]","std::_Rb_tree_insert_and_rebalance@plt"
60334251,g4run,"libG4event.so","[.]","0x000000000006a499"
60203887,g4run,"libG4event.so","[.]","0x0000000000068d2b"
60064653,g4run,"libCLHEP-2.4.5.3.so","[.]","HepGeom::operator*"
59889300,g4run,"libG4event.so","[.]","0x0000000000068ea0"
59215531,g4run,"libG4processes.so","[.]","G4CascadeDeexciteBase::validateOutput"
59211930,g4run,"libG4processes.so","[.]","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
58495296,g4run,"libG4processes.so","[.]","G4AngularDistribution::Cross@plt"
58447224,g4run,"libG4processes.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
58217071,g4run,"libstdc++.so.6.0.30","[.]","operator new"
58154623,g4run,"libG4processes.so","[.]","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
58109145,g4run,"libG4geometry.so","[.]","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
57929181,g4run,"libG4geometry.so","[.]","G4Box::SetZHalfLength"
57804547,g4run,"libG4tracking.so","[.]","std::vector<G4Track*, std::allocator<G4Track*> >::_M_realloc_insert<G4Track* const&>"
57592918,g4run,"libG4processes.so","[.]","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity"
57520692,g4run,"libG4event.so","[.]","0x0000000000068d20"
57311594,g4run,"libG4particles.so","[.]","CLHEP::MixMaxRng::iterate@plt"
57102932,g4run,"libG4processes.so","[.]","G4WaterStopping::G4WaterStopping@plt"
56967219,g4run,"libG4tracking.so","[.]","0x000000000002f83b"
56672489,g4run,"libG4processes.so","[.]","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
56435800,g4run,"libG4event.so","[.]","0x000000000006a40d"
56330059,g4run,"libG4geometry.so","[.]","G4PolyPhiFace::IntersectProp@plt"
56027132,g4run,"libG4event.so","[.]","0x000000000006a495"
55541166,g4run,"libG4processes.so","[.]","0x00000000008b8fcd"
55530216,g4run,"libG4geometry.so","[.]","0x00000000002704c5"
55340515,g4run,"libG4processes.so","[.]","G4VTransitionRadiation::PostStepDoIt"
55327018,g4run,"libG4processes.so","[.]","0x0000000000f69b8f"
55222432,g4run,"libG4processes.so","[.]","G4N16GEMProbability::~G4N16GEMProbability@plt"
55076165,g4run,"libG4processes.so","[.]","G4MultiBodyMomentumDist::ChooseDist"
54996017,g4run,"libG4processes.so","[.]","G4C16GEMProbability::~G4C16GEMProbability@plt"
54919293,g4run,"libG4processes.so","[.]","G4ElectroNuclearCrossSection::ThresholdEnergy"
54750284,g4run,"libG4processes.so","[.]","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
54373239,g4run,"libG4processes.so","[.]","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt"
54044201,g4run,"libG4processes.so","[.]","G4DNAMolecularReactionData::ComputeEffectiveRadius@plt"
53865117,g4run,"libG4processes.so","[.]","G4eBremsstrahlungRelModel::ComputeLPMGsPhis"
53718169,g4run,"libG4processes.so","[.]","G4CascadeDeexciteBase::validateOutput"
53568225,g4run,"libG4geometry.so","[.]","G4BooleanSolid::GetPolyhedron"
53432749,g4run,"libG4processes.so","[.]","G4TransparentRegXTRadiator::GetStackFactor"
53338261,g4run,"libG4geometry.so","[.]","G4NormalNavigation::~G4NormalNavigation"
53281325,g4run,"libG4processes.so","[.]","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
53215975,g4run,"libG4processes.so","[.]","nfu_free@plt"
53206012,g4run,"libG4event.so","[.]","0x0000000000069d46"
52949029,g4run,"libG4processes.so","[.]","G4ThreadLocalSingleton<void>::GetCallbacks@plt"
52832211,g4run,"libG4processes.so","[.]","0x000000000037f590"
52805310,g4run,"libG4geometry.so","[.]","G4BooleanSolid::GetConstituentSolid"
52545378,g4run,"libG4processes.so","[.]","G4CascadeData<30, 1, 6, 16, 29, 42, 54, 41, 47>::print"
52282795,g4run,"libG4processes.so","[.]","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<double, std::allocator<double> >*>, std::_Select1st<std::pair<G4String const, std::vector<double, std::allocator<double> >*> >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<double, std::allocator<double> >*> > >::_M_get_insert_hint_unique_pos@plt"
52233526,g4run,"libG4processes.so","[.]","G4CascadeDeexciteBase::validateOutput"
52208081,g4run,"libG4processes.so","[.]","G4SeltzerBergerModel::G4SeltzerBergerModel"
51961443,g4run,"libG4processes.so","[.]","0x00000000005f442d"
51946562,g4run,"libG4processes.so","[.]","G4VEmProcess::GetCurrentLambda"
51926465,g4run,"libG4particles.so","[.]","G4AntiDMesonZero::Definition"
51824742,g4run,"libG4processes.so","[.]","G4ComponentAntiNuclNuclearXS::CrossSectionDescription"
51771215,g4run,"libG4processes.so","[.]","G4VEmProcess::BuildLambdaTable"
51457795,g4run,"libG4tracking.so","[.]","0x000000000002f7c7"
51457352,g4run,"libG4event.so","[.]","0x0000000000068eab"
51448594,g4run,"libG4processes.so","[.]","G4ElectroNuclearCrossSection::SolveTheEquation"
50926905,g4run,"libG4processes.so","[.]","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
50909441,g4run,"libG4processes.so","[.]","G4C15GEMChannel::~G4C15GEMChannel"
50615801,g4run,"libG4processes.so","[.]","0x000000000037bd00"
50610688,g4run,"libG4processes.so","[.]","G4NucleiModel::generateNucleonMomentum"
50607423,g4run,"libG4geometry.so","[.]","0x00000000000f6b2a"
50544282,g4run,"libG4processes.so","[.]","G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom"
50278217,g4run,"libG4processes.so","[.]","G4INCL::Config::getVersionHash[abi:cxx11]@plt"
50152567,g4run,"libG4processes.so","[.]","G4LossTableManager::DeRegister"
49962359,g4run,"libG4processes.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
49921801,g4run,"libG4processes.so","[.]","0x000000000037d570"
49817814,g4run,"libG4processes.so","[.]","G4ScoreSplittingProcess::AtRestGetPhysicalInteractionLength"
49632318,g4run,"libG4processes.so","[.]","std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::~basic_stringbuf@plt"
49624732,g4run,"libG4geometry.so","[.]","G4Box::Inside"
49599563,g4run,"libG4processes.so","[.]","0x00000000008363e3"
49397316,g4run,"libG4geometry.so","[.]","G4CSGSolid::StreamInfo"
49271675,g4run,"libG4particles.so","[.]","G4DynamicParticle::G4DynamicParticle"
49257032,g4run,"libG4processes.so","[.]","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
49227390,g4run,"libG4particles.so","[.]","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
49157791,g4run,"libG4processes.so","[.]","0x00000000008af63b"
49093933,g4run,"libG4processes.so","[.]","G4IonsShenCrossSection::calEcmValue"
49082127,g4run,"libG4processes.so","[.]","G4XAqmElastic::CrossSection@plt"
48944026,g4run,"libG4processes.so","[.]","G4HadronicParameters::SetEnableBCParticles"
48858307,g4run,"libG4track.so","[.]","0x000000000001155f"
48647412,g4run,"libG4processes.so","[.]","G4InuclNuclei::operator G4Fragment"
48617266,g4run,"libG4processes.so","[.]","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
48557747,g4run,"libG4processes.so","[.]","G4ElectroNuclearCrossSection::GetVirtualFactor"
48475983,g4run,"libG4processes.so","[.]","0x000000000037b9d0"
48400673,g4run,"libG4processes.so","[.]","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
48317131,g4run,"libG4processes.so","[.]","G4PhotoElectricEffect::~G4PhotoElectricEffect"
48292354,g4run,"libG4processes.so","[.]","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_realloc_insert<G4CascadParticle const&>@plt"
48039149,g4run,"libG4tracking.so","[.]","0x000000000002f7ac"
47933326,g4run,"libG4geometry.so","[.]","0x00000000002704c3"
47885676,g4run,"libG4particles.so","[.]","0x000000000006f81c"
47644292,g4run,"libG4event.so","[.]","0x0000000000068db1"
47566927,g4run,"libG4particles.so","[.]","G4DynamicParticle::G4DynamicParticle"
47467956,g4run,"libG4processes.so","[.]","0x0000000000833cb8"
47415534,g4run,"libG4track.so","[.]","G4ParticleChangeForMSC::Initialize"
47382726,g4run,"libG4processes.so","[.]","0x000000000037e2a0"
47166743,g4run,"libG4processes.so","[.]","G4UPiNuclearCrossSection::BuildPhysicsTable"
47033158,g4run,"libG4processes.so","[.]","G4PhotoElectricEffect::IsApplicable"
46776249,g4run,"libstdc++.so.6.0.30","[.]","strcmp@plt"
46604104,g4run,"libG4processes.so","[.]","0x00000000008c2946"
46582767,g4run,"libG4processes.so","[.]","G4VLEPTSModel::Init@plt"
46542131,g4run,"libG4global.so","[.]","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
46518851,g4run,"libG4particles.so","[.]","std::_Rb_tree_decrement@plt"
46463595,g4run,"libG4processes.so","[.]","std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base"
46418683,g4run,"libG4processes.so","[.]","G4AntiXibMinus::Definition@plt"
46192690,g4run,"libG4geometry.so","[.]","G4MultiUnion::DistanceToInNoVoxels"
46118548,g4run,"libG4processes.so","[.]","0x0000000000f67ef6"
46114034,g4run,"libG4event.so","[.]","0x0000000000068e24"
45941868,g4run,"libG4processes.so","[.]","G4HadPhaseSpaceGenbod::Initialize"
45822905,g4run,"libG4processes.so","[.]","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize"
45785558,g4run,"libm.so.6","[.]","log@@GLIBC_2.29"
45776629,g4run,"libG4tracking.so","[.]","0x000000000002f7a8"
45509294,g4run,"libG4geometry.so","[.]","G4Box::GetExtent"
45363026,g4run,"libG4tracking.so","[.]","G4PropagatorInField::SetTrajectoryFilter@plt"
45240432,g4run,"libG4processes.so","[.]","G4ElasticHadrNucleusHE::GetLightFq2"
45088672,g4run,"libG4processes.so","[.]","G4PAIySection::GetStepEnergyLoss"
44684118,g4run,"libG4processes.so","[.]","G4IntraNucleiCascader::generateCascade"
44661983,g4run,"libm.so.6","[.]","@plt"
44541925,g4run,"libG4processes.so","[.]","G4UrbanMscModel::SampleCosineTheta"
44144914,g4run,"libG4processes.so","[.]","G4PhysicsTableHelper::RetrievePhysicsTable"
44116421,g4run,"libG4processes.so","[.]","G4PairProductionRelModel::InitialiseElementData@plt"
44012016,g4run,"libG4event.so","[.]","0x0000000000068db6"
43896288,g4run,"libG4processes.so","[.]","G4PhotoElectricEffect::ProcessDescription"
43555501,g4run,"libG4geometry.so","[.]","G4PolyhedraSide::DistanceToOneSide"
43456164,g4run,"libG4tracking.so","[.]","0x0000000000043e4f"
43266300,g4run,"libG4geometry.so","[.]","0x00000000000eac5d"
43141506,g4run,"libG4event.so","[.]","0x0000000000069d40"
42784232,g4run,"libG4processes.so","[.]","G4MuonicAtomDecay::DecayIt"
42715556,g4run,"libG4processes.so","[.]","G4DiffractiveExcitation::ExciteParticipants_doChargeExchange"
42672289,g4run,"libG4processes.so","[.]","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
42625691,g4run,"libm.so.6","[.]","@plt"
42572832,g4run,"libm.so.6","[.]","__acos"
42557766,g4run,"libG4geometry.so","[.]","G4Trap::Clone"
42506794,g4run,"libG4geometry.so","[.]","0x00000000000f76c3"
42455641,g4run,"libG4processes.so","[.]","std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::~_Vector_base@plt"
42303043,g4run,"libG4tracking.so","[.]","0x000000000002f9ae"
42302590,g4run,"libG4processes.so","[.]","G4EmExtraParameters::ActivateSecondaryBiasing"
42300303,g4run,"libG4processes.so","[.]","0x0000000000380a40"
42274297,g4run,"libG4processes.so","[.]","G4RToEConvForElectron::G4RToEConvForElectron@plt"
42199833,g4run,"libG4geometry.so","[.]","0x0000000000160c48"
42157858,g4run,"libG4processes.so","[.]","G4PhysicsLogVector::G4PhysicsLogVector@plt"
41946526,g4run,"libG4processes.so","[.]","G4PAIxSection::GetStepEnergyLoss"
41692463,g4run,"libG4processes.so","[.]","G4PenelopeOscillatorManager::GetOscillatorManager@plt"
41474945,g4run,"libG4geometry.so","[.]","G4IntersectingCone::LineHitsCone1@plt"
41466368,g4run,"libG4processes.so","[.]","0x00000000008b6fae"
41419104,g4run,"libG4processes.so","[.]","G4VXTRenergyLoss::GetGasComplexFZ"
41347836,g4run,"libG4geometry.so","[.]","G4UnionSolid::CalculateExtent"
41282450,g4run,"libG4tracking.so","[.]","0x000000000002f7aa"
41250495,g4run,"libG4geometry.so","[.]","0x00000000000db3a8"
41190103,g4run,"libG4event.so","[.]","0x0000000000068e28"
41186477,g4run,"libG4geometry.so","[.]","G4Paraboloid::G4Paraboloid"
40871769,g4run,"libG4event.so","[.]","0x0000000000069d9b"
40858483,g4run,"libG4processes.so","[.]","0x000000000037d810"
