ibs_op__pp,dummy_HG,comm,dso,symbol
5959756,g4run,"libG4processes.so","[.]","G4HadronicParameters::SetMaxEnergy"
5950180,g4run,"libG4processes.so","[.]","G4INCL::NNOmegaToMultiPionsChannel::pp_ppPipPim@plt"
5938176,g4run,"libG4processes.so","[.]","G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS"
5937798,g4run,"libG4geometry.so","[.]","std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_get_insert_unique_pos@plt"
5933644,g4run,"libG4processes.so","[.]","G4CacheReference<CLHEP::Hep3Vector*>::Destroy"
5924177,g4run,"libG4processes.so","[.]","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
5923981,g4run,"libG4processes.so","[.]","G4hIonisation::InitialiseEnergyLossProcess"
5918372,g4run,"libG4track.so","[.]","0x000000000000f3b4"
5918021,g4run,"libG4processes.so","[.]","0x000000000037d120"
5917211,htop,"libc.so.6","[.]","__GI_____strtoll_l_internal"
5903402,g4run,"libG4processes.so","[.]","G4OpticalParameters::GetWLS2TimeProfile"
5895036,g4run,"libG4processes.so","[.]","G4OpticalParameters::GetScintStackPhotons"
5889775,g4run,"libG4processes.so","[.]","0x0000000000a48aaf"
5889552,g4run,"libG4processes.so","[.]","0x000000000083f524"
5882452,g4run,"libG4particles.so","[.]","G4SigmaMinus::Definition"
5882041,g4run,"libG4processes.so","[.]","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
5881217,g4run,"libG4event.so","[.]","0x0000000000068d78"
5879926,g4run,"libG4processes.so","[.]","G4Analyser::setWatchers"
5875501,g4run,"libG4particles.so","[.]","0x00000000000737ed"
5866425,g4run,"libG4processes.so","[.]","0x0000000000f69a18"
5865961,g4run,"libG4processes.so","[.]","0x00000000003806a0"
5860106,g4run,"libG4processes.so","[.]","0x0000000000380410"
5856149,g4run,"libG4processes.so","[.]","G4VhElectronicStoppingPower::~G4VhElectronicStoppingPower@plt"
5851962,g4run,"libG4processes.so","[.]","0x00000000009d333d"
5848901,g4run,"libG4processes.so","[.]","std::vector<G4VFastSimulationModel*, std::allocator<G4VFastSimulationModel*> >::_M_realloc_insert<G4VFastSimulationModel*>@plt"
5848221,g4run,"libG4processes.so","[.]","0x00000000008b6d17"
5845673,g4run,"libG4processes.so","[.]","0x0000000000b3f918"
5845296,g4run,"libG4processes.so","[.]","G4RKPropagation::Transport"
5845020,g4run,"libG4processes.so","[.]","G4INCL::NNOmegaToMultiPionsChannel::pp_ppPi0Pi0Pi0@plt"
5837186,g4run,"libG4processes.so","[.]","0x00000000009edb09"
5834619,g4run,"libG4processes.so","[.]","0x0000000000836c64"
5828717,g4run,"libG4processes.so","[.]","G4INCL::NKToNKChannel::NKToNKChannel@plt"
5819710,g4run,"libG4particles.so","[.]","G4MesonConstructor::~G4MesonConstructor"
5807200,g4run,"libG4geometry.so","[.]","operator delete@plt"
5806236,g4run,"libG4processes.so","[.]","0x0000000000a0cc6a"
5803989,g4run,"libG4processes.so","[.]","G4INCL::NNToNLK2piChannel::operator delete@plt"
5803627,g4run,"libG4processes.so","[.]","0x00000000008b6cc6"
5800775,g4run,"libG4processes.so","[.]","0x0000000000380ba0"
5800719,g4run,"libG4processes.so","[.]","G4VCrossSectionRatio::G4VCrossSectionRatio"
5796968,g4run,"libG4processes.so","[.]","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
5791108,g4run,"libG4processes.so","[.]","G4ScreeningMottCrossSection::RatioMottRutherfordCosT"
5786203,g4run,"libG4processes.so","[.]","0x00000000008b6d3c"
5784500,g4run,"libG4processes.so","[.]","0x00000000008b6cfe"
5783545,g4run,"libG4processes.so","[.]","G4AntiNeutrinoMu::Definition@plt"
5783064,chrome,"libc.so.6","[.]","__memset_avx2_unaligned_erms"
5771108,g4run,"libG4processes.so","[.]","G4StatMFMacroCanonical::ChooseAandZ"
5759410,g4run,"libG4processes.so","[.]","G4SPBaryon::G4SPBaryon"
5756358,g4run,"libG4processes.so","[.]","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
5743863,g4run,"libG4geometry.so","[.]","0x0000000000186bbd"
5742960,g4run,"libG4processes.so","[.]","G4CascadeSampler<30, 8>::findMultiplicity"
5739314,g4run,"libG4geometry.so","[.]","0x000000000018726e"
5738591,g4run,"libG4global.so","[.]","G4Pow::A13High@plt"
5729100,g4run,"libG4global.so","[.]","G4JTPolynomialSolver::Quadratic"
5727058,chrome,"libc.so.6","[.]","__GI___pthread_mutex_unlock_usercnt"
5711128,g4run,"libG4processes.so","[.]","G4Clebsch::WignerLittleD"
5709176,g4run,"libG4processes.so","[.]","0x0000000000838c1b"
5707681,g4run,"libG4processes.so","[.]","G4CascadeParameters::G4CascadeParameters"
5670340,g4run,"libG4processes.so","[.]","G4NuclearFermiDensity::G4NuclearFermiDensity"
5643487,chrome,"libc.so.6","[.]","pthread_mutex_lock@@GLIBC_2.2.5"
5628184,g4run,"libG4geometry.so","[.]","0x00000000001946a4"
5599524,g4run,"libG4geometry.so","[.]","G4LogicalSurface::G4LogicalSurface@plt"
5594882,g4run,"libG4processes.so","[.]","G4DNAChampionElasticModel::RandomizeCosTheta@plt"
5584824,g4run,"libG4processes.so","[.]","std::_Rb_tree<G4BiasingProcessInterface const*, std::pair<G4BiasingProcessInterface const* const, G4BOptnChangeCrossSection*>, std::_Select1st<std::pair<G4BiasingProcessInterface const* const, G4BOptnChangeCrossSection*> >, std::less<G4BiasingProcessInterface const*>, std::allocator<std::pair<G4BiasingProcessInterface const* const, G4BOptnChangeCrossSection*> > >::_M_get_insert_unique_pos@plt"
5154423,g4run,"libG4processes.so","[.]","G4Reggeons::Chi_reggeon"
5153724,g4run,"libG4geometry.so","[.]","0x000000000027089d"
5124809,g4run,"libG4processes.so","[.]","G4MoleculeCounter::GetRecordedMolecules@plt"
5119661,g4run,"libG4processes.so","[.]","G4GEMProbabilityVI::I3@plt"
5112348,g4run,"libG4global.so","[.]","0x00000000000564ce"
5110007,g4run,"g4run","[.]","CLHEP::MixMaxRng::generate@plt"
5097304,g4run,"libG4processes.so","[.]","0x000000000037bba0"
5091934,g4run,"libG4particles.so","[.]","G4AntiHyperTriton::Definition"
5085721,htop,"libc.so.6","[.]","__libc_openat64"
5079057,g4run,"libG4processes.so","[.]","G4RToEConvForGamma::G4RToEConvForGamma"
5076652,g4run,"libG4track.so","[.]","0x000000000000f3bb"
5075933,g4run,"libG4processes.so","[.]","G4hRDEnergyLoss::~G4hRDEnergyLoss@plt"
5071726,g4run,"libG4processes.so","[.]","G4RToEConvForPositron::~G4RToEConvForPositron"
5071646,g4run,"libG4particles.so","[.]","G4AntiLambdacPlus::Definition"
5070855,X,"nvidia_drv.so","[.]","0x00000000000b06d0"
5069371,g4run,"libG4processes.so","[.]","G4CacheReference<CLHEP::HepLorentzVector*>::Destroy"
5068117,g4run,"libG4processes.so","[.]","G4HadPhaseSpaceKopylov::GenerateMultiBody"
5062963,g4run,"libG4processes.so","[.]","G4LowEPPolarizedComptonModel::SetPerpendicularVector@plt"
5061617,g4run,"libG4event.so","[.]","0x0000000000068d7d"
5059760,g4run,"libG4particles.so","[.]","G4IonTable::GetIonName"
5055335,g4run,"libG4processes.so","[.]","G4DNABrownianTransportation::G4ITBrownianState::G4ITBrownianState@plt"
5053779,g4run,"libG4processes.so","[.]","0x000000000083a0e8"
5049593,htop,"libc.so.6","[.]","__memmove_avx_unaligned"
5047338,g4run,"libG4processes.so","[.]","G4Solver<G4StatMFMacroChemicalPotential>::Brent"
5046050,g4run,"libG4geometry.so","[.]","0x0000000000194047"
5045395,htop,"libc.so.6","[.]","_IO_file_underflow@@GLIBC_2.2.5"
5043096,g4run,"libG4processes.so","[.]","G4StatMFParameters::~G4StatMFParameters"
5039034,g4run,"libc.so.6","[.]","malloc_consolidate"
5032051,g4run,"libCLHEP-2.4.5.3.so","[.]","CLHEP::HepLorentzRotation::set"
5028709,g4run,"libG4processes.so","[.]","0x00000000008394e6"
5025027,g4run,"libG4processes.so","[.]","G4StatMFMacroCanonical::ChooseZ"
5023123,g4run,"libG4processes.so","[.]","G4O19GEMProbability::G4O19GEMProbability"
5021019,g4run,"libG4event.so","[.]","0x0000000000069d9f"
5016612,g4run,"libG4processes.so","[.]","0x000000000037d4f0"
5014731,g4run,"libG4global.so","[.]","G4JTPolynomialSolver::ComputeFixedShiftPolynomial"
5013635,g4run,"libG4processes.so","[.]","0x00000000008395bd"
5012180,g4run,"libc.so.6","[.]","sysmalloc"
5009057,g4run,"libG4processes.so","[.]","0x0000000000a31fb6"
5006861,g4run,"libG4processes.so","[.]","0x000000000037f680"
5002124,g4run,"libG4processes.so","[.]","0x0000000000a18645"
5001524,g4run,"libG4processes.so","[.]","G4MuonicAtomDecay::DumpState"
4999738,g4run,"libG4processes.so","[.]","0x0000000000b3f9af"
4997593,g4run,"libG4processes.so","[.]","G4EquilibriumEvaporator::G4EquilibriumEvaporator"
4995540,g4run,"libG4processes.so","[.]","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::~G4CascadeData"
4990527,g4run,"libG4processes.so","[.]","G4VProcess::G4VProcess@plt"
4989625,g4run,"libG4geometry.so","[.]","0x00000000001f850a"
4986555,g4run,"libG4processes.so","[.]","0x00000000008395b4"
4977881,g4run,"libG4geometry.so","[.]","0x00000000001f840f"
4963830,g4run,"libG4processes.so","[.]","G4OpticalParameters::SetWLS2TimeProfile@plt"
4962283,g4run,"libc.so.6","[.]","__GI___pthread_mutex_unlock_usercnt"
4960958,g4run,"libG4particles.so","[.]","G4AntiTriton::Definition"
4959788,g4run,"libG4processes.so","[.]","G4MuNeutrinoNucleusTotXsc::GetEnergyIndex@plt"
4959612,g4run,"libG4processes.so","[.]","0x0000000000937b2a"
4954177,g4run,"libG4processes.so","[.]","0x000000000037f2a0"
4949905,g4run,"libG4processes.so","[.]","0x00000000006ce62c"
4949429,g4run,"libG4processes.so","[.]","G4NonEquilibriumEvaporator::G4NonEquilibriumEvaporator"
4935577,g4run,"libG4processes.so","[.]","G4OpticalParameters::GetScintVerboseLevel"
4934807,g4run,"libG4processes.so","[.]","G4Reggeons::GetProbabilities"
4934010,g4run,"libG4processes.so","[.]","0x0000000000838e4f"
4931627,g4run,"libG4particles.so","[.]","G4Alpha::Definition"
4921076,g4run,"libG4processes.so","[.]","G4PenelopeRayleighModel::~G4PenelopeRayleighModel@plt"
4919830,g4run,"libG4processes.so","[.]","0x00000000008395b8"
4919522,g4run,"libG4processes.so","[.]","0x000000000083e8d3"
4915490,g4run,"libG4track.so","[.]","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
4911045,g4run,"libG4particles.so","[.]","G4AntiDoubleHyperH4::Definition"
4910619,chrome,"chrome","[.]","operator new[]"
4910434,g4run,"libG4processes.so","[.]","0x00000000008b6d0a"
4910066,g4run,"libG4geometry.so","[.]","0x0000000000212366"
4904419,g4run,"libG4processes.so","[.]","0x0000000000a0f72e"
4901113,g4run,"libG4processes.so","[.]","0x00000000008b6d0e"
4896325,X,"Xorg","[.]","ReadRequestFromClient"
4895739,g4run,"libG4processes.so","[.]","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
4876255,g4run,"libG4geometry.so","[.]","0x0000000000193fb8"
4874786,g4run,"libG4particles.so","[.]","0x000000000008127d"
4852665,g4run,"libG4global.so","[.]","0x00000000000564cc"
4826671,g4run,"libG4processes.so","[.]","G4InuclParticleNames::nameShort"
4798535,g4run,"libG4geometry.so","[.]","G4ReflectedSolid::~G4ReflectedSolid"
4792256,amixer,"libc.so.6","[.]","malloc"
4724425,amixer,"libc.so.6","[.]","__strcmp_avx2"
4598724,amixer,"libc.so.6","[.]","_IO_getc"
4308020,g4run,"libCLHEP-2.4.5.3.so","[.]","CLHEP::RandGamma::shoot"
4293979,g4run,"libG4processes.so","[.]","0x0000000000a59b4d"
4275666,g4run,"libG4geometry.so","[.]","G4ClassicalRK4::DumbStepper"
4274606,g4run,"libG4processes.so","[.]","G4TransitionRadiation::IntegralOverAngle@plt"
4272496,g4run,"libG4processes.so","[.]","G4VCrossSectionRatio::~G4VCrossSectionRatio"
4272448,g4run,"libG4processes.so","[.]","0x0000000000f18c48"
4264260,g4run,"libG4processes.so","[.]","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator@plt"
4262597,g4run,"libG4processes.so","[.]","G4VSplitableHadron::G4VSplitableHadron@plt"
4253717,g4run,"libG4geometry.so","[.]","std::vector<Intersection, std::allocator<Intersection> >::_M_realloc_insert<Intersection const&>@plt"
4252541,g4run,"libG4processes.so","[.]","G4UrbanMscModel::ComputeTrueStepLength"
4246072,g4run,"libG4geometry.so","[.]","0x00000000001946aa"
4245578,g4run,"libG4processes.so","[.]","G4fissionEvent::G4SmpWatt"
4241669,g4run,"libG4processes.so","[.]","G4OpticalParameters::GetScintTrackInfo"
4233710,g4run,"libG4processes.so","[.]","G4VStatMFMacroCluster::CalcInvLevelDensity"
4233433,g4run,"libG4particles.so","[.]","G4SigmabZero::Definition"
4233377,g4run,"libG4processes.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
4232742,g4run,"libG4particles.so","[.]","0x00000000000631a8"
4229561,g4run,"libG4processes.so","[.]","G4XAqmTotal::G4XAqmTotal@plt"
4225214,g4run,"libG4particles.so","[.]","0x00000000000631ac"
4223229,g4run,"libG4processes.so","[.]","G4OpticalParameters::GetCerenkovStackPhotons"
4217784,g4run,"libG4processes.so","[.]","G4Analyser::try_watchers@plt"
4215946,g4run,"libG4processes.so","[.]","G4HadronicParameters::SetXSFactorNucleonElastic"
4213163,g4run,"libG4processes.so","[.]","G4GammaNuclearXS::SelectIsotope"
4212277,g4run,"libG4processes.so","[.]","G4ChipsPionPlusInelasticXS::CrossSectionLin"
4209474,g4run,"libG4processes.so","[.]","G4OmegaMinus::Definition@plt"
4207660,g4run,"libG4geometry.so","[.]","0x0000000000193fbd"
4207414,g4run,"libG4processes.so","[.]","G4LossTableBuilder::GetFlag@plt"
4206462,g4run,"libG4processes.so","[.]","0x000000000083e5ee"
4203153,g4run,"libG4processes.so","[.]","G4HadronicParameters::SetXSFactorHadronElastic"
4202194,g4run,"libG4processes.so","[.]","0x0000000000a16ca9"
4198376,g4run,"libG4geometry.so","[.]","G4CutTubs::DistanceToOut"
4196934,g4run,"libG4processes.so","[.]","G4Reggeons::Chi_pomeron"
4194584,g4run,"libG4processes.so","[.]","0x000000000082eb14"
4194153,g4run,"libG4processes.so","[.]","0x000000000037e9b0"
4190680,g4run,"libG4processes.so","[.]","0x000000000083f96e"
4188114,g4run,"libG4processes.so","[.]","0x000000000037bf60"
4187469,g4run,"libG4processes.so","[.]","G4EmBiasingManager::G4EmBiasingManager"
4185579,g4run,"libG4processes.so","[.]","0x0000000000a31fb9"
4185016,g4run,"libG4processes.so","[.]","G4eBremsstrahlungRelModel::ComputeScreeningFunctions"
4184648,g4run,"libG4processes.so","[.]","0x0000000000873765"
4183972,g4run,"libG4geometry.so","[.]","0x000000000016159b"
4183227,g4run,"libG4geometry.so","[.]","G4EnclosingCylinder::ShouldMiss@plt"
4180270,g4run,"libG4tracking.so","[.]","G4SteppingVerbose::~G4SteppingVerbose"
4171166,g4run,"libG4track.so","[.]","G4ParticleChangeForGamma::DumpInfo"
4169767,g4run,"libG4processes.so","[.]","G4SingleDiffractiveExcitation::~G4SingleDiffractiveExcitation"
4168639,g4run,"libG4processes.so","[.]","G4Cache<G4LossTableManager*>::~G4Cache@plt"
4167926,g4run,"libG4processes.so","[.]","G4VCrossSectionRatio::~G4VCrossSectionRatio@plt"
4163607,g4run,"libG4geometry.so","[.]","G4CutTubs::GetCutZ"
4157737,g4run,"libG4geometry.so","[.]","G4Torus::ApproxSurfaceNormal"
4157091,tail,"ld-linux-x86-64.so.2","[.]","_dl_lookup_symbol_x"
4157054,g4run,"libG4processes.so","[.]","G4MuonicAtomDecay::FillResult"
4153311,amixer,"ld-linux-x86-64.so.2","[.]","_dl_map_object_from_fd"
4148229,g4run,"libG4processes.so","[.]","ptwX_setData@plt"
4145793,g4run,"libG4processes.so","[.]","0x0000000000a5169e"
4144069,g4run,"libG4processes.so","[.]","G4LossTableBuilder::InitialiseBaseMaterials"
4139783,g4run,"libpythia8.so","[.]","std::vector<int, std::allocator<int> >::reserve"
4138437,g4run,"libG4processes.so","[.]","G4Fissioner::~G4Fissioner"
4137170,g4run,"libG4processes.so","[.]","G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron"
4132918,g4run,"libG4processes.so","[.]","G4QMDMeanField::Cal2BodyQuantities@plt"
4127226,g4run,"libG4particles.so","[.]","G4AntiOmegacZero::Definition"
4125772,g4run,"libG4geometry.so","[.]","0x000000000019473e"
4122568,g4run,"libG4processes.so","[.]","0x00000000008b6d2a"
4121675,g4run,"libG4global.so","[.]","0x000000000005499e"
4118564,grep,"ld-linux-x86-64.so.2","[.]","_dl_lookup_symbol_x"
4118099,g4run,"libG4processes.so","[.]","0x000000000083a0ef"
4116408,g4run,"libG4processes.so","[.]","0x00000000008e1968"
4110901,g4run,"libG4geometry.so","[.]","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
4110238,g4run,"libG4geometry.so","[.]","G4LogicalSkinSurface::GetSurface"
4107341,g4run,"libG4processes.so","[.]","0x00000000008019bd"
4106589,Chrome_ChildIOT,"[vdso]","[.]","__vdso_clock_gettime"
4104352,g4run,"libG4processes.so","[.]","0x0000000000f087af"
4103560,g4run,"libG4processes.so","[.]","G4StatMFParameters::GetMaxAverageMultiplicity"
4099912,g4run,"libG4processes.so","[.]","0x000000000083809e"
4099433,chrome,"[vdso]","[.]","__vdso_clock_gettime"
4095962,g4run,"libG4processes.so","[.]","G4SPBaryon::G4SPBaryon"
4090604,g4run,"libG4processes.so","[.]","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
4089582,g4run,"libG4processes.so","[.]","G4SPBaryon::G4SPBaryon"
4089499,g4run,"libG4processes.so","[.]","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
4088001,g4run,"libG4geometry.so","[.]","0x00000000001c9e15"
4084824,g4run,"libG4processes.so","[.]","G4eBremsstrahlungRelModel::~G4eBremsstrahlungRelModel"
4079549,fgrep,"ld-linux-x86-64.so.2","[.]","_dl_relocate_object"
4076485,g4run,"libG4geometry.so","[.]","0x0000000000255317"
4074610,g4run,"libG4processes.so","[.]","0x0000000000839246"
4068430,g4run,"libG4geometry.so","[.]","0x00000000001925fe"
4058727,g4run,"libG4processes.so","[.]","G4SPBaryon::G4SPBaryon"
4054559,g4run,"libG4particles.so","[.]","G4NucleiPropertiesTableAME12::GetNuclearMass"
4051322,g4run,"libG4processes.so","[.]","G4NucleiModel::initializeCascad"
4036550,g4run,"libG4processes.so","[.]","G4Cache<CLHEP::HepLorentzVector*>::~G4Cache@plt"
4036448,g4run,"libG4geometry.so","[.]","0x000000000026fb79"
4035088,g4run,"libG4processes.so","[.]","G4INCL::AllocationPool<G4INCL::NpiToMissingStrangenessChannel>::getInstance@plt"
4024599,perf,"perf","[.]","record__mmap_read_evlist"
4012902,fgrep,"ld-linux-x86-64.so.2","[.]","do_lookup_x"
3941252,g4run,"libG4geometry.so","[.]","0x0000000000193f0e"
3917090,g4run,"libG4processes.so","[.]","G4BinaryCascade::CheckChargeAndBaryonNumber"
3452249,g4run,"libG4processes.so","[.]","std::vector<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > >, std::allocator<std::map<int, G4VEMDataSet*, std::less<int>, std::allocator<std::pair<int const, G4VEMDataSet*> > > > >::~vector@plt"
3444619,g4run,"libG4processes.so","[.]","G4ChipsPionPlusInelasticXS::ThresholdMomentum"
3439972,g4run,"libG4processes.so","[.]","0x000000000083d84a"
3429920,g4run,"libG4processes.so","[.]","0x0000000000f18c0e"
3427373,g4run,"libG4processes.so","[.]","xDataTOM_XYs_getDataFromXDataInfo@plt"
3426638,g4run,"libG4processes.so","[.]","G4INCL::NNToMultiPionsChannel::nn_nnPi0Pi0@plt"
3426563,g4run,"libG4processes.so","[.]","G4StatMFChannel::GetFragments"
3408481,g4run,"libG4processes.so","[.]","0x0000000000838ef4"
3406652,g4run,"libG4particles.so","[.]","G4XiMinus::Definition"
3402667,g4run,"libG4processes.so","[.]","0x0000000000839021"
3402656,g4run,"libG4processes.so","[.]","G4KDTreeResult::~G4KDTreeResult@plt"
3402155,g4run,"libG4processes.so","[.]","G4Abla::idint@plt"
3400815,g4run,"libG4processes.so","[.]","0x00000000009d26c6"
3399422,g4run,"libG4processes.so","[.]","0x00000000008e42ed"
3396744,g4run,"libG4processes.so","[.]","0x00000000009d3338"
3392093,g4run,"libG4processes.so","[.]","G4HadronicParameters::SetMinEnergyTransitionFTF_Cascade"
3386872,htop,"htop","[.]","ProcessList_scan"
3384077,g4run,"libG4particles.so","[.]","G4XibZero::Definition"
3378737,g4run,"libvtkFiltersFlowPaths-9.1.so.9.1.0","[.]","std::vector<double, std::allocator<double> >::_M_fill_insert"
3376294,g4run,"libG4particles.so","[.]","G4PionRadiativeDecayChannel::DecayIt"
3375420,g4run,"libG4geometry.so","[.]","G4BooleanSolid::GetCubicVolume"
3374992,g4run,"libG4processes.so","[.]","G4CascadeParameters::Initialize"
3370438,chrome,"libc.so.6","[.]","pthread_mutex_trylock@@GLIBC_2.34"
3370254,g4run,"libG4processes.so","[.]","std::map<G4String, std::vector<double, std::allocator<double> >*, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<double, std::allocator<double> >*> > >::operator[]@plt"
3366201,chrome,"chrome","[.]","0x00000000023373ea"
3365836,g4run,"libG4processes.so","[.]","0x000000000083f526"
3365230,g4run,"libG4processes.so","[.]","G4BinaryCascade::UpdateTracksAndCollisions"
3361585,g4run,"libG4processes.so","[.]","G4CascadeFinalStateGenerator::G4CascadeFinalStateGenerator@plt"
3359336,g4run,"libG4processes.so","[.]","G4FTFAnnihilation::Create3QuarkAntiQuarkStrings"
3358013,g4run,"libG4geometry.so","[.]","0x00000000000ec19c"
3357137,g4run,"libG4processes.so","[.]","0x0000000000b3fac9"
3357093,g4run,"libG4processes.so","[.]","G4Solver<G4StatMFMacroMultiplicity>::Brent"
3355245,Chrome_IOThread,"[vdso]","[.]","__vdso_clock_gettime"
3355148,X,"nvidia_drv.so","[.]","0x00000000000b081c"
3353820,g4run,"libG4processes.so","[.]","G4MolecularConfiguration::G4MolecularConfigurationManager::GetMolecularConfiguration@plt"
3351020,g4run,"libG4processes.so","[.]","G4FTFAnnihilation::Create2QuarkAntiQuarkStrings"
3349578,g4run,"libG4particles.so","[.]","0x00000000000631ed"
3348190,g4run,"libG4processes.so","[.]","G4VTransitionRadiation::Clear"
3345249,g4run,"libG4processes.so","[.]","0x00000000009d26ca"
3343176,g4run,"libG4processes.so","[.]","0x000000000083924b"
3339875,g4run,"libG4processes.so","[.]","G4ElNeutrinoNucleusTotXsc::G4ElNeutrinoNucleusTotXsc"
3339874,g4run,"libG4processes.so","[.]","0x00000000008af67e"
3339196,g4run,"libG4geometry.so","[.]","0x0000000000181669"
3338370,g4run,"libG4processes.so","[.]","0x0000000000f1ffba"
3336783,g4run,"libG4processes.so","[.]","G4HadronicProcessStore::SetProcessRelLevel@plt"
3336705,g4run,"libG4processes.so","[.]","0x000000000083e82c"
3331422,g4run,"libG4particles.so","[.]","0x00000000000812a4"
3331083,g4run,"libG4processes.so","[.]","0x00000000008b6bb9"
3330961,g4run,"libG4processes.so","[.]","0x0000000000b3facd"
3329203,g4run,"libG4processes.so","[.]","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData"
3325449,status,"libc.so.6","[.]","malloc"
3325108,g4run,"libG4processes.so","[.]","G4CascadeChannelTables::G4CascadeChannelTables"
3324282,g4run,"libG4processes.so","[.]","0x0000000000836088"
3323375,g4run,"libG4processes.so","[.]","0x0000000000a0fedb"
3320454,g4run,"libG4processes.so","[.]","0x0000000000b3f8ff"
3318569,g4run,"libG4processes.so","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3313694,g4run,"libG4processes.so","[.]","0x000000000083484d"
3313165,Chrome_ChildIOT,"chrome","[.]","free"
3313151,g4run,"libG4processes.so","[.]","G4FTFParticipants::GetList"
3310621,g4run,"libG4processes.so","[.]","G4ITModelProcessor::G4ITModelProcessor@plt"
3308609,g4run,"libG4processes.so","[.]","0x00000000009d2e1b"
3308172,g4run,"libG4processes.so","[.]","0x00000000008b6cd4"
3307507,g4run,"libG4processes.so","[.]","G4VAtomDeexcitation::SetDeexcitationActiveRegion@plt"
3304275,g4run,"libG4processes.so","[.]","G4EquilibriumEvaporator::setVerboseLevel"
3303020,g4run,"libG4processes.so","[.]","G4SPBaryon::G4SPBaryon"
3301399,g4run,"libG4processes.so","[.]","G4GoudsmitSaundersonMscModel::ComputeGeomPathLength"
3300439,g4run,"libG4processes.so","[.]","0x0000000000a02b45"
3299073,g4run,"libG4geometry.so","[.]","G4Trap::MakePlanes"
3295957,X,"nvidia_drv.so","[.]","0x00000000000b06a2"
3295235,g4run,"libG4geometry.so","[.]","0x0000000000207b08"
3290517,egrep,"ld-linux-x86-64.so.2","[.]","_dl_relocate_object"
3288113,g4run,"libG4processes.so","[.]","0x0000000000a5962d"
3287230,status,"libc.so.6","[.]","_int_free"
3278727,g4run,"libstdc++.so.6.0.30","[.]","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append"
3274894,g4run,"libG4processes.so","[.]","G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation"
3271803,g4run,"libG4processes.so","[.]","std::ostream::write@plt"
3270839,g4run,"libG4particles.so","[.]","G4PhaseSpaceDecayChannel::ThreeBodyDecayIt"
3267340,g4run,"libG4processes.so","[.]","G4NucleiModel::G4NucleiModel"
3265077,g4run,"libG4processes.so","[.]","G4KineticTrackVector::Boost"
3264710,g4run,"libG4geometry.so","[.]","0x000000000014aa08"
3259081,g4run,"libG4global.so","[.]","0x0000000000054995"
3258524,g4run,"libG4processes.so","[.]","std::vector<G4DynamicParticle*, std::allocator<G4DynamicParticle*> >::_M_realloc_insert<G4DynamicParticle*>@plt"
3254652,g4run,"libG4geometry.so","[.]","0x0000000000162689"
3251775,g4run,"libG4processes.so","[.]","G4LegendrePolynomial::EvalAssocLegendrePoly"
3251011,g4run,"libG4processes.so","[.]","0x0000000000839029"
3248645,g4run,"libG4processes.so","[.]","G4ChipsPionPlusInelasticXS::CrossSectionDescription"
3235391,g4run,"libG4processes.so","[.]","G4VXTRenergyLoss::OneInterfaceXTRdEdx"
3232022,amixer,"ld-linux-x86-64.so.2","[.]","check_match"
3221388,g4run,"libG4processes.so","[.]","0x0000000000a1ab5f"
3205225,amixer,"libc.so.6","[.]","__vfprintf_internal"
3197449,g4run,"libG4processes.so","[.]","G4KineticTrack::Decay"
3187479,g4run,"libG4processes.so","[.]","G4fissionEvent::G4fissionEvent"
3187470,g4run,"libG4geometry.so","[.]","0x00000000002122af"
3147003,g4run,"libG4processes.so","[.]","G4INCL::InteractionAvatar::~InteractionAvatar@plt"
2588270,g4run,"libG4processes.so","[.]","G4NuclWatcher::G4NuclWatcher"
2587517,g4run,"libG4processes.so","[.]","0x0000000000b3f999"
2587417,g4run,"libG4particles.so","[.]","0x00000000000631aa"
2581398,g4run,"libG4processes.so","[.]","0x0000000000f18c4c"
