cycles,instructions,l2_itlb_misses,l2_dtlb_misses,comm,dso,symbol
2793797,12482559,0,202,"g4run","libpythia8.so","Pythia8::SigmaMultiparton::sigma"
2793792,3094074,587,1099,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2793633,3951537,3323,448,"g4run","libG4particles.so","G4AntiAlpha::Definition"
2793621,0,546,861,"g4run","libG4particles.so","G4DecayProducts::G4DecayProducts"
2793519,2255930,39,832,"g4run","libG4processes.so","G4INCL::ParticleList::rotateMomentum@plt"
2793497,3148999,157,159,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2793496,3090305,671,225,"g4run","libG4particles.so","G4HyperTriton::HyperTritonDefinition"
2793427,1093465,1107,1608,"g4run","libG4processes.so","0x00000000008c521d"
2793420,7026188,74,379,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
2793342,991001,238,703,"g4run","libG4global.so","G4JTPolynomialSolver::RealPolynomialIteration"
2793330,6486126,0,0,"g4run","libG4processes.so","0x0000000000b3f9af"
2793326,7690533,185,177,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
2793313,1100953,0,194,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
2793282,980703,0,0,"g4run","libG4geometry.so","0x0000000000194075"
2793136,0,142,137,"g4run","libG4processes.so","G4CollisionNNToNNstar::G4CollisionNNToNNstar"
2793120,5690509,46,160,"g4run","libG4geometry.so","G4Navigator::RestoreSavedState@plt"
2793101,6448446,449,0,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
2793041,6540446,303,0,"g4run","libG4processes.so","0x0000000000ef79e4"
2793019,6628056,98,185,"g4run","libG4processes.so","G4ProcessTableMessenger::~G4ProcessTableMessenger@plt"
2792928,7386474,0,0,"g4run","libG4processes.so","G4Cache<CLHEP::HepLorentzVector*>::~G4Cache"
2792894,4489226,303,429,"g4run","libG4processes.so","0x000000000037ea40"
2792814,2157512,56,0,"g4run","libG4processes.so","xDataTOM_releaseElement@plt"
2792790,2038052,906,108,"g4run","libG4processes.so","G4CrossSectionDataStore::HtmlFileName"
2792736,1203678,481,506,"g4run","libG4processes.so","G4FTFModel::AdjustNucleonsAlgorithm_Sampling"
2792733,5616511,130,139,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
2792523,3236090,0,0,"g4run","libG4processes.so","G4DNACPA100IonisationModel::RandomizeEjectedElectronEnergyFromCumulatedDcs@plt"
2792476,3278457,237,509,"g4run","libG4geometry.so","G4PartialPhantomParameterisation::GetTranslation@plt"
2792436,12474400,1038,2160,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
2792310,3596687,0,0,"g4run","libG4processes.so","0x00000000009f25ba"
2792300,1163752,210,454,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::ComputeGeomPathLength"
2792204,1147227,551,1082,"g4run","libm.so.6","xflow"
2792161,6991819,404,1149,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonElastic"
2792107,6613362,20,230,"g4run","libG4geometry.so","0x00000000001f8505"
2792049,4883534,177,117,"g4run","libG4processes.so","0x00000000008b6e5e"
2792020,14204780,136,1072,"g4run","libG4processes.so","0x00000000008b925a"
2792000,3575206,375,1423,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
2791897,1361038,0,0,"g4run","libpythia8.so","Pythia8::StringEnd::kinematicsHadron"
2791694,2252817,550,3627,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
2791625,3409072,98,347,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetANuElTotCsXsc"
2791598,7747083,265,1685,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
2791530,6262784,40,0,"g4run","libG4tracking.so","0x000000000002f7bd"
2791493,4116810,0,4071,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
2791406,6985977,51,1474,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
2791282,2067232,0,107,"g4run","libG4processes.so","0x0000000000f18e32"
2791276,4508699,368,1030,"g4run","libG4particles.so","0x00000000000631a8"
2791237,2319988,362,693,"g4run","libm.so.6","@plt"
2790915,4290787,19,959,"g4run","libG4event.so","0x0000000000068e3c"
2790897,0,0,447,"g4run","libG4processes.so","0x0000000000a2a7f5"
2790838,0,1087,2773,"g4run","libG4processes.so","G4MuNeutrinoNucleusProcess::PostStepDoIt"
2790599,973251,0,560,"g4run","libG4geometry.so","0x00000000001c22d7"
2790593,1160503,43,0,"g4run","libG4particles.so","0x00000000000631ac"
2790539,1098376,74,1744,"g4run","libG4processes.so","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
2790334,0,1556,0,"g4run","libG4processes.so","G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst"
2790217,2325964,561,2808,"g4run","libc.so.6","@plt"
2790044,0,0,0,"g4run","libG4geometry.so","0x0000000000125058"
2790008,8944312,0,389,"g4run","libG4geometry.so","0x0000000000212366"
2789692,9072049,263,1706,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment"
2789602,7497844,155,3115,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection"
2789446,1093415,53,794,"g4run","libG4processes.so","G4hIonisation::InitialiseEnergyLossProcess"
2789096,7725028,366,1261,"g4run","libG4particles.so","0x000000000008127d"
2788886,6476993,146,0,"g4run","libG4processes.so","G4Reggeons::GetProbabilities"
2788869,4082454,83,896,"g4run","libG4processes.so","0x0000000000f69b69"
2788058,3004394,121,2798,"g4run","libG4geometry.so","G4Torus::ApproxSurfaceNormal"
2787748,2230933,1054,1221,"g4run","libG4track.so","G4ParticleChangeForGamma::DumpInfo"
2787449,1135373,0,75,"g4run","libG4event.so","0x0000000000068d79"
2786951,2147239,196,117,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::GetCallbacks@plt"
2786939,3293656,0,2107,"g4run","libG4processes.so","G4EvaporationInuclCollider::deExcite"
2786536,5254336,0,155,"g4run","libG4geometry.so","0x0000000000194047"
2786481,1019548,102,289,"g4run","libG4event.so","0x0000000000069d6b"
2786295,974210,0,0,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt"
2095423,7693210,20,626,"g4run","libG4event.so","0x0000000000068d2f"
2095362,3393286,0,898,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionFTF_Cascade"
2095358,1110978,515,277,"g4run","libG4processes.so","0x00000000008c4d86"
2095356,2250529,646,1762,"g4run","libG4particles.so","G4DecayTable::~G4DecayTable"
2095323,0,44,372,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::_M_range_insert<int const*>"
2095310,1093406,0,0,"g4run","libG4processes.so","G4MuonicAtomDecay::DumpState"
2095307,1909273,0,432,"g4run","libG4geometry.so","G4ReflectedSolid::GetCubicVolume"
2095281,2178906,0,0,"g4run","libG4processes.so","0x0000000000945958"
2095263,6668943,0,497,"g4run","libG4processes.so","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
2095242,10162577,126,215,"g4run","libG4processes.so","0x0000000000945a5a"
2095217,1023338,481,398,"g4run","libG4global.so","G4SimpleIntegration::Gauss"
2095214,2138465,0,468,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
2095192,2351258,45,0,"g4run","libG4processes.so","0x0000000000e9b09d"
2095184,6432697,0,219,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
2095183,1134987,80,583,"g4run","libG4processes.so","0x00000000008e2f7e"
2095175,3365855,1462,1212,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
2095160,4026858,0,1143,"g4run","libG4geometry.so","G4ReflectedSolid::~G4ReflectedSolid"
2095139,0,0,0,"g4run","libG4processes.so","G4LorentzConvertor::setBullet"
2095135,1029334,1660,3022,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
2095130,4394002,29,546,"g4run","libG4geometry.so","0x0000000000103d6a"
2095128,4136212,0,153,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt"
2095109,1014406,0,0,"g4run","libG4processes.so","0x00000000006ce62c"
2095095,1064737,43,275,"g4run","libG4processes.so","epsilon@plt"
2095077,7563166,148,732,"g4run","libG4processes.so","G4RToEConvForElectron::G4RToEConvForElectron@plt"
2095046,1221327,604,1227,"g4run","libG4particles.so","G4DecayProducts::Boost"
2095043,9553729,469,0,"g4run","libG4processes.so","G4Clebsch::ClebschGordanCoeff"
2095042,0,0,0,"g4run","libG4processes.so","0x00000000008b6d06"
2095024,0,0,795,"g4run","libG4geometry.so","G4ElectroMagneticField::G4ElectroMagneticField@plt"
2095005,0,37,1280,"g4run","libG4processes.so","G4VTransitionRadiation::GetMeanFreePath"
2094992,0,0,0,"g4run","libG4processes.so","0x00000000008b6d3c"
2094938,3475977,0,207,"g4run","libG4particles.so","0x000000000006c82a"
2094933,3354333,78,1107,"g4run","libG4processes.so","0x0000000000f67ef6"
2094909,2018663,0,141,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::GetIsoCrossSection"
2094855,1418999,0,0,"g4run","libpythia8.so","Pythia8::ParticleDataEntry::mSel"
2094851,3424809,0,112,"g4run","libG4particles.so","0x0000000000081551"
2094830,4381608,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::printTable"
2094823,2100924,1496,4626,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
2094758,992462,0,291,"g4run","libG4geometry.so","std::vector<G4LocatorChangeRecord, std::allocator<G4LocatorChangeRecord> >::_M_realloc_insert<G4LocatorChangeRecord>"
2094688,3407331,98,565,"g4run","libG4geometry.so","G4DisplacedSolid::GetObjectTranslation"
2094626,2221549,1753,1789,"g4run","libG4processes.so","G4LundStringFragmentation::Quark_AntiQuark_lastSplitting"
2094518,4482769,0,515,"g4run","libG4track.so","0x000000000000c62c"
2094516,1187769,556,1569,"g4run","libG4processes.so","G4GamP2NPipAngDst::~G4GamP2NPipAngDst"
2094507,2296136,262,916,"g4run","libG4geometry.so","G4Cons::G4Cons"
2094410,5234540,0,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xMax"
2094406,0,29,0,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportReversedPoints"
2094397,3271184,148,0,"g4run","libG4processes.so","0x0000000000f087a4"
2094369,0,0,1917,"g4run","libG4particles.so","G4IonTable::size"
2094352,4453474,0,637,"g4run","libG4processes.so","0x00000000009d33e3"
2094349,1125012,967,1892,"g4run","libG4particles.so","G4ExcitedDeltaConstructor::AddNGammaMode"
2094322,4136784,101,1243,"g4run","libG4global.so","0x00000000000564cc"
2094312,4356797,0,307,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS"
2094308,0,443,157,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, double, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<double> > >"
2094277,7629914,135,184,"g4run","libG4processes.so","0x000000000037b9a0"
2094251,2124513,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions"
2094190,1143755,754,1077,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
2094178,1095784,52,1002,"g4run","libG4processes.so","0x0000000000b3645e"
2094170,3175840,57,489,"g4run","libG4processes.so","0x00000000008af63b"
2094169,8142711,349,2566,"g4run","libG4processes.so","std::deque<G4StatMFFragment*, std::allocator<G4StatMFFragment*> >::_M_reallocate_map"
2094077,1155945,335,186,"g4run","libG4processes.so","G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt"
2094070,5437756,0,0,"g4run","libG4global.so","G4PhysicsVector::Store@plt"
2094023,6661371,410,504,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
2094006,0,91,345,"g4run","libG4tracking.so","G4StepPoint::operator=@plt"
2093987,3476804,94,358,"g4run","libG4processes.so","G4BinaryCascade::CheckChargeAndBaryonNumber"
2093954,0,33,285,"g4run","libG4event.so","0x0000000000068ea0"
2093935,2315653,118,959,"g4run","g4run","CLHEP::MixMaxRng::flat"
2093889,0,0,281,"g4run","libG4processes.so","0x000000000037e2e0"
2093841,3537834,2654,4133,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetTabValues"
2093777,2030973,0,0,"g4run","libG4processes.so","0x000000000037e3b0"
2093681,3128604,38,184,"g4run","libG4processes.so","0x0000000000836084"
2093637,2163836,307,1900,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
2093636,1212225,177,401,"g4run","libG4processes.so","G4StatMFParameters::Getr0"
2093628,5581505,93,139,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2093556,2307045,219,900,"g4run","libG4event.so","G4GeneralParticleSourceMessenger::SetNewValue"
2093541,3473267,261,892,"g4run","libG4processes.so","0x0000000000b3646a"
2093476,3196171,2822,441,"g4run","libG4particles.so","G4AntiLambdacPlus::Definition"
2093367,2272112,526,2510,"g4run","libG4processes.so","G4HadronicDeveloperParameters::DeveloperGet"
2093346,2163865,130,149,"g4run","libG4processes.so","G4DNAMesh::GetBoundingBox@plt"
2093316,1098653,0,127,"g4run","libG4processes.so","0x0000000000a0fedb"
2093311,6644429,91,0,"g4run","libG4processes.so","G4fissionEvent::G4fissionEvent"
2093199,2035660,0,284,"g4run","libG4geometry.so","field_utils::absoluteError@plt"
2093169,0,233,0,"g4run","libG4processes.so","G4SynchrotronRadiation::SetAngularGenerator@plt"
2093124,0,397,1481,"g4run","libG4processes.so","G4LorentzConvertor::backToTheLab"
2093110,2060404,94,909,"g4run","libG4tracking.so","0x000000000002f7a1"
2093058,6744488,1081,436,"g4run","libG4particles.so","G4Alpha::Definition"
2092903,1085815,0,0,"g4run","libG4processes.so","G4PreCompoundDeexcitation::deExcite"
2092800,8536448,33,243,"g4run","libG4processes.so","G4PhotoElectricEffect::~G4PhotoElectricEffect"
2092559,1117323,0,584,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
2092554,0,0,0,"g4run","libG4processes.so","std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert"
2092553,0,0,0,"g4run","libpythia8.so","Pythia8::ProcessLevel::accumulate"
2092470,2375123,522,1016,"g4run","libG4processes.so","0x000000000096ef25"
2092460,3197736,91,521,"g4run","libG4particles.so","0x00000000000737ef"
2092182,0,94,382,"g4run","libG4processes.so","G4CRCoalescence::G4CRCoalescence@plt"
2092152,0,0,591,"g4run","libG4tracking.so","0x000000000002fffd"
2091882,1296072,0,0,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::sigmaPT2scatter"
2091878,0,42,136,"g4run","libG4processes.so","0x00000000008b925f"
2091846,0,0,0,"g4run","libG4processes.so","0x0000000000a028af"
2091839,8076637,0,214,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
2091805,6444010,83,114,"g4run","libG4tracking.so","0x000000000002f7a4"
2091746,2223183,2065,3011,"g4run","libG4processes.so","G4DNABornIonisationModel1::CrossSectionPerVolume"
2091646,5316423,52,185,"g4run","libG4track.so","0x00000000000137dc"
2091643,5809360,170,592,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasZmuProduct"
2091602,4522814,52,90,"g4run","libG4processes.so","0x00000000008e42e4"
2091502,0,53,0,"g4run","libG4processes.so","G4MuonicAtomDecay::FillResult"
2091212,1201496,0,0,"g4run","libG4geometry.so","0x00000000001870c8"
2090896,1151653,63,176,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::ThresholdMomentum"
2090737,2048890,0,176,"g4run","libG4processes.so","0x00000000005f4426"
2090271,2276349,379,591,"g4run","libG4processes.so","G4StatMFFragment::GetEnergy"
2090159,5409334,0,1565,"g4run","libG4geometry.so","0x00000000002704c5"
2090103,3100895,147,508,"g4run","libG4processes.so","G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print"
2089997,1118491,0,0,"g4run","libG4processes.so","G4PhotoElectricEffect::~G4PhotoElectricEffect"
2089887,0,409,1192,"g4run","libG4event.so","0x000000000006a404"
2089866,1166871,0,0,"g4run","libG4processes.so","G4VEmModel::GetCurrentIsotope@plt"
2086102,0,239,130,"g4run","libG4processes.so","G4CascadeSampler<31, 6>::findMultiplicity"
1397122,3302134,29,102,"g4run","libG4processes.so","G4OpticalParameters::GetWLS2TimeProfile"
1397051,3496749,1269,3969,"g4run","libG4processes.so","G4Radioactivation::CalculateChainsFromParent"
1397051,1085521,119,0,"g4run","libG4processes.so","G4DNAGillespieDirectMethod::SetTimeStep@plt"
1397002,2118647,0,0,"g4run","libG4processes.so","0x0000000000e4d10b"
1396999,3105278,68,842,"g4run","libG4tracking.so","G4RichTrajectoryPoint::~G4RichTrajectoryPoint@plt"
1396999,0,0,155,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateOutgoingPartTypes"
1396980,2140604,0,0,"g4run","libG4geometry.so","G4ClassicalRK4::DumbStepper"
1396957,0,69,523,"g4run","libG4track.so","G4ParticleChangeForGamma::CheckIt"
1396956,0,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::~G4ElNeutrinoNucleusTotXsc"
1396943,5867693,50,770,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
1396942,0,0,421,"g4run","libpythia8.so","Pythia8::StringZ::zLund"
1396933,0,52,114,"g4run","libG4processes.so","G4CollisionNStarNToNN::G4CollisionNStarNToNN"
1396932,2030790,0,90,"g4run","libG4processes.so","0x0000000000b3f94a"
1396923,2108705,0,0,"g4run","libG4processes.so","0x0000000000b3f8ff"
1396921,2245605,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection"
1396915,6196017,33,136,"g4run","libG4geometry.so","0x00000000001818b9"
1396914,2168242,63,117,"g4run","libG4processes.so","G4Ne20GEMProbability::~G4Ne20GEMProbability@plt"
1396912,4250552,0,0,"g4run","libpythia8.so","Pythia8::BeamRemnants::checkColours"
1396912,3429571,0,604,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
1396911,2307158,365,567,"g4run","libG4particles.so","0x000000000006f81f"
1396911,1121747,275,198,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::Fun"
1396899,3280388,86,0,"g4run","libG4processes.so","G4BetaPlusDecay::G4BetaPlusDecay@plt"
1396897,1107083,0,1044,"g4run","libG4processes.so","G4NucleiModel::generateModel"
1396894,2162764,130,104,"g4run","libG4tracking.so","G4ProcessManager::EndTracking@plt"
1396881,0,234,96,"g4run","libG4processes.so","G4FPYSamplingOps::G4SampleIntegerGaussian"
1396872,0,0,176,"g4run","libpythia8.so","Pythia8::StringFragmentation::energyUsedUp"
1396870,0,62,202,"g4run","libG4processes.so","G4FPYSamplingOps::SampleGaussian"
1396868,2689581,0,477,"g4run","libG4persistency.so","G4STRead::PhysvolRead"
1396866,0,0,0,"g4run","libG4processes.so","G4ParallelWorldProcess::~G4ParallelWorldProcess"
1396864,0,0,0,"g4run","libG4processes.so","G4INCL::Config::getVersionHash[abi:cxx11]@plt"
1396861,2105622,0,837,"g4run","libG4processes.so","G4INCL::CascadeAction::beforeAvatarAction@plt"
1396854,4262931,0,592,"g4run","libG4processes.so","G4RToEConvForPositron::~G4RToEConvForPositron"
1396852,1223289,75,0,"g4run","libG4processes.so","G4Mg23GEMProbability::G4Mg23GEMProbability@plt"
1396850,0,0,145,"g4run","libG4event.so","0x0000000000069d67"
1396848,1967965,40,105,"g4run","libG4processes.so","0x00000000008b6bb5"
1396843,2387440,0,0,"g4run","libG4processes.so","0x0000000000a516cb"
1396843,2005389,205,703,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
1396834,0,451,3490,"g4run","libG4particles.so","G4MuonDecayChannel::DecayIt"
1396831,2138591,54,0,"g4run","libG4processes.so","0x0000000000833f67"
1396823,0,87,0,"g4run","libG4particles.so","G4MuonPlus::Definition"
1396819,0,0,533,"g4run","libG4geometry.so","0x000000000016159b"
1396815,2161536,0,215,"g4run","libG4processes.so","0x0000000000873765"
1396807,0,0,623,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTrueStepLength"
1396800,5256033,0,3019,"g4run","libG4geometry.so","0x00000000001c1d77"
1396795,1090876,0,96,"g4run","libG4processes.so","0x0000000000b3f7a9"
1396794,6647325,0,704,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
1396793,0,0,124,"g4run","libG4processes.so","std::map<int, G4ParticleDefinition*, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::~map"
1396793,0,0,0,"g4run","libG4processes.so","0x000000000037d810"
1396783,0,64,0,"g4run","libG4processes.so","std::vector<G4VFastSimulationModel*, std::allocator<G4VFastSimulationModel*> >::_M_realloc_insert<G4VFastSimulationModel*>@plt"
1396777,1183465,0,113,"g4run","libG4processes.so","0x00000000008e196b"
1396771,0,73,73,"g4run","libG4tracking.so","0x000000000002f9ca"
1396765,0,47,183,"g4run","libG4geometry.so","0x000000000027056d"
1396762,1032193,0,435,"g4run","libG4processes.so","G4LossTableManager::SetNIELCalculator"
1396759,0,365,3137,"g4run","libG4processes.so","G4KineticTrack::Decay"
1396758,3242801,351,580,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::GenerateMomenta"
1396756,0,592,1427,"g4run","libG4processes.so","G4FTFModel::GetStrings"
1396752,5107213,0,774,"g4run","libG4geometry.so","0x00000000001c23ba"
1396748,2179276,539,649,"g4run","libG4track.so","_GLOBAL__sub_I_G4ParticleChangeForGamma.cc"
1396741,2291986,429,98,"g4run","libG4processes.so","__1DSortOut::Sort@plt"
1396741,1012561,0,341,"g4run","libG4processes.so","G4OpMieHG::Initialise@plt"
1396739,1208798,214,1195,"g4run","libG4processes.so","0x0000000000a16ca5"
1396724,1136309,0,407,"g4run","libG4processes.so","0x000000000037bb60"
1396714,0,0,0,"g4run","libpythia8.so","Pythia8::PDF::xfVal"
1396709,2272081,0,106,"g4run","libG4processes.so","G4AntiXibMinus::Definition@plt"
1396708,4196223,280,846,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
1396687,1897269,1563,730,"g4run","libG4error_propagation.so","std::vector<int, std::allocator<int> >::_M_default_append"
1396685,1149090,57,721,"g4run","libG4processes.so","G4NonEquilibriumEvaporator::G4NonEquilibriumEvaporator"
1396673,0,267,129,"g4run","libG4particles.so","G4Upsilon::Definition"
1396667,0,0,0,"g4run","libG4processes.so","G4BetheBlochModel::G4BetheBlochModel"
1396663,0,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::operator/="
1396657,3187719,0,0,"g4run","libG4processes.so","0x000000000083918f"
1396653,4404721,0,283,"g4run","libG4geometry.so","0x00000000001818be"
1396641,994521,0,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini"
1396606,2232783,0,402,"g4run","libG4geometry.so","G4VIntersectionLocator::GetLastSurfaceNormal@plt"
1396602,3164103,0,197,"g4run","libG4processes.so","G4ExcitationHandler::G4ExcitationHandler@plt"
1396602,0,0,0,"g4run","libpythia8.so","Pythia8::RotBstMatrix::fromCMframe"
1396586,0,0,104,"g4run","libG4processes.so","0x0000000000a49309"
1396577,5525017,955,1784,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1396548,0,102,367,"g4run","libG4particles.so","G4DecayProducts::SetParentParticle"
1396537,7127234,0,55,"g4run","libG4processes.so","G4INCL::Nucleus::emitInsidePions@plt"
1396536,3246329,41,166,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > >, std::_Select1st<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > > >::_M_get_insert_hint_unique_pos@plt"
1396535,3153666,28,0,"g4run","libG4processes.so","0x00000000008b67f4"
1396525,3290426,83,366,"g4run","libG4processes.so","G4EvaporationInuclCollider::~G4EvaporationInuclCollider"
1396523,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SetFirstParton"
1396504,2224531,137,720,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::FillEnergySteps"
1396468,3127807,1178,4047,"g4run","libG4processes.so","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
1396460,5456017,23,258,"g4run","libG4processes.so","0x00000000008aec9a"
1396452,5721382,0,1126,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::operator delete@plt"
1396437,1146994,0,1122,"g4run","libG4geometry.so","G4Trd::ApproxSurfaceNormal"
1396401,0,0,0,"g4run","libG4processes.so","G4Na23GEMChannel::~G4Na23GEMChannel"
1396385,1187106,0,0,"g4run","libG4geometry.so","operator delete@plt"
1396373,2047579,0,111,"g4run","libG4processes.so","0x0000000000f69b3a"
1396348,1066206,0,355,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetNuElTotCsArray"
1396347,998307,47,451,"g4run","libG4processes.so","0x00000000008e2f6d"
1396329,936614,359,822,"g4run","libG4particles.so","G4DecayTable::G4DecayTable"
1396323,3414879,0,221,"g4run","libG4processes.so","G4NeutronKiller::SetKinEnergyLimit@plt"
1396313,3090697,204,1039,"g4run","libG4processes.so","G4LundStringFragmentation::Loop_toFragmentString"
1396304,959872,23,184,"g4run","libm.so.6","@plt"
1396288,0,793,1296,"g4run","libvtkFiltersFlowPaths-9.1.so.9.1.0","std::vector<double, std::allocator<double> >::_M_fill_insert"
1396175,0,0,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetVirtualFactor@plt"
1396167,1143456,60,303,"g4run","libG4processes.so","0x000000000095fa59"
1396145,5061484,70,101,"g4run","libG4processes.so","G4OpticalParameters::GetScintFiniteRiseTime"
1396131,1088307,0,0,"g4run","libG4event.so","0x000000000006a4ab"
1396065,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
1396056,0,0,363,"g4run","libG4tracking.so","G4SteppingVerbose::~G4SteppingVerbose"
1396021,0,119,0,"g4run","libG4processes.so","G4EMDissociationCrossSection::G4EMDissociationCrossSection"
