cycles,instructions,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched,comm,dso,symbol
98387241,110894829,21309536,92425547,17327384,"g4run","libm.so.6","__acos"
97671264,103726470,28618922,134587032,12237855,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
96994807,153259902,30010217,127605234,12908954,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
96994710,141679866,26450877,156633645,16178533,"g4run","libG4processes.so","0x00000000008b6af6"
96316704,173607998,14951628,81841612,82820577,"g4run","libG4geometry.so","__cxa_atexit@plt"
95615114,84429013,43572050,104666776,27574704,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
95610147,168497915,13794669,116272745,95515029,"g4run","libm.so.6","pow@@GLIBC_2.29"
95600404,149415938,15792745,113741415,58827533,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
94907040,118892650,21579141,114994687,18565764,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
94206689,137251064,21949642,115802551,36257940,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
94201401,162287084,22010870,116379207,54787160,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
93609183,127532470,18664798,96208419,40757955,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
93514945,163326621,33342216,161037747,13537996,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
93494748,110455111,17605015,115707910,30326282,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
92800024,162860913,27706907,175939058,11484900,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
92118378,110530508,25154470,154000911,10494128,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
90745492,122592921,36208315,143126210,14627721,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
90727929,88467975,26607887,91375429,18000926,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
90719406,142671263,23495658,138598403,6306598,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetSlope"
90704984,127255385,16609730,138620282,31112195,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
90019920,138923977,14537968,97465702,66981683,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
90006928,158644471,14411254,122061944,79767909,"g4run","libG4geometry.so","G4TouchableHistory::operator delete"
88589281,88523190,20681080,74230988,28864806,"g4run","libc.so.6","__memset_avx2_unaligned"
87963681,138400737,16721951,120425285,28455129,"g4run","libG4processes.so","G4PAIySection::CallError"
87931348,108817296,24305249,84407451,37735917,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
87927972,159690127,15061354,115540301,42099814,"g4run","libG4geometry.so","G4MultiUnion::DistanceToIn"
87924525,133991234,23071265,100745484,34034428,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
87225864,84812986,56279309,102055879,17806125,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
87214353,109648878,39881692,99246144,17194621,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
86533698,111822784,8364837,118831602,16454106,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
86523556,8108906,8255974,6020269,12619452,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
86514744,161936975,20294328,121666254,32196172,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
85812852,127377925,18726480,72022789,68122948,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
85128698,130963855,14368418,120697676,37122375,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
85112923,89064229,38131594,85942603,18775236,"g4run","libc.so.6","__strncmp_avx2"
85110683,151818905,10611831,149644695,10230286,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
84452348,108085295,21049089,137531341,9444470,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
84434587,112334257,12258382,100075007,26890832,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
83049197,77328798,43711011,89660269,29959163,"g4run","libc.so.6","cfree@GLIBC_2.2.5"
83045495,85409977,29798423,133424522,13126926,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
83045211,161209072,16615964,112123849,76638872,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
82337645,126607947,15017563,85112060,45449421,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
81645918,101443750,14746266,119860457,33371034,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
80936114,113119158,16372744,106702142,18723335,"g4run","libG4event.so","0x0000000000068d70"
80246331,98788110,38182409,103228528,8153379,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
78856457,151379162,11005961,65778830,83546232,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
78840059,137041406,10508345,100026208,68114299,"g4run","libG4geometry.so","G4Tubs::StreamInfo"
78142534,125825135,33962588,93145038,40848572,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
76842750,151130989,11836661,111609324,54013325,"g4run","libG4geometry.so","G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck"
76774275,84559372,17693223,83347458,25320629,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
76769371,129979233,28044231,114698171,4896663,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
76076815,138319374,12768368,76743984,83804913,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
76067656,144526503,5959852,106514273,30852805,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
76059036,114305181,19648636,132563252,13852922,"g4run","libG4event.so","0x000000000006a4b0"
76058593,124197515,17083148,81280104,57101028,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
75372441,142041086,12258949,109980405,26292520,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
75366338,103797805,16485836,113492237,9605874,"g4run","libG4event.so","0x0000000000069d73"
75360613,146449708,9341715,97142622,28820583,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
75360395,119121432,22730832,118911530,23450222,"g4run","libG4processes.so","0x00000000008b0734"
73958610,95402279,16076331,89375732,45671001,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
73272093,99305747,12530811,95621155,25135983,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
71871696,107353285,32147440,109664724,14182114,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
71172815,116101526,31287170,108147843,9877765,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
70511946,115703563,4340614,62509515,58414098,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
70490580,102304736,17265140,52316708,39578695,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
70479455,77402439,7524208,21033512,69812948,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
70463810,96082911,14775165,85851989,68346598,"g4run","libG4processes.so","G4LinLogLogInterpolation::Calculate"
70436569,67996709,9941607,69398043,40668975,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
69545922,114672403,10063897,67770753,60378879,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
69092746,108282216,28209249,97128103,31609033,"g4run","libG4particles.so","G4PionMinus::Definition"
69073506,96423053,10950798,111695433,18114155,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
67693211,105045756,14443564,96580693,9496739,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
67673303,68774050,24222684,68035885,2503047,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
66990137,86526415,12642589,56920244,38406784,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
66305167,95709955,10259297,73720327,43912463,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
66303779,80065906,20929541,80442035,5704853,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
66294494,128821722,9931466,86631513,64151763,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
66291595,108681190,4257627,56905491,61397052,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
65884127,114152673,11075592,81453620,73981150,"g4run","libG4geometry.so","G4PolyPhiFace::Between"
65668738,59205090,35009299,74976998,20196208,"g4run","libc.so.6","_int_free"
65603888,107928733,24855780,108063097,16891820,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
65594515,86880837,12928786,72395630,57845325,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
65592213,55352537,22769539,77611854,17264248,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
64918296,52782211,27878276,86796059,11529847,"g4run","libG4processes.so","G4HadronicException::Report"
64205949,61277894,17208455,97479655,14775112,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
64188241,82231280,5334081,62037525,19095251,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetFunctions"
63502909,110993895,9736623,72722915,63644418,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
63198410,65848419,24982525,58437121,12700019,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
62103022,76193583,8954448,69210855,11237687,"g4run","libG4track.so","0x00000000000116c7"
62086202,109502267,10677952,54924347,43181258,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
60725680,67935590,9689376,74424154,16290313,"g4run","libG4processes.so","0x00000000008b60a4"
60711563,117638557,21749310,117750382,2467222,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
60696876,80354465,6074506,44753336,42275390,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
60688566,143851557,10355390,83934005,66429118,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
60028534,117271091,3938131,61279780,74672172,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
59313679,83049793,26744086,81558769,7138051,"g4run","libG4processes.so","G4NucleiModel::reset"
59304550,132695195,7590341,58456894,64503601,"g4run","libG4geometry.so","0x0000000000103d6e"
58613113,66606908,11758395,83895844,9765293,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
57914454,89155875,8631545,71938809,25084904,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
57907934,101647040,13378656,79263224,52199613,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
57237441,132925206,13050179,36026518,100914234,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
57223073,83911524,11867329,61652123,30407067,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
57221739,49021515,9167592,60506135,14326863,"g4run","libG4geometry.so","0x00000000001c9a6c"
57219789,77145790,6688977,32921590,62136030,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
57211962,105963095,8142985,56662409,55455831,"g4run","libG4geometry.so","G4ElectroMagneticField::operator=@plt"
57202131,86898797,24808492,109858313,9126788,"g4run","libG4particles.so","G4DynamicParticle::operator="
56528638,68640189,14227854,65143299,9908331,"g4run","libG4event.so","0x000000000006a499"
56500601,77839243,19288590,73901783,4473211,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
55831655,94004742,13520674,95078909,12913220,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
55821065,78105946,10604857,76787527,18016187,"g4run","libG4processes.so","G4VTransitionRadiation::DumpInfo"
55145664,85949120,9649753,49761482,23181210,"g4run","libG4geometry.so","G4BooleanSolid::GetListOfPrimitives"
55139747,69654338,19436447,96052110,10356602,"g4run","libG4particles.so","G4Electron::Definition"
55129625,77244428,4993808,47217626,27285426,"g4run","libG4geometry.so","0x0000000000270bad"
55128918,81219237,13661867,54092669,55380646,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
55109172,70890396,24498006,73902299,4589505,"g4run","libG4processes.so","G4NucleiModel::passFermi"
55069240,66100247,11176117,56694374,29299188,"g4run","libG4processes.so","G4PhysicsVector::Value"
54442993,91728120,7801322,48555199,49190844,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
53741315,56152956,19584645,62193660,11144052,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
53740020,71518800,15997174,93412843,10909053,"g4run","libG4tracking.so","G4Step::UpdateTrack"
53716044,42735038,13669557,47668788,7915276,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
53034601,74007493,9456209,50875145,34959299,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
53018697,60269558,22850211,53925426,9915899,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
52344988,86577261,9782298,58240237,37461016,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
52328312,73540538,29579142,58761503,26731622,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
52314035,80335858,6133720,59980487,40269047,"g4run","libG4track.so","G4StepPoint::operator="
51639594,60392310,11360224,41765709,30546471,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
50948723,43147840,11309196,28318686,48929642,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
50936880,51056438,11148913,61663147,22033180,"g4run","libG4processes.so","G4TransparentRegXTRadiator::DumpInfo"
50935838,44480203,7789968,78120044,3889457,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
50253448,102228737,6459776,63282307,56620451,"g4run","libm.so.6","__strtod_nan@plt"
50249566,65300953,17417599,65082427,4166834,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
50232370,70565178,4718578,59184605,12528418,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
48846516,53965936,6050679,46708929,8605248,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
48842101,108549938,12392065,84944443,13791813,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
48837143,75541340,5812846,37824863,47373835,"g4run","libG4processes.so","0x00000000008aed87"
48149487,61866234,11463790,26827136,42049921,"g4run","libc.so.6","_int_malloc"
48143661,68116534,8815155,59563816,27835876,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
48140006,47461648,9629904,41465535,14617063,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
47462671,67457415,4898923,39681023,47456569,"g4run","libG4geometry.so","0x00000000001fea09"
47450649,78690364,9584415,53634555,22141696,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
47436538,33153449,27234170,42165022,6784706,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
47435782,103575037,7538771,65219557,32794130,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
46832569,84121332,38472417,72745073,13443067,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
46750983,71058963,18400412,74017056,5315273,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
46734941,63000588,7434526,66216943,15898361,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
46077303,76620973,16199555,57688717,13495839,"g4run","libG4particles.so","0x000000000006c848"
46068872,97485513,7512670,38006263,38702785,"g4run","libG4tracking.so","0x000000000002f82d"
46048489,64366962,20851583,54712557,14924257,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
46047758,61815126,9897665,41833081,6387201,"g4run","libG4processes.so","0x000000000037c9d0"
46044141,72647033,11483041,64970584,22385114,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
46036543,43635777,20890403,44773399,8420571,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
46035941,60698069,5946381,38513225,47407931,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
45367635,76224057,15815496,81432825,6102514,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
45367151,49930837,18817473,39548738,13641584,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
45357630,75366998,7693790,73641560,7292402,"g4run","libG4processes.so","G4PolarizedIonisationModel::SampleSecondaries"
45357532,43721703,14821429,41314280,12561179,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
45356929,57705938,17129950,47527666,12492931,"g4run","libG4particles.so","G4PionPlus::Definition"
45342155,61433075,9646566,88323444,8227681,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
44674337,85653139,6596414,44694035,35304562,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
44652019,76925482,6400908,51005095,38869385,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
44648903,115350781,12068721,46478479,48467902,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
43966877,87443061,7789551,88897142,18237316,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
43959099,65369731,9870163,70372865,11885466,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
43268549,56184382,5745517,44627600,25143242,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
43266381,46833539,22817709,55558538,1319044,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
43257216,67554408,13467263,60867651,12156774,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
43245074,78918012,9029872,74640048,848929,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
42576134,86019964,5687583,58909461,32910943,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
42574063,61369541,8818630,55057340,616497,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
42568301,51813471,17802688,45828317,17005093,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
42553061,58723789,18649485,63016641,11961390,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
42550650,51464612,23795355,51507799,16585162,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
41880653,78556015,11349584,54137728,9202350,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
41875453,32307867,9119212,43894673,16614050,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
41163607,82876625,22627643,68010583,7884801,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
40481738,71535137,4567480,53889554,20557959,"g4run","libG4processes.so","0x00000000006c9043"
40476457,32827909,15749039,60946528,8449610,"g4run","libstdc++.so.6.0.30","operator new"
40469592,62138357,2568516,30825745,39454875,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
40467335,40866588,6969447,57991007,7858521,"g4run","libG4track.so","0x00000000000137d6"
39772205,77166116,6488055,33589451,30329135,"g4run","libG4geometry.so","0x000000000011f5e9"
39769798,59291047,2386462,22211419,40766733,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
39075194,65636597,8965604,72426425,6082086,"g4run","libG4particles.so","G4IonTable::FindIon"
39070759,53802072,6165515,50714083,12740893,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
39069085,55362089,6132575,48771586,17624884,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
39067822,71193512,3938948,27791504,34184743,"g4run","libG4geometry.so","0x00000000001fe69d"
38387765,29379472,14698285,47981903,9490713,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
38378198,38599529,2553409,47704899,8612370,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
38375830,58021512,11650812,50156996,10903822,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetExchangeT"
37687174,48818591,5535937,48859204,18391440,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
37686954,50965421,12925200,37494826,10457633,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
37682874,63050050,10543028,64700158,29614067,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
37675808,36385150,14806171,36329951,13260685,"g4run","libG4particles.so","G4KaonPlus::Definition"
37671567,46814530,20978928,54411731,8789691,"g4run","libG4processes.so","G4Fissioner::deExcite"
37666769,39037446,6435092,43158187,23695746,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
37652856,53522734,6649848,27571504,36071905,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
36999901,69396103,7428237,66604214,5672963,"g4run","libG4particles.so","G4Alpha::Definition@plt"
36993147,46543899,15301775,49381861,2561053,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
36992928,58222866,3653938,46340416,30072092,"g4run","libG4processes.so","0x00000000006c9047"
36989579,79377503,2424879,9515743,58341172,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
36987580,38768863,16373562,36984920,20525141,"g4run","libm.so.6","log@@GLIBC_2.29"
36975643,82922055,7283341,16044718,58593695,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
36972583,60652982,4988232,29195995,40126664,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
36294211,52319114,7036624,46668507,6937709,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
36286805,51761631,10337270,56027367,6521929,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
36278660,56970679,6527190,50738083,14607183,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
35596310,48795950,6431148,38252800,8064022,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetElementCrossSection"
35592639,71574394,5049715,37846592,22570824,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
35590049,35299059,5549908,38038073,19431064,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
35581607,55197727,6380917,30945167,36317763,"g4run","libG4tracking.so","0x000000000002f7ad"
35577007,46610641,11898415,45440593,4845250,"g4run","libG4particles.so","0x000000000006bd68"
34901303,41834357,6097314,44290460,21265623,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
34898407,39541566,11151753,53646202,18324996,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
34890905,51654139,11520768,44558757,3606920,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
34884013,62090542,6881679,68498155,467913,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::CalculateCrossSection"
34878915,31042984,11456852,29290580,2651932,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
34878415,44538817,9192301,58195996,3525316,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
34190690,36102808,9780268,52761835,5144696,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
34176538,20044720,8673241,32691696,3254959,"g4run","libG4event.so","0x0000000000069d87"
33501565,29343332,14048875,27766426,18200948,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
33498618,72601752,2849717,27241981,33020913,"g4run","libG4track.so","0x000000000001155f"
32795291,53256799,8183078,40456951,13051519,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
32793129,52631168,4003375,26577644,34590660,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
32792652,40888361,16524442,45979047,10463777,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
32787727,23230929,16146177,12494723,4932307,"g4run","libG4processes.so","G4CascadeCheckBalance::baryonOkay"
32117328,46042704,4227178,7765115,48159297,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
32110706,81708653,925279,3961298,60569887,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
32108042,42264327,11650841,40152843,6884463,"g4run","libG4processes.so","0x00000000008363e3"
32103985,62296058,5699760,48333687,18036894,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
32102850,42230520,6841683,41905857,1293503,"g4run","libG4processes.so","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
32099277,50866209,7679324,31053452,19317709,"g4run","libG4processes.so","G4NeutronElectronElXsc::GetElementCrossSection"
32089148,41822797,4894996,30862311,14209876,"g4run","libG4geometry.so","0x0000000000270ba9"
32088874,53646408,4401055,27606010,41321984,"g4run","libG4geometry.so","0x00000000001f840f"
31413940,68003911,10702763,54211947,7037241,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
31409899,57721206,7325325,55634302,31695143,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
31409033,52179594,2747943,26119061,28092156,"g4run","libG4geometry.so","G4BooleanSolid::GetPolyhedron"
31406890,32955862,6844153,44699841,8064754,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
31400563,61067043,4589515,61783306,6155316,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
31400460,64037605,2555185,3908685,79551336,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
31382968,40249927,11428295,36899569,7401931,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
30975023,48920285,8454747,44046604,19418729,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
