instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched,comm,dso,symbol
4406185,5186412,9088865,4751758,15848614,3741564,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton"
4395645,5025984,5004713,484905,5344990,2169035,"g4run","libG4tracking.so","0x000000000002f7a1"
4393284,7243820,3498661,138151,2969485,0,"g4run","libG4processes.so","G4DNACPA100IonisationModel::RandomizeEjectedElectronEnergyFromCumulatedDcs@plt"
4389011,9871190,7098060,414722,4270674,2131696,"g4run","libG4processes.so","G4MuonMinusBoundDecay::ApplyYourself"
4388919,3616184,3605775,2813253,2679247,3984867,"g4run","libG4particles.so","G4ParticlesWorkspace::InitialiseWorkspace"
4388827,3608666,3471835,1153422,3343344,607183,"g4run","libG4processes.so","0x00000000008b6d55"
4386419,3558496,0,0,1488494,0,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
4384086,8286656,12022842,2511714,11718915,1222043,"g4run","libc.so.6","__strlen_avx2"
4380270,5042317,6153336,663689,6933995,3229596,"g4run","libG4processes.so","0x0000000000838c1b"
4362777,2498612,5776261,307055,5295744,152205,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
4357211,5019590,4772052,1776237,1672712,3484483,"g4run","libG4processes.so","G4VCrossSectionDataSet::G4VCrossSectionDataSet"
4352264,1202133,3463759,0,2370756,530453,"g4run","libG4particles.so","0x00000000000737ef"
4346286,3677620,6245446,300359,4928983,891341,"g4run","libG4geometry.so","G4Cons::G4Cons"
4317891,4890784,2318880,1174647,2294153,2320523,"g4run","libG4processes.so","G4HadronicException::what"
4316359,10803941,4823784,1192207,4980773,2691226,"g4run","libG4processes.so","0x0000000000f69a1d"
4284691,6031479,1919563,441548,822386,566045,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
4272147,5036714,2436700,1956535,1670061,806720,"g4run","libG4processes.so","G4NucleiModel::passTrailing"
4244176,3611303,1109370,578080,1633894,1487860,"g4run","libG4processes.so","0x00000000004ba7d9"
4241003,1195289,0,389242,1007058,0,"g4run","libG4processes.so","G4LegendrePolynomial::EvalAssocLegendrePoly"
4227872,4793179,1219640,418279,0,1708944,"g4run","libG4processes.so","0x00000000008aec9a"
4183983,6675316,6784199,195200,1818403,926294,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy"
4182488,3985279,0,0,2753106,343007,"g4run","libG4event.so","0x0000000000069d6b"
4155115,1351696,2514395,602342,862033,0,"g4run","libG4processes.so","G4PhotoElectricEffect::~G4PhotoElectricEffect"
4138065,4905905,2427558,256615,1775987,359292,"g4run","libG4processes.so","0x000000000083809a"
4135298,1232543,1156014,107183,1811129,880824,"g4run","libG4processes.so","0x000000000083e8d3"
4131892,2560774,1187653,868408,1085264,0,"g4run","libG4event.so","0x0000000000069d4d"
4127125,1319522,3665965,320070,0,1645754,"g4run","libG4processes.so","0x0000000000937b2f"
4115573,5017176,7352670,300485,4142320,2661194,"g4run","libG4processes.so","0x0000000000f18f2d"
4110363,9987332,8056929,255539,2855373,1830020,"g4run","libG4geometry.so","G4Box::DistanceToIn"
3986833,16853347,5970888,6030424,5873411,3618622,"g4run","libG4processes.so","G4StatMFChannel::FragmentsMomenta"
3912996,0,0,1100044,0,0,"g4run","libG4particles.so","G4GenericIon::Definition"
3710746,7518831,0,367362,0,1424013,"g4run","libG4geometry.so","std::basic_iostream<char, std::char_traits<char> >::~basic_iostream@plt"
3695382,2677636,3597605,330096,2535037,437679,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase"
3660470,5640334,1111024,118305,599719,597021,"g4run","libpythia8.so","Pythia8::SimpleSpaceShower::pT2nextQCD"
3566368,2060702,2498290,1006533,3431079,530676,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
3533617,0,2419119,0,1491267,0,"g4run","libG4geometry.so","G4VPhysicalVolume::SetRotation@plt"
3520528,2522621,0,0,0,1304522,"g4run","libG4processes.so","0x0000000000f087a4"
3496350,9925999,5901695,2424864,12251113,972451,"g4run","libG4processes.so","G4NIELCalculator::RecoilEnergy"
3479935,10881155,7068650,3271440,7340242,1796440,"g4run","libG4processes.so","G4EquilibriumEvaporator::~G4EquilibriumEvaporator"
3479689,3532421,3537033,786549,2627815,0,"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength"
3464119,0,0,1135919,831811,528837,"g4run","libstdc++.so.6.0.30","operator delete@plt"
3457491,4137544,1247086,0,911776,6339905,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity"
3436278,0,4914211,157885,1491535,275929,"g4run","libG4processes.so","G4ExcitationHandler::G4ExcitationHandler@plt"
3430799,4983750,4838776,2109824,5929811,1763237,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseAandZ"
3424457,2495098,7144168,1255996,3347096,0,"g4run","libG4processes.so","0x0000000000a5169e"
3420667,0,1215677,484807,1694254,499745,"g4run","libG4processes.so","0x0000000000a18d7b"
3411238,4914202,0,158074,818142,466090,"g4run","libG4processes.so","G4HadronicParameters::SetEnergyThresholdForHeavyHadrons"
3399755,1332184,2559284,435117,1969706,1215124,"g4run","libG4processes.so","0x0000000000833dba"
3397529,1171738,0,348845,3338076,0,"g4run","libG4tracking.so","0x000000000002fffd"
3392510,5176814,3595309,442333,2620741,858454,"g4run","libG4geometry.so","CLHEP::Hep3Vector::operator*=@plt"
3391941,4688246,1201811,317229,2485530,520774,"g4run","libG4processes.so","0x0000000000380f80"
3385818,3683066,0,445250,3393929,245242,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
3381636,9810818,4757493,897027,6667881,1448286,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2ExpHof"
3380995,1312625,1214986,348432,875415,0,"g4run","libG4processes.so","G4INCL::ParticleList::rotateMomentum@plt"
3371133,1257881,2446556,627449,5329754,1610275,"g4run","libG4particles.so","G4BaryonConstructor::ConstructCharmBaryons"
3360471,3629297,5981852,256630,906497,408638,"g4run","libG4processes.so","0x00000000008b6d39"
3356143,5914627,2395980,976070,2463966,1191082,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::G4GoudsmitSaundersonMscModel"
3355693,6062501,3590395,1094110,6514148,0,"g4run","libG4processes.so","0x000000000037ec70"
3354086,0,0,170366,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions"
3345390,4766772,6695317,447516,2606710,1467906,"g4run","libG4processes.so","G4CascadeSampler<30, 8>::findMultiplicity"
3340627,0,1296110,1885817,722530,0,"g4run","libG4processes.so","0x0000000000a19c51"
3321866,3756250,3616535,159546,0,1156371,"g4run","libG4processes.so","0x00000000008e1944"
3321250,3683748,1161614,757955,5009838,732222,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
3320256,5269713,3238521,111234,3584959,1518917,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
3320074,3852076,2373428,1009480,1896017,0,"g4run","libG4processes.so","std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt"
3319953,1317202,8637723,814125,3884870,2081180,"g4run","libG4processes.so","G4PAIxSection::GetStepCerenkovLoss"
3317942,9618092,8136455,317404,2754813,997489,"g4run","libG4particles.so","strlen@plt"
3315722,9491888,9678091,3576950,5907447,950498,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable"
3301310,9926907,15177980,307442,9674723,4240622,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorPionElastic"
3300517,1229847,2549293,0,2372976,506472,"g4run","libG4processes.so","G4CRCoalescence::G4CRCoalescence@plt"
3300494,4965844,2644306,2097135,1787598,618506,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseZ"
3300246,15822791,1339350,0,1374044,521902,"g4run","libG4geometry.so","operator delete@plt"
3299452,0,1138092,121787,4293002,0,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackSecondariesFirst"
3295616,2510334,2371827,385404,2682273,0,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergy"
3293615,7366173,2481751,2155896,2354182,0,"g4run","libG4processes.so","G4CascadeCheckBalance::strangeOkay"
3290509,4961373,2334916,960971,2391688,0,"g4run","libG4processes.so","std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>"
3290062,3378009,2383927,161812,4686085,1599425,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::ThresholdEnergy"
3281807,0,0,0,0,545275,"g4run","libG4processes.so","G4B10GEMProbability::G4B10GEMProbability@plt"
3277541,7805179,8529793,2213154,7716766,0,"g4run","libG4processes.so","G4IonDEDXHandler::GetUpperEnergyEdge@plt"
3272856,6546810,7680391,235932,3860746,2928692,"g4run","libG4geometry.so","0x0000000000212428"
3272226,11802162,2392550,1400707,8126395,1192877,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
3258825,0,1070703,0,920719,0,"g4run","libG4processes.so","0x000000000083d212"
3256349,2566909,0,0,772148,0,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt"
3254803,2306527,0,362534,1845871,1335789,"g4run","libG4processes.so","G4INCL::Nucleus::emitInsidePions@plt"
3244603,1208872,0,0,0,0,"g4run","libG4processes.so","0x0000000000e9941f"
3242625,0,0,316590,2386425,0,"g4run","libG4processes.so","0x0000000000a516c6"
3242143,0,3656434,595687,3239934,1260528,"g4run","libG4geometry.so","_G4cout_p@plt"
3239278,2519101,1066853,604157,4125243,476401,"g4run","libG4particles.so","0x000000000006f806"
3236203,3696454,1152732,238641,2524557,1574976,"g4run","libG4geometry.so","0x00000000001c9d86"
3235646,0,0,116904,0,1009569,"g4run","libG4geometry.so","G4ElectroMagneticField::G4ElectroMagneticField@plt"
3230524,3685120,2480285,440559,924310,1674935,"g4run","libG4processes.so","0x00000000009319da"
3212367,1162110,1246973,469120,2440035,1165089,"g4run","libG4processes.so","0x00000000008c521d"
3208923,3667165,4123498,130645,934826,0,"g4run","libG4processes.so","G4PhotoElectricEffect::~G4PhotoElectricEffect"
3208392,6173762,8313419,1662286,3216126,2369101,"g4run","libG4processes.so","G4PAIxSection::GetCerenkovEnergyTransfer"
3208065,9662489,6878539,847554,5638537,2289519,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
3206679,1198778,2278296,138316,865367,524877,"g4run","libG4processes.so","0x000000000095fa59"
3201619,4862286,0,527225,0,394092,"g4run","libG4track.so","0x00000000000137dc"
3187934,3799119,4509704,344350,3959042,0,"g4run","libG4processes.so","0x00000000008b6797"
3179966,1258776,5074058,227091,942200,2209568,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
3162053,0,6977354,848752,1770822,666916,"g4run","libG4event.so","0x0000000000069d83"
3154267,2480918,2162757,118158,690306,747370,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CalculateCrossSection"
3152783,7337041,17941245,2300283,11075785,1379284,"g4run","libG4processes.so","0x00000000008b6d45"
3147396,5792055,7951529,653213,3590137,0,"g4run","libG4processes.so","G4VStateDependent::G4VStateDependent@plt"
3131888,4872613,5944104,883318,2020028,1325536,"g4run","libG4processes.so","G4PAIySection::SumOverIntervaldEdx"
3127191,6044764,4849757,993034,2511770,2863578,"g4run","libG4geometry.so","0x000000000027089d"
3119877,2437451,2443975,0,0,0,"g4run","libG4geometry.so","0x000000000015c75e"
3115699,3602114,5912486,404213,3816613,989804,"g4run","libG4processes.so","0x000000000083fefe"
3101083,8754084,5817433,498384,1889162,4102216,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
3097940,2306069,2314509,262652,0,330301,"g4run","libG4digits_hits.so","G4VSensitiveDetector::Clone"
3089752,1329889,2560105,0,0,0,"g4run","libG4geometry.so","0x000000000019596f"
3083887,3675166,4148507,370837,2698689,1447919,"g4run","libG4geometry.so","0x00000000001c22d7"
3059415,15300164,5685746,656871,4022858,1214525,"g4run","libG4geometry.so","G4Trap::CheckParameters"
3039462,4962392,3906108,666216,4388657,901554,"g4run","libG4tracking.so","0x000000000002f7ed"
3029164,2290369,5908773,1729619,7191782,1029248,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeFixedShiftPolynomial"
3025053,2364094,1116697,446344,889027,0,"g4run","libG4particles.so","G4Alpha::Definition"
2968672,3866259,4467031,301188,1534617,2718351,"g4run","libG4processes.so","G4FTFModel::Init"
2967399,6295034,2357230,281926,6075112,2316193,"g4run","libG4tracking.so","0x000000000002f7a6"
2944157,2365111,3260108,306892,2235978,3010877,"g4run","libG4geometry.so","0x00000000001a315d"
2922806,4959218,3782711,255053,785053,1252589,"g4run","libG4geometry.so","0x00000000001c9d8a"
2863957,8594622,6199046,1338962,6905503,2404331,"g4run","libG4processes.so","G4VEmProcess::GetCrossSection"
2838833,5854958,3189775,274329,0,0,"g4run","libG4geometry.so","0x00000000001c1e9a"
2603136,1362584,1288813,113234,2414923,1595757,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pTnext"
2548925,2207701,5153106,135028,946185,298551,"g4run","libG4geometry.so","0x00000000000d8158"
2472201,0,1202330,0,0,1084021,"g4run","libG4persistency.so","G4STRead::PhysvolRead"
2455010,4113153,3459461,102347,2426906,1585068,"g4run","libpythia8.so","Pythia8::BeamParticle::xfModifiedPrepare"
2448726,3682351,1221471,1297271,788595,1255223,"g4run","libG4processes.so","G4HadPhaseSpaceKopylov::GenerateMultiBody"
2416392,0,0,427780,0,0,"g4run","libG4processes.so","G4VEmModel::GetCurrentIsotope@plt"
2400199,1247569,2490757,258955,3928413,171169,"g4run","libG4processes.so","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
2390174,5329229,7738439,265921,4597497,1209193,"g4run","libG4geometry.so","0x000000000018709f"
2390073,0,1161409,318841,3260969,0,"g4run","libG4processes.so","0x00000000009319dc"
2378467,1301249,2247467,155319,3840489,544104,"g4run","libG4geometry.so","0x000000000014aa0b"
2347556,2358468,8178401,2437793,5028801,4606785,"g4run","libstdc++.so.6.0.30","operator delete"
2346034,4764547,2442203,421313,2432109,559540,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
2343969,8631730,6668963,568955,6784626,3220791,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::SolveTheEquation"
2326923,1174253,0,278323,1574049,1756845,"g4run","libG4geometry.so","0x00000000001925fe"
2320273,7734516,5496050,924857,4708975,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonInelastic"
2309333,1287469,2114605,347145,0,0,"g4run","libG4processes.so","G4VEmProcess::~G4VEmProcess"
2303431,9437507,2289413,383634,1492127,5283406,"g4run","libG4track.so","0x00000000000101f8"
2297980,1250296,0,482950,0,963566,"g4run","libG4processes.so","G4MuonicAtomDecay::FillResult"
2297468,1321599,1154342,123223,780623,577918,"g4run","libG4geometry.so","0x000000000021242e"
2295971,1196002,2663067,180286,965044,893462,"g4run","libG4track.so","0x000000000000c62c"
2295687,8919832,9794891,472277,5833074,2092150,"g4run","libG4geometry.so","G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt"
2295597,5761961,0,464199,3219281,0,"g4run","libG4tracking.so","0x0000000000043e4f"
2292215,6431450,1191701,493447,866045,1947359,"g4run","libG4processes.so","G4BinaryCascade::CheckChargeAndBaryonNumber"
2288450,3932848,0,133350,1767816,1377965,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2285113,0,0,152712,0,589710,"g4run","libG4processes.so","0x0000000000a2a783"
2283989,0,0,0,0,1483635,"g4run","libpythia8.so","Pythia8::Sigma2Process::store2KinMPI"
2283917,5145900,1167393,1011684,2451879,0,"g4run","libG4processes.so","G4CascadeData<30, 6, 6, 4, 5, 6, 7, 7, 7>::initialize"
2282757,3617064,2337985,315533,2001957,2174129,"g4run","libG4processes.so","0x000000000083608c"
2279978,4806008,0,445867,2534973,1547207,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
2273002,2118216,3614503,448912,0,591611,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt"
2272936,3659618,0,0,0,0,"g4run","libG4processes.so","0x00000000008af1d6"
2272189,0,0,765963,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
2270219,3781098,3530780,108502,0,397118,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture"
2269246,1251813,2367161,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt"
2268407,0,2425090,0,1523558,0,"g4run","g4run","CLHEP::MixMaxRng::flat"
2268298,2643516,4778788,334960,1751423,2376708,"g4run","libG4geometry.so","0x00000000001925fa"
2263288,8661862,8114976,1427006,5713081,0,"g4run","libG4processes.so","0x00000000008b6d0a"
2262476,0,2412043,719322,0,262334,"g4run","libG4tracking.so","0x000000000002f7c7"
2255989,0,0,330164,1635027,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
2252083,5015881,2468712,128238,1598396,0,"g4run","libG4processes.so","G4INCL::Random::shoot@plt"
2249871,1190076,0,0,0,862607,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
2249267,1290300,0,413405,864127,1197844,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
2244702,1169284,1170621,952087,1713425,0,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
2240897,1346526,2530295,119031,735878,0,"g4run","libG4processes.so","G4INCL::Random::sphereVector@plt"
2238566,1241959,0,0,0,0,"g4run","libG4processes.so","0x000000000083918f"
2238209,6201344,1203283,1082298,3303807,1594187,"g4run","libG4processes.so","0x00000000009d358e"
2236513,1223852,0,172202,739152,0,"g4run","libG4processes.so","0x0000000000a48fcd"
2233832,0,0,115891,0,1011862,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::FillEnergySteps"
2233379,2483268,1319084,285714,1722937,415919,"g4run","libG4particles.so","G4AntiOmegacZero::Definition"
2230651,2690246,1091732,510240,0,1686244,"g4run","libG4processes.so","0x00000000005f4426"
2228073,1340278,2389807,258706,750130,1169201,"g4run","libG4geometry.so","G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt"
2227294,3792497,4203408,1274867,2526544,494139,"g4run","libG4processes.so","G4ForwardXrayTR::EnergyInterval@plt"
2224654,1264593,2355559,929842,2812866,488399,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
2222961,4773133,3386159,458856,864120,3972590,"g4run","libG4global.so","0x00000000000564c8"
2222190,1305895,0,331776,0,0,"g4run","libG4processes.so","0x0000000000380a40"
2221653,1170642,6122057,991046,1832960,461725,"g4run","libG4particles.so","G4SigmaPlus::Definition"
2218420,5195989,6063905,894625,5954836,1253650,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
2216991,0,3477669,184129,1891173,2274189,"g4run","libG4processes.so","G4CacheReference<CLHEP::Hep3Vector*>::Destroy"
2215897,0,0,0,0,546728,"g4run","libG4processes.so","std::ostream::write@plt"
2215508,0,1200101,0,1704413,0,"g4run","libG4processes.so","0x000000000037e660"
2215501,10098317,7514124,503436,6303582,581163,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
2214884,0,2277056,0,765816,0,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
2214627,2499776,0,392015,3475194,381648,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
2213804,3680763,0,0,0,0,"g4run","libG4processes.so","0x000000000037e2e0"
2211515,0,8623194,938938,793993,395834,"g4run","libG4processes.so","G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt"
2207944,0,0,0,0,1201984,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
2207118,2473751,2451113,886855,2472471,0,"g4run","libG4processes.so","G4C16GEMProbability::~G4C16GEMProbability@plt"
2204944,6213258,2382287,1189031,863853,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::getMultiplicity"
2201755,2601303,2359969,1134793,5114542,0,"g4run","libG4processes.so","G4EquilibriumEvaporator::G4EquilibriumEvaporator"
2201641,2667513,4845993,623127,987826,0,"g4run","libG4processes.so","G4NucleiModel::generateNucleon"
2200797,0,12081330,166928,1675947,2436141,"g4run","libG4processes.so","0x0000000000f087af"
2200599,1243003,0,169995,2630814,0,"g4run","libG4processes.so","0x0000000000a51697"
2199497,2472044,0,438037,944231,343277,"g4run","libG4particles.so","G4XibZero::Definition"
2199387,1270478,3677549,0,0,2449414,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2198872,2526445,1117773,133306,740266,0,"g4run","libG4event.so","0x0000000000068ea9"
2197789,3724682,3544784,737449,2494436,0,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt"
2197126,2625984,1147119,0,4200922,493199,"g4run","libG4processes.so","0x000000000083e82c"
2193134,0,0,380277,0,0,"g4run","libG4processes.so","0x0000000000f2e132"
2192414,0,3535931,0,0,846365,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2192147,1192734,0,0,875433,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>"
2191746,9986096,13202932,3093298,11040650,0,"g4run","libG4particles.so","0x000000000006c63d"
2190707,1230255,0,158200,756831,884128,"g4run","libG4event.so","0x0000000000068e30"
2189196,6303906,0,130858,2631470,609566,"g4run","libG4processes.so","0x000000000083484d"
2188776,1151754,0,0,0,1216560,"g4run","libG4processes.so","G4TritonGEMProbability::G4TritonGEMProbability@plt"
2183001,1288994,1260396,151129,0,0,"g4run","libG4processes.so","0x000000000037f590"
2182720,1156721,9745524,1270266,6151025,1070214,"g4run","libCLHEP-2.4.5.3.so","CLHEP::RandGamma::genGamma"
2182626,7522534,5685461,139568,940724,3869019,"g4run","libG4geometry.so","0x00000000001f8505"
2178403,4985776,0,288816,1650020,2779665,"g4run","libG4particles.so","G4AntiProton::AntiProtonDefinition@plt"
2171369,0,2445988,0,3928599,538036,"g4run","libG4processes.so","0x000000000083d846"
2170728,3844527,4812681,808251,5934708,308116,"g4run","libG4event.so","0x000000000006a49d"
2170572,3746673,1040716,129529,1462708,0,"g4run","libG4tracking.so","G4Track::~G4Track@plt"
2169759,4967240,0,152063,3095475,996540,"g4run","libG4processes.so","G4CollisionOutput::removeOutgoingParticle@plt"
2167121,2512646,3643960,652741,0,0,"g4run","libG4processes.so","__1DSortOut::Sort@plt"
2165857,1315674,0,111540,2572506,0,"g4run","libG4geometry.so","0x00000000002704c5"
2165448,3838131,2353145,284218,1610105,0,"g4run","libG4particles.so","0x00000000000631a8"
2165445,1202392,2391007,154934,852238,719982,"g4run","libG4processes.so","G4EmParameters::SetUseICRU90Data@plt"
2161739,0,1201050,332965,3522395,0,"g4run","libG4processes.so","0x00000000009d26c4"
2158623,9742012,1200532,628080,859335,2681823,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
2157122,0,1160215,0,1740611,0,"g4run","libG4processes.so","__cxa_begin_catch@plt"
2156603,1221567,1043611,626422,760205,0,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetTabValues"
2155603,1261914,2367842,272227,1822225,987631,"g4run","libG4processes.so","G4TransparentRegXTRadiator::ProcessDescription"
2154909,4919533,6933257,289727,4873035,0,"g4run","libG4processes.so","G4InuclNuclei::operator G4Fragment"
2153436,3923588,4589774,1118542,6779010,502293,"g4run","libG4event.so","G4GeneralParticleSourceMessenger::GetInstance"
2152367,0,3587207,0,1717422,0,"g4run","libG4event.so","0x0000000000068d2b"
2150744,1190484,0,747541,675012,0,"g4run","libc.so.6","__GI___pthread_mutex_unlock_usercnt"
2147823,0,0,138192,841522,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection"
2147488,2540028,0,696905,911443,0,"g4run","libG4particles.so","G4SigmabZero::Definition"
2146396,1171718,1180183,128638,754368,1659202,"g4run","libG4processes.so","0x000000000083fd17"
2145434,2557051,6869658,246757,1880098,3423654,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
2143855,0,1231226,321892,0,0,"g4run","libG4processes.so","0x000000000037ea40"
2142749,4804795,5982405,1115511,7931101,297228,"g4run","libG4processes.so","0x000000000037f8b0"
2139232,1112618,1128065,147914,0,829179,"g4run","libG4geometry.so","G4Tubs::CreatePolyhedron"
2138252,7636762,6244485,536800,6314766,1793767,"g4run","libG4event.so","0x0000000000068d2f"
2134030,0,0,0,0,0,"g4run","libG4geometry.so","0x00000000001c9ef8"
2132483,1248196,1138334,0,821517,907884,"g4run","libG4processes.so","G4INCL::ProjectileRemnant::computeExcitationEnergy@plt"
2128624,0,0,0,0,0,"g4run","libG4processes.so","G4LundStringFragmentation::FragmentString"
2125541,2372742,1231672,970651,4365606,375970,"g4run","libG4processes.so","G4VXTRenergyLoss::GetRandomAngle"
2120520,1186201,6037097,1163123,728134,556360,"g4run","libG4processes.so","G4AntiProton::AntiProtonDefinition@plt"
2120354,1272316,4742355,784085,2870799,0,"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA"
2120144,3607943,3268961,355806,0,4462365,"g4run","libG4processes.so","G4Bessel::K1"
2119278,2414447,1127455,452510,1695495,973108,"g4run","libG4particles.so","G4SigmaMinus::Definition"
2118322,1298726,0,772861,5366057,454898,"g4run","libG4processes.so","G4OpticalParameters::GetScintFiniteRiseTime"
2115872,1239032,1207651,0,0,0,"g4run","libG4processes.so","0x000000000037b7b0"
2115806,0,0,275165,804565,0,"g4run","libG4processes.so","G4HadronicException::G4HadronicException"
