instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched,comm,dso,symbol
140285121,139046813,165092505,7138743,126084100,24987455,"g4run","libG4event.so","0x0000000000068d24"
139812336,189489843,157561489,43060607,108466880,66415509,"g4run","libG4processes.so","G4CollisionOutput::operator="
139557367,153454757,121742134,13278876,78602701,73380883,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
137616123,143706237,128111604,7530480,79904701,79184644,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
136432603,132689208,145292268,10719150,93097353,46755723,"g4run","libG4processes.so","G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS"
135145200,190616779,174597305,31984699,147796161,26942066,"g4run","libG4particles.so","G4AntiNeutrinoTau::Definition"
135127209,163517265,171550837,19424643,147280127,26776716,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector"
133968530,163058427,145418871,12280871,120057971,29160705,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
133088302,132662704,136144324,7301453,83442960,59520507,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
132763748,161110774,142005153,18681154,133608851,19652837,"g4run","libG4processes.so","0x00000000006ce62f"
129753756,133073519,155171802,29469670,174094280,14368413,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
129493240,148825207,137308340,17324242,119056271,41438223,"g4run","libG4processes.so","G4PhysicsTableHelper::PreparePhysicsTable@plt"
127505691,144331326,149344764,33558969,127246982,31974922,"g4run","libG4processes.so","G4Fancy3DNucleus::ReduceSum"
126690320,169382060,156843358,5914197,47490637,111038714,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
126053590,143059356,182576151,27028783,168593685,5082766,"g4run","libG4processes.so","std::vector<G4InuclNuclei, std::allocator<G4InuclNuclei> >::_M_realloc_insert<G4InuclNuclei const&>"
125661532,151806812,159480942,16507789,123695839,42500331,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
125247677,184259425,149871582,28666942,164943671,12598486,"g4run","libG4processes.so","0x00000000008b6af6"
124387054,145095409,112828844,21075703,111692097,12103397,"g4run","libG4processes.so","G4NuclearPolarization::operator=="
124189260,158960368,139263142,40582975,122977445,16657430,"g4run","libG4processes.so","G4ElementaryParticleCollider::collide"
124185692,128347200,123692304,13708071,78479552,58553033,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::IsInTable"
123855221,126975921,133382323,12111006,108338052,30882007,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
123615396,140223705,105360475,14202866,95603812,30122086,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
123354013,174231197,156211532,20883848,109725727,50604252,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection"
123173945,129686350,130091014,14950780,103474199,32037154,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
123042853,151460380,97998658,10139034,68732238,48795034,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
122673283,138799894,146195956,9927035,70549676,57761215,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
121932651,91236665,108218707,6088121,66563694,63089633,"g4run","libG4processes.so","G4ProductionCutsTable::CheckMaterialCutsCoupleInfo"
120617376,161453594,151167980,16842125,95181559,71559961,"g4run","libm.so.6","__strtod_nan@plt"
119669717,106142680,129609623,13536038,86290208,43298330,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
118545013,134895702,118712526,5098616,47595196,63212398,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInNoVoxels"
118417350,155058305,146081128,8491871,65563994,83484816,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
117643273,139799141,103217391,20419540,116434997,14489823,"g4run","libG4event.so","0x000000000006a4b0"
117540101,135744739,122929294,17981758,88724551,44825884,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2UniformHelm"
117461671,116908194,123951018,19624106,128034596,19916972,"g4run","libG4particles.so","G4ChargedGeantino::Definition"
117242647,138199973,139135408,18105181,125778674,21343074,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
115450810,158133610,120704196,25970070,156804684,13065497,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
115069338,119086404,115629634,24367121,101881429,18320605,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeDXSectionPerAtom"
113158011,190441723,122745320,23559300,153320344,15414455,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
113094659,135986831,138584542,11245506,68810213,47764301,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
112915805,132139539,136949377,17205741,84518283,48262905,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
112016893,120963465,112601089,10354063,92565539,24795195,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
111880861,169575356,140478198,16533136,99251178,42218210,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
111280771,134706501,128952312,8983839,68035836,71808669,"g4run","libG4geometry.so","0x0000000000103d6e"
109870618,128401537,109288056,8508887,63851309,57548048,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
109728105,130852847,101000742,10592520,93288425,43062709,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
109027206,144105383,126963010,20473560,79504242,34595630,"g4run","libc.so.6","__memset_avx2_unaligned"
108271402,119105065,92659598,29642780,94006233,17675008,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetPTables"
107783760,115200268,131329585,9701737,80388265,44926195,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
107225932,147890151,135174947,21390045,91954026,47048973,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
106706493,145071746,133545992,14466262,81872660,55993660,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
106073195,139462383,120702950,16679695,108663013,35038677,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
104365854,111544718,121671481,9240016,52277130,77191320,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
104242141,103308151,110432209,5901931,90989906,34675593,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
103882184,129849687,100195223,14613723,112784155,25793194,"g4run","libG4processes.so","0x00000000008b60a4"
103770936,98420222,95748066,32219356,62880707,26404849,"g4run","libG4processes.so","G4NonEquilibriumEvaporator::deExcite"
102618329,122775933,122155003,30052496,123788616,4214717,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
102210952,160513835,111607723,45031439,118844585,28119520,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMGsPhis"
101820416,120455922,125798245,8611870,40497183,80806778,"g4run","libG4processes.so","0x00000000008aed87"
101610148,105639053,114545159,14719365,72778462,22664008,"g4run","libG4tracking.so","G4Step::UpdateTrack"
101106624,139238295,116588296,16375995,100672062,32304653,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
97548240,124368166,134117414,6795408,46582940,73303700,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
97192785,84195777,76986933,19036362,80610876,12243061,"g4run","libG4processes.so","G4INCL::CrossSectionsMultiPions::NNThreePi@plt"
96959122,103188624,97442815,27323658,76358960,8760231,"g4run","libG4particles.so","G4DynamicParticle::AllocateElectronOccupancy"
96687905,114769896,90005173,18802785,101395696,10072572,"g4run","libG4event.so","0x0000000000069d73"
95707589,105841891,94714226,13467654,79581707,17165229,"g4run","libG4track.so","0x00000000000116c7"
94604060,106739668,91003060,23518082,83705432,8407159,"g4run","libG4processes.so","G4LorentzConvertor::reflectionNeeded"
93587428,76666986,78318281,10621841,78363483,21614599,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
93505642,92783690,99026662,18706975,99732918,17152386,"g4run","libG4processes.so","G4IntraNucleiCascader::newCascade"
93272245,99722349,88975740,8606622,39774616,65442028,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
93141848,67634396,100227564,8370764,66496555,28168616,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
93082534,119429319,113429639,7750114,50342315,59983200,"g4run","libG4geometry.so","0x00000000001fe69d"
92645775,69578592,99205739,20039288,80897694,6533229,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::printTable"
92411774,158994877,137393861,8266608,51354613,74982006,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
92156279,112495646,110266260,13340402,67219630,52744313,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
91337798,120534452,81857616,30707224,101763270,15201472,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
91077799,112329239,104868864,13894350,77076852,21501598,"g4run","libG4processes.so","0x00000000008b0734"
91064748,91110528,88757919,23197019,82732683,6602453,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
89103643,83037613,86022266,9659624,51507368,33648111,"g4run","libG4particles.so","0x000000000008131f"
88816058,96628573,106287153,12743070,75059646,40150472,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
87942442,84362255,84450862,9454440,45509625,37079533,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
87848421,106489285,98215434,8085893,83709297,15615160,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
87835693,83639403,92167841,19447524,71342337,8605640,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
87810484,78963167,96613018,18377055,87678041,3045270,"g4run","libG4processes.so","G4IntraNucleiCascader::preloadCascade"
87554161,97732228,92494519,22075292,85853969,11698119,"g4run","libG4processes.so","G4LightTargetCollider::SingleNucleonScattering"
86572214,76904697,66275695,28700469,50658554,12394436,"g4run","libG4processes.so","G4InuclNuclei::makeNuclearFragment"
86539483,88067960,77253449,15751646,73712191,5252366,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
85980245,103568261,105278848,8581761,85198420,21568684,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
85640318,93992458,90569252,12696300,67100915,31131732,"g4run","libG4processes.so","G4NeutronCaptureXS::SelectIsotope"
85481492,87265971,63434520,15744464,74900638,4675610,"g4run","libG4processes.so","G4RKPropagation::delete_FieldsAndMap"
83455488,97676526,98924632,23203846,83155478,2804395,"g4run","libG4processes.so","G4NucleiModel::boundaryTransition"
82472380,83316373,92767225,4522845,44427743,58941306,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectTranslation"
82403115,130244193,106722693,19468773,84865970,19711661,"g4run","libG4processes.so","G4IntraNucleiCascader::decayTrappedParticle"
82381196,91609782,61305171,15207670,89567902,15297211,"g4run","libG4processes.so","G4VTransitionRadiation::PostStepDoIt"
81894540,100886690,80095772,9076933,52375941,36548792,"g4run","libG4track.so","G4StepPoint::operator="
81111733,83134667,106957092,15202902,98155277,1226817,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
80930728,128325477,91928708,33192571,80598568,37921898,"g4run","libc.so.6","malloc"
79794884,115299416,99538530,7912381,68293342,38377274,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
79685566,91421039,75117831,17429130,53835114,3352714,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon"
78909802,154127088,111994771,21528659,95195040,19661750,"g4run","libG4event.so","0x0000000000068d70"
78086417,84174535,74339672,13211539,43835264,40991674,"g4run","libG4global.so","G4Physics2DVector::PutVectors"
77088396,93942239,116705114,17894799,96770727,31426731,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
77057410,98592393,95274170,8390247,60643887,34425906,"g4run","libG4geometry.so","0x0000000000270bad"
76849069,88076845,84227622,26195527,73856257,15548521,"g4run","libG4processes.so","G4CascadeParamMessenger::SetNewValue"
76571982,89999098,97022226,7879788,60079635,43523458,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
76357179,61523358,62325406,5821363,53813027,21601588,"g4run","libG4geometry.so","0x000000000011f5e9"
75592246,68835998,65958731,8448680,60722549,16532801,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
74390600,60290728,82667484,24504235,69923312,6823689,"g4run","libG4particles.so","G4DynamicParticle::SetDefinition"
73966595,120113388,79639654,24190668,99974734,22584551,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
73169000,61107491,71620476,4110562,32247197,32346309,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
73091015,102057122,93689429,10427752,62516469,21770860,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
73039419,99988919,61584214,12596534,51774633,35234103,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
72760455,91413942,92090225,19134961,70385819,6832821,"g4run","libG4processes.so","G4RKPropagation::delete_EquationsAndMap"
72034328,104260456,70185468,12043392,93052228,9600219,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
71728074,55056018,68061038,12549132,47940285,4301953,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
70745003,96146969,72107844,21759000,67767908,7540117,"g4run","libG4particles.so","G4DynamicParticle::SetMomentum"
69769062,64253299,97086678,15846037,60642211,6708868,"g4run","libG4processes.so","G4RKPropagation::~G4RKPropagation"
69431999,79149327,77567142,6430812,52329297,11306544,"g4run","libG4particles.so","G4Alpha::Definition@plt"
68943029,93705114,107368633,5681874,32776533,64076274,"g4run","libG4processes.so","G4HadronXSDataTable::Initialise"
68718252,108617463,69495478,9703088,69030607,20233158,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
68567611,71174412,79405051,11152527,57180807,20176347,"g4run","libG4global.so","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
67732255,70288723,57955991,7261027,54023256,32812341,"g4run","libG4tracking.so","0x000000000002f82d"
67686394,88351152,90449379,9232614,30807150,59857635,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::Initialise"
67599917,79703271,83950075,11572975,76774666,6457442,"g4run","libG4particles.so","G4IonTable::FindIon"
66835097,93635969,72373057,18376141,73852243,9121581,"g4run","libG4event.so","0x000000000006a499"
65705999,59597532,66759021,7458898,53135734,20226552,"g4run","libG4tracking.so","0x000000000002f7ad"
64987891,66615580,77312781,9440606,50710832,21091809,"g4run","libG4geometry.so","G4BooleanSolid::GetListOfPrimitives"
64660890,77099691,74410567,18255517,72971973,7435459,"g4run","libG4processes.so","G4RKPropagation::GetSphereIntersectionTimes"
64018463,66166378,72596148,9966324,47477143,26359920,"g4run","libG4processes.so","G4NeutronCaptureXS::GetElementCrossSection"
63584753,67408557,51593030,9182115,60102961,14013423,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
62835266,55937442,55431077,4954363,26531844,36938046,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
62690948,75646933,65956213,9769636,62865079,10816114,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
62332290,71762391,48168760,18323742,53550228,8324431,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
62226120,83239682,72285621,15170507,62050581,25429742,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
61817080,55292555,47350390,8730556,40076512,15127170,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
61659113,72619176,77297160,13690478,50124890,4100730,"g4run","libG4processes.so","G4NuclNucl3BodyAngDst::G4NuclNucl3BodyAngDst"
61639821,51987310,57208120,11797614,58295297,15185325,"g4run","libG4track.so","0x00000000000137d6"
61623557,83206652,80614026,10432265,55246414,25063643,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronInelastic"
61599210,74005361,76015056,10573119,64898301,9637651,"g4run","libG4processes.so","G4CascadeDeexciteBase::getTargetData"
61531872,64330660,75721862,1553422,18409305,49603339,"g4run","libG4geometry.so","0x00000000000e516c"
60586825,93895821,69526893,8775298,52842057,26680701,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
60561520,55130119,48747257,2735448,24217660,31092521,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
60331387,100610055,63080602,6106468,42179098,22911340,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
60316619,91902087,67899407,9333419,57612456,11077815,"g4run","libG4geometry.so","0x00000000001c9a6c"
60302618,95824497,88026176,9578115,52852225,27893334,"g4run","libG4particles.so","G4IonTable::GetIon"
59973796,58881420,61293606,9252045,36066193,20982687,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
59964602,50537393,70257553,7244115,39077294,17973368,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
59670287,47836699,71615463,6535809,49748337,10104596,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
59593054,79802071,74704687,9784203,42721178,25677910,"g4run","libG4geometry.so","0x0000000000270ba8"
59528113,64482869,38496472,5429335,49654361,2366431,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
59479006,54447981,69360129,11064742,44568908,9507125,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
59402429,71638822,81104788,11705910,67081075,8645204,"g4run","libG4processes.so","G4HETCFragment::G4HETCFragment@plt"
58943782,55262625,63951159,7106061,59070238,7094384,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
58813722,64637761,51201632,4136645,48043310,22211558,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
58088172,82468694,68278583,4827479,27739636,28585644,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
57748638,55585768,68780566,5498420,38163567,31116804,"g4run","libG4geometry.so","0x00000000000e4a2e"
56495525,73529996,38657350,4766604,27226967,18057902,"g4run","libG4geometry.so","_G4cerr_p@plt"
56308593,60688931,50199030,3496108,25031622,27075654,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
55430135,85338251,63119454,8300385,56066434,33893237,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
54911709,67973780,51791485,23680658,69195509,8985053,"g4run","libc.so.6","getenv"
54546724,77660547,49021628,18507322,69841576,11876761,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
54327618,50640041,55653937,13932653,54251737,10829186,"g4run","libG4processes.so","G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt"
53409164,45249345,46055322,3305058,42958522,11373807,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::GetLPMFunctions"
53340721,71833216,56949066,7492740,32118906,16435301,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
53079531,59235415,50863643,15651818,44022159,19098023,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
53056499,62210260,54264203,10974824,51596789,5688197,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
52994198,64978900,53558287,8390070,40488865,14066118,"g4run","libG4processes.so","G4PAIySection::NormShift"
52970903,36995957,43632879,3528817,33202201,12933650,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
52908714,65471887,46946658,7035366,53955458,13948296,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
52796963,46278907,42500924,15771678,35665866,6296696,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
52653546,56467851,71522406,10400913,77976322,3748906,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
52624732,85918333,85759263,4581177,36149669,43513158,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
52368992,77804736,60919380,4330508,26712301,39066726,"g4run","libG4geometry.so","0x000000000021226e"
52289201,55135417,45703487,4377471,13815795,37672654,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
51870209,66410477,63896208,5918918,47119320,20936333,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
51368966,59268128,56320324,16322912,45004457,4101392,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::setSpherical"
51222687,91169739,77877796,5349960,34097187,39580786,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
51206786,53388280,72047408,2393184,28721590,44099500,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
51193994,73002538,54800590,9302196,74850455,4596433,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
51131435,58289352,60318429,8163710,53198207,15938115,"g4run","libG4geometry.so","G4MultiUnion::operator="
51048602,63023052,54801553,6489268,42942253,17908919,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
50880439,69448078,44058403,6582329,43869532,22403479,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
50732598,62595343,48523731,12425205,60964036,3962928,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
50696643,62544907,58135500,7028823,51589410,8123564,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
50567384,51920803,60461982,10584139,56588388,6135275,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
50519679,40572817,49903269,4018243,32055349,10587806,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
50031164,88676851,80625383,7072271,59916690,20199354,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
49786425,52668331,51572691,3452596,46176269,9227399,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
49396108,77019212,71224030,11746553,55215080,799717,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
49343467,77205485,80350191,6134535,56732224,20149258,"g4run","libG4geometry.so","0x0000000000270ba9"
49272473,45112311,42649305,13605233,46937843,5431817,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
49062113,87770988,64418905,11998661,61449843,11112679,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
49030068,57881126,43504943,5308020,35211279,26662981,"g4run","libG4geometry.so","G4Paraboloid::operator="
48873769,82413828,69323407,8116457,59565518,28256841,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
48780485,34030847,44123605,2366885,33071050,6514283,"g4run","libG4processes.so","0x00000000008394eb"
48745622,46230288,43455445,8726386,37552499,13671833,"g4run","libG4processes.so","__tcf_0"
48731704,68780536,61468876,8379013,54644913,12685917,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
48103140,42187692,58114196,17007191,39781860,10287322,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
47670105,56774983,59212091,5845948,46527029,26448770,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
47587162,62333492,53151289,2307466,28416496,36327140,"g4run","libG4geometry.so","G4UniformElectricField::G4UniformElectricField@plt"
47563406,77243935,52162047,4393089,25293821,34951211,"g4run","libG4geometry.so","0x00000000001f840f"
46991514,54986014,47141953,10221976,54045189,3928297,"g4run","libG4processes.so","G4OpticalParameters::~G4OpticalParameters"
46535158,41499771,54298760,2393225,32450173,12249587,"g4run","libG4processes.so","0x0000000000838e4f"
45658753,32692800,56778923,5040341,40242885,9337981,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
45618654,67886808,45764085,4760323,30143197,21924452,"g4run","libG4track.so","0x000000000001155f"
45420269,57367609,56191713,1914287,19646844,31704965,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
45135121,48960752,51460752,5093865,32389001,22257623,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
44951991,61928823,49560144,3982794,27573567,21819629,"g4run","libG4geometry.so","G4VoxelSafety::G4VoxelSafety"
44308036,47444451,36946934,3481265,31551042,6206997,"g4run","libG4track.so","_GLOBAL__sub_I_G4StepPoint.cc"
44292560,59001562,46415649,24767839,49092196,7506002,"g4run","libG4processes.so","G4CascadeCheckBalance::momentumOkay"
44089000,71913978,38027801,19401672,41916685,7016544,"g4run","libG4processes.so","G4CascadeParamMessenger::G4CascadeParamMessenger"
44028329,65095654,64478127,4157852,48703880,19625140,"g4run","libG4processes.so","G4SBBremTable::G4SBBremTable"
44023484,54232862,70327914,4417222,31367868,17366716,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistent<1>@plt"
43936926,71020313,72122399,5680163,32302316,27038398,"g4run","libG4geometry.so","G4ImplicitEuler::G4ImplicitEuler@plt"
43367308,48354670,41413220,11117202,29890543,4754017,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
43247705,31295048,35871046,4175640,31248760,13024114,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
42123986,44870539,31085809,15171469,36179873,22742887,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
42064891,36496052,31300658,8601516,46262916,3995631,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
42060743,38535560,46961200,4348836,26001404,12828254,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
41993494,49810980,52088792,5057794,36855824,11247365,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
41984452,50038486,69274926,13883012,46661235,6780293,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
41437078,43208243,32519631,6729656,18092874,18546146,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
40910926,43486897,48160933,2395439,19423929,10990266,"g4run","libG4geometry.so","G4BooleanSolid::GetPolyhedron"
40553022,41910075,48064395,10975149,35350627,10619702,"g4run","libG4particles.so","G4PionMinus::Definition"
40495273,38617538,62617712,5282846,42821239,18514652,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
40070952,41657148,39906874,4632218,24204490,17487067,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate@plt"
39929289,63301367,52075842,4248621,36441405,17172941,"g4run","libG4tracking.so","0x000000000002f83f"
39833119,32737475,37253129,7128077,29606029,2949372,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
39799646,61995040,39574583,4953204,30117635,19166648,"g4run","libG4geometry.so","atan2@plt"
39765352,59576783,33850248,17909584,31750181,15927513,"g4run","libc.so.6","cfree@GLIBC_2.2.5"
