cycles,instructions,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,comm,dso,symbol
5585452,10090824,100202,865,55806,67,"g4run","libG4particles.so","G4JPsi::Definition"
5584977,8721283,81065,156,74669,138,"g4run","libG4processes.so","0x000000000037b9d0"
5584812,4211511,38389,1552,22512,719,"g4run","libG4particles.so","G4AntiTriton::Definition"
5584290,6589067,77903,404,23774,84,"g4run","libG4tracking.so","0x000000000002f7bd"
5583738,11422117,19525,762,60022,287,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::Configure"
5583369,1162466,29271,3907,9653,576,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
5583365,9889316,94628,138,39404,213,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
5583122,1197176,64774,5967,99497,3761,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseZ"
5582826,9176020,35033,391,7335,82,"g4run","libG4tracking.so","0x000000000002f7a6"
5582754,8688673,69595,500,20443,37,"g4run","libG4geometry.so","G4Box::DistanceToOut"
5582500,14779068,208668,409,118487,158,"g4run","libG4processes.so","G4VDNAModel::~G4VDNAModel@plt"
5582094,9860893,128877,1000,71213,189,"g4run","libG4processes.so","G4EmParameters::SetLPM@plt"
5581736,12248054,43249,1724,32590,1412,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
5581716,1087602,113493,174,20976,0,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
5581374,13029150,392918,427,88593,163,"g4run","libG4processes.so","0x0000000000f2e13e"
5580834,8479897,96115,1093,0,23,"g4run","libG4geometry.so","G4SafetyHelper::InitialiseHelper@plt"
5580810,9914478,21075,1110,112281,246,"g4run","libG4particles.so","G4KaonMinus::Definition"
5580715,16564116,179867,707,53078,98,"g4run","libG4tracking.so","0x000000000002f7a8"
5580042,19209146,220572,3018,34233,58,"g4run","libG4geometry.so","G4Box::SetZHalfLength"
5579981,3230250,168739,1843,25542,318,"g4run","libG4event.so","0x0000000000069d7e"
5579902,5503673,44571,735,19990,365,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherfordCosT"
5579824,10896349,66332,543,16061,198,"g4run","libG4tracking.so","0x000000000002f7f7"
5579767,7573353,273766,2966,31133,608,"g4run","libG4event.so","0x0000000000068eab"
5579477,3292005,0,3948,20426,2330,"g4run","libstdc++.so.6.0.30","operator delete@plt"
5579325,6889395,0,629,0,101,"g4run","libG4processes.so","0x0000000000b3f93e"
5578970,9937335,68109,2233,67101,297,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
5578693,8758329,69198,219,26619,79,"g4run","libG4tracking.so","G4UserLimits::GetUserMinEkine"
5577500,2109869,118697,1522,48557,198,"g4run","libG4processes.so","G4VXTRenergyLoss::GetRandomAngle"
5577366,5502424,87409,320,31041,186,"g4run","libG4processes.so","0x000000000083d84a"
5576672,5532898,49160,2069,66641,0,"g4run","libG4processes.so","G4EquilibriumEvaporator::G4EquilibriumEvaporator"
5576537,2071053,101570,772,8687,99,"g4run","libG4event.so","0x0000000000068e3c"
5575270,6043679,75259,3700,2678,336,"g4run","libG4geometry.so","G4Torus::SurfaceNormal"
5574957,11987645,210354,3191,74021,455,"g4run","libG4event.so","0x0000000000068ea6"
5574631,5373380,111738,10129,74111,5742,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseA"
5571155,10054137,69792,929,10829,249,"g4run","libG4geometry.so","G4Trap::CheckParameters"
5058309,8553752,111931,1582,29603,682,"g4run","libG4processes.so","G4LossTableManager::BuildPhysicsTable"
4889173,3131296,0,318,0,0,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
4888250,7819604,323411,1504,66171,298,"g4run","libG4particles.so","strlen@plt"
4888009,4342380,157965,1256,5252,389,"g4run","libG4geometry.so","G4Trd::ApproxSurfaceNormal"
4887367,1097612,86071,1921,14836,158,"g4run","libG4processes.so","G4PAIxSection::GetStepCerenkovLoss"
4887112,11064544,18822,784,0,0,"g4run","libG4geometry.so","0x00000000001943dd"
4886515,8170759,23420,2481,0,732,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeGla"
4886499,10003168,143872,514,41844,0,"g4run","libG4processes.so","G4NucleiModel::passTrailing"
4886236,11148201,124916,614,41065,357,"g4run","libG4geometry.so","0x0000000000103d07"
4886154,7759279,114127,930,41362,106,"g4run","libG4processes.so","0x00000000009edb09"
4886140,16295428,97487,1104,26734,145,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
4885960,6763200,108664,359,49162,0,"g4run","libG4processes.so","G4StatMFChannel::GetFragments"
4885756,16719841,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity"
4885485,4432630,112517,0,34622,48,"g4run","libG4processes.so","0x000000000083bdeb"
4885104,5505646,149154,0,36203,242,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt"
4884872,946548,10716,2847,5178,999,"g4run","libG4processes.so","G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj"
4884607,4133724,40044,520,12395,87,"g4run","libG4processes.so","0x000000000083e5ec"
4884434,6743865,29533,329,65734,215,"g4run","libG4geometry.so","G4TessellatedSolid::InsideVoxels@plt"
4884143,5254113,224651,3788,82224,489,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0"
4884116,5357627,130529,1082,56135,568,"g4run","libG4particles.so","0x000000000006f806"
4883757,2144193,60572,4102,60201,91,"g4run","libG4tracking.so","G4SteppingVerbose::VerboseParticleChange"
4882488,5584702,68108,1296,43222,222,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
4882232,9599368,161146,6762,73905,835,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create"
4881992,3303325,44734,0,20764,0,"g4run","libG4processes.so","0x00000000009d26c4"
4881964,12165855,79994,297,39638,35,"g4run","libG4processes.so","G4ITSafetyHelper::InitialiseHelper@plt"
4881848,7873348,165931,407,29026,114,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
4881614,2212807,63595,1790,22812,429,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::SampleMSC"
4881334,5370430,32259,4999,31815,1552,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcChemicalPotentialMu"
4880450,1198567,97321,406,47870,156,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt"
4879048,3041137,57026,2264,13885,805,"g4run","libG4processes.so","G4VEnergyLossProcess::RetrievePhysicsTable"
4877974,6665235,64446,1157,56501,224,"g4run","libG4particles.so","std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4String>::G4ThreadLocalSingleton()::{lambda()#1}>@plt"
4873002,5355865,35239,328,8141,0,"g4run","libG4processes.so","0x00000000009d33e3"
4190509,9934891,229475,1534,54405,85,"g4run","libG4processes.so","0x00000000008b925a"
4190352,2302154,77563,685,10286,0,"g4run","libG4processes.so","G4NucleiModel::generateNucleon"
4190096,2303680,207957,5018,51655,442,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve"
4189903,9970778,18278,2332,9516,134,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment"
4189845,2190482,0,2178,10747,357,"g4run","libG4processes.so","G4FTFModel::Init"
4189781,3239378,90070,5637,26230,1349,"g4run","libG4processes.so","G4HadPhaseSpaceKopylov::GenerateMultiBody"
4189373,3270413,0,2065,5483,56,"g4run","libG4processes.so","G4InuclParticleNames::nameShort"
4189285,3845718,26752,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
4189101,11695496,149621,644,63315,545,"g4run","libG4tracking.so","G4PropagatorInField::SetTrajectoryFilter@plt"
4189080,4189378,54931,4027,21728,76,"g4run","libG4geometry.so","G4Torus::ApproxSurfaceNormal"
4188980,4380978,13298,624,0,0,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
4188773,2133909,140458,244,54554,118,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackInfo"
4188512,5496287,12645,1741,0,807,"g4run","libG4processes.so","G4MuonMinusBoundDecay::ApplyYourself"
4188382,1875601,197559,2732,38471,3781,"g4run","libG4processes.so","G4GammaNuclearXS::FindDirectoryPath"
4188237,10790230,100670,651,18154,86,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
4188139,11192861,101014,106,5544,862,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
4187929,5400883,0,970,21983,0,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
4187816,16976855,102632,407,33863,0,"g4run","libG4processes.so","G4EmCorrections::MottCorrection@plt"
4187729,2522285,10710,4620,11051,2066,"g4run","libG4processes.so","G4Reggeons::Chi_reggeon"
4187637,5210093,116889,1042,94067,552,"g4run","libG4tracking.so","0x000000000002ef97"
4187541,4551140,0,115,40501,56,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
4187440,5525118,170764,875,26361,72,"g4run","libG4geometry.so","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
4187434,1204594,34623,3605,7309,135,"g4run","libG4processes.so","G4CollisionOutput::reset"
4187378,5449906,12533,1328,18927,550,"g4run","libG4processes.so","0x00000000009319dc"
4186930,6620216,12569,645,47661,0,"g4run","libG4processes.so","G4MolecularConfiguration::PrintState@plt"
4186479,3320393,36803,572,13037,52,"g4run","libG4geometry.so","G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt"
4186447,4313052,202816,2670,57157,553,"g4run","libG4event.so","0x0000000000069d41"
4186446,2138979,22095,327,37592,0,"g4run","libG4processes.so","G4PAIxSection::GetMMEnergyTransfer"
4186393,10906595,228753,64,53108,0,"g4run","libG4processes.so","0x0000000000838c1b"
4186168,2261702,97845,568,24191,0,"g4run","libG4geometry.so","field_utils::copy"
4185955,1137715,34485,198,7156,0,"g4run","libG4processes.so","0x0000000000a59b4d"
4185389,6568336,85375,1172,32197,0,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::CrossingOneOfTheRegisteredSurface@plt"
4185215,4308753,84171,1251,17393,140,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions"
4185185,9900039,94465,436,51420,348,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
4185134,1036715,100888,293,14124,0,"g4run","libG4processes.so","0x0000000000f087a4"
4185015,5599469,118892,703,20178,420,"g4run","libG4global.so","0x00000000000564c8"
4184813,3136557,92946,90,35915,131,"g4run","libG4global.so","0x0000000000054995"
4184404,1091704,0,504,11958,415,"g4run","libG4processes.so","G4ParamExpTwoBodyAngDst<10>::GetCosTheta"
4184341,5918904,23963,312,3641,0,"g4run","libG4track.so","0x00000000000101f8"
4183987,4071649,48197,1184,0,39,"g4run","libG4geometry.so","0x00000000001c9e15"
4183924,0,20009,1670,0,117,"g4run","libG4processes.so","G4BinaryCascade::G4BinaryCascade"
4183470,3395771,43663,558,27017,0,"g4run","libG4processes.so","0x000000000037e030"
4182800,5575697,0,0,0,0,"g4run","libG4processes.so","0x0000000000b3f90a"
4182788,8793745,81745,640,30059,97,"g4run","libG4tracking.so","0x000000000002f7ed"
4182723,7113174,127650,2032,63633,696,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::G4GoudsmitSaundersonMscModel"
4182676,8498390,200561,1890,38319,0,"g4run","libG4geometry.so","G4ReflectedSolid::~G4ReflectedSolid"
4182663,6644490,0,523,20046,852,"g4run","libG4particles.so","G4XibZero::Definition"
4181794,10161540,136201,1443,4504,0,"g4run","libG4geometry.so","0x00000000001c1d77"
4177175,2229299,0,2396,6311,412,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::TestAngleTable"
3492170,3618141,28160,856,26362,400,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
3492128,3232023,30821,954,2892,92,"g4run","libG4geometry.so","G4GeometryMessenger::Init@plt"
3491950,5215679,97229,1702,7042,567,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
3491896,4201729,86099,0,48261,0,"g4run","libG4processes.so","G4BinaryCascade::Capture"
3491861,3137874,0,1005,39018,910,"g4run","libG4particles.so","G4SigmabZero::Definition"
3491815,1117593,113732,748,10283,25,"g4run","libG4processes.so","0x00000000008b6cc6"
3491808,14103096,294993,1412,92730,173,"g4run","libG4geometry.so","G4MagneticField::~G4MagneticField"
3491798,3182410,133261,503,39307,76,"g4run","libG4geometry.so","G4PolyhedraSide::CopyStuff@plt"
3491722,2180551,23472,480,20909,43,"g4run","libG4processes.so","0x000000000083fefe"
3491663,1169553,67614,554,4261,902,"g4run","libG4processes.so","0x00000000008c521d"
3491572,11456437,31511,265,41636,325,"g4run","libG4processes.so","0x000000000037ec70"
3491527,6661456,69198,2839,10455,577,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEnergy"
3491505,9790420,43481,0,6057,184,"g4run","libG4processes.so","G4CascadeSampler<30, 8>::findMultiplicity"
3491191,11302545,75642,740,21044,42,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
3491186,1129689,94692,843,21352,0,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
3491171,6815113,45819,1441,21777,349,"g4run","libG4processes.so","G4CascadeParameters::G4CascadeParameters"
3490916,5586877,104962,174,34221,276,"g4run","libG4processes.so","0x00000000008363ee"
3490912,4469554,245825,617,57231,195,"g4run","libG4processes.so","0x00000000008b6ccc"
3490580,19560700,130386,818,52790,226,"g4run","libG4geometry.so","0x0000000000160c48"
3490494,0,0,0,0,0,"g4run","libG4processes.so","0x0000000000380120"
3490449,3750281,24454,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase"
3490246,5700636,21712,4540,4181,238,"g4run","libG4processes.so","std::deque<G4StatMFFragment*, std::allocator<G4StatMFFragment*> >::_M_reallocate_map"
3490134,4502635,20249,438,14427,113,"g4run","libG4processes.so","G4AtimaEnergyLossModel::sezi_dedx_e"
3489870,3354652,36892,128,19801,94,"g4run","libG4processes.so","G4IonsShenCrossSection::calCeValue@plt"
3489842,0,0,2077,16984,281,"g4run","libG4processes.so","G4GamP2NPipAngDst::G4GamP2NPipAngDst"
3489658,4679033,48930,213,23922,23,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
3489502,8886013,94436,4953,74810,2193,"g4run","libG4processes.so","G4HadronicException::what"
3488925,5517364,12274,14202,32398,1350,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::GetErfComp"
3488624,6412309,261302,1622,55792,196,"g4run","libG4event.so","0x0000000000069db6"
3488590,6564350,62330,946,17509,199,"g4run","libG4processes.so","0x0000000000f67e5a"
3488316,9639970,79877,741,37116,0,"g4run","libG4processes.so","0x00000000008395bd"
3488153,3387335,100803,151,20739,97,"g4run","libG4geometry.so","0x00000000001870c8"
3487928,10012076,63448,377,47089,202,"g4run","libG4processes.so","0x000000000037b9a0"
3487725,2460402,17123,223,18476,122,"g4run","libG4global.so","G4JTPolynomialSolver::RealPolynomialIteration"
3487359,968174,0,0,0,0,"g4run","libG4geometry.so","0x0000000000194075"
3487305,3122027,66680,329,28533,44,"g4run","libG4processes.so","0x0000000000a0cc6d"
3487293,2324354,11516,304,6376,47,"g4run","libG4processes.so","0x000000000092d202"
3487251,9937720,0,414,0,0,"g4run","libG4geometry.so","0x000000000016159b"
3486946,16774838,32673,989,12204,86,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::CalculateCrossSection"
3486787,2009235,0,1187,13079,881,"g4run","libG4processes.so","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
3486716,2116237,60980,188,12142,97,"g4run","libG4geometry.so","G4Navigator::RestoreSavedState@plt"
3486346,9512238,221023,1991,55990,374,"g4run","libG4event.so","0x0000000000069d44"
3486112,5464166,44099,1422,31559,268,"g4run","libG4processes.so","G4PAIxSection::GetCerenkovEnergyTransfer"
3485702,4307055,0,0,0,0,"g4run","libG4processes.so","G4Reggeons::ncPomerons"
3485680,6217119,54023,370,10484,52,"g4run","libG4processes.so","0x00000000008395b4"
3485636,8842778,87395,2541,18570,286,"g4run","libG4processes.so","0x0000000000a19c51"
3485584,3026167,131745,854,30239,310,"g4run","libG4event.so","0x0000000000069d83"
3485275,1050356,0,91,25330,49,"g4run","libG4processes.so","G4RToEConvForElectron::G4RToEConvForElectron@plt"
3485190,5437663,43348,1921,38060,35,"g4run","libG4processes.so","G4VEmProcess::GetMeanFreePath"
3485174,6713296,123951,1775,47351,779,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::SolveTheEquation"
3485060,3368653,0,2282,6433,502,"g4run","libG4processes.so","G4Fissioner::~G4Fissioner"
3484780,14843892,69131,2183,6896,54,"g4run","libG4processes.so","G4CollisionOutput::setRemainingExitationEnergy"
3484676,7452118,0,689,0,0,"g4run","libG4geometry.so","G4ParameterisationTrdX::G4ParameterisationTrdX@plt"
3484512,7612292,50922,228,0,59,"g4run","libG4geometry.so","0x00000000001f8505"
3484220,1101797,32324,0,27719,119,"g4run","libG4processes.so","0x00000000008b6d26"
3484137,3236369,39825,0,30621,0,"g4run","libG4processes.so","0x000000000083d846"
3483614,0,38921,1602,0,136,"g4run","libG4processes.so","0x000000000083608c"
3483501,4156326,17189,155,5016,0,"g4run","libG4processes.so","0x000000000083e82c"
3481227,1153231,21777,145,21393,54,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep@plt"
3480257,1168204,0,0,0,48,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
3479002,7684329,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3478946,2322984,0,387,9810,52,"g4run","libG4processes.so","0x0000000000839246"
2794122,1042484,23196,295,29540,0,"g4run","libG4track.so","0x00000000000137dc"
2793790,4425479,104078,260,46741,84,"g4run","libG4processes.so","0x00000000008b6d0a"
2793771,6337294,118885,5199,43596,1887,"g4run","libG4processes.so","G4HadronicParameters::SetVerboseLevel"
2793724,4381610,51682,119,0,0,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt"
2793633,1096724,30233,2591,0,186,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare"
2793594,2151271,12237,150,3462,0,"g4run","libG4geometry.so","0x0000000000163039"
2793543,2126359,31707,1365,24642,370,"g4run","libG4processes.so","G4NIELCalculator::RecoilEnergy"
2793436,3230342,62073,179,34478,27,"g4run","libG4processes.so","0x00000000008b6d1b"
2793387,2232688,0,219,0,0,"g4run","libG4processes.so","G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt"
2793359,1092709,85828,552,29829,0,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
2793348,4766335,49258,537,15015,91,"g4run","libG4geometry.so","0x00000000001fe9bf"
2793318,7491714,88183,235,7569,105,"g4run","libG4event.so","0x0000000000068d2f"
2793284,3125047,0,1119,4127,0,"g4run","libG4processes.so","G4CollisionOutput::printCollisionOutput"
2793228,3339445,13596,403,0,313,"g4run","libG4processes.so","0x000000000096ef25"
2793167,2202655,112476,0,7596,0,"g4run","libG4processes.so","memset@plt"
2793081,6412056,192779,907,83832,118,"g4run","libG4processes.so","G4VStateDependent::G4VStateDependent@plt"
2793010,3205905,39978,695,7648,40,"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength"
2793007,1086371,61235,0,17347,0,"g4run","libG4processes.so","G4WaterStopping::G4WaterStopping@plt"
2792897,3465528,138406,1151,6027,312,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
2792828,3986049,49149,1110,26363,79,"g4run","libG4geometry.so","0x00000000001c9a68"
2792825,2160460,0,142,27133,125,"g4run","libG4processes.so","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
2792765,3258545,49918,215,30936,104,"g4run","libG4processes.so","0x0000000000a18d7b"
2792607,5663250,0,257,6069,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getMultiplicity"
2792549,2272345,31943,420,10412,1096,"g4run","libG4particles.so","G4XiMinus::Definition"
2792534,1106919,76339,0,14961,52,"g4run","libG4processes.so","0x0000000000a31fb6"
2792278,3157281,60135,830,36890,54,"g4run","libG4particles.so","0x00000000000737eb"
2792148,2303834,25631,735,10392,0,"g4run","libG4tracking.so","G4RichTrajectoryPoint::~G4RichTrajectoryPoint@plt"
2792118,2008911,0,344,5920,91,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::ComputeGeomPathLength"
2791970,4259856,137091,443,21523,143,"g4run","libG4processes.so","0x00000000008b6d4b"
2791943,2110283,29276,5342,32758,382,"g4run","libG4processes.so","G4GammaNuclearXS::IsoCrossSection"
2791777,1235187,51158,1312,9568,794,"g4run","libc.so.6","@plt"
2791660,1108921,53506,0,23996,0,"g4run","libG4processes.so","G4INCL::Random::shoot@plt"
2791508,2248700,72605,424,21035,118,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherford"
2791399,1135501,57233,134,16864,0,"g4run","libG4processes.so","0x000000000037e660"
2791323,1119336,16094,0,0,80,"g4run","libG4processes.so","G4Clebsch::ClebschGordanCoeff"
2791294,957695,10704,0,0,101,"g4run","libG4global.so","0x00000000000564cc"
2791261,9991433,55855,131,20943,0,"g4run","libG4processes.so","std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt"
2791066,1082812,36328,238,0,46,"g4run","libG4event.so","0x0000000000069d9f"
2791036,0,0,137,0,96,"g4run","libG4processes.so","G4MuonicAtomDecay::FillResult"
2790991,8791262,30926,172,9289,104,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirThreeBody"
2790938,6726890,0,0,0,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
2790792,1115660,80754,5544,18032,747,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
2790761,5301883,42909,555,16877,284,"g4run","libG4particles.so","G4SigmaPlus::Definition"
2790754,3241801,36359,928,10041,73,"g4run","libG4geometry.so","0x0000000000207b08"
2790704,2174274,25073,1791,17985,510,"g4run","libG4processes.so","__cxa_begin_catch@plt"
2790604,1115176,38556,346,10497,105,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt"
2790389,4219662,78583,461,16729,0,"g4run","libG4tracking.so","0x000000000002f7a4"
2790295,3419421,93178,0,26318,63,"g4run","libG4processes.so","0x000000000083484d"
2790116,0,0,0,3684,0,"g4run","libG4processes.so","0x000000000037ebd0"
2790002,4526410,34207,128,24045,91,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > >, std::_Select1st<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > >, std::less<double>, std::allocator<std::pair<double const, std::map<double, G4LEPTSDistribution*, std::less<double>, std::allocator<std::pair<double const, G4LEPTSDistribution*> > > > > >::_M_get_insert_hint_unique_pos@plt"
2789915,1000747,56445,611,23987,245,"g4run","libG4geometry.so","G4Trd::CheckParameters"
2789773,3331927,9891,1122,8011,0,"g4run","libG4geometry.so","CLHEP::Hep3Vector::operator*=@plt"
2789767,4616234,21562,248,14265,0,"g4run","libG4processes.so","G4TransparentRegXTRadiator::ProcessDescription"
2789707,2092726,0,0,0,22,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
2789318,7970067,67566,352,17700,115,"g4run","libG4processes.so","G4LinLogInterpolation::Calculate"
2789301,3234555,0,415,22822,86,"g4run","libG4processes.so","0x000000000037ea40"
2789294,8760393,34360,1070,0,954,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2788986,0,0,177,27874,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::printTable"
2788968,1201695,34627,1608,12859,498,"g4run","libG4processes.so","G4GamP2NPipAngDst::~G4GamP2NPipAngDst"
2788671,0,18640,3060,0,208,"g4run","libG4processes.so","G4LegendrePolynomial::EvalAssocLegendrePoly"
2788569,3195433,17089,0,34139,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::getMultiplicity"
2788557,5802083,0,351,29147,72,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::printTable"
2788412,3151140,0,365,0,413,"g4run","libG4global.so","G4SimpleIntegration::Gauss"
2788371,6578561,31788,780,9902,255,"g4run","libG4particles.so","G4BaryonConstructor::ConstructStrangeBaryons"
2788357,3297044,81868,1211,16349,260,"g4run","libG4processes.so","G4VTransitionRadiation::Clear"
2788329,9031819,21482,3492,19970,767,"g4run","libG4processes.so","G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt"
2788125,1131382,0,1688,0,847,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
2788090,5137128,0,0,16903,0,"g4run","libG4processes.so","0x00000000008b6bb5"
2788023,2382022,0,97,0,77,"g4run","libG4processes.so","G4StatMFParameters::GetMaxAverageMultiplicity"
2787983,1137409,60600,985,14609,329,"g4run","libG4processes.so","0x000000000037bee0"
2787707,1128935,0,896,20583,0,"g4run","libG4geometry.so","0x00000000001818be"
2786768,1086621,49820,2584,16876,362,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
2786730,1086085,0,1430,13066,2489,"g4run","libG4particles.so","G4PionRadiativeDecayChannel::DecayIt"
2785815,2360397,72865,508,13634,0,"g4run","libG4processes.so","G4CacheReference<CLHEP::Hep3Vector*>::Destroy"
2785514,2159468,38652,0,0,0,"g4run","libG4geometry.so","G4Trd::SurfaceNormal"
2785489,4435281,115116,2453,36684,2081,"g4run","libG4processes.so","0x0000000000f183b4"
2785465,4171060,156767,613,10949,123,"g4run","libG4processes.so","G4BGGPionElasticXS::BuildPhysicsTable@plt"
2784217,5351848,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2095668,2908164,57758,269,18115,80,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
