cycles,instructions,dTLB_loads,dTLB_load_misses,iTLB_loads,iTLB_load_misses,comm,dso,symbol
120031173,139530173,1243933,40274,770886,12151,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
117916696,216094277,760232,15747,426100,673,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
117895633,129733177,2220079,12998,1272909,5729,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
115834727,155034271,2995982,23893,1147931,6782,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeCrossSectionPerAtom"
115792341,114573508,1250571,65407,534876,28262,"g4run","libc.so.6","getenv"
115785305,140791843,2370695,8068,1063258,832,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
115179782,275368024,2681163,10689,769793,1584,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
115115109,95154137,2308132,61293,555989,16251,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeDXSectionPerAtom"
113732210,119100836,2415354,71715,855026,46794,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetPTables"
113720639,178530484,3749587,21512,646336,2282,"g4run","libG4processes.so","G4ProductionCutsTable::CheckMaterialCutsCoupleInfo"
113712339,137038003,3453141,14889,1206457,829,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIdEdx"
113021222,151950810,2248969,11136,950673,4549,"g4run","libG4processes.so","G4NIELCalculator::AddEmModel"
113012442,166109770,1975718,40480,246986,2097,"g4run","libG4geometry.so","G4VoxelSafety::~G4VoxelSafety"
111634303,153806676,4500428,21660,409524,4031,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel"
111626497,177558980,2995563,7925,879734,745,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::printTable"
111620127,174060700,2232857,9103,723249,1908,"g4run","libG4processes.so","G4LightTargetCollider::SingleNucleonScattering"
110228369,177376002,5435986,20827,1359243,6212,"g4run","libG4processes.so","G4LivermoreComptonModel::SampleSecondaries"
110200685,135883549,1866000,19192,746232,2938,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
109710666,225930751,2874938,11334,339501,1423,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
109513246,115630751,895019,35154,642084,2960,"g4run","libG4processes.so","G4InuclNuclei::makeNuclearFragment"
108828565,227360916,3525343,38168,733327,2260,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
108159911,178355693,1618332,11709,716102,3087,"g4run","libG4processes.so","G4RKPropagation::delete_EquationsAndMap"
108157780,167098291,1614215,12777,1144608,4888,"g4run","libG4processes.so","G4LorentzConvertor::reflectionNeeded"
106766287,145723906,2138424,25744,739653,7099,"g4run","libG4processes.so","G4PhysicsTableHelper::PreparePhysicsTable@plt"
106073520,192189036,3147561,29462,759498,8256,"g4run","libG4geometry.so","G4LogicalCrystalVolume::G4LogicalCrystalVolume"
105573038,120363388,2215814,17352,991994,8924,"g4run","libG4particles.so","G4DynamicParticle::SetMomentum"
105346090,137947001,2446320,12989,687071,838,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
103963305,141802634,1890897,11872,1108766,4353,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
103960939,139946883,3887885,19259,1046075,2613,"g4run","libG4processes.so","0x00000000006ce62f"
103946565,167092394,1360310,10781,531542,5355,"g4run","libm.so.6","pow@@GLIBC_2.29"
103281153,171840400,2578899,18468,1056102,326,"g4run","libG4processes.so","G4NucleiModel::boundaryTransition"
102581763,199028522,2034400,21103,572600,2382,"g4run","libG4geometry.so","G4ElectroMagneticField::operator=@plt"
101178373,180562472,2301910,15990,427758,1498,"g4run","libG4geometry.so","G4TouchableHistory::operator delete"
101140862,131168202,2328979,27278,588088,1285,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
100490445,172503402,673110,18400,172196,541,"g4run","libG4geometry.so","G4PolyPhiFace::Between"
99782468,117337790,1567786,8077,1025091,1810,"g4run","libG4processes.so","G4NuclNucl3BodyAngDst::G4NuclNucl3BodyAngDst"
99080481,139442757,1920893,42040,189261,909,"g4run","libG4processes.so","G4HadronXSDataTable::Initialise"
98387765,156712272,3260086,20496,1096096,6836,"g4run","libG4processes.so","G4PionMinusField::~G4PionMinusField@plt"
97708637,127682072,2618630,45406,680266,4040,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
97702407,140339735,1821057,10573,923335,822,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
97695052,168257072,2634243,14662,831442,2301,"g4run","libG4geometry.so","G4ModifiedMidpoint::G4ModifiedMidpoint"
97642962,122703182,2434579,30612,757376,8294,"g4run","libG4processes.so","G4VTransitionRadiation::PostStepDoIt"
96289871,143419031,2408925,12230,811816,2326,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
96287682,134293896,1633719,14923,1094535,11310,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon"
96268610,118353939,2227630,19631,993194,5043,"g4run","libG4processes.so","G4RKPropagation::GetSphereIntersectionTimes"
96260239,151837663,1717153,29172,622242,13118,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
95706728,155406571,1588849,11511,868648,2247,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
95545265,124020746,1454898,13923,417332,5875,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
94907779,129286898,1582958,36304,326379,2238,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
94893652,183724449,1871874,12503,940307,2439,"g4run","libG4processes.so","G4IntraNucleiCascader::preloadCascade"
92776328,131391378,2613579,48011,411679,1514,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2UniformHelm"
91393927,158451949,886589,13031,249752,667,"g4run","libG4geometry.so","0x0000000000103d6e"
90017435,134270225,1396145,9525,657194,3070,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
89996455,65098313,809676,40600,754273,42031,"g4run","libG4processes.so","G4CascadeCheckBalance::momentumOkay"
89992030,129746902,1221934,6856,692971,2648,"g4run","libG4processes.so","G4HETCFragment::G4HETCFragment@plt"
89312141,123360610,439078,15241,412384,1683,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
88750309,122441937,2149597,12241,640887,1636,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
88600211,99267794,1874702,14401,700833,8552,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
88593304,74840454,760594,39539,538639,12962,"g4run","libG4processes.so","G4CascadeParamMessenger::G4CascadeParamMessenger"
88586118,136347117,1301063,5871,763348,2121,"g4run","libG4processes.so","G4PAIySection::CallError"
88585948,62214766,1157751,30850,631334,30927,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
87922084,149156676,1148470,28721,657572,12123,"g4run","libG4particles.so","G4ChargedGeantino::Definition"
87917215,121692931,1051546,12603,277638,3780,"g4run","libG4particles.so","0x000000000008131f"
87216438,105962168,2032938,38418,626394,4798,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
87206656,155251240,820812,8297,560000,437,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
87195992,125554558,3189855,18658,890051,1981,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
86507634,71158394,625355,38821,425911,30750,"g4run","libc.so.6","cfree@GLIBC_2.2.5"
85834547,137357339,1667371,19291,771723,4770,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
85831960,146283744,1433588,6471,471842,1110,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
85811678,158685491,1612859,8034,867385,2404,"g4run","libG4processes.so","G4RKPropagation::delete_FieldsAndMap"
85804610,156681065,1185827,19417,324485,2861,"g4run","libm.so.6","__strtod_nan@plt"
85799153,130700971,1221262,6627,758073,1237,"g4run","libG4processes.so","G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt"
85106175,103398517,1534579,23402,364096,3778,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronInelastic"
83744456,119626101,408804,23118,34003,6235,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::Initialise"
83043326,142142656,2239756,18333,351298,1716,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
83028916,93677865,1787663,11249,889611,3772,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
82318226,137205609,334011,13515,87276,756,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
82313041,120753643,2236759,16792,681750,1481,"g4run","libG4processes.so","0x00000000008b6af6"
80945752,159213517,1472286,5040,902335,602,"g4run","libG4processes.so","G4CascadeDeexciteBase::getTargetData"
80241645,134304053,1297596,8710,629334,2851,"g4run","libG4processes.so","G4RKPropagation::~G4RKPropagation"
79540131,133835144,1325193,18513,487427,3349,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
79539437,124800963,1303867,6904,826710,2861,"g4run","libG4event.so","0x0000000000068d24"
79521561,113587132,2844804,8204,1252990,1154,"g4run","libG4processes.so","G4INCL::CrossSectionsMultiPions::NNThreePi@plt"
78937152,104631773,2469522,21338,977358,5889,"g4run","libG4particles.so","G4IonTable::FindIon"
78160644,137072956,1362039,6418,591362,1191,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
78140882,132407625,2089105,20183,845486,12347,"g4run","libG4particles.so","G4IonTable::GetIon"
78121218,123141274,1606635,30381,266298,1110,"g4run","libG4geometry.so","G4Tubs::StreamInfo"
77461035,129234377,762101,8094,377080,537,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
77455611,81875566,1114115,16060,507374,5806,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
76741974,105472831,2487522,21597,741072,7482,"g4run","libG4event.so","0x0000000000068d70"
76730260,137552322,739721,32425,230380,13117,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
76041268,97409962,1194317,20836,260272,1186,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
76027867,91971491,1972072,38770,553018,5404,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
76013615,109373300,1477892,5639,626128,296,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
75353276,126091505,1222750,13923,323417,4491,"g4run","libG4geometry.so","0x00000000001fea09"
75350407,78042961,2131341,31054,715829,5849,"g4run","libG4event.so","0x000000000006a4b0"
75324674,81503356,805011,27377,508608,4534,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
72561181,81165205,1450226,40010,1003524,4245,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
72559729,62104976,908134,49993,430251,10652,"g4run","libG4global.so","G4Pow::G4Pow"
72550151,117610827,2034946,11372,337979,1535,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
71884502,109243379,890729,6420,585304,2403,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
71833199,121799480,2196932,14060,337875,1181,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
71167981,89627614,601224,11019,729367,943,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
71162993,98801762,1932872,19512,676845,3181,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
71150465,105181912,1633411,14157,507084,3128,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
71120006,87827085,1237526,22904,254468,2520,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
70456333,89531249,908847,40538,434809,18695,"g4run","libc.so.6","__strncmp_avx2"
69772566,73915436,1058674,9292,591063,13528,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
69072630,104168721,1651985,6863,723554,837,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::setSpherical"
69068919,84372266,1973996,6311,790431,1517,"g4run","libG4processes.so","0x00000000008b0734"
68386433,105525354,1036628,22212,116627,784,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
68376978,98033101,1128779,5577,580291,1581,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
68372607,78242951,1209355,10376,514993,1367,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
68371969,84191804,2330316,16003,538738,1556,"g4run","libG4processes.so","0x00000000008b60a4"
67685061,91891494,1193726,11137,580859,1550,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
67661287,132401355,2382450,14197,644198,2376,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
67658916,87697966,1988197,26398,561181,6048,"g4run","libG4event.so","0x0000000000069d73"
66993766,91463418,1444711,8289,710130,1321,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
66977943,83033474,657053,33829,366391,5827,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
66297198,87950723,965952,28105,240262,12941,"g4run","libG4global.so","G4Physics2DVector::PutVectors"
66289323,119496207,1729078,12507,496036,1928,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
66270375,85410052,525241,10806,105978,548,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
66267991,82848960,1700343,30019,346229,1015,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
66257148,95841037,920054,13983,539805,9897,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
65597662,110675437,1389667,7749,1160804,2211,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
65582699,86949415,1738011,10034,479027,747,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
65571009,9908593,200039,100493,22551,1228,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
65568490,106419593,1803707,18081,440577,880,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
65556041,123020880,1677438,9594,687993,6319,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
64896582,126849908,1382179,11670,672053,4703,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
64889430,68828244,910829,12475,543077,8472,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
64880092,90848802,2104630,22690,865939,1979,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
64209633,103039188,40732,9229,62189,2717,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
64205256,84127589,884349,6721,440380,824,"g4run","libm.so.6","__acos"
64202556,80234007,761351,9852,396038,1400,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
64184679,84148443,1300667,18848,166789,368,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
63482087,88847128,1949056,21169,482240,2092,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
61403714,95067949,1345402,4274,400826,205,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
61373208,91632531,1314289,7825,554192,1413,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
60680976,84943583,1017587,19799,269126,1949,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
60011773,69967386,872655,5468,491683,946,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
59993986,85653886,439055,6848,86496,336,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
59289258,84110721,2029493,13015,818623,8657,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
58615601,76386305,1351347,9776,592307,3176,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
58600643,105600755,456865,12783,135026,177,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
58598215,72514663,434886,10320,385038,5333,"g4run","libG4particles.so","G4PionMinus::Definition"
57921831,100911764,1907533,21463,428023,4273,"g4run","libc.so.6","__memset_avx2_unaligned"
57900556,73643277,779347,20220,126482,903,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
57214582,47385989,1248904,45491,523808,24859,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
56519343,87476343,34001,1775,0,47,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
56513928,79877490,1437563,14906,483431,6194,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
56512836,88701058,2302423,15854,1020266,11306,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetSlope"
56508353,92055160,2092500,5214,808669,137,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
55813369,91428937,2022608,10229,411268,757,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
53726512,56793762,508101,3728,382194,8526,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
53723887,83379177,1250398,31584,296270,544,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
53690615,72885869,816107,15251,231550,479,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
53026409,68327908,285310,9946,99434,345,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
53013036,74816397,1144134,24509,366738,6024,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
53006643,76911853,778889,10210,479138,4862,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
52337061,70412162,1083692,7972,663262,3818,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
52331826,72734056,1387819,37583,418895,24310,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
52325721,100126417,1226648,6751,525495,2318,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
52315718,75019005,809931,4771,669740,216,"g4run","libG4processes.so","G4NucleiModel::reset"
51635708,79525946,1717901,4798,483741,542,"g4run","libG4track.so","0x00000000000116c7"
51075495,80385773,1638664,13476,827781,1317,"g4run","libG4tracking.so","G4Step::UpdateTrack"
50945745,94010462,1162905,5428,473730,1576,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
50915427,83396173,371053,7365,191048,424,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
50729360,63060960,1001699,22950,225619,1408,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
50230187,44414364,654700,17613,164488,1462,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
50228500,66185192,1232241,5652,376661,473,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
50223988,87006748,633483,12045,211345,875,"g4run","libG4track.so","G4StepPoint::operator="
49542214,66203563,1325183,17963,272897,1443,"g4run","libG4processes.so","G4NeutronCaptureXS::SelectIsotope"
49532126,80346650,1106950,6847,275028,729,"g4run","libG4tracking.so","0x000000000002f82d"
49525436,85934694,634893,5068,744598,337,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
49060068,81710320,367613,8589,66037,639,"g4run","libG4geometry.so","0x00000000001fe69d"
48850066,98926590,1334016,9168,450085,1070,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
48835516,77742377,771171,11587,147658,1468,"g4run","libG4geometry.so","0x0000000000270bad"
48830754,90521311,1650453,6328,479403,985,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
48826691,53462889,328342,29389,359300,16747,"g4run","libc.so.6","_int_free"
48134693,75513955,1730230,15951,460098,1945,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
48133704,60574376,893804,1001,174154,264,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
48128592,90472789,1605535,27010,542164,6569,"g4run","libG4event.so","0x000000000006a499"
47446987,75882316,1023592,8685,140483,451,"g4run","libG4processes.so","0x00000000008aed87"
47446379,39344122,1094821,32711,383263,23276,"g4run","libG4processes.so","G4HadronicException::Report"
47439828,46710640,1248152,10992,299327,2200,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
47429370,51457042,1085246,8007,342189,3991,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
46744625,74589605,269071,5276,77858,222,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
46739808,55689535,639428,11471,276527,5295,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
46736817,84625233,1936728,20692,562210,7284,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
46730520,71141965,891082,9329,398825,2393,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
45682157,57953108,906070,15287,340611,1742,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
45357546,46637110,1257488,5069,227732,567,"g4run","libG4geometry.so","0x000000000011f5e9"
45337636,91803096,1660528,3298,242110,415,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
45324566,93908216,882161,3004,528446,357,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
45306477,99213978,514175,5974,117942,256,"g4run","libG4geometry.so","G4Box::DistanceToOut"
44657324,51760820,631146,3070,272889,2315,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
44652095,53712693,605704,13332,146100,1907,"g4run","libG4geometry.so","0x0000000000270ba8"
44643872,56317716,535000,9063,319234,683,"g4run","libG4particles.so","G4Electron::Definition"
44632858,54018457,1063356,25185,421760,3948,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
43964313,55120339,1085627,16141,183112,734,"g4run","libG4processes.so","G4NeutronCaptureXS::GetElementCrossSection"
43946887,50557365,989761,17598,251373,2024,"g4run","libG4processes.so","G4PhysicsVector::Value"
43258332,51813907,347213,7117,222301,1290,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
43237499,106026945,451354,7546,167589,656,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
42572686,46306254,104014,11448,22967,2898,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
42563474,90154561,22262,1497,64201,36,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
42557116,52546839,811743,5327,313093,1408,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
42547642,43199352,131242,8994,150610,3844,"g4run","libG4global.so","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
42543382,39582515,329393,9208,200138,4258,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
41877513,44102642,229722,18960,233513,2920,"g4run","libc.so.6","_int_malloc"
41846708,54141309,733572,7751,262908,1508,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
41838509,53470646,763707,8568,168454,2389,"g4run","libG4geometry.so","0x0000000000270ba9"
41169310,47956536,574941,5374,191318,370,"g4run","libG4geometry.so","0x00000000000e4a2e"
41166112,41479755,250236,22983,247969,2856,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
41163646,45919875,1059504,6236,248190,308,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
40483930,56910151,867656,9848,332263,3239,"g4run","libG4track.so","0x00000000000137d6"
40470695,28401061,430732,3644,212335,3186,"g4run","libG4particles.so","0x000000000006c848"
40455034,66643603,660262,4387,559624,333,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
39782194,64045013,761915,16082,586716,4264,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
39772873,45950203,826513,3127,381248,533,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
39769762,35939952,618538,8713,114354,328,"g4run","libG4geometry.so","atan2@plt"
39767765,44229011,780096,3566,279557,6091,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
39766345,61762243,241060,1551,79927,47,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
39753813,52359477,494285,11302,123822,439,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
39081858,52177437,245207,2855,486396,91,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
39077458,63789364,706783,12047,158033,386,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
38494870,53362485,873128,5315,203853,231,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
38395348,52011538,453502,11744,172390,2627,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
38378969,66763834,1181457,3444,479654,1106,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
38377738,47403450,763431,7983,427215,2195,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
37681407,48203608,1194832,4731,589452,3929,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
37068131,34871727,285382,14714,247504,5643,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
36982501,37196641,711510,21378,223056,13854,"g4run","libstdc++.so.6.0.30","operator new"
36973362,63374122,775354,5105,398895,2136,"g4run","libG4particles.so","G4IonTable::FindIon"
36973136,41193538,972707,5052,269255,546,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
36286542,35610034,926583,5201,345980,1919,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
36279361,56639434,994950,4257,390136,965,"g4run","libG4particles.so","G4DynamicParticle::operator="
36271422,34719610,854942,6388,321056,550,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
35590437,56731137,1064256,4400,257187,683,"g4run","libG4tracking.so","0x000000000002f7ad"
35589242,51155100,813344,3580,427717,1615,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
