cycles_ukP,comm,dso,symbol
4190543,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
4190542,"g4run","libG4processes.so","G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print"
4190522,"g4run","libG4track.so","_GLOBAL__sub_I_G4ParticleChangeForGamma.cc"
4190509,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt"
4190489,"g4run","libG4processes.so","G4Radioactivation::CalculateChainsFromParent"
4190439,"g4run","libG4geometry.so","0x00000000000f728d"
4190401,"g4run","libG4event.so","0x0000000000069d41"
4190391,"g4run","libG4tracking.so","G4CountedObject<G4VTouchable>::Release@plt"
4190381,"g4run","libG4tracking.so","0x0000000000043e4b"
4190365,"g4run","libG4processes.so","0x0000000000a19c51"
4190332,"g4run","libG4processes.so","G4ScoreSplittingProcess::CopyStepStart"
4190298,"g4run","libG4geometry.so","0x00000000001870c8"
4190243,"g4run","libG4processes.so","0x000000000083608c"
4190194,"g4run","libG4processes.so","free@plt"
4190183,"g4run","libG4geometry.so","0x000000000018726e"
4190173,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
4190152,"g4run","libG4processes.so","0x000000000037f590"
4190130,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4190111,"g4run","libG4processes.so","0x000000000037ea40"
4190074,"g4run","libG4processes.so","0x0000000000b3f93e"
4190067,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini"
4189937,"g4run","libG4particles.so","0x00000000000631ad"
4189924,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
4189897,"g4run","libG4tracking.so","G4SteppingVerbose::VerboseParticleChange"
4189855,"g4run","libG4processes.so","0x0000000000a59b4d"
4189840,"g4run","libG4processes.so","0x0000000000806bad"
4189761,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
4189698,"g4run","libG4processes.so","G4PolarizedAnnihilationXS::DiceEpsilon@plt"
4189652,"g4run","libG4processes.so","G4CollisionOutput::removeOutgoingParticle@plt"
4189632,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
4189557,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase"
4189524,"g4run","libG4processes.so","G4HadronicParameters::G4HadronicParameters"
4189504,"g4run","libG4processes.so","0x0000000000a51697"
4189396,"g4run","libG4processes.so","0x00000000008395b4"
4189330,"g4run","libG4processes.so","G4ParticleHPFissionBaseFS::SetNeutronRP@plt"
4189330,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
4189279,"g4run","libG4processes.so","G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj"
4189249,"g4run","libG4processes.so","0x00000000008b6e57"
4189241,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::ThresholdEnergy"
4189240,"g4run","libG4processes.so","G4VXTRenergyLoss::GetComptonPerAtom"
4189227,"g4run","libG4processes.so","0x00000000008c521d"
4189161,"g4run","libG4geometry.so","G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt"
4189123,"g4run","libG4particles.so","0x000000000006bd6f"
4189115,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity"
4189067,"g4run","libG4processes.so","G4LorentzConvertor::backToTheLab"
4188997,"g4run","libG4processes.so","epsilon@plt"
4188974,"g4run","libG4processes.so","std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
4188958,"g4run","libG4processes.so","G4FTFAnnihilation::Create2QuarkAntiQuarkStrings"
4188949,"g4run","libG4processes.so","G4CollisionNNToNNstar::G4CollisionNNToNNstar"
4188902,"g4run","libG4processes.so","G4TransparentRegXTRadiator::ProcessDescription"
4188886,"g4run","libG4processes.so","G4LinLogInterpolation::Calculate"
4188793,"g4run","libG4event.so","0x0000000000068db1"
4188745,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
4188726,"g4run","libG4geometry.so","G4Trd::CheckParameters"
4188535,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
4188450,"g4run","libG4geometry.so","0x0000000000161e6e"
4188307,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep@plt"
4188021,"g4run","libG4processes.so","G4VStateDependent::G4VStateDependent@plt"
4187546,"g4run","libG4processes.so","0x0000000000f087af"
4186441,"g4run","libG4geometry.so","G4Cons::G4Cons"
4185606,"g4run","libG4processes.so","std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager"
3492284,"g4run","libG4processes.so","G4Reggeons::ncPomerons"
3492207,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
3492174,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
3492169,"g4run","libG4processes.so","G4INCL::CascadeAction::beforeAvatarAction@plt"
3492116,"g4run","libG4processes.so","__cxa_begin_catch@plt"
3492113,"g4run","libG4processes.so","0x0000000000839246"
3492099,"g4run","libG4geometry.so","G4Trd::ApproxSurfaceNormal"
3492094,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare"
3492066,"g4run","libG4geometry.so","G4NavigationHistory::NewLevel@plt"
3491954,"g4run","libG4tracking.so","0x000000000002f7a4"
3491920,"g4run","libG4geometry.so","G4TessellatedSolid::InsideVoxels@plt"
3491915,"g4run","libG4tracking.so","0x000000000002f7ed"
3491879,"g4run","libG4global.so","G4coutDestination::ReceiveG4cerr_"
3491842,"g4run","libG4geometry.so","0x0000000000162689"
3491839,"g4run","libG4particles.so","G4AntiHyperTriton::Definition"
3491834,"g4run","libG4processes.so","0x000000000083e5ec"
3491818,"g4run","libG4processes.so","0x0000000000937b2f"
3491791,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeFixedShiftPolynomial"
3491730,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
3491715,"g4run","libG4processes.so","G4XAqmElastic::CrossSection@plt"
3491703,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
3491669,"g4run","libG4processes.so","0x00000000005f442d"
3491644,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
3491567,"g4run","libG4processes.so","G4FTFAnnihilation::Create3QuarkAntiQuarkStrings"
3491559,"g4run","libG4processes.so","std::vector<int, std::allocator<int> >::_M_range_insert<int const*>"
3491524,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3491502,"g4run","libG4particles.so","0x00000000000631aa"
3491464,"g4run","libG4particles.so","G4IonTable::FindIonInMaster"
3491460,"g4run","libG4processes.so","0x000000000037f1d0"
3491433,"g4run","libG4processes.so","G4StatMFFragment::GetInvLevelDensity"
3491413,"g4run","libG4particles.so","G4AntiAlpha::Definition"
3491411,"g4run","libG4geometry.so","0x0000000000103d07"
3491383,"g4run","libG4processes.so","CLHEP::HepLorentzVector::boost@plt"
3491316,"g4run","libG4processes.so","G4ScreeningMottCrossSection::ComputeAngle"
3491302,"g4run","libG4processes.so","0x0000000000f69a1d"
3491266,"g4run","libm.so.6","__math_uflow"
3491244,"g4run","libG4particles.so","G4MesonConstructor::ConstructCharmMesons"
3491230,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
3491219,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::ComputeGeomPathLength"
3491208,"g4run","libG4processes.so","std::ostream::write@plt"
3491206,"g4run","libG4geometry.so","G4SafetyHelper::InitialiseHelper@plt"
3491202,"g4run","libG4processes.so","0x0000000000a1b3ee"
3491166,"g4run","libm.so.6","xflow"
3491144,"g4run","libG4event.so","0x000000000006a400"
3491120,"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA"
3491076,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
3491052,"g4run","libG4track.so","0x000000000000c61e"
3490999,"g4run","libG4processes.so","0x0000000000f67ef6"
3490956,"g4run","libG4processes.so","G4Fissioner::~G4Fissioner"
3490904,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::operator delete@plt"
3490854,"g4run","libG4particles.so","0x000000000006f81f"
3490836,"g4run","libG4processes.so","0x00000000009d33e3"
3490788,"g4run","libG4processes.so","0x0000000000f087a4"
3490768,"g4run","libG4processes.so","G4NeutronKiller::SetKinEnergyLimit@plt"
3490752,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
3490598,"g4run","libG4processes.so","0x00000000008b6d4e"
3490542,"g4run","libG4event.so","0x0000000000069d83"
3490537,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
3490309,"g4run","libG4processes.so","G4ProcessTableMessenger::~G4ProcessTableMessenger@plt"
3490239,"g4run","libG4event.so","0x0000000000068e28"
3490187,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom"
3489998,"g4run","libG4geometry.so","0x00000000001f8505"
3489839,"g4run","libG4processes.so","std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>"
3489719,"g4run","libG4geometry.so","G4GeometryMessenger::Init@plt"
3489546,"g4run","libG4geometry.so","0x0000000000212428"
3489433,"g4run","libG4processes.so","G4MuNeutrinoNucleusProcess::PostStepDoIt"
3489282,"g4run","libG4particles.so","0x000000000006f806"
2793850,"g4run","libG4geometry.so","G4Box::DistanceToIn"
2793827,"g4run","libG4geometry.so","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
2793809,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
2793798,"g4run","libG4geometry.so","G4ParameterisationTrdX::G4ParameterisationTrdX@plt"
2793798,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity"
2793787,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
2793763,"g4run","libG4processes.so","0x000000000037e2e0"
2793759,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
2793729,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
2793719,"g4run","libstdc++.so.6.0.30","operator delete@plt"
2793709,"g4run","libG4track.so","0x000000000000c62c"
2793700,"g4run","libG4processes.so","0x00000000008395bd"
2793671,"g4run","libG4processes.so","G4VEmModel::GetCurrentIsotope@plt"
2793669,"g4run","libG4geometry.so","G4Cons::GetPointOnSurface"
2793655,"g4run","libG4processes.so","G4IonsShenCrossSection::calCeValue@plt"
2793627,"g4run","libG4processes.so","0x0000000000f183bc"
2793621,"g4run","libG4processes.so","G4FTFModel::GetStrings"
2793616,"g4run","libG4geometry.so","0x00000000001fe9bf"
2793545,"g4run","libG4processes.so","G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt"
2793534,"g4run","libG4geometry.so","0x00000000001c1d77"
2793530,"g4run","libG4geometry.so","G4MultiNavigator::ComputeSafety"
2793520,"g4run","libG4event.so","0x0000000000069d53"
2793508,"g4run","libG4processes.so","G4BinaryCascade::G4BinaryCascade"
2793495,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackInfo"
2793485,"g4run","libG4particles.so","G4MuonDecayChannel::DecayIt"
2793449,"g4run","libG4processes.so","G4DNAELSEPAElasticModel::LinLinInterpolate@plt"
2793419,"g4run","libG4global.so","0x00000000000564cc"
2793402,"g4run","libG4event.so","0x000000000006a49d"
2793395,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
2793381,"g4run","libpythia8.so","std::vector<int, std::allocator<int> >::reserve"
2793365,"g4run","libG4geometry.so","0x0000000000103d6a"
2793365,"g4run","libG4processes.so","G4SingleDiffractiveExcitation::ExciteParticipants"
2793340,"g4run","libG4processes.so","G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture"
2793321,"g4run","libG4processes.so","0x00000000008b6ccc"
2793316,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeGla"
2793280,"g4run","libG4processes.so","0x00000000008e1944"
2793262,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::CrossingOneOfTheRegisteredSurface@plt"
2793261,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
2793257,"g4run","libG4geometry.so","0x00000000001fea0d"
2793252,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase"
2793232,"g4run","libG4particles.so","0x000000000008127d"
2793159,"g4run","libG4processes.so","G4Cache<CLHEP::HepLorentzVector*>::~G4Cache"
2793156,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2793114,"g4run","libG4particles.so","0x00000000000737ef"
2793106,"g4run","libG4processes.so","0x0000000000a16ca5"
2793091,"g4run","libG4processes.so","0x0000000000a18645"
2793071,"g4run","libG4tracking.so","0x0000000000043e4f"
2793053,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>"
2793039,"g4run","libG4processes.so","0x00000000008b6d45"
2793036,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMpionNAbsorption"
2793035,"g4run","libG4processes.so","memset@plt"
2793034,"g4run","libG4processes.so","0x000000000085527f"
2793026,"g4run","libG4processes.so","0x0000000000380630"
2793012,"g4run","libG4geometry.so","G4CutTubs::GetCutZ"
2792989,"g4run","libG4processes.so","0x0000000000a516c6"
2792977,"g4run","libG4geometry.so","G4CutTubs::DistanceToIn"
2792954,"g4run","libG4processes.so","0x00000000008e2f7e"
2792934,"g4run","libm.so.6","with_errno"
2792909,"g4run","libG4particles.so","G4PionRadiativeDecayChannel::DecayIt"
2792897,"g4run","libG4processes.so","0x00000000008b6cc6"
2792891,"g4run","libG4processes.so","0x0000000000f67e5a"
2792886,"g4run","libG4event.so","0x0000000000068d2f"
2792800,"g4run","libG4processes.so","G4DNAMesh::GetBoundingBox@plt"
2792786,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
2792712,"g4run","libG4particles.so","G4DecayProducts::Boost"
2792699,"g4run","libG4processes.so","G4PhotoElectricEffect::ProcessDescription"
2792691,"g4run","libG4processes.so","G4EmBiasingManager::ApplyDirectionalSplitting@plt"
2792658,"g4run","libG4processes.so","G4PAIxSection::GetStepCerenkovLoss"
2792652,"g4run","libG4processes.so","G4HadronicParameters::SetEnergyThresholdForHeavyHadrons"
2792523,"g4run","libG4processes.so","0x0000000000b3645e"
2792519,"g4run","libG4processes.so","G4LundStringFragmentation::SplitEandP"
2792501,"g4run","libG4processes.so","0x000000000083d212"
2792492,"g4run","libG4processes.so","G4INCL::ParticleList::rotateMomentum@plt"
2792366,"g4run","libG4processes.so","0x000000000037bc80"
2792321,"g4run","libG4processes.so","0x00000000009d2e1b"
2792287,"g4run","libG4geometry.so","0x00000000001870cd"
2792156,"g4run","libc.so.6","@plt"
2792054,"g4run","libG4geometry.so","G4Box::Inside"
2791966,"g4run","libG4particles.so","0x00000000000631a8"
2791939,"g4run","libG4track.so","G4ParticleChangeForGamma::DumpInfo"
2791909,"g4run","libG4processes.so","0x00000000008b6d55"
2791899,"g4run","libG4processes.so","0x00000000009d2eba"
2791739,"g4run","libG4processes.so","0x00000000008e2ff6"
2791188,"g4run","libG4digits_hits.so","G4VSensitiveDetector::Clone"
2789692,"g4run","libG4processes.so","0x0000000000ef79e4"
2095531,"g4run","libG4processes.so","G4CacheReference<CLHEP::HepLorentzVector*>::Destroy"
2095475,"g4run","libG4processes.so","G4ElementaryParticleCollider::fillOutgoingMasses"
2095447,"g4run","libG4geometry.so","0x0000000000194075"
2095439,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionFTF_Cascade"
2095395,"g4run","libG4event.so","G4GeneralParticleSourceMessenger::GetInstance"
2095392,"g4run","libG4track.so","0x00000000000101f8"
2095367,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::ThresholdMomentum"
2095341,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
2095335,"g4run","libG4processes.so","G4HadronicParameters::~G4HadronicParameters"
2095330,"g4run","libG4particles.so","G4DecayProducts::~G4DecayProducts"
2095326,"g4run","libG4processes.so","0x00000000008082dd"
2095302,"g4run","libm.so.6","@plt"
2095296,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2095285,"g4run","libG4processes.so","0x00000000008c4d86"
2095283,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
2095274,"g4run","libG4geometry.so","G4Box::GetExtent"
2095272,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_erase"
2095269,"g4run","libG4processes.so","G4BetaPlusDecay::G4BetaPlusDecay@plt"
2095252,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
2095250,"g4run","libG4processes.so","G4SynchrotronRadiation::SetAngularGenerator@plt"
2095233,"g4run","libG4particles.so","0x000000000006c82a"
2095227,"g4run","libG4processes.so","G4ElectronIonPair::Initialise"
2095225,"g4run","libG4geometry.so","0x000000000016159b"
2095217,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeNewEstimate"
2095212,"g4run","libG4tracking.so","G4Track::~G4Track@plt"
2095201,"g4run","libG4geometry.so","0x00000000001c9e15"
2095199,"g4run","libG4processes.so","G4MuonicAtomDecay::FillResult"
2095182,"g4run","libG4geometry.so","G4Navigator::RestoreSavedState@plt"
2095180,"g4run","libG4processes.so","G4NIELCalculator::RecoilEnergy"
2095176,"g4run","libG4processes.so","G4FissionFragmentGenerator::G4SetIncidentEnergy"
2095175,"g4run","libG4processes.so","G4StatMFMacroBiNucleon::CalcMeanMultiplicity"
2095173,"g4run","libG4processes.so","G4EvaporationInuclCollider::~G4EvaporationInuclCollider"
2095161,"g4run","libG4event.so","0x0000000000069dac"
2095157,"g4run","libG4particles.so","G4ExcitedDeltaConstructor::AddNGammaMode"
2095139,"g4run","libG4processes.so","G4ElasticHNScattering::GaussianPt"
2095138,"g4run","libG4geometry.so","0x000000000018709a"
2095137,"g4run","libG4processes.so","0x0000000000a1190f"
2095132,"g4run","libG4processes.so","G4FTFModel::ReggeonCascade"
2095131,"g4run","libG4event.so","G4GeneralParticleSourceMessenger::SetNewValue"
2095127,"g4run","libG4processes.so","0x0000000000a18d7b"
2095126,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
2095101,"g4run","libG4processes.so","G4PAIxSection::ComputeLowEnergyCof@plt"
2095075,"g4run","libG4processes.so","0x00000000008e42e4"
2095067,"g4run","libG4processes.so","0x00000000008b6797"
2095062,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetNuclearMass"
2095045,"g4run","libG4processes.so","0x0000000000e4d10b"
2095040,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::DecayIt"
2095039,"g4run","libG4processes.so","G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt"
2095036,"g4run","libG4processes.so","0x000000000037df70"
2095004,"g4run","libG4processes.so","G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt"
2094993,"g4run","libG4processes.so","G4INCL::ProjectileRemnant::computeExcitationEnergy@plt"
2094981,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
2094978,"g4run","libG4processes.so","0x0000000000a45da4"
2094974,"g4run","libG4processes.so","G4DNAGillespieDirectMethod::SetTimeStep@plt"
2094971,"g4run","libG4processes.so","G4FTFModel::Init"
2094961,"g4run","libG4geometry.so","0x0000000000187094"
2094961,"g4run","libG4processes.so","G4LegendrePolynomial::BuildUpToOrder"
2094949,"g4run","libG4processes.so","G4He3GEMProbability::~G4He3GEMProbability@plt"
2094946,"g4run","libG4processes.so","G4LorentzConvertor::setBullet"
2094945,"g4run","libG4processes.so","G4Solver<G4StatMFMacroMultiplicity>::Brent"
2094945,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append"
2094933,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
2094922,"g4run","libG4processes.so","0x000000000083e8d3"
2094902,"g4run","libc.so.6","__GI___pthread_mutex_unlock_usercnt"
2094862,"g4run","libG4processes.so","G4CascadParticle::print"
2094847,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt"
2094835,"g4run","libG4geometry.so","field_utils::copy"
2094823,"g4run","libG4geometry.so","0x00000000001a315d"
2094812,"g4run","libG4processes.so","0x00000000005f4426"
2094775,"g4run","libG4event.so","0x0000000000069d6b"
2094771,"g4run","libG4processes.so","0x000000000083924b"
2094750,"g4run","libG4processes.so","G4StatMFParameters::GetMaxAverageMultiplicity"
2094749,"g4run","libG4processes.so","G4NucleiModel::generateModel"
2094746,"g4run","libG4geometry.so","G4Box::DistanceToOut"
2094741,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
2094723,"g4run","libG4processes.so","G4NuclearFermiDensity::G4NuclearFermiDensity"
2094709,"g4run","libG4processes.so","0x00000000004ba7d9"
2094685,"g4run","libG4processes.so","G4BinaryCascade::Capture"
2094671,"g4run","libG4particles.so","std::unique_lock<std::mutex>::unlock"
2094651,"g4run","libG4processes.so","G4AntiXibMinus::Definition@plt"
2094616,"g4run","libG4geometry.so","0x00000000001943dd"
2094537,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackSecondariesFirst"
2094519,"g4run","libG4processes.so","G4CollisionOutput::getRecoilFragment"
2094487,"g4run","libstdc++.so.6.0.30","malloc@plt"
2094484,"g4run","libG4processes.so","G4InuclNuclei::G4InuclNuclei"
2094448,"g4run","libG4processes.so","G4BinaryCascade::CheckChargeAndBaryonNumber"
2094446,"g4run","libG4processes.so","G4DiffuseElasticV2::SampleTableThetaCMS"
2094393,"g4run","libG4processes.so","G4fissionEvent::G4SmpWatt"
2094361,"g4run","libG4processes.so","0x00000000009d26c4"
2094337,"g4run","libG4processes.so","0x0000000000b3646a"
2094321,"g4run","libG4processes.so","std::map<int, G4ParticleDefinition*, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::~map"
2094307,"g4run","libG4processes.so","G4FTFParameters::Reset@plt"
2094286,"g4run","libG4processes.so","0x00000000008b6d26"
2094285,"g4run","libG4processes.so","G4MuonicAtomDecay::DumpState"
2094126,"g4run","libG4processes.so","0x000000000083bdeb"
2094084,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print"
2094055,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::GetCallbacks@plt"
2093904,"g4run","libG4processes.so","G4TwoBodyAngularDist::passVerbose"
2093871,"g4run","libG4processes.so","0x00000000008af63b"
2093793,"g4run","libG4processes.so","0x0000000000770c89"
2093756,"g4run","libG4processes.so","0x0000000000a2a7f5"
2093711,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_decrement"
2093710,"g4run","libG4processes.so","G4FTFModel::AdjustNucleonsAlgorithm_beforeSampling"
2093308,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportReversedPoints"
2092773,"g4run","libG4processes.so","0x00000000008b6d4b"
1416911,"g4run","libG4processes.so","G4INCL::AllocationPool<G4INCL::NNToNNKKbChannel>::getObject@plt"
1397033,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
1397006,"g4run","libG4processes.so","0x0000000000b3f8ff"
1397003,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum"
1396975,"g4run","libG4processes.so","0x0000000000add18c"
1396963,"g4run","libG4geometry.so","0x00000000001c22d7"
1396961,"g4run","libG4processes.so","G4LegendrePolynomial::EvalAssocLegendrePoly"
1396945,"g4run","libG4tracking.so","0x000000000002f7f7"
1396928,"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath"
1396922,"g4run","libG4event.so","0x0000000000068e3c"
1396922,"g4run","libG4particles.so","0x00000000000737e9"
1396896,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
1396895,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::SetSecondParton"
1396893,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
1396892,"g4run","libG4global.so","G4SimpleIntegration::Trapezoidal"
1396892,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity"
1396891,"g4run","libG4processes.so","0x0000000000a3f6aa"
1396890,"g4run","libG4particles.so","G4DecayTable::G4DecayTable"
1396888,"g4run","libG4processes.so","0x000000000037e250"
1396863,"g4run","libG4processes.so","0x0000000000380120"
1396846,"g4run","libG4processes.so","0x0000000000839021"
1396846,"g4run","libstdc++.so.6.0.30","strcmp@plt"
1396841,"g4run","libG4tracking.so","0x000000000002f7bd"
1396840,"g4run","libG4processes.so","0x0000000000a0fedb"
1396837,"g4run","libG4processes.so","0x000000000037e3b0"
1396831,"g4run","libG4processes.so","G4WaterStopping::G4WaterStopping@plt"
1396830,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
1396828,"g4run","libG4processes.so","G4StatMFParameters::GetKappaCoulomb"
1396828,"g4run","libG4processes.so","0x00000000008e42ed"
1396820,"g4run","libG4processes.so","G4GammaNuclearXS::SelectIsotope"
1396817,"g4run","libG4event.so","0x0000000000068e48"
1396817,"g4run","libG4processes.so","0x000000000083d846"
