cycles_ukP,comm,dso,symbol
64943105,"g4run","libG4geometry.so","0x00000000001fea09"
64938879,"g4run","libG4geometry.so","0x0000000000103d6e"
64245534,"g4run","libG4event.so","0x000000000006a4b0"
64242368,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
64241999,"g4run","libG4particles.so","0x000000000006c848"
62848026,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
62844936,"g4run","libG4geometry.so","G4ElectroMagneticField::operator=@plt"
62843295,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
62837919,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
62837846,"g4run","libG4processes.so","G4PAIySection::CallError"
62150656,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
62149972,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
62149183,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
62142670,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
61483873,"g4run","libG4particles.so","G4KaonPlus::Definition"
61445848,"g4run","libG4event.so","0x0000000000069d73"
60748569,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
60747361,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
60742824,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
60046365,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
59351120,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
59346394,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
58644163,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
57956356,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
57955659,"g4run","libG4processes.so","G4PhysicsVector::Value"
57954432,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
57283518,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
57259003,"g4run","libG4processes.so","G4VTransitionRadiation::DumpInfo"
57257082,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
56565357,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
56562953,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
56560733,"g4run","libG4particles.so","G4IonTable::FindIon"
56559330,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
56557755,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
56557536,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
55856793,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
55856436,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
55856089,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
55163909,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
54466963,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
54463696,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
54462624,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
54462011,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
54458801,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
54453866,"g4run","libstdc++.so.6.0.30","operator new"
54453547,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
53769171,"g4run","libG4track.so","0x00000000000116c7"
53767368,"g4run","libG4processes.so","0x00000000008b60a4"
53074163,"g4run","libG4event.so","0x000000000006a499"
53070258,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
53070070,"g4run","libG4processes.so","G4TransparentRegXTRadiator::DumpInfo"
53069063,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
53063920,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
52367997,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
52367151,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
52365843,"g4run","libG4processes.so","0x000000000037c9d0"
51670119,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
50972944,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
50279277,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
50272961,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
50272916,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
49575693,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
49574370,"g4run","libG4geometry.so","0x0000000000270bad"
48878533,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
48876639,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
48875791,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
48180907,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
48179383,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
47484062,"g4run","libG4track.so","G4StepPoint::operator="
47482989,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
46782142,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
46781303,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
46085878,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
46083497,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
44693181,"g4run","libG4tracking.so","0x000000000002f82d"
44691811,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
43993349,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
43991679,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
43295904,"g4run","libG4tracking.so","G4Step::UpdateTrack"
43293649,"g4run","libG4processes.so","0x00000000008aed87"
43292983,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
43292321,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
43292137,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
43291456,"g4run","libG4geometry.so","0x000000000011f5e9"
43288444,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
43287983,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
42597147,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
42597099,"g4run","libG4processes.so","G4Fissioner::deExcite"
42594111,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
42592634,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
42588816,"g4run","libG4processes.so","G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu"
41899100,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
41897963,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
41897497,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
41892991,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
41892105,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
41891052,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
41200500,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
41197813,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
41194372,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
41186267,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::CalculateCrossSection"
40497328,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
40495531,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
40494129,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
39106194,"g4run","libG4processes.so","0x000000000037ba40"
39103695,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
39102438,"g4run","libG4processes.so","G4MuonicAtomDecay::DecayIt"
39102274,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
39102188,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
39099368,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
39099302,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
39097377,"g4run","libG4particles.so","0x000000000006bd68"
38406889,"g4run","libG4tracking.so","0x000000000002f83f"
38405308,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
38405255,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
38402543,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
38401776,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
38401686,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
37707424,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
37699449,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
37012465,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
37011064,"g4run","libG4processes.so","G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print"
37010091,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade"
37009360,"g4run","libG4processes.so","G4NeutronElectronElXsc::GetElementCrossSection"
37007381,"g4run","libG4processes.so","G4FTFParameters::GetProcProb@plt"
37006843,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
37006610,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
36314313,"g4run","libG4particles.so","G4Gamma::GammaDefinition@plt"
36313647,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
36310999,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
36310718,"g4run","libG4geometry.so","0x0000000000270ba8"
36310639,"g4run","libG4processes.so","G4StatMFChannel::FragmentsMomenta"
36307938,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
35613508,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
35613140,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
35609591,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
35605979,"g4run","libG4processes.so","G4PolarizedIonisationModel::SampleSecondaries"
34915327,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
34915263,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
34913952,"g4run","libG4tracking.so","0x000000000002f7ad"
34912580,"g4run","libG4geometry.so","0x00000000001fe69d"
34911536,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
34217664,"g4run","libG4particles.so","G4KaonMinus::Definition"
34214945,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
34214698,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
34214547,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
33520057,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
33519768,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
33518522,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
33517187,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetExchangeT"
33515522,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
33513335,"g4run","libG4processes.so","G4InuclNuclei::clear"
32820743,"g4run","libG4particles.so","G4JPsi::Definition"
32816576,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
32816298,"g4run","libG4geometry.so","0x00000000001c9a6c"
32122100,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
32120808,"g4run","libG4processes.so","G4VXTRenergyLoss::BuildEnergyTable"
32120311,"g4run","libG4geometry.so","G4BooleanSolid::GetListOfPrimitives"
32119260,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
32116909,"g4run","libc.so.6","__strlen_avx2"
32116498,"g4run","libG4geometry.so","0x00000000000e4a2e"
31424173,"g4run","libc.so.6","__memcmp_avx2_movbe"
31423133,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos"
31422537,"g4run","libCLHEP-2.4.5.3.so","__tls_get_addr@plt"
31421708,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
30725340,"g4run","libG4processes.so","G4C15GEMChannel::~G4C15GEMChannel"
30725035,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
30724751,"g4run","libG4processes.so","G4NucleiModel::generateQuasiDeuteron"
30724295,"g4run","libG4processes.so","std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>"
30723974,"g4run","libG4processes.so","0x00000000008363e3"
30721907,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
30721009,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
30717206,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
30026844,"g4run","libG4processes.so","0x000000000037b330"
30025421,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
30024885,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
30024113,"g4run","libG4particles.so","G4ExcitedMesonConstructor::AddKStar2PiMode@plt"
30023426,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
29329615,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
29328088,"g4run","libG4processes.so","G4AdjointGamma::AdjointGamma@plt"
29327178,"g4run","libG4processes.so","G4NucleiModel::generateNucleonMomentum"
29326938,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity"
29325695,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
28663325,"g4run","libG4geometry.so","G4UniformElectricField::G4UniformElectricField@plt"
28631931,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
28629083,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::GenerateTwoBody"
28627969,"g4run","libG4processes.so","G4ChipsProtonElasticXS::G4ChipsProtonElasticXS"
27985744,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
27931475,"g4run","libG4processes.so","std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase"
27930677,"g4run","libG4particles.so","G4Alpha::Definition@plt"
27929946,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
27929487,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
27927480,"g4run","libG4particles.so","0x000000000006cd3a"
27926469,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt"
27235285,"g4run","libG4global.so","G4PhysicsLogVector::G4PhysicsLogVector"
27233815,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>"
27232560,"g4run","libG4processes.so","G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::print"
27230917,"g4run","libG4processes.so","G4StatMFParameters::Beta"
27227151,"g4run","libG4processes.so","G4MultiBodyMomentumDist::GetInstance"
27224890,"g4run","libG4processes.so","G4StatMFChannel::CreateFragment"
27001712,"g4run","libG4processes.so","0x00000000006c9047"
26537721,"g4run","libG4processes.so","G4CascadeCheckBalance::baryonOkay"
26536141,"g4run","libG4processes.so","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
26536004,"g4run","libG4processes.so","G4PhotoNuclearCrossSection::GetIsoCrossSection"
26534654,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNPChannel::~G4CascadeNPChannel()"
26532365,"g4run","libG4processes.so","G4RKPropagation::FreeTransport"
26531766,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
26531575,"g4run","libG4processes.so","G4DNAMolecularReactionData::ComputeEffectiveRadius@plt"
26530957,"g4run","libG4particles.so","G4Gamma::Definition"
25839025,"g4run","libG4track.so","0x000000000001155f"
25838202,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
25837159,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
25836784,"g4run","libG4geometry.so","_G4cerr_p@plt"
25836699,"g4run","libG4processes.so","G4NucleiModel::~G4NucleiModel"
25836495,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
25835846,"g4run","libG4processes.so","0x0000000000f18f2b"
25835372,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
25835171,"g4run","libG4processes.so","0x0000000000a48fca"
25834354,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorPionElastic"
25833926,"g4run","libG4processes.so","0x0000000000f18f23"
25832958,"g4run","libG4geometry.so","0x0000000000270ba9"
25137992,"g4run","libG4processes.so","G4VEmProcess::G4VEmProcess"
25136868,"g4run","libG4processes.so","G4NeutronCaptureXS::SelectIsotope"
25135305,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::operator="
25133286,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection"
24440185,"g4run","libG4particles.so","G4IonTable::GetIon"
24440109,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::initialize"
24440067,"g4run","libG4particles.so","G4Electron::Definition@plt"
24436824,"g4run","libG4geometry.so","0x00000000001f840f"
24432805,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
24429594,"g4run","libG4processes.so","CLHEP::HepStat::inverseErf@plt"
23742485,"g4run","libG4processes.so","G4ITStepProcessor::SetTrack@plt"
23741412,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
23740187,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetFunctions"
23740044,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
23739323,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton"
23044949,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectTranslation"
23044818,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
23044205,"g4run","libG4processes.so","G4NeutronCaptureXS::GetElementCrossSection"
23044149,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
23043369,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
23043308,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
23043288,"g4run","libG4processes.so","G4CascadeRecoilMaker::collide"
23041608,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
23041541,"g4run","libG4processes.so","0x00000000006c9043"
23039655,"g4run","libG4processes.so","G4MoleculeTable::PrepareMolecularConfiguration@plt"
22365217,"g4run","libstdc++.so.6.0.30","operator delete"
22348091,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway@plt"
22346161,"g4run","libG4processes.so","G4VEmProcess::~G4VEmProcess"
22345859,"g4run","libG4processes.so","G4Region::SetFastSimulationManager@plt"
22345587,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
22343983,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection"
22342826,"g4run","libG4particles.so","G4ParticlesWorkspace::InitialiseWorkspace"
22341521,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom"
22340713,"g4run","libG4geometry.so","0x000000000021226e"
22339477,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
21647912,"g4run","libG4geometry.so","G4MultiUnion::operator="
21647714,"g4run","libG4processes.so","0x000000000083d84f"
21645062,"g4run","libG4processes.so","G4EquilibriumEvaporator::~G4EquilibriumEvaporator"
21644913,"g4run","libG4processes.so","G4CollisionOutput::G4CollisionOutput"
20949343,"g4run","libG4particles.so","G4DecayTableMessenger::~G4DecayTableMessenger@plt"
20948987,"g4run","libG4processes.so","0x0000000000f2e138"
20948770,"g4run","libG4event.so","0x0000000000069d87"
20948686,"g4run","libG4track.so","_GLOBAL__sub_I_G4StepPoint.cc"
20948614,"g4run","libG4event.so","0x0000000000068e44"
20948319,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetElementCrossSection"
20947516,"g4run","libG4processes.so","__cxa_rethrow@plt"
20947332,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSection"
20947247,"g4run","libG4processes.so","G4PEEffectFluoModel::ComputeCrossSectionPerAtom"
20947203,"g4run","libG4tracking.so","G4UserLimits::SetUserMinEkine"
20946912,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
20946816,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
20945873,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity"
20252925,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeNear"
20252859,"g4run","libG4processes.so","G4CollisionOutput::setOnShell"
20250878,"g4run","libG4geometry.so","0x00000000000e516c"
20250855,"g4run","libG4processes.so","G4CollisionOutput::rotateEvent"
20250439,"g4run","libG4processes.so","G4PAIxSection::GetStepEnergyLoss"
20250059,"g4run","libG4processes.so","G4SBBremTable::InitSamplingTables"
20249522,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleVector"
20248896,"g4run","libG4geometry.so","atan2@plt"
20248764,"g4run","libG4processes.so","G4NeutronElectronElXsc::IsElementApplicable"
20246714,"g4run","libG4processes.so","G4O19GEMProbability::G4O19GEMProbability"
19553681,"g4run","libG4geometry.so","field_utils::relativeError"
19552931,"g4run","libG4processes.so","G4VXTRenergyLoss::IsApplicable"
19552813,"g4run","libG4processes.so","G4NucleiModel::generateModel"
19551976,"g4run","libG4processes.so","std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append"
19551660,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
19549631,"g4run","libG4processes.so","G4OpticalParameters::~G4OpticalParameters"
19549473,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::GetTransportMeanFreePathOnly"
19548164,"g4run","libG4geometry.so","G4Box::DistanceToOut"
19547822,"g4run","libstdc++.so.6.0.30","operator delete"
18855001,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable"
18854681,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronElastic"
18854448,"g4run","libG4global.so","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
18854398,"g4run","libG4geometry.so","0x0000000000212366"
18853684,"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection"
18853112,"g4run","libG4processes.so","G4SBBremTable::G4SBBremTable"
18852699,"g4run","libG4event.so","G4IonTable::GetIon@plt"
18852474,"g4run","libG4processes.so","G4MuMinusCapturePrecompound::ApplyYourself"
18850807,"g4run","libG4processes.so","G4ElementaryParticleCollider::~G4ElementaryParticleCollider"
18850740,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
18849452,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >"
18297064,"g4run","libG4processes.so","G4CascadeCoalescence::reportArgs"
18156484,"g4run","libG4processes.so","G4NucleiModel::getFermiKinetic"
18154411,"g4run","libG4processes.so","G4VCrossSectionDataSet::G4VCrossSectionDataSet"
18154327,"g4run","libG4processes.so","G4VRangeToEnergyConverter::ConvertForElectron@plt"
18154286,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
18152630,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer"
18152627,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_erase"
18150902,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath"
18149143,"g4run","libG4tracking.so","G4UserLimits::SetUserMinRange"
18144835,"g4run","libG4geometry.so","std::_Rb_tree_decrement@plt"
17718582,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate@plt"
17458795,"g4run","libG4processes.so","0x00000000008019bd"
17458104,"g4run","libG4particles.so","G4MesonConstructor::~G4MesonConstructor"
17457705,"g4run","libG4processes.so","G4VXTRenergyLoss::GetAngleXTR"
17457675,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirManyBody"
17457628,"g4run","libG4geometry.so","0x00000000000f76ab"
17457223,"g4run","libG4tracking.so","0x000000000002f837"
17457220,"g4run","libG4tracking.so","0x000000000002f1de"
17456920,"g4run","libG4track.so","0x00000000000137d6"
17456319,"g4run","libG4geometry.so","0x000000000026fb75"
17456091,"g4run","libG4processes.so","0x000000000083492a"
