cycles,faults,minor_faults,major_faults,alignment_faults,comm,dso,symbol
44665025,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
44655914,0,0,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
43277293,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
43264396,0,0,0,0,"g4run","libG4track.so","G4StepPoint::operator="
43261951,0,0,0,0,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
43259374,0,0,0,0,"g4run","libG4geometry.so","0x00000000001f840f"
42578265,0,0,0,0,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
42571622,0,0,0,0,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
42564528,0,0,0,0,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
42559522,0,0,0,0,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
41880830,0,0,0,0,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
41880389,0,0,0,0,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
41875456,0,0,0,0,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
41873470,0,0,0,0,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
41866315,0,0,0,0,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
41865440,0,0,0,0,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
41181758,0,0,0,0,"g4run","libG4track.so","0x00000000000137d6"
41177740,0,0,0,0,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
41177600,0,0,0,0,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
40482204,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
40479719,0,0,0,0,"g4run","libc.so.6","__strncmp_avx2"
40478401,0,0,0,0,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
39786873,0,0,0,0,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
39777475,0,0,0,0,"g4run","libG4geometry.so","0x00000000001fe69d"
39771173,0,0,0,0,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
39088426,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::reset"
39075649,0,0,0,0,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
39070939,0,0,0,0,"g4run","libG4geometry.so","G4Box::DistanceToOut"
38402460,0,0,0,0,"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep@plt"
38395745,0,0,0,0,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
38393741,0,0,0,0,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
38390085,0,0,0,0,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
38389258,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f7ad"
38382740,0,0,0,0,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
37694287,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f82d"
37694232,0,0,0,0,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
37693141,0,0,0,0,"g4run","libG4geometry.so","0x0000000000270ba9"
37685343,0,0,0,0,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
37683568,0,0,0,0,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
37003784,0,0,0,0,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
36999393,0,0,0,0,"g4run","libG4particles.so","G4DynamicParticle::operator="
36998550,0,0,0,0,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
36994827,0,0,0,0,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
36986030,0,0,0,0,"g4run","libG4processes.so","0x00000000008363e3"
36306345,0,0,0,0,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
36300377,0,0,0,0,"g4run","libG4processes.so","0x00000000008aed87"
36299068,0,0,0,0,"g4run","libG4geometry.so","atan2@plt"
36290679,0,0,0,0,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
36282060,0,0,0,0,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
36280714,0,0,0,0,"g4run","libc.so.6","_int_free"
35625011,0,0,0,0,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
35596083,0,0,0,0,"g4run","libG4processes.so","0x00000000005f4429"
35595109,0,0,0,0,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
34899187,0,0,0,0,"g4run","libG4track.so","0x000000000001155f"
34896411,0,0,0,0,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
34886001,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
34208992,0,0,0,0,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
34195551,0,0,0,0,"g4run","libG4processes.so","0x00000000006c9043"
33510966,0,0,0,0,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
33503879,0,0,0,0,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway@plt"
33502585,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
33500046,0,0,0,0,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
33488762,0,0,0,0,"g4run","libG4geometry.so","_G4cerr_p@plt"
32805583,0,0,0,0,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
32803401,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
32799776,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
32796271,0,0,0,0,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
32796236,0,0,0,0,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
32109765,0,0,0,0,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
32102817,0,0,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
32099004,0,0,0,0,"g4run","libG4geometry.so","0x000000000011f5e9"
32093292,0,0,0,0,"g4run","libG4geometry.so","G4PolyconeSide::FindLineIntersect"
31402211,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::SetUserMinEkine"
31400324,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
31396501,0,0,0,0,"g4run","libG4processes.so","G4OpticalParameters::~G4OpticalParameters"
30751578,0,0,0,0,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
30713339,0,0,0,0,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
30707508,0,0,0,0,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
30702095,0,0,0,0,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
30701889,0,0,0,0,"g4run","libG4processes.so","G4SBBremTable::G4SBBremTable"
30695763,0,0,0,0,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
30692670,0,0,0,0,"g4run","libG4geometry.so","G4VoxelSafety::G4VoxelSafety"
30038720,0,0,0,0,"g4run","libG4processes.so","0x0000000000838e4f"
30015452,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f82a"
30014254,0,0,0,0,"g4run","libG4processes.so","G4HadronicException::Report"
30011641,0,0,0,0,"g4run","libG4particles.so","G4Alpha::Definition@plt"
30006511,0,0,0,0,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
29315199,0,0,0,0,"g4run","libG4processes.so","G4ITStepProcessor::SetTrack@plt"
29312271,0,0,0,0,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
29305369,0,0,0,0,"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1@plt"
28628558,0,0,0,0,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
28615905,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::passFermi"
28611752,0,0,0,0,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
27940932,0,0,0,0,"g4run","libG4geometry.so","G4VPhysicalVolume::GetTranslation@plt"
27927392,0,0,0,0,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
27923116,0,0,0,0,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
27916251,0,0,0,0,"g4run","libG4global.so","G4ProfilerConfig<4ul>::GetPersistent<1>@plt"
27915661,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
27913202,0,0,0,0,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
27912499,0,0,0,0,"g4run","libG4geometry.so","G4Mag_EqRhs::SetChargeMomentumMass@plt"
27322350,0,0,0,0,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::InitialiseForElement"
27225692,0,0,0,0,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
27222506,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
27218983,0,0,0,0,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >"
27218192,0,0,0,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
27217013,0,0,0,0,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
27216135,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
27211768,0,0,0,0,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
27211584,0,0,0,0,"g4run","libG4geometry.so","G4BooleanSolid::GetConstituentSolid"
27207983,0,0,0,0,"g4run","libG4processes.so","0x00000000006c9047"
26528541,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::generate@plt"
26526401,5,5,0,0,"g4run","libc.so.6","_int_malloc"
26524510,0,0,0,0,"g4run","libG4processes.so","0x00000000008394eb"
26523875,0,0,0,0,"g4run","libG4processes.so","0x000000000037c9d0"
26523544,0,0,0,0,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
26512211,0,0,0,0,"g4run","libG4processes.so","G4PEEffectFluoModel::ComputeCrossSectionPerAtom"
26511919,0,0,0,0,"g4run","libG4processes.so","0x00000000008388fb"
25965431,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","__tls_get_addr@plt"
25831161,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
25818637,0,0,0,0,"g4run","libG4processes.so","G4PAIySection::NormShift"
25815486,0,0,0,0,"g4run","libG4geometry.so","G4ImplicitEuler::G4ImplicitEuler@plt"
25128684,0,0,0,0,"g4run","libG4processes.so","G4CascadParticle::getPathToTheNextZone"
25120800,0,0,0,0,"g4run","libG4geometry.so","G4CutTubs::SurfaceNormal"
25114470,0,0,0,0,"g4run","libG4processes.so","0x0000000000f67efd"
24434727,0,0,0,0,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
24430917,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
24430038,0,0,0,0,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
24429801,0,0,0,0,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
24429368,0,0,0,0,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
24425569,0,0,0,0,"g4run","libG4event.so","G4IonTable::GetIon@plt"
24420891,0,0,0,0,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
24419462,0,0,0,0,"g4run","libG4processes.so","0x000000000083492a"
24402898,0,0,0,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::GetLPMFunctions"
23737196,0,0,0,0,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
23734627,0,0,0,0,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
23733757,0,0,0,0,"g4run","libpythia8.so","Pythia8::SimpleTimeShower::pT2nextQCD"
23733354,0,0,0,0,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord"
23730829,0,0,0,0,"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta"
23057558,0,0,0,0,"g4run","libG4particles.so","G4Electron::Definition"
23038674,0,0,0,0,"g4run","libG4geometry.so","0x000000000021226e"
23035937,0,0,0,0,"g4run","libG4processes.so","0x00000000008363e9"
23033389,0,0,0,0,"g4run","libG4track.so","_GLOBAL__sub_I_G4StepPoint.cc"
23031599,0,0,0,0,"g4run","libG4geometry.so","G4Trap::Clone"
23030621,0,0,0,0,"g4run","libG4event.so","0x0000000000069d87"
23029642,0,0,0,0,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetElasticElementCrossSection"
23027418,0,0,0,0,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
23024543,0,0,0,0,"g4run","libG4processes.so","0x0000000000f69b64"
23018392,0,0,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::FindRoots"
22346137,0,0,0,0,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
22341285,0,0,0,0,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
22339875,0,0,0,0,"g4run","libG4particles.so","G4IonTable::FindIon"
22338558,0,0,0,0,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
22335853,0,0,0,0,"g4run","libG4processes.so","__tcf_0"
22334339,0,0,0,0,"g4run","libG4processes.so","0x0000000000838e4b"
22333124,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
22332973,0,0,0,0,"g4run","libG4processes.so","0x000000000093aa4c"
22330338,0,0,0,0,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
22327608,0,0,0,0,"g4run","libG4geometry.so","0x00000000000f76ab"
22327284,0,0,0,0,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
21645341,0,0,0,0,"g4run","libG4particles.so","0x000000000006c848"
21634806,0,0,0,0,"g4run","libG4processes.so","G4FTFParameters::GetProcProb@plt"
21631859,0,0,0,0,"g4run","libG4geometry.so","0x00000000000eac5d"
21628555,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f83f"
21627451,0,0,0,0,"g4run","libG4geometry.so","0x00000000000e4a28"
21609897,0,0,0,0,"g4run","libstdc++.so.6.0.30","operator new"
20947923,0,0,0,0,"g4run","libG4processes.so","0x000000000083a0e8"
20946331,0,0,0,0,"g4run","libG4processes.so","0x0000000000f69b7f"
20945972,0,0,0,0,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
20943979,0,0,0,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom"
20938841,0,0,0,0,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
20938660,0,0,0,0,"g4run","libG4event.so","0x0000000000068e44"
20937610,0,0,0,0,"g4run","libG4geometry.so","field_utils::relativeError"
20928925,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::SetUserMinRange"
20926268,0,0,0,0,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
20246205,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
20242435,0,0,0,0,"g4run","libG4particles.so","0x000000000006bd68"
20241593,0,0,0,0,"g4run","libG4track.so","0x00000000000137d8"
20238618,0,0,0,0,"g4run","libG4processes.so","std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>"
20234103,0,0,0,0,"g4run","libG4processes.so","G4PEEffectFluoModel::Initialise"
20230855,0,0,0,0,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
20229866,0,0,0,0,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
19666678,0,0,0,0,"g4run","libG4tracking.so","std::vector<G4Track*, std::allocator<G4Track*> >::_M_realloc_insert<G4Track* const&>"
19551922,0,0,0,0,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
19547235,0,0,0,0,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::GoingInOrOutOfaVolumeByExtSurface"
19546757,0,0,0,0,"g4run","libG4processes.so","G4VTransitionRadiation::DumpInfo"
19541015,0,0,0,0,"g4run","libG4processes.so","0x00000000008394e6"
19540098,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
19532967,0,0,0,0,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
18849588,0,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
18845177,0,0,0,0,"g4run","libG4processes.so","G4PAIxSection::GetStepEnergyLoss"
18844634,0,0,0,0,"g4run","libpythia8.so","Pythia8::BeamParticle::xfModified"
18843896,0,0,0,0,"g4run","libG4processes.so","G4Fissioner::deExcite"
18843168,0,0,0,0,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
18841863,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f837"
18841501,0,0,0,0,"g4run","libG4processes.so","G4Region::SetFastSimulationManager@plt"
18839254,0,0,0,0,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportProgress"
18835757,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
18835194,0,0,0,0,"g4run","libG4geometry.so","G4BooleanSolid::GetPolyhedron"
18826620,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f9ae"
18157538,0,0,0,0,"g4run","libG4processes.so","G4Cache<G4LossTableManager*>::~G4Cache"
18156949,0,0,0,0,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
18149287,0,0,0,0,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
18148676,0,0,0,0,"g4run","libG4processes.so","G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry"
18146139,0,0,0,0,"g4run","libG4processes.so","G4BOptnCloning::~G4BOptnCloning@plt"
18145029,0,0,0,0,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
18144310,0,0,0,0,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectTranslation"
18144072,0,0,0,0,"g4run","libG4processes.so","G4InuclNuclei::clear"
18141038,0,0,0,0,"g4run","libG4processes.so","G4ScoreSplittingProcess::AtRestGetPhysicalInteractionLength"
18139534,0,0,0,0,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
18139208,0,0,0,0,"g4run","libG4geometry.so","G4Paraboloid::G4Paraboloid"
17453318,0,0,0,0,"g4run","libG4geometry.so","G4MultiUnion::operator="
17451385,0,0,0,0,"g4run","libG4geometry.so","0x0000000000182269"
17451098,0,0,0,0,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
17450285,0,0,0,0,"g4run","libG4geometry.so","0x000000000018166d"
17449294,0,0,0,0,"g4run","libG4global.so","0x000000000005499e"
17449042,0,0,0,0,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
17448709,0,0,0,0,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
17446948,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d6c"
17446777,0,0,0,0,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetElasticIsotopeCrossSection"
17445936,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f1de"
17445327,0,0,0,0,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
17444671,0,0,0,0,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
17443907,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::SetUserMaxTrackLength"
17442298,0,0,0,0,"g4run","libc.so.6","__memcmp_avx2_movbe"
17441636,0,0,0,0,"g4run","libG4processes.so","G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print"
17439863,0,0,0,0,"g4run","libG4geometry.so","G4Tubs::GetPointOnSurface"
17439420,0,0,0,0,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
16766314,0,0,0,0,"g4run","libG4geometry.so","0x000000000026fb75"
16757323,0,0,0,0,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
16756828,0,0,0,0,"g4run","libG4processes.so","G4RToEConvForGamma::G4RToEConvForGamma"
16756351,0,0,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetTransitionRandom"
16753578,0,0,0,0,"g4run","libG4geometry.so","G4HelixSimpleRunge::~G4HelixSimpleRunge@plt"
16753539,0,0,0,0,"g4run","libG4processes.so","0x0000000000833cbc"
16747391,0,0,0,0,"g4run","libG4processes.so","G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt"
16746891,0,0,0,0,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
16746496,0,0,0,0,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
16745777,0,0,0,0,"g4run","libG4processes.so","G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu"
16745609,0,0,0,0,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTrackLength"
16737081,0,0,0,0,"g4run","libG4geometry.so","G4CutTubs::DistanceToOut"
16060351,0,0,0,0,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
16058680,0,0,0,0,"g4run","libG4geometry.so","G4CSGSolid::StreamInfo"
16057875,0,0,0,0,"g4run","libG4geometry.so","G4NormalNavigation::~G4NormalNavigation"
16056611,0,0,0,0,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt"
16056543,0,0,0,0,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
16056272,0,0,0,0,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
16056251,0,0,0,0,"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer"
16055125,0,0,0,0,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
16053981,0,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
16052670,0,0,0,0,"g4run","libG4processes.so","0x00000000008b6d0e"
16051079,0,0,0,0,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::CalculateCrossSection"
16048106,0,0,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
16047476,0,0,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
16042286,0,0,0,0,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath"
16039784,0,0,0,0,"g4run","libG4processes.so","G4NeutronCaptureXS::Initialise"
16038024,0,0,0,0,"g4run","libG4processes.so","G4PolarizedIonisationModel::SampleSecondaries"
16036854,0,0,0,0,"g4run","libm.so.6","log@@GLIBC_2.29"
15361567,0,0,0,0,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess"
15357995,0,0,0,0,"g4run","libG4processes.so","G4ScoreSplittingProcess::CopyStepStart"
15356912,0,0,0,0,"g4run","libG4processes.so","CLHEP::HepStat::inverseErf@plt"
15356777,0,0,0,0,"g4run","libG4particles.so","G4ExcitedMesonConstructor::AddKStar2PiMode@plt"
15356677,0,0,0,0,"g4run","libG4track.so","0x00000000000116cb"
15356380,0,0,0,0,"g4run","libG4geometry.so","std::_Rb_tree_decrement@plt"
15354159,0,0,0,0,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
15354142,0,0,0,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeNear"
15353620,0,0,0,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
15352329,0,0,0,0,"g4run","libG4processes.so","G4MoleculeTable::PrepareMolecularConfiguration@plt"
15351825,0,0,0,0,"g4run","libG4event.so","0x0000000000068db6"
15339896,0,0,0,0,"g4run","libG4processes.so","0x000000000083887d"
14660150,0,0,0,0,"g4run","libG4geometry.so","0x0000000000212366"
14660043,0,0,0,0,"g4run","libG4event.so","0x0000000000068e24"
14657418,0,0,0,0,"g4run","libG4processes.so","0x00000000008019bd"
14656796,0,0,0,0,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
14651451,0,0,0,0,"g4run","libG4tracking.so","0x000000000002f826"
14650519,0,0,0,0,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::CalculateCrossSection"
14650316,0,0,0,0,"g4run","libpythia8.so","Pythia8::Rndm::flat"
14644239,0,0,0,0,"g4run","libG4processes.so","std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append"
14073399,0,0,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
13963610,0,0,0,0,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade"
13963044,0,0,0,0,"g4run","libG4processes.so","0x00000000008b09fc"
13962770,0,0,0,0,"g4run","libG4geometry.so","G4Trap::GetVertices"
13962117,0,0,0,0,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
13961774,0,0,0,0,"g4run","libG4processes.so","G4PhotoNuclearCrossSection::GetIsoCrossSection"
13961746,0,0,0,0,"g4run","libG4geometry.so","0x0000000000160c48"
