id,cycles,instructions,ls_dc_accesses,ls_dispatch_ld_dispatch,ls_dispatch_store_dispatch,ls_tlb_flush
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",241389734,425669001,203959323,172991913,67279664,0
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",4881203,8596379,7370229,4869040,1918522,0
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",43957294,39673338,26278843,22648909,4992451,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions",0,0,1372116,0,240019,0
"all;g4run;libG4processes;0x0000000000a1ce5c",1393972,3349459,0,1454095,200038,0
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",23704489,38274662,18329716,16146894,8746882,0
"all;g4run;libG4processes;0x00000000003806a0",0,854901,696465,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",3482551,7943189,2012990,0,449944,0
"all;g4run;libG4processes;0x0000000000838c1b",4184025,6666113,5602029,2955679,1262497,0
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",6463504161,9457181226,6154785220,4304099382,2083221574,0
"all;g4run;libG4processes;itoa[abi:cxx11]",0,0,0,489446,0,0
"all;g4run;libG4processes;G4ASTARStopping::FindData",6975435,8886742,6557275,3695907,2402453,0
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",32091746,42586540,27059804,17115872,5619046,0
"all;g4run;libG4processes;0x00000000009f3d5c",697896,0,0,640186,0,0
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",1390643,0,1377726,0,430714,0
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",406712449,627436435,387158218,296232906,138316707,0
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",698366,0,679321,1453454,0,0
"all;g4run;libG4processes;0x00000000009e55a5",0,0,0,0,502144,0
"all;g4run;libG4processes;0x000000000037b500",0,0,677248,450867,0,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::~G4CascadeFunctions()",0,1136591,0,0,410183,0
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",2791970,1042916,2066396,486495,907101,0
"all;g4run;libG4processes;0x0000000000380920",0,0,1330023,0,0,0
"all;g4run;libG4processes;G4LatticeReader::G4LatticeReader@plt",0,1036063,643001,1452818,197189,0
"all;g4run;libG4processes;G4Ne20GEMProbability::~G4Ne20GEMProbability@plt",1395766,2177354,683223,962628,1087336,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",0,1048637,0,0,0,0
"all;g4run;libG4processes;0x000000000083d846",1395299,2211036,4088111,1859841,1317759,0
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",34881544,30775203,14885665,9088866,6117706,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc",698404,1227393,0,471113,206700,0
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",127630069,217420222,134733842,97719737,39168942,0
"all;g4run;libG4processes;G4C10GEMProbability::~G4C10GEMProbability@plt",695890,904209,0,447577,0,0
"all;g4run;libG4processes;0x00000000008363ee",5577877,1019651,2080373,2555190,222166,0
"all;g4run;libG4processes;0x0000000000aa349c",0,2315285,0,987868,0,0
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetExchangeT",0,1084962,732536,0,0,0
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",35576485,41730257,23304985,28283755,10776731,0
"all;g4run;libG4processes;0x000000000037d9c0",2792839,0,1323297,490241,655726,0
"all;g4run;libG4processes;0x000000000083e8d3",2792749,4289125,4058211,1915241,1262263,0
"all;g4run;libG4processes;G4Clebsch::TriangleCoeff",698454,0,606595,498375,234926,0
"all;g4run;libG4processes;G4EmParameters::SetLPM@plt",7677952,8490215,6151987,3389830,2448550,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess",556046967,902574748,551796450,422926281,155378053,0
"all;g4run;libG4processes;G4Clebsch::Wigner6J",87900684,84710725,58749744,39071012,24276288,0
"all;g4run;libG4processes;G4StatMFMicroPartition::CoulombFreeEnergy",32090999,45491669,34090967,17092421,6923013,0
"all;g4run;libG4processes;0x0000000000838664",0,1075090,0,0,0,0
"all;g4run;libG4processes;G4CoulombBarrier::G4CoulombBarrier@plt",698396,0,0,0,0,0
"all;g4run;libG4processes;G4HadronicException::G4HadronicException",0,1125388,1366822,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",697984,0,0,0,492965,0
"all;g4run;libG4processes;0x000000000083608c",2094303,2279571,3372125,1439438,221663,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",41857054,61759187,49138793,31563969,15501508,0
"all;g4run;libG4processes;0x0000000000a2a7f5",2089341,3238517,1355305,1820800,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",368359013,575228932,322953305,221680205,130156565,0
"all;g4run;libG4processes;0x000000000037d970",0,0,1310433,438770,202057,0
"all;g4run;libG4processes;G4CascadeChannelTables::FindTable",0,1123144,653485,0,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt",1395933,3190067,663277,1479584,668173,0
"all;g4run;libG4processes;0x00000000008e2ff6",2793477,7686804,2640848,4309628,1527226,0
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",11160516,13301947,6121910,6806905,2173573,0
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",84399446,135274435,82708014,49055411,29102748,0
"all;g4run;libG4processes;0x000000000037d0d0",698415,0,0,0,0,0
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",4186838,4367673,2002650,1966208,1038051,0
"all;g4run;libG4processes;0x0000000000b362aa",698383,1168780,0,511016,0,0
"all;g4run;libG4processes;0x00000000008b6d26",1396713,1158438,718178,1486461,681097,0
"all;g4run;libG4processes;0x00000000008b6d67",9766127,3239216,6970482,3591443,1729034,0
"all;g4run;libG4processes;0x0000000000f69b64",22225843,31774227,16474231,13745070,5680969,0
"all;g4run;libG4processes;0x0000000000e969e8",0,0,651879,0,0,0
"all;g4run;libG4processes;std::_Vector_base<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::~_Vector_base",0,1094872,0,0,0,0
"all;g4run;libG4processes;0x0000000000b362af",0,0,0,0,188635,0
"all;g4run;libG4processes;G4RToEConvForElectron::G4RToEConvForElectron@plt",1391728,2218304,1390464,998564,1390620,0
"all;g4run;libG4processes;G4ITStepProcessor::SetTrack@plt",27196067,36368495,17490471,15859220,7276967,0
"all;g4run;libG4processes;G4EvaporationDefaultGEMFactory::GetChannel",1396797,1263082,0,0,228163,0
"all;g4run;libG4processes;0x0000000000f69b69",12566143,21591342,8219054,9126755,4581119,0
"all;g4run;libG4processes;0x0000000000f087a4",2791112,10956075,1074426,3014186,638776,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeNear",25119386,23326332,9502825,8982422,4095295,0
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",0,0,654545,0,0,0
"all;g4run;libG4processes;0x00000000006c9fe9",0,1164415,695881,0,186819,0
"all;g4run;libG4processes;0x0000000000b3629a",2092898,4335523,3403376,1955546,1293115,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",2793666,5504405,2053412,2340210,1731830,0
"all;g4run;libG4processes;G4VXTRenergyLoss::SpectralXTRdEdx",0,0,0,0,199877,0
"all;g4run;libG4processes;G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt",0,0,697289,0,224208,0
"all;g4run;libG4processes;G4DNAMillerGreenExcitationModel::S_2p@plt",0,0,0,493373,0,0
"all;g4run;libG4processes;G4NeutronKiller::SetKinEnergyLimit@plt",2090404,3356611,701331,0,664763,0
"all;g4run;libG4processes;0x00000000008b0734",67677716,87916528,56107018,41490141,16830986,0
"all;g4run;libG4processes;0x0000000000b3f8f8",0,1043248,1951062,342820,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetElementCrossSection",25814887,37109792,25810112,21566296,3947823,0
"all;g4run;libG4processes;G4INCL::CoulombNonRelativistic::getCoulombRadius@plt",694956,2276891,0,0,668208,0
"all;g4run;libG4processes;G4ProcessTableMessenger::~G4ProcessTableMessenger@plt",5577438,5659547,1999168,1965486,651046,0
"all;g4run;libG4processes;0x000000000083d84a",7674035,8619698,5512719,4741816,3058445,0
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::CalculateCrossSection",18793029467,27766262614,17274788362,12356148849,5270948897,0
"all;g4run;libG4processes;G4CollisionComposite::BufferedCrossSection",0,0,610089,0,0,0
"all;g4run;libG4processes;G4FTFParamCollPionProj::G4FTFParamCollPionProj",2094916,0,674155,495409,428393,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonInelastic",4885544,5772594,6464609,2476991,1495736,0
"all;g4run;libG4processes;G4SBBremTable::SampleEnergyTransfer",461829895,841844055,509131992,361168127,151969119,0
"all;g4run;libG4processes;0x0000000000ef79e4",1394882,5343148,710963,962891,631009,0
"all;g4run;libG4processes;G4RKPropagation::G4RKPropagation",13959822,13615436,10342014,5185041,3857407,0
"all;g4run;libG4processes;0x00000000008b0739",307680660,429671014,282361841,199168996,83920087,0
"all;g4run;libG4processes;std::vector<G4BCAction*, std::allocator<G4BCAction*> >::_M_realloc_insert<G4BCAction*>",698412,0,0,295781,0,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMfinalState",698460,0,704736,457421,229697,0
"all;g4run;libG4processes;0x000000000083d84f",21621358,32233313,22520629,16247770,9717900,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::LoadMSCData",2378348930,4169134740,2589438140,1913599445,760602863,0
"all;g4run;libG4processes;G4MuonicAtomDecay::DecayIt",27215728,25760109,18534065,15264751,4646162,0
"all;g4run;libG4processes;G4VEmProcess::BuildLambdaTable",23024941,50218661,29979407,21636966,11230749,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::ChooseGenerators",25822324,73680650,34612416,16053480,11982154,0
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",69697841,75678213,45822740,25649735,14707958,0
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase",4182409,4581935,1996442,1458060,1002077,0
"all;g4run;libG4processes;0x000000000037e660",1396415,5458006,2723153,1479634,1123267,0
"all;g4run;libG4processes;G4HadronicParameters::SetMinEnergyTransitionQGS_FTF",37683984,60805259,25532771,24278386,9215580,0
"all;g4run;libG4processes;0x00000000008c2946",697698,891795,1358078,0,184873,0
"all;g4run;libG4processes;std::vector<G4HadSecondary, std::allocator<G4HadSecondary> >::_M_realloc_insert<G4HadSecondary>",698446,0,0,0,0,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsArray",0,1136440,2520385,439989,408494,0
"all;g4run;libG4processes;G4FTFAnnihilation::Create2QuarkAntiQuarkStrings",3490746,2373754,0,994908,402981,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions()",0,1131754,0,0,0,0
"all;g4run;libG4processes;0x000000000083e8db",6283265,11521305,6844710,2868248,1287812,0
"all;g4run;libG4processes;G4VCrossSectionDataSet::ComputeCrossSection",2092287,2151380,5100945,971724,1293910,0
"all;g4run;libG4processes;0x000000000082eb14",2789618,2135527,4917537,2978237,233654,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMGsPhis",286047977,213839938,135590537,142356400,45571978,0
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay",18143268,40246786,32601854,11150518,7806410,0
"all;g4run;libG4processes;G4StatMFMacroBiNucleon::CalcMeanMultiplicity",2091459,2268703,0,512012,193985,0
"all;g4run;libG4processes;G4SeltzerBergerModel::ComputeDXSectionPerAtom",40479990,94091182,62109312,34289869,21234597,0
"all;g4run;libG4processes;0x0000000000a18645",0,0,0,1043035,220324,0
"all;g4run;libG4processes;G4UrbanMscModel::SampleCosineTheta",17445826,17460894,11012554,3996590,2242973,0
"all;g4run;libG4processes;G4BinaryCascade::CheckPauliPrinciple",0,0,0,0,229206,0
"all;g4run;libG4processes;nfu_free@plt",0,2142423,660615,524534,0,0
"all;g4run;libG4processes;std::vector<G4StatMFMicroManager*, std::allocator<G4StatMFMicroManager*> >::_M_realloc_insert<G4StatMFMicroManager* const&>@plt",698324,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm",53463379,68009179,66191468,24521881,21685587,0
"all;g4run;libG4processes;0x000000000082eb18",698343,0,0,0,0,0
"all;g4run;libG4processes;G4Fragment::ExcitationEnergyWarning@plt",0,0,0,0,230681,0
"all;g4run;libG4processes;0x0000000000a2a7fc",0,0,0,456788,0,0
"all;g4run;libG4processes;0x00000000008b6d2a",0,1091962,717102,0,435295,0
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralWoodsSaxon",160468267,219421392,132800308,92420693,41926408,0
"all;g4run;libG4processes;0x0000000000873765",2095132,5197541,1387766,1457963,464118,0
"all;g4run;libG4processes;0x00000000008b6d6c",23028726,10175798,11735712,11342067,3108614,0
"all;g4run;libG4processes;G4NucleiModel::G4NucleiModel",697556,0,681214,0,421372,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::~G4CascadeFunctions()",0,0,701994,0,205995,0
"all;g4run;libG4processes;G4DNARuddIonisationModel::S_2p@plt",0,0,712096,0,0,0
"all;g4run;libG4processes;G4NuclearFermiDensity::G4NuclearFermiDensity",0,1067153,0,931826,202889,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4FastList<G4Track>*>, std::_Select1st<std::pair<int const, G4FastList<G4Track>*> >, std::less<int>, std::allocator<std::pair<int const, G4FastList<G4Track>*> > >::_M_erase",459840388,672183511,394351820,285915815,127066256,0
"all;g4run;libG4processes;0x000000000037b970",698366,1069731,0,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4LogicalVolume*, std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector>, std::_Select1st<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> >, std::less<G4LogicalVolume*>, std::allocator<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> > >::_M_get_insert_hint_unique_pos@plt",2090945,0,0,1000968,227840,0
"all;g4run;libG4processes;G4LundStringFragmentation::Splitup",698032,0,0,0,234452,0
"all;g4run;libG4processes;G4EvaporationInuclCollider::~G4EvaporationInuclCollider",698294,2244097,1345316,1912335,623112,0
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomInuclPowers",0,0,0,0,234745,0
"all;g4run;libG4processes;G4PAIySection::DifPAIySection",656476165,964786683,694569040,531292562,215873516,0
"all;g4run;libG4processes;0x0000000000ef7d16",698284,0,0,0,233981,0
"all;g4run;libG4processes;G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj",4877010,8960530,2574205,1926257,1342720,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath",15351040,24883669,19814468,11331465,4597989,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetSlope",97652122,140329837,108836429,71058100,32581100,0
"all;g4run;libG4processes;G4ParticleHPList::Check@plt",698194,1084288,0,0,0,0
"all;g4run;libG4processes;0x00000000008e2f6d",698478,0,1364295,1411269,0,0
"all;g4run;libG4processes;G4GammaNuclearXS::CrossSectionDescription",0,0,636465,510474,0,0
"all;g4run;libG4processes;0x00000000009f87fd",0,0,1371004,477231,421213,0
"all;g4run;libG4processes;0x0000000000f087af",5583639,8828919,4121001,1467976,1493470,0
"all;g4run;libG4processes;G4DNAEventSet::CreateEvent@plt",698405,1109068,0,0,0,0
"all;g4run;libG4processes;0x0000000000b3f8ff",0,0,673879,0,0,0
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection",36980652,54825094,38383419,23192307,13844584,0
"all;g4run;libG4processes;G4HadronicDeveloperParameters::DeveloperGet",0,1251738,680032,0,0,0
"all;g4run;libG4processes;G4RKPropagation::FreeTransport",25813880,29934791,15929363,12409694,5784449,0
"all;g4run;libG4processes;G4LossTableManager::ResetParameters",245819555,412382276,259491165,205282067,73049911,0
"all;g4run;libG4processes;G4ParticleHPFastLegendre::regularIntegrate@plt",695940,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::SaveKinematics",697354,1108125,699780,0,225200,0
"all;g4run;libG4processes;G4CollisionOutput::removeRecoilFragment",6281204,7549583,7649844,3874870,590992,0
"all;g4run;libG4processes;G4CascadeNNChannel::findCrossSection",32775052,42246136,27878690,23710161,10716360,0
"all;g4run;libG4processes;G4CRCoalescence::G4CRCoalescence@plt",2791069,2246684,1334377,486895,866124,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::CrossSectionFormula",11160219,7017124,5045485,6758187,1421039,0
"all;g4run;libG4processes;G4VPartonStringModel::~G4VPartonStringModel@plt",0,0,0,937082,0,0
"all;g4run;libG4processes;G4InuclNuclei::makeNuclearFragment",141625711,164621800,82399230,63316192,33248640,0
"all;g4run;libG4processes;G4PAIModelData::SampleAlongStepTransfer@plt",0,1141702,0,0,0,0
"all;g4run;libG4processes;G4hIonisation::InitialiseEnergyLossProcess",1396812,1153256,0,0,0,0
"all;g4run;libG4processes;G4CascadeColliderBase::~G4CascadeColliderBase",3489219,19450292,6809405,4802990,4417072,0
"all;g4run;libG4processes;G4HadronicException::what",6973326,7620584,7415162,7019342,653453,0
"all;g4run;libG4processes;0x00000000008c294d",2086786,0,685155,960736,457066,0
"all;g4run;libG4processes;G4EmCalculator::GetKinEnergy",36975700,53077403,25474746,22169587,14402553,0
"all;g4run;libG4processes;G4NIELCalculator::RecoilEnergy",3491092,4301108,1398481,3033219,455316,0
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData",621059552,1074145160,680660179,425051175,233949564,0
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",0,0,630701,484745,639893,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity",62775625,133865645,75770308,46707658,31604501,0
"all;g4run;libG4processes;G4BinaryLightIonReaction::G4BinaryLightIonReaction",0,1086961,0,0,0,0
"all;g4run;libG4processes;G4SynchrotronRadiation::SetAngularGenerator@plt",698125,1196294,706595,986245,0,0
"all;g4run;libG4processes;G4LossTableManager::GetEnergyLossProcess",398000118,744591302,435148030,331112733,136067834,0
