id,cycles_ukP
"all;g4run;libG4geometry;0x000000000025531d",697601
"all;g4run;libG4geometry;0x00000000001c9d8a",698376
"all;g4run;libG4geometry;field_utils::inverseCurvatureRadius",4888633
"all;g4run;libG4geometry;G4HelixSimpleRunge::~G4HelixSimpleRunge@plt",9078795
"all;g4run;libG4geometry;G4VoxelSafety::~G4VoxelSafety",53065322
"all;g4run;libG4geometry;G4Paraboloid::Clone",159973373
"all;g4run;libG4geometry;std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt",698311
"all;g4run;libG4geometry;0x00000000002122aa",6285417
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",11870072
"all;g4run;libG4geometry;G4TouchableHistory::operator delete",85883927
"all;g4run;libG4geometry;G4Trap::SurfaceNormal",417571913
"all;g4run;libG4geometry;G4Voxelizer::BuildEmpty@plt",4887210
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",1523629525
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonal",792537653
"all;g4run;libG4geometry;std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> >::_M_realloc_insert<G4LogicalVolume*>",3699517411
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",2095309
"all;g4run;libG4geometry;G4Box::DistanceToIn",2793235
"all;g4run;libG4geometry;G4ReflectionFactory::Place",493679982
"all;g4run;libG4geometry;0x0000000000181669",1396651
"all;g4run;libG4geometry;0x00000000002122af",1396807
"all;g4run;libG4geometry;G4MultiUnion::operator=",51676869
"all;g4run;libG4geometry;G4Cons::DistanceToIn",150821874
"all;g4run;libG4geometry;G4NormalNavigation::G4NormalNavigation",460161559
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::GetTranslation@plt",698088
"all;g4run;libG4geometry;0x00000000001870cd",3491653
"all;g4run;libG4geometry;0x0000000000182269",5585177
"all;g4run;libG4geometry;sincos@plt",13966764
"all;g4run;libG4geometry;G4PolyconeSide::G4PolyconeSide",170385170
"all;g4run;libG4geometry;G4Tubs::StreamInfo",25834605
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectRotation",84495413
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",89383405
"all;g4run;libG4geometry;field_utils::relativeError2",378483544
"all;g4run;libG4geometry;G4Trd::SurfaceNormal",1396571
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",8377602
"all;g4run;libG4geometry;G4Cons::GetPointOnSurface",698238
"all;g4run;libG4geometry;0x00000000001c1d77",3490491
"all;g4run;libG4geometry;G4PhysicalVolumeStore::DeRegister",16758866
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep",564924474
"all;g4run;libG4geometry;G4ModifiedMidpoint::G4ModifiedMidpoint",52548133
"all;g4run;libG4geometry;field_utils::absoluteError",212291402
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",2478880851
"all;g4run;libG4geometry;G4VoxelSafety::ComputeSafety",76801133
"all;g4run;libG4geometry;G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck",93604736
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",500993037
"all;g4run;libG4geometry;G4Trap::ApproxSurfaceNormal",17457353
"all;g4run;libG4geometry;std::_Rb_tree<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*>, std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*>, std::_Select1st<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> >, std::less<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> >, std::allocator<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> > >::_M_erase",233221727
"all;g4run;libG4geometry;G4CutTubs::IsCrossingCutPlanes",1396947
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",2094101
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInNoVoxels",25136148
"all;g4run;libG4geometry;G4Trap::operator=",75397918
"all;g4run;libG4geometry;G4ParameterisedNavigation::LocateNextVoxel",564896292
"all;g4run;libG4geometry;0x0000000000193fbd",698308
"all;g4run;libG4geometry;field_utils::relativeError",10474266
"all;g4run;libG4geometry;0x0000000000103d0b",37707599
"all;g4run;libG4geometry;G4LogicalBorderSurface::~G4LogicalBorderSurface",58656144
"all;g4run;libG4geometry;G4ParameterisedNavigation::ComputeStep",3606898407
"all;g4run;libG4geometry;G4Tubs::CreatePolyhedron",698400
"all;g4run;libG4geometry;G4Tubs::DistanceToOut",306746572
"all;g4run;libG4geometry;0x00000000002704c3",1396497
"all;g4run;libG4geometry;0x000000000026fb75",18154120
"all;g4run;libG4geometry;G4ReflectedSolid::Inside",4188964
"all;g4run;libG4geometry;G4Cons::DistanceToOut",41199070
"all;g4run;libG4geometry;G4FieldManager::G4FieldManager",325395368
"all;g4run;libG4geometry;0x00000000001c9e15",698394
"all;g4run;libG4geometry;0x00000000002704c5",1396851
"all;g4run;libG4geometry;G4MultiUnion::DistanceToIn",241615325
"all;g4run;libG4geometry;G4UnionSolid::GetCubicVolume",10470980
"all;g4run;libG4geometry;G4FieldTrack::SetChargeAndMoments",75413176
"all;g4run;libG4geometry;0x00000000001c23ba",698262
"all;g4run;libG4geometry;G4Trap::G4Trap",78904586
"all;g4run;libG4geometry;field_utils::relativeError@plt",289088709
"all;g4run;libG4geometry;G4DisplacedSolid::BoundingLimits",422467881
"all;g4run;libG4geometry;G4Box::SetYHalfLength",509853433
"all;g4run;libG4geometry;0x0000000000212366",25138146
"all;g4run;libG4geometry;0x000000000011f5e9",18854098
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",109624709
"all;g4run;libG4geometry;G4FSALBogackiShampine45::G4FSALBogackiShampine45@plt",12570413
"all;g4run;libG4geometry;G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep",254877410
"all;g4run;libG4geometry;0x000000000015995e",698256
"all;g4run;libG4geometry;0x00000000000e4a2e",13965062
"all;g4run;libG4geometry;G4Navigator::PrintState",2234632251
"all;g4run;libG4geometry;0x00000000001fe69d",73321812
"all;g4run;libG4geometry;G4LogicalSurface::~G4LogicalSurface",124995238
"all;g4run;libG4geometry;0x00000000000f76ab",10475336
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep@plt",27232360
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize",34216973
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",1059282687
"all;g4run;libG4geometry;G4DisplacedSolid::G4DisplacedSolid",41197485
"all;g4run;libG4geometry;0x000000000027089d",2095251
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",6982403
"all;g4run;libG4geometry;G4RegularNavigation::ComputeStepSkippingEqualMaterials",1124942797
"all;g4run;libG4geometry;G4TessellatedSolid::InsideVoxels@plt",2792568
"all;g4run;libG4geometry;0x0000000000103d6a",3491747
"all;g4run;libG4geometry;G4Trap::GetVertices",4189341
"all;g4run;libG4geometry;0x0000000000270ba8",47483731
"all;g4run;libG4geometry;G4SimpleLocator::EstimateIntersectionPoint",227644579
"all;g4run;libG4geometry;G4Torus::DistanceToOut",698292
"all;g4run;libG4geometry;0x00000000001498d8",698410
"all;g4run;libG4geometry;0x00000000001c9a6c",26532332
"all;g4run;libG4geometry;0x0000000000270ba9",40500785
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",141055429
"all;g4run;libG4geometry;G4MagneticField::~G4MagneticField",2793167
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",3556215431
"all;g4run;libG4geometry;std::basic_iostream<char, std::char_traits<char> >::~basic_iostream@plt",698361
"all;g4run;libG4geometry;G4Trd::CheckParameters",1396495
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",2095085
"all;g4run;libG4geometry;0x00000000001ca1ae",698183
"all;g4run;libG4geometry;0x00000000000d8158",698332
"all;g4run;libG4geometry;G4Paraboloid::operator=",7680927
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",93573175
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",2614842782
"all;g4run;libG4geometry;G4LogicalBorderSurface::GetSurface",844433006
"all;g4run;libG4geometry;0x000000000027093c",697741
"all;g4run;libG4geometry;0x0000000000103d6e",32123801
"all;g4run;libG4geometry;0x0000000000212428",6285181
"all;g4run;libG4geometry;G4CSGSolid::StreamInfo",11869704
"all;g4run;libG4geometry;G4FSALBogackiShampine45::Stepper",178799359
"all;g4run;libG4geometry;G4BooleanSolid::GetPolyhedron",3491170
"all;g4run;libG4geometry;G4VIntersectionLocator::GetSurfaceNormal@plt",122200298
"all;g4run;libG4geometry;G4LogicalVolume::~G4LogicalVolume",259059195
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",698376
"all;g4run;libG4geometry;G4PolyconeSide::FindLineIntersect",6282835
"all;g4run;libG4geometry;0x000000000021226e",41201675
"all;g4run;libG4geometry;G4PolyPhiFace::Triangulate",2870732907
"all;g4run;libG4geometry;G4ConstRK4::~G4ConstRK4@plt",33515041
"all;g4run;libG4geometry;G4SubtractionSolid::GetCubicVolume",65640666
"all;g4run;libG4geometry;std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase",1396570
"all;g4run;libG4geometry;_G4cout_p@plt",1396762
"all;g4run;libG4geometry;G4SafetyHelper::InitialiseHelper@plt",698126
"all;g4run;libG4geometry;G4CrystalUnitCell::GetBasis@plt",1396444
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",548145185
"all;g4run;libG4geometry;operator<<",247887799
"all;g4run;libG4geometry;0x000000000018166d",4188699
"all;g4run;libG4geometry;0x0000000000103d38",104042045
"all;g4run;libG4geometry;G4Trap::MakePlane",131291849
"all;g4run;libG4geometry;G4ElectroMagneticField::G4ElectroMagneticField@plt",698171
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",204539627
"all;g4run;libG4geometry;G4GeometryMessenger::Init@plt",1396976
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVDivision",372874896
"all;g4run;libG4geometry;G4Cons::G4Cons",3491863
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface",809291123
"all;g4run;libG4geometry;G4Box::DistanceToOut",1396144
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectTranslation",34911181
"all;g4run;libG4geometry;G4PolyPhiFace::InCone",17474781386
"all;g4run;libG4geometry;G4VPhysicalVolume::GetTranslation@plt",5586352
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointS",90777048
"all;g4run;libG4geometry;G4Navigator::CheckOverlapsIterative",192023976
"all;g4run;libG4geometry;G4TwistedTubs::G4TwistedTubs",9616554241
"all;g4run;libG4geometry;G4Trap::Clone",9076974
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportProgress",6284595
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointV",25835323
"all;g4run;libG4geometry;0x000000000015c75e",2095154
"all;g4run;libG4geometry;G4UnionSolid::CalculateExtent",60058338
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",122898614
"all;g4run;libG4geometry;G4FieldManagerStore::DeRegister",273725541
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",579613078
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",749435657
"all;g4run;libG4geometry;G4MagneticField::G4MagneticField",192038348
"all;g4run;libG4geometry;G4LogicalCrystalVolume::G4LogicalCrystalVolume",79604162
"all;g4run;libG4geometry;G4Box::Inside",698459
"all;g4run;libG4geometry;G4PolyhedraSide::CopyStuff@plt",2094207
"all;g4run;libCLHEP-2",
"all;g4run;libCLHEP-2;__tls_get_addr@plt",23042612
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",152907750
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",713646065
"all;g4run;libCLHEP-2;HepGeom::operator*",5587459
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",875239197
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator/=",697955
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",698344
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",698401
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma@plt",1396855
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",496900511
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::findBoostToCM",698245
"all;g4run;libCLHEP-2;CLHEP::operator/",61445105
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",1598169220
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",39103502
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",63531585
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",4282038557
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",861377339
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",1565883645
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",2949919727
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",42597379
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",462474549
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",1395905
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",10473403
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",89375715
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",106145498
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",384560379
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",3490795
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",150828830
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",1072000841
"all;g4run;libpythia8",
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",3491578
"all;g4run;libm",
"all;g4run;libm;with_errno",698244
"all;g4run;libm;__fmod",698397
"all;g4run;libm;hypot@@GLIBC_2.35",1396370
"all;g4run;libm;__sin_fma",148035027
"all;g4run;libm;__ieee754_acos_fma",473536015
"all;g4run;libm;pow@@GLIBC_2.29",62153178
"all;g4run;libm;__strtod_nan@plt",120799620
"all;g4run;libm;__atan2",3795854252
"all;g4run;libm;__acos",126385110
"all;g4run;libm;__ieee754_exp_fma",217430358
"all;g4run;libm;__ieee754_pow_fma",617299804
"all;g4run;libm;__ieee754_log_fma",617971711
"all;g4run;libm;__cos_fma",698015
"all;g4run;libm;@plt",698328
"all;g4run;libm;exp@@GLIBC_2.29",112671090
"all;g4run;libm;__ieee754_atan2_fma",32208800256
"all;g4run;libm;__math_check_uflow",697787
"all;g4run;libm;xflow",1396435
"all;g4run;libm;__math_uflow",2095167
"all;g4run;libm;log@@GLIBC_2.29",41196940
"all;g4run;libm;__atan_fma",1395326
"all;g4run;libm;__sincos",6532988844
"all;g4run;libQt5Qml",
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",57257758
"all;g4run;ld-linux-x86-64",
"all;g4run;ld-linux-x86-64;__tls_get_addr",7269807692
"all;g4run;libG4processes",
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",24438916
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",13964226
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",687100318
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",698433
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",39801316
"all;g4run;libG4processes;0x0000000000b3f93e",4888346
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",1396492
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",3491231
"all;g4run;libG4processes;0x0000000000a1abde",698379
"all;g4run;libG4processes;0x0000000000a45da4",698457
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",6285234
"all;g4run;libG4processes;G4KineticTrack::Decay",697613
"all;g4run;libG4processes;G4BetheBlochModel::CrossSectionPerVolume",698437
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",1396854
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",36311983
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",698407
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",108930708
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",538767702
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",698494
"all;g4run;libG4processes;0x000000000037d810",698454
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",13966781
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",37705187
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",37714446
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",34218941
"all;g4run;libG4processes;0x0000000000a1ce57",2095247
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",18153723
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",921733322
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",697761
"all;g4run;libG4processes;G4BinaryCascade::DebugFinalEpConservation",698515
"all;g4run;libG4processes;G4ExcitationHandler::SetFermiModel@plt",2793812
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",6285410
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",23740934
"all;g4run;libG4processes;0x00000000008363e3",16061464
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",2792982
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",65640650
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",697807
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",9077600
"all;g4run;libG4processes;0x00000000008363e9",14666249
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",206288394
"all;g4run;libG4processes;G4ResonanceNames::~G4ResonanceNames",698468
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleSpectralXTRdEdx",2094579
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",3489142
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",3490789
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",8380113
"all;g4run;libG4processes;G4PenelopeOscillator::G4PenelopeOscillator@plt",698314
"all;g4run;libG4processes;G4InuclCollider::collide",3030425900
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",2791638
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",3490983
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",4888015
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",45388938
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",698379
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",97139211
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",30023292
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",324688472
"all;g4run;libG4processes;G4RKFieldIntegrator::GetProtonPotential",698515
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::ReadDataFile",232824668
"all;g4run;libG4processes;G4VTransitionRadiation::Clear",2095109
"all;g4run;libG4processes;0x00000000009319da",8377929
"all;g4run;libG4processes;0x00000000009319dc",1396817
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",109847528
"all;g4run;libG4processes;G4PhotoElectricEffect::InitialiseProcess",159941379
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::Initialise",107542743
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",13965015
"all;g4run;libG4processes;G4VEmModel::GetCurrentIsotope@plt",5587534
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",16061221
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNuclearRadius",698476
"all;g4run;libG4processes;G4RKFieldIntegrator::GetAntiprotonPotential",697931
"all;g4run;libG4processes;G4Reggeons::ncPomerons",4189514
"all;g4run;libG4processes;G4LossTableManager::BuildTables",1085874519
"all;g4run;libG4processes;0x00000000008b09fc",11173430
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",13965465
"all;g4run;libG4processes;G4LightTargetCollider::AbsorptionOnDeuteron",1178098402
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",140367261
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",4887335
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",42596470
"all;g4run;libG4processes;G4DiffuseElasticV2::SampleTableThetaCMS",1396765
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",30727934
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",1396839
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions",698385
"all;g4run;libG4processes;0x0000000000838c1b",4188672
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",4291453223
"all;g4run;libG4processes;G4ASTARStopping::FindData",4886727
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",11172586
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",1396817
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",279787354
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",1396496
"all;g4run;libG4processes;0x000000000037b500",698411
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",2094171
"all;g4run;libG4processes;G4Ne20GEMProbability::~G4Ne20GEMProbability@plt",698337
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",28629381
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",58653074
"all;g4run;libG4processes;0x00000000008363ee",2095182
"all;g4run;libG4processes;0x0000000000aa349c",1396650
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",27929121
"all;g4run;libG4processes;0x000000000037d9c0",698299
"all;g4run;libG4processes;0x000000000083e8d3",1396828
"all;g4run;libG4processes;G4EmParameters::SetLPM@plt",3491871
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess",421761415
"all;g4run;libG4processes;G4Clebsch::Wigner6J",99154902
"all;g4run;libG4processes;0x0000000000e96c7b",698451
"all;g4run;libG4processes;G4StatMFMicroPartition::CoulombFreeEnergy",37709540
"all;g4run;libG4processes;G4HadronicException::G4HadronicException",697707
"all;g4run;libG4processes;0x000000000083608c",2094869
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",51674756
"all;g4run;libG4processes;0x0000000000a2a7f5",697959
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",440608682
"all;g4run;libG4processes;0x000000000037d970",698438
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt",698430
"all;g4run;libG4processes;0x00000000008e2ff6",3490923
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",8379076
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",95663426
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",2793708
"all;g4run;libG4processes;0x00000000008b6d26",1396837
"all;g4run;libG4processes;0x00000000008b6d67",6284812
"all;g4run;libG4processes;0x0000000000f69b64",13966739
"all;g4run;libG4processes;0x0000000000e969e8",698305
"all;g4run;libG4processes;G4RToEConvForElectron::G4RToEConvForElectron@plt",1397002
"all;g4run;libG4processes;G4ITStepProcessor::SetTrack@plt",20250667
"all;g4run;libG4processes;G4EvaporationDefaultGEMFactory::GetChannel",698091
"all;g4run;libG4processes;0x0000000000f69b69",13268366
"all;g4run;libG4processes;0x0000000000f087a4",1396746
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeNear",16059020
"all;g4run;libG4processes;0x0000000000b3629a",3492103
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",4189915
"all;g4run;libG4processes;G4DNAMillerGreenExcitationModel::S_2p@plt",698081
"all;g4run;libG4processes;G4NeutronKiller::SetKinEnergyLimit@plt",1396793
"all;g4run;libG4processes;0x00000000008b0734",29329970
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetElementCrossSection",12568788
"all;g4run;libG4processes;G4INCL::CoulombNonRelativistic::getCoulombRadius@plt",1396396
"all;g4run;libG4processes;G4ProcessTableMessenger::~G4ProcessTableMessenger@plt",1396907
"all;g4run;libG4processes;0x000000000083d84a",3492018
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::CalculateCrossSection",15013288656
"all;g4run;libG4processes;G4FTFParamCollPionProj::G4FTFParamCollPionProj",2095337
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonInelastic",4190413
"all;g4run;libG4processes;G4SBBremTable::SampleEnergyTransfer",322602326
"all;g4run;libG4processes;G4RKPropagation::G4RKPropagation",10475281
"all;g4run;libG4processes;0x00000000008b0739",178762164
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMfinalState",3491483
"all;g4run;libG4processes;0x000000000083d84f",6983122
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::LoadMSCData",1365512112
"all;g4run;libG4processes;G4MuonicAtomDecay::DecayIt",22345560
"all;g4run;libG4processes;G4VEmProcess::BuildLambdaTable",27230191
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::ChooseGenerators",39798676
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",67734928
