id,value,prev,curr
"all;athena.py;libCaloDetDescrLib;StoreGateSvc::contains<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >",4148807,0,4148807
"all;athena.py;libCaloDetDescrLib;Range::field::get_value_index",12331959,0,12331959
"all;athena.py;libCaloDetDescrLib;std::vector<IdentifierHash, std::allocator<IdentifierHash> >::_M_realloc_insert<IdentifierHash const&>",2077166,2077166,0
"all;athena.py;libCaloDetDescrLib;memcpy@plt",1899887,1899887,0
"all;athena.py;libCaloDetDescrLib;Eigen::internal::dense_assignment_loop<Eigen::internal::generic_dense_assignment_kernel<Eigen::internal::evaluator<Eigen::Matrix<double, 3, 3, 0, 3, 3> >, Eigen::internal::evaluator<Eigen::Product<Eigen::Matrix<double, 3, 3, 0, 3, 3>, Eigen::Transpose<Eigen::Matrix<double, 3, 3, 0, 3, 3> const>, 1> >, Eigen::internal::assign_op<double, double>, 0>, 4, 1>::run",35380406,35380406,0
"all;athena.py;libCaloDetDescrLib;Eigen::internal::call_dense_assignment_loop<Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4>, 3, 1, true>, Eigen::CwiseBinaryOp<Eigen::internal::scalar_sum_op<double, double>, Eigen::Product<Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4> const, 3, 3, false>, Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4> const, 3, 1, true>, 0> const, Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4> const, 3, 1, true> const>, Eigen::internal::assign_op<double, double> >",8302513,8302513,0
"all;athena.py;libCaloDetDescrLib;IdDictFieldImplementation::pack",29145177,29145177,0
"all;athena.py;libCaloDetDescrLib;Eigen::Transform<double, 3, 2, 0>::computeRotationScaling<Eigen::Matrix<double, 3, 3, 0, 3, 3>, Eigen::Matrix<double, 3, 3, 0, 3, 3> >",116423844,116423844,0
"all;athena.py;libCaloDetDescrLib;StoreGateSvc::retrieve<CaloCell_ID>",2081381,0,2081381
"all;athena.py;libCaloDetDescrLib;CaloDetDescriptor::~CaloDetDescriptor",2074431,2074431,0
"all;athena.py;libCaloDetDescrLib;CaloCell_Base_ID::calo_cell_hash",16380758,10163675,6217083
"all;athena.py;libCaloDetDescrLib;Eigen::internal::apply_rotation_in_the_plane<Eigen::Block<Eigen::Matrix<double, 3, 3, 0, 3, 3>, 3, 1, true>, Eigen::Block<Eigen::Matrix<double, 3, 3, 0, 3, 3>, 3, 1, true>, double>",4161653,0,4161653
"all;athena.py;libCaloDetDescrLib;Eigen::internal::compute_inverse<Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4> const, 3, 3, false>, Eigen::Block<Eigen::Matrix<double, 4, 4, 0, 4, 4>, 3, 3, false>, 3>::run",2081796,2081796,0
"all;athena.py;libCaloDetDescrLib;Eigen::JacobiSVD<Eigen::Matrix<double, 3, 3, 0, 3, 3>, 2>::compute",81060761,0,81060761
"all;athena.py;libCaloDetDescrLib;std::vector<Identifier, std::allocator<Identifier> >::_M_default_append",2080322,0,2080322
"all;athena.py;libCaloDetDescrLib;IdDictFieldImplementation::unpack@plt",2080504,0,2080504
"all;athena.py;libCaloDetDescrLib;Eigen::internal::transform_transform_product_impl<Eigen::Transform<double, 3, 2, 0>, Eigen::Transform<double, 3, 2, 0>, false>::run",54037684,54037684,0
"all;athena.py;libCaloDetDescrLib;TileDetectorElement::set_cylindric_raw",2047187,2047187,0
"all;athena.py;libCaloDetDescrLib;CaloDetDescriptor::set_depth_in",2081550,2081550,0
"all;athena.py;libCaloDetDescrLib;Eigen::internal::real_2x2_jacobi_svd<Eigen::Matrix<double, 3, 3, 0, 3, 3>, double, long>",16502902,16502902,0
"all;athena.py;_csv",,,
"all;athena.py;_csv;parse_process_char",2006881,2006881,0
"all;athena.py;_csv;Reader_iternext",2018243,2018243,0
"all;athena.py;_csv;parse_add_char",5742538,1991492,3751046
"all;athena.py;libAGDDKernel",,,
"all;athena.py;libAGDDKernel;AGDDVolumeStore::GetVolume",2080176,2080176,0
"all;athena.py;libTileIdentifier",,,
"all;athena.py;libTileIdentifier;operator delete@plt",2071111,2071111,0
"all;athena.py;libTileIdentifier;TileHWID::get_hash",2195157,0,2195157
"all;athena.py;libTileIdentifier;TileHWID::init_hashes",8123268,8123268,0
"all;athena.py;libTileIdentifier;std::__lower_bound<__gnu_cxx::__normal_iterator<HWIdentifier const*, std::vector<HWIdentifier, std::allocator<HWIdentifier> > >, HWIdentifier, __gnu_cxx::__ops::_Iter_less_val>",2077433,2077433,0
"all;athena.py;libGeoModelDBManager",,,
"all;athena.py;libGeoModelDBManager;std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int>, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, unsigned int> >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_find_before_node",27963407,13902195,14061212
"all;athena.py;libISF_Tools",,,
"all;athena.py;libISF_Tools;Gaudi::Hive::currentContext@plt",2080189,2080189,0
"all;athena.py;libISF_Tools;virtual thunk to ISF::EntryLayerFilter::passFilter(ISF::ISFParticle const&) const",103861694,49864757,53996937
"all;athena.py;libISF_Tools;virtual thunk to ISF::BaseSimulatorTool::releaseEventST()",1867459,1867459,0
"all;athena.py;libISF_Tools;ISF::EntryLayerFilter::passFilter",41545736,20776174,20769562
"all;athena.py;UTF-16",,,
"all;athena.py;UTF-16;gconv",208071659,114442934,93628725
"all;athena.py;libDBLock",,,
"all;athena.py;libDBLock;Athena::DBLock::DBLock",1849674,1849674,0
"all;athena.py;libTileConditionsLib",,,
"all;athena.py;libTileConditionsLib;std::_Rb_tree<TileBchPrbs::Prb, TileBchPrbs::Prb, std::_Identity<TileBchPrbs::Prb>, std::less<TileBchPrbs::Prb>, std::allocator<TileBchPrbs::Prb> >::_M_erase",1960621,0,1960621
"all;athena.py;libTileConditionsLib;TileCondIdTransforms::getIndices",2017789,2017789,0
"all;athena.py;libTileConditionsLib;TileBadChannelsCondAlg::execute",3977645,1994068,1983577
"all;athena.py;libTileConditionsLib;TileCondProxyCool<TileCalibDrawerFlt>::fillCalibData",2017403,2017403,0
"all;athena.py;libTileConditionsLib;TileBadChannels::addAdcStatus",1968816,1968816,0
"all;athena.py;libTileConditionsLib;CondContainer::CondContMaker<TileCalibData<TileCalibDrawerBch> >::~CondContMaker",2058583,2058583,0
"all;athena.py;libTileConditionsLib;TileCablingService::hwid2sample",2122928,0,2122928
"all;athena.py;libTileConditionsLib;SG::WriteCondHandle<TileEMScale>::WriteCondHandle@plt",2154171,2154171,0
"all;athena.py;libTileConditionsLib;coral::Attribute::data<coral::Blob>",1602725,0,1602725
"all;athena.py;libTileConditionsLib;TileCablingSvc::initialize",4205615,0,4205615
"all;athena.py;libTileConditionsLib;TileCablingService::swid2channel",2182365,0,2182365
"all;athena.py;libTileConditionsLib;TileCablingService::hwid2tower",6364636,6364636,0
"all;athena.py;libTileConditionsLib;SG::DataProxy_cast<TileHWID>",2076666,2076666,0
"all;athena.py;libMagFieldServices",,,
"all;athena.py;libMagFieldServices;MagField::AtlasFieldMapCondAlg::execute",2062625,0,2062625
"all;athena.py;libLArCablingLib",,,
"all;athena.py;libLArCablingLib;LArOnOffIdMapping::LArOnOffIdMapping",1971204,0,1971204
"all;athena.py;libLArCablingLib;std::vector<Identifier, std::allocator<Identifier> >::_M_fill_assign",1978507,1978507,0
"all;athena.py;libLArCablingLib;std::vector<std::vector<HWIdentifier, std::allocator<HWIdentifier> >, std::allocator<std::vector<HWIdentifier, std::allocator<HWIdentifier> > > >::_M_default_append",4086413,2051360,2035053
"all;athena.py;libISF_Algorithms",,,
"all;athena.py;libISF_Algorithms;operator delete@plt",2064477,0,2064477
"all;athena.py;libISF_Algorithms;SG::WriteHandle<AtlasHitsVector<TGCSimHit> >::doRecord<std::unique_ptr<AtlasHitsVector<TGCSimHit>, std::default_delete<AtlasHitsVector<TGCSimHit> > > >",2071558,0,2071558
"all;athena.py;libISF_Algorithms;std::default_delete<AtlasHitsVector<TileHit> >::operator()",1994642,1994642,0
"all;athena.py;libISF_Algorithms;std::__uninitialized_copy<false>::__uninit_copy<TileHit const*, TileHit*>",2069818,2069818,0
"all;athena.py;libISF_Algorithms;SG::DataBucket<AtlasHitsVector<TileHit> >::clID",2073630,2073630,0
"all;athena.py;libISF_Algorithms;std::default_delete<AtlasHitsVector<TrackRecord> >::operator()",2069050,2069050,0
"all;athena.py;libISF_Algorithms;SG::DataBucket<LArHitContainer>::object",2073347,0,2073347
"all;athena.py;libISF_Algorithms;ISF::SimKernel::execute",22948778,16582047,6366731
"all;athena.py;libISF_Algorithms;SG::DataBucket<LArHitContainer>::clID",2079147,0,2079147
"all;athena.py;libISF_Algorithms;GaudiHandle<ISF::IGenParticleFilter>::assertObject",2068093,2068093,0
"all;athena.py;libISF_Algorithms;std::vector<TrackRecord, std::allocator<TrackRecord> >::reserve",2072947,0,2072947
"all;athena.py;libISF_Algorithms;GaudiHandle<ISF::ISimulationSvc>::assertObject",2073189,2073189,0
"all;athena.py;libISF_Algorithms;SG::DataBucket<AtlasHitsVector<TrackRecord> >::clID",2066853,2066853,0
"all;athena.py;libISF_Algorithms;SG::WriteHandle<AtlasHitsVector<TileHit> >::checkedCachedPtr",2071318,2071318,0
"all;athena.py;libISF_Algorithms;SG::DataBucket<AtlasHitsVector<SiHit> >::cast",2075041,2075041,0
"all;athena.py;libISF_Algorithms;SG::DataBucket<AtlasHitsVector<MDTSimHit> >::~DataBucket",2066485,0,2066485
"all;athena.py;libISF_Algorithms;SG::DataBucket<AtlasHitsVector<TileHit> >::cast",2076101,0,2076101
"all;athena.py;libISF_Algorithms;std::__adjust_heap<__gnu_cxx::__normal_iterator<ISF::ISFParticle**, std::vector<ISF::ISFParticle*, std::allocator<ISF::ISFParticle*> > >, long, ISF::ISFParticle*, __gnu_cxx::__ops::_Iter_comp_iter<ISF::ISFParticleOrdering> >",9838519,0,9838519
"all;athena.py;libTRT_TR_Process",,,
"all;athena.py;libTRT_TR_Process;sin@plt",582524832,266310863,316213969
"all;athena.py;libTRT_TR_Process;TRTTransitionRadiation::XFinter",24946887,6238200,18708687
"all;athena.py;libTRT_TR_Process;CLHEP::RandPoisson::shoot@plt",2081357,2081357,0
"all;athena.py;libTRT_TR_Process;Athena::MsgStreamMember::get@plt",53996960,33226565,20770395
"all;athena.py;libTRT_TR_Process;TRTTransitionRadiation::PostStepDoIt",70438429286,28125229020,42313200266
"all;athena.py;libTRT_TR_Process;TRTTransitionRadiation::XEmitanNevski@plt",20809366,20809366,0
"all;athena.py;libTRT_TR_Process;G4VDiscreteProcess::PostStepDoIt@plt",1308533518,488096583,820436935
"all;athena.py;libTRT_TR_Process;TRTTransitionRadiation::GetMeanFreePath",14377353518,6346248289,8031105229
"all;athena.py;libTRT_TR_Process;CLHEP::RandFlat::shoot@plt",2081938,0,2081938
"all;athena.py;libTRT_TR_Process;TRRegionXMLHandler::Process",25598235,17734937,7863298
"all;athena.py;libTRT_TR_Process;exp@plt",29123438,29123438,0
"all;athena.py;libTRT_TR_Process;G4ParticleChange::Initialize@plt",1256537368,467254717,789282651
"all;athena.py;libTRT_TR_Process;TRTTransitionRadiation::XEmitanNevski",14567542040,14567542040,0
"all;athena.py;libMCTruth",,,
"all;athena.py;libMCTruth;__tls_get_addr@plt",10385147,6235032,4150115
"all;athena.py;libMCTruth;operator delete@plt",508737868,236729178,272008690
"all;athena.py;libMCTruth;TrackInformation::~TrackInformation",7827156942,5667344310,2159812632
"all;athena.py;libMCTruth;PrimaryParticleInformation::GetISFParticle",4152367,2076750,2075617
"all;athena.py;libMCTruth;VTrackInformation::SetPrimaryHepMCParticle",1736156497,826522260,909634237
"all;athena.py;libMCTruth;TrackInformation::GetHepMCParticle",16174508410,13181513410,2992995000
"all;athena.py;libMCTruth;TrackHelper::IsRegisteredSecondary",31528303843,20596680865,10931622978
"all;athena.py;libMCTruth;TrackHelper::GetParticleLink",496686759,199498172,297188587
"all;athena.py;libMCTruth;TrackHelper::GetBarcode",166233767,62331661,103902106
"all;athena.py;libMCTruth;VTrackInformation::GetPrimaryHepMCParticle",5604474431,4346007071,1258467360
"all;athena.py;libMCTruth;TrackInformation::GetBaseISFParticle",5345476253,4080636998,1264839255
"all;athena.py;libMCTruth;TrackHelper::IsPrimary",27136397813,16164294549,10972103264
"all;athena.py;libMCTruth;TrackHelper::IsSecondary",123443668851,93567529403,29876139448
"all;athena.py;libMCTruth;G4VUserTrackInformation::~G4VUserTrackInformation@plt",70566785,62267551,8299234
"all;athena.py;libMCTruth;TrackInformation::TrackInformation",6692649606,2485643845,4207005761
"all;athena.py;libMCTruth;TrackHelper::IsRegeneratedPrimary",6182354784,3845994143,2336360641
"all;athena.py;libMCTruth;PrimaryParticleInformation::~PrimaryParticleInformation",2077796,0,2077796
"all;athena.py;libMCTruth;TrackHelper::GetBarcode@plt",27012883,6231285,20781598
"all;athena.py;libMCTruth;G4VUserTrackInformation::G4VUserTrackInformation@plt",986364578,600090526,386274052
"all;athena.py;libMCTruth;VTrackInformation::VTrackInformation",8929682061,3715077258,5214604803
"all;athena.py;libMCTruth;TrackInformation::GetReturnedToISF",12477409,4155864,8321545
"all;athena.py;libMCTruth;TrackInformation::GetParticleBarcode",91401096,74790734,16610362
"all;athena.py;libMCTruth;VTrackInformation::VTrackInformation@plt",1283280921,398650411,884630510
"all;athena.py;libMCTruth;TrackHelper::TrackHelper",61125155440,44561212213,16563943227
"all;athena.py;libGeoGenericFunctions",,,
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::~Variable@plt",6229108,6229108,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionProduct::FunctionProduct",53972387,22835349,31137038
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::operator()",268601844,141583360,127018484
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::operator()",791236709,362322697,428914012
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::~Variable",14531425,4151932,10379493
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sqrt::~Sqrt",2076657,2076657,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::Variable",26989819,10382407,16607412
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::~FunctionSum@plt",2074012,2074012,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Cos::operator()",60396942,27076619,33320323
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::FunctionSum",35286997,14532558,20754439
"all;athena.py;libGeoGenericFunctions;GeoGenfun::AbsFunction::~AbsFunction@plt",10374765,8298897,2075868
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::ConstPlusFunction",24888279,22836041,2052238
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::operator()",147755464,74955718,72799746
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::~FunctionComposition",31127851,14529456,16598395
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::dimensionality",258213506,145763834,112449672
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionProduct::dimensionality",16659529,10414308,6245221
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::ConstPlusFunction@plt",10380954,4152685,6228269
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FixedConstant::operator()",2081741,2081741,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::FunctionComposition",53963177,26980397,26982780
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sin::operator()",33318654,18744975,14573679
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::ConstTimesFunction",70296428,43312526,26983902
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Cos::clone",20758615,12455548,8303067
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::dimensionality",37470220,20817762,16652458
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sin::~Sin",4151816,2076624,2075192
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::clone",12454861,8305242,4149619
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::~FunctionSum",18684824,6229654,12455170
"all;athena.py;libGeoGenericFunctions;GeoGenfun::AbsFunction::~AbsFunction",37364837,16608018,20756819
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::operator()",108279957,49981820,58298137
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::FunctionComposition@plt",6228486,4152245,2076241
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sqrt::operator()",35401654,16658484,18743170
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionQuotient::FunctionQuotient",1967645,0,1967645
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::FunctionDifference",18683974,4152424,14531550
"all;athena.py;libGeoGenericFunctions;operator delete@plt",24913665,10380251,14533414
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::operator()",451787264,241494017,210293247
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::dimensionality",258194667,139511365,118683302
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sin::clone",8304281,6228466,2075815
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionQuotient::operator()",18742435,6247279,12495156
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionProduct::~FunctionProduct",10379728,2077017,8302711
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::~ConstPlusFunction@plt",2076432,2076432,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstMinusFunction::operator()",2083036,0,2083036
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Mod::operator()",2081843,2081843,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::operator()",1020178052,578804554,441373498
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionProduct::operator()",289397742,149894104,139503638
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::FunctionNoop",22487309,14532386,7954923
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::~ConstTimesFunction",42819408,20761874,22057534
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sin::Sin",12456662,6229134,6227528
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::dimensionality",39525004,24956625,14568379
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::clone",22834530,10381915,12452615
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Mod::~Mod",2074549,0,2074549
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionProduct::clone",2075872,2075872,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Cos::Cos",6228308,2076484,4151824
"all;athena.py;libGeoGenericFunctions;cos@plt",79132724,31237880,47894844
"all;athena.py;libGeoGenericFunctions;sin@plt",35398771,14574467,20824304
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::dimensionality",127010935,27075297,99935638
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::operator()",176984344,85368677,91615667
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNegation::operator()",2082260,0,2082260
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::~ConstTimesFunction@plt",6221799,2076088,4145711
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Cos::~Cos",10381221,8305295,2075926
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::clone",62241073,33187151,29053922
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Cos::~Cos@plt",2075484,0,2075484
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstTimesFunction::ConstTimesFunction@plt",14533419,8306113,6227306
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::~ConstPlusFunction",14524041,2072008,12452033
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::clone",8303642,2076685,6226957
"all;athena.py;libGeoGenericFunctions;GeoGenfun::AbsFunction::AbsFunction@plt",16608129,2079368,14528761
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::dimensionality",6245155,2083422,4161733
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::~FunctionNoop",6018500,2076198,3942302
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::clone",18682690,14531138,4151552
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionSum::clone",22814804,12436278,10378526
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Rectangular::Rectangular",2075157,0,2075157
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionComposition::~FunctionComposition@plt",10379853,6229002,4150851
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionNoop::~FunctionNoop@plt",2076753,2076753,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionQuotient::~FunctionQuotient",4151426,2075769,2075657
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionQuotient::dimensionality",2082618,2082618,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::AbsFunction::AbsFunction",37370886,24914750,12456136
"all;athena.py;libGeoGenericFunctions;operator new@plt",41518070,20760435,20757635
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Variable::dimensionality",195731511,91621457,104110054
"all;athena.py;libGeoGenericFunctions;GeoGenfun::ConstPlusFunction::clone",35135840,14378415,20757425
"all;athena.py;libGeoGenericFunctions;GeoGenfun::Sqrt::clone",2076567,2076567,0
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::~FunctionDifference",14528422,8302604,6225818
"all;athena.py;libGeoGenericFunctions;GeoGenfun::FunctionDifference::FunctionDifference@plt",2075461,0,2075461
"all;athena.py;libLArReadoutGeometry",,,
"all;athena.py;libLArReadoutGeometry;std::_Rb_tree<unsigned int, std::pair<unsigned int const, FCAL_ChannelMap::TubePosition>, std::_Select1st<std::pair<unsigned int const, FCAL_ChannelMap::TubePosition> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FCAL_ChannelMap::TubePosition> > >::_M_emplace_hint_unique<std::pair<unsigned int, FCAL_ChannelMap::TubePosition> >",4163173,2081851,2081322
"all;athena.py;libLArReadoutGeometry;FCAL_ChannelMap::getTileID",16451334632,8322869100,8128465532
"all;athena.py;libLArReadoutGeometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",2082799,2082799,0
"all;athena.py;libLArReadoutGeometry;FCAL_ChannelMap::add_tube",6248239,6248239,0
"all;athena.py;libLArReadoutGeometry;std::_Rb_tree<unsigned int, std::pair<unsigned int const, FCAL_ChannelMap::TubePosition>, std::_Select1st<std::pair<unsigned int const, FCAL_ChannelMap::TubePosition> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, FCAL_ChannelMap::TubePosition> > >::_M_get_insert_unique_pos",14578871,10412828,4166043
"all;athena.py;libLArReadoutGeometry;FCAL_ChannelMap::getTubeByCopyNumber",1210101567,537535067,672566500
"all;athena.py;libLArReadoutGeometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>@plt",2083670,0,2083670
"all;athena.py;libLArReadoutGeometry;EMBDetDescr::EMBDetDescr",1767379,1767379,0
"all;athena.py;libLArReadoutGeometry;FCAL_ChannelMap::create_tileMap",20814088,12489045,8325043
"all;athena.py;libLArReadoutGeometry;EMBAccordionDetails::Clockwork::getRPhi",43278788,16598030,26680758
"all;athena.py;libGeoModelSvc",,,
"all;athena.py;libGeoModelSvc;std::__find_if<__gnu_cxx::__normal_iterator<GeoElement**, std::vector<GeoElement*, std::allocator<GeoElement*> > >, __gnu_cxx::__ops::_Iter_pred<NameEquals> >",1965736,0,1965736
"all;athena.py;libGeoModelSvc;RDBMaterialManager::searchMaterialMap",2082842,2082842,0
"all;athena.py;libGeoModelSvc;std::ios_base::~ios_base@plt",2079209,2079209,0
"all;athena.py;libGeoModelSvc;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GeoMaterial*>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GeoMaterial*> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GeoMaterial*> > >::find",18606196,10311139,8295057
"all;athena.py;libGeoModelSvc;RDBMaterialManager::getMaterial",18496943,8207987,10288956
"all;athena.py;liblcg_RelationalCool",,,
"all;athena.py;liblcg_RelationalCool;cool::RelationalDatabaseId::i_parseUrl",2082127,2082127,0
"all;athena.py;liblcg_RelationalCool;cool::RelationalTableRowBase::RelationalTableRowBase",1921332,1921332,0
"all;athena.py;liblcg_RelationalCool;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, __gnu_cxx::__ops::_Val_less_iter>",1677143,1677143,0
"all;athena.py;liblcg_RelationalCool;cool::ConstRelationalObjectAdapter::clone",1354473,0,1354473
"all;athena.py;liblcg_RelationalCool;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",1363664,0,1363664
"all;athena.py;liblcg_RelationalCool;cool::RelationalQueryDefinition::addFromItem",1298906,0,1298906
"all;athena.py;liblcg_RelationalCool;cool::RelationalObjectIterator::fetchNext",1337501,0,1337501
"all;athena.py;liblcg_RelationalCool;cool::RalSessionMgr::session",1638902,1638902,0
"all;athena.py;liblcg_RelationalCool;virtual thunk to cool::RelationalHvsNode::listTags[abi:cxx11]() const",1386403,0,1386403
"all;athena.py;liblcg_RelationalCool;cool::RalQueryMgr::prepareQuery@plt",1674911,0,1674911
"all;athena.py;liblcg_RelationalCool;cool::RelationalQueryDefinition::RelationalQueryDefinition",1831996,1831996,0
"all;athena.py;liblcg_RelationalCool;cool::RalQueryMgr::prepareQueryDefinition",3231772,1855226,1376546
"all;athena.py;liblcg_RelationalCool;operator new@plt",1774632,0,1774632
"all;athena.py;liblcg_RelationalCool;cool::RecordVectorIterator::close",1760914,1760914,0
"all;athena.py;liblcg_RelationalCool;cool::RelationalQueryDefinition::~RelationalQueryDefinition",2849794,1558251,1291543
"all;athena.py;liblcg_RelationalCool;cool::stringToTime",1610376,1610376,0
"all;athena.py;liblcg_RelationalCool;cool::RelationalDatabaseId::i_validate",2007115,2007115,0
"all;athena.py;liblcg_RelationalCool;cool::RalQueryMgr::prepareAndExecuteQuery",1257632,0,1257632
"all;athena.py;liblcg_RelationalCool;cool::RalQueryMgr::fetchOrderedRows",1306275,0,1306275
"all;athena.py;liblcg_RelationalCool;cool::RelationalObjectTable::orderByClause",1868821,0,1868821
"all;athena.py;liblcg_RelationalCool;cool::RelationalObjectTable::queryDefinitionGeneric",1387647,1387647,0
"all;athena.py;libTRT_ReadoutGeometry",,,
