id,cycles,instructions,l2_itlb_misses,l2_dtlb_misses
"all;g4run;libG4processes;0x0000000000b3645a",0,1185309,0,348
"all;g4run;libG4processes;0x0000000000f69a18",697898,0,0,148
"all;g4run;libG4processes;G4DNAMolecularReactionData::ComputeEffectiveRadius@plt",15352753,31455377,130,714
"all;g4run;libG4processes;0x0000000000add18c",0,1026562,0,0
"all;g4run;libG4processes;0x000000000037df70",698364,1136031,0,300
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::ProcessDescription",18143746,46748393,108,230
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::Configure",9073850,17110049,447,738
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetIsoCrossSection",21636620,27695558,4577,7018
"all;g4run;libG4processes;0x0000000000b3645e",2094178,1095784,52,1002
"all;g4run;libG4processes;0x0000000000947aee",697512,0,0,0
"all;g4run;libG4processes;G4SBBremTable::BuildSamplingTables",633317140,1185741975,4211,44976
"all;g4run;libG4processes;std::ostream::operator<<@plt",0,0,0,215
"all;g4run;libG4processes;0x0000000000833cbc",17443294,29534322,205,866
"all;g4run;libG4processes;std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt",37002493,79434228,652,5090
"all;g4run;libG4processes;0x00000000009d358e",8372006,7847634,680,2164
"all;g4run;libG4processes;0x000000000085527f",8376279,9392390,243,131
"all;g4run;libG4processes;G4InitXscPAI::IntegralPAIdEdx",461465610,643283517,1805,39775
"all;g4run;libG4processes;0x0000000000b3f7a9",1396795,1090876,0,96
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton",71867360,88166226,286,2624
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonElastic",2792161,6991819,404,1149
"all;g4run;libG4processes;G4MuNeutrinoNucleusProcess::SetBiasingFactor",0,0,29,0
"all;g4run;libG4processes;G4VCrossSectionRatio::G4VCrossSectionRatio",4186539,7584333,1074,2019
"all;g4run;libG4processes;0x00000000008388fb",23032510,39070709,0,2483
"all;g4run;libG4processes;G4Analyser::setWatchers",698025,1195911,0,0
"all;g4run;libG4processes;0x0000000000a516c6",697818,2250192,0,256
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::ComputeDXSectionPerAtom",2303593725,3800053305,37766,465254
"all;g4run;libG4processes;G4InitXscPAI::KillCloseIntervals",60695989,83960387,2193,8830
"all;g4run;libG4processes;0x0000000000839246",698480,5308857,0,547
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscPDG",947302089,1253442221,16782,154255
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::Verbose",4920490805,7782572836,138310,639717
"all;g4run;libG4processes;0x00000000008b6fbc",0,1020707,0,0
"all;g4run;libG4processes;G4PhotoElectricEffect::G4PhotoElectricEffect",207272890,368057395,722,10927
"all;g4run;libG4processes;G4VEmAdjointModel::ComputeAdjointCrossSectionVectorPerAtomForSecond",3007135242,3928860409,23510,344817
"all;g4run;libG4processes;0x00000000008af63b",2094170,3175840,57,489
"all;g4run;libG4processes;G4NuclNucl3BodyMomDst::~G4NuclNucl3BodyMomDst",2790334,0,1556,0
"all;g4run;libG4processes;G4RKPropagation::delete_EquationsAndMap",99053899,216850368,4105,11555
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",154925624,202293745,15624,46463
"all;g4run;libG4processes;G4hRDEnergyLoss::~G4hRDEnergyLoss@plt",0,0,47,193
"all;g4run;libG4processes;0x0000000000f18f2b",15354443,31031335,1232,3086
"all;g4run;libG4processes;G4DNAELSEPAElasticModel::LinLinInterpolate@plt",6980373,3046949,120,288
"all;g4run;libG4processes;0x000000000087169c",697227,0,76,0
"all;g4run;libG4processes;0x0000000000a59b4d",698430,4435393,0,0
"all;g4run;libG4processes;0x0000000000f18f2d",7680121,16430859,536,1416
"all;g4run;libG4processes;G4XNNstarTable::G4XNNstarTable",0,0,138,0
"all;g4run;libG4processes;0x000000000037f8b0",5582120,9004004,666,2335
"all;g4run;libG4processes;0x000000000037ec60",698471,0,0,0
"all;g4run;libG4processes;std::vector<G4Material const*, std::allocator<G4Material const*> >::_M_realloc_insert<G4Material const*>",639087483,1040597911,12560,64869
"all;g4run;libG4processes;0x000000000037c9d0",29315790,59146690,1141,2606
"all;g4run;libG4processes;G4WatcherGun::setWatchers",78169434,130924581,5025,8364
"all;g4run;libG4processes;0x00000000009d33e3",2094352,4453474,0,637
"all;g4run;libG4processes;G4AntiProton::AntiProtonDefinition@plt",6978838,7698515,42,541
"all;g4run;libG4processes;CLHEP::HepStat::inverseErf@plt",15340744,31702640,359,1814
"all;g4run;libG4processes;G4LowEPPolarizedComptonModel::SetNewPolarization@plt",0,0,36,0
"all;g4run;libG4processes;G4BigBanger::generateX",0,0,119,263
"all;g4run;libG4processes;0x0000000000b77634",0,999443,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::SplitEandP",694537,0,366,1466
"all;g4run;libG4processes;0x00000000009edb09",4190344,3389301,177,396
"all;g4run;libG4processes;G4ExcitationHandler::SetParameters",116534948,183626677,4568,8767
"all;g4run;libG4processes;G4CascadeCheckBalance::momentumOkay",86531692,113799050,50792,40780
"all;g4run;libG4processes;std::__cxx11::basic_stringbuf<char, std::char_traits<char>, std::allocator<char> >::str@plt",696075,0,43,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherford",5583800,5548359,0,429
"all;g4run;libG4processes;G4WeightCutOffConfigurator::G4WeightCutOffConfigurator@plt",698336,1159225,0,0
"all;g4run;libG4processes;G4WaterStopping::AddData@plt",0,0,0,170
"all;g4run;libG4processes;G4fissionEvent::G4SmpWatt",0,7842931,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getMultiplicity",344041127,394231370,30722,60507
"all;g4run;libG4processes;G4EmParametersMessenger::SetNewValue",96311034,79728604,40077,35435
"all;g4run;libG4processes;0x000000000083fffc",0,0,0,141
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos",4185758,0,125,723
"all;g4run;libG4processes;0x0000000000838c6b",697867,0,0,0
"all;g4run;libG4processes;0x0000000000f69a1d",4885252,10703713,192,274
"all;g4run;libG4processes;G4LorentzConvertor::rotate",580603213,818498625,23934,45504
"all;g4run;libG4processes;G4Fissioner::~G4Fissioner",0,0,472,2486
"all;g4run;libG4processes;G4Fancy3DNucleus::ReduceSum",209741499,316130013,32931,61405
"all;g4run;libG4processes;G4Clebsch::ClebschGordanCoeff",2095043,9553729,469,0
"all;g4run;libG4processes;0x000000000037f590",4184074,2322322,85,477
"all;g4run;libG4processes;G4PhotoElectricEffect::IsApplicable",66301431,101627645,268,2610
"all;g4run;libG4processes;G4ExcitationHandler::SetDeexChannelsType",695487,0,41,384
"all;g4run;libG4processes;G4INCL::ProjectileRemnant::computeExcitationEnergy@plt",698466,3219071,0,152
"all;g4run;libG4processes;G4CrossSectionDataStore::HtmlFileName",2792790,2038052,906,108
"all;g4run;libG4processes;G4PAIySection::SumOverInterCerenkov",14652251,25934182,821,1826
"all;g4run;libG4processes;G4HadronicException::Report",62821089,43666616,25056,33536
"all;g4run;libG4processes;G4ScreeningMottCrossSection::ComputeAngle",11859429,13002241,205,901
"all;g4run;libG4processes;MCGIDI_POP_release@plt",0,0,0,165
"all;g4run;libG4processes;std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base",13253808,21828028,535,3046
"all;g4run;libG4processes;CLHEP::operator/@plt",698465,1196128,0,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_realloc_insert<G4InuclElementaryParticle>",575004024,1045859434,5564,29764
"all;g4run;libG4processes;G4OpMieHG::Initialise@plt",1396741,1012561,0,341
"all;g4run;libG4processes;0x0000000000948c19",697059,0,0,0
"all;g4run;libG4processes;G4PAIySection::NormShift",36288057,69352552,465,2833
"all;g4run;libG4processes;G4UrbanAdjointMscModel::G4UrbanAdjointMscModel@plt",0,0,83,0
"all;g4run;libG4processes;std::basic_filebuf<char, std::char_traits<char> >::close@plt",0,0,0,137
"all;g4run;libG4processes;0x0000000000a516cb",1396843,2387440,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::~G4CascadeFunctions",2094251,2124513,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase",305694726,379193448,9126,70368
"all;g4run;libG4processes;0x000000000083924b",698456,3247791,0,642
"all;g4run;libG4processes;0x0000000000f1e803",0,0,27,0
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::G4CollisionNNToNDeltastar",698231,0,0,0
"all;g4run;libG4processes;0x00000000005f4426",2090737,2048890,0,176
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::nn_nnPipPim@plt",0,0,133,0
"all;g4run;libG4processes;G4Bessel::K0",0,2218001,20,124
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PhysicsFreeVector*>, std::_Select1st<std::pair<G4Material const* const, G4PhysicsFreeVector*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PhysicsFreeVector*> > >::_M_erase",28606308,54935388,876,5722
"all;g4run;libG4processes;G4OpticalParameters::GetProcessActivation",159103243,206418152,4046,11635
"all;g4run;libG4processes;G4InuclElementaryParticle::makeDefinition",228190162,421180720,6283,26488
"all;g4run;libG4processes;0x00000000008b6af3",0,1040080,0,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::CrossSectionLin",698424,2086331,0,318
"all;g4run;libG4processes;G4Bessel::K1",4888618,9679863,296,543
"all;g4run;libG4processes;G4VITStepModel::GetReactionProcess@plt",0,0,0,111
"all;g4run;libG4processes;0x00000000005f4429",27221804,20104439,23,5974
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness",1395358,1097727,0,468
"all;g4run;libG4processes;G4Analyser::printResults",0,0,178,364
"all;g4run;libG4processes;0x00000000008b6af6",144210911,210502120,1669,24232
"all;g4run;libG4processes;G4PAIySection::SumOverBordPlasmon",334348204,422135732,3407,40021
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcEntropy",37666536,29952293,5834,31383
"all;g4run;libG4processes;0x00000000008b6af9",0,0,0,102
"all;g4run;libG4processes;G4FTFAnnihilation::Annihilate",3490468,2327164,96,1808
"all;g4run;libG4processes;G4HadProjectile::G4HadProjectile",0,0,35,0
"all;g4run;libG4processes;G4IntraNucleiCascader::createTarget",237276833,337009456,4984,23221
"all;g4run;libG4processes;0x0000000000b362bb",0,0,0,149
"all;g4run;libG4processes;0x00000000009fe29e",0,0,42,0
"all;g4run;libG4processes;0x000000000096dba4",698360,0,84,0
"all;g4run;libG4processes;0x00000000008e2f71",0,1046155,202,0
"all;g4run;libG4processes;0x00000000008b6d39",698459,0,0,0
"all;g4run;libG4processes;G4FTFAnnihilation::UnpackBaryon",0,0,27,0
"all;g4run;libG4processes;G4DNAGenericIonsManager::G4DNAGenericIonsManager@plt",696668,1091813,0,0
"all;g4run;libG4processes;0x00000000009edb0f",697201,0,0,0
"all;g4run;libG4processes;0x0000000000f69b37",698076,0,0,0
"all;g4run;libG4processes;0x000000000096dba7",0,1100765,0,89
"all;g4run;libG4processes;G4VEmProcess::PostStepDoIt",568739502,845625560,8871,112614
"all;g4run;libG4processes;G4EquilibriumEvaporator::setVerboseLevel",0,0,54,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData",697517,2311676,0,1212
"all;g4run;libG4processes;std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_erase",697643,0,0,0
"all;g4run;libG4processes;G4AblaVirtualData::setBeta2@plt",0,981907,0,0
"all;g4run;libG4processes;G4ITTransportation::G4ITTransportation@plt",0,0,51,234
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeDirectoryName",696510,1046549,39,364
"all;g4run;libG4processes;G4FTFParticipants::GetList",698375,5389380,438,2569
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",371245537,529350811,16188,31031
"all;g4run;libG4processes;G4ScreeningMottCrossSection::NuclearCrossSection",117248804,167553070,2947,10345
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetTabValues",2093841,3537834,2654,4133
"all;g4run;libG4processes;G4MolecularConfiguration::GetFakeParticleID@plt",0,5225551,0,534
"all;g4run;libG4processes;G4HadronicDeveloperParameters::get",698242,2192828,251,0
"all;g4run;libG4processes;0x0000000000a0f317",698361,996188,77,0
"all;g4run;libG4processes;G4ITSafetyHelper::InitialiseHelper@plt",6979169,11516713,34,237
"all;g4run;libG4processes;0x0000000000f1ffe6",698485,1033576,0,0
"all;g4run;libG4processes;0x0000000000a1a6d9",1394032,1728661,132,941
"all;g4run;libG4processes;0x0000000000f1ffe8",0,971110,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::SampleState",698069,0,336,0
"all;g4run;libG4processes;G4KineticTrackVector::Shift",0,0,360,472
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, double*>, std::_Select1st<std::pair<G4String const, double*> >, std::less<G4String>, std::allocator<std::pair<G4String const, double*> > >::_M_erase",0,0,41,150
"all;g4run;libG4processes;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",1395468,3311473,136,508
"all;g4run;libG4processes;0x000000000037e3b0",2093777,2030973,0,0
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetClosestApproach",9772588,8586064,595,1651
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",64922135,80268894,4065,9964
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",80936612,92612642,1218,7944
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",79564866,114136795,9755,10523
"all;g4run;libG4processes;G4QGSParticipants::GenerateDeltaIsobar@plt",0,1144563,0,0
"all;g4run;libG4processes;G4UrbanMscModel::Initialise",0,0,54,0
"all;g4run;libG4processes;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",0,1056245,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetWLS2TimeProfile",1397122,3302134,29,102
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor@plt",1396175,0,0,0
"all;g4run;libG4processes;0x0000000000e4d0bb",698316,0,0,0
"all;g4run;libG4processes;G4C16GEMProbability::~G4C16GEMProbability@plt",3492133,4205793,100,154
"all;g4run;libG4processes;G4FTFParameters::GetProcProb@plt",24423570,40180802,1391,2230
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int&&>, std::tuple<> >",0,0,40,0
"all;g4run;libG4processes;0x00000000005f442d",4187378,5200642,0,789
"all;g4run;libG4processes;G4AngularDistribution::Cross@plt",698464,0,36,159
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::ThresholdMomentum",2090896,1151653,63,176
"all;g4run;libG4processes;G4RKPropagation::Init",1071170167,1516870806,42480,111092
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",698483,1035642,453,787
"all;g4run;libG4processes;0x00000000009d2e16",0,1140492,45,382
"all;g4run;libG4processes;G4Parton::G4Parton@plt",698430,1040878,0,137
"all;g4run;libG4processes;0x000000000037b9d0",4887812,4291492,0,290
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",138146201,183497075,857,12986
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",520633118,968117976,12469,94468
"all;g4run;libG4processes;G4TouchableHistory::~G4TouchableHistory@plt",698450,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",4184328,9021254,0,644
"all;g4run;libG4processes;G4NucleiModel::generateModel",1396897,1107083,0,1044
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",75360628,112446248,11172,9835
"all;g4run;libG4processes;G4TransitionRadiation::IntegralOverAngle@plt",0,1969026,0,174
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",378974267,648492422,20191,79207
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",2095139,0,0,0
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",0,0,0,1218
"all;g4run;libG4processes;0x000000000083809a",1394532,1017789,0,234
"all;g4run;libG4processes;0x00000000008b6d3c",2094992,0,0,0
"all;g4run;libG4processes;G4ParticleHPFSFissionFS::G4ParticleHPFSFissionFS@plt",0,0,41,0
"all;g4run;libG4processes;0x0000000000f69b3a",1396373,2047579,0,111
"all;g4run;libG4processes;G4VStatMFMacroCluster::CalcInvLevelDensity",0,0,31,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",22331598,21711252,987,13185
"all;g4run;libG4processes;G4NuclearPolarization::operator==",166791339,237650809,2005,8666
"all;g4run;libG4processes;G4PAIySection::InitPAI",418716070,536334702,4664,51808
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",14659623,18736091,1507,9316
"all;g4run;libG4processes;G4Fancy3DNucleus::DoLorentzContraction",698385,0,0,0
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",9761993,11637668,49,102
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::SolveTheEquation",17437521,28721264,505,4310
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions()",0,0,0,127
"all;g4run;libG4processes;0x000000000037b940",0,1030530,0,0
"all;g4run;libG4processes;G4MuNeutrinoNucleusProcess::G4MuNeutrinoNucleusProcess",698333,0,237,0
"all;g4run;libG4processes;G4WaterStopping::G4WaterStopping@plt",3490352,2182847,0,0
"all;g4run;libG4processes;0x0000000000f69b7f",27211137,21618587,182,7189
"all;g4run;libG4processes;0x00000000008e2f7a",0,1167141,0,0
"all;g4run;libG4processes;G4UPiNuclearCrossSection::LoadData@plt",0,2015770,0,0
"all;g4run;libG4processes;0x000000000096dbae",697444,0,0,0
"all;g4run;libG4processes;0x00000000008e1944",3491584,9172459,0,1020
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",25822001,9704538,693,4010
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",3488897,1173433,417,454
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",3490517,3311376,190,776
"all;g4run;libG4processes;0x00000000008e1948",0,1062244,119,0
"all;g4run;libG4processes;0x00000000008e2f7e",2095183,1134987,80,583
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",7677819,17590543,658,4041
"all;g4run;libG4processes;0x0000000000770c89",3487842,4823477,56,0
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",4887890,4412675,388,990
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",23029091,28808920,1288,6399
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",191907574,197914769,5460,10166
"all;g4run;libG4processes;G4ProcessManager::AddProcess",2898037127,4711770206,31716,239680
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",40493617,55229504,4382,11855
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",3492016,18385045,51,325
"all;g4run;libG4processes;0x0000000000a0f31c",7680423,8889350,1795,3595
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",0,1056758,0,0
"all;g4run;libG4processes;G4PenelopeOscillatorManager::Clear@plt",0,1123709,0,0
"all;g4run;libG4processes;__cxa_rethrow@plt",11162257,23127921,606,818
"all;g4run;libG4processes;0x000000000037f090",0,1061408,130,516
"all;g4run;libG4processes;0x00000000008c4c3f",0,1117640,132,0
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",13319712,13276227,18,288
"all;g4run;libG4processes;G4VXTRenergyLoss::OneInterfaceXTRdEdx@plt",0,0,138,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",296602709,399460180,57294,92110
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",7681238,4088538,62,245
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt",0,0,0,218
"all;g4run;libG4processes;0x000000000037bd00",0,3331159,0,185
"all;g4run;libG4processes;G4VRangeToEnergyConverter::ConvertForElectron@plt",7676347,7442169,39,1036
"all;g4run;libG4processes;G4OpticalParameters::GetScintStackPhotons",0,1116198,0,0
"all;g4run;libG4processes;0x0000000000380120",0,1056712,0,0
"all;g4run;libG4processes;std::vector<G4PiData*, std::allocator<G4PiData*> >::_M_fill_insert",0,0,33,61
"all;g4run;libG4processes;0x000000000083271f",698448,0,0,0
"all;g4run;libG4processes;G4LinLogInterpolation::Calculate",3492036,5323038,188,2728
"all;g4run;libG4processes;G4IntraNucleiCascader::collide",528258057,719922443,23215,88399
"all;g4run;libG4processes;G4HadronicParameters::~G4HadronicParameters",0,1188539,150,118
"all;g4run;libG4processes;0x0000000000838ef4",4187110,7440179,0,155
"all;g4run;libG4processes;G4StatMFParameters::GetMaxAverageMultiplicity",5579134,7673530,134,117
"all;g4run;libG4processes;G4OpticalParameters::GetScintByParticleType",78694977,88883684,1175,3859
"all;g4run;libG4processes;G4PEEffectFluoModel::G4PEEffectFluoModel",585703115,959161677,4855,23209
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, double, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<double> > >",2094308,0,443,157
"all;g4run;libG4processes;G4Bessel::pI0",0,1131257,0,0
"all;g4run;libG4processes;G4StatMFFragment::GetCoulombEnergy",698386,1125337,72,325
"all;g4run;libG4processes;G4HadronicParameters::SetMaxEnergyTransitionFTF_Cascade",0,0,105,108
"all;g4run;libG4processes;0x00000000009475de",0,3073374,0,27
"all;g4run;libG4processes;0x00000000008c521d",2793427,1093465,1107,1608
"all;g4run;libG4processes;0x00000000009d2e1b",4886418,3173072,97,291
"all;g4run;libG4processes;G4Fancy3DNucleus::CenterNucleons",0,0,0,308
"all;g4run;libG4processes;G4fissionEvent::G4fissionerr",0,0,46,183
"all;g4run;libG4processes;0x00000000008b6e57",7676036,7754430,139,1396
"all;g4run;libG4processes;G4PairProductionRelModel::SampleSecondaries",2866361003,4419722580,71844,395714
"all;g4run;libG4processes;G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt",697131,3353030,19,61
"all;g4run;libG4processes;G4UrbanMscModel::SimpleScattering",1393817,2089570,0,101
"all;g4run;libG4processes;G4FTFAnnihilation::Create3QuarkAntiQuarkStrings",5097358,4486983,1845,1529
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert",41881355,52159869,826,20409
"all;g4run;libG4processes;G4HadronicParameters::SetEnableHyperNuclei",0,814159,0,113
"all;g4run;libG4processes;G4NeutronElasticXS::BuildPhysicsTable",168096873,265725954,5555,60883
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_get_insert_hint_unique_pos",0,1069891,0,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<void>::GetCallbacks@plt",2786951,2147239,196,117
"all;g4run;libG4processes;G4CascadParticle::print",698137,2186404,0,283
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",1396065,0,0,0
"all;g4run;libG4processes;0x00000000009246c3",0,0,47,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",0,0,0,180
"all;g4run;libG4processes;G4LinLogLogInterpolation::Calculate",228226306,279406507,4088,84883
"all;g4run;libG4processes;G4IntraNucleiCascader::rescatter",477335007,788376157,8790,44238
"all;g4run;libG4processes;G4CollisionOutput::selectPairToTune",4186493,7685695,31,3868
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillUsingKopylov",70577936,94098187,412,1860
"all;g4run;libG4processes;MCGIDI_reaction_parseFromTOM@plt",9073787,8768139,85,268
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::ThresholdEnergy",36292106,81346024,146,2562
"all;g4run;libG4processes;G4ElasticHNScattering::~G4ElasticHNScattering",0,0,33,171
"all;g4run;libG4processes;G4NeutronCaptureXS::SelectIsotope",78847885,108806507,613,27968
"all;g4run;libG4processes;0x00000000008e194d",698444,3333776,44,124
"all;g4run;libG4processes;G4EmCalculator::PrintDEDXTable",97675661,111001101,1094,22849
"all;g4run;libG4processes;G4O19GEMProbability::G4O19GEMProbability",9772654,12726289,1182,3270
"all;g4run;libG4processes;0x00000000006c9043",28611623,53140683,724,6185
"all;g4run;libG4processes;0x000000000096dc38",698456,1208294,95,309
"all;g4run;libG4processes;G4ChargeExchangeProcess::GetElementCrossSection",0,0,18,109
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::G4ElNeutrinoNucleusTotXsc",1395880,3108649,0,316
"all;g4run;libG4processes;G4CollisionNStarNToNN::G4CollisionNStarNToNN",1396933,0,52,114
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",9766858,11423293,0,755
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetPTables",227495604,391128900,25525,29363
"all;g4run;libG4processes;G4FPYSamplingOps::CheckAndSetParameters",698194,1084036,0,0
"all;g4run;libG4processes;G4PhysicsTableHelper::RetrievePhysicsTable",44654676,46640191,4617,10202
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess",20936141,41210668,160,5462
"all;g4run;libG4processes;0x00000000006c9047",34204460,43166487,588,5616
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",2086102,0,239,130
"all;g4run;libG4processes;G4StatMFMacroNucleon::~G4StatMFMacroNucleon",0,0,40,0
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",698389,4742478,134,0
"all;g4run;libG4processes;0x00000000008082dd",3486928,5344338,0,226
"all;g4run;libG4processes;G4CollisionOutput::printCollisionOutput",5583207,3387885,0,758
"all;g4run;libG4processes;G4RToEConvForGamma::ComputeValue",159807016,260273764,2538,40370
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleXTRdEdx",95949065,87949355,5501,33589
