id,cycles,instructions,l2_itlb_misses,l2_dtlb_misses
"all;g4run;libCLHEP-2;__tls_get_addr@plt",40140456,53803657,830,3936
"all;g4run;libG4error_propagation",,,,
"all;g4run;libG4error_propagation;std::vector<int, std::allocator<int> >::_M_default_append",1396687,1897269,1563,730
"all;g4run;libG4error_propagation;G4ErrorTrackLengthTarget::GetMeanFreePath",0,0,36,0
"all;g4run;libG4error_propagation;operator new@plt",0,1022610,53,0
"all;g4run;libpythia8",,,,
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQCD",22339637,24485959,0,0
"all;g4run;libpythia8;Pythia8::m",4190051,9119292,0,0
"all;g4run;libpythia8;Pythia8::Particle::daughterList",5585733,11917646,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompDist",698060,5480757,0,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::scatter",698402,1424161,0,0
"all;g4run;libpythia8;Pythia8::ParticleDataEntry::mSel",2094855,1418999,0,0
"all;g4run;libpythia8;std::vector<Pythia8::PartonSystem, std::allocator<Pythia8::PartonSystem> >::resize",0,0,0,106
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQED",698355,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompFrac",3490077,1321831,0,0
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::prepare",698450,0,0,0
"all;g4run;libpythia8;std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_realloc_insert<Pythia8::Particle const&>",1394670,2848761,0,1006
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::setupQCDdip",0,0,103,4961
"all;g4run;libpythia8;Pythia8::ColourTracing::setupColList",0,1412602,0,0
"all;g4run;libpythia8;Pythia8::ParticleDecays::twoBody@plt",0,0,0,245
"all;g4run;libpythia8;Pythia8::BeamParticle::xMax",2094410,5234540,0,0
"all;g4run;libpythia8;Pythia8::PDF::xfVal",1396714,0,0,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar::sigmaKin",0,1325942,0,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::update",698201,3935553,65,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pT2nextQCD",32103473,75508552,0,0
"all;g4run;libpythia8;Pythia8::NNPDF::xfxevolve",88649918,179142880,72,4336
"all;g4run;libpythia8;Pythia8::BeamParticle::remnantFlavours",0,0,0,256
"all;g4run;libpythia8;Pythia8::StringZ::zLund",1396942,0,0,421
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pTnext",0,5333082,0,0
"all;g4run;libpythia8;Pythia8::Vec4::mCalc",0,5387721,0,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::fastPT2",698502,0,0,476
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pT2nextQED",0,2826573,0,0
"all;g4run;libpythia8;Pythia8::ParticleDataEntry::preparePick",698470,0,0,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::sigmaPT2scatter",2091882,1296072,0,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbarX8g::sigmaKin",697779,1106788,0,0
"all;g4run;libpythia8;Pythia8::RotBstMatrix::fromCMframe",1396602,0,0,0
"all;g4run;libpythia8;Pythia8::PartonLevel::wzDecayShowers",0,0,86,0
"all;g4run;libpythia8;Pythia8::Particle::setPDEPtr",698417,2764894,0,375
"all;g4run;libpythia8;Pythia8::ProcessLevel::accumulate",2092553,0,0,0
"all;g4run;libpythia8;Pythia8::AlphaEM::alphaEM",0,1116026,91,0
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::branch",698439,0,60,0
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",4189762,2318021,301,2517
"all;g4run;libpythia8;Pythia8::StringEnd::kinematicsHadron",2791897,1361038,0,0
"all;g4run;libpythia8;Pythia8::Sigma2Process::store2KinMPI",0,0,0,917
"all;g4run;libpythia8;Pythia8::StringFragmentation::fragment",698466,1418609,92,0
"all;g4run;libpythia8;Pythia8::StringFragmentation::energyUsedUp",1396872,0,0,176
"all;g4run;libpythia8;Pythia8::Sigma2Process::set2KinMPI",0,1422610,74,0
"all;g4run;libpythia8;Pythia8::ColourTracing::traceFromCol",698418,1388153,0,0
"all;g4run;libpythia8;Pythia8::HadronLevel::next",698416,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xfModifiedPrepare",16746705,23850959,0,283
"all;g4run;libpythia8;std::vector<Pythia8::Particle, std::allocator<Pythia8::Particle> >::_M_range_check",698512,2634776,0,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbarX8g::sigmaHat",698551,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xfModified",38390677,77128775,0,0
"all;g4run;libpythia8;Pythia8::SigmaMultiparton::sigma",2793797,12482559,0,202
"all;g4run;libpythia8;Pythia8::BeamRemnants::setKinematics",698425,0,0,0
"all;g4run;libpythia8;Pythia8::Sigma2qqbar2qqbarNew::name[abi:cxx11]",0,0,0,140
"all;g4run;libpythia8;Pythia8::BeamRemnants::checkColours",1396912,4250552,0,0
"all;g4run;libpythia8;Pythia8::Sigma2Process::sigmaHatWrap",0,1193198,0,0
"all;g4run;libpythia8;Pythia8::PDF::xfSea",11870623,34731610,0,199
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar3PJ1g::sigmaKin",698400,0,0,0
"all;g4run;libpythia8;Pythia8::PartonSystems::replace",698425,0,0,0
"all;g4run;libpythia8;Pythia8::Particle::motherList",698474,0,0,0
"all;g4run;libpythia8;Pythia8::Vec4::bstback",0,1424104,62,0
"all;g4run;libpythia8;Pythia8::HadronLevel::decayOctetOnia",0,0,158,0
"all;g4run;libpythia8;Pythia8::AlphaStrong::alphaS",0,0,0,156
"all;g4run;libpythia8;Pythia8::Sigma2gg2gg::setIdColAcol",0,0,62,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::pTnext",0,1395549,0,0
"all;g4run;libpythia8;Pythia8::BeamRemnants::addOld",0,0,0,274
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pTnext",9772335,18482704,0,0
"all;g4run;libpythia8;Pythia8::NNPDF::xfUpdate",698476,1332582,0,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar3S11gm::sigmaKin",0,1145958,0,0
"all;g4run;libpythia8;Pythia8::Event::operator=",698435,0,0,0
"all;g4run;libpythia8;Pythia8::ProcessLevel::nextOne",0,0,63,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::branch",6979122,8376059,0,448
"all;g4run;libpythia8;Pythia8::BeamParticle::newValenceContent",0,0,16,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbar3S11g::sigmaKin",0,1007184,0,0
"all;g4run;libpythia8;Pythia8::Pythia::check",3491009,7940399,0,0
"all;g4run;libpythia8;Pythia8::ColConfig::insert",0,1386802,0,0
"all;g4run;libpythia8;std::vector<Pythia8::SpaceDipoleEnd, std::allocator<Pythia8::SpaceDipoleEnd> >::emplace_back<Pythia8::SpaceDipoleEnd>",0,0,72,0
"all;g4run;libpythia8;Pythia8::Rndm::flat",16753094,22552768,123,1429
"all;g4run;libpythia8;Pythia8::Pythia::next",0,0,0,114
"all;g4run;libpythia8;Pythia8::ColourReconnection::reconnectMPIs",698383,4247174,0,0
"all;g4run;libpythia8;Pythia8::PartonLevel::setupHardSys",0,0,83,0
"all;g4run;libpythia8;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace@plt",697189,0,0,0
"all;g4run;libpythia8;Pythia8::ParticleDecays::decay",1395202,2801918,0,0
"all;g4run;libpythia8;Pythia8::RotBstMatrix::rot",0,1114810,0,0
"all;g4run;libpythia8;Pythia8::Settings::flag",0,0,50,0
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::calcMEcorr",0,0,0,541
"all;g4run;libpythia8;Pythia8::Particle::~Particle",0,0,0,317
"all;g4run;libpythia8;Pythia8::PhaseSpace::decayKinematics",0,0,55,0
"all;g4run;libm",,,,
"all;g4run;libm;__fmod_finite@GLIBC_2.15",0,0,0,134
"all;g4run;libm;with_errno",697572,0,560,470
"all;g4run;libm;hypot@@GLIBC_2.35",6980858,18265295,378,7270
"all;g4run;libm;__sin_fma",284898903,494440566,1093,12185
"all;g4run;libm;__ieee754_acos_fma",365675147,536078980,3710,18429
"all;g4run;libm;__tan_fma",4189092,4762433,116,3813
"all;g4run;libm;__strtod_nan@plt",20239302,43146298,321,4789
"all;g4run;libm;pow@@GLIBC_2.29",111705436,227228863,6751,12821
"all;g4run;libm;__atan2",713322708,1231912805,23220,123007
"all;g4run;libm;__sqrt_finite@GLIBC_2.15",698418,0,40,0
"all;g4run;libm;__acos",75364823,85675100,705,5949
"all;g4run;libm;__ieee754_exp_fma",611848194,1068401520,29594,117945
"all;g4run;libm;__ieee754_pow_fma",971462628,1959491235,31559,65219
"all;g4run;libm;__ieee754_log_fma",638582154,1213780928,39067,75588
"all;g4run;libm;__cos_fma",0,0,0,514
"all;g4run;libm;@plt",0,0,105,0
"all;g4run;libm;exp@@GLIBC_2.29",424978735,793217333,10390,74769
"all;g4run;libm;__ieee754_atan2_fma",6608971534,12373309285,181302,1127259
"all;g4run;libm;__math_check_uflow",0,1008104,382,0
"all;g4run;libm;xflow",2792204,1147227,551,1082
"all;g4run;libm;__math_uflow",698431,3453582,1986,1310
"all;g4run;libm;log@@GLIBC_2.29",42573912,51233124,10955,7951
"all;g4run;libm;__expm1",0,989119,0,0
"all;g4run;libm;__atan_fma",698220,0,0,1329
"all;g4run;libm;__sincos",7950606207,13077580516,115722,937164
"all;g4run;libQt5Qml",,,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",30713805,55015766,1028,1966
"all;g4run;ld-linux-x86-64",,,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",7465046927,11671770888,191855,1244938
"all;g4run;libG4processes",,,,
"all;g4run;libG4processes;0x00000000008388a5",0,0,0,76
"all;g4run;libG4processes;0x0000000000833f69",0,1022233,0,0
"all;g4run;libG4processes;0x00000000008af3e5",1395977,0,0,0
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",27914553,45623666,382,6154
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetGeneralE1Spectrum",698260,2063389,19,792
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",16055677,22376667,936,5208
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",645760033,1253042996,20737,77673
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",1396641,994521,0,0
"all;g4run;libG4processes;0x0000000000b3f97c",0,0,73,98
"all;g4run;libG4processes;G4VPartonStringModel::Scatter",0,1073511,0,0
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",60022014,75129157,1351,8035
"all;g4run;libG4processes;0x0000000000380f10",0,0,41,96
"all;g4run;libG4processes;0x0000000000b3f93e",5583463,11445209,135,809
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",2789602,7497844,155,3115
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",4185337,4609794,470,1348
"all;g4run;libG4processes;0x0000000000a45da4",698262,1155157,237,1132
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",14660480,18015022,7827,9651
"all;g4run;libG4processes;G4BetheBlochModel::CrossSectionPerVolume",696940,1118498,0,0
"all;g4run;libG4processes;G4KineticTrack::Decay",1396759,0,365,3137
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",2093311,6644429,91,0
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",45357624,45872248,9317,14783
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",694344,0,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",305676957,352422369,1058,28910
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",324725073,571264040,3706,23442
"all;g4run;libG4processes;G4TritonGEMProbability::G4TritonGEMProbability@plt",698394,1252795,0,0
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",1396602,3164103,0,197
"all;g4run;libG4processes;0x000000000037d810",1396793,0,0,0
"all;g4run;libG4processes;G4WilsonAbrasionModel::~G4WilsonAbrasionModel",0,1036611,0,0
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",30716981,55440514,318,1844
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray",0,1106616,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",193360294,306270448,6387,18843
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",23734035,26328180,3065,10795
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",71887843,111473814,3787,8997
"all;g4run;libG4processes;0x0000000000a1ce57",0,3494822,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",16044183,30591331,2419,8954
"all;g4run;libG4processes;0x0000000000838c16",0,0,170,93
"all;g4run;libG4processes;0x00000000009f3d56",698379,0,0,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",614129147,999014483,1974,37905
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",0,2186399,0,355
"all;g4run;libG4processes;0x00000000009e3cb1",698474,0,0,0
"all;g4run;libG4processes;G4AntiNeutrinoMu::Definition@plt",0,2410849,0,0
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",6977685,7588786,1311,8860
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",16749667,18850385,1130,9284
"all;g4run;libG4processes;G4ChipsKaonMinusInelasticXS::GetChipsCrossSection",0,0,0,342
"all;g4run;libG4processes;0x00000000008363e3",29996952,49065690,1876,2409
"all;g4run;libG4processes;0x0000000000b35fd6",698409,1186133,0,0
"all;g4run;libG4processes;G4OpticalParameters::SetWLS2TimeProfile@plt",0,2235727,0,0
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",2788886,6476993,146,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",40479151,81585726,1378,7123
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",3492330,0,385,2325
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",18141381,17573926,220,5084
"all;g4run;libG4processes;0x00000000008363e9",23031735,64016995,1573,1597
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",143059699,197903056,5410,25490
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleSpectralXTRdEdx",0,0,40,0
"all;g4run;libG4processes;0x0000000000aa3498",0,0,166,99
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",698335,3274544,33,1042
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",7671851,5628824,675,2003
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",17445690,30313447,354,1177
"all;g4run;libG4processes;G4VXTRenergyLoss::XTRNSpectralDensity",0,0,42,0
"all;g4run;libG4processes;0x0000000000b39256",0,0,44,263
"all;g4run;libG4processes;std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> >::_M_realloc_insert<G4InteractionContent* const&>",0,1089218,0,0
"all;g4run;libG4processes;G4InuclCollider::collide",2005620043,3338679031,37892,160005
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::BuildPhysicsTable",0,1201458,38,0
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",2094516,1187769,556,1569
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",2786939,3293656,0,2107
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",3491565,1218217,53,350
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",90740330,140044007,1863,28037
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",0,1117701,40,1206
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",21636134,32978451,313,6027
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",150036290,275378830,1881,29521
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",588277388,879855842,17009,138235
"all;g4run;libG4processes;0x0000000000836084",2093681,3128604,38,184
"all;g4run;libG4processes;G4ElectronIonPair::Initialise",3488111,2164014,54,487
"all;g4run;libG4processes;0x00000000008b6cdb",0,0,23,0
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::ReadDataFile",566731233,838595417,8072,176654
"all;g4run;libG4processes;G4DiffuseElasticV2::InitialiseOnFly",0,1060951,174,467
"all;g4run;libG4processes;G4VTransitionRadiation::Clear",4885775,15434821,369,2629
"all;g4run;libG4processes;0x00000000009319da",5580731,4627851,1389,3165
"all;g4run;libG4processes;0x0000000000836088",698407,1127156,0,770
"all;g4run;libG4processes;G4HadronicDeveloperParameters::G4HadronicDeveloperParameters",0,0,134,184
"all;g4run;libG4processes;0x00000000009319dc",4883632,3442040,1040,1388
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",249843285,412164519,3927,47221
"all;g4run;libG4processes;G4PhotoElectricEffect::InitialiseProcess",388696938,696044941,2259,22887
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >@plt",698382,0,0,0
"all;g4run;libG4processes;0x0000000000b362a3",1395829,0,0,215
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::Initialise",143699149,226173014,9652,38534
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",7674914,19036117,494,305
"all;g4run;libG4processes;G4BetheBlochModel::SetupParameters",0,1195308,0,230
"all;g4run;libG4processes;G4VEmModel::GetCurrentIsotope@plt",2089866,1166871,0,0
"all;g4run;libG4processes;std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert",2092554,0,0,0
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",16061568,39972776,77,2214
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNuclearRadius",0,0,31,0
"all;g4run;libG4processes;G4QGSParticipants::StoreInvolvedNucleon@plt",0,0,42,0
"all;g4run;libG4processes;0x0000000000f18c0e",0,1130340,0,0
"all;g4run;libG4processes;G4RKFieldIntegrator::GetAntiprotonPotential",0,1055741,0,0
"all;g4run;libG4processes;G4Reggeons::ncPomerons",3488268,11586696,0,106
"all;g4run;libG4processes;G4LossTableManager::BuildTables",2438452671,3566139741,65639,529081
"all;g4run;libG4processes;G4INCL::Config::getVersionHash[abi:cxx11]@plt",1396864,0,0,0
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",10462160,13670538,4717,6304
"all;g4run;libG4processes;0x00000000008b09fc",15355661,32405078,318,1520
"all;g4run;libG4processes;G4LightTargetCollider::AbsorptionOnDeuteron",757171455,1251140757,32899,71747
"all;g4run;libG4processes;G4QGSDiffractiveExcitation::ExciteParticipants",0,0,0,80
"all;g4run;libG4processes;G4CascadeData<30, 1, 6, 16, 29, 42, 54, 41, 47>::printXsec",0,0,19,0
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",275638754,525868909,8439,51080
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",7663483,10660160,37,908
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",66988566,81101923,7815,28716
"all;g4run;libG4processes;G4DiffuseElasticV2::SampleTableThetaCMS",0,0,174,542
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions",698128,0,0,0
"all;g4run;libG4processes;0x0000000000a1ce5c",698357,0,0,255
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",20938608,27782030,499,3394
"all;g4run;libG4processes;0x00000000003806a0",0,0,137,124
"all;g4run;libG4processes;G4GammaNuclearXS::IsIsoApplicable",0,1155157,0,0
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",4888275,3415252,290,0
"all;g4run;libG4processes;0x0000000000838c1b",6977661,11942929,0,141
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",8515141370,12260815883,228135,1846299
"all;g4run;libG4processes;G4ASTARStopping::FindData",7676789,9191953,3570,3347
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",51643956,61194506,1972,9522
"all;g4run;libG4processes;0x00000000009f3d5c",0,4002867,0,0
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",1396708,4196223,280,846
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",559002470,838385506,10993,120406
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",696718,2290508,0,0
"all;g4run;libG4processes;0x000000000037b500",698261,0,0,0
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",3488059,7600712,47,546
"all;g4run;libG4processes;0x0000000000380920",0,1078055,0,0
"all;g4run;libG4processes;G4Ne20GEMProbability::~G4Ne20GEMProbability@plt",1396914,2168242,63,117
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",0,988431,0,121
"all;g4run;libG4processes;0x000000000083d846",4886529,3426371,72,599
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",33489584,31227147,5117,21206
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc",0,1094047,0,0
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",164714220,264098810,2885,11954
"all;g4run;libG4processes;G4BinaryCascade::GetIonMass",0,0,48,0
"all;g4run;libG4processes;G4C10GEMProbability::~G4C10GEMProbability@plt",0,0,86,190
"all;g4run;libG4processes;0x00000000008363ee",4185312,4215027,241,813
"all;g4run;libG4processes;0x0000000000aa349c",698389,999368,23,446
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetExchangeT",0,0,247,489
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",53734667,69897785,1803,16437
"all;g4run;libG4processes;0x000000000037d9c0",3491855,1111718,500,467
"all;g4run;libG4processes;0x000000000083e8d3",3489860,3180979,0,762
"all;g4run;libG4processes;G4Clebsch::TriangleCoeff",0,0,57,0
"all;g4run;libG4processes;G4EmParameters::SetLPM@plt",11153074,21387436,190,953
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess",750384911,1094491325,14210,79012
"all;g4run;libG4processes;G4Clebsch::Wigner6J",60705127,91181243,5477,28797
"all;g4run;libG4processes;G4StatMFMicroPartition::CoulombFreeEnergy",66308645,95636793,1741,5221
"all;g4run;libG4processes;G4GammaNuclearXS::~G4GammaNuclearXS",698421,0,0,0
"all;g4run;libG4processes;G4HadronicException::G4HadronicException",697906,3356625,266,505
"all;g4run;libG4processes;0x000000000083608c",5581305,6413580,182,1165
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",30011503,72265858,402,1168
"all;g4run;libG4processes;0x0000000000a2a7f5",2790897,0,0,447
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",325949503,456180648,11575,29635
"all;g4run;libG4processes;0x000000000037d970",0,0,188,132
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt",2095184,6432697,0,219
"all;g4run;libG4processes;0x00000000008e2ff6",4189323,6786446,223,1497
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",9067475,21305227,0,1148
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",79547288,110850925,1061,11428
"all;g4run;libG4processes;0x000000000037d0d0",0,0,121,515
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",6278660,5428857,1411,5819
"all;g4run;libG4processes;0x0000000000b362aa",698476,0,0,0
"all;g4run;libG4processes;0x00000000008b6d26",0,1028410,34,136
"all;g4run;libG4processes;0x00000000008b6d67",12565713,16296560,0,903
"all;g4run;libG4processes;0x0000000000f69b64",25115700,32726888,303,3589
"all;g4run;libG4processes;0x0000000000e969e8",696067,1143206,0,0
"all;g4run;libG4processes;G4PenelopeComptonModel::~G4PenelopeComptonModel@plt",0,0,0,257
"all;g4run;libG4processes;G4RToEConvForElectron::G4RToEConvForElectron@plt",2095077,7563166,148,732
"all;g4run;libG4processes;G4ITStepProcessor::SetTrack@plt",26522343,32755956,687,5900
"all;g4run;libG4processes;G4EvaporationDefaultGEMFactory::GetChannel",698457,1191693,844,735
"all;g4run;libG4processes;0x0000000000f69b69",2788869,4082454,83,896
"all;g4run;libG4processes;0x0000000000f087a4",2094397,3271184,148,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeNear",33015629,29826350,6330,15483
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",0,0,64,0
"all;g4run;libG4processes;0x00000000006c9fe9",0,1019946,0,308
"all;g4run;libG4processes;0x0000000000b3629a",4189309,1127043,357,3374
"all;g4run;libG4processes;0x0000000000b3f8f2",698273,0,0,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",2095214,2138465,0,468
"all;g4run;libG4processes;G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt",698354,0,0,0
"all;g4run;libG4processes;G4EmParameters::MscSkin@plt",0,1145700,0,0
"all;g4run;libG4processes;G4DNAMillerGreenExcitationModel::S_2p@plt",698423,1174896,0,0
"all;g4run;libG4processes;G4NeutronKiller::SetKinEnergyLimit@plt",1396323,3414879,0,221
"all;g4run;libG4processes;0x00000000008b0734",90736468,130082574,1908,10697
"all;g4run;libG4processes;G4INCL::CrossSectionsMultiPionsAndResonances::etaNToPiPiN@plt",0,0,23,0
"all;g4run;libG4processes;0x0000000000b3f8f8",698488,1181990,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetElementCrossSection",25123998,38071355,1977,7390
"all;g4run;libG4processes;G4INCL::CoulombNonRelativistic::getCoulombRadius@plt",698335,3265720,63,329
"all;g4run;libG4processes;G4ProcessTableMessenger::~G4ProcessTableMessenger@plt",2793019,6628056,98,185
"all;g4run;libG4processes;0x000000000083d84a",11858420,11173945,290,436
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::CalculateCrossSection",20646267835,30510795213,363899,3514323
"all;g4run;libG4processes;0x000000000037da20",0,0,63,0
"all;g4run;libG4processes;G4CollisionComposite::BufferedCrossSection",0,0,91,148
"all;g4run;libG4processes;G4FTFParamCollPionProj::G4FTFParamCollPionProj",1396468,3127807,1178,4047
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonInelastic",6982214,1041513,1123,3287
