id,instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libG4geometry;0x000000000025531b",0,1336210,1315103,130627,0,0
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",6227937,13787681,7413914,356692,1548883,7834393
"all;g4run;libG4geometry;0x00000000001c9a6c",60316619,91902087,67899407,9333419,57612456,11077815
"all;g4run;libG4geometry;0x00000000001cc61e",0,0,2353789,117883,0,0
"all;g4run;libG4geometry;aNavigHistoryAllocator",770724394,899119995,827166871,77114371,592157737,208380560
"all;g4run;libG4geometry;G4Navigator::CheckOverlapsIterative",416609849,447167341,442935312,61907595,367179142,107932907
"all;g4run;libG4geometry;G4VPhysicalVolume::GetTranslation@plt",23436672,29881708,26844639,2672446,24276369,10037780
"all;g4run;libG4geometry;G4Tubs::G4Tubs",38884467,44932219,52675085,3115635,33270194,21163285
"all;g4run;libG4geometry;0x0000000000161598",0,1215551,0,0,0,0
"all;g4run;libG4geometry;G4LogicalBorderSurface::~G4LogicalBorderSurface",119669717,106142680,129609623,13536038,86290208,43298330
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",1641520948,1811761438,1785320800,229468143,1239917146,588571926
"all;g4run;libG4geometry;G4UnionSolid::DistanceToIn",0,0,0,132968,0,0
"all;g4run;libG4geometry;0x00000000001c22d7",3083887,3675166,4148507,370837,2698689,1447919
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",200337533,189411364,237842701,13412982,73140200,143608976
"all;g4run;libG4geometry;G4BooleanSolid::GetPolyhedron",40910926,43486897,48160933,2395439,19423929,10990266
"all;g4run;libG4geometry;G4MagneticField::operator=",394530715,478260959,486976381,35613820,260706351,230975602
"all;g4run;libG4geometry;0x00000000001ca1ae",0,0,0,0,866495,0
"all;g4run;libG4geometry;G4LogicalCrystalVolume::G4LogicalCrystalVolume",206365675,190028426,259360931,20002236,131137012,95678985
"all;g4run;libG4geometry;G4Trap::GetVertices",16132690,14556018,21861564,998650,6208859,8514656
"all;g4run;libG4geometry;0x00000000001c9e15",0,4819324,5742113,511983,4227653,1057593
"all;g4run;libG4geometry;G4NormalNavigation::~G4NormalNavigation",25322705,26054224,22653895,1470196,11472123,9075954
"all;g4run;libG4geometry;0x0000000000181669",924834,6052518,4712364,135554,3369865,2329739
"all;g4run;libG4geometry;std::_Rb_tree<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*>, std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*>, std::_Select1st<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> >, std::less<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> >, std::allocator<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> > >::_M_erase",414606443,411976525,406367846,41167671,304631425,164208517
"all;g4run;libG4geometry;0x000000000016159b",15218712,7885458,2500464,658122,7868613,1473925
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface",1674721466,1921863988,1895435895,166007097,1253044341,742420109
"all;g4run;libG4geometry;G4ReflectionFactory::Place",782827269,942173272,878966630,89229622,661632439,314090978
"all;g4run;libG4geometry;0x0000000000103cea",0,0,1126577,0,720502,135534
"all;g4run;libG4geometry;0x00000000001fe2cd",0,1345898,0,0,0,562865
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",324764185,355799754,350678272,38156433,260532009,119169548
"all;g4run;libG4geometry;0x0000000000103cef",360136736,365506289,403328740,31210994,215549785,185074280
"all;g4run;libG4geometry;G4MagneticField::~G4MagneticField",14140706,14745844,18372247,2815852,10240459,5565224
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVReplica",262517180,300225946,286377533,30667976,201484811,116358542
"all;g4run;libG4geometry;0x00000000000db3a8",0,0,0,0,911611,0
"all;g4run;libG4geometry;G4Tubs::ApproxSurfaceNormal",595553633,673637959,594841558,63825349,459521647,178677648
"all;g4run;libG4geometry;0x000000000018166d",14619748,13373091,17005984,1360910,11404567,4888040
"all;g4run;libG4geometry;G4LogicalSkinSurface::DumpInfo",3768373393,4542471905,3959824381,508012057,2772087959,1660911209
"all;g4run;libG4geometry;0x00000000001c9e1e",0,2450298,2247661,308967,2547144,418179
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",32732300,38402608,45729390,4171384,34308109,11251823
"all;g4run;libG4geometry;G4Torus::ApproxSurfaceNormal",1885644,3501004,2181792,409573,4387919,360328
"all;g4run;libG4geometry;G4BooleanSolid::StackPolyhedron",952277180,1172710899,1061168135,94389317,690629676,420012726
"all;g4run;libG4geometry;G4ClassicalRK4::G4ClassicalRK4",0,1234812,0,182812,0,0
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",2695790456,3111993749,2831473990,289201384,2283990135,949267693
"all;g4run;libG4geometry;0x0000000000103d38",340515366,366041847,368148494,33358798,202975919,177355866
"all;g4run;libG4geometry;G4ReflectedSolid::GetCubicVolume",0,1180578,0,0,1756014,389972
"all;g4run;libG4geometry;G4EllipticalTube::~G4EllipticalTube@plt",45135121,48960752,51460752,5093865,32389001,22257623
"all;g4run;libG4geometry;operator delete@plt",3300246,15822791,1339350,0,1374044,521902
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInCandidates",52624732,85918333,85759263,4581177,36149669,43513158
"all;g4run;libG4geometry;G4VoxelNavigation::LevelLocate",1053266179,1219837536,1117321926,84794114,655251692,582729467
"all;g4run;libG4geometry;G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt",2295687,8919832,9794891,472277,5833074,2092150
"all;g4run;libG4geometry;0x000000000016167d",19369089,22861631,19254333,1432785,13789024,5829631
"all;g4run;libG4geometry;G4SafetyHelper::InitialiseHelper@plt",4447916,4362598,5438981,0,4538574,3204501
"all;g4run;libG4geometry;0x00000000001f840f",47563406,77243935,52162047,4393089,25293821,34951211
"all;g4run;libG4geometry;0x00000000000f7287",5365871,2604135,6869842,284682,3415903,0
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportReversedPoints",0,1236232,2246787,118028,747426,1187972
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface@plt",0,0,1138083,0,0,0
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceToOneSide",104365854,111544718,121671481,9240016,52277130,77191320
"all;g4run;libG4geometry;0x0000000000212269",0,0,0,163210,0,0
"all;g4run;libG4geometry;0x00000000001925fa",2268298,2643516,4778788,334960,1751423,2376708
"all;g4run;libG4geometry;G4Voxelizer::CreateSortedBoundary@plt",0,0,0,138068,0,0
"all;g4run;libG4geometry;G4LogicalVolume::~G4LogicalVolume",507556383,596584319,528748371,65516583,443925166,184582872
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",4328664367,5100150983,5061015170,368683296,2114085415,3090994705
"all;g4run;libG4geometry;0x00000000001925fe",2326923,1174253,0,278323,1574049,1756845
"all;g4run;libG4geometry;G4PolyhedraSide::CopyStuff@plt",6386016,9418797,3817424,435197,1098997,1863176
"all;g4run;libG4geometry;G4RegularNavigation::ComputeStepSkippingEqualMaterials",3127550181,3558131892,3479448583,434951466,2487129249,1082004207
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",1305671,1268392,0,173699,836227,0
"all;g4run;libG4geometry;0x000000000027089d",3127191,6044764,4849757,993034,2511770,2863578
"all;g4run;libG4geometry;G4MagneticField::G4MagneticField",725569783,855428815,860556313,61401846,456197533,392381243
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportProgress",35363039,28169368,33480385,2328031,26692253,7223453
"all;g4run;libG4geometry;G4NormalNavigation::G4NormalNavigation",827565373,937911647,920167130,61400235,695460510,279786551
"all;g4run;libG4geometry;G4LogicalSkinSurface::~G4LogicalSkinSurface",450497978,552594191,517892515,52027213,330429765,177689720
"all;g4run;libCLHEP-2",,,,,,
"all;g4run;libCLHEP-2;__tls_get_addr@plt",27124366,44715745,34532715,6017519,35603078,15422620
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",173320634,181710968,198177706,8577436,59931828,120399688
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",2120652534,2421530274,2355050299,259585933,1532417310,934140706
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformSmall",0,1351290,1385300,0,0,0
"all;g4run;libCLHEP-2;HepGeom::operator*",15320287,27326011,21790619,1655523,11272082,5767919
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",1988134657,2194110731,2234722966,202870562,1728324299,560173591
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator/=",0,0,0,153100,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",0,0,1139423,0,0,0
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma@plt",0,1192173,0,183662,0,424942
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",1088089,0,1211991,302518,904397,1795093
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",863583786,1033164035,988864147,121696219,780312699,289946274
"all;g4run;libCLHEP-2;CLHEP::HepRotation::set",0,0,0,0,805596,0
"all;g4run;libCLHEP-2;CLHEP::operator/",20047406,22857220,22824414,8131186,16799228,4388290
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",2306879474,2469411194,2385759655,333202793,1860238561,647413541
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",125661532,151806812,159480942,16507789,123695839,42500331
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",146468593,151740412,159805984,18071635,92648101,48948936
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",7833013851,9161183404,8742100610,1013023007,6650728080,2333775049
"all;g4run;libCLHEP-2;CLHEP::HepRotation::rotate",0,0,0,144022,0,0
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",1339345425,1447527015,1388366576,174669002,1033670020,427269149
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",2139508543,2407325732,2406204059,305647641,1865879251,606443535
"all;g4run;libCLHEP-2;sincos@plt",0,0,0,124302,0,602411
"all;g4run;libCLHEP-2;CLHEP::RandFlat::shootArray",831191,0,0,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",1456321363,1704317905,1685717051,293552275,1477928275,192967066
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate_raw_vec",0,0,0,0,0,577419
"all;g4run;libCLHEP-2;log@plt",0,0,0,134307,836348,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator*=",1108620,0,0,0,0,437158
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",73091015,102057122,93689429,10427752,62516469,21770860
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",809789900,956410694,912483999,111638995,692602618,260366788
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",1066494,0,0,181214,855209,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",40070952,41657148,39906874,4632218,24204490,17487067
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",51368966,59268128,56320324,16322912,45004457,4101392
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",156001137,182128152,159831310,15954719,114453860,62674396
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",1217722325,1440857360,1334225138,127589372,993899182,408537430
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",2182720,1156721,9745524,1270266,6151025,1070214
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",154469776,141202322,210024130,8052096,55727608,115041292
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",618347789,677266898,646069937,88635957,500345889,156633825
"all;g4run;libG4error_propagation",,,,,,
"all;g4run;libG4error_propagation;std::vector<int, std::allocator<int> >::_M_default_append",0,1174902,0,639056,0,510754
"all;g4run;libG4error_propagation;0x000000000002d6aa",888071,0,0,0,0,0
"all;g4run;libpythia8",,,,,,
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQCD",3660470,5640334,1111024,118305,599719,597021
"all;g4run;libpythia8;Pythia8::m",0,0,0,107831,0,827293
"all;g4run;libpythia8;Pythia8::Particle::daughterList",0,1379176,0,0,0,1841750
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompDist",0,1436247,0,0,0,0
"all;g4run;libpythia8;Pythia8::StringFlav::pickGauss",0,1434976,0,0,0,0
"all;g4run;libpythia8;Pythia8::ParticleDecays::mGenerator",0,0,0,0,0,883757
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::pT2nextQED",0,2806730,0,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xCompFrac",0,1447480,0,106482,0,0
"all;g4run;libpythia8;Pythia8::ParticleDecays::twoBody",1302165,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xMax",0,0,1219172,0,0,823091
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::prepare",0,0,1176655,0,0,0
"all;g4run;libpythia8;Pythia8::PDF::xfVal",0,1291001,0,0,0,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pT2nextQCD",7979599,8104683,3774330,356152,1209660,5209246
"all;g4run;libpythia8;Pythia8::NNPDF::xfxevolve",22638048,15637893,19549365,2043986,8864409,9017088
"all;g4run;libpythia8;Pythia8::StringZ::zLund",0,0,0,0,643253,0
"all;g4run;libpythia8;Pythia8::Vec4::mCalc",0,0,1172608,154177,739041,789157
"all;g4run;libpythia8;Pythia8::StringRegion::pHad",0,0,0,0,597939,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pT2nextQED",0,0,1353108,0,0,0
"all;g4run;libpythia8;std::vector<Pythia8::StringRegion, std::allocator<Pythia8::StringRegion> >::_M_default_append",0,0,0,0,0,871589
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::sigmaPT2scatter",0,0,1348879,0,0,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::setupQEDdip",0,0,0,0,826541,0
"all;g4run;libpythia8;Pythia8::Sigma2gg2QQbarX8g::sigmaKin",0,0,0,144799,716407,0
"all;g4run;libpythia8;Pythia8::Particle::setPDEPtr",0,1436230,0,143231,0,0
"all;g4run;libpythia8;Pythia8::AlphaEM::alphaEM",1354727,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::SimpleSpaceShower::branch",0,0,0,0,611959,0
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",0,1238126,0,632520,1495596,0
"all;g4run;libpythia8;Pythia8::StringEnd::kinematicsHadron",1350152,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::Sigma2Process::store2KinMPI",2283989,0,0,0,0,1483635
"all;g4run;libpythia8;Pythia8::BeamParticle::xfModifiedPrepare",2455010,4113153,3459461,102347,2426906,1585068
"all;g4run;libpythia8;Pythia8::Vec4::bst",0,1391900,0,147716,0,0
"all;g4run;libpythia8;Pythia8::StringFragmentation::store",1354897,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::BeamParticle::xfModified",4788194,3970122,11099003,365886,1303959,5581760
"all;g4run;libpythia8;Pythia8::SigmaMultiparton::sigma",0,1351302,0,0,0,790045
"all;g4run;libpythia8;Pythia8::BeamRemnants::checkColours",1360197,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::PDF::xfSea",2097104,3937117,1344791,117716,0,1622353
"all;g4run;libpythia8;Pythia8::Particle::motherList",1324009,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::AlphaStrong::alphaS",0,0,0,139154,0,0
"all;g4run;libpythia8;Pythia8::MultipartonInteractions::pTnext",0,1355414,0,0,0,0
"all;g4run;libpythia8;Pythia8::BeamRemnants::addOld",0,0,0,0,0,840802
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::pTnext",2603136,1362584,1288813,113234,2414923,1595757
"all;g4run;libpythia8;Pythia8::StringRegion::setUp",0,0,1316508,0,0,0
"all;g4run;libpythia8;Pythia8::Event::operator=",0,1447141,0,0,0,0
"all;g4run;libpythia8;Pythia8::SimpleTimeShower::branch",1157418,0,0,330557,1838658,829779
"all;g4run;libpythia8;Pythia8::Pythia::check",1200288,1389623,1233341,0,0,0
"all;g4run;libpythia8;Pythia8::ColConfig::insert",0,0,0,0,0,844354
"all;g4run;libpythia8;Pythia8::HelicityParticle::initRhoD",1243928,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::Rndm::flat",0,1423205,1340859,351982,2503890,1450219
"all;g4run;libpythia8;Pythia8::ColourReconnection::reconnectMPIs",0,0,1340713,101719,0,0
"all;g4run;libpythia8;Pythia8::ParticleDecays::decay",0,0,1277011,0,0,0
"all;g4run;libpythia8;Pythia8::RotBstMatrix::rot",0,0,0,101659,773828,831660
"all;g4run;libpythia8;Pythia8::operator*",1200779,0,0,0,0,0
"all;g4run;libpythia8;Pythia8::operator-",0,0,1185756,0,0,793130
"all;g4run;libpythia8;Pythia8::HelicityParticle::spinStates",0,1400041,0,0,0,0
"all;g4run;libm",,,,,,
"all;g4run;libm;with_errno",0,0,0,334836,0,0
"all;g4run;libm;__fmod_finite@GLIBC_2.15",0,1292022,0,0,1568315,750272
"all;g4run;libm;__fmod",0,2481849,0,0,0,641039
"all;g4run;libm;hypot@@GLIBC_2.35",14962277,6497410,6305754,1359835,6299716,3696617
"all;g4run;libm;__ieee754_acos_fma",236717423,173128416,254116985,50292736,178148992,30666356
"all;g4run;libm;__sin_fma",518546007,544800817,567163192,29839198,354748023,173286125
"all;g4run;libm;__tan_fma",0,1403275,0,216465,1162962,0
"all;g4run;libm;__strtod_nan@plt",120617376,161453594,151167980,16842125,95181559,71559961
"all;g4run;libm;pow@@GLIBC_2.29",157289805,129679910,178038122,6728035,78924386,79610249
"all;g4run;libm;__atan2",4803831112,5716160731,5385470128,501183773,3132466635,2455983143
"all;g4run;libm;__acos",29185829,50909823,38192277,9090967,35853929,7252962
"all;g4run;libm;__ieee754_exp_fma",610091777,616215616,621112549,44220421,314349111,277014641
"all;g4run;libm;__ieee754_pow_fma",1301052752,1356884756,1453682326,58968787,554047143,808892140
"all;g4run;libm;__ieee754_log_fma",485316201,523823978,539659517,45521970,334453919,227170911
"all;g4run;libm;@plt",0,1258208,0,0,0,0
"all;g4run;libm;exp@@GLIBC_2.29",457902338,462848470,492609360,26130398,241838539,182047612
"all;g4run;libm;__ieee754_atan2_fma",39672954055,46155561862,44526002959,4104718737,25303587226,20829212208
"all;g4run;libm;xflow",0,1191080,1231130,480905,1376824,816314
"all;g4run;libm;__math_check_uflow",0,1248475,0,135859,0,0
"all;g4run;libm;__math_uflow",0,0,0,687365,1358299,0
"all;g4run;libm;log@@GLIBC_2.29",24417981,18757871,34828153,7266792,16045003,4276508
"all;g4run;libm;__atan_fma",0,0,0,299261,0,0
"all;g4run;libm;__sincos",8654789392,9446393261,9496390257,915363535,6634575037,2683199616
"all;g4run;libQt5Qml",,,,,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",31942190,37051195,38754894,5624675,14387512,5494389
"all;g4run;ld-linux-x86-64",,,,,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",11588047557,13088445620,12605292236,1416905151,8992148586,4076614918
"all;g4run;libG4processes",,,,,,
"all;g4run;libG4processes;G4HadronicParameters::SetEnableIntegralInelasticXS",0,0,0,0,756273,0
"all;g4run;libG4processes;0x00000000008388a5",0,0,0,140127,809837,0
"all;g4run;libG4processes;0x0000000000833f69",0,0,2264210,0,745966,505976
"all;g4run;libG4processes;0x00000000008af3e5",1081600,0,0,241214,0,0
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",50880439,69448078,44058403,6582329,43869532,22403479
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",16305223,34092490,23447087,6047389,35015058,3634854
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",671074036,594907446,668324441,37569085,327317749,322932443
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",1168501,0,0,0,0,1887373
"all;g4run;libG4processes;0x0000000000b3f93a",0,1211863,1163656,0,0,0
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",81111733,83134667,106957092,15202902,98155277,1226817
"all;g4run;libG4processes;0x00000000008b6cd4",0,1261271,0,0,0,0
"all;g4run;libG4processes;0x0000000000b3f93e",6731756,1250186,1116180,153710,2420558,2657176
"all;g4run;libG4processes;G4AngularDistributionPP::Phi",1250797,0,0,0,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",712213,1269292,2875500,1487793,0,756714
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",2147823,0,0,138192,841522,0
"all;g4run;libG4processes;0x0000000000a1abde",0,0,0,0,0,493121
"all;g4run;libG4processes;0x0000000000a45da4",0,0,0,154248,0,1182164
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",4502103,10065396,6320863,2652369,3564890,3978288
"all;g4run;libG4processes;G4QGSParticipants::CreateStrings@plt",0,0,0,136911,0,0
"all;g4run;libG4processes;G4KineticTrack::Decay",0,0,0,308847,770640,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",0,2664952,0,163663,1693292,1319821
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",21209399,20020558,18262859,8985956,27780175,1672533
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",1161637,0,1226434,182436,0,595114
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",366785666,415650161,361689435,26993098,316877085,125644487
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",218914713,237206558,254392738,49096282,269167661,12666560
"all;g4run;libG4processes;0x000000000096ef2d",0,1214825,0,0,0,0
"all;g4run;libG4processes;G4TritonGEMProbability::G4TritonGEMProbability@plt",2188776,1151754,0,0,0,1216560
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",3436278,0,4914211,157885,1491535,275929
"all;g4run;libG4processes;0x000000000037d810",2113802,0,1156260,0,0,0
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",32685676,42596504,43813546,4998809,30612700,19124534
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray",0,0,0,0,0,216949
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",41993494,49810980,52088792,5057794,36855824,11247365
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",12152074,18479405,9400686,5191650,13171663,3117972
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",42060743,38535560,46961200,4348836,26001404,12828254
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",15639364,11390721,12549192,3586170,18600654,2620070
"all;g4run;libG4processes;0x0000000000838c16",0,3696677,1004301,0,939380,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",453732698,397075880,463955601,96213143,433969430,30900230
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",0,1149489,0,265951,924203,0
"all;g4run;libG4processes;0x00000000009e3cb1",0,0,0,0,865191,0
"all;g4run;libG4processes;G4ExcitationHandler::SetFermiModel@plt",0,0,2497233,0,830584,0
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",2448726,3682351,1221471,1297271,788595,1255223
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",12031151,23548718,2324042,4282234,6719031,2524504
"all;g4run;libG4processes;0x000000000083e107",0,0,1318083,0,0,0
"all;g4run;libG4processes;0x00000000008363e3",30858601,41471273,50886407,9010002,44797896,5563704
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",0,0,1186649,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",25446177,45292397,31770867,7157789,35999421,3360092
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",0,1340160,1286918,118846,1001532,360939
"all;g4run;libG4processes;0x00000000008363e9",25751277,40074997,41429687,9524564,35053130,3833791
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",25586943,20971233,28100907,1843618,16722614,7970079
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",91064748,91110528,88757919,23197019,82732683,6602453
"all;g4run;libG4processes;G4ResonanceNames::~G4ResonanceNames",1283600,1284245,0,0,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleSpectralXTRdEdx",0,0,1196720,153723,0,0
"all;g4run;libG4processes;0x0000000000aa3498",0,0,0,0,729601,397569
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",0,0,0,349190,1714279,0
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",2158623,9742012,1200532,628080,859335,2681823
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",36986895,30471595,29868153,1843730,21922800,9419860
"all;g4run;libG4processes;0x0000000000b39256",0,0,0,149595,0,0
"all;g4run;libG4processes;G4PenelopeOscillator::G4PenelopeOscillator@plt",0,0,0,170924,877325,0
"all;g4run;libG4processes;G4VXTRenergyLoss::XTRNSpectralDensity",0,1199073,0,0,0,0
"all;g4run;libG4processes;G4InuclCollider::collide",1521619987,1663360183,1548299959,261489746,1373981644,181281459
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::BuildPhysicsTable",0,0,0,0,0,245105
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",0,0,0,599284,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",1102566,2371306,1097302,170034,1830710,0
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",1146156,2699854,3664639,508488,1826904,362626
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",139557367,153454757,121742134,13278876,78602701,73380883
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",0,1173886,1245075,141925,0,0
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",12538122,24833820,10196993,6473501,16681882,2830902
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",237780248,288856088,263116811,21297870,195794012,89134475
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",762137066,876540218,882759876,136157225,638851707,267515246
"all;g4run;libG4processes;G4RKFieldIntegrator::GetProtonPotential",0,0,0,187101,0,228788
