id,instructions,uops_dispatched,uops_retired,de_dis_uop_queue_empty_di0,de_dis_uops_from_decoder_decoder_dispatched,de_dis_uops_from_decoder_opcache_dispatched
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libG4processes;0x0000000000a48fcd",2236513,1223852,0,172202,739152,0
"all;g4run;libG4processes;0x0000000000a18d7b",3420667,0,1215677,484807,1694254,499745
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<15, 19>::~G4NumIntTwoBodyAngDst",0,0,0,195337,835044,0
"all;g4run;libG4processes;G4AdjointGamma::AdjointGamma@plt",14454657,22648656,16469180,3128464,11411806,1327221
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::GenerateMomenta",0,1246004,0,0,0,0
"all;g4run;libG4processes;G4PAIxSection::GetStepCerenkovLoss",3319953,1317202,8637723,814125,3884870,2081180
"all;g4run;libG4processes;0x00000000008394e6",33390489,39852186,46812327,2190192,31684414,11348306
"all;g4run;libG4processes;G4ThreadLocalSingleton<void>::Insert<G4ThreadLocalSingleton<G4CascadeParameters>::Insert()::{lambda()#1}>",2192147,1192734,0,0,875433,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeNPChannel::~G4CascadeNPChannel()",7854193,17719144,5951405,2477692,11176825,2502021
"all;g4run;libG4processes;0x000000000093f725",386120669,496954569,491143316,69255240,370514206,113574697
"all;g4run;libG4processes;std::vector<G4VSplitableHadron*, std::allocator<G4VSplitableHadron*> >::_M_realloc_insert<G4VSplitableHadron* const&>",0,0,1155890,105042,0,268272
"all;g4run;libG4processes;0x00000000004ba7dc",0,1307897,1155796,0,0,661986
"all;g4run;libG4processes;G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::print",11823786,9992252,8544060,3648684,8120021,1078236
"all;g4run;libG4processes;G4HadronicException::~G4HadronicException",12266927,17282689,10541840,6559709,14062643,3734089
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::pp_ppPi0Pi0Pi0@plt",0,1283586,0,0,0,0
"all;g4run;libG4processes;G4VCrossSectionDataSet::G4VCrossSectionDataSet@plt",1047842,0,0,0,0,0
"all;g4run;libG4processes;G4PAIySection::G4PAIySection",530507611,674786613,527226062,124251503,646982716,60495233
"all;g4run;libG4processes;G4INCL::Random::sphereVector@plt",2240897,1346526,2530295,119031,735878,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherfordCosT",5379818,3546555,4803313,572488,4223827,316797
"all;g4run;libG4processes;G4SauterGavrilaAngularDistribution::SampleDirection",28489109,27200665,26453607,2429620,17122382,5371471
"all;g4run;libG4processes;std::_Rb_tree<long, std::pair<long const, double>, std::_Select1st<std::pair<long const, double> >, std::less<long>, std::allocator<std::pair<long const, double> > >::_M_get_insert_unique_pos@plt",1141395,0,0,0,0,0
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4GenerateFission",0,0,0,126482,0,0
"all;g4run;libG4processes;G4INCL::AllocationPool<G4INCL::NNToNNKKbChannel>::getObject@plt",0,2573990,0,0,740294,0
"all;g4run;libG4processes;G4InuclNuclei::makeG4Fragment",53056499,62210260,54264203,10974824,51596789,5688197
"all;g4run;libG4processes;0x0000000000f2e13e",11963644,11077307,7937436,1599795,12778458,1226679
"all;g4run;libG4processes;std::ctype<char>::_M_widen_init@plt",0,2552568,0,0,0,0
"all;g4run;libG4processes;G4InuclParamAngDst::GetCosTheta",6653941,3696441,7081451,1643466,775121,598164
"all;g4run;libG4processes;G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print",7926972,7276797,9600523,2623652,7969773,462158
"all;g4run;libG4processes;G4C15GEMChannel::~G4C15GEMChannel",21908208,9639068,10353792,991822,6354752,6921042
"all;g4run;libG4processes;G4StatMFMacroCanonical::ChooseA",5384302,5054204,11298679,2607648,3488933,2810704
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetExchangeT",514169891,553974364,557099974,44511079,357507654,190579767
"all;g4run;libG4processes;G4OpticalParametersMessenger::G4OpticalParametersMessenger",1360075543,1559290250,1455764374,183139798,1085667587,397811929
"all;g4run;libG4processes;G4InuclNuclei::operator G4Fragment",2154909,4919533,6933257,289727,4873035,0
"all;g4run;libG4processes;G4StatMFParameters::GetCoulomb",0,0,0,0,0,1368380
"all;g4run;libG4processes;G4Cache<G4CascadeParameters*>::~G4Cache",1137726,0,0,0,0,0
"all;g4run;libG4processes;0x000000000037b7b0",2115872,1239032,1207651,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, G4DNACrossSectionDataSet*>, std::_Select1st<std::pair<G4String const, G4DNACrossSectionDataSet*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4DNACrossSectionDataSet*> > >::find@plt",0,0,0,0,1024342,0
"all;g4run;libG4processes;G4CacheReference<CLHEP::HepLorentzVector*>::Destroy",1103269,0,2438235,197957,0,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::Verbose",1304390266,1316921795,1370840108,179624182,1127529539,181915950
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMfunctions",102618329,122775933,122155003,30052496,123788616,4214717
"all;g4run;libG4processes;G4LossTableManager::DeRegister",0,3849654,5921333,496041,560994,1684268
"all;g4run;libG4processes;G4OpticalParameters::GetCerenkovMaxPhotonsPerStep",0,0,0,392819,780153,0
"all;g4run;libG4processes;memset@plt",0,0,1275849,300179,799725,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::printTable",92645775,69578592,99205739,20039288,80897694,6533229
"all;g4run;libG4processes;0x0000000000936c12",0,0,0,0,0,656604
"all;g4run;libG4processes;__tcf_0",48745622,46230288,43455445,8726386,37552499,13671833
"all;g4run;libG4processes;G4EmBiasingManager::G4EmBiasingManager",0,0,0,124659,0,0
"all;g4run;libG4processes;G4PAIxSection::GetMMEnergyTransfer",5595570,1348407,2579339,403957,768645,2792674
"all;g4run;libG4processes;__tcf_1",307017690,320661766,298323786,38699154,255575814,83166258
"all;g4run;libG4processes;G4VEmProcess::~G4VEmProcess",2309333,1287469,2114605,347145,0,0
"all;g4run;libG4processes;G4LorentzConvertor::toTheTargetRestFrame",12282980,22777990,21662626,5695498,6709587,19544695
"all;g4run;libG4processes;G4StatMFParameters::DBetaDT",21483794,22288054,18971778,429846,4888588,18580184
"all;g4run;libG4processes;G4CrossSectionFactoryRegistry::Register",24523412,46368839,26014311,9815979,22301531,7535260
"all;g4run;libG4processes;G4VCrossSectionRatio::~G4VCrossSectionRatio",0,3702003,3454668,1254161,4521079,1035023
"all;g4run;libG4processes;G4GammaNuclearXS::IsoCrossSection",2066206,5026858,2115889,970973,3486890,0
"all;g4run;libG4processes;G4StatMFMacroMultiNucleon::CalcEnergy",1005906,1182995,1099969,589343,1677441,114475
"all;g4run;libG4processes;0x000000000037f1d0",4650143,3877684,4819176,439703,2371339,0
"all;g4run;libG4processes;__cxa_begin_catch@plt",2157122,0,1160215,0,1740611,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::AlongStepDoIt",1590377941,1980998440,1712806879,182922829,1177389975,694215833
"all;g4run;libG4processes;G4BinaryCascade::GetFinal4Momentum",0,0,0,0,840736,0
"all;g4run;libG4processes;0x000000000083fefe",3115699,3602114,5912486,404213,3816613,989804
"all;g4run;libG4processes;std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt",3256349,2566909,0,0,772148,0
"all;g4run;libG4processes;0x00000000008394eb",48780485,34030847,44123605,2366885,33071050,6514283
"all;g4run;libG4processes;G4NuclearFermiDensity::~G4NuclearFermiDensity",981482,0,1194999,150409,3301142,0
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt@plt",5521138,9250557,2497078,1082784,2327055,2537417
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetExchangeT",17973841,31340031,20562267,4727130,27547194,4674381
"all;g4run;libG4processes;G4TransparentRegXTRadiator::GetStackFactor",21396770,35653865,29309930,5282401,10367766,15446771
"all;g4run;libG4processes;0x000000000037c570",0,0,1144991,0,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetScintFiniteRiseTime",2118322,1298726,0,772861,5366057,454898
"all;g4run;libG4processes;G4StatMFMacroCanonical::ChooseZ",3300494,4965844,2644306,2097135,1787598,618506
"all;g4run;libG4processes;G4CascadeColliderBase::inelasticInteractionPossible",28149274,26864243,33871257,7225553,28114991,2488793
"all;g4run;libG4processes;G4InitXscPAI::IntegralPAIxSection",51193994,73002538,54800590,9302196,74850455,4596433
"all;g4run;libG4processes;G4HadronicDeveloperParameters::Get",0,0,0,131034,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom",4561816,11341473,11025883,3667460,12791548,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::G4CascadeDeexciteBase",193747882,232244070,205243016,40975589,188286491,22033477
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton",4826362186,5650604905,5062849868,980393943,4812932058,872146073
"all;g4run;libG4processes;0x000000000037cf50",26184541,35051188,36345314,5112921,26765937,11542484
"all;g4run;libG4processes;G4NucleiProperties::GetBindingEnergy@plt",0,0,0,153504,0,0
"all;g4run;libG4processes;G4VEmProcess::GetMeanFreePath",10676807,4444283,10970754,588004,1841086,908483
"all;g4run;libG4processes;G4TransitionRadiation::AngleIntegralDistribution",26206511,26956688,32764077,3565274,19701802,10457648
"all;g4run;libG4processes;0x000000000037bb60",0,0,1219835,0,0,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::G4EquilibriumEvaporator",2201755,2601303,2359969,1134793,5114542,0
"all;g4run;libG4processes;0x0000000000380f80",3391941,4688246,1201811,317229,2485530,520774
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron",0,0,0,299908,0,401192
"all;g4run;libG4processes;G4PenelopeOscillatorManager::GetOscillatorManager@plt",0,0,0,148827,0,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::GetTransportMeanFreePathOnly",11911491,10911914,6941335,843472,5908112,2962968
"all;g4run;libG4processes;G4RKPropagation::Transport",1129999,1297210,0,0,1003121,0
"all;g4run;libG4processes;std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>",13402971,6398396,11025325,3697155,8443127,526542
"all;g4run;libG4processes;G4SBBremTable::LinSearch",595463370,633997241,696528310,30092223,475074255,183559313
"all;g4run;libG4processes;G4LossTableManager::Register",185145573,237669444,223562946,43132936,207595472,51171381
"all;g4run;libG4processes;0x00000000008b6cc6",5585933,4879746,5867950,889395,2607563,0
"all;g4run;libG4processes;G4MuNeutrinoNucleusProcess::PostStepDoIt",0,0,0,300289,1776123,577851
"all;g4run;libG4processes;G4Reggeons::Chi_reggeon",0,4777710,1310787,1840473,3806594,403404
"all;g4run;libG4processes;0x000000000083918f",2238566,1241959,0,0,0,0
"all;g4run;libG4processes;G4Solver<G4StatMFMacroMultiplicity>::Brent",0,0,0,279250,1646172,2232861
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::CalculateCrossSection",3154267,2480918,2162757,118158,690306,747370
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon@plt",0,0,0,0,929883,0
"all;g4run;libG4processes;std::deque<G4StatMFFragment*, std::allocator<G4StatMFFragment*> >::_M_reallocate_map",0,1327030,1256387,845869,0,639163
"all;g4run;libG4processes;G4Cache<CLHEP::HepLorentzVector*>::~G4Cache",1147562,0,1232041,343284,0,924328
"all;g4run;libG4processes;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::printXsec",170591841,217864573,190266260,51987041,162530255,22425718
"all;g4run;libG4processes;G4DiffuseElasticV2::CalculateNuclearRad",0,0,0,0,823139,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorEM",0,0,0,0,0,404636
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetElasticIsotopeCrossSection",19829076,22862608,34752543,5973503,25796702,4555213
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomGauss",0,0,1325409,0,0,0
"all;g4run;libG4processes;0x0000000000a05db6",0,1157044,0,0,0,508057
"all;g4run;libG4processes;G4INCL::CrossSections::NDeltaToNLK@plt",1082549,0,0,128792,0,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeGla",5655617,7495527,9643131,1161802,1783370,3340611
"all;g4run;libG4processes;G4FTFModel::StoreInvolvedNucleon",0,0,0,133524,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<double, std::allocator<double> >*>, std::_Select1st<std::pair<G4String const, std::vector<double, std::allocator<double> >*> >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<double, std::allocator<double> >*> > >::_M_get_insert_hint_unique_pos@plt",1092604,0,0,153483,921943,737392
"all;g4run;libG4processes;G4StatMFChannel::FragmentsMomenta",3986833,16853347,5970888,6030424,5873411,3618622
"all;g4run;libG4processes;G4LossTableBuilder::GetFlag",68718252,108617463,69495478,9703088,69030607,20233158
"all;g4run;libG4processes;G4CollisionOutput::getTotalCharge",16925147,16066039,10876300,5600288,13186899,1563029
"all;g4run;libG4processes;G4CascadeCheckBalance::collide",86539483,88067960,77253449,15751646,73712191,5252366
"all;g4run;libG4processes;G4Abla::DeexcitationAblaxx",0,0,0,537029,922573,0
"all;g4run;libG4processes;G4CascadeInterface::makeDynamicParticle",35143720,44756269,44673243,8728232,42371205,3045411
"all;g4run;libG4processes;G4Absorber::FindProducts",681592,0,1271989,0,0,0
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",7968821,3316703,5890418,2462122,3011971,0
"all;g4run;libG4processes;0x0000000000a31fb6",0,0,2451082,465727,756558,0
"all;g4run;libG4processes;0x0000000000936c1a",10805816,23468415,7205365,1722843,11831610,5607505
"all;g4run;libG4processes;G4CascadeRecoilMaker::G4CascadeRecoilMaker",208071156,208868741,200237751,68962532,191627380,26214866
"all;g4run;libG4processes;0x0000000000a31fb8",0,0,1209301,327333,0,842904
"all;g4run;libG4processes;G4NuclNucl4BodyMomDst::~G4NuclNucl4BodyMomDst",1180062,1203493,0,0,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetAngleVector",18134937,11005139,15265189,1798387,5047510,7522290
"all;g4run;libG4processes;0x0000000000a31fb9",1868284,0,2347086,182165,784309,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateTwoBody",5578168,15628018,7387466,2246575,13646876,0
"all;g4run;libG4processes;0x00000000008b925a",6042132,5151107,9239604,1369493,8189218,254288
"all;g4run;libG4processes;G4SBBremTable::LoadSTGrid",1708688074,1831769694,1859888677,102208584,1339519033,464572479
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron",0,7344089,1102636,105980,0,1307978
"all;g4run;libG4processes;G4NeutronElectronElXsc::~G4NeutronElectronElXsc",11897084,15948718,12065036,1327377,10023945,3953719
"all;g4run;libG4processes;G4QuarkExchange::ExciteParticipants",0,1161163,0,0,0,0
"all;g4run;libG4processes;G4DNAMesh::GetBoundingBox@plt",1133054,1886599,1254765,0,1015005,603249
"all;g4run;libG4processes;0x000000000037dc80",2096654,4891925,8469439,1107776,4298535,352547
"all;g4run;libG4processes;G4CrossSectionDataStore::BuildPhysicsTable",5528134,5981413,2439941,342467,2714926,1117340
"all;g4run;libG4processes;0x00000000008b925f",1035658,0,0,0,0,405670
"all;g4run;libG4processes;G4PAIxSection::GetCerenkovEnergyTransfer",3208392,6173762,8313419,1662286,3216126,2369101
"all;g4run;libG4processes;G4CascadeCheckBalance::strangeOkay",3293615,7366173,2481751,2155896,2354182,0
"all;g4run;libG4processes;G4NucleiModel::initializeCascad",1126707,2605894,4847422,145614,1648759,0
"all;g4run;libG4processes;0x0000000000f67ef6",4442900,5949779,4784860,469969,2649152,2273593
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::Clean",2224239950,2765060890,2455589471,393383634,1734037903,898033631
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase",1053664,0,2355686,0,0,516407
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasLinearPhotoAbs",2346034,4764547,2442203,421313,2432109,559540
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity",8159528,7992295,3051849,455907,848972,3497571
"all;g4run;libG4processes;G4PairProductionRelModel::G4PairProductionRelModel",584487769,628661359,639478783,100224309,517587943,83214477
"all;g4run;libG4processes;G4NucleiModel::reset",32357293,33389810,31791228,10934333,39910435,1052517
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetChipsCrossSection",8412567,3428437,4636227,134908,0,5221327
"all;g4run;libG4processes;G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength",113094659,135986831,138584542,11245506,68810213,47764301
"all;g4run;libG4processes;G4CascadeCoalescence::FindClusters",52653546,56467851,71522406,10400913,77976322,3748906
"all;g4run;libG4processes;G4LENDCrossSection::DumpLENDTargetInfo@plt",0,0,0,260982,0,0
"all;g4run;libG4processes;0x0000000000f08353",6641826,7289145,3595864,0,2710222,9396202
"all;g4run;libG4processes;0x000000000037e880",0,0,0,0,0,390309
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::getMultiplicity",9913796,6020315,6303949,449820,0,1208210
"all;g4run;libG4processes;G4CollisionOutput::getTotalOutputMomentum",13536883,17713194,15901599,4887150,13856839,2006841
"all;g4run;libG4processes;G4IntraNucleiCascader::preloadCascade",87810484,78963167,96613018,18377055,87678041,3045270
"all;g4run;libG4processes;G4RKPropagation::FieldTransport",316589379,374289057,387019605,62576905,344181236,26747553
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetInelasticIsotopeCrossSection",366307629,371959706,413601547,83323422,296873531,70778276
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity",41437078,43208243,32519631,6729656,18092874,18546146
"all;g4run;libG4processes;G4PEEffectFluoModel::~G4PEEffectFluoModel@plt",0,0,1228806,0,0,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTrueStepLength",1048582,4910521,1131634,621455,941100,0
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::ReadData",122673283,138799894,146195956,9927035,70549676,57761215
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_erase",0,0,0,147271,0,0
"all;g4run;libG4processes;G4Abla::idint@plt",0,0,0,0,0,502019
"all;g4run;libG4processes;G4InuclParamMomDst::~G4InuclParamMomDst",0,0,0,0,0,553857
"all;g4run;libG4processes;std::vector<G4CollisionInitialState*, std::allocator<G4CollisionInitialState*> >::_M_realloc_insert<G4CollisionInitialState*>",1073546,0,0,154735,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetComptonPerAtom",5265882,7232921,4696283,310890,3127908,3062980
"all;g4run;libG4processes;G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt",1126233,0,1264757,0,934027,439267
"all;g4run;libG4processes;0x00000000008b6ccc",5483688,2368067,3479321,671717,2716959,613455
"all;g4run;libG4processes;G4PolarizedIonisationModel::SampleSecondaries",26411854,41272034,18887542,3832131,32169540,2197727
"all;g4run;libG4processes;free@plt",4487141,0,3722298,171319,733219,1357766
"all;g4run;libG4processes;G4VXTRenergyLoss::IsApplicable",11779572,8617291,13149063,1666913,5663342,2242744
"all;g4run;libG4processes;0x000000000083484d",2189196,6303906,0,130858,2631470,609566
"all;g4run;libG4processes;G4HadronicParameters::SetEnergyThresholdForHeavyHadrons",3411238,4914202,0,158074,818142,466090
"all;g4run;libG4processes;0x00000000006ce62c",0,1163635,0,155963,1064817,258577
"all;g4run;libG4processes;0x0000000000a51697",2200599,1243003,0,169995,2630814,0
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::CalculateCrossSection",26657378,28426563,13037792,2448002,21882499,0
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4SetIncidentEnergy",982272,0,1136983,445464,0,0
"all;g4run;libG4processes;G4SeltzerBergerModel::SetupForMaterial",16060202,17402991,11383434,1333746,8544579,3668260
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection",33312839,53793917,37380880,14395878,29137117,2934430
"all;g4run;libG4processes;0x00000000006ce62f",132763748,161110774,142005153,18681154,133608851,19652837
"all;g4run;libG4processes;G4FPYSamplingOps::ShiftParameters",0,0,0,241256,0,0
"all;g4run;libG4processes;G4INCL::NNOmegaToMultiPionsChannel::nn_pnPipPimPim@plt",833057,0,0,0,0,0
"all;g4run;libG4processes;G4ProtonField::G4ProtonField",32565826,36817475,38353191,8352921,21464570,6042155
"all;g4run;libG4processes;G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry",0,5118542,3436690,622394,0,405512
"all;g4run;libG4processes;G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt",0,0,0,163238,751988,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::ComputeGeomPathLength",0,1278087,1189112,514238,972549,0
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::GetElasticElementCrossSection",26262360,28487466,25646012,4602530,32593340,3315992
"all;g4run;libG4processes;G4ParallelWorldProcessStore::SetParallelWorld",2213908679,2583570833,2434175275,273329120,1648969355,944635720
"all;g4run;libG4processes;G4BigBanger::xProbability",0,0,0,108803,0,0
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::GenerateMultiBody",1112826,1230227,1455445,0,0,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::print",0,0,0,147161,0,0
"all;g4run;libG4processes;G4StatMFFragment::GetInvLevelDensity",0,1185963,1212895,664180,950481,0
"all;g4run;libG4processes;G4CrossSectionDataStore::G4CrossSectionDataStore",2427956331,2746759513,2569817923,370516543,1971983835,729192992
"all;g4run;libG4processes;ptwX_setData@plt",0,1064934,0,0,0,320793
"all;g4run;libG4processes;G4He3GEMProbability::~G4He3GEMProbability@plt",1141760,6288454,0,171952,0,0
"all;g4run;libG4processes;0x00000000008e52b7",0,0,1156922,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::G4ChipsProtonElasticXS",7815353,7274284,9057955,2604933,10989693,993798
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::GetIsoCrossSection",0,0,1277765,0,0,590537
"all;g4run;libG4processes;G4RKFieldIntegrator::~G4RKFieldIntegrator",3321250,3683748,1161614,757955,5009838,732222
"all;g4run;libG4processes;G4CollisionOutput::tuneSelectedPair",5632765,11951789,5420259,1593776,2596704,0
"all;g4run;libG4processes;G4PionMinusField::~G4PionMinusField@plt",144141913,183172822,141687432,22778904,127790542,36128970
"all;g4run;libG4processes;0x00000000009d3334",0,0,0,331154,0,0
"all;g4run;libG4processes;0x0000000000857a8d",0,0,0,132315,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::GetLPMFunctions",53409164,45249345,46055322,3305058,42958522,11373807
"all;g4run;libG4processes;G4VEmProcess::ComputeIntegralLambda",983129424,1033851911,1075301143,195350108,892955026,164208147
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS",136432603,132689208,145292268,10719150,93097353,46755723
"all;g4run;libG4processes;G4Region::SetFastSimulationManager@plt",16499068,13786622,23857545,1859125,13874101,4903893
"all;g4run;libG4processes;G4MuonicAtomDecay::DumpState",977513,0,2224396,0,0,2138462
"all;g4run;libG4processes;G4BinaryCascade::Propagate",0,0,0,405790,0,0
"all;g4run;libG4processes;G4OpticalParameters::Instance@plt",0,0,0,122122,798618,342390
"all;g4run;libG4processes;0x0000000000f67efd",17470297,34075448,30608087,3265252,19225515,9758753
"all;g4run;libG4processes;G4ScreeningMottCrossSection::SetupKinematic",227884021,280646232,224292916,37769938,195287650,72995013
"all;g4run;libG4processes;0x000000000083ee2f",0,0,1139391,0,0,0
"all;g4run;libG4processes;0x000000000083d212",3258825,0,1070703,0,920719,0
"all;g4run;libG4processes;0x000000000083d213",1091328,0,0,0,0,0
"all;g4run;libG4processes;std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt",2400199,1247569,2490757,258955,3928413,171169
"all;g4run;libG4processes;G4ScoreSplittingProcess::AtRestDoIt",1185603946,1419629547,1255896585,133512246,900431626,503307578
"all;g4run;libG4processes;G4LightTargetCollider::collide",958360887,949963864,1035442340,182463640,894806541,78797310
"all;g4run;libG4processes;0x000000000037bc80",0,3477924,1152830,247291,1007767,1134183
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingParticles",10241509,14872478,12778998,3442620,10568028,4619099
"all;g4run;libG4processes;0x0000000000f0835b",0,1176078,0,0,0,0
"all;g4run;libG4processes;G4CascadeParameters::G4CascadeParameters",2070151,2459360,3642360,1039817,2546438,0
"all;g4run;libG4processes;G4CascadeNPChannel::~G4CascadeNPChannel",20069256,18676725,24082184,4155411,18880718,1292066
"all;g4run;libG4processes;G4SBBremTable::~G4SBBremTable",193785812,187896664,185665963,8136781,118866102,54178212
"all;g4run;libG4processes;G4ShellData::~G4ShellData",0,0,0,112282,0,0
"all;g4run;libG4processes;0x000000000083d217",0,2406137,0,0,0,423885
"all;g4run;libG4processes;G4N12GEMChannel::~G4N12GEMChannel",0,1326204,0,804185,746327,0
"all;g4run;libG4processes;G4Clebsch::Wigner9J",0,0,0,129871,1007191,0
"all;g4run;libG4processes;G4StatMFMacroNucleon::CalcEnergy",0,1331512,0,134224,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::copyWoundedNucleus",358324452,400080996,391622686,79291461,334842070,51755570
"all;g4run;libG4processes;0x0000000000834925",0,1272100,0,0,0,144074
"all;g4run;libG4processes;0x0000000000ab2a52",0,1326049,0,0,0,0
"all;g4run;libG4processes;G4MuonMinusBoundDecay::ApplyYourself",4389011,9871190,7098060,414722,4270674,2131696
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::CalculateCrossSection",0,0,0,183097,0,0
"all;g4run;libG4processes;G4Bessel::I1",0,1208344,0,121772,0,277345
"all;g4run;libG4processes;G4FPYNormalFragmentDist::G4FPYNormalFragmentDist@plt",1218257,1191579,1224233,135943,1709371,0
"all;g4run;libG4processes;G4AblaDataFile::readData",0,0,0,0,1049013,0
"all;g4run;libG4processes;G4EmCorrections::LShellCorrection@plt",1164407,0,0,0,0,0
"all;g4run;libG4processes;G4LossTableBuilder::BuildDEDXTable",435244037,543033669,476509942,40795088,289161506,205482652
"all;g4run;libG4processes;G4CrossSectionDataStore::SampleZandA",2120354,1272316,4742355,784085,2870799,0
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::G4HadronicAbsorptionBertini",3179966,1258776,5074058,227091,942200,2209568
