id,instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses
"all;g4run;libG4processes;0x00000000003c2de0",131893811,73805940,5348627,446755
"all;g4run;libG4processes;G4NuclearLevelData::GetInstance",0,0,4228,0
"all;g4run;libG4processes;0x00000000003b28f0",2096767,545718,198060,21584
"all;g4run;libG4processes;G4WentzelOKandVIxSection::SampleSingleScattering",862848447,496060623,25166200,4248540
"all;g4run;libG4processes;G4Mg25GEMProbability::G4Mg25GEMProbability",2343173,0,0,0
"all;g4run;libG4processes;0x00000000003c20b4",31747719,15146785,679101,630358
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4Mag_EqRhs*>, std::_Select1st<std::pair<int const, G4Mag_EqRhs*> >, std::less<int>, std::allocator<std::pair<int const, G4Mag_EqRhs*> > >::_M_erase",0,726709,0,0
"all;g4run;libG4processes;0x00000000003b5c60",0,761767,0,0
"all;g4run;libG4processes;std::vector<G4VProcess*, std::allocator<G4VProcess*> >::_M_realloc_insert<G4VProcess* const&>",1496800,601069,0,5651
"all;g4run;libG4processes;G4FTFParticipants::ShiftInteractionTime",7103359,2973362,0,0
"all;g4run;libG4processes;G4BinaryCascade::Absorb",1245127,1340735,0,8162
"all;g4run;libG4processes;0x00000000003c2de4",172584304,87300262,11640734,627674
"all;g4run;libG4processes;0x00000000003b28f4",13603658,2814353,279934,212947
"all;g4run;libG4processes;G4DiffractiveExcitation::UnpackBaryon",0,0,0,3845
"all;g4run;libG4processes;G4XPDGTotal::IsValid",2104369,0,0,0
"all;g4run;libG4processes;0x00000000003b25a0",0,0,50995,0
"all;g4run;libG4processes;0x00000000003b5c64",2182877,0,0,0
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Fancy3DNucleusHelper*, std::vector<G4Fancy3DNucleusHelper, std::allocator<G4Fancy3DNucleusHelper> > >, __gnu_cxx::__ops::_Val_less_iter>",23775548,28987880,53695,30058
"all;g4run;libG4processes;G4CascadeRecoilMaker::goodFragment",552080048,350300175,18130188,4571510
"all;g4run;libG4processes;std::map<G4String, G4ParticleDefinition*, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::operator[]",0,0,27946,0
"all;g4run;libG4processes;G4VParticipants::Init",0,645960,0,12663
"all;g4run;libG4processes;G4FTFModel::ExciteParticipants",1866137,3506429,106209,27571
"all;g4run;libG4processes;G4FTFModel::GetProjectileNucleus",2181824,0,0,4596
"all;g4run;libG4processes;0x00000000003bfe80",20122097,6617229,288675,129801
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >",7556135,7279582,196052,73627
"all;g4run;libG4processes;0x00000000003b9740",0,600458,0,9792
"all;g4run;libG4processes;0x00000000003b62d0",54655177,25205158,743996,380251
"all;g4run;libG4processes;G4ExcitedStringDecay::FragmentString",0,1132700,145573,69281
"all;g4run;libG4processes;G4InteractionCase::set",1724299862,991753889,23621811,27330943
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",637445516,396641535,12197854,4915009
"all;g4run;libG4processes;G4NeutronCaptureXS::IsoCrossSection",206631441412,121344874628,16477883950,722954880
"all;g4run;libG4processes;0x00000000003b2fc0",7178777,2952698,101705,73178
"all;g4run;libG4processes;0x00000000003bfe84",15129156,11420993,544527,127171
"all;g4run;libG4processes;0x00000000003c3e30",0,647397,0,0
"all;g4run;libG4processes;0x00000000003b62d4",0,1053512,179824,36028
"all;g4run;libG4processes;0x00000000003b9744",1177545,1313823,0,4914
"all;g4run;libG4processes;0x00000000003d0ff4",44055528,16648160,450221,484243
"all;g4run;libG4processes;G4ProtonField::GetField",578564,1833736,143357,24906
"all;g4run;libG4processes;0x00000000003b2fc4",120735717,52205861,484111,581284
"all;g4run;libG4processes;0x00000000003b6cb0",2111381,591288,295879,10127
"all;g4run;libG4processes;0x00000000003c3e34",5684255,1997002,56985,13895
"all;g4run;libG4processes;0x00000000003ccf30",643391,1884824,49339,11919
"all;g4run;libG4processes;G4XAqmElastic::CrossSection",1051589,0,0,0
"all;g4run;libG4processes;0x00000000003ae294",1949964,517913,0,0
"all;g4run;libG4processes;G4ExcitedString::GetLeftParton",0,704716,0,3479
"all;g4run;libG4processes;0x00000000003b6cb4",23139351,13059012,2910760,207735
"all;g4run;libG4processes;G4BGGPionElasticXS::FactorPiMinus",25024977,12435665,497806,23491
"all;g4run;libG4processes;0x00000000003ccf34",1034149,2318783,46841,48676
"all;g4run;libG4processes;0x00000000003bc1a0",6013189,1350240,0,5437
"all;g4run;libG4processes;G4NucleiModel::fillPotentials",374338584,171143617,5106912,2304118
"all;g4run;libG4processes;0x00000000003c44e4",0,0,0,4086
"all;g4run;libG4processes;G4XNDeltastarTable::CrossSectionTable",0,0,0,6734
"all;g4run;libG4processes;0x00000000003bc730",0,1682911,13890,0
"all;g4run;libG4processes;G4Decay::AtRestGetPhysicalInteractionLength",939640,2296822,99659,24806
"all;g4run;libG4processes;0x00000000003c3680",4114243,2389249,40159,22020
"all;g4run;libG4processes;G4HadronicInteraction::IsApplicable",109396223,50724193,4137223,1452646
"all;g4run;libG4processes;G4ScreeningMottCrossSection::RatioMottRutherfordCosT",223872818,97554581,4604085,1303962
"all;g4run;libG4processes;G4SauterGavrilaAngularDistribution::SampleDirection",18220741731,12366723862,812155782,84001335
"all;g4run;libG4processes;0x00000000003bc1a4",1027946,608191,94494,54525
"all;g4run;libG4processes;0x00000000003d0c10",3206178,1737349,56117,33760
"all;g4run;libG4processes;G4ionEffectiveCharge::EffectiveCharge",966773742,843481890,117144304,18884669
"all;g4run;libG4processes;0x00000000003ca6c0",23553975,8874370,51920,155600
"all;g4run;libG4processes;G4EmParameters::Integral",0,0,27252,0
"all;g4run;libG4processes;G4KokoulinMuonNuclearXS::ComputeDDMicroscopicCrossSection",115525890,45988797,29159,0
"all;g4run;libG4processes;G4EmCorrections::KShell",172625991,68793006,189099,9026
"all;g4run;libG4processes;0x00000000003c3604",0,0,42550,0
"all;g4run;libG4processes;0x00000000003c4490",0,0,0,4978
"all;g4run;libG4processes;0x00000000003bf304",33364929,15486945,530988,508615
"all;g4run;libG4processes;0x00000000003d0c14",38587265,25408689,675612,318631
"all;g4run;libG4processes;0x00000000003bf030",45910368,18075419,455886,229782
"all;g4run;libG4processes;G4CascadeParameters::Instance",541113295,279656969,16281319,6945210
"all;g4run;libG4processes;0x00000000003ca6c4",112009432,53248083,520397,857045
"all;g4run;libG4processes;G4InuclParamAngDst::GetCosTheta",995654,0,56335,46356
"all;g4run;libG4processes;0x00000000003ce3b0",14622490,5122041,605435,128993
"all;g4run;libG4processes;G4FragmentingString::GetPleft",0,0,0,9062
"all;g4run;libG4processes;G4PreCompoundHe3::FactorialFactor",41865565,5844046,0,3632
"all;g4run;libG4processes;G4HadronicProcess::CheckResult",912841119,547362379,9108796,2697644
"all;g4run;libG4processes;0x00000000003c4494",7893862,3887607,511295,144446
"all;g4run;libG4processes;G4HadronicInteraction::GetMaxEnergy",32126049,14721968,1368694,601896
"all;g4run;libG4processes;0x00000000003bf034",59726919,32453164,601701,242545
"all;g4run;libG4processes;G4VProcess::EndTracking",37726465085,27143695591,2257211925,223154116
"all;g4run;libG4processes;0x00000000003ce3b4",79514796,33261573,2112430,411170
"all;g4run;libG4processes;G4VLongitudinalStringDecay::SetStrangenessSuppression",0,568910,0,8677
"all;g4run;libG4processes;0x00000000003bd7c0",1053190,562150,52295,10003
"all;g4run;libG4processes;0x00000000003b7820",30430014,26701457,1517036,200471
"all;g4run;libG4processes;0x00000000003d23e4",0,0,49358,8294
"all;g4run;libG4processes;G4GDecay3::GetThreeBodyMomenta",0,656205,0,3384
"all;g4run;libG4processes;G4EmCorrections::MottCorrection",952792,0,0,0
"all;g4run;libG4processes;G4MuBremsstrahlungModel::ComputeCrossSectionPerAtom",2196509,431893,0,0
"all;g4run;libG4processes;G4PreCompoundAlpha::GetRj",12843896,5812106,0,0
"all;g4run;libG4processes;0x00000000003ca0a4",6779658,5240344,1032744,172334
"all;g4run;libG4processes;0x00000000003bd7c4",13625843,16159964,501140,67087
"all;g4run;libG4processes;G4ICRU73QOModel::DEDXPerElement",126084291,41007594,36178,4789
"all;g4run;libG4processes;0x00000000003b7824",163153111,74578815,11663417,1374035
"all;g4run;libG4processes;G4NucleiModel::isProjectile",191308743,121366165,1804465,842037
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMfunctions",3767466994,2023586490,10126817,1094509
"all;g4run;libG4processes;0x00000000003b00a0",0,660847,0,0
"all;g4run;libG4processes;G4CascadParticle::G4CascadParticle",533875876,313410316,19607361,7305400
"all;g4run;libG4processes;G4ChipsPionMinusElasticXS::~G4ChipsPionMinusElasticXS",641605,0,0,0
"all;g4run;libG4processes;G4HadronicProcessStore::RegisterInteraction",1309661,0,0,4884
"all;g4run;libG4processes;0x00000000003b0670",83136766,49412242,6411533,790835
"all;g4run;libG4processes;G4FragmentingString::GetDecayDirection",0,0,0,7518
"all;g4run;libG4processes;G4EmModelManager::Initialise",8941010,4871438,443395,3808
"all;g4run;libG4processes;G4KokoulinMuonNuclearXS::GetElementCrossSection",104143875,69378393,6629842,639180
"all;g4run;libG4processes;G4LorentzConvertor::toTheTargetRestFrame",504523883,273778975,9115903,3915922
"all;g4run;libG4processes;G4VParticipants::G4VParticipants",0,0,58705,0
"all;g4run;libG4processes;0x00000000003b00a4",1950441,608566,391012,47094
"all;g4run;libG4processes;G4EmModelManager::DumpModelList",0,0,0,346
"all;g4run;libG4processes;G4HadFinalState::G4HadFinalState",0,0,0,3025
"all;g4run;libG4processes;G4GammaNuclearXS::IsoCrossSection",0,1206518,332802,62668
"all;g4run;libG4processes;0x00000000003ca324",987883,0,0,2778
"all;g4run;libG4processes;G4MuPairProductionModel::MakeSamplingTables",6798931,4904155,6152,434
"all;g4run;libG4processes;0x00000000003b0674",81030306,45814088,4412253,570448
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::ThreeBodyDecayIt",842594,542335,59008,8078
"all;g4run;libG4processes;0x00000000003c8994",1036966,0,0,4276
"all;g4run;libG4processes;G4HadProjectile::~G4HadProjectile",93259262,46419945,5763929,728644
"all;g4run;libG4processes;G4CascadeNPChannel::findCrossSection",4441819215,2799702564,38556372,38214362
"all;g4run;libG4processes;G4ElectroVDNuclearModel::ApplyYourself",0,0,51859,0
"all;g4run;libG4processes;0x00000000003ba890",10036477,8395230,0,0
"all;g4run;libG4processes;G4ProcessManager::GetAttribute",0,1081103,54729,0
"all;g4run;libG4processes;G4BinaryCascade::GetFinal4Momentum",0,0,39985,0
"all;g4run;libG4processes;G4EmCorrections::IonHighOrderCorrections",1050663,2156112,56753,20688
"all;g4run;libG4processes;G4HadDecayGenerator::Generate",388259419,183487973,7601034,5149834
"all;g4run;libG4processes;G4VLongitudinalStringDecay::QuarkSplitup",0,0,102942,24439
"all;g4run;libG4processes;G4CascadeRecoilMaker::deltaM",4384177982,2809394218,86803379,32385629
"all;g4run;libG4processes;0x00000000003bd734",0,0,6672,0
"all;g4run;libG4processes;G4NeutronField::GetBarrier",1054497,0,0,0
"all;g4run;libG4processes;0x00000000003b0050",41679542,21760312,2561906,319855
"all;g4run;libG4processes;0x00000000003acd10",170589531,105279746,2517605,1726101
"all;g4run;libG4processes;G4NeutronCaptureXS::BuildPhysicsTable",0,0,0,984
"all;g4run;libG4processes;0x00000000003ba894",3099006,629440,0,24316
"all;g4run;libG4processes;G4NuclearFermiDensity::~G4NuclearFermiDensity",0,0,0,8305
"all;g4run;libG4processes;G4InuclSpecialFunctions::G4cbrt",849306621,430073343,16346374,5786256
"all;g4run;libG4processes;std::vector<G4KineticTrack*, std::allocator<G4KineticTrack*> >::_M_realloc_insert<G4KineticTrack* const&>",7328858,6830194,90129,35659
"all;g4run;libG4processes;G4VEmissionProbability::SampleEnergy",37580228,14892372,1261694,310398
"all;g4run;libG4processes;0x00000000003acd54",832588,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetExchangeT",3009848,4244257,281340,57692
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarPChannelData, G4KaonSampler>::getCrossSection",1041898,586691,51703,17654
"all;g4run;libG4processes;G4BinaryCascade::DoTimeStep",1060542,1324669,0,42828
"all;g4run;libG4processes;0x00000000003b0054",20579751,11370005,2108326,220398
"all;g4run;libG4processes;0x00000000003acd14",76221660,44288122,1285307,587244
"all;g4run;libG4processes;G4ExcitedStringDecay::FragmentStrings",25540542,13892342,565516,132477
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getCrossSection",34395317,27198719,989076,505076
"all;g4run;libG4processes;G4CascadeColliderBase::inelasticInteractionPossible",74132270,46539350,2546831,1512451
"all;g4run;libG4processes;G4InuclSpecialFunctions::getAL",227779380,82794559,1830683,938079
"all;g4run;libG4processes;G4BraggIonModel::GetChargeSquareRatio",129492359,98590907,9977476,1644032
"all;g4run;libG4processes;G4LightTargetCollider::~G4LightTargetCollider",0,369787,0,0
"all;g4run;libG4processes;G4LossTableManager::~G4LossTableManager",0,996135,0,0
"all;g4run;libG4processes;0x00000000003c1bf4",0,579651,0,9533
"all;g4run;libG4processes;G4EnergyRangeManager::RegisterMe",0,0,26031,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::G4CascadeDeexciteBase",0,0,0,3934
"all;g4run;libG4processes;0x00000000003cb0a0",987874,0,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom",399856790,177768034,1321179,117745
"all;g4run;libG4processes;G4PairingCorrection::GetFissionPairingCorrection",4956432,2482088,85045,40761
"all;g4run;libG4processes;0x00000000003c9e30",0,551504,0,0
"all;g4run;libG4processes;G4NeutronInelasticXS::GetElementCrossSection",3260799208,1871465691,181338145,5785522
"all;g4run;libG4processes;0x00000000003cf0e4",706779,0,0,0
"all;g4run;libG4processes;0x00000000003b1940",1969435,1804705,135588,15315
"all;g4run;libG4processes;0x00000000003d30d0",3546691,597171,190225,30825
"all;g4run;libG4processes;G4ExitonConfiguration::fill",73572997,59857480,8004941,1254023
"all;g4run;libG4processes;G4NucleiModel::generateInteractionLength",21417750335,13256214806,66966868,139463667
"all;g4run;libG4processes;0x00000000003cb0a4",5122956,2390772,195826,31525
"all;g4run;libG4processes;G4Nucleon::~G4Nucleon",9172303,8281827,283149,28047
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron",0,0,0,9576
"all;g4run;libG4processes;0x00000000003b4cb0",7072480,3470227,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getCrossSection",947218,531262,0,4387
"all;g4run;libG4processes;G4VEmModel::SelectIsotopeNumber",4960099,1687242,130746,40419
"all;g4run;libG4processes;0x00000000003b1944",25217645,15864492,1566702,242613
"all;g4run;libG4processes;0x00000000003d30d4",57042858,30887858,1144648,685373
"all;g4run;libG4processes;G4ChipsNeutronElasticXS::GetQ2max",2943148145,1349092781,144101685,17050240
"all;g4run;libG4processes;G4LossTableManager::Register",0,0,23313,0
"all;g4run;libG4processes;G4RKPropagation::Transport",5880378,2452161,21905,19354
"all;g4run;libG4processes;G4NucleiModel::fillZoneVolumes",103343843,30745495,952371,412332
"all;g4run;libG4processes;0x00000000003b8cb4",0,0,0,2830
"all;g4run;libG4processes;G4BGGPionInelasticXS::GetIsoCrossSection",119904331,63245640,4603248,252829
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusNChannelData, G4PionNucSampler>::getMultiplicity",5895122,2953517,467472,70933
"all;g4run;libG4processes;G4ExcitedString::G4ExcitedString",1055918,0,0,18074
"all;g4run;libG4processes;G4FTFParameters::GetProcProb",6160088,1244509,0,48747
"all;g4run;libG4processes;0x00000000003c21d0",4082635,3044235,153226,64212
"all;g4run;libG4processes;0x00000000003cbd40",69613959,47524117,2751482,470254
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomGauss",879948,0,0,0
"all;g4run;libG4processes;0x00000000003bbfb0",13881623,10167464,97302,12651
"all;g4run;libG4processes;0x00000000003c6760",25008504,19684354,675618,77873
"all;g4run;libG4processes;0x00000000003b1090",188652895,132695398,2497944,1263867
"all;g4run;libG4processes;0x00000000003be460",72740121,44329356,1262753,763772
"all;g4run;libG4processes;G4InuclCollider::deexcite",288192701,143268355,7506422,2638052
"all;g4run;libG4processes;G4FTFModel::StoreInvolvedNucleon",988961,3002699,110504,49320
"all;g4run;libG4processes;G4AntiNuclElastic::SampleInvariantT",6055888,2734275,0,17055
"all;g4run;libG4processes;0x00000000003c21d4",15608715,7329826,201397,131273
"all;g4run;libG4processes;0x00000000003cba70",80915717,50521816,1493223,1632932
"all;g4run;libG4processes;0x00000000003cbd44",151540624,83686862,2650810,960169
"all;g4run;libG4processes;G4LossTableBuilder::GetFlag",0,0,451,343
"all;g4run;libG4processes;0x00000000003bbfb4",12869957,6291168,38352,30051
"all;g4run;libG4processes;0x00000000003b1094",94473059,61629450,2631554,676949
"all;g4run;libG4processes;0x00000000003c6764",180745019,111687467,4156890,472138
"all;g4run;libG4processes;G4CollisionOutput::getTotalCharge",1082435961,688258250,30603717,7413878
"all;g4run;libG4processes;0x00000000003b95a0",5181473,4155282,137192,62677
"all;g4run;libG4processes;0x00000000003be464",20196574,13770929,1126187,596982
"all;g4run;libG4processes;G4VEnergyLossProcess::StartTracking",10234376721,5600428467,375524133,51337540
"all;g4run;libG4processes;0x00000000003b1014",0,0,0,3134
"all;g4run;libG4processes;0x00000000003b69d4",0,0,0,16270
"all;g4run;libG4processes;0x00000000003cba74",178499452,100311576,4342371,1799499
"all;g4run;libG4processes;G4CascadeCheckBalance::collide",633280269,470428536,11639621,5805359
"all;g4run;libG4processes;G4NeutronCaptureXS::IsElementApplicable",725833863,432191609,55257288,1099170
"all;g4run;libG4processes;G4CascadeInterface::makeDynamicParticle",305289487,186595495,6447572,1325615
"all;g4run;libG4processes;G4ModifiedTsai::SamplePairDirections",466196081,236264524,21066436,4126703
"all;g4run;libG4processes;0x00000000003bee40",0,0,45959,3348
"all;g4run;libG4processes;G4FermiFragmentsPoolVI::IsInThePool",4442083,904431,432362,0
"all;g4run;libG4processes;0x00000000003b95a4",88891325,54203814,1576328,523388
"all;g4run;libG4processes;G4CascadeCoalescence::removeNucleons",205384615,125192949,5009945,4459916
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",170900661,82059183,1603030,1401404
"all;g4run;libG4processes;0x00000000003ae950",721978390,465749964,51947072,2732071
"all;g4run;libG4processes;G4NeutronKiller::~G4NeutronKiller",0,473667,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::GetLightConeZ",6462593,4403455,44038,46698
"all;g4run;libG4processes;G4LivermoreRayleighModel::SampleSecondaries",1536024163,1093529516,94305069,8273194
"all;g4run;libG4processes;G4CollisionOutput::add",789587760,554220713,19305335,8281343
"all;g4run;libG4processes;G4FragmentingString::StableIsQuark",0,601199,46657,3737
"all;g4run;libG4processes;0x00000000003bee44",0,1233804,82175,5396
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateTwoBody",5796680947,2482723861,54739356,32844977
"all;g4run;libG4processes;std::vector<G4ReactionProduct*, std::allocator<G4ReactionProduct*> >::_M_realloc_insert<G4ReactionProduct*>",987735,1186495,224444,34309
"all;g4run;libG4processes;non-virtual thunk to G4CascadeNPChannel::findCrossSection(double, double const (&) [30]) const",146263839,103493691,1426737,1448225
"all;g4run;libG4processes;0x00000000003ae954",436729794,274695673,26114496,1600197
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron",0,0,0,12050
"all;g4run;libG4processes;G4ExcitedString::GetRightParton",968847,1854296,0,0
"all;g4run;libG4processes;0x00000000003bf7c4",1081904,639349,52274,5612
"all;g4run;libG4processes;G4VPreCompoundFragment::Initialize",76610907,40052535,273186,80637
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",2170670,653851,115899,4392
"all;g4run;libG4processes;G4CrossSectionDataStore::BuildPhysicsTable",3018024,0,0,0
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doNonDiffraction",4956821,3632805,102382,28874
"all;g4run;libG4processes;G4VEmModel::ChargeSquareRatio",274350451,166365911,8952486,1222888
"all;g4run;libG4processes;G4NeutronKiller::PostStepGetPhysicalInteractionLength",11359154742,5300976309,397356366,54588704
"all;g4run;libG4processes;0x00000000003b9594",0,0,32837,5612
"all;g4run;libG4processes;0x00000000003aead0",1059721,1827182,97817,0
"all;g4run;libG4processes;G4NucleiModel::initializeCascad",249158979,146381490,6168452,2936741
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, double> > >::_M_erase",0,452364,0,0
"all;g4run;libG4processes;0x00000000003bf1e0",26071837,11974008,117703,159348
"all;g4run;libG4processes;G4VEnergyLossProcess::ComputeLambdaForScaledEnergy",96711606098,59486495011,5285256021,371891676
"all;g4run;libG4processes;G4PionPlusField::~G4PionPlusField",0,0,0,4896
"all;g4run;libG4processes;0x00000000003b9200",1034107,572556,0,0
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::InitialiseModel",0,0,10075,1192
"all;g4run;libG4processes;G4VCrossSectionSource::InLimits",0,559531,0,0
"all;g4run;libG4processes;G4PreCompoundTriton::GetRj",11918709,4569073,0,5678
"all;g4run;libG4processes;G4NucleiModel::reset",236292345,120297860,9276637,3223289
"all;g4run;libG4processes;G4VEmModel::InitialiseElementSelectors",2697686,1147541,16679,1031
"all;g4run;libG4processes;0x00000000003aead4",7167998,6904977,254469,135112
"all;g4run;libG4processes;G4CascadeCoalescence::FindClusters",427535399,259916672,4653490,4649868
"all;g4run;libG4processes;0x00000000003bf1e4",44350692,25003659,1272142,550077
"all;g4run;libG4processes;G4Decay::AtRestDoIt",0,670496,360391,19931
"all;g4run;libG4processes;G4EmDataHandler::CleanTable",837715,703543,0,0
"all;g4run;libG4processes;G4HadronicProcess::GetMeanFreePath",28519460312,17591676265,1826498440,117655360
"all;g4run;libG4processes;G4RKPropagation::FieldTransport",952940,2392677,0,40470
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity",3094648,1834544,0,32454
"all;g4run;libG4processes;G4CascadeColliderBase::validateOutput",93945188,55356246,5514605,1092748
"all;g4run;libG4processes;G4CollisionOutput::getTotalOutputMomentum",9271593173,5084230940,197823208,41350911
"all;g4run;libG4processes;0x00000000003c02b0",936772,627935,92891,12289
"all;g4run;libG4processes;0x00000000003bf460",56303790,33363181,1449651,529715
"all;g4run;libG4processes;G4PreCompoundFragment::CrossSection",61670820,26466772,101307,4068
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::ReadData",0,0,0,719
"all;g4run;libG4processes;0x00000000003af9e4",0,0,0,5511
"all;g4run;libG4processes;G4FTFModel::GaussianPt",15074948,4129142,154580,58451
"all;g4run;libG4processes;0x00000000003b2010",39471037,18691100,561115,81226
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTrueStepLength",6374119804,3921686877,152301985,17968507
"all;g4run;libG4processes;G4VLongitudinalStringDecay::SampleQuarkPt",2044970,0,39745,32663
"all;g4run;libG4processes;G4CoulombBarrier::GetCoulombBarrier",66950742,35236247,684059,96041
"all;g4run;libG4processes;0x00000000003c7ec4",21107724,22736270,822414,184794
"all;g4run;libG4processes;0x00000000003bf464",57285741,33174194,666269,859764
"all;g4run;libG4processes;0x00000000003c02b4",340453248,185892839,33275229,2541410
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, bool>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, bool> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, bool> > >::find",0,0,0,1728
"all;g4run;libG4processes;0x00000000003c3410",0,587663,0,0
"all;g4run;libG4processes;0x00000000003b2014",27806195,22504968,804747,399491
"all;g4run;libG4processes;G4HadronNucleonXsc::KaonNucleonXscVG",536057917,302648459,15132180,2956527
"all;g4run;libG4processes;0x00000000003c7494",0,0,0,4270
"all;g4run;libG4processes;G4XDeltaDeltastarTable::CrossSectionTable",1409652,1667864,25839,0
"all;g4run;libG4processes;0x00000000003d0a64",0,0,0,6185
"all;g4run;libG4processes;0x00000000003bf154",991460,0,0,4109
"all;g4run;libG4processes;0x00000000003c3414",1038307,0,0,5582
"all;g4run;libG4processes;0x00000000003cd984",0,746345,0,0
"all;g4run;libG4processes;G4XAnnihilationChannel::G4XAnnihilationChannel",0,982584,0,0
"all;g4run;libG4processes;G4TheoFSGenerator::ApplyYourself",22137619,19729157,1810478,78265
"all;g4run;libG4processes;0x00000000003d1930",37307808,17418933,92529,16760
"all;g4run;libG4processes;0x00000000003c4260",207659892,138541762,19293867,894619
"all;g4run;libG4processes;0x00000000003b73f4",0,0,46197,0
"all;g4run;libG4processes;G4SeltzerBergerModel::SetupForMaterial",0,1800304,23599,1048
"all;g4run;libG4processes;G4CollisionComposite::FinalState",3244717,612522,88649,17131
"all;g4run;libG4processes;0x00000000003d1934",14905114,4756636,258192,59911
"all;g4run;libG4processes;0x00000000003afda0",33059574,15428520,392892,293836
"all;g4run;libG4processes;0x00000000003caeb0",35489851,17871590,545474,66833
"all;g4run;libG4processes;0x00000000003c4264",66987155,37283682,3023601,319759
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection",107042900,38123182,63779,22290
"all;g4run;libG4processes;G4FTFModel::GetResiduals",156889410,71319290,386545,83020
"all;g4run;libG4processes;G4InuclParticle::setDefinition",218615899,110750445,5369853,2858676
"all;g4run;libG4processes;G4Exp",297596057,145913637,9555446,301943
"all;g4run;libG4processes;0x00000000003ce794",0,596058,0,4272
"all;g4run;libG4processes;G4WentzelOKandVIxSection::G4WentzelOKandVIxSection",0,0,0,1765
"all;g4run;libG4processes;G4InteractionContent::G4InteractionContent",0,1122842,0,2655
"all;g4run;libG4processes;0x00000000003b7630",0,2468991,157698,5190
"all;g4run;libG4processes;0x00000000003ce480",594787,0,0,0
"all;g4run;libG4processes;G4ProtonField::G4ProtonField",988533,0,0,0
"all;g4run;libG4processes;0x00000000003d21f4",0,588779,0,3746
"all;g4run;libG4processes;0x00000000003ca440",13335967,8111482,53050,17369
"all;g4run;libG4processes;0x00000000003afda4",15931198,10106859,284263,171277
