id,instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses
"all;g4run;libG4geometry;0x000000000009fa00",0,560719,0,0
"all;g4run;libG4geometry;G4ReflectionFactory::IsReflection",1958970,0,0,0
"all;g4run;libG4geometry;0x000000000009d450",860198965,616055556,59592880,4922193
"all;g4run;libG4geometry;G4PolyPhiFace::InsideEdges",127442172409,64112147207,4234103921,135092908
"all;g4run;libG4geometry;0x000000000009d454",123973633,89181637,11036036,1010821
"all;g4run;libG4geometry;G4Navigator::RestoreSavedState",5271114905,3171642431,241495346,11970114
"all;g4run;libG4geometry;G4SmartVoxelNode::operator==",18450338,10008210,287154,17738
"all;g4run;libG4geometry;G4PropagatorInField::ComputeStep",117148874542,73943160187,5331627187,400079156
"all;g4run;libG4geometry;0x000000000009de74",0,378280,0,11062
"all;g4run;libG4geometry;G4Torus::SolveNumericJT",32440617,13120397,807520,229632
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",25544181964,17027879573,1810628203,109039918
"all;g4run;libG4geometry;0x000000000009b2f0",132933164,68773305,6522483,341138
"all;g4run;libG4geometry;G4GeomTools::DiskExtent",16244518,6924684,55374,2577
"all;g4run;libG4geometry;0x000000000009b2f4",112739160,73539947,4748232,381434
"all;g4run;libG4geometry;0x000000000009e410",38297919,27615216,2659218,115033
"all;g4run;libG4geometry;0x000000000009b804",0,0,0,1858
"all;g4run;libG4geometry;0x000000000009e414",32013070,21136743,2484301,249897
"all;g4run;libG4geometry;G4UnionSolid::Inside",8935877926,5406568333,287518634,7555374
"all;g4run;libG4geometry;G4Cons::Inside",492733752,330774349,31551643,2047565
"all;g4run;libG4geometry;0x0000000000099fb0",21356805,22441632,33950,4997
"all;g4run;libG4geometry;std::__introsort_loop<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, __gnu_cxx::__ops::_Iter_less_iter>",805728,0,0,0
"all;g4run;libG4geometry;0x000000000009bf54",1043693,2736656,0,10340
"all;g4run;libG4geometry;0x0000000000099fb4",50412495,41449696,352054,79231
"all;g4run;libG4geometry;G4GeomSplitter<G4PVData>::CreateSubInstance",3808109,0,33599,0
"all;g4run;libG4geometry;G4IntersectionSolid::DistanceToOut",582041045,329319056,8197566,1062843
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",5079129,2283743,68534,8679
"all;g4run;libG4geometry;G4Tubs::BoundingLimits",4806997,1122276,63024,6816
"all;g4run;libG4geometry;G4NavigationLevel::operator=",78161135278,50039035801,4512748104,468409595
"all;g4run;libG4geometry;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>",1340277,0,0,7266
"all;g4run;libG4geometry;G4Cons::DistanceToIn",618178343,434513647,40312487,1736381
"all;g4run;libG4geometry;G4SolidStore::GetSolid",0,0,14798,0
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",29627018232,22658756887,2247345964,152589986
"all;g4run;libG4geometry;G4BoundingEnvelope::CalculateExtent",960622218,441216547,3300500,334698
"all;g4run;libG4geometry;G4PhysicalVolumeStore::UpdateMap",0,0,30854,0
"all;g4run;libG4geometry;G4PVPlacement::G4PVPlacement",0,2461175,37264,7073
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance",9298318469,6441397082,646628234,60053695
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",2936071,3639023,139624,37400
"all;g4run;libG4geometry;0x000000000009d2b0",257796181,145664410,12170381,1412985
"all;g4run;libG4geometry;0x000000000009d2b4",39373060,39988522,5192131,720617
"all;g4run;libG4geometry;G4Region::BelongsTo",10173563845,4182875887,286226454,105253
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelHeader",8083844974,4473399078,371820736,13994284
"all;g4run;libG4geometry;G4SmartVoxelHeader::CalculateQuality",23147247,2348726,90615,9052
"all;g4run;libG4geometry;0x000000000009a8d0",324856779,224006858,24928055,2466287
"all;g4run;libG4geometry;0x000000000009a8d4",72288033,46062014,6317659,882613
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",196068441,125729456,12326685,149896
"all;g4run;libG4geometry;G4PolyconeSide::Distance",108851765664,63975422037,5265176166,183266679
"all;g4run;libG4geometry;aTouchableHistoryAllocator",3498417642,2154351883,200709032,12157423
"all;g4run;libG4geometry;G4Tubs::G4Tubs",1913020,0,0,0
"all;g4run;libG4geometry;G4PathFinder::GetInstanceIfExist",288479,0,0,0
"all;g4run;libG4geometry;G4BoundingEnvelope::GetPrismAABB",261391466,141980780,997315,87141
"all;g4run;libG4geometry;G4PVPlacement::GetCopyNo",6959232786,4421299133,375596380,22765864
"all;g4run;libG4geometry;G4LogicalVolume::SetSolid",944259,1210448,0,236
"all;g4run;libG4geometry;0x000000000009b694",0,593078,0,0
"all;g4run;libG4geometry;0x000000000009ef10",2436759,0,0,0
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager",1614181957,1024998276,172717831,10620394
"all;g4run;libG4geometry;G4TouchableHistory::UpdateYourself",245860041,177707948,13459740,1085160
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",301504995,217483295,1182499,140487
"all;g4run;libG4geometry;0x000000000009ef14",0,1151621,0,0
"all;g4run;libG4geometry;G4UnionSolid::DistanceToIn",164238679,122204727,11718194,440552
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",276406458,169731045,20574654,792275
"all;g4run;libG4geometry;0x000000000009ba90",27884854,12280700,857607,43678
"all;g4run;libG4geometry;G4Trap::GetVertices",82414400,32315922,166576,14198
"all;g4run;libG4geometry;0x000000000009ba94",152074498,76353193,4410684,321641
"all;g4run;libG4geometry;0x000000000009c3d4",0,0,0,1431
"all;g4run;libG4geometry;0x000000000009f570",793094,1135179,52232,0
"all;g4run;libG4geometry;0x0000000000099d30",10809733,10843879,875540,52772
"all;g4run;libG4geometry;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_realloc_insert<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > >",292723514,197920236,1228477,96142
"all;g4run;libG4geometry;G4GeomSplitter<G4PlSideData>::SlaveInitializeSubInstance",293251,131678,6206,0
"all;g4run;libG4geometry;0x000000000009f574",14284160,8071775,330841,89160
"all;g4run;libG4geometry;0x0000000000099d34",17863671,14093964,2092398,144040
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> > > > >::_M_erase",1604892,738014,77633,0
"all;g4run;libG4geometry;0x000000000009cae0",15496198,9100422,45699,27910
"all;g4run;libG4geometry;G4VPhysicalVolume::GetRotation",8739300015,5456192150,453965011,24336949
"all;g4run;libG4geometry;0x000000000009cae4",1937640,0,17175,9430
"all;g4run;libG4geometry;G4Navigator::ResetHierarchyAndLocate",13517606318,9002273274,747659897,148928338
"all;g4run;libG4geometry;0x000000000009c030",316053986,220822882,26270991,1127844
"all;g4run;libG4geometry;G4DisplacedSolid::SurfaceNormal",196448139,137936847,4786192,437464
"all;g4run;libG4geometry;0x000000000009c034",44908305,23859807,2913027,301052
"all;g4run;libG4geometry;G4ReflectionFactory::Place",5799514,1657885,16652,8305
"all;g4run;libG4geometry;std::vector<G4SmartVoxelProxy*, std::allocator<G4SmartVoxelProxy*> >::operator=",0,1113185,0,587
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",12606521388,7707572185,853231249,40175279
"all;g4run;libG4geometry;G4Region::SetWorld",0,0,0,43
"all;g4run;libG4geometry;G4VIntersectionLocator::ReEstimateEndpoint",32422752,22580851,368091,139808
"all;g4run;libG4geometry;G4Polyhedra::DistanceToIn",518700144,304594732,26377692,854828
"all;g4run;libG4geometry;G4VIntersectionLocator::IntersectChord",1294025946,750697854,13274146,1580867
"all;g4run;libG4geometry;G4SolidStore::Register",0,0,9884,0
"all;g4run;libG4geometry;G4PolyconeSide::Intersect",45664892557,28014762643,1015828162,77426418
"all;g4run;libG4geometry;0x000000000009abc0",0,652138,0,0
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnComputeStep",2772765364,1527158730,295033904,20998090
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",14030432,3959172,172217,48709
"all;g4run;libG4geometry;G4GeometryManager::DeleteOptimisations",0,0,0,524
"all;g4run;libG4geometry;0x000000000009e6a4",2266564,0,0,0
"all;g4run;libG4geometry;G4PropagatorInField::GimmeTrajectoryVectorAndForgetIt",2688315085,1751046028,133301484,6487471
"all;g4run;libG4geometry;0x000000000009e650",5585566,3820135,429003,28673
"all;g4run;libG4geometry;0x000000000009bed0",0,0,0,5017
"all;g4run;libG4geometry;G4ClassicalRK4::G4ClassicalRK4",1186439,0,0,0
"all;g4run;libG4geometry;0x000000000009e654",23934068,17590585,1221727,97281
"all;g4run;libG4geometry;G4LogicalVolume::AssignFieldManager",2907324,1001778,36067,0
"all;g4run;libG4geometry;G4VCSGfaceted::Inside",78454220585,44217321052,4112777433,185206990
"all;g4run;libG4geometry;0x000000000009e074",0,0,10778,0
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",974813203,613990680,58671173,4706848
"all;g4run;libG4geometry;G4FieldManagerStore::GetInstance",12081789409,7294496961,849681759,92085931
"all;g4run;libG4geometry;G4Navigator::GetMotherToDaughterTransform",572705986,348967232,17872099,1746079
"all;g4run;libG4geometry;0x000000000009c770",0,0,0,2912
"all;g4run;libG4geometry;G4LogicalVolumeStore::GetInstance",1920262,1594929,0,8169
"all;g4run;libG4geometry;G4VoxelNavigation::LevelLocate",128936832294,86145114095,7930051687,491948373
"all;g4run;libG4geometry;0x000000000009c774",4429978,1670424,0,21813
"all;g4run;libG4geometry;G4ReflectionFactory::GetReflectedLV",1915070,2496113,171922,35175
"all;g4run;libG4geometry;G4LogicalVolume::InitialiseWorker",2556589,1419474,6677,0
"all;g4run;libG4geometry;std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_default_append",282769575,152848387,1280736,131657
"all;g4run;libG4geometry;0x000000000009ce00",7733322,5873937,433069,43455
"all;g4run;libG4geometry;0x000000000009fa50",0,0,5773,0
"all;g4run;libG4geometry;0x000000000009ce04",42108487,22400209,979664,146390
"all;g4run;libG4geometry;G4MagErrorStepper::~G4MagErrorStepper",1107706,815913,0,5139
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceToOneSide",120360773526,65753312098,5637106368,230575938
"all;g4run;libG4geometry;0x000000000009d730",2515515545,1572750405,142237953,8583050
"all;g4run;libG4geometry;0x000000000009d734",170333198,105959585,11667159,684067
"all;g4run;libG4geometry;0x000000000009d190",54229524,30995100,1171177,109164
"all;g4run;libG4geometry;0x000000000009d194",13274250,6897126,877049,114218
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",107299541566,62487845477,2625786396,93226192
"all;g4run;libG4geometry;G4PolyconeSide::~G4PolyconeSide",0,0,22141,0
"all;g4run;libG4geometry;G4LogicalVolumeStore::Clean",1898995,0,0,296
"all;g4run;libG4geometry;0x000000000009e1e0",46950287,32452702,2557153,157431
"all;g4run;libG4geometry;aNodeAllocator",6905204,8141024,18805,1584
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",13825195,4339016,0,3862
"all;g4run;libG4geometry;0x000000000009e1e4",129605231,81670949,7433838,356099
"all;g4run;libG4geometry;0x000000000009b500",0,0,0,3965
"all;g4run;libG4geometry;0x000000000009b504",0,1128717,0,0
"all;g4run;libG4geometry;G4SmartVoxelHeader::~G4SmartVoxelHeader",38501274,9918315,500289,2065
"all;g4run;libG4materials",,,,
"all;g4run;libG4materials;G4AtomicShells::GetNumberOfElectrons",50729280,19155398,40296,6248
"all;g4run;libG4materials;G4Material::InitializePointers",0,0,101865,5128
"all;g4run;libG4materials;G4ElementData::~G4ElementData",0,351675,0,0
"all;g4run;libG4materials;G4DensityEffectData::GetIndex",2016057,900375,0,0
"all;g4run;libG4materials;G4IonisParamMat::ComputeDensityEffectParameters",0,0,30323,0
"all;g4run;libG4materials;G4NistMaterialBuilder::FindOrBuildMaterial",0,0,67273,10092
"all;g4run;libG4materials;G4IonisParamMat::DensityCorrection",37500307,17079996,42966,1688
"all;g4run;libG4materials;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",0,843292,0,0
"all;g4run;libG4materials;G4NistMaterialBuilder::BuildNistMaterial",2037256,1716839,257473,15710
"all;g4run;libG4materials;G4Element::GetElement",4041692,0,0,0
"all;g4run;libG4materials;G4SandiaTable::ComputeMatSandiaMatrix",16281002,5126378,0,0
"all;g4run;libG4materials;G4Material::AddElementByMassFraction",0,847309,78156,0
"all;g4run;libG4materials;G4Material::GetZ",0,1558223,8028,841
"all;g4run;libG4materials;G4Material::G4Material",0,883011,35750,0
"all;g4run;libG4materials;G4ElementData::AddComponent",0,0,0,464
"all;g4run;libG4materials;G4NistManager::Instance",0,0,0,5551
"all;g4run;libG4materials;0x00000000000170e4",0,0,27057,0
"all;g4run;libG4materials;G4IonisParamMat::ComputeMeanParameters",2028220,0,34236,0
"all;g4run;libG4materials;G4SandiaTable::GetSandiaCofPerAtom",8033150,5269808,38408,4847
"all;g4run;libG4materials;G4AtomicShells::GetNumberOfFreeElectrons",0,0,53487,0
"all;g4run;libG4materials;G4AtomicShells::GetBindingEnergy",8639657,5225978,3609,0
"all;g4run;libG4materials;G4Material::GetMaterial",3821481,1657979,241947,34429
"all;g4run;libG4materials;G4NistMaterialBuilder::AddElementByWeightFraction",0,0,10333,0
"all;g4run;libG4materials;G4DensityEffectData::GetElementIndex",4058839,766452,0,0
"all;g4run;libG4materials;G4AtomicShells::GetNumberOfShells",14066499,4581422,13932,333
"all;g4run;libicuuc",,,,
"all;g4run;libicuuc;ucnv_resetFromUnicode_70",7660120,0,17780,7953
"all;g4run;libicuuc;0x00000000000d44c4",0,0,16306,0
"all;g4run;libicuuc;0x00000000000ced12",5806184,2493575,42525,7355
"all;g4run;libicuuc;0x00000000000d4808",7794576,1661052,88643,28902
"all;g4run;libicuuc;0x00000000000d46f4",1907425,835201,27725,7866
"all;g4run;libicuuc;0x00000000000d4823",1832256,0,0,0
"all;g4run;libicuuc;0x00000000000d44c9",0,812024,48523,7392
"all;g4run;libicuuc;0x00000000000d45ba",1902473,0,0,0
"all;g4run;libicuuc;0x00000000000cf276",0,0,20751,0
"all;g4run;libicuuc;0x00000000000d4846",3790973,0,0,16155
"all;g4run;libicuuc;0x00000000000cee2c",0,1704388,0,17534
"all;g4run;libicuuc;0x00000000000cecfe",0,830493,0,0
"all;g4run;libicuuc;u_strlen_70",20905776,8367447,92700,62328
"all;g4run;libicuuc;0x00000000000cece0",1952553,811478,44315,5236
"all;g4run;libicuuc;0x00000000000d449d",0,0,12246,8242
"all;g4run;libicuuc;0x00000000000e98bb",0,0,12398,0
"all;g4run;libicuuc;0x00000000000ced94",0,0,0,8398
"all;g4run;libicuuc;0x00000000000cece5",1931048,0,0,8084
"all;g4run;libicuuc;0x00000000000d4925",5669676,1630894,23129,15670
"all;g4run;libicuuc;ucnv_fromUnicode_70",52100557,23141546,385762,192076
"all;g4run;libicuuc;0x00000000000d480d",1926697,830492,32820,8125
"all;g4run;libicuuc;0x00000000000d44cd",0,814461,22212,0
"all;g4run;libicuuc;0x00000000000d46fa",0,822560,0,0
"all;g4run;libicuuc;ucnv_fromUChars_70",42453889,25671046,394805,191510
"all;g4run;libicuuc;0x00000000000d4542",0,0,13498,0
"all;g4run;libicuuc;0x00000000000ced01",1948223,0,0,0
"all;g4run;libicuuc;0x00000000000d4811",3943306,1639854,33305,26024
"all;g4run;libicuuc;0x00000000000d44d1",9694728,2493947,26214,13153
"all;g4run;libicuuc;0x00000000000d45aa",1890781,0,33183,0
"all;g4run;libicuuc;ucnv_toUChars_70",0,0,20912,0
"all;g4run;libicuuc;u_terminateChars_70",0,3289319,25789,32486
"all;g4run;libicuuc;0x00000000000d45ae",1915504,0,0,0
"all;g4run;libicuuc;0x00000000000d465e",1871950,0,16301,0
"all;g4run;libicuuc;0x00000000000d4836",0,1661928,0,7295
"all;g4run;libicuuc;ucnv_resetToUnicode_70",0,823176,0,0
"all;g4run;libicuuc;0x00000000000d45cc",1580871,825704,0,0
"all;g4run;libicuuc;0x00000000000d4854",7790864,833641,13300,21626
"all;g4run;libicuuc;0x00000000000ced9c",3818444,1644280,16585,24051
"all;g4run;libicuuc;ucnv_fromUnicode_UTF8_70",88750655,21491962,420227,158577
"all;g4run;libicuuc;0x00000000000cee1d",1945761,0,15125,0
"all;g4run;libicuuc;u_charType_70",4015586,0,0,0
"all;g4run;libicuuc;0x00000000000d4662",0,0,0,8593
"all;g4run;libicuuc;0x00000000000ced81",0,834128,0,8012
"all;g4run;libicuuc;0x00000000000cecd2",9572035,1644946,48156,13499
"all;g4run;libicuuc;0x00000000000d4664",0,0,0,8251
"all;g4run;libicuuc;0x00000000000cecd3",3820783,0,0,0
"all;g4run;libicuuc;0x00000000000d45d0",1913834,681464,0,0
"all;g4run;libicuuc;0x00000000000d4700",1925964,3302553,0,8331
"all;g4run;libicuuc;0x00000000000ced85",3828680,820604,12327,0
"all;g4run;libicuuc;0x00000000000cecd7",0,0,0,8147
"all;g4run;libicuuc;0x00000000000cedae",0,834929,0,0
"all;g4run;libicuuc;0x00000000000d452d",0,835037,0,0
"all;g4run;libicuuc;0x00000000000d45d6",1862682,0,0,7455
"all;g4run;libicuuc;0x00000000000cf615",0,817926,0,0
"all;g4run;libicuuc;0x00000000000d4936",0,826424,0,0
"all;g4run;libicuuc;0x00000000000cecf8",0,834818,0,0
"all;g4run;libicuuc;0x00000000000d4492",0,846032,19818,0
"all;g4run;libicuuc;0x00000000000d44ba",5930171,821889,14318,8079
"all;g4run;libicuuc;0x00000000000d4514",1970453,0,0,0
"all;g4run;libicuuc;0x00000000000d44bc",1932735,834980,22617,8847
"all;g4run;libicuuc;0x00000000000d4496",1934526,818351,27362,0
"all;g4run;libicuuc;0x00000000000cedb2",15488343,3381393,24770,8093
"all;g4run;libicuuc;0x00000000000cf425",0,0,11954,0
"all;g4run;libicuuc;0x00000000000d481d",0,0,11342,0
"all;g4run;libicuuc;0x00000000000d4532",0,0,18699,0
"all;g4run;libicuuc;0x00000000000d46ee",3842143,833061,0,8047
"all;g4run;libxerces-c-3",,,,
"all;g4run;libxerces-c-3;0x00000000001aba49",0,2237586,0,4825
"all;g4run;libxerces-c-3;0x0000000000197689",2323923,0,10147,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMNodeVector::init",2331236,1128227,22984,14944
"all;g4run;libxerces-c-3;0x00000000000e2a14",0,2198586,0,10116
"all;g4run;libxerces-c-3;0x00000000001904c0",2303354,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMChildNode::getNextSibling",11423418,800862,0,13216
"all;g4run;libxerces-c-3;0x0000000000183d96",2344028,1116923,0,0
"all;g4run;libxerces-c-3;0x000000000013c6f4",18510988,5603807,70701,63179
"all;g4run;libxerces-c-3;0x0000000000162584",0,0,34374,0
"all;g4run;libxerces-c-3;xercesc_3_2::AbstractDOMParser::createElementNS",11512701,0,38398,63515
"all;g4run;libxerces-c-3;0x000000000018444b",2311604,0,7078,0
"all;g4run;libxerces-c-3;xercesc_3_2::DTDElementDecl::getAttDef",0,1120536,0,24542
"all;g4run;libxerces-c-3;xercesc_3_2::ElemStack::setElement",0,1121720,8970,4927
"all;g4run;libxerces-c-3;0x000000000017b560",0,2224563,16770,5109
"all;g4run;libxerces-c-3;xercesc_3_2::QName::getRawName",11592530,1123317,35476,27394
"all;g4run;libxerces-c-3;xercesc_3_2::XMLMutex::unlock",15095198,7309542,68834,38797
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::scanCharData",41674409,21239390,30917,19419
"all;g4run;libxerces-c-3;xercesc_3_2::AbstractDOMParser::startElement",41624087,16760977,186393,100643
"all;g4run;libxerces-c-3;0x00000000001904c6",0,1126959,0,0
"all;g4run;libxerces-c-3;0x0000000000183ddc",2317785,2235331,7183,10168
"all;g4run;libxerces-c-3;xercesc_3_2::DOMCharacterDataImpl::getNodeValue",7638088,4144978,28961,57177
"all;g4run;libxerces-c-3;0x000000000018444e",4596564,0,22182,25674
"all;g4run;libxerces-c-3;0x00000000001904e1",0,0,0,4702
"all;g4run;libxerces-c-3;0x00000000001904c8",0,0,6873,0
"all;g4run;libxerces-c-3;xercesc_3_2::RangeToken::sortRanges",2086150,0,0,0
"all;g4run;libxerces-c-3;0x000000000017b564",0,1110052,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMNodeVector::checkSpace",2340933,4480767,21496,19403
"all;g4run;libxerces-c-3;xercesc_3_2::DOMParentNode::DOMParentNode",20888354,6717935,67757,20278
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::findNamePoint",20803354,8989743,34059,16464
"all;g4run;libxerces-c-3;xercesc_3_2::DOMBuffer::DOMBuffer",13862858,3340660,118520,9801
"all;g4run;libxerces-c-3;xercesc_3_2::XMLPlatformUtils::lockMutex",28772408,13070944,226822,111732
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::buildAttList",60202662,31167890,308351,327889
"all;g4run;libxerces-c-3;0x000000000018446e",0,0,0,9768
"all;g4run;libxerces-c-3;0x0000000000184430",0,0,8471,0
"all;g4run;libxerces-c-3;xercesc_3_2::RangeToken::mergeRanges",0,1011945,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMTextImpl::getNextSibling",1885954,811655,0,4977
"all;g4run;libxerces-c-3;0x0000000000183dfd",2320379,0,8486,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMChildNode::DOMChildNode",9295164,3341533,51538,10693
"all;g4run;libxerces-c-3;xercesc_3_2::DOMCharacterDataImpl::DOMCharacterDataImpl",11641433,7829408,15622,9871
"all;g4run;libxerces-c-3;0x0000000000183da7",0,0,0,5071
"all;g4run;libxerces-c-3;0x0000000000184418",0,0,7147,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLAttr::setValue",16288976,21252224,99369,68428
"all;g4run;libxerces-c-3;0x0000000000183e57",0,0,0,4776
"all;g4run;libxerces-c-3;xercesc_3_2::ArrayJanitor<char16_t>::~ArrayJanitor",3819949,8285354,51222,16107
"all;g4run;libxerces-c-3;xercesc_3_2::DOMDocumentImpl::popBuffer",16064705,10058992,51289,39558
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::skipIfQuote",13821549,6689575,0,18423
"all;g4run;libxerces-c-3;0x0000000000184437",0,0,0,4867
"all;g4run;libxerces-c-3;0x000000000017b7a0",2330666,1113942,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::reserve",4649572,3360767,39885,9679
"all;g4run;libxerces-c-3;xercesc_3_2::ReaderMgr::getNextChar",76612118,61542563,108813,71970
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getFirstChild",1972473,0,0,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::getNCName",44069148,14467393,72941,20252
"all;g4run;libxerces-c-3;xercesc_3_2::DOMDocumentImpl::allocate",15915473,7881413,45897,54556
"all;g4run;libxerces-c-3;0x0000000000183e93",0,0,22680,5104
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrMapImpl::item",3742019,4140914,74648,58182
"all;g4run;libxerces-c-3;0x0000000000183de4",4624054,1102923,15801,0
"all;g4run;libxerces-c-3;xercesc_3_2::XMLString::transcode",15414163,4922569,181046,91133
"all;g4run;libxerces-c-3;0x000000000013c674",0,0,6661,0
"all;g4run;libxerces-c-3;0x000000000013c74b",0,0,7808,0
"all;g4run;libxerces-c-3;xercesc_3_2::MemoryManagerImpl::allocate",5927902,1656942,34498,8006
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::basicAttrValueScan",83252235,64852172,91442,86626
"all;g4run;libxerces-c-3;xercesc_3_2::ArrayJanitor<char16_t>::reset",42464642,5864278,29719,77250
"all;g4run;libxerces-c-3;0x000000000018853f",0,0,9328,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMAttrImpl::setValueFast",6965289,4484484,0,44328
"all;g4run;libxerces-c-3;0x0000000000183de7",0,0,0,5021
"all;g4run;libxerces-c-3;0x000000000013c676",0,0,7688,15795
"all;g4run;libxerces-c-3;0x000000000013c74e",2320282,0,7345,0
"all;g4run;libxerces-c-3;0x000000000013c690",4638570,1111789,14201,4854
"all;g4run;libxerces-c-3;xercesc_3_2::IGXMLScanner::sendCharData",16209226,10054313,0,9740
"all;g4run;libxerces-c-3;xercesc_3_2::UnicodeRangeFactory::getUniCategory",1932897,897134,14022,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMParentNode::appendChildFast",102091890,46880429,185586,176941
"all;g4run;libxerces-c-3;xercesc_3_2::XMLReader::XMLReader",0,0,0,3936
"all;g4run;libxerces-c-3;0x000000000013c6ba",0,0,8439,0
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getTagName",3865891,2457569,54787,32087
"all;g4run;libxerces-c-3;0x0000000000183edc",0,0,7809,4954
"all;g4run;libxerces-c-3;xercesc_3_2::DOMElementImpl::getAttributes",0,0,34405,8168
"all;g4run;libxerces-c-3;xercesc_3_2::XMLString::release",25086044,13301604,166004,159376
"all;g4run;libxerces-c-3;xercesc_3_2::ReaderMgr::peekNextChar",32485859,10051598,21775,9775
"all;g4run;libxerces-c-3;xercesc_3_2::AbstractDOMParser::createAttrNS",6861366,5569992,22999,34944
"all;g4run;libxerces-c-3;0x000000000019768a",2327045,1114464,7176,11839
"all;g4run;libxerces-c-3;0x00000000001aba4a",6940668,2224500,15579,15223
"all;g4run;libxerces-c-3;0x00000000001aba4b",2314119,0,0,0
"all;g4run;libxerces-c-3;0x000000000013c699",6913645,1112605,27328,10457
"all;g4run;libxerces-c-3;xercesc_3_2::DOMTextImpl::DOMTextImpl",4688819,2226673,65257,4889
"all;g4run;libxerces-c-3;non-virtual thunk to xercesc_3_2::DOMAttrImpl::getNodeImpl()",2304079,4483149,27447,0
"all;g4run;libxerces-c-3;0x000000000019768d",2315169,0,0,4810
"all;g4run;libxerces-c-3;0x000000000013c6dc",6952648,1111478,23941,13539
"all;g4run;libxerces-c-3;xercesc_3_2::RangeToken::addRange",3961153,1755810,0,0
