id,cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libc",,,,,,
"all;g4run;libG4geometry;0x0000000000161598",697977,0,1656,96869,0,0
"all;g4run;libG4geometry;G4LogicalBorderSurface::~G4LogicalBorderSurface",69782137,16386171,203554,11013459,122023,1526
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",942919335,247800477,2380049,168506485,1417504,15546
"all;g4run;libG4geometry;G4UnionSolid::DistanceToIn",698402,0,2729,0,1649,0
"all;g4run;libG4geometry;0x00000000001c22d7",4874938,165523,0,191095,7775,135
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",69755053,25714932,307352,16311883,183531,1255
"all;g4run;libG4geometry;G4BooleanSolid::GetPolyhedron",27204307,7932385,84533,3398481,50490,393
"all;g4run;libG4geometry;G4MagneticField::operator=",210027506,57080854,471628,35890125,338207,2766
"all;g4run;libG4geometry;G4LogicalCrystalVolume::G4LogicalCrystalVolume",105337633,28813596,424973,19249533,201603,1705
"all;g4run;libG4geometry;0x00000000001ca1ae",693864,196074,0,0,0,0
"all;g4run;libG4geometry;G4Trap::GetVertices",9558893,1535913,26965,862290,22701,152
"all;g4run;libG4geometry;0x00000000001c9e15",2094958,156660,8971,96095,1732,75
"all;g4run;libG4geometry;G4NormalNavigation::~G4NormalNavigation",10180868,3146625,50023,1492935,22653,252
"all;g4run;libG4geometry;0x0000000000181669",2791528,472826,16222,481885,2911,37
"all;g4run;libG4geometry;std::_Rb_tree<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*>, std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*>, std::_Select1st<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> >, std::less<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> >, std::allocator<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> > >::_M_erase",217187989,46664942,704271,36230678,466241,3445
"all;g4run;libG4geometry;0x000000000016159b",3491800,935250,7884,458838,9690,76
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface",1057676895,251173587,2716511,166493792,1700280,15887
"all;g4run;libG4geometry;G4ReflectionFactory::Place",484844889,109476900,1685226,74446991,945473,7409
"all;g4run;libG4geometry;0x00000000001fe2cd",0,204559,2353,0,0,38
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",177888292,47363996,364426,31608814,215900,2610
"all;g4run;libG4geometry;0x0000000000103cef",161849976,49448364,415916,32503061,250550,2226
"all;g4run;libG4geometry;G4MagneticField::~G4MagneticField",20225506,3214654,28430,2369479,43447,159
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVReplica",155639300,37846997,541684,22347854,344608,2339
"all;g4run;libG4geometry;0x00000000000db3a8",0,0,0,0,1468,0
"all;g4run;libG4geometry;G4Tubs::ApproxSurfaceNormal",323750409,76975426,910736,44730088,526808,4873
"all;g4run;libG4geometry;0x000000000018166d",8369936,922663,26852,475841,21002,59
"all;g4run;libG4geometry;G4LogicalSkinSurface::DumpInfo",2233149604,516707172,7941668,339274517,4908226,35290
"all;g4run;libG4geometry;0x00000000001c9e1e",1396685,180479,0,0,0,20
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",55806409,13966964,155997,8460074,116697,778
"all;g4run;libG4geometry;G4Torus::ApproxSurfaceNormal",698411,165320,0,0,4238,19
"all;g4run;libG4geometry;G4BooleanSolid::StackPolyhedron",738791030,165177099,2047836,106437600,1189265,10626
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",1765082155,402226823,4873546,262424324,2812018,27280
"all;g4run;libG4geometry;0x0000000000103d38",168848262,45108698,377493,27076074,268272,2319
"all;g4run;libG4geometry;G4ReflectedSolid::GetCubicVolume",2090549,0,4790,471110,1503,19
"all;g4run;libG4geometry;G4EllipticalTube::~G4EllipticalTube@plt",19535972,4705563,50569,3309979,33755,293
"all;g4run;libG4geometry;operator delete@plt",1396872,685025,2364,211333,1302,40
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInCandidates",4887334,3654738,39638,2329506,11843,191
"all;g4run;libG4geometry;G4VoxelNavigation::LevelLocate",615242505,146856776,2056077,94549712,1302428,10401
"all;g4run;libG4geometry;G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt",1394052,500425,12636,541971,8778,40
"all;g4run;libG4geometry;0x000000000016167d",6283269,1936254,25761,1360365,13173,80
"all;g4run;libG4geometry;G4SafetyHelper::InitialiseHelper@plt",6274953,1099923,1847,1007559,0,80
"all;g4run;libG4geometry;0x00000000001f840f",31408135,8193705,112258,5464640,67523,413
"all;g4run;libG4geometry;0x00000000000f7287",2788512,359362,6719,195126,3610,20
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportReversedPoints",0,205891,4639,198678,1258,0
"all;g4run;libG4geometry;0x00000000001c23ba",0,142941,8988,181729,0,19
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceToOneSide",40477991,14828504,230184,10548960,111467,736
"all;g4run;libG4geometry;0x0000000000212269",698306,0,2483,123593,1403,21
"all;g4run;libG4geometry;0x0000000000149a03",695755,0,0,0,0,0
"all;g4run;libG4geometry;0x00000000001925fa",0,208605,0,337117,2773,39
"all;g4run;libG4geometry;G4LogicalVolume::~G4LogicalVolume",342112153,86110273,1018494,52875331,612416,5197
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",2028525263,593276347,9241870,393553586,5658333,35123
"all;g4run;libG4geometry;0x00000000001925fe",698473,186114,0,400859,4218,39
"all;g4run;libG4geometry;G4PolyhedraSide::CopyStuff@plt",4189196,1265986,11167,516412,8892,60
"all;g4run;libG4geometry;G4RegularNavigation::ComputeStepSkippingEqualMaterials",2048889980,501319980,5246200,303839338,3341276,29772
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",696664,192219,0,110151,0,21
"all;g4run;libG4geometry;0x000000000027089d",5579123,1037506,19837,195111,10340,98
"all;g4run;libG4geometry;G4MagneticField::G4MagneticField",356481894,95595308,912805,62282452,576383,5494
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportProgress",6285080,2267723,16033,1122726,5911,157
"all;g4run;libG4geometry;G4NormalNavigation::G4NormalNavigation",398416501,96009631,1536013,62259047,875553,7119
"all;g4run;libG4geometry;G4LogicalSkinSurface::~G4LogicalSkinSurface",258808192,55780555,849425,42394986,549753,4406
"all;g4run;libCLHEP-2",,,,,,
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::matrixMultiplication",696559,0,0,0,0,0
"all;g4run;libCLHEP-2;__tls_get_addr@plt",25129148,7123961,85063,5141683,43965,448
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",144407508,42925917,316680,25420450,219936,1867
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",1265635244,277345500,3641163,174008771,2064776,18138
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformSmall",698417,0,0,0,0,19
"all;g4run;libCLHEP-2;HepGeom::operator*",31380745,6028284,71749,4255527,40659,310
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",1288053438,303046332,3248315,187926502,2153731,18411
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",0,0,0,88780,1145,19
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator/=",0,0,2169,0,0,0
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma@plt",0,0,2450,208160,1247,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",0,384976,8544,0,5827,38
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",632227948,143788982,1810334,96019152,1141616,9638
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator/=",0,0,2082,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::findBoostToCM",698436,0,3382,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepRotation::set",1395420,0,2714,0,0,0
"all;g4run;libCLHEP-2;CLHEP::operator/",50224785,7712407,202197,5202210,112596,670
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",1741562656,435919493,4409309,275470069,2823861,27834
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",82319022,20993799,260148,15069672,180254,1394
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",86376071,15540365,244709,12284582,152445,1091
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",5497420393,1292103434,15206926,813185675,9510882,79611
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::transform",0,0,0,0,874,0
"all;g4run;libCLHEP-2;CLHEP::HepRotation::rotate",0,0,2717,0,1054,21
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",982238452,249841908,2398575,167007295,1486424,15223
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",1711985427,421780383,4758335,265725861,3034284,23882
"all;g4run;libCLHEP-2;CLHEP::RandFlat::shootArray",0,326006,0,0,0,0
"all;g4run;libCLHEP-2;sincos@plt",1396928,719977,3615,0,1580,57
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",2006017873,556432559,5236609,371997911,3493974,32049
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator*=",1396867,163005,3523,91162,5267,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",54412185,13418082,145542,7986819,108789,647
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",580468663,131782435,1621279,83410633,990357,8913
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",698001,338185,2247,102948,5248,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",25099904,5312398,84364,3320720,41161,335
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",90670474,23093693,245336,14406073,179785,1186
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",128359752,33567414,555251,19986961,319157,2273
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",730487146,164208302,2302669,92129481,1374894,10530
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",6283688,1338522,30811,309096,25737,98
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",126276871,35331132,281844,23501759,226395,1738
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",715787867,193065724,2185170,126921871,1285530,11063
"all;g4run;libpythia8",,,,,,
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",1393970,367249,12021,112126,7783,39
"all;g4run;libG4error_propagation",,,,,,
"all;g4run;libG4error_propagation;std::vector<int, std::allocator<int> >::_M_default_append",1395236,0,9707,82985,1302,19
"all;g4run;libG4error_propagation;G4ErrorTrackLengthTarget::GetMeanFreePath",0,147809,0,89957,0,0
"all;g4run;libm",,,,,,
"all;g4run;libm;__fmod_finite@GLIBC_2.15",0,0,1765,0,1454,0
"all;g4run;libm;with_errno",0,0,2430,0,4492,0
"all;g4run;libm;hypot@@GLIBC_2.35",5586823,579495,2616,359430,3194,19
"all;g4run;libm;__sin_fma",270002825,67561148,324172,40519061,191842,4064
"all;g4run;libm;__ieee754_acos_fma",363473021,95457895,572095,54071902,495322,4808
"all;g4run;libm;__sinh_finite@GLIBC_2.15",0,0,0,112506,1108,19
"all;g4run;libm;__tan_fma",0,0,5779,104446,2493,0
"all;g4run;libm;__strtod_nan@plt",66287659,19499751,273744,14493557,202275,1428
"all;g4run;libm;pow@@GLIBC_2.29",92078609,19071076,119624,12741288,83249,1068
"all;g4run;libm;__atan2",2232060563,680408888,7870665,430816600,4828618,36443
"all;g4run;libm;__acos",84434882,13069898,191350,7766258,132083,1058
"all;g4run;libm;__ieee754_exp_fma",370389921,74199688,792456,46634512,547614,4952
"all;g4run;libm;__ieee754_pow_fma",703842856,171194265,775368,102341431,548876,8530
"all;g4run;libm;__sinh",0,0,0,0,1361,20
"all;g4run;libm;__ieee754_log_fma",523213687,140992185,1271629,88016899,791935,8115
"all;g4run;libm;__cos_fma",698469,0,0,0,0,0
"all;g4run;libm;@plt",698478,0,0,0,1243,0
"all;g4run;libm;exp@@GLIBC_2.29",262601527,57455898,477872,33995892,290959,2743
"all;g4run;libm;__ieee754_atan2_fma",19358061578,5690456038,67742178,3658989816,42049666,305359
"all;g4run;libm;__math_check_uflow",698374,0,0,91681,0,20
"all;g4run;libm;xflow",1394577,0,4906,218256,7233,38
"all;g4run;libm;__math_uflow",0,0,18781,111723,6162,0
"all;g4run;libm;log@@GLIBC_2.29",29314909,5675364,135947,4263807,107382,554
"all;g4run;libm;__atan_fma",0,0,0,0,2414,20
"all;g4run;libm;__expm1",698340,0,0,0,0,19
"all;g4run;libm;__sincos",6570832673,1669798779,16515290,1063248201,10881319,98504
"all;g4run;libQt5Qml",,,,,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",31385505,7543193,116194,6815452,50275,407
"all;g4run;ld-linux-x86-64",,,,,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",7221577457,1755405354,20257307,1132912647,12704658,115197
"all;g4run;libG4processes",,,,,,
"all;g4run;libG4processes;G4HadronicParameters::SetEnableIntegralInelasticXS",0,0,3996,0,0,19
"all;g4run;libG4processes;0x00000000008388a5",0,189995,0,0,0,0
"all;g4run;libG4processes;0x0000000000833f69",2792452,356441,2095,0,1406,19
"all;g4run;libG4processes;0x00000000008af3e5",698196,486163,2382,0,0,0
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",26507608,8267154,94191,4050198,62351,452
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetGeneralE1Spectrum",0,0,0,0,1269,19
"all;g4run;libG4processes;0x0000000000a1313e",0,0,0,117860,0,0
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",20212250,4165921,81235,2731096,48584,314
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",593714303,153828714,1403504,91361812,922702,7990
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",0,0,2013,130380,5112,19
"all;g4run;libG4processes;0x0000000000b3f97c",0,0,0,0,1250,0
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",48851420,9048896,202312,6863843,124331,860
"all;g4run;libG4processes;0x0000000000380f10",0,199128,2398,0,0,0
"all;g4run;libG4processes;0x0000000000b3f93e",6281453,1587854,10460,1002981,8655,254
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",1396826,438565,6914,289439,2273,57
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",6283380,347185,19581,458564,4211,38
"all;g4run;libG4processes;0x0000000000a1abde",0,0,2520,0,1249,0
"all;g4run;libG4processes;0x0000000000a45da4",1395729,352407,16317,107754,6016,38
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",6980518,896300,36961,890093,33160,77
"all;g4run;libG4processes;G4QGSParticipants::CreateStrings@plt",0,0,1866,107041,0,0
"all;g4run;libG4processes;G4KineticTrack::Decay",698454,0,1724,0,2500,19
"all;g4run;libG4processes;0x000000000096ef2a",0,0,2634,0,0,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",2092971,1053282,5511,254454,6269,21
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",34165669,5538139,225899,3492380,168545,751
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",1396327,196657,0,0,0,19
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",211381636,43548564,518755,27415336,339448,2995
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",290865899,83808992,906601,51271472,559207,4914
"all;g4run;libG4processes;G4TritonGEMProbability::G4TritonGEMProbability@plt",698295,231197,0,0,0,0
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",698366,120705,1864,97284,2267,0
"all;g4run;libG4processes;0x000000000037d810",698243,0,2003,225617,2805,19
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",18141866,4558341,52520,3716964,41937,336
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray",0,157418,0,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",31404669,7342579,102574,5003248,63324,543
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",21622371,3494986,120233,3232888,87740,175
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",50255924,8473819,37652,5267112,40383,247
"all;g4run;libG4processes;0x0000000000a1ce57",0,199764,0,110171,4084,0
"all;g4run;libG4processes;0x00000000009f3d53",0,334845,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",15350837,3522029,107451,1313305,83176,271
"all;g4run;libG4processes;0x0000000000838c16",0,160528,0,0,1620,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",605592025,163743096,1345389,103261015,842031,7841
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",0,0,1827,214296,1543,19
"all;g4run;libG4processes;0x00000000009f3d58",0,309812,0,0,0,0
"all;g4run;libG4processes;0x00000000009e3cb1",696559,0,0,0,0,0
"all;g4run;libG4processes;G4AntiNeutrinoMu::Definition@plt",698451,0,0,0,0,0
"all;g4run;libG4processes;G4ExcitationHandler::SetFermiModel@plt",1393326,0,0,0,0,39
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",4186786,1455897,23979,533269,6811,58
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",16749248,2790188,121229,1954834,105444,291
"all;g4run;libG4processes;0x000000000083e107",0,0,0,0,1361,0
"all;g4run;libG4processes;0x00000000008363e3",25814039,8999594,102133,5037824,45825,362
"all;g4run;libG4processes;G4BinaryLightIonReaction::Interact",0,0,2146,0,0,0
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",1393544,962196,6244,379913,0,19
"all;g4run;libG4processes;G4BinaryCascade::FindFragments",0,0,2351,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",48141734,8394790,233549,7071733,149017,623
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",694502,195222,5206,108246,0,0
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",7679086,3090382,34026,1544142,30557,280
"all;g4run;libG4processes;0x00000000008363e9",27903313,4927226,76391,5031851,30816,395
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",126936590,24608553,602188,19037068,307764,2211
"all;g4run;libG4processes;G4ResonanceNames::~G4ResonanceNames",0,0,0,111604,0,20
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleSpectralXTRdEdx",1396825,0,0,113883,1221,0
"all;g4run;libG4processes;0x0000000000aa3498",0,176461,0,0,1374,0
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",3480182,0,16290,460990,2814,38
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",4877644,1630721,23960,541467,10010,77
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",13962341,3408980,21627,1845171,9254,218
"all;g4run;libG4processes;0x0000000000b39256",0,0,0,0,1205,0
"all;g4run;libG4processes;std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> >::_M_realloc_insert<G4InteractionContent* const&>",697541,0,0,0,0,0
"all;g4run;libG4processes;G4InuclCollider::collide",1883466567,528480051,5459575,336485775,3641461,28900
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",697980,1006502,0,122896,1386,38
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",3486027,907957,9121,456498,11289,58
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",3490908,357461,9017,210196,11683,79
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",87177947,21382234,283163,14480925,172458,1468
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",698373,0,2268,224402,1283,20
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",19528695,5103911,123438,2254305,85154,390
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",148627619,35242397,543636,23671179,359202,2130
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",397664603,89742657,1421824,59652947,988311,5722
"all;g4run;libG4processes;G4RKFieldIntegrator::GetProtonPotential",0,0,2412,0,0,0
"all;g4run;libG4processes;0x0000000000836084",694702,162139,4047,87986,2896,0
"all;g4run;libG4processes;0x00000000008b6fae",0,210826,2265,0,0,19
"all;g4run;libG4processes;G4ElectronIonPair::Initialise",1396539,0,2651,0,0,0
"all;g4run;libG4processes;0x00000000008b6cdb",0,0,1757,111649,0,0
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::ReadDataFile",488009328,115664820,1536941,71236140,1079652,7556
"all;g4run;libG4processes;G4DiffuseElasticV2::InitialiseOnFly",0,0,6024,0,2680,0
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData@plt",0,180069,0,0,0,0
"all;g4run;libG4processes;0x00000000009319da",3492099,738246,34553,666026,15236,39
"all;g4run;libG4processes;G4VTransitionRadiation::Clear",6274753,1517391,24879,960354,14618,38
"all;g4run;libG4processes;0x0000000000836088",698355,160451,2614,0,0,0
"all;g4run;libG4processes;0x00000000009319dc",2790855,0,10311,234332,8927,39
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",183958032,40018425,391309,25161909,251068,2801
"all;g4run;libG4processes;G4PhotoElectricEffect::InitialiseProcess",370448181,72550966,436059,46868856,299085,4499
"all;g4run;libG4processes;std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Val_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >@plt",0,0,0,0,1479,0
"all;g4run;libG4processes;0x0000000000b362a3",698395,345303,2018,107105,3353,39
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::Initialise",92088466,23028174,347125,14845053,181871,1397
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",9762973,2395014,10617,1504418,13396,155
"all;g4run;libG4processes;std::vector<G4CascadeParameters*, std::allocator<G4CascadeParameters*> >::_M_fill_insert",0,0,0,0,1654,0
"all;g4run;libG4processes;G4BetheBlochModel::SetupParameters",0,0,0,109544,0,0
"all;g4run;libG4processes;G4VEmModel::GetCurrentIsotope@plt",698459,0,2490,0,4598,0
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",20225418,4302463,46896,3174924,50446,351
"all;g4run;libG4processes;0x0000000000f18c0e",696911,0,0,0,0,0
"all;g4run;libG4processes;G4RKFieldIntegrator::GetAntiprotonPotential",0,181956,2285,0,0,19
"all;g4run;libG4processes;G4Reggeons::ncPomerons",3488334,1330817,5187,648883,0,0
"all;g4run;libG4processes;G4LossTableManager::BuildTables",1805491504,389143827,5998458,248646445,3816894,28151
"all;g4run;libG4processes;G4INCL::Config::getVersionHash[abi:cxx11]@plt",0,0,0,127073,1417,19
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",9070758,1078059,93764,918394,39888,175
"all;g4run;libG4processes;0x00000000008b09fc",11169949,5311006,23929,2271754,17809,236
"all;g4run;libG4processes;G4LightTargetCollider::AbsorptionOnDeuteron",762555842,209045281,2075018,134873000,1515692,11504
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",145849888,56060274,931252,34259484,471174,3211
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",4879781,1884594,3647,736049,2694,58
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",39072803,4225410,184496,3073350,150539,678
"all;g4run;libG4processes;G4DiffuseElasticV2::SampleTableThetaCMS",0,0,0,0,3422,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions",698362,387940,2809,228713,0,0
"all;g4run;libG4processes;0x0000000000a1ce5c",698434,365823,4425,101465,0,0
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",23725906,5118875,119447,3338744,58287,368
"all;g4run;libG4processes;G4NuclearStopping::~G4NuclearStopping@plt",0,0,0,0,963,0
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",4182554,928740,0,355863,1728,58
"all;g4run;libG4processes;0x0000000000838c1b",6280403,1480834,8277,750054,2703,115
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",6090177834,1517410807,18148573,953715443,11943273,90346
"all;g4run;libG4processes;G4ASTARStopping::FindData",6977383,1749502,61009,696930,31373,173
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",37670531,4423944,166023,3235375,114784,585
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",698153,0,13752,90611,3440,0
"all;g4run;libG4processes;0x00000000009f3d5c",698471,0,0,130680,0,0
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",443742081,104094695,1327583,62486527,777847,6216
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",1396806,360351,8104,165642,8196,77
"all;g4run;libG4processes;0x0000000000380920",698385,179238,0,0,0,0
"all;g4run;libG4processes;G4LatticeReader::G4LatticeReader@plt",698422,178365,0,0,0,0
"all;g4run;libG4processes;G4Ne20GEMProbability::~G4Ne20GEMProbability@plt",2095263,562522,0,117618,1058,38
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",698460,0,0,218998,1314,20
"all;g4run;libG4processes;0x000000000083d846",1396789,734511,0,323527,5858,39
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",24398104,5357946,162760,3716865,123845,324
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsXsc",0,0,1645,109692,0,0
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",80205906,16750621,70885,10127997,91212,1188
"all;g4run;libG4processes;0x00000000008363ee",4883455,1307654,10071,631729,7904,20
"all;g4run;libG4processes;0x0000000000aa349c",0,0,0,226926,849,0
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetExchangeT",0,0,2589,0,1127,0
