id,cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far
"all",,,,,,
"all;g4run",,,,,,
"all;g4run;libc",,,,,,
"all;g4run;libG4processes;G4VUserTrackInformation::G4VUserTrackInformation@plt",698243,370593,3365,126409,1247,0
"all;g4run;libG4processes;G4FissionProductYieldDist::MakeDirectoryName",0,184787,0,0,2603,0
"all;g4run;libG4processes;G4FTFParticipants::GetList",698315,147308,5269,0,3869,19
"all;g4run;libG4processes;G4EmElementSelector::SelectRandomAtom",238586773,55806143,515466,35815912,337010,3382
"all;g4run;libG4processes;G4ScreeningMottCrossSection::NuclearCrossSection",49519503,13373993,102238,8232923,78643,804
"all;g4run;libG4processes;0x0000000000f19082",0,0,4209,0,0,0
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::GetTabValues",1394288,0,22712,0,7890,117
"all;g4run;libG4processes;G4HadronicDeveloperParameters::get",0,209886,0,0,0,0
"all;g4run;libG4processes;G4MolecularConfiguration::GetFakeParticleID@plt",2783381,0,6211,201639,5582,0
"all;g4run;libG4processes;G4ITSafetyHelper::InitialiseHelper@plt",5577094,1831695,28044,1137789,16492,134
"all;g4run;libG4processes;0x0000000000f1ffe6",0,182742,0,0,0,0
"all;g4run;libG4processes;0x0000000000a1a6d9",1396785,195620,6653,127308,7717,97
"all;g4run;libG4processes;G4KineticTrackVector::Shift",0,0,2053,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<G4String, std::pair<G4String const, double*>, std::_Select1st<std::pair<G4String const, double*> >, std::less<G4String>, std::allocator<std::pair<G4String const, double*> > >::_M_erase",0,0,2784,0,0,0
"all;g4run;libG4processes;G4ParticleHPFissionBaseFS::SetNeutronRP@plt",1396419,502588,7631,229031,4567,19
"all;g4run;libG4processes;0x000000000037e3b0",2788187,0,2661,126918,1250,38
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetClosestApproach",4183853,292185,11055,646204,7676,20
"all;g4run;libG4processes;G4CascadeInterface::copyOutputToHadronicResult",66278314,12418796,319115,9903192,179968,1020
"all;g4run;libG4processes;G4NuclearFermiDensity::GetDeriv",77454939,14778901,180994,8787323,171676,1411
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::HadronNucleusQ2_2",57890529,12704347,115914,9766528,86764,635
"all;g4run;libG4processes;G4QGSParticipants::CreateStrings",0,0,0,0,1363,0
"all;g4run;libG4processes;G4QGSParticipants::GenerateDeltaIsobar@plt",696452,187143,0,0,0,0
"all;g4run;libG4processes;G4ParticleHPT2AInelasticFS::G4ParticleHPT2AInelasticFS@plt",0,202062,1838,0,1147,0
"all;g4run;libG4processes;G4OpticalParameters::GetWLS2TimeProfile",697806,0,0,202324,1191,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor@plt",698327,0,1873,227598,955,39
"all;g4run;libG4processes;0x0000000000e4d0bb",0,0,0,109475,0,0
"all;g4run;libG4processes;G4C16GEMProbability::~G4C16GEMProbability@plt",698417,943657,2477,662879,1366,78
"all;g4run;libG4processes;G4FTFParameters::GetProcProb@plt",21624467,4755225,69414,3501362,53314,247
"all;g4run;libG4processes;0x00000000005f442d",3489552,346745,11065,923594,8218,76
"all;g4run;libG4processes;G4AngularDistribution::Cross@plt",0,167367,0,0,0,0
"all;g4run;libG4processes;G4RKPropagation::Init",1038880686,248578506,3505960,149372595,2179441,16320
"all;g4run;libG4processes;G4ElasticHNScattering::GaussianPt",698217,192883,2302,0,3602,19
"all;g4run;libG4processes;G4Parton::G4Parton@plt",0,0,1858,0,0,0
"all;g4run;libG4processes;0x00000000009d2e16",698599,0,0,0,4328,0
"all;g4run;libG4processes;0x000000000037b9d0",9075287,1692467,11466,881194,10381,136
"all;g4run;libG4processes;G4PAIySection::GetStepEnergyLoss",81737853,19708730,469244,11294446,227240,1709
"all;g4run;libG4processes;G4ProductionCutsTable::StoreCutsInfo",552579857,136570047,1221125,87412148,748585,7731
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity",2091740,0,5725,222687,13888,38
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMpionAbsorption",698410,192772,6931,0,2681,19
"all;g4run;libG4processes;G4NucleiModel::generateModel",0,196639,4408,215385,3416,40
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader",64679544,19833040,218152,12849531,168069,1194
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetElementCrossSection",155537960,38344077,633900,24880283,412518,2576
"all;g4run;libG4processes;G4IntraNucleiCascader::G4IntraNucleiCascader@plt",0,0,1688,0,0,0
"all;g4run;libG4processes;0x000000000037b6c0",695191,0,0,0,0,19
"all;g4run;libG4processes;G4LorentzConvertor::setBullet",698455,207083,9421,112400,2447,19
"all;g4run;libG4processes;G4SPBaryon::G4SPBaryon",0,0,0,0,1054,0
"all;g4run;libG4processes;0x000000000083809a",0,0,0,107585,0,0
"all;g4run;libG4processes;0x0000000000f69b3a",0,0,3592,385553,4034,0
"all;g4run;libG4processes;G4VStatMFMacroCluster::CalcInvLevelDensity",0,112286,0,0,0,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton",13958590,3080217,102488,2061297,70827,382
"all;g4run;libG4processes;G4NuclearPolarization::operator==",144400917,40196806,240651,24181740,188703,2442
"all;g4run;libG4processes;G4PAIySection::InitPAI",261006803,52134058,1390594,37613484,802732,4263
"all;g4run;libG4processes;G4WilsonAbrasionModel::PrintWelcomeMessage",0,0,0,0,1329,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getCrossSection",14648936,1062425,70197,1123433,54383,291
"all;g4run;libG4processes;G4Fancy3DNucleus::DoLorentzContraction",0,0,0,0,1162,19
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::SolveTheEquation",4886262,1173037,33871,1001318,16990,136
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",9768672,1455967,10281,730560,1130,117
"all;g4run;libG4processes;G4WaterStopping::G4WaterStopping@plt",698218,0,3662,109883,1086,19
"all;g4run;libG4processes;0x000000000037b940",698391,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000f69b7f",20240434,7719809,78845,3409499,59039,701
"all;g4run;libG4processes;0x000000000096dbae",0,0,0,0,0,19
"all;g4run;libG4processes;0x00000000008e2f7a",0,0,0,115030,0,0
"all;g4run;libG4processes;G4UPiNuclearCrossSection::LoadData@plt",0,159615,0,0,0,0
"all;g4run;libG4processes;0x00000000008e1944",3491007,841254,7573,647834,1391,78
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos",18319905,2935247,90130,3115633,94863,268
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSectionSum",698354,0,2455,0,2303,0
"all;g4run;libG4processes;0x00000000003804c0",698465,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::~G4CascadeRecoilMaker",4879570,2307825,8884,1621073,6456,19
"all;g4run;libG4processes;0x00000000008e1948",0,165111,5018,112498,0,0
"all;g4run;libG4processes;0x00000000008e2f7e",698299,1044284,3377,553789,3969,59
"all;g4run;libG4processes;G4CascadeCoalescence::reportArgs",8378149,1539607,42758,771926,40034,231
"all;g4run;libG4processes;0x0000000000770c89",698316,173971,2059,0,4403,19
"all;g4run;libG4processes;std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt",3488926,1408385,9680,217399,13074,115
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetVirtualFactor",3490763,1986421,35357,872820,17434,95
"all;g4run;libG4processes;G4NIELCalculator::AddEmModel",121372748,20432968,637508,11344562,377749,1599
"all;g4run;libG4processes;G4ProcessManager::AddProcess",2114462144,580958803,3303858,378649720,2406274,25841
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity",31403635,7375756,160255,5622391,141780,465
"all;g4run;libG4processes;G4CascadeSampler<30, 8>::findMultiplicity",2790798,2630984,18952,1111121,11087,59
"all;g4run;libG4processes;0x0000000000a0f31c",3487854,714722,25617,839673,14711,58
"all;g4run;libG4processes;0x0000000000f1ffea",0,0,2478,0,0,0
"all;g4run;libG4processes;G4PenelopeOscillatorManager::Clear@plt",0,0,0,0,3340,0
"all;g4run;libG4processes;G4ProductionCutsTable::UpdateCoupleTable",0,181137,0,98058,1596,20
"all;g4run;libG4processes;__cxa_rethrow@plt",14650627,1652287,58291,1774100,38471,136
"all;g4run;libG4processes;0x00000000008082d8",0,0,0,0,662,0
"all;g4run;libG4processes;0x000000000037f090",695933,508397,0,0,1295,0
"all;g4run;libG4processes;GIDI_settings_flux::operator[]@plt",7677623,1662329,45541,869287,27540,103
"all;g4run;libG4processes;G4VXTRenergyLoss::OneInterfaceXTRdEdx@plt",698425,0,0,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetPTables",138142997,21307005,712643,15724330,490851,2208
"all;g4run;libG4processes;G4LossTableManager::PreparePhysicsTable",4888516,484262,14238,564911,12140,40
"all;g4run;libG4processes;G4CollisionNNToNDeltastar::~G4CollisionNNToNDeltastar@plt",0,0,1705,119333,0,0
"all;g4run;libG4processes;0x000000000037bd00",698463,374402,2468,0,0,0
"all;g4run;libG4processes;G4VRangeToEnergyConverter::ConvertForElectron@plt",8370429,1672685,25550,1801182,16189,117
"all;g4run;libG4processes;G4OpticalParameters::GetScintStackPhotons",0,161934,3301,104249,1156,0
"all;g4run;libG4processes;0x0000000000380120",698405,198969,5747,120468,1608,0
"all;g4run;libG4processes;G4LinLogInterpolation::Calculate",2094841,1379853,14751,854383,19692,117
"all;g4run;libG4processes;G4ParticleInelasticXS::InitialiseOnFly",0,0,0,0,1138,0
"all;g4run;libG4processes;G4IntraNucleiCascader::collide",492678277,125338836,1429810,85024324,1129333,7926
"all;g4run;libG4processes;0x0000000000f1ff9e",0,0,0,0,1196,0
"all;g4run;libG4processes;G4NeutrinoElectronProcess::SetLowestEnergy",0,0,0,0,0,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::~G4CascadeFunctions",0,0,2325,0,0,0
"all;g4run;libG4processes;G4HadronicParameters::~G4HadronicParameters",1395431,341613,1798,104481,868,0
"all;g4run;libG4processes;G4StatMFParameters::GetMaxAverageMultiplicity",2094681,1738130,7007,513646,3315,97
"all;g4run;libG4processes;0x0000000000838ef4",2095194,1034557,4342,342839,4071,39
"all;g4run;libG4processes;G4OpticalParameters::GetScintByParticleType",60013285,9696238,308735,4271895,211664,1139
"all;g4run;libG4processes;G4PEEffectFluoModel::G4PEEffectFluoModel",438139097,89536031,1150524,52359781,675146,5856
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, long, double, __gnu_cxx::__ops::_Iter_comp_iter<std::greater<double> > >",0,0,1877,0,0,0
"all;g4run;libG4processes;G4Bessel::pI0",696991,0,0,0,969,0
"all;g4run;libG4processes;G4VParticleChange::operator=@plt",697936,705904,0,0,1527,0
"all;g4run;libG4processes;G4StatMFFragment::GetCoulombEnergy",0,202243,5943,99311,1211,20
"all;g4run;libG4processes;G4HadronicParameters::SetMaxEnergyTransitionFTF_Cascade",0,0,2246,0,1459,0
"all;g4run;libG4processes;0x00000000009475de",0,152301,0,0,0,0
"all;g4run;libG4processes;0x00000000008c521d",1395595,1072244,25671,105192,9432,98
"all;g4run;libG4processes;0x00000000009d2e1b",3491447,533358,4371,110888,3837,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionerr",0,0,0,0,0,20
"all;g4run;libG4processes;0x00000000008b6e57",6280254,860319,30127,227340,12254,117
"all;g4run;libG4processes;G4PairProductionRelModel::SampleSecondaries",2560042688,637650854,6197458,424954670,3762504,39398
"all;g4run;libG4processes;G4eeToHadronsModel::ComputeCMCrossSectionPerElectron@plt",0,352792,0,58863,922,0
"all;g4run;libG4processes;G4UrbanMscModel::SimpleScattering",697833,0,0,0,3831,0
"all;g4run;libG4processes;G4FTFAnnihilation::Create3QuarkAntiQuarkStrings",1396748,381523,4036,235619,6026,39
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert",43958622,7651111,210199,5776548,192005,771
"all;g4run;libG4processes;G4NeutronElasticXS::BuildPhysicsTable",84425853,22807491,371809,12714024,245340,1256
"all;g4run;libG4processes;G4LossTableManager::BuildPhysicsTable@plt",0,187889,0,0,0,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4CascadeChannel*>, std::_Select1st<std::pair<int const, G4CascadeChannel*> >, std::less<int>, std::allocator<std::pair<int const, G4CascadeChannel*> > >::_M_get_insert_hint_unique_pos",0,199108,0,0,0,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<void>::GetCallbacks@plt",2095291,320768,2685,240819,2471,19
"all;g4run;libG4processes;G4CascadParticle::print",698406,153248,7279,107082,2694,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",698477,0,0,211684,0,0
"all;g4run;libG4processes;G4FTFModel::GenerateDeltaIsobar",698240,0,2705,0,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>",0,213223,0,0,0,0
"all;g4run;libG4processes;G4LinLogLogInterpolation::Calculate",115061498,29158305,534663,18189560,373308,2173
"all;g4run;libG4processes;G4IntraNucleiCascader::rescatter",489787163,110220040,1399065,77521632,817529,7210
"all;g4run;libG4processes;G4CollisionOutput::selectPairToTune",5573540,894267,48348,620566,38794,39
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillUsingKopylov",56522124,15870467,210268,9361836,118286,963
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::ThresholdEnergy",698189,470655,6323,542432,4073,19
"all;g4run;libG4processes;MCGIDI_reaction_parseFromTOM@plt",10470373,2391615,16545,909713,7517,95
"all;g4run;libG4processes;G4NeutronCaptureXS::SelectIsotope",41840445,7015213,109573,5201770,93775,448
"all;g4run;libG4processes;G4LowEPPolarizedComptonModel::SetPerpendicularVector@plt",0,0,0,0,1196,0
"all;g4run;libG4processes;0x00000000008e194d",698226,155078,1720,113415,0,0
"all;g4run;libG4processes;G4EmCalculator::PrintDEDXTable",60680567,13697908,452912,11049799,263409,1290
"all;g4run;libG4processes;G4O19GEMProbability::G4O19GEMProbability",12547472,3439909,52194,2231136,55577,235
"all;g4run;libG4processes;0x00000000006c9043",16058241,5787352,45343,3336560,37956,414
"all;g4run;libG4processes;0x000000000096dc38",698380,0,6219,0,0,0
"all;g4run;libG4processes;G4ChargeExchangeProcess::GetElementCrossSection",0,0,0,0,1164,19
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::G4ElNeutrinoNucleusTotXsc",0,0,2674,0,0,0
"all;g4run;libG4processes;G4CollisionNStarNToNN::G4CollisionNStarNToNN",0,193985,0,0,0,0
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil",8376751,2353013,31222,1451333,22418,118
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetPTables",213478818,47402348,408465,30694776,310521,2906
"all;g4run;libG4processes;G4ScreeningMottCrossSection::McFcorrection",0,194288,0,122778,0,0
"all;g4run;libG4processes;G4PhysicsTableHelper::RetrievePhysicsTable",32798923,7622926,177290,6320239,101502,649
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::~G4ParallelWorldScoringProcess",17441720,3207642,49148,3213542,42978,251
"all;g4run;libG4processes;0x00000000006c9047",23712716,5118416,61382,2845396,46054,402
"all;g4run;libG4processes;G4CascadeSampler<31, 6>::findMultiplicity",1394632,311549,8390,222292,6624,38
"all;g4run;libG4processes;G4StatMFMacroNucleon::~G4StatMFMacroNucleon",0,0,8789,98905,0,0
"all;g4run;libG4processes;0x000000000084196c",0,172924,0,0,0,0
"all;g4run;libG4processes;0x00000000008082dd",698369,162976,7442,103275,4642,19
"all;g4run;libG4processes;G4CollisionOutput::printCollisionOutput",2791026,2161351,14644,569160,17479,77
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",3489015,1298322,6765,936120,11461,39
"all;g4run;libG4processes;G4StatMFFragment::operator!=",0,0,4407,0,0,0
"all;g4run;libG4processes;G4RToEConvForGamma::ComputeValue",112325422,32115839,393367,16597196,285243,1794
"all;g4run;libG4processes;G4VXTRenergyLoss::AngleXTRdEdx",47426873,11299425,188698,7175065,123623,1057
"all;g4run;libG4processes;G4FTFModel::ReggeonCascade",0,0,1632,0,905,0
"all;g4run;libG4processes;0x0000000000a0cc66",0,376690,2767,107883,1607,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirThreeBody",2789582,1416522,21654,411581,11187,77
"all;g4run;libG4processes;std::vector<std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >*, std::allocator<std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >*> >::_M_realloc_insert<std::vector<std::vector<double, std::allocator<double> >*, std::allocator<std::vector<double, std::allocator<double> >*> >* const&>",0,0,1839,0,0,0
"all;g4run;libG4processes;G4NuElNucleusNcModel::~G4NuElNucleusNcModel@plt",1396959,554193,8551,611009,6839,58
"all;g4run;libG4processes;G4LorentzConvertor::fillKinematics",43249876,6040246,225190,3158315,192363,693
"all;g4run;libG4processes;G4PairProductionRelModel::LPMFuncs::~LPMFuncs",89303072,16121035,153601,13724249,109369,1478
"all;g4run;libG4processes;G4DiffuseElasticV2::IsApplicable",697700,0,1575,0,0,39
"all;g4run;libG4processes;0x0000000000a0cc68",8364212,2404566,35035,1760441,29300,95
"all;g4run;libG4processes;G4BetheBlochIonGasModel::G4BetheBlochIonGasModel",0,142076,0,0,0,0
"all;g4run;libG4processes;G4N13GEMChannel::~G4N13GEMChannel",0,187000,7163,0,0,0
"all;g4run;libG4processes;0x0000000000b3f918",698359,0,7134,0,2312,39
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::~G4MuonMinusAtomicCapture",2086856,337610,6658,356136,7736,57
"all;g4run;libG4processes;std::_Rb_tree<G4MoleculeDefinition const*, std::pair<G4MoleculeDefinition const* const, double>, std::_Select1st<std::pair<G4MoleculeDefinition const* const, double> >, std::less<G4MoleculeDefinition const*>, std::allocator<std::pair<G4MoleculeDefinition const* const, double> > >::_M_erase",378844567,85684410,926769,56333980,541260,4840
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity",4882364,2672839,11751,2032222,7682,192
"all;g4run;libG4processes;G4MuonMinusCapture::G4MuonMinusCapture",21634087,7497036,153219,5008692,71265,518
"all;g4run;libG4processes;G4NeutronElectronElXsc::IsElementApplicable",11149895,3630337,48804,1949591,34362,270
"all;g4run;libG4processes;0x0000000000ef7772",0,333081,4182,0,2306,19
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize",238551334,63087635,934235,43821152,579208,4895
"all;g4run;libG4processes;G4ParticleInelasticXS::Initialise",78844933,16341929,244858,8507076,172244,834
"all;g4run;libG4processes;G4LossTableBuilder::InitialiseBaseMaterials",0,0,2210,0,3510,19
"all;g4run;libG4processes;G4CascadeCoalescence::selectCandidates",23717145,4551189,162775,1796291,104794,420
"all;g4run;libG4processes;G4CollisionOutput::getTotalBaryonNumber",73375256,20849019,374238,13936766,297128,1591
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::getMultiplicity",487007982,109348327,1960334,73003947,1238521,7719
"all;g4run;libG4processes;G4VEmProcess::StreamInfo",2598557875,627494979,7371962,402285702,4193931,43274
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants_doChargeExchange",4881232,1940304,16207,1739010,9343,174
"all;g4run;libG4processes;G4NucleiModel::printModel",275603566,57708147,850145,43624109,562386,3972
"all;g4run;libG4processes;0x0000000000937b2f",1396450,1129325,0,598424,1562,76
"all;g4run;libG4processes;G4Scatterer::GetTimeToInteraction",0,186617,0,0,0,0
"all;g4run;libG4processes;std::vector<G4VFastSimulationModel*, std::allocator<G4VFastSimulationModel*> >::_M_realloc_insert<G4VFastSimulationModel*>@plt",0,174200,4400,0,0,0
"all;g4run;libG4processes;0x0000000000e4d10b",0,709462,1924,229016,3307,38
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::SampleMSC",1396823,498084,21385,207829,15171,57
"all;g4run;libG4processes;0x0000000000a4923d",0,0,1790,0,0,0
"all;g4run;libG4processes;std::ostream::write@plt",698237,372709,4504,0,1255,19
"all;g4run;libG4processes;0x00000000008b6e5e",2791669,484227,5161,107250,7708,21
"all;g4run;libG4processes;G4Fissioner::deExcite",27235631,6205015,179407,5608189,109301,580
"all;g4run;libG4processes;G4EMDissociationCrossSection::G4EMDissociationCrossSection",694276,0,1508,0,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::GetCrossSection",6978689,2358910,34835,1036094,14308,198
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2Gauss",110885732,29584673,470523,15707518,247667,2098
"all;g4run;libG4processes;G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print",67679638,19505089,345258,9099975,232560,1097
"all;g4run;libG4processes;G4AutoDelete::Register<G4CascadeParameters>",34896276,9531122,116765,6636230,73908,497
"all;g4run;libG4processes;std::vector<int, std::allocator<int> >::_M_range_insert<int const*>",0,0,1534,0,936,19
"all;g4run;libG4processes;G4MolecularConfiguration::G4MolecularConfigurationManager::GetMolecularConfiguration@plt",0,0,2024,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity",3491273,214362,6817,246493,1074,19
"all;g4run;libG4processes;G4EquilibriumEvaporator::goodRemnant",30688943,7177384,98705,5479185,74682,540
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateCosTheta",373259305,91503783,1221386,57479705,608591,5599
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::operator=",485606525,108573904,576680,69132916,373422,6481
"all;g4run;libG4processes;G4ParticleHPProduct::G4ParticleHPProduct@plt",0,183166,0,0,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeDXSectionPerAtom",19532481,2367015,29499,2607630,25835,396
"all;g4run;libG4processes;0x00000000009d28ba",0,0,0,0,1328,0
"all;g4run;libG4processes;G4PEEffectFluoModel::CrossSectionPerVolume",131864390,28793701,360405,15621582,200569,1911
"all;g4run;libG4processes;0x0000000000a63153",0,0,0,213351,1686,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2ExpHof",6970614,791703,17381,664270,15980,81
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetCrossSectionForProjectile",9071389,1511656,50694,1242163,37661,154
"all;g4run;libG4processes;G4VCrossSectionRatio::~G4VCrossSectionRatio@plt",0,0,1825,106470,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::FragmentString",698475,0,0,0,1092,0
"all;g4run;libG4processes;G4OpticalParameters::StreamInfo",475812079,92489147,989693,71456016,686073,6175
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getMultiplicity",24417276,5805672,133830,3061292,114223,425
"all;g4run;libG4processes;std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt",0,177890,0,0,2859,0
"all;g4run;libG4processes;0x00000000008c4d5e",697534,172929,4089,0,3392,20
"all;g4run;libG4processes;0x0000000000f182d7",0,0,4979,0,0,0
"all;g4run;libG4processes;0x00000000008b8fcd",0,153227,0,0,0,0
"all;g4run;libG4processes;G4CrossSectionDataStore::ComputeCrossSection",698280,0,0,0,0,0
"all;g4run;libG4processes;0x0000000000b3f9af",3488000,735835,5833,112489,2554,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt",4884231,687621,17924,440510,19617,135
"all;g4run;libG4processes;G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt",11161466,4057409,23507,2345593,18485,338
"all;g4run;libG4processes;G4CacheReference<CLHEP::Hep3Vector*>::Destroy",698001,1336802,0,588292,0,38
"all;g4run;libG4processes;0x000000000083f6fc",0,0,0,95357,0,19
"all;g4run;libG4processes;0x00000000008b8fcf",0,0,0,103763,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum",64886451,14049458,335750,9190605,210782,961
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::FillEnergySteps",695247,0,0,104793,1489,0
"all;g4run;libG4processes;G4N15GEMChannel::~G4N15GEMChannel",0,0,0,105614,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity",2790310,2272970,14206,0,7860,38
"all;g4run;libG4processes;G4VCrossSectionDataSet::G4VCrossSectionDataSet",10467370,2387957,40387,1463171,35567,177
"all;g4run;libG4processes;G4CollisionOutput::G4CollisionOutput",13252396,2615910,50761,1133489,52837,214
"all;g4run;libG4processes;G4CascadeDeexciteBase::getTargetData",96431208,25569368,165066,15705922,88969,999
"all;g4run;libG4processes;0x0000000000a0cc6a",0,0,0,0,1397,0
"all;g4run;libG4processes;G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry",11162323,2884916,39579,2375241,25194,97
"all;g4run;libG4processes;G4INCLXXInterfaceStore::~G4INCLXXInterfaceStore@plt",0,164453,0,0,0,19
"all;g4run;libG4processes;G4FissionFragmentGenerator::G4SetIsotope",0,188303,1693,0,2415,19
"all;g4run;libG4processes;G4StatMFParameters::Getr0",698305,316540,5194,0,1268,19
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS@plt",0,0,0,236966,1181,0
"all;g4run;libG4processes;0x000000000083944e",0,0,5988,100688,0,0
"all;g4run;libG4processes;0x0000000000a16ca5",4186745,320037,15040,133424,14362,78
"all;g4run;libG4processes;0x0000000000a0cc6d",4886517,509573,9203,590282,2757,57
"all;g4run;libG4processes;G4LundStringFragmentation::SplitLast",0,0,2487,0,0,0
"all;g4run;libG4processes;G4FTFModel::AdjustNucleonsAlgorithm_Sampling",2669591,343533,7481,0,2628,0
"all;g4run;libG4processes;G4BinaryCascade::ApplyYourself",0,0,0,0,0,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getMultiplicity",0,0,1571,0,1447,0
"all;g4run;libG4processes;0x00000000008b6cf6",0,0,0,0,1080,0
"all;g4run;libG4processes;G4MoleculeCounter::GetRecordedMolecules@plt",0,0,0,0,1483,39
"all;g4run;libG4processes;std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>",6973819,689422,19067,1311677,28185,77
