id,cycles,ex_div_busy,ex_div_count
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeLPMGsPhis",13961499,0,153
"all;g4run;libG4processes;0x0000000000a1a595",698436,0,0
"all;g4run;libG4processes;G4PenelopeOscillator::G4PenelopeOscillator@plt",698469,0,0
"all;g4run;libG4processes;G4InuclCollider::collide",3027097350,151960,19797
"all;g4run;libG4processes;G4GamP2NPipAngDst::~G4GamP2NPipAngDst",2095114,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",2792306,0,0
"all;g4run;libG4processes;G4EvaporationInuclCollider::deExcite",6278670,0,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection",73284428,2735,187
"all;g4run;libG4processes;G4StatMFMacroMultiplicity::CalcMeanA",1393276,0,0
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::SampleSecondaries",113757068,1640,922
"all;g4run;libG4processes;G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print",50954567,1244,76
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetChargeExchangeCrossSection",376233766,20789,1129
"all;g4run;libG4processes;0x0000000000836084",2793212,153,16
"all;g4run;libG4processes;0x00000000008b6cdb",698449,2516,0
"all;g4run;libG4processes;G4PenelopeRayleighModelMI::ReadDataFile",478184534,15505,880
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData@plt",0,0,19
"all;g4run;libG4processes;G4DiffuseElasticV2::InitialiseOnFly",698540,0,0
"all;g4run;libG4processes;G4VTransitionRadiation::Clear",6983970,48,0
"all;g4run;libG4processes;0x00000000009319da",13260928,742,17
"all;g4run;libG4processes;0x00000000009319dc",5585805,0,0
"all;g4run;libG4processes;G4LossTableBuilder::GetBaseMaterialFlag",249195797,9766,1584
"all;g4run;libG4processes;G4PhotoElectricEffect::InitialiseProcess",212189847,12890,665
"all;g4run;libG4processes;0x0000000000b362a3",1394653,0,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::Initialise",148668997,4142,581
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",15360481,57,35
"all;g4run;libG4processes;G4VEmModel::GetCurrentIsotope@plt",2094529,0,0
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",19541277,442,49
"all;g4run;libG4processes;G4RKFieldIntegrator::GetAntiprotonPotential",2793475,401,80
"all;g4run;libG4processes;G4Reggeons::ncPomerons",4190055,0,0
"all;g4run;libG4processes;G4LossTableManager::BuildTables",1722464850,62371,5687
"all;g4run;libG4processes;G4LossTableBuilder::BuildRangeTable",7678781,196,0
"all;g4run;libG4processes;0x00000000008b09fc",9075590,12314,121
"all;g4run;libG4processes;G4LightTargetCollider::AbsorptionOnDeuteron",1194953905,34973,4041
"all;g4run;libG4processes;G4ProductionCutsTable::DumpCouples@plt",696437,0,0
"all;g4run;libG4processes;G4NeutronElasticXS::Initialise",291745036,4928,1531
"all;g4run;libG4processes;std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt",8376245,323,34
"all;g4run;libG4processes;G4PairProductionRelModel::GetLPMFunctions",61410282,359,347
"all;g4run;libG4processes;0x0000000000a1ce5c",0,87,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions",1396749,0,19
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",29318035,5357,54
"all;g4run;libG4processes;G4CollisionOutput::removeOutgoingParticle@plt",5581883,0,0
"all;g4run;libG4processes;0x0000000000838c1b",2789876,1124,0
"all;g4run;libG4processes;G4CrossSectionDataStore::DumpPhysicsTable",6521825997,302907,26470
"all;g4run;libG4processes;G4ASTARStopping::FindData",9076909,57,18
"all;g4run;libG4processes;G4OpticalParameters::~G4OpticalParameters",11867910,101,35
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",1392638,0,0
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetInelasticIsotopeCrossSection",496269554,22033,2378
"all;g4run;libG4processes;0x000000000037b500",2093700,0,275
"all;g4run;libG4processes;MCGIDI_sampling_pdfsOfXGivenW_initialize@plt",4190881,186,0
"all;g4run;libG4processes;0x0000000000380920",698424,0,0
"all;g4run;libG4processes;G4LatticeReader::G4LatticeReader@plt",2792382,0,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",2095072,0,0
"all;g4run;libG4processes;0x000000000083d846",3489251,0,0
"all;g4run;libG4processes;G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu",44668414,2377,182
"all;g4run;libG4processes;std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert",146584510,5087,255
"all;g4run;libG4processes;G4C10GEMProbability::~G4C10GEMProbability@plt",698542,72,0
"all;g4run;libG4processes;0x00000000008363ee",2095249,0,17
"all;g4run;libG4processes;0x0000000000aa349c",698158,0,0
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",34199116,3237,161
"all;g4run;libG4processes;0x000000000037d9c0",1396815,0,0
"all;g4run;libG4processes;G4Clebsch::TriangleCoeff",695298,0,16
"all;g4run;libG4processes;G4EmParameters::SetLPM@plt",6281511,53,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::G4ParallelWorldScoringProcess",527668432,22073,2628
"all;g4run;libG4processes;G4Clebsch::Wigner6J",99123195,9170,814
"all;g4run;libG4processes;0x0000000000e96c7b",698222,0,0
"all;g4run;libG4processes;G4StatMFMicroPartition::CoulombFreeEnergy",40493254,1861,58
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",698524,0,0
"all;g4run;libG4processes;0x000000000083608c",1394959,418,0
"all;g4run;libG4processes;G4HadronicException::G4HadronicException",1396797,0,36
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",52351401,778,296
"all;g4run;libG4processes;0x0000000000a2a7f5",1396735,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",459985525,12160,2749
"all;g4run;libG4processes;0x000000000037d970",697920,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt",2793739,526,0
"all;g4run;libG4processes;0x00000000008e2ff6",7675873,252,22
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",12565774,13763,1207
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",115154344,4091,428
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",9771464,0,32
"all;g4run;libG4processes;0x0000000000b362aa",698413,73,0
"all;g4run;libG4processes;0x00000000008b6d67",2793644,0,0
"all;g4run;libG4processes;0x00000000008b6d26",3488507,0,0
"all;g4run;libG4processes;0x0000000000f69b64",13961519,1004,23
"all;g4run;libG4processes;0x0000000000e969e8",698341,0,0
"all;g4run;libG4processes;G4PenelopeComptonModel::~G4PenelopeComptonModel@plt",698048,0,0
"all;g4run;libG4processes;G4RToEConvForElectron::G4RToEConvForElectron@plt",698480,0,0
"all;g4run;libG4processes;G4ITStepProcessor::SetTrack@plt",17449897,234,78
"all;g4run;libG4processes;0x0000000000f69b69",4188838,0,45
"all;g4run;libG4processes;0x0000000000f087a4",2789149,0,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeNear",20249710,261,0
"all;g4run;libG4processes;0x00000000006c9fe9",698383,422,0
"all;g4run;libG4processes;0x0000000000b3629a",3489763,0,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",3491773,0,0
"all;g4run;libG4processes;G4PhotoElectricAngularGeneratorPolarized::CrossSectionMajorantFunction@plt",698495,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::SpectralXTRdEdx",1396701,71,0
"all;g4run;libG4processes;0x0000000000b3629e",698412,0,0
"all;g4run;libG4processes;G4NeutronKiller::SetKinEnergyLimit@plt",698297,0,0
"all;g4run;libG4processes;0x00000000008b0734",51661259,1235,571
"all;g4run;libG4processes;0x0000000000b3f8f8",698313,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetElementCrossSection",39086287,4368,210
"all;g4run;libG4processes;G4INCL::CoulombNonRelativistic::getCoulombRadius@plt",1395146,0,0
"all;g4run;libG4processes;G4ProcessTableMessenger::~G4ProcessTableMessenger@plt",3491794,166,0
"all;g4run;libG4processes;0x000000000083d84a",8372342,0,0
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::CalculateCrossSection",21311633726,899683,104754
"all;g4run;libG4processes;G4FTFParamCollPionProj::G4FTFParamCollPionProj",2792181,0,16
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorNucleonInelastic",7680196,77,0
"all;g4run;libG4processes;G4SBBremTable::SampleEnergyTransfer",381999591,14074,2146
"all;g4run;libG4processes;0x0000000000ef79e4",698513,118,18
"all;g4run;libG4processes;G4RKPropagation::G4RKPropagation",17449401,992,155
"all;g4run;libG4processes;0x00000000008b0739",323934830,8993,1181
"all;g4run;libG4processes;std::vector<G4BCAction*, std::allocator<G4BCAction*> >::_M_realloc_insert<G4BCAction*>",695711,0,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMfinalState",1396886,0,0
"all;g4run;libG4processes;0x000000000083d84f",17446191,818,0
"all;g4run;libG4processes;G4GoudsmitSaundersonTable::LoadMSCData",2712158116,115618,9529
"all;g4run;libG4processes;G4MuonicAtomDecay::DecayIt",25830323,1920,330
"all;g4run;libG4processes;G4N16GEMChannel::~G4N16GEMChannel",698415,0,0
"all;g4run;libG4processes;G4VEmProcess::BuildLambdaTable",32115248,526,84
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::ChooseGenerators",43972762,815,128
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",82346147,10278,3015
"all;g4run;libG4processes;std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase",5585022,46980,3570
"all;g4run;libG4processes;0x000000000037e660",4887715,329,0
"all;g4run;libG4processes;G4HadronicParameters::SetMinEnergyTransitionQGS_FTF",33516550,985,47
"all;g4run;libG4processes;G4FTFAnnihilation::Create2QuarkAntiQuarkStrings",698246,0,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetNuElTotCsArray",1396354,0,0
"all;g4run;libG4processes;0x000000000083e8db",5586645,0,246
"all;g4run;libG4processes;G4VCrossSectionDataSet::ComputeCrossSection",2094853,247,55
"all;g4run;libG4processes;0x000000000082eb14",4188126,68,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMGsPhis",390447741,10450,1359
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay",35591695,1118,95
"all;g4run;libG4processes;G4StatMFMacroBiNucleon::CalcMeanMultiplicity",698338,0,0
"all;g4run;libG4processes;G4SeltzerBergerModel::ComputeDXSectionPerAtom",55143752,5781,540
"all;g4run;libG4processes;0x0000000000a18645",3490782,0,0
"all;g4run;libG4processes;G4UrbanMscModel::SampleCosineTheta",6278160,47,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm",66304665,2398,319
"all;g4run;libG4processes;0x00000000008b6d2a",2094883,43,0
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralWoodsSaxon",196142195,7629,2842
"all;g4run;libG4processes;0x00000000008b6d6c",20243635,224,0
"all;g4run;libG4processes;G4NucleiModel::G4NucleiModel",3491734,902,0
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::~G4CascadeFunctions()",698412,0,0
"all;g4run;libG4processes;G4NuclearFermiDensity::G4NuclearFermiDensity",1396760,67,0
"all;g4run;libG4processes;std::_Rb_tree<int, std::pair<int const, G4FastList<G4Track>*>, std::_Select1st<std::pair<int const, G4FastList<G4Track>*> >, std::less<int>, std::allocator<std::pair<int const, G4FastList<G4Track>*> > >::_M_erase",419460223,11330,1139
"all;g4run;libG4processes;std::_Rb_tree<G4LogicalVolume*, std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector>, std::_Select1st<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> >, std::less<G4LogicalVolume*>, std::allocator<std::pair<G4LogicalVolume* const, CLHEP::Hep3Vector> > >::_M_get_insert_hint_unique_pos@plt",2094981,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::Splitup",2094814,0,0
"all;g4run;libG4processes;G4EvaporationInuclCollider::~G4EvaporationInuclCollider",2095035,0,0
"all;g4run;libG4processes;G4PAIySection::DifPAIySection",690334029,21076,2842
"all;g4run;libG4processes;0x0000000000ef7d16",698415,0,0
"all;g4run;libG4processes;G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj",6982271,412,0
"all;g4run;libG4processes;G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath",28608648,102,18
"all;g4run;libG4processes;G4ChipsKaonMinusElasticXS::GetSlope",112376883,1684,333
"all;g4run;libG4processes;0x00000000009f87fd",698208,0,44
"all;g4run;libG4processes;G4GammaNuclearXS::CrossSectionDescription",698389,0,0
"all;g4run;libG4processes;0x0000000000f087af",2791570,0,0
"all;g4run;libG4processes;G4DNAEventSet::CreateEvent@plt",698246,0,0
"all;g4run;libG4processes;0x0000000000b3f8ff",695977,0,0
"all;g4run;libG4processes;G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection",36290537,1004,66
"all;g4run;libG4processes;G4RKPropagation::FreeTransport",27221965,58,0
"all;g4run;libG4processes;G4LossTableManager::ResetParameters",227544936,7748,558
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::SaveKinematics",695893,0,0
"all;g4run;libG4processes;G4CollisionOutput::removeRecoilFragment",8375170,5226,121
"all;g4run;libG4processes;G4CascadeNNChannel::findCrossSection",39788774,846,202
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::CrossSectionFormula",2091644,212,0
"all;g4run;libG4processes;G4CRCoalescence::G4CRCoalescence@plt",2792714,0,0
"all;g4run;libG4processes;G4InuclNuclei::makeNuclearFragment",187042093,12262,1231
"all;g4run;libG4processes;G4hIonisation::InitialiseEnergyLossProcess",698418,654,0
"all;g4run;libG4processes;G4PAIModelData::SampleAlongStepTransfer@plt",1395056,0,0
"all;g4run;libG4processes;G4HadronicException::what",13264726,80,0
"all;g4run;libG4processes;G4CascadeColliderBase::~G4CascadeColliderBase",16054154,0,130
"all;g4run;libG4processes;G4EmCalculator::GetKinEnergy",31413592,1131,121
"all;g4run;libG4processes;G4NIELCalculator::RecoilEnergy",2094435,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::InitialiseElementData",485190556,19807,2021
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity",73297936,1110,409
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",698383,0,0
"all;g4run;libG4processes;G4LossTableManager::GetEnergyLossProcess",396470221,15008,1484
"all;g4run;libG4processes;0x000000000082eb1c",2088346,0,0
"all;g4run;libG4processes;G4PAIxSection::ComputeLowEnergyCof@plt",697107,0,0
"all;g4run;libG4processes;std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_realloc_insert<std::vector<unsigned long, std::allocator<unsigned long> > const&>",504825808,19265,1803
"all;g4run;libG4processes;G4NucleiModel::forceFirst",7674551,0,0
"all;g4run;libG4processes;G4ProcessManager::RemoveProcess",627685639,21503,2489
"all;g4run;libG4processes;G4HadronElastic::G4HadronElastic@plt",698383,0,0
"all;g4run;libG4processes;G4PAIySection::RePartDielectricConst",154260834,5041,264
"all;g4run;libG4processes;G4ProcessAttribute::G4ProcessAttribute@plt",9774168,987,70
"all;g4run;libG4processes;std::vector<G4InuclNuclei, std::allocator<G4InuclNuclei> >::_M_realloc_insert<G4InuclNuclei const&>",334536408,13942,802
"all;g4run;libG4processes;0x000000000095fa59",2791658,0,0
"all;g4run;libG4processes;G4NonEquilibriumEvaporator::deExcite",262414101,5475,1089
"all;g4run;libG4processes;G4VXTRenergyLoss::OneInterfaceXTRdEdx",698320,0,0
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::SetParallelWorld",80970825,2759,169
"all;g4run;libG4processes;std::_Rb_tree<G4ParticleDefinition const*, std::pair<G4ParticleDefinition const* const, G4EnergyLossTablesHelper>, std::_Select1st<std::pair<G4ParticleDefinition const* const, G4EnergyLossTablesHelper> >, std::less<G4ParticleDefinition const*>, std::allocator<std::pair<G4ParticleDefinition const* const, G4EnergyLossTablesHelper> > >::_M_get_insert_unique_pos@plt",698313,0,0
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::GetLightFq2",363809592,14568,1752
"all;g4run;libG4processes;G4IntraNucleiCascader::copySecondaries",593327793,36164,4259
"all;g4run;libG4processes;G4LossTableBuilder::GetFlag@plt",698433,0,0
"all;g4run;libG4processes;G4CascadeParameters::Initialize",1394739,655,0
"all;g4run;libG4processes;G4OmegaMinus::Definition@plt",1395669,0,0
"all;g4run;libG4processes;0x00000000008c4d86",2791414,0,0
"all;g4run;libG4processes;G4FissionProductYieldDist::~G4FissionProductYieldDist",0,152,45
"all;g4run;libG4processes;G4VEmProcess::GetCrossSection",1396451,0,0
"all;g4run;libG4processes;G4AntiXibMinus::Definition@plt",2791757,0,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::GetErfComp",15350797,547,78
"all;g4run;libG4processes;G4VEmProcess::ProcessDescription",31412294,3094,78
"all;g4run;libG4processes;std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>",1396867,0,0
"all;g4run;libG4processes;G4OpticalParameters::GetWLSTimeProfile",96341442,609,251
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasZmuProduct",2792780,65,0
"all;g4run;libG4processes;G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::Register",2792797,0,0
"all;g4run;libG4processes;G4SeltzerBergerModel::Initialise",14695108,183,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::pionNucleonAbsorption",698622,261,0
"all;g4run;libG4processes;std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt",2792131,264,0
"all;g4run;libG4processes;G4PEEffectFluoModel::~G4PEEffectFluoModel",21638348,62,0
"all;g4run;libG4processes;G4ITStepProcessor::GetAtRestIL@plt",9766877,1021,0
"all;g4run;libG4processes;0x0000000000a5962d",20231073,55,165
"all;g4run;libG4processes;G4LundStringFragmentation::Quark_AntiQuark_lastSplitting",698419,0,0
"all;g4run;libG4processes;G4MuMinusCapturePrecompound::ApplyYourself",13957911,843,191
"all;g4run;libG4processes;0x0000000000a80eb8",697458,0,0
"all;g4run;libG4processes;0x0000000000948a9b",698200,0,0
"all;g4run;libG4processes;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",6982766,0,0
"all;g4run;libG4processes;0x0000000000f18edc",4886523,0,0
"all;g4run;libG4processes;0x0000000000b3f906",2095025,316,17
"all;g4run;libG4processes;__1DSortOut::Sort@plt",6282411,48,0
"all;g4run;libG4processes;G4HadronicParameters::G4HadronicParameters",7679317,502,0
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingNuclei",14657385,15059,1787
"all;g4run;libG4processes;G4INCL::CrossSectionsMultiPions::NNThreePi@plt",109580740,3310,267
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::AtRestDoIt",698181,201,0
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::SetSecondParton",698406,0,54
"all;g4run;libG4processes;0x000000000037ebd0",1396753,75,17
"all;g4run;libG4processes;G4UPiNuclearCrossSection::BuildPhysicsTable",42578523,458,57
"all;g4run;libG4processes;std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>",32105428,2799,348
"all;g4run;libG4processes;G4OpticalParameters::GetScintTrackSecondariesFirst",1396796,0,0
"all;g4run;libG4processes;G4HadronicParameters::SetMaxEnergy",2093627,0,0
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::CrossSectionDescription",443524166,18892,1060
"all;g4run;libG4processes;G4CascadeParamMessenger::CreateCommand<G4UIcmdWithADouble>",698238,0,0
"all;g4run;libG4processes;G4CascadeInterface::Propagate",597532631,16565,1981
"all;g4run;libG4processes;G4BinaryCascade::DecayVoidNucleus",698332,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",228918474,9539,972
"all;g4run;libG4processes;G4HadronicParameters::SetEnableBCParticles",11167639,598,17
"all;g4run;libG4processes;G4eBremParametrizedModel::SampleSecondaries",119355641,2771,1089
"all;g4run;libG4processes;0x0000000000841d9f",696562,0,0
"all;g4run;libG4processes;xDataTOM_XYs_getDataFromXDataInfo@plt",698473,0,0
"all;g4run;libG4processes;G4CrossSectionFactoryRegistry::GetFactory",40483734,1825,53
"all;g4run;libG4processes;0x0000000000e9941f",1396615,0,293
"all;g4run;libG4processes;G4InuclParticleNames::nameShort",4185015,445,40
"all;g4run;libG4processes;G4BGGPionElasticXS::BuildPhysicsTable@plt",8378215,86,60
"all;g4run;libG4processes;std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]",2772360899,93640,16288
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel",117255767,3156,442
"all;g4run;libG4processes;G4FPYSamplingOps::SampleGaussian",698429,0,0
"all;g4run;libG4processes;0x0000000000b3818c",1396034,0,0
"all;g4run;libG4processes;G4FPYSamplingOps::G4SampleIntegerGaussian",0,1289,0
"all;g4run;libG4processes;G4DNABornIonisationModel1::CrossSectionPerVolume",2093949,0,0
"all;g4run;libG4processes;G4ScreeningMottCrossSection::DifferentialXSection",19534793,145,370
"all;g4run;libG4processes;G4LegendrePolynomial::EvalAssocLegendrePoly",698490,2832,1543
"all;g4run;libG4processes;std::_Function_handler<void (), G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager",697685,0,0
"all;g4run;libG4processes;0x0000000000a0fedb",1396263,270,169
"all;g4run;libG4processes;0x0000000000945a5a",694687,0,0
"all;g4run;libG4processes;G4OpticalParametersMessenger::~G4OpticalParametersMessenger",127719715,2697,432
"all;g4run;libG4processes;G4TransparentRegXTRadiator::DumpInfo",55140828,2576,126
"all;g4run;libG4processes;0x000000000037bee0",5585954,1520,0
"all;g4run;libG4processes;0x00000000009d3585",18137815,429,31
"all;g4run;libG4processes;0x0000000000e9b09d",698500,0,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::G4ElectroNuclearCrossSection",1396859,0,0
"all;g4run;libG4processes;0x00000000008aed83",7679795,0,0
"all;g4run;libG4processes;G4Fancy3DNucleus::~G4Fancy3DNucleus",698287,0,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::~G4ChipsPionPlusInelasticXS",698425,0,0
"all;g4run;libG4processes;0x0000000000833cb8",697635,0,0
"all;g4run;libG4processes;G4NeutronElasticXS::G4NeutronElasticXS",481596629,18484,2190
"all;g4run;libG4processes;G4VXTRenergyLoss::BuildEnergyTable",44670655,914,215
"all;g4run;libG4processes;G4BinaryCascade::DebugEpConservation",698183,0,0
"all;g4run;libG4processes;std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>",698402,0,0
"all;g4run;libG4processes;0x00000000008aed87",34893778,373,194
"all;g4run;libG4processes;G4EquilibriumEvaporator::deExcite",451598534,22891,1138
"all;g4run;libG4processes;G4LorentzConvertor::reflectionNeeded",208023062,12296,623
"all;g4run;libG4processes;0x000000000037ccb0",698334,0,0
"all;g4run;libG4processes;0x00000000008c4d8f",2093908,0,0
"all;g4run;libG4processes;G4GamP2NPipAngDst::G4GamP2NPipAngDst",4185630,0,0
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorPionInelastic",16744762,140,42
"all;g4run;libG4processes;G4VTransitionRadiation::PostStepDoIt",204514258,8911,1316
"all;g4run;libG4processes;std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector",30000052,1106,17
"all;g4run;libG4processes;0x0000000000b3f94a",698271,0,0
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::GetChipsCrossSection",274317542,12795,1212
"all;g4run;libG4processes;0x0000000000b3f90a",6978901,533,0
"all;g4run;libG4processes;G4MuonMinusBoundDecay::GetMuonDecayRate",698287,0,0
"all;g4run;libG4processes;G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10",81683359,1794,659
"all;g4run;libG4processes;std::vector<bool, std::allocator<bool> >::_M_insert_aux",1583971660,49371,7910
"all;g4run;libG4processes;G4CollisionOutput::reset",2094838,54,17
"all;g4run;libG4processes;0x0000000000b3f94f",9074312,419,52
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta",34204709,1273,130
"all;g4run;libG4processes;0x0000000000f18f23",35601866,1006,77
"all;g4run;libG4processes;G4NucleiModel::passFermi",69798254,2703,160
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InteractionContent**, std::vector<G4InteractionContent*, std::allocator<G4InteractionContent*> > >, long, G4InteractionContent*, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4InteractionContent const*, G4InteractionContent const*)> >",698448,0,0
"all;g4run;libG4processes;G4StatMFParameters::GetKappaCoulomb",2793425,627,0
"all;g4run;libG4processes;0x00000000008b6ce8",3486488,0,0
"all;g4run;libG4processes;G4NucleiModel::passTrailing",18845644,971,98
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity",53045750,800,175
"all;g4run;libG4processes;G4EmBiasingManager::ActivateSecondaryBiasing",1395452,0,0
"all;g4run;libG4processes;G4GSMottCorrection::ClearMCDataPerMaterial@plt",1395685,0,27
"all;g4run;libG4processes;G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print",34888078,3985,164
"all;g4run;libG4processes;G4CascadeParameters::DumpConfig",943690260,32452,4710
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection",721727495,26041,1998
"all;g4run;libG4processes;G4AtimaEnergyLossModel::sezi_dedx_e",4885964,203,0
"all;g4run;libG4processes;G4ChipsPionPlusElasticXS::CalculateCrossSection",7670923,0,16
"all;g4run;libG4processes;G4ElasticData::DefineNucleusParameters",698463,0,0
