id,cycles,ex_div_busy,ex_div_count
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >",31396755,53,27
"all;g4run;libG4geometry;G4Trap::MakePlanes",7677497,0,59
"all;g4run;libG4geometry;G4EllipticalTube::~G4EllipticalTube@plt",20250631,1715,32
"all;g4run;libG4geometry;G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver",77466757,6559,270
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVReplica",131209766,8605,148
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",7679565,241,0
"all;g4run;libG4geometry;0x00000000001943dd",3492407,80,0
"all;g4run;libG4geometry;G4PolyhedronPara::G4PolyhedronPara@plt",3489215,0,0
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceToIn@plt",25823466,391,0
"all;g4run;libG4geometry;G4PolyPhiFace::Between",64914888,1539,75
"all;g4run;libG4geometry;0x00000000001f850a",172419958,4747,951
"all;g4run;libG4geometry;G4NavigationHistory::NewLevel@plt",1396699,43,0
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway@plt",12566464,0,65
"all;g4run;libG4geometry;G4ElectroMagneticField::operator=@plt",66305041,2021,528
"all;g4run;libG4geometry;0x000000000018709a",1395234,0,0
"all;g4run;libG4geometry;0x00000000000e4a28",15358085,829,102
"all;g4run;libG4geometry;0x00000000001cc61e",698380,0,0
"all;g4run;libG4geometry;0x00000000000f72ba",11172320,397,85
"all;g4run;libG4geometry;G4VoxelSafety::G4VoxelSafety",12566022,90,0
"all;g4run;libG4geometry;G4VPhysicalVolume::GetRotation@plt",6272518,0,0
"all;g4run;libG4geometry;G4MultiUnion::StreamInfo",117256381,6722,381
"all;g4run;libG4geometry;G4BooleanSolid::StackPolyhedron",274303638,8359,1341
"all;g4run;libG4geometry;G4PolyhedraSide::IntersectSidePlane",815919806,27867,3366
"all;g4run;libG4geometry;G4LogicalSkinSurface::G4LogicalSkinSurface",45374304,1383,336
"all;g4run;libG4geometry;0x0000000000103cef",142390567,7384,1892
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInCandidates",6978444,42,73
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode",938651947,48065,3282
"all;g4run;libG4geometry;0x00000000001946ae",698516,0,0
"all;g4run;libG4geometry;G4Paraboloid::G4Paraboloid",10468604,205,108
"all;g4run;libG4geometry;0x00000000000f76c3",698470,0,0
"all;g4run;libG4geometry;G4PolyPhiFace::IntersectProp@plt",44678010,4842,67
"all;g4run;libG4geometry;0x00000000001daa9d",697683,0,0
"all;g4run;libG4geometry;G4ExtrudedSolid::ComputeProjectionParameters@plt",698442,0,0
"all;g4run;libG4geometry;0x00000000001c9a68",2791160,103,0
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass@plt",11866720,1034,0
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",3152298323,170676,30496
"all;g4run;libG4geometry;memset@plt",692155,0,0
"all;g4run;libG4geometry;G4Tubs::GetPointOnSurface",9072249,0,0
"all;g4run;libG4geometry;G4ImplicitEuler::G4ImplicitEuler@plt",20946567,170,40
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonalie",542365234,23949,1294
"all;g4run;libG4geometry;0x0000000000270937",2791375,0,0
"all;g4run;libG4geometry;0x00000000001fea0d",2792063,0,0
"all;g4run;libG4geometry;G4Paraboloid::StreamInfo",737106775,25706,3726
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",1262958561,46705,4044
"all;g4run;libG4geometry;0x00000000001fea0e",5584917,56,0
"all;g4run;libG4geometry;G4ModifiedMidpoint::DoStep",55845112,3282,56
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::ComputeVoxelIndices@plt",697739,0,0
"all;g4run;libG4geometry;G4Trd::ApproxSurfaceNormal",5585181,0,0
"all;g4run;libG4geometry;G4ExtrudedSolid::StreamInfo",2210760598,69123,8128
"all;g4run;libG4geometry;field_utils::inverseCurvatureRadius",13954541,3237,49
"all;g4run;libG4geometry;G4HelixSimpleRunge::~G4HelixSimpleRunge@plt",16750659,278,0
"all;g4run;libG4geometry;G4VoxelSafety::~G4VoxelSafety",101900440,3877,263
"all;g4run;libG4geometry;G4Paraboloid::Clone",204510441,5971,849
"all;g4run;libG4geometry;std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt",698347,0,0
"all;g4run;libG4geometry;0x00000000002122aa",4187907,0,0
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",54439242,877,83
"all;g4run;libG4geometry;G4TouchableHistory::operator delete",96323247,3257,459
"all;g4run;libG4geometry;G4Trap::SurfaceNormal",1532801633,55063,6675
"all;g4run;libG4geometry;G4Voxelizer::BuildEmpty@plt",4190018,0,24
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonal",402881320,18558,2147
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",736380600,29364,4180
"all;g4run;libG4geometry;std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> >::_M_realloc_insert<G4LogicalVolume*>",4265187534,147084,17261
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",4189086,0,0
"all;g4run;libG4geometry;G4Box::DistanceToIn",6283185,0,40
"all;g4run;libG4geometry;G4ReflectionFactory::Place",444325579,18188,2546
"all;g4run;libG4geometry;PrintInfo",697137,0,0
"all;g4run;libG4geometry;0x0000000000181669",3488053,0,0
"all;g4run;libG4geometry;0x00000000001818be",3491672,0,21
"all;g4run;libG4geometry;G4MultiUnion::operator=",20935126,104,0
"all;g4run;libG4geometry;G4Cons::DistanceToIn",307108202,8774,1029
"all;g4run;libG4geometry;G4NormalNavigation::G4NormalNavigation",365705747,8141,820
"all;g4run;libG4geometry;0x00000000001870cd",2093658,0,0
"all;g4run;libG4geometry;G4PartialPhantomParameterisation::GetTranslation@plt",2095228,0,0
"all;g4run;libG4geometry;0x0000000000182269",4885975,0,0
"all;g4run;libG4geometry;sincos@plt",6282834,76,16
"all;g4run;libG4geometry;G4PolyconeSide::G4PolyconeSide",217110789,6506,369
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectRotation",44667887,1060,100
"all;g4run;libG4geometry;G4Tubs::StreamInfo",66910931,1985,230
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",165425919,5435,530
"all;g4run;libG4geometry;field_utils::relativeError2",602404952,39032,1938
"all;g4run;libG4geometry;G4Trd::SurfaceNormal",697001,0,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>",13958246,417,47
"all;g4run;libG4geometry;G4ReflectedSolid::GetReflectedSolidPtr",698392,0,0
"all;g4run;libG4geometry;G4Cons::GetPointOnSurface",1396724,52,0
"all;g4run;libG4geometry;0x00000000001c1d77",2093118,0,0
"all;g4run;libG4geometry;G4PhysicalVolumeStore::DeRegister",62116388,1888,77
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep",695198892,17726,3558
"all;g4run;libG4geometry;G4ModifiedMidpoint::G4ModifiedMidpoint",94932945,1548,195
"all;g4run;libG4geometry;field_utils::absoluteError",311464912,11254,1358
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",2062707316,79063,8662
"all;g4run;libG4geometry;G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck",73992733,843,193
"all;g4run;libG4geometry;G4VoxelSafety::ComputeSafety",103287336,4409,87
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",851601605,29843,5250
"all;g4run;libG4geometry;G4Trap::ApproxSurfaceNormal",55836262,4914,135
"all;g4run;libG4geometry;std::_Rb_tree<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*>, std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*>, std::_Select1st<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> >, std::less<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> >, std::allocator<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> > >::_M_erase",196804014,3433,843
"all;g4run;libG4geometry;G4CutTubs::IsCrossingCutPlanes",2792482,0,0
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",3491270,0,0
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInNoVoxels",10466458,291,0
"all;g4run;libG4geometry;G4Trap::operator=",208673472,4110,728
"all;g4run;libG4geometry;G4ParameterisedNavigation::LocateNextVoxel",607326920,19764,2515
"all;g4run;libG4geometry;0x0000000000193fbd",698244,0,0
"all;g4run;libG4geometry;G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt",4179801,0,32
"all;g4run;libG4geometry;field_utils::relativeError",20243681,453,0
"all;g4run;libG4geometry;G4LogicalBorderSurface::~G4LogicalBorderSurface",57945480,816,359
"all;g4run;libG4geometry;0x0000000000103d0b",97000018,696,804
"all;g4run;libG4geometry;G4ParameterisedNavigation::ComputeStep",3444012983,129606,25561
"all;g4run;libG4geometry;G4Tubs::CreatePolyhedron",1394852,0,0
"all;g4run;libG4geometry;G4Tubs::DistanceToOut",434846487,9992,902
"all;g4run;libG4geometry;0x00000000001c9ef8",698290,0,0
"all;g4run;libG4geometry;0x000000000026fb75",13267207,148,63
"all;g4run;libG4geometry;G4ReflectedSolid::Inside",14646927,0,0
"all;g4run;libG4geometry;G4Cons::DistanceToOut",104032207,3802,284
"all;g4run;libG4geometry;G4FieldManager::G4FieldManager",451017478,21469,1307
"all;g4run;libG4geometry;0x00000000002704c5",1395998,0,0
"all;g4run;libG4geometry;0x00000000001c9e15",2094373,0,0
"all;g4run;libG4geometry;G4MultiUnion::DistanceToIn",103316653,2396,506
"all;g4run;libG4geometry;G4UnionSolid::GetCubicVolume",36985717,2768,265
"all;g4run;libG4geometry;G4FieldTrack::SetChargeAndMoments",139603473,6187,4382
"all;g4run;libG4geometry;0x000000000012501d",698340,0,0
"all;g4run;libG4geometry;0x00000000001c23ba",698406,0,0
"all;g4run;libG4geometry;G4DisplacedSolid::BoundingLimits",203829005,8618,3135
"all;g4run;libG4geometry;field_utils::relativeError@plt",233796066,10391,547
"all;g4run;libG4geometry;G4Trap::G4Trap",279861553,11634,1413
"all;g4run;libG4geometry;G4Box::SetYHalfLength",332222838,10573,1254
"all;g4run;libG4geometry;std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::operator=",698440,0,0
"all;g4run;libG4geometry;std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare@plt",698451,0,0
"all;g4run;libG4geometry;0x0000000000212366",7673745,0,0
"all;g4run;libG4geometry;0x000000000011f5e9",43266211,641,70
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",114566173,5625,568
"all;g4run;libG4geometry;G4EnclosingCylinder::ShouldMiss@plt",698380,0,0
"all;g4run;libG4geometry;G4FSALBogackiShampine45::G4FSALBogackiShampine45@plt",13263015,0,20
"all;g4run;libG4geometry;G4IntegrationDriver<G4MagIntegratorStepper>::OneGoodStep",383175629,16948,1123
"all;g4run;libG4geometry;0x000000000015995e",698371,0,0
"all;g4run;libG4geometry;0x00000000000e4a2e",25123288,460,403
"all;g4run;libG4geometry;G4Navigator::PrintState",3024905670,107499,14668
"all;g4run;libG4geometry;0x00000000001fe69d",31418097,372,34
"all;g4run;libG4geometry;G4LogicalSurface::~G4LogicalSurface",162627694,4209,308
"all;g4run;libG4geometry;0x00000000000f76ab",13263789,657,0
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep@plt",23732176,3734,52
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize",53046665,2190,77
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",1143520843,41206,4500
"all;g4run;libG4geometry;std::vector<G4LocatorChangeRecord, std::allocator<G4LocatorChangeRecord> >::_M_realloc_insert<G4LocatorChangeRecord>",698045,0,21
"all;g4run;libG4geometry;0x000000000014aa0b",698533,0,17
"all;g4run;libG4geometry;G4DisplacedSolid::G4DisplacedSolid",20241664,349,437
"all;g4run;libG4geometry;0x000000000027089d",2094727,0,0
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",6283434,755,0
"all;g4run;libG4geometry;G4RegularNavigation::ComputeStepSkippingEqualMaterials",1643124938,59905,8697
"all;g4run;libG4geometry;0x0000000000103d6a",5585341,0,33
"all;g4run;libG4geometry;G4TessellatedSolid::InsideVoxels@plt",12558479,57,161
"all;g4run;libG4geometry;G4Trap::GetVertices",15355982,65,0
"all;g4run;libG4geometry;0x0000000000270ba8",39094174,4772,32
"all;g4run;libG4geometry;G4SimpleLocator::EstimateIntersectionPoint",235962126,4603,1412
"all;g4run;libG4geometry;0x00000000001498d8",697762,0,0
"all;g4run;libG4geometry;G4Torus::DistanceToOut",4888110,0,0
"all;g4run;libG4geometry;0x0000000000270ba9",30005769,622,78
"all;g4run;libG4geometry;0x00000000001c9a6c",45377620,110,307
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",197531811,12883,800
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",1623482121,68522,8970
"all;g4run;libG4geometry;G4MagneticField::~G4MagneticField",8375189,538,0
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",2793506,0,0
"all;g4run;libG4geometry;G4Paraboloid::operator=",9772571,0,0
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",44671863,2384,103
"all;g4run;libG4geometry;G4LogicalBorderSurface::GetSurface",702250260,25187,2684
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",1219864002,38624,5398
"all;g4run;libG4geometry;0x000000000027093c",1396771,0,0
"all;g4run;libG4geometry;0x0000000000103d6e",63510351,2284,267
"all;g4run;libG4geometry;0x0000000000212428",1396793,0,0
"all;g4run;libG4geometry;G4CSGSolid::StreamInfo",7679529,501,33
"all;g4run;libG4geometry;G4FSALBogackiShampine45::Stepper",298066790,14907,1184
"all;g4run;libG4geometry;G4BooleanSolid::GetPolyhedron",13956391,0,0
"all;g4run;libG4geometry;G4VIntersectionLocator::GetSurfaceNormal@plt",67002886,1946,194
"all;g4run;libG4geometry;G4LogicalVolume::~G4LogicalVolume",339917060,10983,1906
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",0,5826,1016
"all;g4run;libG4geometry;G4PolyconeSide::FindLineIntersect",13957120,1655,86
"all;g4run;libG4geometry;field_utils::copy",2792504,814,75
"all;g4run;libG4geometry;0x000000000021226e",17453360,1926,27
"all;g4run;libG4geometry;G4PolyPhiFace::Triangulate",1264755508,43043,4738
"all;g4run;libG4geometry;G4ConstRK4::~G4ConstRK4@plt",31411457,878,64
"all;g4run;libG4geometry;G4SubtractionSolid::GetCubicVolume",36995387,2627,234
"all;g4run;libG4geometry;_G4cout_p@plt",697583,0,0
"all;g4run;libG4geometry;std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase",2792557,169,0
"all;g4run;libG4geometry;G4CrystalUnitCell::GetBasis@plt",698442,0,0
"all;g4run;libG4geometry;G4ParameterisationTrdX::G4ParameterisationTrdX@plt",1396816,0,0
"all;g4run;libG4geometry;G4SafetyHelper::InitialiseHelper@plt",2093761,0,0
"all;g4run;libG4geometry;operator<<",284757797,16405,1196
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",884372296,38352,3292
"all;g4run;libG4geometry;0x000000000018166d",6283242,317,0
"all;g4run;libG4geometry;0x0000000000103d38",137498920,10400,882
"all;g4run;libG4geometry;G4Trap::MakePlane",364333229,7426,1505
"all;g4run;libG4geometry;0x00000000000f7287",3490442,0,134
"all;g4run;libG4geometry;G4ElectroMagneticField::G4ElectroMagneticField@plt",698388,0,0
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",264539738,10280,1223
"all;g4run;libG4geometry;0x0000000000187269",1395449,0,0
"all;g4run;libG4geometry;G4GeometryMessenger::Init@plt",5584020,49,0
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVDivision",328741065,12197,1637
"all;g4run;libG4geometry;G4Cons::G4Cons",1396317,0,0
"all;g4run;libG4geometry;G4Tubs::Clone",2095002,224,0
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface",956013456,34274,3184
"all;g4run;libG4geometry;G4Box::DistanceToOut",4887847,289,61
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectTranslation",22337042,361,98
"all;g4run;libG4geometry;G4PolyPhiFace::InCone",8610492555,351399,34316
"all;g4run;libG4geometry;G4VPhysicalVolume::GetTranslation@plt",11864134,1359,40
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointS",117265838,4929,301
"all;g4run;libG4geometry;G4Navigator::CheckOverlapsIterative",195431801,2639,1753
"all;g4run;libG4geometry;G4TwistedTubs::G4TwistedTubs",5037323516,243518,21060
"all;g4run;libG4geometry;G4Trap::Clone",12565202,276,60
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportProgress",5585460,0,0
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointV",25820353,5000,203
"all;g4run;libG4geometry;0x000000000015c75e",698154,0,0
"all;g4run;libG4geometry;G4UnionSolid::CalculateExtent",32112338,736,133
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",52389327,3213,39
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",366438170,11075,1453
"all;g4run;libG4geometry;G4FieldManagerStore::DeRegister",459288928,34719,1440
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",874620200,48398,5141
"all;g4run;libG4geometry;G4MagneticField::G4MagneticField",305746354,21631,1666
"all;g4run;libG4geometry;G4LogicalCrystalVolume::G4LogicalCrystalVolume",125944089,4542,359
"all;g4run;libG4geometry;G4PolyhedraSide::CopyStuff@plt",2092434,0,58
"all;g4run;libG4geometry;G4Box::Inside",2793127,0,0
"all;g4run;libCLHEP-2",,,
"all;g4run;libCLHEP-2;__tls_get_addr@plt",25830120,1554,274
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",234299297,4892,780
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",746167086,19738,3345
"all;g4run;libCLHEP-2;HepGeom::operator*",32114721,435,16
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",1239739538,40851,4492
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",1396818,447,49
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",5583053,1166,76
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",649974304,31429,3945
"all;g4run;libCLHEP-2;CLHEP::HepRotation::set",1395823,0,48
"all;g4run;libCLHEP-2;CLHEP::operator/",71906342,6472,2418
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",2105264111,90393,14858
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",69803971,2080,28
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",110272968,6127,385
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",5643323491,239964,29863
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::transform",0,67,0
"all;g4run;libCLHEP-2;CLHEP::HepRotation::rotate",698317,0,0
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",1170599322,91083,4937
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",1895646719,80142,9880
"all;g4run;libCLHEP-2;sincos@plt",698233,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",3123737648,177617,17061
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator*=",698375,554,353
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",61418802,5908,559
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",584233397,23630,3427
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",1396819,61,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",18151338,1200,115
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",127038310,2270,683
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",128447474,4927,369
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",580813473,22019,2562
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",10469738,48,29
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",215686675,5269,923
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",1145446906,60008,5873
"all;g4run;libG4error_propagation",,,
"all;g4run;libG4error_propagation;std::vector<int, std::allocator<int> >::_M_default_append",1395354,0,0
"all;g4run;libpythia8",,,
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",2792229,0,0
"all;g4run;libm",,,
"all;g4run;libm;with_errno",1394781,0,0
"all;g4run;libm;hypot@@GLIBC_2.35",4879905,0,0
"all;g4run;libm;__sin_fma",165439841,6086,1132
"all;g4run;libm;__ieee754_acos_fma",563255127,19164,3044
"all;g4run;libm;__tan_fma",697968,432,142
"all;g4run;libm;__strtod_nan@plt",60726157,1648,368
"all;g4run;libm;pow@@GLIBC_2.29",113767344,5403,1053
"all;g4run;libm;__atan2",2004694109,56027,7670
"all;g4run;libm;__acos",129129959,3790,1905
"all;g4run;libm;__ieee754_exp_fma",554878384,42244,4630
"all;g4run;libm;__ieee754_pow_fma",834162925,32048,3655
"all;g4run;libm;__ieee754_log_fma",920056289,28582,3319
"all;g4run;libm;@plt",2093597,0,153
"all;g4run;libm;exp@@GLIBC_2.29",340581341,18924,2405
"all;g4run;libm;__ieee754_atan2_fma",17542659346,695534,84186
"all;g4run;libm;__math_uflow",2092441,0,0
"all;g4run;libm;log@@GLIBC_2.29",53752824,2914,231
"all;g4run;libm;__atan_fma",0,2721,124
"all;g4run;libm;__sincos",7837062601,354691,50215
"all;g4run;libQt5Qml",,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",55141988,5047,177
"all;g4run;ld-linux-x86-64",,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",7252415543,266792,38515
"all;g4run;libG4processes",,,
"all;g4run;libG4processes;0x0000000000833f69",698041,2327,0
"all;g4run;libG4processes;0x00000000008af3e5",698362,0,0
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",23734122,259,83
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",15353450,2307,290
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",987057094,30251,2968
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",698454,0,0
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",26519758,1066,39
"all;g4run;libG4processes;0x0000000000b3f93e",6980886,0,36
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",4886874,0,0
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",6282754,2036,0
"all;g4run;libG4processes;0x0000000000a1abde",0,460,0
"all;g4run;libG4processes;0x0000000000a45da4",697553,0,0
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",11167536,92,0
"all;g4run;libG4processes;G4KineticTrack::Decay",698424,0,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",2094596,0,0
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",64213154,2321,25
"all;g4run;libG4processes;G4PairProductionRelModel::Initialise",154257488,5185,754
"all;g4run;libG4processes;G4CacheReference<G4MultiBodyMomentumDist*>::Destroy",523769834,12584,1357
"all;g4run;libG4processes;G4TritonGEMProbability::G4TritonGEMProbability@plt",695823,0,0
"all;g4run;libG4processes;G4ExcitationHandler::G4ExcitationHandler@plt",698422,0,0
"all;g4run;libG4processes;0x000000000037d810",2093389,0,0
"all;g4run;libG4processes;G4WilsonAbrasionModel::~G4WilsonAbrasionModel",697338,0,0
"all;g4run;libG4processes;G4PEEffectFluoModel::ComputeCrossSectionPerAtom",13257229,80,25
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetANuElTotCsArray",2095329,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetTabValues",108869711,5010,320
"all;g4run;libG4processes;G4GammaTransition::SampleDirection",71903510,1644,169
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",35604237,1551,569
"all;g4run;libG4processes;0x00000000009f3d53",698503,0,0
"all;g4run;libG4processes;0x0000000000a1ce57",1396750,1213,79
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",21640128,753,58
"all;g4run;libG4processes;0x0000000000838c16",698409,0,0
"all;g4run;libG4processes;G4MultiBodyMomentumDist::~G4MultiBodyMomentumDist",906385451,32906,3256
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",698412,63,0
"all;g4run;libG4processes;G4HadPhaseSpaceKopylov::GenerateMultiBody",5584367,0,0
"all;g4run;libG4processes;G4StatMFChannel::CreateFragment",30001412,1117,202
"all;g4run;libG4processes;0x00000000008363e3",23730479,54,0
"all;g4run;libG4processes;G4Reggeons::GetProbabilities",697259,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable",74691317,4235,127
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::TestAngleTable",1393689,44,0
"all;g4run;libG4processes;G4eIonisationParameters::~G4eIonisationParameters@plt",13958988,280,32
"all;g4run;libG4processes;0x00000000008363e9",24431772,838,123
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",196849079,26731,386
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",2790998,0,0
"all;g4run;libG4processes;G4TransitionRadiation::EnergyIntegralDistribution",9073096,0,23
