cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys,comm,dso,symbol
4180684,2129062,1460905,230718,124730,127103,"g4run","libG4processes.so","G4CollisionOutput::reset"
4179752,10380642,2586046,50611,602610,46692,"g4run","libG4geometry.so","_G4cout_p@plt"
3492437,5896185,3317230,113510,1238666,17814,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
3492132,8103352,1831123,0,724119,8196,"g4run","libG4processes.so","0x0000000000838ef4"
3491988,6285682,4015466,270003,725625,202885,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
3491800,7915414,2200716,279377,0,0,"g4run","libG4processes.so","G4Cache<CLHEP::HepLorentzVector*>::~G4Cache"
3491753,3175047,1472324,149990,2313339,0,"g4run","libG4processes.so","G4MuonicAtomDecay::DumpState"
3491690,1304905,776082,32186,1132827,0,"g4run","libG4processes.so","0x0000000000b3f8f8"
3491679,11557819,2930680,353033,528021,23040,"g4run","libG4processes.so","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
3491656,9127206,726328,69637,595398,8479,"g4run","libG4processes.so","G4fissionEvent::G4SmpNuDistDataU235"
3491613,10264031,2203782,219938,68746,0,"g4run","libG4processes.so","0x0000000000a51697"
3491502,3052640,729184,30314,116148,16312,"g4run","libG4processes.so","0x0000000000380a40"
3491480,1235082,800294,84367,1740532,16749,"g4run","libG4processes.so","G4StatMFParameters::GetKappaCoulomb"
3491475,1111168,733575,68996,423711,46446,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
3491421,4309438,365891,90722,682641,81261,"g4run","libG4processes.so","0x0000000000f69b69"
3491401,13370673,2905588,205538,911447,153493,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord"
3491314,1800343,1449360,119696,325005,164019,"g4run","libG4processes.so","0x00000000008b6797"
3491293,5427761,2395638,67470,3110108,10307,"g4run","libG4processes.so","0x0000000000b3f94a"
3491191,5341147,2981048,87817,809990,14245,"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1@plt"
3491180,1960375,2513823,99952,663941,89283,"g4run","libG4processes.so","0x00000000008b6d26"
3491144,1027188,357115,13108,0,7167,"g4run","libG4processes.so","G4OpticalParameters::GetBoundaryInvokeSD"
3490990,4030011,1447730,25637,690031,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions@plt"
3490895,5427033,1137022,78035,102609,115724,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
3490875,1197861,2975941,184916,0,99239,"g4run","libm.so.6","xflow"
3490823,0,3265655,384256,217629,385078,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::GetErfComp"
3490811,4336127,2629532,147496,786763,77440,"g4run","libG4particles.so","0x000000000006f808"
3490681,2131162,368907,0,195094,31022,"g4run","libG4processes.so","G4INCL::AllocationPool<G4INCL::NNToNNKKbChannel>::getObject@plt"
3490632,4075338,2192203,491562,151117,92086,"g4run","libG4particles.so","0x000000000006f806"
3490594,10282857,1837704,294996,361389,25449,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
3490471,5608761,367121,23196,589493,16489,"g4run","libG4processes.so","G4EmCorrections::MottCorrection@plt"
3490371,3078342,1815172,136485,242788,23195,"g4run","libG4tracking.so","0x000000000002f7bd"
3490321,3322445,0,63191,867894,126327,"g4run","libc.so.6","@plt"
3490206,995962,1175980,110987,387316,8910,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
3490014,6976039,1762212,164117,1286246,0,"g4run","libG4processes.so","G4PAIxSection::GetMMEnergyTransfer"
3489977,7592451,0,21402,0,6909,"g4run","libG4geometry.so","0x00000000002122aa"
3489594,5788464,2702523,0,1768404,4866,"g4run","libG4processes.so","G4INCL::InteractionAvatar::~InteractionAvatar@plt"
3489436,4240088,1147975,184968,378489,23924,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonInelastic"
3489289,7299878,3672466,125062,611405,4013,"g4run","libG4geometry.so","0x00000000001c9d86"
3489265,0,1516004,80556,241679,65497,"g4run","libG4processes.so","0x0000000000f183b4"
3488943,1178005,1468178,134375,0,87288,"g4run","libG4processes.so","G4NeutrinoElectronProcess::PostStepDoIt"
3488838,2072570,727345,67905,418789,0,"g4run","libG4processes.so","0x00000000008af63b"
3488778,6573900,4021959,218085,1102052,214320,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
3488710,0,739951,55988,0,155501,"g4run","libG4processes.so","G4ChargeExchangeProcess::BuildPhysicsTable"
3488430,8037574,2571779,147026,784893,105615,"g4run","libG4tracking.so","0x000000000002ef97"
3488363,6212944,1831367,71684,786641,20955,"g4run","libG4geometry.so","0x00000000001c9d8a"
3488186,8239256,2188659,92706,341957,53622,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
3487985,4040692,3122223,159004,1208424,36658,"g4run","libG4processes.so","G4BinaryCascade::G4BinaryCascade"
3487950,11210374,2734863,13511,1820549,5758,"g4run","libG4processes.so","0x000000000037bd00"
3487936,3228162,741779,94742,933623,81193,"g4run","libstdc++.so.6.0.30","malloc@plt"
3487563,6184606,1096164,25663,415340,13232,"g4run","libG4processes.so","G4PhysicsVector::Value"
3487373,9591920,1859807,200056,571374,93698,"g4run","libG4processes.so","0x0000000000a516c6"
3487255,7303488,2595639,24787,1227669,24777,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
3487238,7837307,2206421,76750,2092526,3904,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::FillEnergySteps"
3487225,5387380,1840662,39456,564477,38874,"g4run","libG4processes.so","MCGIDI_sampling_pdfsOfXGivenW_initialize@plt"
3487124,1098105,731236,104707,252035,15888,"g4run","libG4processes.so","G4CascadeData<30, 2, 8, 20, 34, 48, 62, 45, 50>::print"
3487017,9938564,4024783,71087,1550986,3732,"g4run","libG4processes.so","0x000000000083bdeb"
3486963,2257206,1820248,34005,291812,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions()"
3486760,5164703,2169795,99376,147313,29674,"g4run","libG4processes.so","G4ParticleHPFissionBaseFS::SetNeutronRP@plt"
3486391,4118616,365657,129012,997371,8373,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
3486315,4165585,3667617,197481,772661,30405,"g4run","libG4geometry.so","0x0000000000163039"
3486311,3329207,1473945,136894,1004131,39762,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
3485889,10370197,2633265,110359,1119036,59898,"g4run","libG4processes.so","G4OpticalParameters::GetScintTrackInfo"
3485673,5141829,1851544,65845,730517,53153,"g4run","libG4event.so","0x0000000000069d53"
3485253,7061432,1144419,45543,2400286,0,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini"
3485225,9070144,1095883,96906,222872,28269,"g4run","libG4particles.so","0x00000000000631aa"
3485188,7115285,365851,97161,1069770,12308,"g4run","libG4processes.so","0x00000000008aec9a"
3484929,3267019,1471174,190639,192047,308223,"g4run","libm.so.6","__math_uflow"
3484482,10755415,2916573,91677,223753,33219,"g4run","libG4processes.so","G4C16GEMProbability::~G4C16GEMProbability@plt"
3484424,4510319,1534391,60756,432857,0,"g4run","libG4geometry.so","G4Paraboloid::G4Paraboloid"
3484394,6355260,1101753,0,2149386,3287,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3483774,4091345,2204311,55880,933358,36046,"g4run","libG4processes.so","G4PAIySection::SumOverIntervaldEdx"
3483748,2228124,352167,13730,350375,18060,"g4run","libG4geometry.so","0x000000000016159b"
3483359,4225335,1095094,72331,0,0,"g4run","libG4processes.so","0x00000000009d26c4"
3483292,5066938,739993,74705,388746,4407,"g4run","libG4geometry.so","G4Trap::Clone"
3483234,2174264,1466101,77470,122286,14587,"g4run","libG4processes.so","G4DNAMolecularReactionData::G4DNAMolecularReactionData@plt"
3482768,2236503,1813438,180512,393441,72750,"g4run","libG4processes.so","0x000000000037f590"
3482633,5402988,1894099,217046,2231058,0,"g4run","libG4global.so","G4PhysicsVector::Store@plt"
3482032,3439281,1107323,56246,236573,59343,"g4run","libG4particles.so","0x000000000008127d"
2793660,4175624,2206383,164016,232800,20815,"g4run","libG4processes.so","0x0000000000a1190f"
2793593,2171329,1441166,120893,182353,9434,"g4run","libG4processes.so","std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt"
2793560,3120265,2638088,49188,1450637,13718,"g4run","libG4processes.so","0x000000000083e5ec"
2793557,4300080,1813653,50825,423385,120824,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create"
2793531,4847365,2246365,124844,1309689,7414,"g4run","libG4processes.so","G4AtimaEnergyLossModel::sezi_dedx_e"
2793504,4648231,357892,311868,116187,156080,"g4run","libstdc++.so.6.0.30","strcmp@plt"
2793425,6983236,2863566,108365,960771,78244,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
2793420,1126684,730770,0,166719,5587,"g4run","libG4processes.so","G4CollisionOutput::getRecoilFragment"
2793368,0,1099474,63235,467991,3728,"g4run","libG4geometry.so","0x00000000002704c5"
2793350,0,398697,12829,281821,7529,"g4run","libG4event.so","0x000000000006a4b4"
2793214,2221997,366952,65516,1017949,18249,"g4run","libG4processes.so","0x0000000000f67ef6"
2793186,5538805,1415745,56172,0,4485,"g4run","libG4geometry.so","0x00000000001870c8"
2793085,3074236,407036,65038,0,21256,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection"
2793038,1984337,2591869,252705,1394459,80851,"g4run","libG4processes.so","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
2792988,774871,1843802,215792,517630,108300,"g4run","libG4processes.so","G4FissionProductYieldDist::G4GetFission"
2792905,5110851,2938803,124111,1059193,88366,"g4run","libG4processes.so","0x00000000008b6ce8"
2792782,7310668,1831643,242494,813670,45734,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
2792759,2202198,1473609,126805,364256,57548,"g4run","libG4processes.so","std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>"
2792631,1034343,1815973,26921,125949,28653,"g4run","libG4processes.so","G4NuElNucleusNcModel::~G4NuElNucleusNcModel@plt"
2792570,0,1108435,82172,780549,21028,"g4run","libG4geometry.so","0x0000000000270937"
2792546,1004485,757135,102307,563588,35720,"g4run","libG4processes.so","memset@plt"
2792493,6204308,348088,27508,128431,33450,"g4run","libG4tracking.so","std::_Rb_tree_insert_and_rebalance@plt"
2792295,1202537,2121407,38362,130380,12046,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
2792258,15897692,4349524,193189,1264545,17412,"g4run","libG4processes.so","0x00000000009d33e3"
2792255,7135311,4445742,275860,821392,11851,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
2792150,963618,0,0,177928,0,"g4run","libG4processes.so","G4TwoBodyAngularDist::passVerbose"
2792094,1254923,1124576,371052,366963,81763,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEnergy"
2792034,966924,683994,13155,445407,0,"g4run","libG4processes.so","G4INCL::Nucleus::emitInsidePions@plt"
2792013,3018921,366757,88440,390160,109268,"g4run","libG4event.so","0x0000000000069d83"
2791921,3189149,721853,76341,212571,117702,"g4run","libG4processes.so","G4VCrossSectionDataSet::ComputeCrossSection"
2791897,2093245,1107473,0,165150,7188,"g4run","libG4processes.so","0x000000000083809a"
2791892,1016799,366649,19697,0,16073,"g4run","libG4processes.so","0x00000000009d26cd"
2791749,19448255,3023752,93986,1798266,11717,"g4run","libG4processes.so","G4VTransitionRadiation::Clear"
2791682,2036840,1115432,28758,515462,47576,"g4run","libvtkFiltersFlowPaths-9.1.so.9.1.0","std::vector<double, std::allocator<double> >::_M_fill_insert"
2791659,0,0,11661,0,3402,"g4run","libG4geometry.so","G4CutTubs::GetCutZ"
2791635,2147915,2613013,160705,1131359,60008,"g4run","libG4processes.so","0x000000000083608c"
2791432,2070657,763166,152384,287558,23913,"g4run","libG4processes.so","0x000000000037df70"
2791231,4459758,1825226,318780,1112335,0,"g4run","libG4processes.so","G4LorentzConvertor::setTarget"
2791195,2246677,357439,14583,424122,0,"g4run","libG4processes.so","G4RKPropagation::Transport"
2791155,3979579,0,0,126271,12936,"g4run","libG4processes.so","G4ElasticHNScattering::GaussianPt@plt"
2790907,0,1117760,299844,249560,168291,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::ThreeBodyDecayIt"
2790631,2057113,1455208,47316,306927,3805,"g4run","libG4processes.so","G4MolecularConfiguration::GetFakeParticleID@plt"
2790349,994998,1095941,258923,230302,57168,"g4run","libG4processes.so","G4GammaNuclAngDst::G4GammaNuclAngDst"
2790314,5583179,1799638,79264,690965,25966,"g4run","libG4tracking.so","0x0000000000043e4f"
2790018,4461525,395525,105529,0,141652,"g4run","libG4processes.so","G4CollisionOutput::tuneSelectedPair"
2789984,4817261,1849368,75708,196001,11030,"g4run","libG4processes.so","0x0000000000a49309"
2789932,984329,0,230826,114229,47381,"g4run","libG4particles.so","G4ExcitedDeltaConstructor::AddNGammaMode"
2789754,6215776,367051,78555,857636,24611,"g4run","libG4geometry.so","G4NavigationHistory::NewLevel@plt"
2789671,1005488,364965,62234,0,8819,"g4run","libG4processes.so","G4BetaPlusDecay::G4BetaPlusDecay@plt"
2789646,2041798,721665,0,973292,8192,"g4run","libG4processes.so","G4OpticalParameters::GetScintFiniteRiseTime"
2789427,2098660,763403,45441,1175374,10296,"g4run","libG4processes.so","G4PhysicsVector::Value"
2789255,3958274,3389953,408048,1141575,68602,"g4run","libc.so.6","__GI___pthread_mutex_unlock_usercnt"
2789164,8067622,2521515,99482,1154338,16160,"g4run","libG4geometry.so","G4MultiNavigator::ComputeSafety"
2789048,982289,1895915,118950,454657,75695,"g4run","libG4processes.so","G4BinaryCascade::UpdateTracksAndCollisions"
2788978,3982985,734402,83383,387142,17831,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
2788959,1069574,1160871,62173,0,51406,"g4run","libG4processes.so","G4CascadeSampler<31, 6>::findMultiplicity"
2788811,2274134,3546368,112977,334455,0,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateSCMfinalState"
2788802,2072897,1103034,13273,338134,0,"g4run","libG4geometry.so","G4Box::ComputeDimensions"
2788680,3002308,1843566,71942,777277,16793,"g4run","libG4geometry.so","0x000000000019473e"
2788507,6085289,359059,66381,997356,11841,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants"
2788230,4122206,3729861,208552,357775,159512,"g4run","libG4processes.so","0x0000000000a18d7b"
2788133,2006895,1092189,0,151407,63888,"g4run","libG4geometry.so","G4PolyhedronEllipsoid::G4PolyhedronEllipsoid@plt"
2787958,4154568,731650,0,1119910,15424,"g4run","libG4processes.so","0x000000000083924b"
2787952,1016350,0,27472,356817,4198,"g4run","libG4geometry.so","0x00000000001946aa"
2787854,6313369,2113520,82533,857531,16698,"g4run","libG4tracking.so","0x000000000002f7ed"
2787464,3385349,1495639,45961,356763,10116,"g4run","libG4processes.so","0x00000000008e2ff6"
2787458,3111734,1493937,0,112205,19329,"g4run","libG4geometry.so","G4ParameterisationTrdY::G4ParameterisationTrdY@plt"
2786090,3181619,2602313,150558,818159,96550,"g4run","libG4processes.so","G4UrbanMscModel::InitialiseModelCache"
2785796,3240684,366064,47625,168951,0,"g4run","libG4geometry.so","G4VIntersectionLocator::GetLastSurfaceNormal@plt"
2784275,1090557,741284,32564,782034,35526,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherford"
2095393,3172356,762680,110711,123459,63536,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2095298,973824,392243,0,443780,9352,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
2095285,5099346,732804,55531,197904,37138,"g4run","libG4processes.so","G4BinaryCascade::Absorb"
2095237,9230535,365130,204059,301853,0,"g4run","libG4processes.so","std::map<G4String, bool, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::operator[]@plt"
2095209,6191337,1465923,72663,401705,4549,"g4run","libG4tracking.so","G4Track::~G4Track@plt"
2095200,4741036,3164436,30046,63029,9982,"g4run","libG4processes.so","G4ElementaryParticleCollider::fillOutgoingMasses"
2095183,2932906,1101676,193995,351647,146019,"g4run","libG4tracking.so","0x0000000000043e4b"
2095153,3147426,1113614,53527,719477,11103,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
2095130,0,1792142,77362,118370,16252,"g4run","libG4processes.so","G4INCL::CoulombNonRelativistic::getCoulombRadius@plt"
2095122,5142952,729806,267686,263723,9828,"g4run","libG4processes.so","G4Ne20GEMProbability::~G4Ne20GEMProbability@plt"
2095117,0,0,0,0,27951,"g4run","libG4processes.so","std::vector<G4VStatMFMacroCluster*, std::allocator<G4VStatMFMacroCluster*> >::_M_realloc_insert<G4VStatMFMacroCluster*>"
2095103,3266386,1470283,130414,1047596,100432,"g4run","libG4processes.so","0x000000000096ef25"
2095101,999422,349978,27765,319695,9133,"g4run","libG4geometry.so","G4ElectroMagneticField::G4ElectroMagneticField@plt"
2095101,0,1481483,112089,643167,74690,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare"
2095099,3300745,347661,33454,208792,16616,"g4run","libG4particles.so","0x00000000000631ed"
2095093,3171567,796592,16480,117357,9070,"g4run","libG4processes.so","0x00000000008e42e4"
2095093,3040893,154918,13927,0,16044,"g4run","libG4geometry.so","0x00000000001946a1"
2095092,0,364046,0,121987,7339,"g4run","libG4particles.so","G4KaonZeroLong::Definition"
2095074,2002204,1830451,299576,100537,155541,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
2095070,3554110,2347669,0,2476566,0,"g4run","libG4processes.so","0x0000000000b3f8ff"
2095059,2072864,0,0,266672,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::G4DiffractiveSplitableHadron"
2095051,2094748,365320,122716,121575,73423,"g4run","libG4processes.so","0x0000000000a1a6d9"
2095041,13572597,4026900,57473,884184,108375,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
2094997,5249759,3463901,242230,147611,271746,"g4run","libG4processes.so","0x0000000000a19c51"
2094988,5109095,2205058,25685,252602,0,"g4run","libG4geometry.so","0x000000000027093c"
2094959,8351013,2237777,123623,1020135,17170,"g4run","libG4processes.so","0x00000000005f442d"
2094955,9711153,1070902,90600,670009,4422,"g4run","libG4geometry.so","0x000000000018726e"
2094915,3049314,730273,105468,534178,61354,"g4run","libG4processes.so","G4ElasticHNScattering::GaussianPt"
2094899,2099533,0,0,0,7967,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
2094883,3207577,354264,105031,113956,8668,"g4run","libG4processes.so","G4ThreadLocalSingleton<void>::GetCallbacks@plt"
2094867,2179110,739722,22796,901046,0,"g4run","libG4processes.so","0x000000000037e030"
2094859,3057455,349559,0,569757,0,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::GetNextAntiParton"
2094859,1009366,0,13256,528398,7929,"g4run","libG4processes.so","0x0000000000aa349c"
2094845,2988415,1814611,137795,0,34149,"g4run","libG4processes.so","G4FTFAnnihilation::Annihilate"
2094820,4212230,1775950,60001,768097,8531,"g4run","libG4processes.so","0x000000000037e250"
2094808,1001186,0,80449,0,69906,"g4run","libG4particles.so","G4DecayProducts::G4DecayProducts"
2094725,980016,654767,26270,0,0,"g4run","libG4processes.so","G4Solver<G4StatMFMacroMultiplicity>::Brent"
2094708,4298265,0,26871,0,6584,"g4run","libG4processes.so","G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData"
2094640,2962177,1095464,0,135206,19396,"g4run","libG4processes.so","0x00000000009d2e1b"
2094632,2117857,367371,27603,197665,0,"g4run","libG4processes.so","G4ChipsAntiBaryonElasticXS::G4ChipsAntiBaryonElasticXS@plt"
2094605,986949,402625,12998,126293,3786,"g4run","libG4processes.so","G4DNARPWBAIonisationModel::Initialise"
2094563,4448658,2575164,124500,520465,90700,"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath"
2094562,0,1064154,18347,0,4901,"g4run","libG4processes.so","G4BetheBlochModel::ComputeDEDXPerVolume@plt"
2094529,0,1063587,89175,439300,109314,"g4run","libG4particles.so","0x000000000006f81f"
2094443,0,741151,19581,241567,89843,"g4run","libG4processes.so","G4VEmProcess::~G4VEmProcess"
2094436,0,0,0,0,8508,"g4run","libG4processes.so","std::vector<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*, std::allocator<std::vector<G4eDPWAElasticDCS::OneSamplingTable, std::allocator<G4eDPWAElasticDCS::OneSamplingTable> >*> >::_M_fill_insert@plt"
2094403,3397860,1140079,84777,0,14086,"g4run","libG4processes.so","G4HadPhaseSpaceKopylov::BetaKopylov"
2094365,3186055,380728,29392,407587,11770,"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetNuclearMass"
2094331,5510074,3408756,96677,1409667,24878,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >"
2094270,3390567,1443051,81624,482066,35365,"g4run","libG4particles.so","G4DecayTable::G4DecayTable"
2094262,4271126,723105,198810,0,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
2094182,6351639,2217870,183566,642566,62468,"g4run","libG4particles.so","G4XiMinus::Definition"
2094168,2056940,365384,174536,236728,14348,"g4run","libG4processes.so","G4FTFModel::AdjustNucleonsAlgorithm_Sampling"
2094148,0,0,27671,118301,6601,"g4run","libG4processes.so","G4ChargeExchangeProcess::GetElementCrossSection"
2094101,1075876,769747,48048,275002,10459,"g4run","libG4processes.so","G4SingleDiffractiveExcitation::~G4SingleDiffractiveExcitation"
2094034,1878533,0,27782,285273,8352,"g4run","libm.so.6","hypot@@GLIBC_2.35"
2094012,3055439,1466762,323307,454712,283674,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetTabValues"
2094007,3070035,1090546,230802,842214,273060,"g4run","libG4processes.so","G4ParamExpTwoBodyAngDst<10>::GetCosTheta"
2093953,0,738493,57421,181788,0,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasZmuProduct"
2093949,2250348,1437205,17299,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::~G4CascadeFunctions"
2093938,2937094,0,81821,235875,121209,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
2093909,2080341,1114810,266237,0,46421,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4MultiBodyMomentumDist>::Register"
2093885,5886851,1811145,74642,1847700,23897,"g4run","libG4processes.so","0x00000000008b6d1b"
2093881,1986822,1827610,14377,410444,9732,"g4run","libG4geometry.so","0x00000000000f76c8"
2093792,1957722,375923,44534,473749,0,"g4run","libG4geometry.so","G4PolyconeSide::FindLineIntersect"
2093749,3330091,1133430,39698,0,17722,"g4run","libG4particles.so","0x00000000000737eb"
2093695,2055419,736600,48109,127876,68955,"g4run","libm.so.6","@plt"
2093676,0,0,0,261630,0,"g4run","libG4processes.so","G4Abla::idint@plt"
2093667,0,1481142,123096,0,156161,"g4run","libG4particles.so","G4DecayProducts::Boost"
2093601,1086838,0,0,166874,26524,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
2093585,0,0,0,150992,0,"g4run","libG4processes.so","0x0000000000f087a4"
2093533,1002810,720029,129646,194941,92757,"g4run","libG4processes.so","G4CascadeParameters::Initialize"
2093519,7390360,3291078,73551,598461,12766,"g4run","libG4geometry.so","G4Paraboloid::operator="
2093411,2046027,1106337,41845,0,16377,"g4run","libG4processes.so","G4HadPhaseSpaceNBodyAsai::GenerateMultiBody"
2093390,1193027,734566,80278,214721,26637,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::~G4CascadeData"
2093367,7733883,1763008,32380,756255,4501,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInNoVoxels"
2093187,2237726,714922,27628,0,0,"g4run","libG4processes.so","non-virtual thunk to G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions()"
2093053,0,1787344,82735,434260,0,"g4run","libG4processes.so","G4AblaDataFile::readData"
2093003,1195724,1078712,0,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::~G4CascadeFunctions"
2092967,3218868,364876,27377,124090,38254,"g4run","libG4processes.so","0x0000000000a028af"
2092919,3423172,1478191,45244,470722,21553,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::GenerateMomenta"
2092867,1045365,735986,0,519189,76668,"g4run","libG4processes.so","0x0000000000a45da4"
2092800,2788281,1888748,34464,1169417,0,"g4run","libG4geometry.so","G4ReflectedSolid::Inside"
2092524,2068304,1146816,0,572496,0,"g4run","libG4processes.so","0x0000000000937b2f"
2092278,0,750812,35077,270400,44412,"g4run","libG4processes.so","G4XAqmElastic::CrossSection@plt"
2092137,1046394,779083,68671,0,57740,"g4run","libstdc++.so.6.0.30","free@plt"
2091808,2008163,0,87644,136101,14414,"g4run","libG4processes.so","0x00000000009f87fd"
2091526,0,1764624,37992,0,12190,"g4run","libG4geometry.so","0x0000000000162689"
2091404,2976408,1835908,171260,601304,73795,"g4run","libG4event.so","0x0000000000069d4d"
2091399,7853218,358360,27568,97068,8494,"g4run","libG4processes.so","0x00000000009f4299"
2091340,2149534,1483162,29791,508457,13338,"g4run","libG4processes.so","G4RKFieldIntegrator::GetAntiprotonPotential"
2091282,2918046,1832563,175650,662404,269995,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
2091069,3374974,1113178,0,0,7659,"g4run","libG4particles.so","0x00000000000737ef"
