cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys,comm,dso,symbol
204464812,325566274,106519253,5601007,22269799,1803462,"g4run","libG4processes.so","G4LightTargetCollider::SingleNucleonScattering"
204442528,329795080,92181936,3837500,30705085,1584194,"g4run","libG4processes.so","G4NeutronElasticXS::Initialise"
200271263,262149180,95769524,5108017,42370704,2779193,"g4run","libG4track.so","G4Track::SetAuxiliaryTrackInformation"
198142560,261073224,99846712,9946350,13096867,1258890,"g4run","libG4processes.so","G4NucleiModel::boundaryTransition"
197480075,375529975,121035395,1204474,66469160,855893,"g4run","libG4processes.so","G4PhotoElectricEffect::G4PhotoElectricEffect"
196785973,365545512,101420978,3106387,60277606,614242,"g4run","libG4geometry.so","G4Box::DistanceToOut"
196174817,243227930,97414185,3878762,51024975,2328364,"g4run","libG4processes.so","G4OpticalParameters::GetWLSTimeProfile"
196064526,235554358,89910539,10610790,14175159,8125469,"g4run","libG4processes.so","G4InuclNuclei::makeNuclearFragment"
195339702,294415516,93724265,4622808,41629300,1019495,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
195339150,276998144,94597128,3822936,30591401,989277,"g4run","libG4geometry.so","G4NormalNavigation::ComputeSafety"
193286520,327450951,101381373,7496254,37044174,3298273,"g4run","libG4particles.so","G4ChargedGeantino::Definition"
193270206,310714215,86050462,4741306,24797579,3294657,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
192592256,270295126,118494941,1268440,107695094,3519,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
191865982,241628189,109485138,5252051,46584813,726407,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::SampleSecondaries"
189833559,33228957,162613925,54286563,71889254,401290,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
188390474,241314647,96945061,3234326,33453828,517756,"g4run","libG4geometry.so","0x0000000000103cef"
187722099,259192617,106542467,3940747,40697592,2006393,"g4run","libG4geometry.so","G4LogicalSurface::~G4LogicalSurface"
187686655,269638842,92708191,2236893,37615872,1825327,"g4run","libG4track.so","G4VParticleChange::~G4VParticleChange"
187025173,267499688,98797790,11111338,14797779,854985,"g4run","libG4processes.so","G4NuclNucl3BodyAngDst::G4NuclNucl3BodyAngDst"
187002677,323029705,81494292,4704322,17743297,2428603,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
184876081,271665988,91210612,8576030,13020900,2096361,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
184263808,258134632,108333144,5667163,65041383,3523503,"g4run","libG4global.so","G4Physics2DVector::PutVectors"
184168986,277783262,105067967,5501262,57961473,634659,"g4run","libG4geometry.so","G4Tubs::StreamInfo"
183564258,206556487,91977802,3571940,33969840,1764168,"g4run","libG4processes.so","G4ScoreSplittingProcess::StartTracking"
183045387,193234759,82703893,5298492,35534165,7342980,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeLPMGsPhis"
180712479,259342239,84708980,3698194,44792608,885144,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection"
180052678,280410243,92621358,4871092,41838619,631643,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::operator*="
178857351,252073791,105050372,2586226,33679208,1333896,"g4run","libG4tracking.so","G4Allocator<G4TouchableHistory>::~G4Allocator"
177188507,293698912,80983286,4183927,27554619,1266814,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::GetChipsCrossSection"
176558070,191130349,70466875,2736760,20853149,909818,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
176540319,195912858,104797784,12417209,43230237,9053225,"g4run","libc.so.6","malloc"
175831565,249512177,94983156,5635339,15447433,5768974,"g4run","libG4processes.so","G4CascadeParamMessenger::SetNewValue"
175148221,321940172,85091892,4421372,51212267,1688758,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::IsInTable"
175113161,248282264,76533286,2934499,18259420,1320173,"g4run","libG4geometry.so","G4FieldTrack::SetChargeAndMoments"
172300280,231347608,86843349,16748476,14449831,677121,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
171630769,170708067,80845183,6506235,20592035,5970101,"g4run","libc.so.6","getenv"
170959212,230383071,84030986,4413633,23620395,1727469,"g4run","libG4processes.so","G4ScreeningMottCrossSection::SetupKinematic"
170251448,230506083,80212770,3797160,22470546,3298683,"g4run","libG4particles.so","G4IonTable::FindIon"
169247889,224026330,89949033,4618020,22834834,1207495,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeCrossSectionPerAtom"
168863240,298373927,99364623,8068455,23658215,927465,"g4run","libG4processes.so","G4HETCFragment::G4HETCFragment@plt"
168432404,252866982,86267840,2830089,27706914,1696751,"g4run","libG4geometry.so","G4FieldTrack::LoadFromArray"
168173705,219943583,80894196,9799577,18803760,1792787,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
166768999,205449820,100733257,4291501,43913826,654183,"g4run","libG4geometry.so","G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck"
166059434,246332987,83652291,3420811,35822977,3035300,"g4run","libG4event.so","std::vector<G4SingleParticleSource::part_prop_t*, std::allocator<G4SingleParticleSource::part_prop_t*> >::_M_fill_insert"
163299452,214563421,91786665,4508588,31730180,1176939,"g4run","libG4processes.so","G4LossTableBuilder::BuildDEDXTable"
163252143,255751119,83024446,3513150,39981490,1759526,"g4run","libG4particles.so","0x0000000000081316"
163250916,253384224,90093937,4808589,33764461,4168265,"g4run","libG4particles.so","G4PhaseSpaceDecayChannel::ManyBodyDecayIt"
162575735,213294757,85984741,4278898,26400783,1524998,"g4run","libG4processes.so","G4PionMinusField::~G4PionMinusField@plt"
161851912,227598990,75030941,10307398,15889421,776028,"g4run","libG4processes.so","G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt"
161244444,247092508,94505689,3433858,20004519,972660,"g4run","libG4processes.so","G4OpticalParametersMessenger::~G4OpticalParametersMessenger"
161178798,304044073,92039018,5053746,19551490,439682,"g4run","libG4processes.so","G4CascadeDeexciteBase::getTargetData"
160506103,308169231,96644135,1368916,77628936,13776,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
156318369,206056492,81227777,7445172,20810683,1811232,"g4run","libG4particles.so","G4PionMinus::Definition"
155552886,234387329,84823408,2239483,28619641,441643,"g4run","libG4geometry.so","0x0000000000103d38"
153488979,352747560,87223717,1823185,60093592,1044831,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
152803690,231065346,82886323,3523269,45128514,511817,"g4run","libG4geometry.so","G4VoxelSafety::~G4VoxelSafety"
152073853,153031192,73823008,2862658,28573959,2428136,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
150678359,237340163,98747735,3591490,24073021,1729070,"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom"
150018025,248517058,87018818,3687174,20658349,1198932,"g4run","libG4processes.so","G4LossTableManager::Register"
149352011,359784062,73949507,892911,35045102,153023,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
148591052,204942347,79581026,3906142,19466164,1915618,"g4run","libG4geometry.so","G4LogicalCrystalVolume::G4LogicalCrystalVolume"
146527195,207670115,71597492,4194442,31153316,531613,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2Gauss"
146515152,168392913,90297955,4594585,24433864,5499415,"g4run","libm.so.6","__ieee754_exp_fma"
145818502,221592050,87423608,10251057,18260238,344632,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
145150193,229668581,61049975,4060449,14125194,1419872,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
145110553,266456248,78210898,2831998,44782747,858000,"g4run","libG4particles.so","0x000000000008131f"
144451653,220969583,67539001,4430644,32768448,1610212,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
143856543,236150184,62444484,1800150,58639046,354505,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::CrossSectionDescription"
143705364,170174268,79742830,12510718,35253753,1173061,"g4run","libm.so.6","__acos"
143056301,164100903,83550189,3141588,29813794,1590249,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
143018426,222185817,71441172,2749704,41746909,1349250,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance"
143010480,239386511,68053580,2504766,15838939,201496,"g4run","libG4geometry.so","G4PolyPhiFace::Intersect"
141670849,188700954,57787384,2534037,18044847,2384632,"g4run","libG4particles.so","G4ParticleDefinition::operator!="
141623283,248785833,80636978,2415043,21995560,537029,"g4run","libG4geometry.so","G4ModifiedMidpoint::G4ModifiedMidpoint"
140942774,225220396,69161502,3559824,33382072,719657,"g4run","libG4geometry.so","G4Tet::Initialize@plt"
140942071,141943115,66610603,4781485,15766690,4989192,"g4run","libG4processes.so","G4CascadeParamMessenger::G4CascadeParamMessenger"
138157479,133682861,67031641,4208109,15124106,3870629,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetPTables"
136767510,230479253,97385111,1426862,88223027,99944,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
136045490,205312221,57862005,4047120,14513041,3056751,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
136023298,266185955,86122724,2528439,44122656,564390,"g4run","libG4geometry.so","G4Trap::SurfaceNormal"
134701077,141004068,78442507,6463033,14859452,7464750,"g4run","libG4processes.so","G4CascadeCheckBalance::momentumOkay"
134009182,194381949,63193268,2836015,17906679,1007045,"g4run","libG4processes.so","0x00000000008b6af6"
133956302,173871447,67127412,8091460,13610219,2560984,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
133274411,202379974,83261898,11492082,11845227,1126374,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::setSpherical"
132584791,251960221,80146361,2560160,37989533,572406,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::PrintGeneratorInformation"
132574284,133338557,79902138,4451657,39161860,506573,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
131196268,171923766,67523416,9816886,15568886,267360,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
131155785,156458480,83194418,5274987,24740129,4686605,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetPTables"
129783762,174905559,56676975,2558646,13543325,2357330,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
129088198,155301639,75638261,7887523,11712899,1144912,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
129072106,218329759,68519978,743377,41524045,656069,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
127709818,212381863,74662809,3286648,34675118,1144836,"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway"
126735909,167091740,51991591,6169792,8916852,1069977,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
126320949,156972771,62992253,6244689,17118313,1025606,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
124916927,180222557,54572385,4719040,7697527,1773205,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
124901416,157016264,54430737,2717840,19985763,557799,"g4run","libG4geometry.so","G4PolyPhiFace::EarInit"
124879000,191505527,54111631,2003725,19120024,491380,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIdEdx"
122105526,146657681,62529003,3750488,16007271,1137029,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
121170828,177816470,63995937,2670437,24174347,625760,"g4run","libG4geometry.so","G4TouchableHistory::operator delete"
120710057,115443708,48758484,2153574,19194383,2244899,"g4run","libG4event.so","0x0000000000068d70"
120707082,162243742,69230982,7835148,26379220,1171854,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
120684421,179684824,63458259,1385160,24082803,1180524,"g4run","libG4processes.so","G4PAIySection::CallError"
120032311,210941143,62322088,625094,39730279,559297,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
120029496,144894601,62486302,2393619,22725011,623872,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
119998545,157458197,72968147,4339137,22363848,1219322,"g4run","libG4processes.so","G4NeutronCaptureXS::RetrieveVector"
119320137,129321914,55992219,2265823,19932515,2302972,"g4run","libG4event.so","0x000000000006a4b0"
118634568,167744959,59038203,2522517,21727626,2155075,"g4run","libG4event.so","0x0000000000069d73"
118514112,178229050,68262233,3327717,25331020,1691682,"g4run","libG4processes.so","G4PhysicsTableHelper::PreparePhysicsTable@plt"
117238479,173598970,69235633,2432451,38570231,498294,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
116536348,155062904,60896345,3249518,13156053,895217,"g4run","libG4processes.so","G4LivermoreComptonModel::SampleSecondaries"
116512086,196522502,57975473,6049485,13285916,1342192,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
115846381,193449202,66714087,2914278,35930972,360713,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
115839688,174546788,49870895,4200079,17802155,3349376,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
115822012,171414664,57700695,3971448,6872744,2259855,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
115154086,128063908,46009532,2074480,14326143,2359988,"g4run","libG4event.so","0x000000000006a499"
114493441,134574473,56533285,3358244,11131496,3391241,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
114424639,139260471,60022376,5622915,14603937,5253111,"g4run","libG4global.so","G4Pow::G4Pow"
113740793,154260570,56966905,4725262,17387436,418519,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
113045146,172861729,58750097,1907293,32412860,366776,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
113036834,184245581,66092848,3283627,35255531,587849,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
113031482,148141541,54984242,3355886,20495503,2292559,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeDXSectionPerAtom"
112324460,147830197,49959254,2346211,24352113,606060,"g4run","libG4processes.so","G4ScreeningMottCrossSection::G4ScreeningMottCrossSection"
110256722,137793761,54409838,2551241,25409703,1107159,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
110233614,168136075,53859585,1896063,33538112,656147,"g4run","libG4processes.so","G4ProductionCutsTable::CheckMaterialCutsCoupleInfo"
109694594,123456190,59634564,1865961,23487641,2054741,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
109545184,183553608,63013129,4530795,6395155,370809,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
109531189,156333104,60272813,1321751,28600916,719555,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
109512435,81634020,58796310,6721772,13936619,7062239,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
108835096,88390056,71429283,5074196,10829956,8867746,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
108164471,249327321,90287746,848235,78993289,23867,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
106054513,118240268,55323052,5557639,19590652,6068084,"g4run","libc.so.6","cfree@GLIBC_2.2.5"
106038055,142503869,58472324,2833331,26826894,1130238,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
104750679,97620783,53535645,3346139,14432588,4356473,"g4run","libc.so.6","__strncmp_avx2"
104678840,172851711,50986093,4316612,13731972,978355,"g4run","libG4particles.so","G4PionPlus::Definition"
102583597,176148110,53911506,2648686,25004255,260647,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2UniformHelm"
102572858,141630119,50620218,1094844,23372258,759451,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
102572186,145554249,64984328,1909929,41832796,649166,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
101869701,130767767,59087936,2400434,26031304,346007,"g4run","libG4geometry.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
101177696,91314866,45514861,4030808,16134697,4686976,"g4run","libc.so.6","_int_free"
101158999,135910601,42581278,5169101,17136706,182076,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
99796961,126800280,57312220,10145578,7765379,2699301,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
99791738,136500252,44897475,5060701,8668118,940842,"g4run","libG4particles.so","G4KaonPlus::Definition"
98390488,164129098,62845046,1877552,43973086,654576,"g4run","libm.so.6","pow@@GLIBC_2.29"
98377387,132012890,43921616,5205098,7070682,277563,"g4run","libG4processes.so","G4NucleiModel::reset"
97673111,134627067,51146677,6960029,6274949,781844,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
96310109,129574861,45671971,2300471,16230195,452783,"g4run","libG4processes.so","0x00000000008b60a4"
96309405,161204412,52162189,4882156,7647105,559530,"g4run","libG4particles.so","G4DynamicParticle::operator="
96254358,176471023,54125759,2780613,22531643,2024915,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
95608292,129719469,39020043,2612893,10473204,1411145,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
95603450,139794998,40469929,1064032,29210527,153717,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
95593632,134896577,58050023,1126426,18623971,1027266,"g4run","libG4tracking.so","G4Step::UpdateTrack"
95577296,134362468,46558778,367388,24765394,698296,"g4run","libG4event.so","0x0000000000068d24"
95554101,168150786,57347177,1141864,41914770,480298,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
94895373,157472866,51651710,1831582,22077869,1023105,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
94204885,158254140,49501248,2338482,13320255,1173867,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::GetLightFq2"
94192549,117940355,50231483,3943103,7299352,1515517,"g4run","libG4particles.so","G4Electron::Definition"
92819272,180942471,58075522,4329908,5250834,394013,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
92794352,163474467,62397476,1219759,53073757,52766,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
91397098,231573884,43615647,640887,25008580,129331,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
90713568,103425009,41042881,5018651,3547823,1002016,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
90024001,160008495,43454965,829446,34000610,140587,"g4run","libG4geometry.so","G4Box::CalculateExtent"
90017458,112725582,47495678,1546547,19762197,355998,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
88632998,132367751,40288100,2194999,11797450,409270,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
88630103,150142893,51543283,885096,44321929,32995,"g4run","libG4processes.so","G4C15GEMChannel::~G4C15GEMChannel"
88613541,104660081,33188901,1647631,14197428,1528893,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
88587700,102073010,39637795,1468674,10678817,453095,"g4run","libG4processes.so","0x00000000008b0734"
87916704,131632787,37253831,1772506,11177786,201987,"g4run","libG4geometry.so","G4PolyhedraSide::SurfaceTriangle"
87228032,157093028,37128885,838777,26155214,16712,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
86534559,125187876,49648268,1300753,22785494,586224,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
85825977,110960989,40547506,2465062,16856632,555064,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::InitialiseForElement"
85132945,106263144,44936278,2162855,15711636,2413042,"g4run","libc.so.6","__memset_avx2_unaligned"
85132116,138244562,43032243,3039845,9678188,634346,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
84437736,132676846,43663348,1978237,29421814,380422,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
83751504,106867886,32328433,1110152,10854631,177080,"g4run","libG4geometry.so","G4MultiUnion::StreamInfo"
83743029,121160141,46975922,1871728,11124554,717246,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
83731416,171151374,42896221,1418636,21673262,149802,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
83714736,132540611,49669622,2665864,19096989,2493641,"g4run","libG4particles.so","G4IonTable::GetIon"
83702179,131886067,48444820,2184151,16708071,338707,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
83048164,55755830,54443988,5441775,11334796,4566272,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
83038268,139969080,52876162,1220551,37675663,276693,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
83038215,157960715,58591196,1869587,52157091,298431,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
83024444,87034107,44041581,5582451,8454920,745499,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
82332289,147395857,47307568,5448014,10879073,3240374,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
82330706,127216532,36462260,1470164,8944841,526881,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
82312828,83781211,30398559,4458383,5427706,291615,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
81653793,107631603,41339593,2180326,10437465,877871,"g4run","libG4processes.so","G4VTransitionRadiation::PostStepDoIt"
81644394,133121397,45168570,1883641,21660736,423310,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
81636262,109570166,35135918,1851363,20119800,310276,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
80925930,136119562,51437003,2226193,14745277,1405773,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
80244759,115004635,37886972,874199,16661957,576527,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
78852513,118385919,35312581,777416,19001609,579580,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
78830141,118985500,58296217,1005343,50195961,2527317,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
78222752,125855543,41319571,5404245,4023904,799356,"g4run","libG4processes.so","G4NucleiModel::passFermi"
77461538,74587071,40964529,938456,10705166,775676,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
77445805,91506989,36717208,3882994,6440759,1485103,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
76759798,97586973,42317716,1733496,27444606,282567,"g4run","libG4processes.so","G4MuonicAtomDecay::DecayIt"
76754908,114468812,41946283,638255,16068505,604960,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
76753113,83320141,39763204,1075827,18593500,786220,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
76048920,81484056,34341841,4550440,6094912,1319232,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
75362899,110196164,27218730,2624573,3872081,844937,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
75342785,99836676,32526641,1802145,6923454,298514,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
73983933,89575452,23420500,421645,11378864,327524,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
73970715,127650172,39317164,1579747,16762473,1535329,"g4run","libG4processes.so","G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS"
73968302,93000083,36310458,1922751,10315768,891169,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
73964230,79397967,33097509,873616,15774148,280341,"g4run","libG4geometry.so","__cxa_atexit@plt"
73272449,98662467,32623328,1824138,15373395,334383,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
73229373,101016596,37537109,1635419,16794399,337760,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
72551647,109902578,37224304,1073724,9880857,973074,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
72535052,86348746,32514771,1774369,19661708,1615737,"g4run","libm.so.6","exp@@GLIBC_2.29"
71380505,125569657,41638892,4518662,6493155,1451142,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
71187516,108519565,29341497,1018172,18374003,299477,"g4run","libG4geometry.so","G4Paraboloid::Clone"
71182865,111878823,51463501,1824135,22744772,394988,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
70473235,98977082,26675285,1589174,11667071,1171739,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
70457102,152548434,43069711,433798,40961926,90835,"g4run","g4run","ffunkti"
69776815,88884949,34056298,2110289,16601272,311793,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
69768872,117371935,40936382,852870,27407471,237898,"g4run","libG4processes.so","G4HadronXSDataTable::Initialise"
69074645,113956080,25959829,1765923,20999217,810313,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
68384213,68841732,35127127,1292155,15902062,770027,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
68372027,85932725,33107448,3076282,4033852,3320553,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
68365745,118005598,33183158,1086836,17449948,444155,"g4run","libG4geometry.so","0x0000000000270bad"
67674141,63786558,43224103,2499506,10049274,1882912,"g4run","libG4particles.so","G4IonTable::FindIon"
67671967,79556416,35850158,2112253,9609032,2564641,"g4run","libG4particles.so","G4IonTable::GetIon"
66997059,67427601,32554889,2148593,3165827,642855,"g4run","libG4particles.so","0x000000000006c848"
66996397,124512170,37501497,2249743,19764854,368259,"g4run","libG4processes.so","G4RToEConvForGamma::ComputeValue"
66978946,115313075,36307707,1814323,4228027,180263,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
66976438,70993857,37931074,2364817,17904655,2464152,"g4run","libc.so.6","_int_malloc"
66287785,68830113,40668075,788881,16943093,495339,"g4run","libG4processes.so","0x00000000008b6d6c"
66286457,81016108,37562097,818819,16640863,457313,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
65605295,70355283,28668850,933601,9529906,200938,"g4run","libG4geometry.so","0x00000000001c9a6c"
65587509,116138899,35991154,816013,21336987,159799,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
65581193,80803583,40376659,1327812,18086647,922952,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
