cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far,comm,dso,symbol
84425853,22807491,371809,12714024,245340,1256,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
83724052,22505832,359638,11489327,196977,1264,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
83713131,17130252,202367,11675856,112817,1104,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
83003780,15021552,475483,9717741,310256,1591,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
82337052,14190734,75796,10905405,53967,1453,"g4run","libG4event.so","0x0000000000068d24"
82334754,17613646,177961,12481697,64942,1261,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
82327857,15099587,278842,10957613,155646,1359,"g4run","libG4event.so","0x0000000000068d70"
82319022,20993799,260148,15069672,180254,1394,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
81737853,19708730,469244,11294446,227240,1709,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
81652897,16490188,341764,8804033,230029,1135,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
80927779,20825751,401737,11030036,272324,1429,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
80927422,18940426,178028,9659601,106327,1051,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
80922532,24492665,288249,15700086,174912,1527,"g4run","libG4processes.so","G4HETCFragment::G4HETCFragment@plt"
80920806,18711930,432882,8025846,341240,1814,"g4run","libG4global.so","G4Pow::G4Pow"
80228753,12480615,319372,9247711,185799,1110,"g4run","libc.so.6","__memset_avx2_unaligned"
80205906,16750621,70885,10127997,91212,1188,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
79535559,29426832,347693,18773809,184273,1299,"g4run","libG4processes.so","G4RKPropagation::~G4RKPropagation"
78844933,16341929,244858,8507076,172244,834,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
78156251,16956788,258462,11567076,161682,1545,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
78153464,19093995,264664,13194292,175029,1422,"g4run","libG4particles.so","G4IonTable::GetIon"
77454939,14778901,180994,8787323,171676,1411,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
76749847,18497004,204122,13260961,105804,1477,"g4run","libG4processes.so","0x00000000008b0734"
75357689,19609984,271251,10309591,150235,1126,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
74654680,16391308,223946,11106393,133743,1022,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
74649887,16211632,248312,11088177,153606,1023,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
74628244,21112983,443607,13591693,281564,1557,"g4run","libG4processes.so","0x00000000008b6af6"
73980235,7049840,373191,6533684,258023,907,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
73375256,20849019,374238,13936766,297128,1591,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
73263576,13873361,119448,7537722,58851,731,"g4run","libG4track.so","0x00000000000116c7"
72558835,13000711,468068,8619128,409183,1717,"g4run","libG4processes.so","G4CascadeParamMessenger::G4CascadeParamMessenger"
72547820,25228640,291255,14371419,145321,1188,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
72544143,15384014,195126,10187080,121377,945,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
72535984,10033347,502167,7265125,402736,1637,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
72533778,15762585,211839,11373212,132932,1315,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
71861554,12436050,257038,10572801,195601,1565,"g4run","libG4event.so","0x000000000006a4b0"
71854345,15411080,423456,9922021,221221,1369,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
71163260,17210203,317674,11776271,220547,1082,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
70483659,19699122,193115,9762809,121620,742,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
70457046,18509297,247643,11550150,223046,1251,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
70445585,18003369,190884,12896549,139162,1335,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel"
69782137,16386171,203554,11013459,122023,1526,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
69760738,15338560,176742,9172581,144343,1197,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
69755053,25714932,307352,16311883,183531,1255,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
69082256,12187479,207474,7849985,140416,1113,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
69071364,17020969,139121,12367465,83875,736,"g4run","libG4processes.so","G4INCL::CrossSectionsMultiPions::NNThreePi@plt"
67679638,19505089,345258,9099975,232560,1097,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
67676083,10457590,53104,5687016,31378,733,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
67661378,18843255,437303,11355452,268960,1075,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
67658499,16476628,298179,13761724,152323,1162,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
67006860,18023542,168569,8824476,78950,737,"g4run","libG4geometry.so","0x0000000000103d6e"
67001263,14331455,434507,8072094,289265,1454,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
66287659,19499751,273744,14493557,202275,1428,"g4run","libm.so.6","__strtod_nan@plt"
66278314,12418796,319115,9903192,179968,1020,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
66274964,13780727,184662,13151919,107328,902,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
66270163,19549353,219818,10673888,145933,1560,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
66268732,15206720,308295,10164181,206301,1177,"g4run","libc.so.6","__strncmp_avx2"
65573805,16955009,227132,7671516,139590,1144,"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn@plt"
64886451,14049458,335750,9190605,210782,961,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
64880508,16868171,157037,9782734,132718,1034,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
64679544,19833040,218152,12849531,168069,1194,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
64194073,15443250,151395,12885143,87890,797,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
64191782,12432591,362388,6640534,278400,1295,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
64183136,17733637,168513,13189587,120557,1140,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
63500993,17351989,92055,9934696,70881,844,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
63492739,8980361,282537,9355828,161009,1327,"g4run","libG4event.so","0x000000000006a499"
63492700,16728472,224712,9783973,129485,1223,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
62787442,13345686,188567,8953566,134136,930,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
62782435,14986142,309092,8951915,151915,1323,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
62772162,13584182,236238,10404565,138787,1272,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
62104288,16603643,173990,10052921,102784,1134,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetSlope"
62084235,13735022,140577,9585837,77261,614,"g4run","libG4processes.so","G4NucleiModel::reset"
61415242,13463214,157326,8927597,102652,823,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
61406186,17005714,154780,10238459,109152,1021,"g4run","libG4geometry.so","G4BooleanSolid::GetListOfPrimitives"
60710482,11420025,134980,5336323,57776,476,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
60708102,18087903,238972,11488214,175625,1239,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
60682510,16181754,224512,13668782,132536,578,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
60680567,13697908,452912,11049799,263409,1290,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
60013285,9696238,308735,4271895,211664,1139,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
60013276,14698361,218850,10530800,129304,796,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
59313642,20988925,151498,13006486,76040,962,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
57895582,12482088,114294,6488777,79101,726,"g4run","libG4tracking.so","G4Step::UpdateTrack"
57892785,13306825,231767,8509101,174013,1178,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
57890529,12704347,115914,9766528,86764,635,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
57219812,17599644,190881,11859177,142789,1151,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
57186292,12564634,73480,5265574,38432,718,"g4run","libG4processes.so","G4PhotoElectricEffect::IsApplicable"
56522124,15870467,210268,9361836,118286,963,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
56490334,13358938,191276,8333388,163828,705,"g4run","libG4processes.so","0x00000000008b60a4"
56466957,8958245,161591,6330014,116306,603,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
55834422,13776640,130066,7695178,100893,739,"g4run","libG4geometry.so","0x00000000001c9a6c"
55814995,19935026,166197,11020668,105909,953,"g4run","libG4geometry.so","0x00000000001fea09"
55811494,12669712,143476,8898503,93096,643,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
55806409,13966964,155997,8460074,116697,778,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
55132087,12864442,184015,9310388,100424,689,"g4run","libG4processes.so","G4NucleiModel::passFermi"
55125285,9763303,137896,7467567,68097,939,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
54420755,14803553,142543,9402172,95292,782,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
54412185,13418082,145542,7986819,108789,647,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
54408257,9822098,334876,5234528,302587,1059,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
53745755,12815255,128767,7710047,86114,637,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
53716393,13177368,86789,9082729,68110,601,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
53708858,13664483,80769,9536429,30341,792,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
53697851,8400048,329636,6535597,259268,1117,"g4run","libc.so.6","_int_free"
53035963,9108136,151042,6714221,90365,545,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
52333367,13098179,156801,7479450,118541,1066,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
52315977,6899769,74706,3949313,57781,436,"g4run","libG4processes.so","G4PEEffectFluoModel::~G4PEEffectFluoModel"
52312180,10679965,269428,7312098,135830,1099,"g4run","libG4particles.so","G4Electron::Definition"
51636806,16210305,101136,11339699,88906,771,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
50919673,11591691,184329,7258453,99583,1023,"g4run","libG4processes.so","0x00000000008aed87"
50255924,8473819,37652,5267112,40383,247,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
50224785,7712407,202197,5202210,112596,670,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
50217465,12234780,278551,9631437,160525,1282,"g4run","libG4particles.so","G4PionMinus::Definition"
49519503,13373993,102238,8232923,78643,804,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
48859536,1809892,114414,1489787,58341,388,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
48851420,9048896,202312,6863843,124331,860,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
48842879,14108371,277434,7797724,164219,915,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
48818574,7171275,159772,3665393,86792,794,"g4run","libG4processes.so","G4PhysicsVector::Value"
48141734,8394790,233549,7071733,149017,623,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
48137737,10806371,94714,6572989,63666,763,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
48134391,16886273,154565,10693350,79960,788,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
48134142,15366578,200077,8921305,99814,952,"g4run","libG4geometry.so","G4UniformElectricField::G4UniformElectricField@plt"
47441549,13178638,201518,10005484,107615,1063,"g4run","libG4track.so","G4StepPoint::operator="
47434150,14441052,187439,9773228,144836,556,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
47426873,11299425,188698,7175065,123623,1057,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
47348382,14174656,147315,10783322,127834,651,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
46753276,15922055,105245,9537291,61512,520,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
46741359,14156297,101405,7398427,75249,578,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
46269592,13844545,125537,7462533,70332,547,"g4run","libG4tracking.so","0x000000000002f82d"
46065701,8275369,85620,6419376,44407,577,"g4run","libG4particles.so","G4IonTable::FindIon"
46064608,15341209,102247,7589249,54783,707,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointV"
46046920,9299089,121364,5147962,94037,708,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
46005726,4396750,250537,3765826,121578,703,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
45347310,9642914,160623,5636403,103421,672,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
45345860,10286949,155788,6799757,82762,695,"g4run","libG4geometry.so","0x0000000000270ba8"
44660489,6391181,83921,7311700,58377,516,"g4run","libG4tracking.so","0x000000000002f83f"
43962236,6588667,309259,5331373,208028,1134,"g4run","libG4processes.so","G4HadronicException::Report"
43958622,7651111,210199,5776548,192005,771,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
43936207,7657506,191376,6693134,116547,563,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
43249876,6040246,225190,3158315,192363,693,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
43242454,11043109,121714,7538001,79954,610,"g4run","libG4geometry.so","0x0000000000270bad"
43231655,11955595,121407,7374001,79450,684,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
41864453,11496179,122134,6740700,89543,642,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
41847686,11857167,222933,6723514,172136,948,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
41840445,7015213,109573,5201770,93775,448,"g4run","libG4processes.so","G4NeutronCaptureXS::SelectIsotope"
41169994,11875510,96156,6326980,64800,568,"g4run","libG4geometry.so","0x000000000011f5e9"
41162081,13651190,152796,9298009,128414,949,"g4run","libG4geometry.so","0x00000000001fe69d"
41157221,10815686,191321,6597560,100598,677,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
41156234,5620673,74836,4451855,33759,569,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
40477991,14828504,230184,10548960,111467,736,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
40466748,13743208,177006,8912311,122003,773,"g4run","libG4particles.so","G4DynamicParticle::operator="
40465673,13752293,221120,7811511,181004,962,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
40460701,3825280,174565,1851296,133276,645,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
40458521,7417298,131888,4382439,77364,742,"g4run","libG4track.so","0x00000000000137d6"
39771156,8386339,188690,4386599,141287,691,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
39756410,11643136,112811,7915025,88744,655,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
39754950,9345979,133940,7683842,79157,489,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
39754249,6989259,151783,4856488,108381,571,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
39072803,4225410,184496,3073350,150539,678,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
38371996,17625253,162876,9165014,104974,1102,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
38360059,9867898,45533,6258838,63740,362,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
38339204,4935673,198277,1569358,139377,504,"g4run","libc.so.6","_int_malloc"
37677381,5814153,188364,3735735,112698,636,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIxSection"
37670531,4423944,166023,3235375,114784,585,"g4run","libG4processes.so","G4OpticalParameters::~G4OpticalParameters"
37670109,8544756,219147,5253290,175037,609,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
37025371,5720712,171695,3373842,162383,615,"g4run","libstdc++.so.6.0.30","operator new"
36978084,5070661,206707,2148350,140017,616,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
36973640,10891577,94702,5165098,51277,592,"g4run","libG4tracking.so","0x000000000002f7ad"
36285727,6957484,157844,4154621,66867,697,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
36285031,9534163,110973,5337529,61614,758,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
35602080,12664927,134950,6196553,72788,445,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
35591122,10270839,126144,6885380,70240,701,"g4run","libG4particles.so","0x000000000006c848"
35590844,11807213,112761,6214903,69807,1044,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
35584843,9356324,118279,6656113,86455,754,"g4run","libG4track.so","0x000000000001155f"
35584463,6534946,90850,3585270,41422,396,"g4run","libG4geometry.so","G4MultiUnion::operator="
35574853,10393545,110884,6349513,100772,635,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
34897289,4883599,41659,2922239,13620,194,"g4run","libG4geometry.so","0x00000000000e516c"
34896276,9531122,116765,6636230,73908,497,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
34891354,5065259,66141,3322122,31294,452,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
34891000,3357177,155858,2947013,175548,711,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
34191677,12656869,159663,6056207,81954,596,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
34190375,5558791,72938,5388212,52853,500,"g4run","libG4geometry.so","G4Paraboloid::operator="
34186818,9499118,87431,4613468,52845,485,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
34174686,6781565,92099,3985860,43792,347,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
34169099,7925215,163939,3521143,164327,427,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
34165669,5538139,225899,3492380,168545,751,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
33501563,10094727,81449,4741414,53354,545,"g4run","libG4geometry.so","0x0000000000270ba9"
33481140,6906911,51892,5179365,45390,432,"g4run","libG4geometry.so","G4TessellatedSolid::~G4TessellatedSolid@plt"
33472957,8856174,102485,5999860,58170,464,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
32798923,7622926,177290,6320239,101502,649,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
32791936,7640632,63049,5715121,43643,598,"g4run","libG4processes.so","0x000000000037c9d0"
32790754,7058303,79111,4124969,41944,451,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
32789644,7576621,72006,3467184,37943,326,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
32788928,10471910,180600,6401145,121317,661,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
32779932,5676038,49919,3629718,26383,254,"g4run","libG4tracking.so","G4AdjointCrossSurfChecker::GoingInOrOutOfaVolumeByExtSurface"
32097187,7141625,138728,5069220,117558,593,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
32091870,5328608,103397,4955796,87672,556,"g4run","libG4global.so","G4ThreadLocalSingleton<G4GeometryTolerance>::G4ThreadLocalSingleton"
32070146,5228654,215410,2230849,157873,601,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
31408135,8193705,112258,5464640,67523,413,"g4run","libG4geometry.so","0x00000000001f840f"
31404669,7342579,102574,5003248,63324,543,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
31403635,7375756,160255,5622391,141780,465,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
31391496,9419067,144360,6367541,97334,483,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
31385505,7543193,116194,6815452,50275,407,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
31380745,6028284,71749,4255527,40659,310,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
30706582,8001900,67031,4602378,31381,479,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
30705812,8840983,64862,6576606,40830,577,"g4run","libG4particles.so","G4Alpha::Definition@plt"
30696916,5200314,31692,3327511,33430,242,"g4run","libG4processes.so","0x000000000083a0e8"
30694161,4960808,36373,1848894,26004,275,"g4run","libG4tracking.so","G4UserLimits::SetUserMinRange"
30693861,5609926,122712,3685698,85282,545,"g4run","libG4event.so","0x0000000000069d87"
30691991,8963247,170784,6497181,114719,443,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
30688943,7177384,98705,5479185,74682,540,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
30018677,11329332,156567,5222691,99897,656,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
30005792,3557306,203195,2761934,134594,382,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
30003015,5142907,120319,4118193,90711,556,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
30001995,5185936,74047,2556088,39844,270,"g4run","libG4particles.so","G4Gamma::GammaDefinition@plt"
30000997,3996646,121557,1911306,105635,333,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
29993786,8115992,2172,4061395,11181,231,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
29314909,5675364,135947,4263807,107382,554,"g4run","libm.so.6","log@@GLIBC_2.29"
29314442,4265766,164488,2473705,145394,575,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
29308891,7296387,87316,6651261,54155,556,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectTranslation"
29305857,7977694,89685,4595966,64318,445,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
29300423,6045814,116121,2321505,101257,488,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
29297870,8296275,106016,4790384,66958,537,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
29288991,6638400,83696,3759061,64674,388,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
28615966,6726540,213026,2541064,145360,486,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
27910610,5429560,48827,2508177,36765,397,"g4run","libG4tracking.so","G4UserLimits::SetUserMinEkine"
27908774,7248160,61068,5230136,45662,477,"g4run","libG4geometry.so","G4ImplicitEuler::G4ImplicitEuler@plt"
27903313,4927226,76391,5031851,30816,395,"g4run","libG4processes.so","0x00000000008363e9"
27903246,9108082,139683,6184480,71109,793,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
27235631,6205015,179407,5608189,109301,580,"g4run","libG4processes.so","G4Fissioner::deExcite"
27218972,9443671,74580,4393543,41645,390,"g4run","libG4geometry.so","0x00000000000e4a2e"
27213355,7463723,100572,4540706,76643,439,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
27208880,4936887,179220,2214826,112447,617,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
27204307,7932385,84533,3398481,50490,393,"g4run","libG4geometry.so","G4BooleanSolid::GetPolyhedron"
27198192,6211405,115109,3838090,71318,365,"g4run","libG4processes.so","G4PhotoNuclearCrossSection::GetIsoCrossSection"
27178982,6931903,17011,4391907,22219,328,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
26521361,5058823,102024,3081184,62419,423,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
26512294,3749098,19587,2852970,12866,100,"g4run","libG4processes.so","0x00000000008394e6"
26510288,7605471,137509,6008957,42227,466,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
26507608,8267154,94191,4050198,62351,452,"g4run","libG4processes.so","G4DiffuseElasticV2::~G4DiffuseElasticV2@plt"
26496736,7808610,39264,5363918,35025,469,"g4run","libG4processes.so","G4SBBremTable::G4SBBremTable"
26489782,8614469,49217,3938875,37094,487,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
