cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far,comm,dso,symbol
6281504,564138,9314,778227,6892,99,"g4run","libG4processes.so","0x0000000000836c64"
6281453,1587854,10460,1002981,8655,254,"g4run","libG4processes.so","0x0000000000b3f93e"
6281241,2548966,11983,991154,8497,96,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
6281108,1536889,45035,918400,24195,116,"g4run","libG4geometry.so","G4CutTubs::DistanceToOut"
6280403,1480834,8277,750054,2703,115,"g4run","libG4processes.so","0x0000000000838c1b"
6280254,860319,30127,227340,12254,117,"g4run","libG4processes.so","0x00000000008b6e57"
6279730,1616907,10164,543958,8993,19,"g4run","libG4processes.so","0x0000000000a5169e"
6279604,1454152,12535,1125460,12885,39,"g4run","libG4processes.so","G4PolarizedAnnihilationXS::DiceEpsilon@plt"
6279483,1421226,9720,1548929,13599,61,"g4run","libG4processes.so","0x0000000000f69b8f"
6279065,1304700,26720,440891,20407,179,"g4run","libG4processes.so","std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base"
6278919,676820,32115,584632,17582,211,"g4run","libG4processes.so","0x0000000000f183b4"
6278263,2710073,65190,1031626,32121,77,"g4run","libG4processes.so","0x00000000008b6d49"
6278225,2819704,25415,1350652,5521,117,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeOmegaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
6277841,1261614,17709,1311658,16442,195,"g4run","libG4processes.so","G4Channeling::GetEF@plt"
6277739,1018627,30641,215241,27311,99,"g4run","libG4processes.so","G4Bessel::K1"
6277587,357726,15204,365462,19965,58,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
6276926,1169142,8490,837944,5345,82,"g4run","libG4processes.so","0x0000000000838c3c"
6274953,1099923,1847,1007559,0,80,"g4run","libG4geometry.so","G4SafetyHelper::InitialiseHelper@plt"
6274753,1517391,24879,960354,14618,38,"g4run","libG4processes.so","G4VTransitionRadiation::Clear"
6270516,1252503,8249,679497,7407,38,"g4run","libG4geometry.so","G4ReflectedSolid::~G4ReflectedSolid"
6268947,3572046,46192,1536747,23740,136,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronElastic"
5587212,536358,6677,810521,5664,38,"g4run","libG4processes.so","G4VCrossSectionRatio::~G4VCrossSectionRatio"
5586823,579495,2616,359430,3194,19,"g4run","libm.so.6","hypot@@GLIBC_2.35"
5586210,379962,6847,232118,3095,19,"g4run","libG4processes.so","0x0000000000a48fcd"
5585714,1357073,23873,337715,16264,99,"g4run","libG4processes.so","0x000000000083e8db"
5585704,1048668,14409,386207,6411,78,"g4run","libG4geometry.so","G4CutTubs::IsCrossingCutPlanes"
5584527,2333348,15305,751048,9302,97,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeGla"
5584256,2245472,33589,510490,17054,39,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasComplexFZ"
5584201,1454683,4492,285334,11460,40,"g4run","libG4geometry.so","G4CutTubs::GetCutZ"
5584085,790518,11024,73757,16763,77,"g4run","libG4processes.so","G4StatMFMacroNucleon::CalcEntropy"
5583626,669123,57838,963294,30946,118,"g4run","libG4global.so","G4JTPolynomialSolver::Quadratic"
5583518,1859669,9091,949684,6910,78,"g4run","libG4processes.so","G4VDNAModel::~G4VDNAModel@plt"
5583325,1548317,43755,1263398,26610,117,"g4run","libG4geometry.so","G4FSALBogackiShampine45::G4FSALBogackiShampine45@plt"
5582772,319170,0,130937,4163,78,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherford"
5582592,1911905,22817,1748248,19297,195,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorPionInelastic"
5581794,2319356,26174,985421,9005,58,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
5581778,663799,6282,731111,4471,41,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
5581477,152060,17706,386843,11616,39,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
5580833,1561525,20577,918706,1220,61,"g4run","libG4geometry.so","std::vector<Intersection, std::allocator<Intersection> >::_M_erase@plt"
5580737,1437935,31476,728734,7420,19,"g4run","libG4event.so","0x0000000000069db6"
5580001,552370,18560,547584,6988,0,"g4run","libG4processes.so","0x0000000000f69a1d"
5579755,1094264,2034,139695,3360,20,"g4run","libG4processes.so","G4InuclNuclei::operator G4Fragment"
5579123,1037506,19837,195111,10340,98,"g4run","libG4geometry.so","0x000000000027089d"
5578580,2580543,21981,1088368,11586,176,"g4run","libG4tracking.so","0x000000000002f7f7"
5578311,1913663,22340,841350,24530,114,"g4run","libG4processes.so","G4INCL::AllocationPool<G4INCL::NNToMissingStrangenessChannel>::getObject@plt"
5577094,1831695,28044,1137789,16492,134,"g4run","libG4processes.so","G4ITSafetyHelper::InitialiseHelper@plt"
5574208,2297740,14660,752872,7901,181,"g4run","libG4geometry.so","G4ExtrudedSolid::ComputeProjectionParameters@plt"
5573851,1476913,16039,858438,15472,58,"g4run","libG4processes.so","G4VXTRenergyLoss::GetComptonPerAtom"
5573638,489257,64031,354842,45587,154,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::GetErfComp"
5573540,894267,48348,620566,38794,39,"g4run","libG4processes.so","G4CollisionOutput::selectPairToTune"
5573268,1078850,11792,750034,18017,78,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
4888963,740068,18515,859310,14328,119,"g4run","libG4geometry.so","0x000000000018726e"
4888962,1020301,26540,362841,34926,58,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseZ"
4888516,484262,14238,564911,12140,40,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
4888114,1232098,26093,760892,12510,114,"g4run","libG4processes.so","G4MuonMinusCapture::ProcessDescription"
4888045,751446,6688,679283,1048,59,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find_first_of@plt"
4887947,196484,14856,112493,7961,38,"g4run","libG4processes.so","G4GammaNuclearXS::IsoCrossSection"
4887896,1438122,14242,1589684,7235,77,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::Configure"
4887676,1105748,23639,300635,2440,21,"g4run","libG4processes.so","G4PAIySection::SumOverIntervaldEdx"
4887454,1970597,27082,1320329,15527,99,"g4run","libG4processes.so","G4CollisionOutput::setRemainingExitationEnergy"
4887372,1395266,12179,666267,2705,79,"g4run","libG4processes.so","0x00000000008395bd"
4887334,3654738,39638,2329506,11843,191,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
4886726,1161885,34637,240163,7885,60,"g4run","libG4processes.so","G4NIELCalculator::RecoilEnergy"
4886640,489878,8877,326968,8431,76,"g4run","libG4processes.so","G4VCrossSectionDataSet::ComputeCrossSection"
4886606,683782,4530,1117082,8287,20,"g4run","libG4geometry.so","0x0000000000103d6a"
4886517,509573,9203,590282,2757,57,"g4run","libG4processes.so","0x0000000000a0cc6d"
4886262,1173037,33871,1001318,16990,136,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::SolveTheEquation"
4886108,994591,4872,763348,5588,0,"g4run","libG4geometry.so","std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> >::_M_erase"
4885927,739317,44265,908396,14929,77,"g4run","libG4processes.so","0x000000000037f8b0"
4885677,360270,1797,259732,10932,38,"g4run","libG4processes.so","0x0000000000a18645"
4885401,549667,11036,709065,2719,77,"g4run","libG4processes.so","0x0000000000a16cac"
4885230,978925,10030,749194,12969,59,"g4run","libG4processes.so","0x0000000000f67e5a"
4884964,1186570,9410,540252,11663,80,"g4run","libG4geometry.so","G4BooleanSolid::GetCubicVolume"
4884881,379058,24892,1124672,20087,39,"g4run","libG4processes.so","0x0000000000a19c51"
4884723,3748715,6827,2465809,10296,137,"g4run","libG4processes.so","G4StatMFParameters::Beta"
4884687,2153371,13555,1245815,21432,98,"g4run","libG4geometry.so","0x0000000000160c48"
4884231,687621,17924,440510,19617,135,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt"
4883923,2766912,30003,1351842,14047,278,"g4run","libG4event.so","0x0000000000068d83"
4883887,582547,12159,341390,6326,19,"g4run","libG4processes.so","0x0000000000380f80"
4883513,2960978,32824,1064577,17462,272,"g4run","libG4processes.so","0x0000000000f69b69"
4883455,1307654,10071,631729,7904,20,"g4run","libG4processes.so","0x00000000008363ee"
4882364,2672839,11751,2032222,7682,192,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity"
4882262,1988758,26472,764089,10282,115,"g4run","libG4processes.so","G4ForwardXrayTR::EnergyInterval@plt"
4882200,496221,21317,327325,25354,76,"g4run","libstdc++.so.6.0.30","operator delete@plt"
4882150,1990180,15354,587926,12556,156,"g4run","libG4particles.so","CLHEP::MixMaxRng::iterate@plt"
4881616,510849,27204,429367,21757,116,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve"
4881446,347256,34533,390381,10010,57,"g4run","libG4processes.so","G4CollisionOutput::reset"
4881232,1940304,16207,1739010,9343,174,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doChargeExchange"
4880487,539146,39389,342028,27729,97,"g4run","libG4processes.so","G4EquilibriumEvaporator::G4EquilibriumEvaporator"
4880393,1706460,31142,772775,11432,115,"g4run","libG4processes.so","G4PAIySection::SumOverInterCerenkov"
4880365,382232,22503,333565,13691,117,"g4run","libG4processes.so","G4PAIxSection::GetCerenkovEnergyTransfer"
4880069,2407698,10310,723905,4703,78,"g4run","libG4processes.so","G4PhotoElectricEffect::ProcessDescription"
4879781,1884594,3647,736049,2694,58,"g4run","libG4processes.so","std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt"
4879570,2307825,8884,1621073,6456,19,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
4878652,555505,10641,289610,7368,79,"g4run","libG4particles.so","G4XibZero::Definition"
4877644,1630721,23960,541467,10010,77,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
4876520,0,1801,0,0,0,"g4run","libG4processes.so","0x0000000000a3f6af"
4874938,165523,0,191095,7775,135,"g4run","libG4geometry.so","0x00000000001c22d7"
4190551,538842,14620,126372,22051,96,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
4190526,1507903,6162,605736,6911,60,"g4run","libG4processes.so","std::_Deque_base<G4INCL::NpiToSK2piChannel*, std::allocator<G4INCL::NpiToSK2piChannel*> >::_M_initialize_map@plt"
4190336,332666,3721,117917,8221,40,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
4190326,3467125,29772,1155288,11493,77,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
4189828,932793,25798,806543,9941,95,"g4run","libG4processes.so","0x000000000037f1d0"
4189720,716454,21079,345861,11663,77,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
4189631,1256098,19399,766051,4232,77,"g4run","libG4processes.so","0x0000000000f18f2d"
4189552,713525,60873,555943,41775,209,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcChemicalPotentialMu"
4189438,2689648,23215,1328051,17135,117,"g4run","libG4geometry.so","G4PolyhedronPara::G4PolyhedronPara@plt"
4189360,824314,43862,462267,21593,140,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
4189334,493176,21767,0,11703,38,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4189287,651442,13353,692913,19172,116,"g4run","libG4processes.so","G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt"
4189254,1681447,2510,711239,1429,20,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4189225,3862188,17140,1472160,13450,78,"g4run","libG4processes.so","0x0000000000936c1a"
4189196,1265986,11167,516412,8892,60,"g4run","libG4geometry.so","G4PolyhedraSide::CopyStuff@plt"
4189113,786040,6273,541730,8395,20,"g4run","libG4processes.so","0x000000000037dc80"
4189039,160104,10673,0,6885,0,"g4run","libG4processes.so","G4FTFParamCollPionProj::G4FTFParamCollPionProj"
4188852,1690682,30672,439369,32335,152,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment"
4188691,1075751,7129,1327861,2780,0,"g4run","libG4processes.so","0x000000000037e030"
4188481,195213,9373,107763,9558,38,"g4run","libG4particles.so","G4AntiDoubleHyperH4::Definition"
4188378,647026,10700,562423,7544,21,"g4run","libG4geometry.so","CLHEP::Hep3Vector::operator*=@plt"
4188355,1314933,36284,820048,10991,117,"g4run","libG4geometry.so","0x00000000002122aa"
4188298,859280,11106,457181,9295,58,"g4run","libG4processes.so","0x000000000037b9a0"
4188215,1015306,35014,1131494,11550,114,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonInelastic"
4187479,461504,12148,96780,14260,39,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeScalarFactors"
4187375,852564,15389,812995,12821,38,"g4run","libG4processes.so","G4ScreeningMottCrossSection::ComputeAngle"
4187092,1880224,4681,936975,8409,75,"g4run","libG4processes.so","G4AntiProton::AntiProtonDefinition@plt"
4187016,451031,13487,345873,10836,58,"g4run","libG4particles.so","0x000000000008127d"
4186809,1254369,2177,927444,9277,76,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusPChannelData, G4KaonHypSampler>::getMultiplicity"
4186786,1455897,23979,533269,6811,58,"g4run","libG4processes.so","G4HadPhaseSpaceKopylov::GenerateMultiBody"
4186745,320037,15040,133424,14362,78,"g4run","libG4processes.so","0x0000000000a16ca5"
4186666,508813,8464,108041,11006,38,"g4run","libG4processes.so","0x0000000000a18d7b"
4186596,153449,8884,177921,5780,39,"g4run","libG4geometry.so","0x00000000001c1e9a"
4186042,1248328,0,123581,6027,58,"g4run","libG4particles.so","G4AntiProton::AntiProtonDefinition@plt"
4185942,943980,12196,558809,5005,79,"g4run","libG4global.so","0x00000000000564ce"
4185706,1222027,8560,1059460,3156,116,"g4run","libG4processes.so","0x000000000083d84a"
4185512,369584,6228,125873,6991,19,"g4run","libG4geometry.so","G4NavigationHistory::NewLevel@plt"
4185190,196971,29869,1163669,18306,57,"g4run","libG4processes.so","0x0000000000b3629a"
4185172,1972271,15413,824117,4081,96,"g4run","libG4processes.so","0x0000000000a31fb6"
4184858,491978,16293,505545,9399,60,"g4run","libG4processes.so","0x00000000008b6ccc"
4184395,507310,8262,697325,8406,106,"g4run","libG4event.so","0x0000000000069d46"
4183853,292185,11055,646204,7676,20,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
4183791,315009,11571,425768,16061,62,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
4183489,1793877,17069,1015207,7659,39,"g4run","libG4particles.so","strlen@plt"
4183388,718538,15084,196903,14132,79,"g4run","libG4tracking.so","G4SteppingVerbose::VerboseParticleChange"
4182554,928740,0,355863,1728,58,"g4run","libG4processes.so","G4CollisionOutput::removeOutgoingParticle@plt"
4182525,757159,36538,1008836,20310,77,"g4run","libG4processes.so","0x0000000000f183b8"
4182485,1738907,38159,1234212,20916,76,"g4run","libG4processes.so","G4HadronicParameters::SetEnableBCParticles"
4181849,672821,9954,104270,6320,57,"g4run","libG4event.so","0x0000000000069d83"
4181790,3424546,28328,2530752,9497,175,"g4run","libG4geometry.so","0x0000000000161e6e"
4180565,361971,12769,111926,3819,0,"g4run","libG4tracking.so","0x0000000000043e4b"
4179913,679642,12529,626012,3733,77,"g4run","libG4geometry.so","0x00000000000f728d"
4179643,928394,38944,206987,14650,115,"g4run","libG4processes.so","G4VEnergyLossProcess::RetrievePhysicsTable"
4176888,631250,5415,608228,7137,40,"g4run","libG4tracking.so","0x000000000002ef97"
3492297,762552,11373,226881,14040,98,"g4run","libG4processes.so","0x000000000037bee0"
3492099,738246,34553,666026,15236,39,"g4run","libG4processes.so","0x00000000009319da"
3492068,542659,1743,632485,3788,0,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
3492015,630641,22646,1150998,11652,40,"g4run","libG4processes.so","0x00000000008b925a"
3491906,726900,10314,467699,3971,19,"g4run","libG4processes.so","0x0000000000f087af"
3491861,1288672,9005,314037,5256,77,"g4run","libG4processes.so","G4DiffractiveSplitableHadron::~G4DiffractiveSplitableHadron"
3491853,556325,19283,318816,26824,97,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEnergy"
3491800,935250,7884,458838,9690,76,"g4run","libG4geometry.so","0x000000000016159b"
3491447,533358,4371,110888,3837,0,"g4run","libG4processes.so","0x00000000009d2e1b"
3491415,157574,3281,0,4772,0,"g4run","libG4processes.so","G4DNACPA100IonisationModel::RandomizeEjectedElectronEnergyFromCumulatedDcs@plt"
3491382,561668,1594,342620,4216,0,"g4run","libG4processes.so","__1DSortOut::Sort@plt"
3491297,543983,13814,414171,23985,195,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
3491273,214362,6817,246493,1074,19,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
3491265,357404,0,96513,0,42,"g4run","libG4track.so","0x00000000000137dc"
3491235,2679295,4770,1802539,7049,60,"g4run","libG4processes.so","G4EmCorrections::MottCorrection@plt"
3491150,844063,10660,818303,5036,38,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
3491112,604308,1882,81719,1703,0,"g4run","libG4geometry.so","G4MultiNavigator::ComputeSafety"
3491104,868702,21209,823081,24635,77,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry"
3491007,841254,7573,647834,1391,78,"g4run","libG4processes.so","0x00000000008e1944"
3491001,987078,2467,907973,0,0,"g4run","libG4event.so","0x0000000000068d2f"
3490908,357461,9017,210196,11683,79,"g4run","libG4processes.so","G4GamP2NPipAngDst::~G4GamP2NPipAngDst"
3490900,0,7873,95122,7952,58,"g4run","libG4geometry.so","0x0000000000207b08"
3490828,742756,6524,548827,1475,59,"g4run","libG4particles.so","0x00000000000737eb"
3490763,1986421,35357,872820,17434,95,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetVirtualFactor"
3490758,1289214,10636,778210,16917,59,"g4run","libG4processes.so","0x000000000085527f"
3490570,1027099,27096,561907,6712,59,"g4run","libG4geometry.so","G4Trap::CheckParameters"
3490537,833556,7334,305093,7991,44,"g4run","libG4tracking.so","0x0000000000043e4f"
3490305,334544,2264,334423,1569,19,"g4run","libG4processes.so","0x0000000000f087a4"
3489604,466473,3840,200554,4307,79,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherfordCosT"
3489552,346745,11065,923594,8218,76,"g4run","libG4processes.so","0x00000000005f442d"
3489015,1298322,6765,936120,11461,39,"g4run","libG4processes.so","std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager"
3488926,1408385,9680,217399,13074,115,"g4run","libG4processes.so","std::vector<G4CascadParticle, std::allocator<G4CascadParticle> >::_M_default_append@plt"
3488868,1169704,9547,525201,13861,39,"g4run","libG4geometry.so","0x00000000001f8505"
3488780,0,5489,0,5052,38,"g4run","libG4particles.so","G4ExcitedDeltaConstructor::AddNGammaMode"
3488334,1330817,5187,648883,0,0,"g4run","libG4processes.so","G4Reggeons::ncPomerons"
3488330,812450,5836,210561,2838,95,"g4run","libG4tracking.so","0x000000000002f7bd"
3488313,551413,10478,431581,1855,58,"g4run","libG4processes.so","G4NucleiModel::G4NucleiModel"
3488000,735835,5833,112489,2554,0,"g4run","libG4processes.so","0x0000000000b3f9af"
3487994,1116130,2219,571857,2876,18,"g4run","libG4processes.so","0x0000000000a516c6"
3487854,714722,25617,839673,14711,58,"g4run","libG4processes.so","0x0000000000a0f31c"
3487674,525182,1832,1227877,3276,20,"g4run","libG4processes.so","0x000000000083bdeb"
3486943,1248730,21240,564085,12634,78,"g4run","libG4event.so","0x0000000000069d53"
3486914,0,11977,127566,5977,0,"g4run","libG4processes.so","G4Radioactivation::CalculateChainsFromParent"
3486556,338331,17960,689078,7897,20,"g4run","libG4particles.so","G4Proton::Definition"
3486319,327818,2746,195820,2968,0,"g4run","libG4geometry.so","0x00000000001c9d8a"
3486027,907957,9121,456498,11289,58,"g4run","libG4processes.so","G4EvaporationInuclCollider::deExcite"
3485260,719613,20918,646673,10032,19,"g4run","libG4global.so","0x00000000000564c8"
3484983,152850,5206,468440,3341,20,"g4run","libG4geometry.so","G4Torus::SurfaceNormal"
3484968,1076327,5997,712258,17481,57,"g4run","libG4processes.so","G4StatMFChannel::GetFragments"
3484908,628868,5848,435125,1671,19,"g4run","libG4processes.so","G4fissionEvent::G4SmpWatt"
3484080,713245,7189,748037,3936,78,"g4run","libG4geometry.so","0x0000000000187094"
3483721,171052,6765,123909,1292,38,"g4run","libG4processes.so","0x000000000037f590"
3483269,667197,17768,350766,19580,136,"g4run","libG4processes.so","G4FTFSettingDefaultHDP::G4FTFSettingDefaultHDP"
3482553,324423,4296,304695,4461,0,"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength"
3482489,0,0,333611,3258,0,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
3481867,340063,9681,0,14492,57,"g4run","libG4processes.so","G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj"
3481797,341359,6557,547155,1111,38,"g4run","libG4track.so","0x000000000000c62c"
3481445,2373245,17027,506548,5732,38,"g4run","libG4geometry.so","0x00000000001fe9bf"
3480621,541267,12658,566776,11647,196,"g4run","libG4tracking.so","0x000000000002f7a1"
3480182,0,16290,460990,2814,38,"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath"
3476424,1365134,15869,640970,11482,120,"g4run","libG4event.so","0x0000000000069d7e"
2823219,859054,25581,553525,12721,38,"g4run","libG4processes.so","G4Clebsch::ClebschGordanCoeff"
2793741,957575,14825,0,4857,41,"g4run","libG4processes.so","0x00000000008b6d1b"
2793646,312411,3895,431165,8329,58,"g4run","libG4geometry.so","G4CSGSolid::operator=@plt"
2793517,366889,4128,190549,7528,39,"g4run","libG4tracking.so","0x000000000002f7cd"
2793470,1220933,28926,1196026,7221,120,"g4run","libG4tracking.so","G4Region::GetRegionalSteppingAction@plt"
2793456,327941,9669,229086,8353,76,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*>, std::_Select1st<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >, std::less<int>, std::allocator<std::pair<int const, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> > >::_M_emplace_unique<std::pair<int, std::map<double, G4ParticleHPVector*, std::less<double>, std::allocator<std::pair<double const, G4ParticleHPVector*> > >*> >@plt"
2793447,0,8953,107915,1644,0,"g4run","libG4processes.so","0x00000000009d26c8"
2793380,556894,8174,466398,4735,39,"g4run","libG4processes.so","G4LorentzConvertor::setTarget"
2793363,1464995,8804,946643,9946,0,"g4run","libG4particles.so","G4BaryonConstructor::ConstructCharmBaryons"
2793353,154074,9288,112539,3087,20,"g4run","libG4tracking.so","0x000000000002f7de"
2793337,555318,5523,119485,3958,76,"g4run","libG4processes.so","0x0000000000a51697"
2793234,1090577,6671,485086,7009,38,"g4run","libG4processes.so","G4INCL::CascadeAction::beforeAvatarAction@plt"
2793222,735031,20919,129550,2929,76,"g4run","libG4geometry.so","0x0000000000212428"
2792953,580005,15143,0,3628,118,"g4run","libG4processes.so","0x000000000082eb14"
2792952,543611,16331,326008,12511,58,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
2792914,629534,5488,103069,1031,58,"g4run","libG4tracking.so","G4ProcessManager::EndTracking@plt"
2792879,584095,12079,215527,9440,57,"g4run","libG4processes.so","std::vector<GIDI_settings_flux_order, std::allocator<GIDI_settings_flux_order> >::_M_realloc_insert<GIDI_settings_flux_order const&>@plt"
2792687,169071,1576,107405,4644,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2"
2792487,156940,10085,85613,6631,21,"g4run","libG4event.so","0x0000000000068e3c"
2792452,356441,2095,0,1406,19,"g4run","libG4processes.so","0x0000000000833f69"
2792109,991727,21973,683766,12825,38,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
2792025,593179,0,365997,2665,0,"g4run","libG4geometry.so","0x00000000001870cd"
2792025,314047,10843,1021386,13667,78,"g4run","libG4global.so","0x0000000000054995"
2792006,1278228,12036,560490,3951,22,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
2791747,1054239,18048,829065,7804,0,"g4run","libG4geometry.so","G4CutTubs::DistanceToIn"
2791706,806449,19859,140860,3938,96,"g4run","libG4particles.so","G4Alpha::Definition"
2791669,484227,5161,107250,7708,21,"g4run","libG4processes.so","0x00000000008b6e5e"
2791637,0,6664,123809,3401,39,"g4run","libG4particles.so","G4AntiOmegacZero::Definition"
2791528,472826,16222,481885,2911,37,"g4run","libG4geometry.so","0x0000000000181669"
2791438,169887,2133,147117,2855,20,"g4run","libG4particles.so","0x00000000000631aa"
2791351,704809,33735,552554,15321,39,"g4run","libG4processes.so","G4GamP2NPipAngDst::G4GamP2NPipAngDst"
2791026,2161351,14644,569160,17479,77,"g4run","libG4processes.so","G4CollisionOutput::printCollisionOutput"
2790905,164095,13257,109252,7063,58,"g4run","libG4processes.so","G4FissionProductYieldDist::G4GetFission"
2790895,910543,14086,553147,22236,38,"g4run","libG4geometry.so","G4GeomTestVolume::TestRecursiveOverlap@plt"
2790855,0,10311,234332,8927,39,"g4run","libG4processes.so","0x00000000009319dc"
2790798,2630984,18952,1111121,11087,59,"g4run","libG4processes.so","G4CascadeSampler<30, 8>::findMultiplicity"
2790719,174418,10326,201441,9524,59,"g4run","libG4particles.so","G4AntiTriton::Definition"
2790538,533662,6594,204712,4566,39,"g4run","libG4processes.so","std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt"
2790529,369752,23154,314340,7684,19,"g4run","libG4particles.so","G4AntiHyperTriton::Definition"
2790325,191933,23454,0,9207,58,"g4run","libG4processes.so","0x00000000008b6797"
2790310,2272970,14206,0,7860,38,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusNChannelData, G4KaonHypSampler>::getMultiplicity"
2790303,179549,0,88422,1626,0,"g4run","libc.so.6","@plt"
2790154,342648,5581,93583,1334,58,"g4run","libG4particles.so","G4HyperTriton::HyperTritonDefinition"
2789844,0,0,125056,4031,38,"g4run","libG4processes.so","0x000000000037df70"
2789790,364012,23373,0,13077,41,"g4run","libG4processes.so","G4Reggeons::Chi_reggeon"
2789753,565540,1815,245060,3007,21,"g4run","libG4geometry.so","0x000000000018709a"
