cycles,ex_div_busy,ex_div_count,comm,dso,symbol
106803580,12585,695,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
106800461,2409,876,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
106797027,2977,432,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
106793971,4818,605,"g4run","libG4processes.so","G4LossTableManager::Register"
104860943,882,688,"g4run","libG4processes.so","G4PEEffectFluoModel::CrossSectionPerVolume"
104699049,11556,834,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
104697947,1907,268,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
104032207,3802,284,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
103316653,2396,506,"g4run","libG4geometry.so","G4MultiUnion::DistanceToIn"
103312053,5787,439,"g4run","libG4processes.so","G4ScoreSplittingProcess::StartTracking"
103295902,1813,256,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
103287336,4409,87,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
101900440,3877,263,"g4run","libG4geometry.so","G4VoxelSafety::~G4VoxelSafety"
100504619,3144,350,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
99123195,9170,814,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
98423429,74167,7491,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
97030045,2365,486,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
97000018,696,804,"g4run","libG4geometry.so","0x0000000000103d0b"
96341442,609,251,"g4run","libG4processes.so","G4OpticalParameters::GetWLSTimeProfile"
96323247,3257,459,"g4run","libG4geometry.so","G4TouchableHistory::operator delete"
94937202,4402,360,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
94932945,1548,195,"g4run","libG4geometry.so","G4ModifiedMidpoint::G4ModifiedMidpoint"
94222594,3731,246,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
93686740,4237,152,"g4run","libc.so.6","_int_free"
93528398,4253,576,"g4run","libG4processes.so","G4PhotoElectricEffect::G4PhotoElectricEffect"
92848717,1866,672,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
92837877,1157,204,"g4run","libG4particles.so","G4PionPlus::Definition"
92834189,2807,253,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
92829446,2712,324,"g4run","libG4processes.so","G4NIELCalculator::AddEmModel"
90058431,6268,552,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
90026600,2276,1418,"g4run","libG4processes.so","G4NeutronCaptureXS::RetrieveVector"
87263171,5963,157,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
87236814,3394,55,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
86541282,4303,963,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
85160217,1614,224,"g4run","libG4processes.so","0x00000000006ce62f"
83767701,6639,587,"g4run","libG4processes.so","G4PhysicsVector::Value"
83069788,860,68,"g4run","libG4processes.so","G4NucleiModel::reset"
83059796,1080,70,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
82367977,4722,96,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
82346147,10278,3015,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
81683359,1794,659,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
80970825,2759,169,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
80967287,7204,276,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeCrossSectionPerAtom"
80277814,4156,471,"g4run","libG4particles.so","G4Electron::Definition"
79575872,1374,272,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
78874913,3011,375,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
78231898,2005,426,"g4run","libG4processes.so","G4HadronicException::Report"
78183939,354,73,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIdEdx"
78179696,5160,243,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
77496220,5844,283,"g4run","libG4event.so","0x0000000000068d24"
77481779,3842,507,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
77477456,5510,119,"g4run","libG4event.so","0x000000000006a4b0"
77466757,6559,270,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
76778251,4792,202,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
76770313,4815,57,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
75386645,1428,293,"g4run","libc.so.6","__memset_avx2_unaligned"
75378871,1847,283,"g4run","libG4particles.so","G4DynamicParticle::operator="
74691317,4235,127,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
74065845,6714,94,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
73992733,843,193,"g4run","libG4geometry.so","G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck"
73989957,4475,36,"g4run","libG4event.so","0x0000000000069d73"
73986970,2874,224,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
73985354,2292,214,"g4run","libG4processes.so","G4PAIySection::CallError"
73297936,1110,409,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
73284428,2735,187,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
73277195,1839,37,"g4run","libG4processes.so","G4LinLogLogInterpolation::Calculate"
71906342,6472,2418,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
71903510,1644,169,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
71895429,3144,567,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
71888923,5218,156,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
71197987,2750,621,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
71196514,571,196,"g4run","libG4processes.so","G4SeltzerBergerModel::~G4SeltzerBergerModel"
69803971,2080,28,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
69798254,2703,160,"g4run","libG4processes.so","G4NucleiModel::passFermi"
69112049,2596,32,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
69097573,1689,254,"g4run","libG4global.so","G4Physics2DVector::Retrieve"
67684012,1420,193,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
67002886,1946,194,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
66910931,1985,230,"g4run","libG4geometry.so","G4Tubs::StreamInfo"
66312827,2136,223,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
66312051,3105,441,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
66305041,2021,528,"g4run","libG4geometry.so","G4ElectroMagneticField::operator=@plt"
66304665,2398,319,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
65613872,2153,294,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
65607349,2634,80,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
64922745,2839,73,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
64914888,1539,75,"g4run","libG4geometry.so","G4PolyPhiFace::Between"
64914590,1584,129,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
64914142,1374,160,"g4run","libG4processes.so","0x00000000008b6af6"
64906846,635,157,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
64217195,3040,591,"g4run","libG4particles.so","G4IonTable::FindIon"
64213154,2321,25,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
63525701,2068,373,"g4run","libstdc++.so.6.0.30","operator new"
63524004,2071,271,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
63523904,1174,112,"g4run","libG4particles.so","G4KaonPlus::Definition"
63514222,1373,553,"g4run","libG4processes.so","G4HadronicParameters::SetMaxEnergyTransitionQGS_FTF"
63510351,2284,267,"g4run","libG4geometry.so","0x0000000000103d6e"
62818112,5123,1620,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
62812283,604,467,"g4run","libG4event.so","0x0000000000068d70"
62123125,1082,50,"g4run","libc.so.6","_int_malloc"
62123066,713,152,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
62120763,899,276,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
62120415,1801,184,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
62116388,1888,77,"g4run","libG4geometry.so","G4PhysicalVolumeStore::DeRegister"
61433294,1296,4258,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
61418802,5908,559,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
61410282,359,347,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
60726157,1648,368,"g4run","libm.so.6","__strtod_nan@plt"
60725138,2227,126,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
60032076,1575,282,"g4run","libG4event.so","0x000000000006a499"
59331810,2641,142,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
59324835,1307,102,"g4run","libG4processes.so","G4TransparentRegXTRadiator::GetStackFactor"
57945480,816,359,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
57934150,12564,827,"g4run","libG4processes.so","G4Fissioner::deExcite"
57930045,2644,115,"g4run","libG4processes.so","std::vector<G4SBBremTable::SamplingTablePerZ*, std::allocator<G4SBBremTable::SamplingTablePerZ*> >::_M_fill_insert"
57927863,1024,363,"g4run","libG4processes.so","G4SeltzerBergerModel::FindDirectoryPath"
57240014,952,231,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
57237577,1912,209,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetFunctions"
57234818,1740,269,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
57224842,1296,44,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
56521547,1184,27,"g4run","libG4processes.so","G4VTransitionRadiation::DumpInfo"
55845112,3282,56,"g4run","libG4geometry.so","G4ModifiedMidpoint::DoStep"
55840631,1960,100,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
55840264,3195,76,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
55836262,4914,135,"g4run","libG4geometry.so","G4Trap::ApproxSurfaceNormal"
55818443,2766,245,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
55143752,5781,540,"g4run","libG4processes.so","G4SeltzerBergerModel::ComputeDXSectionPerAtom"
55143579,7092,98,"g4run","libG4processes.so","0x00000000008b60a4"
55141988,5047,177,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
55140828,2576,126,"g4run","libG4processes.so","G4TransparentRegXTRadiator::DumpInfo"
54450673,786,368,"g4run","libG4tracking.so","G4Step::UpdateTrack"
54444408,1504,16,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
54442774,1633,443,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
54439242,877,83,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find"
53752824,2914,231,"g4run","libm.so.6","log@@GLIBC_2.29"
53743571,1945,353,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
53046976,23978,3006,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
53046665,2190,77,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4MagIntegratorStepper>::ComputeNewStepSize"
53045750,800,175,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaPlusNChannelData, G4KaonHypSampler>::getMultiplicity"
53027039,4520,2522,"g4run","libG4particles.so","0x000000000006c848"
52389327,3213,39,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
52351401,778,296,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
52348974,1175,769,"g4run","libG4processes.so","G4NeutronElectronElXsc::~G4NeutronElectronElXsc"
52341924,818,0,"g4run","libG4tracking.so","G4VVisManager::GetConcreteInstance@plt"
51661259,1235,571,"g4run","libG4processes.so","0x00000000008b0734"
51655509,1470,515,"g4run","libG4processes.so","G4HadronicException::~G4HadronicException"
51641908,14038,1987,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
51635784,4336,150,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
51510742,1282,935,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
50966068,459,228,"g4run","libG4processes.so","G4SBBremTable::~G4SBBremTable"
50957450,570,225,"g4run","libG4track.so","G4StepPoint::operator="
50955068,2184,181,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::CalculateCrossSection"
50954567,1244,76,"g4run","libG4processes.so","G4CascadeData<30, 2, 7, 15, 24, 33, 41, 47, 55>::print"
50259628,7832,606,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
50252323,6750,188,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
49565747,918,86,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
49549011,3812,58,"g4run","libG4processes.so","G4PolarizedIonisationModel::SampleSecondaries"
48862115,1831,473,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
48861491,986,866,"g4run","libG4processes.so","G4MuonMinusCapture::G4MuonMinusCapture"
48856727,2075,182,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
48842950,819,228,"g4run","libG4geometry.so","G4BrentLocator::EstimateIntersectionPoint"
46762431,1981,222,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
46755780,681,395,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetExchangeT"
46066263,5755,47,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::G4SauterGavrilaAngularDistribution"
45377620,110,307,"g4run","libG4geometry.so","0x00000000001c9a6c"
45374731,935,185,"g4run","libG4tracking.so","0x000000000002f82d"
45374304,1383,336,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
44678010,4842,67,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
44676476,949,152,"g4run","libG4processes.so","G4OpticalParameters::GetScintByParticleType"
44671863,2384,103,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
44670655,914,215,"g4run","libG4processes.so","G4VXTRenergyLoss::BuildEnergyTable"
44668414,2377,182,"g4run","libG4processes.so","G4StatMFMacroChemicalPotential::CalcChemicalPotentialNu"
44668049,2348,43,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
44667887,1060,100,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
44666900,319,16,"g4run","libG4processes.so","0x000000000037c9d0"
44658030,1090,243,"g4run","libG4processes.so","G4TransitionRadiation::AngleIntegralDistribution"
43972762,815,128,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
43968121,1079,25,"g4run","libG4processes.so","G4NeutronElectronElXsc::GetElementCrossSection"
43282411,1598,98,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
43266211,641,70,"g4run","libG4geometry.so","0x000000000011f5e9"
42584448,1930,80,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
42579842,3563,139,"g4run","libG4processes.so","G4HadPhaseSpaceGenbod::Initialize"
42578523,458,57,"g4run","libG4processes.so","G4UPiNuclearCrossSection::BuildPhysicsTable"
42559676,768,230,"g4run","libG4geometry.so","0x0000000000270bad"
41890436,9688,22,"g4run","libG4tracking.so","G4UserLimits::GetUserMaxTime"
41888031,341,129,"g4run","libG4processes.so","G4NucleiModel::choosePointAlongTraj"
41872943,979,73,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
41871639,3064,118,"g4run","libG4track.so","0x00000000000116c7"
41187683,1241,0,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
41182517,1695,0,"g4run","libG4geometry.so","0x00000000001fea09"
41182208,14418,1577,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
40493254,1861,58,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
40483734,1825,53,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
40482732,3215,315,"g4run","libG4particles.so","0x000000000006bd68"
39789913,1973,37,"g4run","libG4processes.so","0x00000000006c9043"
39788774,846,202,"g4run","libG4processes.so","G4CascadeNNChannel::findCrossSection"
39781563,1134,640,"g4run","libG4processes.so","std::__adjust_heap<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, G4InuclElementaryParticle, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
39094174,4772,32,"g4run","libG4geometry.so","0x0000000000270ba8"
39094045,999,239,"g4run","libG4processes.so","G4SeltzerBergerModel::G4SeltzerBergerModel"
39088949,841,54,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
39086287,4368,210,"g4run","libG4processes.so","G4EMDissociationCrossSection::GetElementCrossSection"
38395947,485,34,"g4run","libG4tracking.so","0x000000000002f83f"
38392115,503,120,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
38386783,6985,790,"g4run","libG4processes.so","G4CollisionOutput::getTotalCharge"
38368252,249,376,"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection"
37695109,754,98,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
36995387,2627,234,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
36992550,127,21,"g4run","libG4processes.so","G4PhotoNuclearCrossSection::GetIsoCrossSection"
36985717,2768,265,"g4run","libG4geometry.so","G4UnionSolid::GetCubicVolume"
36303244,970,61,"g4run","libG4processes.so","G4FTFParameters::GetProcProb@plt"
36290537,1004,66,"g4run","libG4processes.so","G4ComponentSAIDTotalXS::GetElasticIsotopeCrossSection"
35604413,834,22,"g4run","libG4track.so","0x00000000000137d6"
35604237,1551,569,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta"
35601866,1006,77,"g4run","libG4processes.so","0x0000000000f18f23"
35601194,84,272,"g4run","libG4processes.so","G4InuclNuclei::clear"
35600805,559,99,"g4run","libG4particles.so","G4Gamma::GammaDefinition@plt"
35591695,1118,95,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
35581209,3777,364,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
34906784,793,81,"g4run","libG4particles.so","G4DecayTableMessenger::~G4DecayTableMessenger@plt"
34898141,1922,145,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetChipsCrossSection"
34893778,373,194,"g4run","libG4processes.so","0x00000000008aed87"
34890044,2163,36,"g4run","libG4processes.so","G4VEmProcess::~G4VEmProcess"
34889778,96,52,"g4run","libG4geometry.so","G4Navigator::ComputeStepLog"
34888078,3985,164,"g4run","libG4processes.so","G4CascadeData<31, 6, 24, 4, 4, 4, 4, 0, 0>::print"
34205738,1915,302,"g4run","libc.so.6","__memcmp_avx2_movbe"
34204709,1273,130,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::GetCosTheta"
34203001,1711,105,"g4run","libG4processes.so","G4NeutronElectronElXsc::IsElementApplicable"
34199450,1713,34,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
34199116,3237,161,"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection"
33516550,985,47,"g4run","libG4processes.so","G4HadronicParameters::SetMinEnergyTransitionQGS_FTF"
33501017,3357,828,"g4run","libG4particles.so","G4ExcitedMesonConstructor::AddKStar2PiMode@plt"
33497712,8173,520,"g4run","libG4processes.so","non-virtual thunk to G4CascadeNPChannel::~G4CascadeNPChannel()"
33497596,858,175,"g4run","libG4processes.so","G4C15GEMChannel::~G4C15GEMChannel"
32806699,792,62,"g4run","libG4processes.so","G4CascadeCheckBalance::baryonOkay"
32804870,375,2578,"g4run","libG4tracking.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
32803695,1006,135,"g4run","libG4processes.so","G4MoleculeTable::PrepareMolecularConfiguration@plt"
32801744,785,17,"g4run","libG4processes.so","G4StatMFMicroPartition::ChooseZ"
32801035,1387,56,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
32799669,5226,737,"g4run","libc.so.6","__strlen_avx2"
32115248,526,84,"g4run","libG4processes.so","G4VEmProcess::BuildLambdaTable"
32114721,435,16,"g4run","libCLHEP-2.4.5.3.so","HepGeom::operator*"
32112338,736,133,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
32110707,821,70,"g4run","libG4particles.so","G4KaonMinus::Definition"
32108607,249,0,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
32107541,689,389,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
32105428,2799,348,"g4run","libG4processes.so","std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::_M_realloc_insert<G4RadioactiveDecayRatesToDaughter const&>"
32103736,1713,55,"g4run","libG4track.so","G4VelocityTable::GetVelocityTable"
32089804,806,39,"g4run","libG4processes.so","0x000000000037ba40"
31418097,372,34,"g4run","libG4geometry.so","0x00000000001fe69d"
31416322,1612,587,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::operator="
31415356,995,256,"g4run","libG4track.so","G4StepPoint::G4StepPoint"
31413592,1131,121,"g4run","libG4processes.so","G4EmCalculator::GetKinEnergy"
31412294,3094,78,"g4run","libG4processes.so","G4VEmProcess::ProcessDescription"
31411457,878,64,"g4run","libG4geometry.so","G4ConstRK4::~G4ConstRK4@plt"
31407628,9475,5311,"g4run","libG4particles.so","G4ParticlesWorkspace::InitialiseWorkspace"
31402661,1734,122,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
31396755,53,27,"g4run","libG4geometry.so","std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >"
30710795,1628,192,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
30709821,322,583,"g4run","libG4processes.so","std::vector<G4Fragment, std::allocator<G4Fragment> >::_M_realloc_insert<G4Fragment const&>"
30701869,2410,946,"g4run","libG4processes.so","G4CascadeData<31, 3, 12, 33, 59, 30, 20, 0, 0>::print"
30240575,717,75,"g4run","libG4processes.so","G4CascadeData<30, 8, 20, 42, 68, 78, 96, 40, 42>::print"
30132867,111,152,"g4run","libG4processes.so","G4NIELCalculator::ComputeNIEL"
30011529,558,123,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection"
30011329,441,61,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, double>, std::_Select1st<std::pair<int const, double> >, std::less<int>, std::allocator<std::pair<int const, double> > >::_M_get_insert_hint_unique_pos"
30008880,1209,92,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
30005769,622,78,"g4run","libG4geometry.so","0x0000000000270ba9"
30001412,1117,202,"g4run","libG4processes.so","G4StatMFChannel::CreateFragment"
30000052,1106,17,"g4run","libG4processes.so","std::vector<G4PairProductionRelModel::ElementData*, std::allocator<G4PairProductionRelModel::ElementData*> >::~vector"
29445381,2753,0,"g4run","libG4tracking.so","0x000000000002f7ad"
29322227,0,35,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
29318035,5357,54,"g4run","libG4processes.so","G4NucleiModel::generateQuasiDeuteron"
29312629,90,30,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
28628769,596,156,"g4run","libG4tracking.so","G4TrajectoryPoint::G4TrajectoryPoint@plt"
28622888,0,51,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
28622248,1744,32,"g4run","libG4processes.so","G4MultiBodyMomentumDist::GetInstance"
28619390,1860,123,"g4run","libG4processes.so","G4VEmProcess::G4VEmProcess"
28609908,1186,64,"g4run","libG4processes.so","G4PAIxSection::GetEnergyTransfer"
28608648,102,18,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::GetTransportMeanFreePath"
27928931,1060,16,"g4run","libG4particles.so","G4JPsi::Definition"
27922679,4917,276,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4InuclElementaryParticle>::G4ThreadLocalSingleton"
27921561,448,55,"g4run","libG4processes.so","0x00000000006c9047"
27228341,2123,496,"g4run","libG4processes.so","G4NucleiModel::generateModel"
27221965,58,0,"g4run","libG4processes.so","G4RKPropagation::FreeTransport"
27209414,3875,1097,"g4run","libG4processes.so","G4IntraNucleiCascader::generateCascade"
26527637,908,399,"g4run","libG4processes.so","G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator"
26527042,922,126,"g4run","libG4particles.so","G4Alpha::Definition@plt"
26525832,2781,30,"g4run","libG4global.so","G4PhysicsLogVector::G4PhysicsLogVector"
26522590,1488,0,"g4run","libG4processes.so","G4StatMFChannel::FragmentsMomenta"
