cycles,ex_div_busy,ex_div_count,comm,dso,symbol
10468604,205,108,"g4run","libG4geometry.so","G4Paraboloid::G4Paraboloid"
10468272,216,0,"g4run","libG4processes.so","G4CascadParticle::getPathToTheNextZone"
10467642,0,17,"g4run","libG4event.so","0x0000000000069db6"
10467577,46,40,"g4run","libG4processes.so","G4Solver<G4StatMFMacroChemicalPotential>::Brent"
10466898,552,210,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::~G4GoudsmitSaundersonTable@plt"
10466655,110,200,"g4run","libG4processes.so","std::vector<G4RadioactivityTable*, std::allocator<G4RadioactivityTable*> >::_M_realloc_insert<G4RadioactivityTable* const&>"
10466458,291,0,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInNoVoxels"
10466373,4619,932,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
10465061,51,33,"g4run","libG4processes.so","G4PhysicsVector::Value"
9775599,0,0,"g4run","libG4processes.so","G4PolarizedAnnihilationXS::DiceEpsilon@plt"
9774597,311,44,"g4run","libG4processes.so","G4HadronicAbsorptionBertini::ProcessDescription"
9774190,0,0,"g4run","libG4particles.so","G4SigmaPlus::Definition"
9774168,987,70,"g4run","libG4processes.so","G4ProcessAttribute::G4ProcessAttribute@plt"
9774143,127,40,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasComplexFZ"
9773428,762,0,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doChargeExchange"
9772571,0,0,"g4run","libG4geometry.so","G4Paraboloid::operator="
9771627,931,39,"g4run","libG4processes.so","G4InuclNuclei::operator G4Fragment"
9771464,0,32,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
9771331,750,0,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
9771219,0,0,"g4run","libG4processes.so","G4EvaporationInuclCollider::~G4EvaporationInuclCollider"
9770971,369,33,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
9770559,1476,67,"g4run","libG4processes.so","G4NeutronElectronElModel::~G4NeutronElectronElModel@plt"
9769728,8985,1175,"g4run","libG4processes.so","G4FissionProductYieldDist::G4GetFission"
9766877,1021,0,"g4run","libG4processes.so","G4ITStepProcessor::GetAtRestIL@plt"
9179608,422,17,"g4run","libG4processes.so","0x00000000008b6d45"
9078330,0,101,"g4run","libG4processes.so","0x0000000000a0cc6d"
9077712,253,181,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcMeanMultiplicity"
9077410,440,38,"g4run","libG4processes.so","G4O15GEMProbability::G4O15GEMProbability"
9076909,57,18,"g4run","libG4processes.so","G4ASTARStopping::FindData"
9075933,205,123,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseZ"
9075590,12314,121,"g4run","libG4processes.so","0x00000000008b09fc"
9074703,216,45,"g4run","libG4processes.so","0x00000000008b6d0e"
9074312,419,52,"g4run","libG4processes.so","0x0000000000b3f94f"
9074043,1459,3726,"g4run","libG4geometry.so","0x000000000016167d"
9073836,340,0,"g4run","libG4event.so","0x0000000000069d5a"
9073485,543,47,"g4run","libG4geometry.so","G4UniformElectricField::G4UniformElectricField@plt"
9073471,387,0,"g4run","libG4particles.so","G4IonTable::FindIonInMaster"
9073096,0,23,"g4run","libG4processes.so","G4TransitionRadiation::EnergyIntegralDistribution"
9072249,0,0,"g4run","libG4geometry.so","G4Tubs::GetPointOnSurface"
9071209,157,17,"g4run","libG4processes.so","0x00000000008aece6"
9070328,87,90,"g4run","libG4processes.so","0x00000000005f4429"
9069450,290,17,"g4run","libG4processes.so","G4ScreeningMottCrossSection::ComputeAngle"
9068386,141,17,"g4run","libG4processes.so","0x0000000000a0f31c"
9067730,0,23,"g4run","libG4geometry.so","G4CutTubs::DistanceToOut"
9066003,187,0,"g4run","libG4processes.so","G4CascadeSampler<30, 8>::findMultiplicity"
9065948,571,35,"g4run","libG4processes.so","G4VXTRenergyLoss::GetRandomAngle"
8380890,58,91,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetClosestApproach"
8380342,58,25,"g4run","libG4processes.so","G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt"
8379289,684,119,"g4run","libG4processes.so","G4WeightCutOffConfigurator::~G4WeightCutOffConfigurator@plt"
8379272,203,49,"g4run","libG4processes.so","G4ScoreSplittingProcess::PostStepGetPhysicalInteractionLength"
8378834,251,29,"g4run","libG4processes.so","0x00000000008394e6"
8378661,228,0,"g4run","libG4processes.so","G4GoudsmitSaundersonMscModel::SampleMSC"
8378636,292,0,"g4run","libG4particles.so","G4BaryonConstructor::ConstructCharmBaryons"
8378215,86,60,"g4run","libG4processes.so","G4BGGPionElasticXS::BuildPhysicsTable@plt"
8377878,281,16,"g4run","libG4processes.so","GIDI_settings_flux::operator[]@plt"
8376684,124,35,"g4run","libG4processes.so","0x000000000037f8b0"
8376245,323,34,"g4run","libG4processes.so","std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>@plt"
8375819,0,0,"g4run","libG4processes.so","G4EmCorrections::MottCorrection@plt"
8375816,0,16,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve"
8375740,1050,56,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
8375549,46,36,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::getMultiplicity"
8375339,237,0,"g4run","libG4geometry.so","G4NormalNavigation::~G4NormalNavigation"
8375189,538,0,"g4run","libG4geometry.so","G4MagneticField::~G4MagneticField"
8375170,5226,121,"g4run","libG4processes.so","G4CollisionOutput::removeRecoilFragment"
8375166,3729,248,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
8375074,0,0,"g4run","libG4processes.so","G4StatMFMicroPartition::CalcPartitionProbability"
8374060,0,0,"g4run","libG4tracking.so","0x000000000002f826"
8373688,571,0,"g4run","libG4geometry.so","G4Box::SetZHalfLength"
8373526,2568,0,"g4run","libG4processes.so","0x00000000009edb09"
8373519,278,39,"g4run","libG4processes.so","MCGIDI_reaction_parseFromTOM@plt"
8373441,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::QuadraticPolynomialIteration"
8373402,61,19,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::SolveTheEquation"
8372875,89,24,"g4run","libG4processes.so","G4StatMFMacroMultiplicity::CalcChemicalPotentialMu"
8372342,0,0,"g4run","libG4processes.so","0x000000000083d84a"
8370374,58,97,"g4run","libG4global.so","G4JTPolynomialSolver::Quadratic"
7682545,0,155,"g4run","libG4tracking.so","0x000000000002f9a9"
7682498,0,0,"g4run","libG4processes.so","G4He3GEMProbability::~G4He3GEMProbability@plt"
7681556,376,48,"g4run","libG4particles.so","0x000000000006f808"
7680196,77,0,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorNucleonInelastic"
7679795,0,0,"g4run","libG4processes.so","0x00000000008aed83"
7679565,241,0,"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord"
7679529,501,33,"g4run","libG4geometry.so","G4CSGSolid::StreamInfo"
7679383,0,0,"g4run","libG4processes.so","0x0000000000f183b4"
7679317,502,0,"g4run","libG4processes.so","G4HadronicParameters::G4HadronicParameters"
7679258,141,17,"g4run","libG4processes.so","G4EquilibriumEvaporator::G4EquilibriumEvaporator"
7679134,100,25,"g4run","libG4event.so","0x000000000006a495"
7678811,400,0,"g4run","libG4processes.so","G4StatMFChannel::GetFragments"
7678781,196,0,"g4run","libG4processes.so","G4LossTableBuilder::BuildRangeTable"
7678256,121,67,"g4run","libG4processes.so","0x000000000083a0e8"
7678167,115,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiMinusPChannelData, G4KaonHypSampler>::getMultiplicity"
7678043,781,269,"g4run","libG4processes.so","0x000000000037b9a0"
7677643,218,16,"g4run","libG4processes.so","G4ScoreSplittingProcess::AtRestGetPhysicalInteractionLength"
7677497,0,59,"g4run","libG4geometry.so","G4Trap::MakePlanes"
7677318,242,0,"g4run","libG4tracking.so","0x000000000002f9ae"
7676347,180,0,"g4run","libG4processes.so","G4ForwardXrayTR::EnergyInterval@plt"
7675873,252,22,"g4run","libG4processes.so","0x00000000008e2ff6"
7674551,0,0,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
7673745,0,0,"g4run","libG4geometry.so","0x0000000000212366"
7673157,0,20,"g4run","libG4processes.so","0x0000000000f2e13e"
7672023,167,0,"g4run","libG4processes.so","G4MuonMinusBoundDecay::ApplyYourself"
7670923,0,16,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::CalculateCrossSection"
6983970,48,0,"g4run","libG4processes.so","G4VTransitionRadiation::Clear"
6983519,61,0,"g4run","libG4processes.so","G4Clebsch::WignerLittleD"
6983477,96,0,"g4run","libG4processes.so","0x00000000008b925a"
6982766,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
6982271,412,0,"g4run","libG4processes.so","G4FTFParamCollBaryonProj::G4FTFParamCollBaryonProj"
6982101,50,0,"g4run","libG4particles.so","std::_Rb_tree_decrement@plt"
6981936,0,0,"g4run","libG4processes.so","G4Bessel::K1"
6981610,171,22,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeOmegaMinusNChannelData, G4KaonHypSampler>::getMultiplicity"
6981267,305,36,"g4run","libG4particles.so","std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4String>::G4ThreadLocalSingleton()::{lambda()#1}>@plt"
6980993,3384,362,"g4run","libG4processes.so","G4CascadeData<30, 6, 6, 4, 5, 6, 7, 7, 7>::initialize"
6980886,0,36,"g4run","libG4processes.so","0x0000000000b3f93e"
6980617,0,36,"g4run","libG4processes.so","G4XAqmElastic::CrossSection@plt"
6980476,0,0,"g4run","libG4processes.so","G4CrossSectionDataSetRegistry::G4CrossSectionDataSetRegistry"
6979971,132,42,"g4run","libG4processes.so","G4ScreeningMottCrossSection::RatioMottRutherfordCosT"
6979898,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
6979235,210,0,"g4run","libG4processes.so","G4EmBiasingManager::ApplyDirectionalSplitting@plt"
6978943,1061,0,"g4run","libG4particles.so","G4ParticleDefinition::GetSubInstanceManager"
6978932,328,0,"g4run","libG4track.so","0x00000000000116cf"
6978901,533,0,"g4run","libG4processes.so","0x0000000000b3f90a"
6978828,29584,43,"g4run","libG4processes.so","G4BinaryCascade::CheckChargeAndBaryonNumber"
6978444,42,73,"g4run","libG4geometry.so","G4MultiUnion::DistanceToInCandidates"
6978421,51,70,"g4run","libG4processes.so","0x00000000008b6d49"
6977712,1092,0,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
6977639,0,21,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::ThresholdEnergy"
6977600,0,459,"g4run","libG4particles.so","0x00000000000737eb"
6975390,266,0,"g4run","libG4geometry.so","G4GeomTestVolume::TestRecursiveOverlap@plt"
6974681,0,0,"g4run","libG4geometry.so","G4ReflectedSolid::~G4ReflectedSolid"
6974306,236,40,"g4run","libG4tracking.so","std::_Rb_tree<G4String, std::pair<G4String const, G4AttDef>, std::_Select1st<std::pair<G4String const, G4AttDef> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4AttDef> > >::find@plt"
6974097,129,169,"g4run","libG4processes.so","G4InuclParamAngDst::GetCosTheta"
6973863,701,90,"g4run","libG4processes.so","G4FTFModel::Init"
6969685,192,0,"g4run","libG4processes.so","G4ChipsPionPlusElasticXS::GetTabValues"
6285771,212,0,"g4run","libG4processes.so","G4RKFieldIntegrator::~G4RKFieldIntegrator"
6283982,0,0,"g4run","libG4processes.so","0x00000000008394eb"
6283843,482,18,"g4run","libG4processes.so","G4AntiProton::AntiProtonDefinition@plt"
6283506,322,28,"g4run","libG4particles.so","G4AntiProton::AntiProtonDefinition@plt"
6283498,0,36,"g4run","libG4processes.so","G4PAIySection::NormShift"
6283434,755,0,"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1@plt"
6283242,317,0,"g4run","libG4geometry.so","0x000000000018166d"
6283185,0,40,"g4run","libG4geometry.so","G4Box::DistanceToIn"
6283075,0,0,"g4run","libG4track.so","0x00000000000101fa"
6283022,1222,0,"g4run","libG4particles.so","G4BaryonConstructor::ConstructStrangeBaryons"
6282834,1781,17,"g4run","libG4processes.so","__cxa_begin_catch@plt"
6282834,76,16,"g4run","libG4geometry.so","sincos@plt"
6282754,2036,0,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt"
6282497,0,0,"g4run","libG4particles.so","0x00000000000631a8"
6282411,48,0,"g4run","libG4processes.so","__1DSortOut::Sort@plt"
6282403,740,21,"g4run","libG4processes.so","G4GIDI_target::getOthersFinalState@plt"
6282290,757,0,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::AmplitudeGla"
6282144,53,0,"g4run","libG4processes.so","0x000000000037f1d0"
6281511,53,0,"g4run","libG4processes.so","G4EmParameters::SetLPM@plt"
6281218,0,0,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom"
6281166,0,0,"g4run","libG4tracking.so","0x000000000002f7a4"
6281040,0,0,"g4run","libG4particles.so","0x00000000000631a1"
6280900,394,32,"g4run","libG4processes.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>"
6280003,51,76,"g4run","libG4processes.so","G4GammaNuclearXS::IsoCrossSection"
6279985,0,0,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2ExpHof"
6279711,416,0,"g4run","libG4particles.so","G4XibZero::Definition"
6278886,0,0,"g4run","libG4global.so","0x00000000000564c8"
6278721,0,0,"g4run","libG4particles.so","G4GenericIon::Definition"
6278670,0,0,"g4run","libG4processes.so","G4EvaporationInuclCollider::deExcite"
6278160,47,0,"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta"
6277764,10957,0,"g4run","libG4particles.so","G4AntiTriton::Definition"
6275819,162,46,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
6273131,10967,908,"g4run","libG4processes.so","G4CollisionOutput::printCollisionOutput"
6272518,0,0,"g4run","libG4geometry.so","G4VPhysicalVolume::GetRotation@plt"
5586645,0,246,"g4run","libG4processes.so","0x000000000083e8db"
5586616,63,18,"g4run","libG4event.so","0x0000000000069d44"
5586505,120,185,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::G4CrossSectionFactoryRegistry"
5586468,123,0,"g4run","libG4processes.so","0x0000000000f67e5a"
5586451,128,23,"g4run","libG4processes.so","0x0000000000a18d7b"
5586148,0,0,"g4run","libG4processes.so","G4NeutronCaptureXS::Initialise"
5585954,1520,0,"g4run","libG4processes.so","0x000000000037bee0"
5585936,1986,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::getMultiplicity"
5585805,0,0,"g4run","libG4processes.so","0x00000000009319dc"
5585460,0,0,"g4run","libG4geometry.so","G4VIntersectionLocator::ReportProgress"
5585341,0,33,"g4run","libG4geometry.so","0x0000000000103d6a"
5585247,0,0,"g4run","libG4processes.so","G4VXTRenergyLoss::GetGasLinearPhotoAbs"
5585181,0,0,"g4run","libG4geometry.so","G4Trd::ApproxSurfaceNormal"
5585022,46980,3570,"g4run","libG4processes.so","std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase"
5584917,56,0,"g4run","libG4geometry.so","0x00000000001fea0e"
5584367,0,0,"g4run","libG4processes.so","G4HadPhaseSpaceKopylov::GenerateMultiBody"
5584243,78,214,"g4run","libG4processes.so","0x000000000083fefe"
5584020,49,0,"g4run","libG4geometry.so","G4GeometryMessenger::Init@plt"
5583830,58,60,"g4run","libG4particles.so","G4Alpha::Definition"
5583603,0,0,"g4run","libG4tracking.so","G4PropagatorInField::SetTrajectoryFilter@plt"
5583401,0,0,"g4run","libG4processes.so","0x0000000000a59b4d"
5583365,0,73,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillDirThreeBody"
5583336,0,0,"g4run","libG4processes.so","G4LorentzConvertor::backToTheLab"
5583191,47,0,"g4run","libG4processes.so","G4CacheReference<CLHEP::HepLorentzVector*>::Destroy"
5583053,1166,76,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::set"
5582776,0,69,"g4run","libG4processes.so","G4CacheReference<CLHEP::Hep3Vector*>::Destroy"
5582660,469,0,"g4run","libG4processes.so","G4StatMFMacroCanonical::ChooseAandZ"
5582500,276,17,"g4run","libstdc++.so.6.0.30","operator delete@plt"
5581942,291,0,"g4run","libG4processes.so","G4INCL::AllocationPool<G4INCL::NNToMissingStrangenessChannel>::getObject@plt"
5581883,0,0,"g4run","libG4processes.so","G4CollisionOutput::removeOutgoingParticle@plt"
5581270,1353,41,"g4run","libG4processes.so","0x00000000008b6cc6"
5581130,130,59,"g4run","libG4particles.so","0x000000000006c82a"
5581088,1788,33,"g4run","libG4processes.so","G4VCrossSectionRatio::G4VCrossSectionRatio"
5580541,0,16,"g4run","libG4processes.so","G4NucleiModel::initializeCascad"
5580481,49,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeXiZeroNChannelData, G4KaonHypSampler>::getMultiplicity"
5580276,0,0,"g4run","libG4processes.so","0x00000000008019bd"
5579194,0,0,"g4run","libG4global.so","G4JTPolynomialSolver::ComputeScalarFactors"
5578510,275,0,"g4run","libG4processes.so","G4CascadeParameters::G4CascadeParameters"
5578495,0,0,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEnergy"
5473323,0,0,"g4run","libc.so.6","@plt"
4889117,0,0,"g4run","libG4processes.so","0x0000000000a48fcd"
4888690,47,0,"g4run","libG4event.so","0x0000000000069d46"
4888540,434,0,"g4run","libG4processes.so","G4VDNAModel::~G4VDNAModel@plt"
4888474,56,37,"g4run","libG4processes.so","0x00000000008c521d"
4888376,0,0,"g4run","libG4tracking.so","0x000000000002f7ed"
4888373,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4888110,0,0,"g4run","libG4geometry.so","G4Torus::DistanceToOut"
4888102,45,0,"g4run","libG4particles.so","G4AntiLambdacPlus::Definition"
4887935,0,0,"g4run","libG4geometry.so","0x000000000018726e"
4887893,0,0,"g4run","libG4processes.so","0x000000000037e030"
4887851,1206,244,"g4run","libG4particles.so","0x000000000008127d"
4887847,289,61,"g4run","libG4geometry.so","G4Box::DistanceToOut"
4887715,329,0,"g4run","libG4processes.so","0x000000000037e660"
4887714,10890,848,"g4run","libG4processes.so","G4CollisionOutput::selectPairToTune"
4887594,370,0,"g4run","libG4particles.so","G4Neutron::Definition"
4887457,123,0,"g4run","libG4tracking.so","G4SteppingVerbose::VerboseParticleChange"
4887442,0,34,"g4run","libG4particles.so","G4XiMinus::Definition"
4887395,300,16,"g4run","libG4particles.so","G4PionRadiativeDecayChannel::DecayIt"
4887221,73,23,"g4run","libG4processes.so","0x000000000037e250"
4887165,1234,0,"g4run","libG4geometry.so","0x0000000000161e6e"
4887033,43,0,"g4run","libG4processes.so","G4VEnergyLossProcess::RetrievePhysicsTable"
4886991,0,0,"g4run","libG4event.so","0x0000000000068ea2"
4886874,0,0,"g4run","libG4processes.so","G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection"
4886656,0,0,"g4run","libG4processes.so","G4NucleiModel::generateNucleon"
4886523,0,0,"g4run","libG4processes.so","0x0000000000f18edc"
4886516,0,0,"g4run","libG4processes.so","G4PAIxSection::GetStepCerenkovLoss"
4886402,0,39,"g4run","libG4processes.so","G4ScoreSplittingProcess::CopyStepStart"
4886305,0,0,"g4run","libG4geometry.so","G4CutTubs::GetCutZ"
4886281,0,0,"g4run","libG4processes.so","G4PAIxSection::GetCerenkovEnergyTransfer"
4886093,367,0,"g4run","libG4tracking.so","0x000000000002f7a8"
4885975,0,0,"g4run","libG4geometry.so","0x0000000000182269"
4885964,203,0,"g4run","libG4processes.so","G4AtimaEnergyLossModel::sezi_dedx_e"
4885962,1021,0,"g4run","libG4particles.so","0x000000000006f81f"
4885719,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4885484,457,0,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy"
4885238,1056,264,"g4run","libG4global.so","0x00000000000564ce"
4884768,0,0,"g4run","libG4processes.so","std::_Function_handler<void (), G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton()::{lambda()#1}>::_M_manager"
4884470,58,0,"g4run","libG4processes.so","G4INCL::CascadeAction::beforeAvatarAction@plt"
4884431,0,0,"g4run","libG4particles.so","G4SigmabZero::Definition"
4884195,0,0,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4884162,0,17,"g4run","libG4geometry.so","0x00000000001870c8"
4883775,0,0,"g4run","libG4processes.so","G4EmBiasingManager::ApplySecondaryBiasing@plt"
4883399,0,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity"
4882935,0,72,"g4run","libG4processes.so","0x000000000037f590"
4882730,54,0,"g4run","libG4processes.so","G4CascadeInterpolator<30>::printBins@plt"
4882545,0,16,"g4run","libG4processes.so","G4PAIySection::SumOverInterCerenkov"
4881481,114,0,"g4run","libG4tracking.so","G4Region::GetRegionalSteppingAction@plt"
4879905,0,0,"g4run","libm.so.6","hypot@@GLIBC_2.35"
4190881,186,0,"g4run","libG4processes.so","MCGIDI_sampling_pdfsOfXGivenW_initialize@plt"
4190525,205,0,"g4run","libG4particles.so","0x00000000000631ad"
4190258,71,0,"g4run","libG4event.so","0x0000000000069d83"
4190143,0,0,"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0"
4190055,0,0,"g4run","libG4processes.so","G4Reggeons::ncPomerons"
4190018,0,24,"g4run","libG4geometry.so","G4Voxelizer::BuildEmpty@plt"
4189883,0,17,"g4run","libG4processes.so","0x00000000009d26c8"
4189783,50,35,"g4run","libG4processes.so","G4OpticalParameters::GetMieVerboseLevel"
4189752,0,0,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
4189680,1742,183,"g4run","libG4particles.so","0x000000000006f806"
4189188,0,33,"g4run","libG4processes.so","0x00000000009f25ba"
4189183,243,0,"g4run","libG4processes.so","G4CollisionNNToNNstar::G4CollisionNNToNNstar"
4189105,59,0,"g4run","libG4particles.so","G4AntiDoubleHyperH4::Definition"
4189086,0,0,"g4run","libG4geometry.so","G4CutTubs::DistanceToIn"
4189045,0,0,"g4run","libG4processes.so","G4VStateDependent::G4VStateDependent@plt"
4188938,0,0,"g4run","libG4particles.so","G4SigmaMinus::Definition"
4188930,0,0,"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<15, 19>::~G4NumIntTwoBodyAngDst"
4188838,0,45,"g4run","libG4processes.so","0x0000000000f69b69"
4188573,471,67,"g4run","libG4particles.so","G4Proton::Definition"
4188551,0,0,"g4run","libG4processes.so","G4ParamExpTwoBodyAngDst<10>::GetCosTheta"
4188470,1019,0,"g4run","libG4geometry.so","G4Box::CalculateExtent"
4188424,0,0,"g4run","libm.so.6","@plt"
4188354,0,0,"g4run","libG4event.so","0x0000000000068e3c"
4188161,97,0,"g4run","libG4processes.so","G4LorentzConvertor::setTarget"
4188126,68,0,"g4run","libG4processes.so","0x000000000082eb14"
4187951,383,0,"g4run","libG4tracking.so","G4UserLimits::GetUserMinEkine"
4187907,0,0,"g4run","libG4geometry.so","0x00000000002122aa"
4187811,0,28,"g4run","libG4processes.so","0x000000000092d202"
4187704,300,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::printTable"
4187565,0,24,"g4run","libG4geometry.so","G4ParameterisationTrdY::G4ParameterisationTrdY@plt"
4187337,0,0,"g4run","libG4processes.so","G4INCL::Random::shoot@plt"
4187282,51,31,"g4run","libG4processes.so","0x0000000000b3f9af"
4187253,0,0,"g4run","libG4tracking.so","0x000000000002f7a6"
4187204,672,36,"g4run","libG4processes.so","G4DNAMesh::GetBoundingBox@plt"
4187127,215,0,"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep@plt"
4186888,48,59,"g4run","libG4event.so","0x0000000000069d41"
4186661,0,59,"g4run","libG4processes.so","G4NuclearPolarizationStore::Register"
4186545,357,0,"g4run","libG4processes.so","G4PhysicsVector::Value"
4186422,78,0,"g4run","libG4event.so","0x0000000000068eab"
4186363,0,0,"g4run","libG4processes.so","0x0000000000f69b8f"
4186333,50,0,"g4run","libG4tracking.so","0x000000000002ef97"
4185926,0,0,"g4run","libG4processes.so","std::deque<G4StatMFFragment*, std::allocator<G4StatMFFragment*> >::_M_reallocate_map"
4185862,71,16,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
4185785,0,0,"g4run","libG4processes.so","G4BinaryCascade::UpdateTracksAndCollisions"
4185763,46,0,"g4run","libstdc++.so.6.0.30","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append"
4185630,0,0,"g4run","libG4processes.so","G4GamP2NPipAngDst::G4GamP2NPipAngDst"
4185434,52,0,"g4run","libG4processes.so","G4RToEConvForPositron::~G4RToEConvForPositron"
4185123,84,0,"g4run","libG4geometry.so","0x00000000000f728d"
4185015,445,40,"g4run","libG4processes.so","G4InuclParticleNames::nameShort"
4184618,44,20,"g4run","libG4processes.so","G4VBiasingOperator::ReportOperationApplied@plt"
4184175,0,44,"g4run","libG4processes.so","G4C16GEMProbability::~G4C16GEMProbability@plt"
4183698,0,0,"g4run","libG4processes.so","0x000000000083bdeb"
4182954,3347,0,"g4run","libG4processes.so","std::_Rb_tree<int, std::pair<int const, G4ParticleDefinition*>, std::_Select1st<std::pair<int const, G4ParticleDefinition*> >, std::less<int>, std::allocator<std::pair<int const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
4179801,0,32,"g4run","libG4geometry.so","G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt"
3492407,80,0,"g4run","libG4geometry.so","0x00000000001943dd"
3492272,14840,3821,"g4run","libG4processes.so","G4BinaryCascade::Capture"
3492240,0,0,"g4run","libG4processes.so","G4PhotoElectricEffect::ProcessDescription"
3492206,0,0,"g4run","libG4processes.so","G4Abla::DeexcitationAblaxx"
3492010,608,0,"g4run","libG4geometry.so","0x0000000000162689"
3491976,0,0,"g4run","libG4processes.so","std::vector<G4String, std::allocator<G4String> >::emplace_back<char const*&>"
3491794,166,0,"g4run","libG4processes.so","G4ProcessTableMessenger::~G4ProcessTableMessenger@plt"
3491773,0,0,"g4run","libG4processes.so","G4TwoBodyAngularDist::GetInstance@plt"
3491760,0,16,"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength"
