cycles_ukP,comm,dso,symbol
189927028,"g4run","libG4processes.so","G4NucleiModel::boundaryTransition"
188524245,"g4run","libG4processes.so","G4ChipsKaonPlusElasticXS::~G4ChipsKaonPlusElasticXS"
185043984,"g4run","libG4processes.so","G4LightTargetCollider::SingleNucleonScattering"
185033954,"g4run","libG4processes.so","G4LossTableBuilder::BuildDEDXTable"
183669035,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
182610211,"g4run","libG4tracking.so","std::vector<G4String, std::allocator<G4String> >::_M_realloc_insert<char const*&>"
182244440,"g4run","libG4geometry.so","G4Tubs::ApproxSurfaceNormal"
180856372,"g4run","libG4processes.so","G4LorentzConvertor::reflectionNeeded"
180849803,"g4run","libG4processes.so","G4SBBremTable::ClearSamplingTables"
180151221,"g4run","libG4processes.so","G4SeltzerBergerModel::ReadData"
178799359,"g4run","libG4geometry.so","G4FSALBogackiShampine45::Stepper"
178762164,"g4run","libG4processes.so","0x00000000008b0739"
178379086,"g4run","libG4processes.so","G4RKPropagation::GetSphereIntersectionTimes"
177359945,"g4run","libG4particles.so","G4DynamicParticle::SetDefinition"
175959044,"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack"
175272868,"g4run","libG4processes.so","G4InuclNuclei::makeNuclearFragment"
172478057,"g4run","libG4processes.so","G4ProductionCutsTable::CheckMaterialCutsCoupleInfo"
170385170,"g4run","libG4geometry.so","G4PolyconeSide::G4PolyconeSide"
170022914,"g4run","libG4processes.so","G4RKPropagation::delete_FieldsAndMap"
169812540,"g4run","libc.so.6","__memmove_avx_unaligned"
169691767,"g4run","libG4tracking.so","G4UserLimits::SetMaxAllowedStep"
168285935,"g4run","libG4processes.so","0x000000000093f725"
167585449,"g4run","libG4particles.so","G4DynamicParticle::SetMomentum"
166198511,"g4run","libG4track.so","G4ParticleChangeForMSC::CheckIt"
166187725,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::printTable"
165494535,"g4run","libG4geometry.so","G4Tet::Initialize@plt"
165488045,"g4run","libG4processes.so","G4LossTableManager::Register"
163403417,"g4run","libG4particles.so","G4ChargedGeantino::Definition"
163397446,"g4run","libG4geometry.so","G4PolyPhiFace::Between"
162691424,"g4run","libG4geometry.so","G4ReflectionFactory::ReflectPVReplica"
160192629,"g4run","libG4geometry.so","G4BooleanSolid::StackPolyhedron"
159973373,"g4run","libG4geometry.so","G4Paraboloid::Clone"
159941379,"g4run","libG4processes.so","G4PhotoElectricEffect::InitialiseProcess"
158002732,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
157842213,"g4run","libc.so.6","malloc"
157806573,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticIsotopeCrossSection"
154326081,"g4run","libG4processes.so","G4NuclNucl3BodyAngDst::G4NuclNucl3BodyAngDst"
153614887,"g4run","libc.so.6","getenv"
152916892,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
152907750,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::rotateZ"
152227291,"g4run","libG4processes.so","G4RKPropagation::~G4RKPropagation"
151532375,"g4run","libG4processes.so","G4CascadeParamMessenger::SetNewValue"
150861504,"g4run","libG4processes.so","std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_hint_unique_pos"
150834822,"g4run","libG4processes.so","G4SBBremTable::LoadSamplingTables"
150828830,"g4run","libCLHEP-2.4.5.3.so","CLHEP::HepLorentzRotation::rotateY"
150821874,"g4run","libG4geometry.so","G4Cons::DistanceToIn"
149429600,"g4run","libG4processes.so","G4CascadeRecoilMaker::~G4CascadeRecoilMaker"
148735892,"g4run","libG4processes.so","G4HETCFragment::G4HETCFragment@plt"
148726793,"g4run","libG4processes.so","G4LorentzConvertor::G4LorentzConvertor"
148035027,"g4run","libm.so.6","__sin_fma"
148031848,"g4run","libG4processes.so","G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay"
145236840,"g4run","libG4geometry.so","G4LogicalSurface::~G4LogicalSurface"
143136698,"g4run","g4run","ffunkti"
142445819,"g4run","libG4processes.so","G4HadronXSDataTable::Initialise"
142443260,"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom"
142442464,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetPTables"
141742808,"g4run","libG4track.so","G4ParticleChangeForMSC::Initialize"
141055986,"g4run","libG4processes.so","G4LossTableManager::PreparePhysicsTable"
141055429,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance"
140367261,"g4run","libG4processes.so","G4NeutronElasticXS::Initialise"
139654855,"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4MagIntegratorStepper> >::FindNextChord"
137556373,"g4run","libG4processes.so","G4ChipsPionPlusInelasticXS::GetChipsCrossSection"
136861328,"g4run","libG4event.so","0x0000000000068e2c"
136851761,"g4run","libG4global.so","G4Pow::G4Pow"
136222929,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
136162264,"g4run","libG4track.so","G4Step::G4Step"
132671022,"g4run","libG4processes.so","G4ParticleHPNHe3InelasticFS::G4ParticleHPNHe3InelasticFS@plt"
131740902,"g4run","libG4processes.so","G4PAIySection::InitPAI"
131291849,"g4run","libG4geometry.so","G4Trap::MakePlane"
131273795,"g4run","libG4track.so","G4ParticleChangeForLoss::operator="
130578541,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::printTable"
129189763,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
129182523,"g4run","libG4processes.so","G4eBremParametrizedModel::SampleSecondaries"
128967195,"g4run","libG4processes.so","G4SBBremTable::LinSearch"
127796727,"g4run","libG4processes.so","G4PAIySection::IntegralPlasmon"
126385110,"g4run","libm.so.6","__acos"
124995238,"g4run","libG4geometry.so","G4LogicalSurface::~G4LogicalSurface"
124293396,"g4run","libG4geometry.so","G4ElectroMagneticField::operator=@plt"
124287476,"g4run","libG4processes.so","G4CascadeParamMessenger::G4CascadeParamMessenger"
123593223,"g4run","libG4processes.so","G4CascadeCheckBalance::momentumOkay"
123010093,"g4run","libG4processes.so","G4PAIySection::SumOverBordPlasmon"
122902299,"g4run","libG4processes.so","G4PAIxSection::Initialize"
122898614,"g4run","libG4geometry.so","G4UnionSolid::DistanceToOut"
122200298,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal@plt"
121511824,"g4run","libG4processes.so","G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::print"
120799620,"g4run","libm.so.6","__strtod_nan@plt"
120795031,"g4run","libG4particles.so","G4IonTable::FindIon"
120101835,"g4run","libG4geometry.so","0x00000000001f850a"
119413235,"g4run","libG4event.so","0x0000000000068d20"
119408013,"g4run","libG4processes.so","G4CascadeDeexciteBase::getTargetData"
117317793,"g4run","libG4particles.so","G4PionMinus::Definition"
116611772,"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::PrintGeneratorInformation"
115217198,"g4run","libG4processes.so","G4ThreadLocalSingleton<G4CascadeParameters>::G4ThreadLocalSingleton"
113122786,"g4run","libG4processes.so","G4NuclearFermiDensity::GetDeriv"
112671090,"g4run","libm.so.6","exp@@GLIBC_2.29"
112423404,"g4run","libG4tracking.so","G4Allocator<G4TouchableHistory>::~G4Allocator"
112416787,"g4run","libG4processes.so","G4EmCalculator::FindEnergyLossProcess"
111076417,"g4run","libG4processes.so","G4EmParametersMessenger::SetNewValue"
111033646,"g4run","libG4processes.so","G4VTransitionRadiation::PostStepDoIt"
111026739,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeDXSectionPerAtom"
110321601,"g4run","libG4track.so","G4Track::SetAuxiliaryTrackInformation"
109847528,"g4run","libG4processes.so","G4LossTableBuilder::GetBaseMaterialFlag"
109632407,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
109624709,"g4run","libG4geometry.so","G4NormalNavigation::ComputeSafety"
108930708,"g4run","libG4processes.so","G4PairProductionRelModel::Initialise"
108246250,"g4run","libG4particles.so","G4IonTable::GetIon"
108228028,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection"
107542743,"g4run","libG4processes.so","G4NuclNuclDiffuseElastic::Initialise"
106145498,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::setSpherical"
106141029,"g4run","libG4processes.so","G4PionMinusField::~G4PionMinusField@plt"
106140792,"g4run","libG4processes.so","std::_Rb_tree<G4String, std::pair<G4String const, bool>, std::_Select1st<std::pair<G4String const, bool> >, std::less<G4String>, std::allocator<std::pair<G4String const, bool> > >::_M_erase"
106140134,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable"
105441485,"g4run","libG4geometry.so","G4PolyPhiFace::IntersectProp@plt"
104742596,"g4run","libG4event.so","0x0000000000068d28"
104331353,"g4run","libG4processes.so","G4LinLogLogInterpolation::Calculate"
104042045,"g4run","libG4geometry.so","0x0000000000103d38"
103347038,"g4run","libG4global.so","G4Physics2DVector::CopyData"
102197844,"g4run","libG4particles.so","G4IonTable::GetNucleusByEncoding"
100563517,"g4run","libG4particles.so","G4KaonPlus::Definition"
100553379,"g4run","libG4particles.so","0x000000000008131f"
99852667,"g4run","libG4processes.so","G4InuclNuclei::makeG4Fragment"
99154902,"g4run","libG4processes.so","G4Clebsch::Wigner6J"
98715234,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSectionSum"
98465262,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
98457580,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
97902626,"g4run","libG4processes.so","G4SBBremTable::ReadCompressedFile"
97763196,"g4run","libG4geometry.so","G4MagneticField::operator="
97533131,"g4run","libG4processes.so","G4PAIySection::RePartDielectricConst"
97139211,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::SampleSecondaries"
96360820,"g4run","libc.so.6","__memmove_avx_unaligned_erms"
96356264,"g4run","libG4event.so","std::vector<G4SingleParticleSource::part_prop_t*, std::allocator<G4SingleParticleSource::part_prop_t*> >::_M_fill_insert"
95668843,"g4run","libG4geometry.so","0x00000000001fea09"
95665198,"g4run","libG4processes.so","G4IntraNucleiCascader::G4IntraNucleiCascader"
95663426,"g4run","libG4processes.so","G4Fancy3DNucleus::ChoosePositions"
94409973,"g4run","libG4processes.so","G4NIELCalculator::G4NIELCalculator"
93604736,"g4run","libG4geometry.so","G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck"
93573175,"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi@plt"
93564894,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
92864578,"g4run","libc.so.6","cfree@GLIBC_2.2.5"
92176855,"g4run","libG4processes.so","G4ScoreSplittingProcess::StartTracking"
92171678,"g4run","libG4processes.so","G4CascadeData<30, 1, 9, 22, 38, 53, 69, 78, 86>::print"
92171574,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::ElectronicBindingEnergy"
92167442,"g4run","libG4processes.so","G4VCrossSectionDataSet::GetIsoCrossSection"
91465175,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetTotalElementCrossSection"
90777048,"g4run","libG4geometry.so","G4ChordFinder::ApproxCurvePointS"
90774291,"g4run","libG4processes.so","G4InuclCollider::~G4InuclCollider"
90085466,"g4run","libG4particles.so","G4PionPlus::Definition"
89383405,"g4run","libG4geometry.so","G4PropagatorInField::ClearPropagatorState"
89375715,"g4run","libCLHEP-2.4.5.3.so","CLHEP::Hep3Vector::operator*="
87983417,"g4run","libG4geometry.so","G4FieldTrack::LoadFromArray"
87982542,"g4run","libG4geometry.so","0x0000000000103cef"
87982141,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeXSectionPerAtom"
87981959,"g4run","libG4track.so","G4ParticleChangeForLoss::G4ParticleChangeForLoss"
87978988,"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda"
87281548,"g4run","libG4particles.so","std::_Rb_tree<G4String, std::pair<G4String const, G4ParticleDefinition*>, std::_Select1st<std::pair<G4String const, G4ParticleDefinition*> >, std::less<G4String>, std::allocator<std::pair<G4String const, G4ParticleDefinition*> > >::_M_get_insert_unique_pos"
86585329,"g4run","libG4global.so","G4Physics2DVector::PutVectors"
86584965,"g4run","libG4processes.so","G4MultiBodyMomentumDist::passVerbose"
86582924,"g4run","libG4processes.so","G4HadronicParameters::SetXSFactorHadronInelastic"
85883927,"g4run","libG4geometry.so","G4TouchableHistory::operator delete"
84495413,"g4run","libG4geometry.so","G4DisplacedSolid::SetObjectRotation"
84493722,"g4run","libc.so.6","__strncmp_avx2"
83793051,"g4run","libG4particles.so","G4ParticleDefinition::operator!="
83789623,"g4run","libG4processes.so","__tcf_1"
82396171,"g4run","libG4processes.so","G4NeutronElasticXS::BuildPhysicsTable"
82395054,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetSlope"
82390508,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::FillUsingKopylov"
81884770,"g4run","libG4track.so","G4VParticleChange::~G4VParticleChange"
81700361,"g4run","libG4processes.so","G4ParticleInelasticXS::Initialise"
81693355,"g4run","libG4processes.so","G4ScoreSplittingProcess::AlongStepGetPhysicalInteractionLength"
81003605,"g4run","libc.so.6","_int_free"
80995931,"g4run","libG4processes.so","G4OpticalParametersMessenger::~G4OpticalParametersMessenger"
80995208,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2Gauss"
79604162,"g4run","libG4geometry.so","G4LogicalCrystalVolume::G4LogicalCrystalVolume"
78912781,"g4run","libG4particles.so","G4MesonConstructor::ConstructLightMesons"
78904586,"g4run","libG4geometry.so","G4Trap::G4Trap"
77505782,"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection"
76811767,"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide"
76801133,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
76107065,"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadronNucleusQ2_2"
76099456,"g4run","libG4particles.so","G4DynamicParticle::operator="
75417435,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
75413176,"g4run","libG4geometry.so","G4FieldTrack::SetChargeAndMoments"
75408057,"g4run","libG4processes.so","G4RToEConvForGamma::ComputeValue"
75397918,"g4run","libG4geometry.so","G4Trap::operator="
74715588,"g4run","libG4geometry.so","G4Tubs::G4Tubs"
74017372,"g4run","libG4processes.so","G4PhysicsTableHelper::PreparePhysicsTable@plt"
74016995,"g4run","libG4processes.so","G4LossTableManager::Register"
73327653,"g4run","libG4processes.so","G4ScreeningMottCrossSection::G4ScreeningMottCrossSection"
73321812,"g4run","libG4geometry.so","0x00000000001fe69d"
73315762,"g4run","libG4processes.so","G4NucleiModel::reset"
72619047,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getMultiplicity"
72618979,"g4run","libG4processes.so","G4WatcherGun::setWatchers"
71921749,"g4run","libG4particles.so","G4Electron::Definition"
71222129,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
71124538,"g4run","libG4processes.so","std::vector<G4SBBremTable::STable*, std::allocator<G4SBBremTable::STable*> >::_M_fill_insert@plt"
70536647,"g4run","libG4processes.so","G4ExcitationHandler::SetParameters"
70525654,"g4run","libG4processes.so","G4NucleiModel::zoneIntegralGaussian"
70523135,"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber"
69826515,"g4run","libG4processes.so","G4LivermoreComptonModel::SampleSecondaries"
69135869,"g4run","libG4processes.so","G4F19GEMProbability::G4F19GEMProbability"
68436626,"g4run","libG4processes.so","G4OpticalParameters::GetWLSTimeProfile"
68428989,"g4run","libG4geometry.so","G4LogicalSkinSurface::CleanSurfaceTable"
67734928,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
67734252,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
67035720,"g4run","libG4processes.so","G4PhotoElectricEffect::G4PhotoElectricEffect"
67028856,"g4run","libG4processes.so","G4NucleiModel::passFermi"
66337627,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
65640666,"g4run","libG4geometry.so","G4SubtractionSolid::GetCubicVolume"
65640650,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::printTable"
64941834,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
64240729,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt"
64239029,"g4run","libG4geometry.so","G4Navigator::GetGlobalExitNormal"
64238965,"g4run","libG4processes.so","G4ScreeningMottCrossSection::SetupKinematic"
63553060,"g4run","libG4particles.so","G4KaonMinus::Definition"
63551748,"g4run","libG4particles.so","G4JPsi::Definition"
63533099,"g4run","libG4geometry.so","G4Box::DistanceToIn"
63531585,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::MULWU@plt"
62845968,"g4run","libG4processes.so","G4CascadeColliderBase::inelasticInteractionPossible"
62843442,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getMultiplicity"
62843375,"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics"
62153178,"g4run","libm.so.6","pow@@GLIBC_2.29"
62150403,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::G4CascadeFinalStateAlgorithm"
62143076,"g4run","libG4processes.so","G4LivermoreBremsstrahlungModel::G4LivermoreBremsstrahlungModel"
61447853,"g4run","libG4processes.so","G4AutoDelete::Register<G4CascadeParameters>"
61446277,"g4run","libc.so.6","__memset_avx2_unaligned"
61445105,"g4run","libCLHEP-2.4.5.3.so","CLHEP::operator/"
60058338,"g4run","libG4geometry.so","G4UnionSolid::CalculateExtent"
60053646,"g4run","libG4processes.so","G4eBremParametrizedModel::ComputeCrossSectionPerAtom"
58656144,"g4run","libG4geometry.so","G4LogicalBorderSurface::~G4LogicalBorderSurface"
58653075,"g4run","libG4processes.so","G4NeutronCaptureXS::RetrieveVector"
58653074,"g4run","libG4processes.so","std::vector<unsigned long, std::allocator<unsigned long> >::_M_fill_insert"
57261067,"g4run","libG4particles.so","G4ExcitedSigmaConstructor::AddLambdaStarPiMode@plt"
57259206,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
57257758,"g4run","libQt5Qml.so.5.15.5","std::vector<double, std::allocator<double> >::reserve"
57255985,"g4run","libG4processes.so","0x000000000037c9d0"
56562916,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::Register"
56562640,"g4run","libG4processes.so","G4PEEffectFluoModel::CrossSectionPerVolume"
56562424,"g4run","libG4global.so","G4ProfilerConfig<1ul>::GetPersistent<1>"
56560268,"g4run","libG4event.so","0x000000000006a4b0"
56557993,"g4run","libG4processes.so","G4PairProductionRelModel::ComputeCrossSectionPerAtom"
55166868,"g4run","libG4tracking.so","G4NoProcess::~G4NoProcess"
55165751,"g4run","libG4particles.so","G4IonTable::FindIon"
54473574,"g4run","libG4processes.so","G4ScreeningMottCrossSection::FormFactor2UniformHelm"
53770407,"g4run","libG4event.so","0x0000000000069d73"
53768412,"g4run","libG4track.so","G4ParticleChange::AddSecondary"
53759802,"g4run","libG4processes.so","G4NIELCalculator::AddEmModel"
53164291,"g4run","libG4processes.so","G4ProtonField::G4ProtonField"
53065322,"g4run","libG4geometry.so","G4VoxelSafety::~G4VoxelSafety"
53062707,"g4run","libG4event.so","0x0000000000068d70"
52548133,"g4run","libG4geometry.so","G4ModifiedMidpoint::G4ModifiedMidpoint"
52415877,"g4run","libG4processes.so","G4PhysicsTableHelper::RetrievePhysicsTable"
52367824,"g4run","libG4processes.so","G4ChipsKaonMinusElasticXS::GetQ2max"
52364558,"g4run","libc.so.6","_int_malloc"
52364062,"g4run","libG4processes.so","G4PAIySection::GetStepEnergyLoss"
51676869,"g4run","libG4geometry.so","G4MultiUnion::operator="
51674962,"g4run","libG4processes.so","G4SPBaryon::G4SPBaryon"
51674756,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
50978790,"g4run","libG4processes.so","G4OpticalParameters::GetScintVerboseLevel"
50975859,"g4run","libG4processes.so","G4EquilibriumEvaporator::goodRemnant"
50972114,"g4run","libG4processes.so","G4Integrator<G4InitXscPAI, double (G4InitXscPAI::*)(double)>::Legendre10"
50276729,"g4run","libG4processes.so","G4ComponentBarNucleonNucleusXsc::GetInelasticElementCrossSection"
50275599,"g4run","libG4processes.so","std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt"
50275426,"g4run","libG4processes.so","G4PAIySection::CallError"
50271490,"g4run","libG4processes.so","G4HadronicException::Report"
49581811,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_increment"
49577830,"g4run","libstdc++.so.6.0.30","operator new"
48879662,"g4run","libG4geometry.so","G4InterpolationDriver<G4DormandPrince745>::~G4InterpolationDriver"
48875545,"g4run","libG4processes.so","G4EmCalculator::PrintDEDXTable"
48869585,"g4run","libG4geometry.so","G4LogicalSkinSurface::G4LogicalSkinSurface"
48181523,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroPChannelData, G4KaonHypSampler>::getMultiplicity"
47486621,"g4run","libG4processes.so","G4ParallelWorldScoringProcess::SetParallelWorld"
47483731,"g4run","libG4geometry.so","0x0000000000270ba8"
47483142,"g4run","libG4processes.so","G4Fissioner::deExcite"
47482681,"g4run","libG4processes.so","0x00000000008b6af6"
47481912,"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ReadData"
47474141,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle*, std::allocator<G4InuclElementaryParticle*> >::_M_fill_insert"
46785339,"g4run","libG4geometry.so","G4ExtrudedSolid::GetVertex"
46595008,"g4run","libG4processes.so","0x00000000006ce62f"
46089408,"g4run","libG4event.so","0x0000000000068d24"
46088281,"g4run","libG4geometry.so","0x0000000000270bad"
45539292,"g4run","libG4particles.so","G4AntiDMesonZero::Definition"
45388938,"g4run","libG4processes.so","G4GoudsmitSaundersonTable::ComputeScatteringPowerCorrection"
45385354,"g4run","libG4processes.so","G4CascadeDeexciteBase::~G4CascadeDeexciteBase"
44687730,"g4run","libG4processes.so","G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print"
43992983,"g4run","libG4processes.so","G4INCL::CrossSectionsMultiPions::NNThreePi@plt"
43990949,"g4run","libG4processes.so","G4ScreeningMottCrossSection::GetScatteringAngle"
43989874,"g4run","libG4processes.so","G4CascadeCoalescence::tryClusters"
43296585,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
43294481,"g4run","libG4processes.so","G4InitXscPAI::IntegralPAIdEdx"
43293858,"g4run","libG4processes.so","G4StatMFParameters::DBetaDT"
43293230,"g4run","libG4processes.so","G4PairProductionRelModel::LPMFuncs::~LPMFuncs"
42598234,"g4run","libG4processes.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>"
42597379,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::modadd@plt"
42596470,"g4run","libG4processes.so","G4PairProductionRelModel::GetLPMFunctions"
42595838,"g4run","libG4processes.so","G4IonsShenCrossSection::calEcmValue"
42595475,"g4run","libG4processes.so","0x000000000037ba40"
42595152,"g4run","libG4processes.so","G4CrossSectionSourcePtr::operator()@plt"
42595014,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeLPMfunctions"
42593186,"g4run","libG4processes.so","G4CrossSectionFactoryRegistry::GetFactory"
42592656,"g4run","libG4particles.so","0x000000000006c848"
42379552,"g4run","libG4processes.so","G4OpticalParameters::GetProcessActivation"
42050405,"g4run","libG4particles.so","0x000000000006bd68"
41891960,"g4run","libG4processes.so","G4ScreeningMottCrossSection::NuclearCrossSection"
41891712,"g4run","libG4global.so","G4PhysicsModelCatalog::Initialize"
41206382,"g4run","libG4event.so","0x000000000006a499"
41202146,"g4run","libG4track.so","G4StepPoint::operator="
41201675,"g4run","libG4geometry.so","0x000000000021226e"
41201019,"g4run","libG4processes.so","0x00000000008aed87"
41199070,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
41197612,"g4run","libG4processes.so","G4FTFParameters::GetProcProb@plt"
41197485,"g4run","libG4geometry.so","G4DisplacedSolid::G4DisplacedSolid"
41196940,"g4run","libm.so.6","log@@GLIBC_2.29"
40500785,"g4run","libG4geometry.so","0x0000000000270ba9"
39801988,"g4run","libG4processes.so","G4INCL::NNToNLK2piChannel::~NNToNLK2piChannel@plt"
39801316,"g4run","libG4processes.so","G4EmExtraParameters::ActivateSecondaryBiasing"
39800878,"g4run","libG4processes.so","G4CascadeNPChannel::~G4CascadeNPChannel"
39798676,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::ChooseGenerators"
39797544,"g4run","libG4processes.so","G4EMDissociationSpectrum::GetGeneralE2Spectrum"
39104648,"g4run","libG4processes.so","G4VXTRenergyLoss::AngleXTRdEdx"
39104170,"g4run","libG4processes.so","G4RToEConvForPositron::ComputeValue"
39103502,"g4run","libCLHEP-2.4.5.3.so","CLHEP::MixMaxRng::iterate@plt"
39100854,"g4run","libG4geometry.so","G4EllipticalTube::~G4EllipticalTube@plt"
38407109,"g4run","libG4processes.so","G4InitXscPAI::KillCloseIntervals"
38405278,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSectionSum"
37714446,"g4run","libG4processes.so","G4GammaTransition::SampleDirection"
37709540,"g4run","libG4processes.so","G4StatMFMicroPartition::CoulombFreeEnergy"
37707599,"g4run","libG4geometry.so","0x0000000000103d0b"
37707418,"g4run","libG4track.so","0x00000000000116c7"
37706570,"g4run","libG4tracking.so","G4Step::UpdateTrack"
37705261,"g4run","libG4processes.so","G4LossTableBuilder::GetFlag"
37705187,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
37013871,"g4run","libG4processes.so","G4ExcitationHandler::BreakItUp"
36311983,"g4run","libG4processes.so","G4CascadeCheckBalance::ekinOkay"
36311539,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
36308101,"g4run","libG4processes.so","G4LossTableManager::DeRegister"
36303709,"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum"
35612082,"g4run","libG4processes.so","G4O16GEMProbability::G4O16GEMProbability"
35609961,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
34916126,"g4run","libG4processes.so","G4StatMFMacroMultiNucleon::CalcEntropy"
34913153,"g4run","libG4processes.so","0x00000000008b60a4"
34911937,"g4run","libG4processes.so","G4CascadeDeexciteBase::validateOutput"
