id,cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelNode",387211631,91652183,1045198,58554160,607051,6009
"all;g4run;libG4geometry;G4Torus::Inside",2088440,165320,0,0,5978,19
"all;g4run;libG4geometry;G4SafetyHelper::ReLocateWithinVolume",46746703,8612542,132068,6258842,102406,569
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass@plt",21638909,6518325,63587,4362360,34672,315
"all;g4run;libG4geometry;G4IntersectionSolid::DistanceToOut",21628927,7372859,67487,6076433,53933,325
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",5390571183,1410993871,12920579,898792729,8146358,78652
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager@plt",694768,0,0,121726,1258,0
"all;g4run;libG4geometry;memset@plt",2087649,152556,0,0,2946,19
"all;g4run;libG4geometry;G4LineSection::Dist",1468112256,351092943,4358995,210194552,2839720,21572
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",71168070,17655824,298474,9354447,163880,1228
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceToOut",392042158,99672074,1274222,66657571,736741,6120
"all;g4run;libG4geometry;G4FieldManagerStore::GetInstance",478264322,112140269,1065216,76327908,654664,6220
"all;g4run;libG4geometry;G4Cons::SurfaceNormal",3490558,821993,8976,707303,12388,134
"all;g4run;libG4geometry;G4FieldTrack::LoadFromArray@plt",5574208,2297740,14660,752872,7901,181
"all;g4run;libG4geometry;G4Tubs::Inside",707394027,144771398,1842022,99412515,1127547,9978
"all;g4run;libG4geometry;G4VIntersectionLocator::IntersectChord@plt",0,155635,0,0,0,0
"all;g4run;libG4geometry;G4Torus::DistanceToIn",698049,452125,7524,92911,6127,38
"all;g4run;libG4geometry;G4Trap::SurfaceNormal",13256735,2112321,48947,1321724,26561,159
"all;g4run;libG4geometry;G4Polyhedra::DistanceToIn",21641936,8741877,101848,4015420,55903,296
"all;g4run;libG4geometry;G4PolyhedraSide::ClosestPhiSegment@plt",19535972,4705563,50569,3309979,33755,293
"all;g4run;libG4geometry;G4PolyhedraSide::Inside",5084892759,1464321758,16716752,943606472,10612877,78662
"all;g4run;libG4geometry;G4SubtractionSolid::SurfaceNormal",92211224,22004268,337847,15048632,195081,1330
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceTo",1490761552,382282360,4532376,234188569,2712316,24167
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",6281108,1392546,45035,551024,22824,78
"all;g4run;libG4geometry;G4Box::DistanceToIn",355785931,72806039,970218,50407069,528466,4943
"all;g4run;libG4geometry;G4Cons::DistanceToIn",56509396,9288882,224607,7537139,128233,1010
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1",4493911903,1151602120,16895917,724800645,9170286,77602
"all;g4run;libG4geometry;G4DisplacedSolid::Inside",1702276001,429549162,5502564,295189683,3202870,26424
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone2",878598009,228727776,3501554,152443501,1963782,15358
"all;g4run;libG4geometry;G4VCSGfaceted::Inside",5795353766,1601770224,18043485,1029726901,11143382,91846
"all;g4run;libG4geometry;field_utils::relativeError2",149525907,24642950,156117,15986231,81816,1435
"all;g4run;libG4geometry;G4PropagatorInField::ClearPropagatorState",796748735,189252371,1852477,125167004,1083426,11673
"all;g4run;libG4geometry;std::__insertion_sort<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__ops::_Iter_less_iter>",0,0,2709,0,0,0
"all;g4run;libG4geometry;G4PolyconeSide::Intersect",2839556959,744568701,11392539,472006514,6258661,48454
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep",3095531501,769013780,8306145,504413157,5289313,46761
"all;g4run;libG4geometry;G4SafetyHelper::ComputeSafety",336278099,77573532,794822,54490473,431937,4897
"all;g4run;libG4geometry;field_utils::absoluteError",447955969,97274906,1309413,63395160,803279,6595
"all;g4run;libG4geometry;G4VoxelSafety::ComputeSafety",60009737,16813668,147468,9925750,106126,1001
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceToOneSide@plt",84430899,23762058,262518,16889418,171696,1535
"all;g4run;libG4geometry;G4NavigationLevel::~G4NavigationLevel",240001364,66961264,991803,41760852,588805,4545
"all;g4run;libG4geometry;G4Navigator::LocateGlobalPointAndSetup",3408372052,791944342,10818501,494772232,6384798,55459
"all;g4run;libG4geometry;G4VoxelNavigation::LocateNextVoxel",1174056296,242379255,5031763,141488439,2881996,19310
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",0,0,2263,0,0,0
"all;g4run;libG4geometry;G4NavigationHistoryPool::GetInstance",260903478,56306988,853646,42636236,555017,4425
"all;g4run;libG4geometry;G4Tubs::DistanceToOut",755594911,159793178,2417415,104403329,1380855,11740
"all;g4run;libG4geometry;G4ReflectedSolid::DistanceToIn",10537470,4155221,43518,1250729,16717,194
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError@plt",33481140,6906911,51892,5179365,45390,432
"all;g4run;libG4geometry;G4LogicalVolume::GetMaterialCutsCouple",342112153,86110273,1018494,52875331,612416,5197
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord@plt",27908774,7248160,61068,5230136,45662,477
"all;g4run;libG4geometry;G4ReflectedSolid::Inside",57198604,11036045,169382,6709647,107956,637
"all;g4run;libG4geometry;G4Cons::DistanceToOut",49527532,11868611,136261,6984434,94827,787
"all;g4run;libG4geometry;G4VoxelNavigation::ComputeStep",2912631975,668533747,9856551,407746109,5733563,46494
"all;g4run;libG4geometry;G4PolyPhiFace::InsideEdges@plt",60682510,16181754,224512,13668782,132536,578
"all;g4run;libG4geometry;G4Trap::DistanceToOut",337734173,82767582,851491,46642587,592889,4595
"all;g4run;libG4geometry;G4FieldTrack::operator=@plt",0,0,0,0,0,20
"all;g4run;libG4geometry;field_utils::absoluteError@plt",1392944,103648,3899,194294,3553,0
"all;g4run;libG4geometry;G4DisplacedSolid::DistanceToIn",173004648,39335732,487288,22158098,233088,2288
"all;g4run;libG4geometry;aNavigLevelRepAllocator@plt",137022861,35749601,574217,22395660,345289,2351
"all;g4run;libG4geometry;G4EnclosingCylinder::MustBeOutside@plt",72547820,25228640,291255,14371419,145321,1188
"all;g4run;libG4geometry;G4Navigator::SetupHierarchy",287470552,59790113,842435,42027297,573367,4710
"all;g4run;libG4geometry;G4SubtractionSolid::DistanceToOut",168116320,64881236,658391,39815041,390711,3834
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",664816578,166457891,1435966,116117218,890083,10317
"all;g4run;libG4geometry;G4EnclosingCylinder::ShouldMiss@plt",2092974,160041,0,450115,3024,21
"all;g4run;libG4geometry;G4Mag_UsualEqRhs::SetChargeMomentumMass",64194073,15443250,151395,12885143,87890,797
"all;g4run;libG4geometry;aTouchableHistoryAllocator",228120328,52861881,850196,33325092,509869,4204
"all;g4run;libG4geometry;G4Polyhedra::Inside",983064889,238094308,3227748,155048588,2038333,15924
"all;g4run;libG4geometry;G4EnclosingCylinder::MustBeOutside",2810691576,750364259,10298128,515695428,6007913,45066
"all;g4run;libG4geometry;G4Navigator::GetLocalExitNormal",48837990,12392733,125448,9453830,69695,845
"all;g4run;libG4geometry;G4TouchableHistory::~G4TouchableHistory@plt",61415242,13463214,157326,8927597,102652,823
"all;g4run;libG4geometry;G4Trd::DistanceToOut",0,0,0,94615,0,0
"all;g4run;libG4geometry;G4PolyconeSide::GetPhi@plt",2790895,910543,14086,553147,22236,38
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep@plt",25822003,8278819,92069,4786474,57484,450
"all;g4run;libG4geometry;G4LogicalVolume::GetSensitiveDetector",371190025,86528443,941898,53789466,607083,5064
"all;g4run;libG4geometry;G4Navigator::ComputeSafety",888912559,211803982,1911345,143260763,1124655,11564
"all;g4run;libG4geometry;G4NavigationHistory::G4NavigationHistory@plt",0,158575,0,0,2687,0
"all;g4run;libG4geometry;G4Trd::Inside",0,245779,6750,470846,6445,0
"all;g4run;libG4geometry;G4PolyconeSide::Normal",567207220,137279071,2221800,93057656,1231610,9429
"all;g4run;libG4geometry;G4Box::SurfaceNormal",14651096,5597893,50796,2323382,35037,276
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone1@plt",16041969,2878062,108105,2934173,47017,349
"all;g4run;libG4geometry;G4LogicalVolume::GetFieldManager",105337633,28813596,424973,19249533,201603,1705
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety@plt",698059,0,9144,221135,3219,0
"all;g4run;libG4geometry;G4Torus::DistanceToOut",698411,0,0,0,0,19
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",237259513,49626626,344281,33454052,200574,2873
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",6521309331,1822873736,17942646,1177214531,11235472,95556
"all;g4run;libG4geometry;CLHEP::Hep3Vector::operator*=@plt",4188378,647026,10700,562423,7544,21
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone2@plt",11857957,3310967,31496,923956,31044,116
"all;g4run;libG4geometry;G4UnionSolid::SurfaceNormal",698337,380202,17220,299700,15183,19
"all;g4run;libG4geometry;G4PolyhedraSide::GetPhi@plt",55811494,12669712,143476,8898503,93096,643
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone",164696974,34803153,622178,20895778,376845,2824
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceAway",16941131634,4777198663,56674777,3101023765,35304065,259599
"all;g4run;libG4geometry;aTouchableHistoryAllocator@plt",0,163729,1954,115501,1344,56
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceToIn",110239300,29866778,433629,15901756,260063,2210
"all;g4run;libG4geometry;G4VIntersectionLocator::GetSurfaceNormal@plt",0,0,0,135370,2630,19
"all;g4run;libG4geometry;G4PVPlacement::VolumeType",102568425,30864127,474192,17192186,277226,2230
"all;g4run;libG4geometry;G4FieldManager::ConfigureForTrack",489218998,137700472,1245474,87997595,777265,9045
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",696664,192219,0,110151,0,21
"all;g4run;libG4geometry;G4Torus::SolveNumericJT",3485010,151038,12563,190056,6684,19
"all;g4run;libG4geometry;field_utils::copy",9774747,3618205,39369,2064422,35070,215
"all;g4run;libG4geometry;G4TouchableHistory::G4TouchableHistory",484844889,109476900,1685226,74446991,945473,7409
"all;g4run;libG4geometry;G4Navigator::ResetHierarchyAndLocate",794653918,153038480,1184526,99412287,796391,10715
"all;g4run;libG4geometry;_G4cout_p@plt",2092853,0,6617,314264,3756,38
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",12562417,2778361,29320,2376142,16264,216
"all;g4run;libG4geometry;G4NavigationHistory::~G4NavigationHistory",309979904,65555558,960127,49877407,627715,5284
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep@plt",1396872,685025,2364,211333,1302,40
"all;g4run;libG4geometry;G4VIntersectionLocator::CheckAndReEstimateEndpoint",6285080,2267723,16033,1122726,5911,157
"all;g4run;libG4geometry;G4EnclosingCylinder::ShouldMiss",139547081,37845910,625796,20917646,398964,2494
"all;g4run;libG4geometry;G4PolyPhiFace::Normal",185759513,40559703,794317,27776067,510175,2915
"all;g4run;libG4geometry;G4Mag_EqRhs::SetChargeMomentumMass",1395643,733472,6936,106310,4915,78
"all;g4run;libG4geometry;field_utils::copy@plt",2793646,312411,3895,431165,8329,58
"all;g4run;libG4geometry;G4NavigationLevel::operator=@plt",11163170,4702271,46320,1669205,17614,119
"all;g4run;libG4geometry;G4LineSection::G4LineSection",96934083,19912220,308549,11045912,212467,1176
"all;g4run;libG4geometry;G4Navigator::SetSavedState",161887969,35234038,331100,26223486,233589,2174
"all;g4run;libG4geometry;G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord@plt",4189196,1265986,11167,516412,8892,60
"all;g4run;libG4geometry;G4IntersectingCone::LineHitsCone@plt",48134142,15366578,200077,8921305,99814,952
"all;g4run;libG4geometry;G4TouchableHistory::~G4TouchableHistory",157035378,38369826,545241,22436571,347461,2358
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",2017480804,417168491,6407547,260026982,3831549,31408
"all;g4run;libG4geometry;G4Trd::DistanceToIn",698420,0,2406,0,0,0
"all;g4run;libG4geometry;G4Polycone::DistanceToIn",35586166,7658902,117385,4055072,74441,321
"all;g4run;libG4geometry;G4Trap::DistanceToIn",125553589,29317688,320345,18877580,184710,1942
"all;g4run;libG4geometry;G4Box::DistanceToOut",62104731,15975552,161208,9560118,129832,992
"all;g4run;libG4geometry;G4PolyPhiFace::Distance",1384813265,376927851,3959139,241154918,2410537,22604
"all;g4run;libG4geometry;G4VPhysicalVolume::GetTranslation@plt",15344903,3523635,54487,3563303,21622,157
"all;g4run;libG4geometry;G4UnionSolid::Inside",116497312,34883961,355024,21177853,304294,2019
"all;g4run;libG4geometry;G4Mag_UsualEqRhs::EvaluateRhsGivenB",4016317708,1059291396,9508306,671497940,5989899,56693
"all;g4run;libG4geometry;G4ReflectedSolid::SurfaceNormal",3489688,289455,17790,394521,3683,39
"all;g4run;libG4geometry;G4VIntersectionLocator::ReEstimateEndpoint",0,205891,4639,198678,1258,0
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointV",215800424,58832360,585843,37251597,360915,3227
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",3487175,1501563,15849,634748,6583,38
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OneGoodStep",133238566,26920043,246491,16650301,114519,1496
"all;g4run;libG4geometry;G4PolyhedraSide::Normal",182245633,54118019,878002,32912766,595144,3331
"all;g4run;libG4geometry;__tls_get_addr@plt",241405466,64228546,847869,41321468,535807,4266
"all;g4run;libG4geometry;G4FieldManagerStore::GetInstance@plt",13959456,3581026,28069,2923568,20391,253
"all;g4run;libG4geometry;G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnComputeStep",59997771,17251127,168411,14749334,97768,1111
"all;g4run;libG4geometry;G4Box::Inside",1621352462,457022155,4789223,289651329,3141331,23129
"all;g4run;libCLHEP-2",,,,,,
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::matrixMultiplication",696559,0,0,0,0,0
"all;g4run;libCLHEP-2;__tls_get_addr@plt",25129148,7123961,85063,5141683,43965,448
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",144407508,42925917,316680,25420450,219936,1867
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",1265635244,277345500,3641163,174008771,2064776,18138
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformSmall",698417,0,0,0,0,19
"all;g4run;libCLHEP-2;HepGeom::operator*",31380745,6028284,71749,4255527,40659,310
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",1288053438,303046332,3248315,187926502,2153731,18411
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",0,0,0,88780,1145,19
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator/=",0,0,2169,0,0,0
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma@plt",0,0,2450,208160,1247,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",0,384976,8544,0,5827,38
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",632227948,143788982,1810334,96019152,1141616,9638
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator/=",0,0,2082,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::findBoostToCM",698436,0,3382,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepRotation::set",1395420,0,2714,0,0,0
"all;g4run;libCLHEP-2;CLHEP::operator/",50224785,7712407,202197,5202210,112596,670
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",1741562656,435919493,4409309,275470069,2823861,27834
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",82319022,20993799,260148,15069672,180254,1394
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",86376071,15540365,244709,12284582,152445,1091
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",5497420393,1292103434,15206926,813185675,9510882,79611
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::transform",0,0,0,0,874,0
"all;g4run;libCLHEP-2;CLHEP::HepRotation::rotate",0,0,2717,0,1054,21
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",982238452,249841908,2398575,167007295,1486424,15223
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",1711985427,421780383,4758335,265725861,3034284,23882
"all;g4run;libCLHEP-2;CLHEP::RandFlat::shootArray",0,326006,0,0,0,0
"all;g4run;libCLHEP-2;sincos@plt",1396928,719977,3615,0,1580,57
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",2006017873,556432559,5236609,371997911,3493974,32049
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator*=",1396867,163005,3523,91162,5267,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",54412185,13418082,145542,7986819,108789,647
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",580468663,131782435,1621279,83410633,990357,8913
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",698001,338185,2247,102948,5248,0
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",25099904,5312398,84364,3320720,41161,335
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",90670474,23093693,245336,14406073,179785,1186
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",128359752,33567414,555251,19986961,319157,2273
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",730487146,164208302,2302669,92129481,1374894,10530
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",6283688,1338522,30811,309096,25737,98
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",126276871,35331132,281844,23501759,226395,1738
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",715787867,193065724,2185170,126921871,1285530,11063
"all;g4run;libpythia8",,,,,,
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",1393970,367249,12021,112126,7783,39
"all;g4run;libG4error_propagation",,,,,,
"all;g4run;libG4error_propagation;std::vector<double, std::allocator<double> >::_M_fill_assign",1395236,147809,9707,172942,1302,19
"all;g4run;libm",,,,,,
"all;g4run;libm;__fmod_finite@GLIBC_2.15",0,0,1765,0,1454,0
"all;g4run;libm;with_errno",0,0,2430,0,4492,0
"all;g4run;libm;hypot@@GLIBC_2.35",5586823,579495,2616,359430,3194,19
"all;g4run;libm;__sin_fma",270002825,67561148,324172,40519061,191842,4064
"all;g4run;libm;__ieee754_acos_fma",363473021,95457895,572095,54071902,495322,4808
"all;g4run;libm;__sinh_finite@GLIBC_2.15",0,0,0,112506,1108,19
"all;g4run;libm;__tan_fma",0,0,5779,104446,2493,0
"all;g4run;libm;__strtod_nan@plt",66287659,19499751,273744,14493557,202275,1428
"all;g4run;libm;pow@@GLIBC_2.29",92078609,19071076,119624,12741288,83249,1068
"all;g4run;libm;__atan2",2232060563,680408888,7870665,430816600,4828618,36443
"all;g4run;libm;__acos",84434882,13069898,191350,7766258,132083,1058
"all;g4run;libm;__ieee754_exp_fma",370389921,74199688,792456,46634512,547614,4952
"all;g4run;libm;__ieee754_pow_fma",703842856,171194265,775368,102341431,548876,8530
"all;g4run;libm;__sinh",0,0,0,0,1361,20
"all;g4run;libm;__ieee754_log_fma",523213687,140992185,1271629,88016899,791935,8115
"all;g4run;libm;__cos_fma",698469,0,0,0,0,0
"all;g4run;libm;@plt",698478,0,0,0,1243,0
"all;g4run;libm;exp@@GLIBC_2.29",262601527,57455898,477872,33995892,290959,2743
"all;g4run;libm;__ieee754_atan2_fma",19358061578,5690456038,67742178,3658989816,42049666,305359
"all;g4run;libm;__math_check_uflow",698374,0,0,91681,0,20
"all;g4run;libm;xflow",1394577,0,4906,218256,7233,38
"all;g4run;libm;__math_uflow",0,0,18781,111723,6162,0
"all;g4run;libm;log@@GLIBC_2.29",29314909,5675364,135947,4263807,107382,554
"all;g4run;libm;__atan_fma",0,0,0,0,2414,20
"all;g4run;libm;__expm1",698340,0,0,0,0,19
"all;g4run;libm;__sincos",6570832673,1669798779,16515290,1063248201,10881319,98504
"all;g4run;libQt5Qml",,,,,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",31385505,7543193,116194,6815452,50275,407
"all;g4run;ld-linux-x86-64",,,,,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",7221577457,1755405354,20257307,1132912647,12704658,115197
"all;g4run;libG4processes",,,,,,
"all;g4run;libG4processes;G4IntraNucleiCascader::generateCascade@plt",694535,0,0,0,0,19
"all;g4run;libG4processes;G4BGGPionElasticXS::GetIsoCrossSection",1394677,143953,6911,203852,2403,59
"all;g4run;libG4processes;G4NucleiModel::useQuasiDeuteron@plt",10470373,2391615,16545,909713,7517,95
"all;g4run;libG4processes;G4CascadeRecoilMaker::goodRecoil",16048770,2970739,50600,2571097,47989,98
"all;g4run;libG4processes;G4FTFModel::CheckKinematics",0,0,5908,0,3530,19
"all;g4run;libG4processes;G4CascadeRecoilMaker::fillRecoil@plt",0,0,0,123808,0,0
"all;g4run;libG4processes;std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",69082256,12187479,207474,7849985,140416,1113
"all;g4run;libG4processes;G4CollisionOutput::getTotalStrangeness@plt",698405,198969,5747,120468,1608,0
"all;g4run;libG4processes;G4VPartonStringModel::Scatter",1396910,180939,7907,216766,8005,39
"all;g4run;libG4processes;G4NeutronElasticXS::GetElementCrossSection",5133572002,1347085181,7740971,820840623,4648835,64074
"all;g4run;libG4processes;G4UnboundPN::Definition",4190336,332666,3721,117917,8221,40
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::getMultiplicity",698418,177638,0,234870,0,0
"all;g4run;libG4processes;G4ComponentGGHadronNucleusXsc::ComputeCrossSections",49543679,10277249,183933,6934347,113295,831
"all;g4run;libG4processes;CLHEP::HepLorentzRotation::rotateY@plt",3491235,2679295,4770,1802539,7049,60
"all;g4run;libG4processes;G4Nucleus::SetParameters",0,0,0,0,1562,0
"all;g4run;libG4processes;G4PreCompoundAlpha::FactorialFactor",1393544,739629,6244,254221,0,19
"all;g4run;libG4processes;pFragmentAllocator@plt",698177,0,2440,0,1418,20
"all;g4run;libG4processes;G4CompetitiveFission::GetEmissionProbability",696039,0,3426,0,1577,39
"all;g4run;libG4processes;G4KineticTrack::Decay",1396462,491226,11962,106492,5927,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",0,0,0,134843,0,0
"all;g4run;libG4processes;G4LundStringFragmentation::IsItFragmentable",698443,0,0,0,0,20
"all;g4run;libG4processes;G4InuclElementaryParticle::type@plt",32791936,7640632,63049,5715121,43643,598
"all;g4run;libG4processes;G4PreCompoundTriton::FactorialFactor",0,0,0,218090,0,0
"all;g4run;libG4processes;G4UrbanMscModel::ComputeTruePathLengthLimit",4722517281,1094088096,11812481,754824636,7036615,71428
"all;g4run;libG4processes;G4CascadeInterpolator<30>::getBin",632178024,172707412,1817877,110392554,1175737,8969
"all;g4run;libG4processes;std::vector<CLHEP::HepLorentzVector, std::allocator<CLHEP::HepLorentzVector> >::_M_default_append@plt",1396784,548248,6751,466529,2068,19
"all;g4run;libG4processes;G4VProcess::ResetNumberOfInteractionLengthLeft",2681432356,731075834,4262848,477993113,3063936,34044
"all;g4run;libG4processes;G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",410969053,81792989,638710,48761501,549020,5663
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getMultiplicity",0,167264,2325,104829,0,19
"all;g4run;libG4processes;G4NuclearRadii::Radius",117221889,16140335,715130,12086680,533470,2750
"all;g4run;libG4processes;G4Parton::G4Parton",698454,0,1724,0,938,19
"all;g4run;libG4processes;G4VHadDecayAlgorithm::TwoBodyMomentum",144400917,40196806,240651,24181740,188703,2442
"all;g4run;libG4processes;G4Log@plt",0,0,0,0,1429,0
"all;g4run;libG4processes;G4LogicalVolume::GetMaterialCutsCouple@plt",13960812,1416584,39218,1828844,10531,257
"all;g4run;libG4processes;G4IntraNucleiCascader::particleCanInteract",30688943,7177384,98705,5479185,74682,540
"all;g4run;libG4processes;G4CascadeCoalescence::allNucleons@plt",0,0,4383,0,0,20
"all;g4run;libG4processes;G4HadFinalState::AddSecondaries",0,0,2349,114839,2672,0
"all;g4run;libG4processes;G4Fancy3DNucleus::BindingEnergy",0,163688,0,0,1221,0
"all;g4run;libG4processes;G4EvaporationProbability::CrossSection@plt",696389,0,0,0,0,0
"all;g4run;libG4processes;G4NeutronCaptureXS::IsIsoApplicable",453471893,120509539,1293931,79957918,703721,6579
"all;g4run;libG4processes;G4CollisionOutput::removeRecoilFragment@plt",0,0,0,236966,1181,0
"all;g4run;libG4processes;G4CascadeColliderBase::useEPCollider",61394934,13986437,253129,9229232,178934,846
"all;g4run;libG4processes;CLHEP::MixMaxRng::iterate@plt",54420755,14803553,142543,9402172,95292,782
"all;g4run;libG4processes;G4ModifiedTsai::SampleCosTheta@plt",0,0,1858,0,0,0
"all;g4run;libG4processes;G4PhysicsVector::GetBin@plt",0,0,3537,97562,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes",16734489,4542086,93817,4183722,53070,267
"all;g4run;libG4processes;G4PionMinusField::G4PionMinusField",0,0,0,0,0,19
"all;g4run;libG4processes;G4CascadeInterface::createBullet",11169175,745585,70503,1595879,48419,174
"all;g4run;libG4processes;G4eeToTwoGammaModel::SampleSecondaries",156269551,33048080,480777,20064650,270064,2642
"all;g4run;libG4processes;G4CascadParticle::propagateAlongThePath",506436443,116827431,1201054,68365350,656002,6485
"all;g4run;libG4processes;G4CascadeDeexciteBase::explosion",2793660,739401,12288,524270,1165,20
"all;g4run;libG4processes;G4InuclCollider::collide",36969768,6806669,246629,6119240,175772,883
"all;g4run;libG4processes;G4WentzelVIModel::ComputeTransportXSectionPerVolume",241341063,68454427,698087,40168542,400307,4178
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity",698346,173993,6584,0,0,0
"all;g4run;libG4processes;G4Transportation::StartTracking",759105128,187797278,1860483,121842316,1039031,10990
"all;g4run;libG4processes;G4CascadeRecoilMaker::goodFragment@plt",1396845,167273,7195,326129,4513,0
"all;g4run;libG4processes;G4FTFModel::FinalizeKinematics",0,0,1817,0,1460,0
"all;g4run;libG4processes;G4NavigationHistory::NewLevel",1001733420,245031445,3854050,153279425,2527648,17687
"all;g4run;libG4processes;G4Decay::PostStepDoIt",0,181137,0,0,1596,20
"all;g4run;libG4processes;G4LivermorePhotoElectricModel::SampleSecondaries",685481763,188693661,2757005,116400873,1836577,10701
