id,cycles,ex_ret_brn,ex_ret_brn_misp,ex_ret_brn_tkn,ex_ret_brn_tkn_misp,ex_ret_brn_far
"all;g4run;libG4processes;G4HadronNucleonXsc::KaonNucleonXscGG",1391504,0,0,211079,1228,19
"all;g4run;libG4processes;G4NonEquilibriumEvaporator::getParLev",6979666,2832227,70635,913045,49335,265
"all;g4run;libG4processes;G4FermiMomentum::GetMomentum",5584237,1904172,12076,1264150,14091,97
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNucleons",0,0,0,0,1512,0
"all;g4run;libG4processes;G4NuclearLevelData::GetPairingCorrection@plt",0,167367,0,0,0,0
"all;g4run;libG4processes;G4Fragment::G4Fragment@plt",0,0,0,0,1452,0
"all;g4run;libG4processes;G4NuclearLevelData::GetLevelDensity@plt",698463,374402,2468,0,0,0
"all;g4run;libG4processes;G4CascadeDeexciteBase::validateOutput",11851054,3624651,67345,2692852,54784,421
"all;g4run;libG4processes;G4VMscModel::GetDEDX",323808392,71706103,751039,49826132,395676,4070
"all;g4run;libG4processes;G4KalbachCrossSection::ComputeCrossSection@plt",698493,354495,0,220087,0,19
"all;g4run;libG4processes;G4NucleiModel::generateNucleonMomentum",201614707,59852030,416851,35416921,278428,2941
"all;g4run;libG4processes;G4Fancy3DNucleus::GetNuclearRadius",0,491145,1906,0,0,0
"all;g4run;libG4processes;G4HadronBuilder::Build",0,0,1566,0,0,0
"all;g4run;libG4processes;G4CascadeInterpolator<31>::getBin@plt",0,0,0,114164,0,0
"all;g4run;libG4processes;G4EnergyRangeManager::GetHadronicInteraction",78844933,16341929,244858,8507076,173382,834
"all;g4run;libG4processes;G4ModifiedTsai::SampleCosTheta",395580709,85302419,2130303,59075577,1220093,7158
"all;g4run;libG4processes;G4FTFAnnihilation::Create1QuarkAntiQuarkString",0,0,0,0,1014,0
"all;g4run;libG4processes;G4IntraNucleiCascader::initialize@plt",0,0,0,0,1483,39
"all;g4run;libG4processes;G4NucleiModel::generateQuasiDeuteron",2792657,0,5025,345044,3689,19
"all;g4run;libG4processes;G4InuclSpecialFunctions::getAL@plt",0,157293,0,0,1221,19
"all;g4run;libG4processes;G4CollisionOutput::boostToLabFrame@plt",0,0,0,245191,0,0
"all;g4run;libG4processes;G4CascadeCoalescence::allNucleons",20935963,7046255,48879,5119582,24503,441
"all;g4run;libG4processes;G4GammaNuclearXS::IsIsoApplicable",678883000,162254496,2047654,101265013,1181414,9500
"all;g4run;libG4processes;G4WentzelVIModel::ComputeGeomPathLength",32081581,9079903,101220,3868733,70562,542
"all;g4run;libG4processes;G4Fancy3DNucleus::ChooseNucleons",0,481806,7003,453955,2285,19
"all;g4run;libG4processes;G4DiffractiveExcitation::ExciteParticipants",698282,0,4067,109252,5440,38
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::GetNextAntiParton",0,0,0,0,1423,0
"all;g4run;libG4processes;G4CascadeCoalescence::fillCluster",697033,688023,6788,236666,0,59
"all;g4run;libG4processes;G4EquilibriumEvaporator::explosion",9070731,1837444,39365,1822034,46675,97
"all;g4run;libG4processes;0x00000000003a35a8",13956755,1608382,25097,1824792,20300,210
"all;g4run;libG4processes;G4TwoBodyAngularDist::passVerbose",253931507,63659762,589006,40574008,409849,3652
"all;g4run;libG4processes;G4PionMinus::Definition@plt",3492297,762552,11373,226881,14040,98
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralWoodsSaxon@plt",698390,0,2006,125125,2915,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getCrossSection",1396330,387940,2809,228713,0,0
"all;g4run;libG4processes;G4CascadeInterface::checkFinalResult@plt",0,0,0,0,3985,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::GenerateMultiBody",0,0,5781,0,5679,0
"all;g4run;libG4processes;G4DynamicParticle::G4DynamicParticle@plt",698366,120705,1864,97284,2267,0
"all;g4run;libG4processes;CLHEP::RandGaussQ::transformQuick@plt",1396959,554193,8551,611009,6839,58
"all;g4run;libG4processes;G4Evaporation::BreakFragment",20923681,4732972,68514,2996107,61824,388
"all;g4run;libG4processes;G4NuclearShellModelDensity::GetRelativeDensity",0,0,10232,456443,1333,38
"all;g4run;libG4processes;G4NeutronCaptureXS::GetIsoCrossSection",533028559,124872914,1470197,80998841,864522,7355
"all;g4run;libG4processes;G4CascadeInterface::retryInelasticNucleus",8378149,1539607,42758,771926,40034,231
"all;g4run;libG4processes;G4CollisionOutput::add@plt",4884231,687621,17924,440510,19617,135
"all;g4run;libG4processes;__dynamic_cast@plt",14650627,1652287,58291,1774100,38471,136
"all;g4run;libG4processes;G4Gamma::Definition@plt",698324,0,11352,215104,15337,115
"all;g4run;libG4processes;G4Transportation::AlongStepGetPhysicalInteractionLength",6067781910,1520314376,15107392,1009546125,9437139,93620
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",698496,187123,0,0,0,19
"all;g4run;libG4processes;G4MultiBodyMomentumDist::ChooseDist",91371983,26664042,155823,17832512,109022,1235
"all;g4run;libG4processes;G4IntraNucleiCascader::finalize",9059382,2991180,58909,1037715,38877,174
"all;g4run;libG4processes;G4KineticTrack::G4KineticTrack",0,0,0,0,3331,0
"all;g4run;libG4processes;G4Fancy3DNucleus::ChoosePositions",53720832,14793422,304678,11085920,151734,1268
"all;g4run;libG4processes;G4CollisionOutput::setRemainingExitationEnergy",16743680,3969260,106873,1976306,79927,328
"all;g4run;libG4processes;G4CascadeChannelTables::FindTable",644739291,150787274,2185573,91497556,1405790,10735
"all;g4run;libG4processes;G4FTFParameters::InitForInteraction",2094838,0,9398,111211,4196,0
"all;g4run;libG4processes;G4InuclElementaryParticle::fill@plt",0,0,2535,0,1548,0
"all;g4run;libG4processes;G4NeutronElasticXS::IsIsoApplicable",385743903,102422372,559778,60736540,377223,4737
"all;g4run;libG4processes;G4IntraNucleiCascader::processTrappedParticle",23017210,5101111,111212,3882219,90401,385
"all;g4run;libG4processes;G4VCrossSectionDataSet::SelectIsotope",0,0,1993,245501,1176,0
"all;g4run;libG4processes;G4InuclNuclei::getNucleiMass",127012987,25693484,352213,18705405,203815,1634
"all;g4run;libG4processes;G4CascadeInterface::makeDynamicParticle@plt",0,199128,2398,0,0,0
"all;g4run;libG4processes;G4BGGNucleonInelasticXS::GetIsoCrossSection",6973038,2223278,26703,1067598,17167,38
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXsc",8379298,802974,36138,778602,26569,154
"all;g4run;libG4processes;G4ModifiedTsai::SampleDirection",134665133,23965110,692321,19185720,390940,2003
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::SampleInvariantT",0,0,6024,0,6102,0
"all;g4run;libG4processes;aRPAllocator",0,0,0,240621,1426,20
"all;g4run;libG4processes;G4VParticipants::SetProjectileNucleus",0,0,5667,0,0,0
"all;g4run;libG4processes;G4TwoBodyAngularDist::GetInstance@plt",698417,943657,2477,662879,1366,78
"all;g4run;libG4processes;G4VEnergyLossProcess::PostStepDoIt",1186716464,211129143,6176364,137026301,3750313,21137
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getCrossSection",697694,0,0,228609,0,19
"all;g4run;libG4processes;G4BGGNucleonElasticXS::IsIsoApplicable",17445745,5208803,68361,2542239,61904,284
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateSCMfinalState",168156455,45383375,429139,28720822,277162,2334
"all;g4run;libG4processes;G4VDiscreteProcess::PostStepGetPhysicalInteractionLength",2938236898,682889600,10048715,439932747,5971194,46634
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::ChooseGenerators",128366658,31979065,250166,23761387,146049,1865
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::getCrossSection",0,0,0,0,0,19
"all;g4run;libG4processes;G4PionPlus::Definition@plt",12566592,1732499,49361,1118341,28651,232
"all;g4run;libG4processes;G4ComponentGGNuclNuclXsc::ComputeCrossSections",64177719,10822152,268085,7804958,189499,983
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >",23026282,6141319,108706,3600588,74862,386
"all;g4run;libG4processes;G4KokoulinMuonNuclearXS::IsElementApplicable",1396082,0,4310,0,0,0
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::ComputeCrossSections@plt",1396702,146347,4319,108478,0,19
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscNS@plt",0,190365,3880,114961,3497,19
"all;g4run;libG4processes;G4CascadeInterpolator<10>::getBin",0,153118,1674,0,5345,0
"all;g4run;libG4processes;G4VHadDecayAlgorithm::IsDecayAllowed",34188616,9016147,108620,4105021,95836,886
"all;g4run;libG4processes;G4GeneralNNCollision::IsInCharge",0,212530,0,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetChipsCrossSection",0,0,12024,0,5249,57
"all;g4run;libG4processes;CLHEP::MixMaxRng::generate@plt",95565972,23085806,412034,15513713,220864,1781
"all;g4run;libG4processes;G4IntraNucleiCascader::setupCascade@plt",0,0,1880,0,1496,0
"all;g4run;libG4processes;G4GeneralPhaseSpaceDecay::G4GeneralPhaseSpaceDecay",0,0,2613,0,1348,0
"all;g4run;libG4processes;G4UrbanMscModel::SampleCosineTheta",4464686951,975389736,6372143,616813701,4090007,59984
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getCrossSection",1396651,0,0,112155,0,0
"all;g4run;libG4processes;G4BinaryCascade::CheckPauliPrinciple",1396769,0,0,0,0,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::getPARLEVDEN",4184176,770910,16100,604937,24455,57
"all;g4run;libG4processes;G4GEMProbability::I3",109494758,44908043,58676,26781071,31662,1518
"all;g4run;libG4processes;std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt",1396678,196084,4439,681955,4072,0
"all;g4run;libG4processes;G4VPhysicalVolume::GetRotation@plt",10470166,1570946,24005,456643,17967,96
"all;g4run;libG4processes;G4BraggModel::SampleSecondaries",1392193,503094,0,219085,929,0
"all;g4run;libG4processes;G4NucleiModel::sortPartners",6978492,3018219,45737,1914516,24682,157
"all;g4run;libG4processes;G4WentzelVIModel::ComputeTruePathLengthLimit",223886343,51964804,818566,29784295,469576,3970
"all;g4run;libG4processes;G4IonFluctuations::Factor",13251504,1862605,78064,981712,59781,234
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralWoodsSaxon",509975346,67501179,2291903,29007900,1502437,8529
"all;g4run;libG4processes;std::swap<G4Nucleon>",0,0,2473,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::getTotalOutputMomentum@plt",0,0,6901,0,3160,0
"all;g4run;libG4processes;G4PreCompoundNucleon::ProbabilityDistributionFunction",23730409,7037170,25746,3727531,18122,250
"all;g4run;libG4processes;G4ProcessManager::EndTracking",909053288,196757770,1693873,136253137,1181111,13338
"all;g4run;libG4processes;G4LundStringFragmentation::Splitup",0,0,0,0,1436,19
"all;g4run;libG4processes;G4GammaNuclearXS::GetIsoCrossSection",7425528789,1861888180,21813858,1161637057,14387726,109382
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomInuclPowers",16043542,7232901,54835,3739745,33708,372
"all;g4run;libG4processes;G4PreCompoundHe3::GetRj",0,580136,0,0,0,0
"all;g4run;libG4processes;G4ParticleChange::AddSecondary@plt",0,0,2589,0,0,0
"all;g4run;libG4processes;G4EmModelManager::GetModel",503943358,119991564,1027536,78679699,660119,7057
"all;g4run;libG4processes;std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_erase",0,0,3421,0,1447,0
"all;g4run;libG4processes;G4CascadParticle::operator=",124156778,37282696,650827,22471028,441986,1956
"all;g4run;libG4processes;G4InuclSpecialFunctions::csNN",9765727,1531194,38443,630582,24399,153
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::SaveKinematics",80228401,30352265,100859,17190786,88646,1367
"all;g4run;libG4processes;G4CascadeCoalescence::clusterType",36982034,13021591,98873,7359517,43066,502
"all;g4run;libG4processes;G4CollisionOutput::removeRecoilFragment",15344441,2733515,65683,3041011,50665,309
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::getOutgoingParticleTypes",698394,0,0,0,0,0
"all;g4run;libG4processes;G4WentzelOKandVIxSection::SampleSingleScattering@plt",698429,148268,1999,0,0,0
"all;g4run;libG4processes;G4CascadeNNChannel::findCrossSection",258142642,58565707,1061160,40657353,637705,3799
"all;g4run;libG4processes;G4CascadeCoalescence::removeNucleons@plt",0,0,2066,110560,0,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroBarNChannelData, G4KaonSampler>::getOutgoingParticleTypes",0,0,2734,0,0,0
"all;g4run;libG4processes;G4ComponentGGNuclNuclXsc::GetInelasticElementCrossSection",31391530,4274759,172376,3077762,140032,537
"all;g4run;libG4processes;pFragmentAllocator",4186279,563701,27547,346186,19888,57
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::ComputeCrossSections",101855157,35966594,634164,22135449,342908,1984
"all;g4run;libG4processes;G4KalbachCrossSection::ComputeCrossSection",113685550,28426120,185811,20530890,119289,1917
"all;g4run;libG4processes;G4InteractionCase::set@plt",1396602,192629,6096,574243,4683,76
"all;g4run;libG4processes;G4DiffractiveExcitation::GaussianPt",1396802,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity",698477,0,0,211684,0,0
"all;g4run;libG4processes;G4ComponentGGNuclNuclXsc::ComputeCrossSections@plt",0,199824,7395,113535,3872,0
"all;g4run;libG4processes;G4LossTableManager::GetEnergyLossProcess",72535984,10033347,502167,7265125,402736,1637
"all;g4run;libG4processes;G4CascadeInterpolator<30>::getBin@plt",21636153,3901033,55193,3104766,34131,269
"all;g4run;libG4processes;G4NucleiModel::forceFirst",32101828,8767893,123083,6026485,85787,633
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >",10459609,3799777,49186,3104859,33976,154
"all;g4run;libG4processes;G4GammaNuclearXS::GetElementCrossSection",62085353,14841052,305485,8951915,151915,1323
"all;g4run;libG4processes;G4LossTableManager::GetEnergyLossProcess@plt",1396737,0,0,0,1700,0
"all;g4run;libG4processes;G4NonEquilibriumEvaporator::deExcite",118580902,31540498,606580,18209021,506203,2537
"all;g4run;libG4processes;G4Transportation::PostStepDoIt",4013350825,993546743,12215971,630284897,7318610,65580
"all;g4run;libG4processes;G4ProcessManager::StartTracking",1155227088,267729814,1992500,174297698,1294156,13408
"all;g4run;libG4processes;G4NucleiModel::getCurrentDensity",43942605,14120614,132255,7713497,109023,883
"all;g4run;libG4processes;G4Nucleon::G4Nucleon",696938,0,3531,137751,5395,19
"all;g4run;libG4processes;aRPAllocator@plt",693924,0,0,0,2434,0
"all;g4run;libG4processes;sincos@plt",11859263,4688507,23759,2674039,14963,253
"all;g4run;libG4processes;G4OmegaMinus::Definition@plt",0,0,2241,0,1169,0
"all;g4run;libG4processes;G4PreCompoundDeuteron::FactorialFactor",1396674,341066,5187,210804,0,0
"all;g4run;libG4processes;G4ChipsNeutronElasticXS::GetQ2max@plt",0,363873,0,0,1509,19
"all;g4run;libG4processes;G4Decay::EndTracking",18840162,2695057,76537,2601364,43643,273
"all;g4run;libG4processes;G4EvaporationProbability::ComputeProbability",90696448,22346936,335466,14618933,174093,1378
"all;g4run;libG4processes;G4InuclParticle::G4InuclParticle@plt",0,180069,0,0,0,0
"all;g4run;libG4processes;G4Fragment::~G4Fragment",20235254,4563961,103890,2610113,59460,347
"all;g4run;libG4processes;G4LundStringFragmentation::StopFragmenting",2094367,152060,5539,93694,973,0
"all;g4run;libG4processes;std::vector<G4Fragment*, std::allocator<G4Fragment*> >::_M_realloc_insert<G4Fragment* const&>",5573638,489257,64031,354842,45587,154
"all;g4run;libG4processes;G4KleinNishinaCompton::SampleSecondaries",2811906505,659455959,8591932,427377619,5056929,45803
"all;g4run;libG4processes;G4ElasticHNScattering::ElasticScattering",0,0,2101,0,0,0
"all;g4run;libG4processes;G4HadProjectile::InitialiseLocal",408128437,137901881,1051762,83058765,696787,6233
"all;g4run;libG4processes;std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",36286094,7229993,88181,4114665,79753,496
"all;g4run;libG4processes;G4PhotonEvaporation::GenerateGamma@plt",0,0,2239,0,0,0
"all;g4run;libG4processes;G4ElementaryParticleCollider::pionNucleonAbsorption",10467585,2606872,36322,1116323,12465,116
"all;g4run;libG4processes;G4BGGPionInelasticXS::IsElementApplicable",4886291,669424,1962,657582,3457,20
"all;g4run;libG4processes;sin@plt",4888045,751446,6688,679283,1048,59
"all;g4run;libG4processes;aTrackAllocator@plt",1396174,815306,13791,860875,9189,39
"all;g4run;libG4processes;G4LundStringFragmentation::Quark_AntiQuark_lastSplitting",2785061,361634,5979,135569,8671,39
"all;g4run;libG4processes;G4WentzelOKandVIxSection::SetupParticle",1396913,0,5333,101670,0,0
"all;g4run;libG4processes;G4LorentzConvertor::backToTheLab@plt",4187092,1880224,4681,936975,8409,75
"all;g4run;libG4processes;G4CollisionInitialState::GetFinalState",0,186617,0,0,0,0
"all;g4run;libG4processes;G4CollisionOutput::addOutgoingNuclei",110923039,24338435,525310,16475112,321704,1793
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSection",53705790,14650808,150214,7539358,102073,941
"all;g4run;libG4processes;G4ChipsElasticModel::SampleInvariantT",62787442,13345686,188567,8953566,134136,930
"all;g4run;libG4processes;G4PhotonEvaporation::BreakUpChain",6978004,1296767,26405,386948,27353,115
"all;g4run;libG4processes;G4CascadeChannelTables::GetTable",150688683,36418729,490484,19371991,289223,2245
"all;g4run;libG4processes;G4ElectroVDNuclearModel::CalculateHadronicVertex",0,0,0,0,1492,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::SetVerboseLevel",12557580,2807086,65068,2103041,65172,191
"all;g4run;libG4processes;G4CascadeRecoilMaker::goodNucleus",21618082,7889613,149326,4195421,87320,614
"all;g4run;libG4processes;G4CollisionOutput::boostToLabFrame",46044122,8656969,299834,5803309,283531,1157
"all;g4run;libG4processes;G4WentzelVIModel::DefineMaterial",8368758,1983321,55138,744273,14771,121
"all;g4run;libG4processes;G4UrbanMscModel::SampleCosineTheta@plt",0,159615,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",0,171246,0,0,0,0
"all;g4run;libG4processes;G4BGGPionInelasticXS::FactorPiMinus",698459,673582,1633,110752,977,39
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getOutgoingParticleTypes",94187530,21788826,238948,14328861,157870,1310
"all;g4run;libG4processes;G4NeutronInelasticXS::GetIsoCrossSection",266511758,60620249,378711,35860588,270422,2987
"all;g4run;libG4processes;G4EmCaptureCascade::AddNewParticle",698379,185593,6859,100569,5476,18
"all;g4run;libG4processes;G4HadDecayGenerator::SetVerboseLevel",77461798,16770538,258462,11567076,161682,1545
"all;g4run;libG4processes;G4EquilibriumEvaporator::getPARLEVDEN@plt",0,0,0,0,1222,0
"all;g4run;libG4processes;G4FermiBreakUpVI::IsApplicable",0,0,8276,0,3665,0
"all;g4run;libG4processes;G4PhysicsVector::GetBin",238586773,55806143,515466,35815912,337010,3382
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getMultiplicity",64897979,18527793,241825,11202465,141320,1039
"all;g4run;libG4processes;G4CascadeChannelTables::instance@plt",21624467,4755225,69414,3501362,53314,247
"all;g4run;libG4processes;G4CascadeInterface::NoInteraction",1396916,0,0,0,0,0
"all;g4run;libG4processes;G4VLongitudinalStringDecay::FindParticle@plt",0,0,1688,0,0,0
"all;g4run;libG4processes;G4CollisionManager::RemoveTracksCollisions",0,0,2784,0,0,0
"all;g4run;libG4processes;G4Diproton::Definition",1396883,397597,14039,96010,11304,60
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirections",1394632,311549,1971,111058,4043,19
"all;g4run;libG4processes;G4InuclElementaryParticle::fill",49521986,15173861,141154,8316283,97420,709
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_default_append@plt",695016,0,10226,0,1494,0
"all;g4run;libG4processes;std::vector<CLHEP::HepLorentzVector, std::allocator<CLHEP::HepLorentzVector> >::_M_default_append",24417968,8401362,79405,5474155,67837,583
"all;g4run;libG4processes;G4CrossSectionInelastic::GetElementCrossSection",42568612,3708983,219563,3237573,147552,540
"all;g4run;libG4processes;G4FTFModel::GetWoundedNucleus",698391,0,2692,0,0,0
"all;g4run;libG4processes;G4EquilibriumEvaporator::deExcite",482896088,129558877,2495491,82674034,2047504,9976
"all;g4run;libG4processes;G4LorentzConvertor::reflectionNeeded",21627586,4143985,154116,2434029,120423,481
"all;g4run;libG4processes;G4Fancy3DNucleus::StartLoop",0,186774,0,0,0,0
"all;g4run;libG4processes;G4ChipsProtonElasticXS::GetQ2max",0,0,2589,0,1127,0
"all;g4run;libG4processes;G4PropagatorInField::ClearPropagatorState@plt",6283380,347185,19581,458564,4211,38
"all;g4run;libG4processes;G4InuclSpecialFunctions::G4cbrt@plt",0,179960,4322,0,1345,0
"all;g4run;libG4processes;G4BGGNucleonElasticXS::GetIsoCrossSection",4877644,1630721,23960,541467,10010,77
"all;g4run;libG4processes;G4LundStringFragmentation::Quark_Diquark_lastSplitting",698208,160787,11789,215197,6435,59
"all;g4run;libG4processes;G4LorentzConvertor::rotate@plt",697859,194958,0,235865,1421,0
"all;g4run;libG4processes;G4AntiNuclElastic::BesselJone",0,0,0,108329,0,0
"all;g4run;libG4processes;G4CollisionOutput::reset",363794202,78431321,1549275,52385238,965242,6652
"all;g4run;libG4processes;G4NucleiModel::passFermi",347432023,83186740,515789,48853199,337271,4524
"all;g4run;libG4processes;G4ComponentGGNuclNuclXsc::ComputeCoulombBarier@plt",698399,0,2524,0,1647,0
"all;g4run;libG4processes;G4NucleiModel::passTrailing",23021507,5281498,63682,2684352,50273,212
"all;g4run;libG4processes;G4XnpElastic::GetComponents",0,0,3005,0,0,0
"all;g4run;libG4processes;G4NuclearFermiDensity::GetRelativeDensity",697358,0,5009,110839,1515,0
"all;g4run;libG4processes;atan2@plt",1392871,157903,5136,597900,2474,38
"all;g4run;libG4processes;G4PionZero::Definition@plt",2094241,560300,1856,303904,8298,38
"all;g4run;libG4processes;G4ComponentAntiNuclNuclearXS::GetInelasticElementCrossSection",698418,654683,1974,328985,901,19
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes",0,204303,0,0,0,0
"all;g4run;libG4processes;G4VNuclearDensity::G4VNuclearDensity",698752,166627,0,0,0,0
"all;g4run;libG4processes;G4WentzelOKandVIxSection::SetupKinematic",6969614,1470588,40517,1303802,12514,155
"all;g4run;libG4processes;G4HadronBuilder::Barion",697611,0,1719,0,0,0
"all;g4run;libG4processes;G4AntiKaonZero::Definition@plt",4189287,651442,13353,692913,19172,116
"all;g4run;libG4processes;G4PhotonEvaporation::GenerateGamma",72520477,12032811,505146,7756985,404596,1329
"all;g4run;libG4processes;G4InuclSpecialFunctions::randomCOS_SIN",276987426,78865606,822483,51082147,569291,4111
"all;g4run;libG4processes;G4LundStringFragmentation::Sample4Momentum",0,0,0,193567,1654,0
"all;g4run;libG4processes;G4Fancy3DNucleus::Init",2793270,163726,8172,104806,5721,37
"all;g4run;libG4processes;G4CascadeCoalescence::fillCluster@plt",0,337052,3745,0,0,0
"all;g4run;libG4processes;G4CascadeInterface::clear@plt",0,0,0,0,1491,0
"all;g4run;libG4processes;G4NuclearShellModelDensity::G4NuclearShellModelDensity",0,0,0,0,1644,19
"all;g4run;libG4processes;G4TwoBodyAngularDist::setVerboseLevel",4885193,1282591,19233,1007956,8476,118
"all;g4run;libG4processes;G4VLongitudinalStringDecay::FindParticle",0,0,0,0,2635,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeGamNChannelData, G4PionNucSampler>::getCrossSection",0,0,2035,0,0,0
"all;g4run;libG4processes;G4GEMProbability::EmissionProbability",71164081,11441638,54925,5893257,35680,752
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::Configure",84429619,18166757,177961,13195578,66093,1300
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetIsoCrossSection",64195465,13868669,240559,7643358,182669,1004
"all;g4run;libG4processes;G4CascadeInterface::createTarget",10466139,1579388,68297,661565,67723,227
"all;g4run;libG4processes;G4NeutronInelasticXS::IsElementApplicable",10468443,3544175,43778,1748130,21823,154
"all;g4run;libG4processes;G4FermiFragmentsPoolVI::ClosestChannels",693649,197643,0,0,1419,38
"all;g4run;libG4processes;CLHEP::Hep3Vector::rotateUz@plt",696187,329687,1623,659965,1997,0
"all;g4run;libG4processes;G4WentzelVIModel::ComputeTransportXSectionPerVolume@plt",1395409,154929,4233,138663,1205,0
"all;g4run;libG4processes;G4FragmentingString::Mass",698396,0,1980,0,929,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::getMultiplicity",0,0,2648,106455,0,0
"all;g4run;libG4processes;G4PreCompoundProton::GetRj",0,357336,0,0,1520,0
"all;g4run;libG4processes;G4NavigationLevel::operator=@plt",20229998,6621718,77657,3350062,49527,484
"all;g4run;libG4processes;G4VLongitudinalStringDecay::CreatePartonPair",0,0,0,128877,1016,0
"all;g4run;libG4processes;G4CascadeInterface::retryInelasticNucleus@plt",695191,0,0,0,0,19
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscPDG",14656924,3393576,30560,2829739,16623,192
"all;g4run;libG4processes;G4HadFinalState::GetSecondary",50224608,12205527,264389,6253361,178699,1027
"all;g4run;libG4processes;G4PreCompoundFragment::CalcEmissionProbability",0,365173,1902,117200,0,0
"all;g4run;libG4processes;G4NucleonNuclearCrossSection::ComputeCrossSections@plt",0,0,2024,0,0,0
"all;g4run;libG4processes;G4PhotoNuclearCrossSection::GetElementCrossSection",104620927,18951613,310297,12513869,236185,1257
"all;g4run;libG4processes;G4RKPropagation::delete_EquationsAndMap",0,0,0,0,1430,0
