id,cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointS",223265993,317706529,127299074,4523215,58923913,2326921
"all;g4run;libG4geometry;G4Trap::operator=",20225367,25872336,9952595,560147,7067709,68578
"all;g4run;libG4geometry;G4ChordFinder::ApproxCurvePointV",63847066,97109269,39623577,1049512,18602799,226536
"all;g4run;libG4geometry;G4ConstRK4::~G4ConstRK4",0,0,386658,0,243026,0
"all;g4run;libG4geometry;0x0000000000194047",6977594,5123143,4098421,36599,2498041,0
"all;g4run;libG4geometry;G4Trap::SurfaceNormal",136023298,266185955,86122724,2528439,44122656,564390
"all;g4run;libG4geometry;std::vector<G4FieldManager*, std::allocator<G4FieldManager*> >::_M_realloc_insert<G4FieldManager* const&>",1018523743,1484649715,498418784,18945350,114009971,13604236
"all;g4run;libG4geometry;G4DisplacedSolid::SetObjectRotation",31394436,45431775,25322775,1203991,4580283,158924
"all;g4run;libG4geometry;0x0000000000159953",698443,0,0,0,333534,0
"all;g4run;libG4geometry;0x0000000000159955",696638,1024298,0,0,0,14739
"all;g4run;libG4geometry;0x000000000026fb75",31379289,33262968,13242486,617155,7378126,123243
"all;g4run;libG4geometry;G4ModifiedMidpoint::DoStep",75342785,99836676,32526641,1802145,6923454,298514
"all;g4run;libG4geometry;G4HelixSimpleRunge::~G4HelixSimpleRunge@plt",17450836,30251115,8065865,241814,2199302,153435
"all;g4run;libG4geometry;G4PolyconeSide::FindLineIntersect",2093792,1957722,375923,44534,473749,0
"all;g4run;libG4geometry;0x000000000026fb79",0,0,0,13011,0,0
"all;g4run;libG4geometry;G4Tubs::StreamInfo",184168986,277783262,105067967,5501262,57961473,634659
"all;g4run;libG4geometry;0x000000000018353b",0,0,0,0,0,2248
"all;g4run;libG4geometry;G4VIntersectionLocator::LocateGlobalPointWithinVolumeAndCheck",166768999,205449820,100733257,4291501,43913826,654183
"all;g4run;libG4geometry;G4Trap::CheckParameters",0,2444019,753072,0,221848,8960
"all;g4run;libG4geometry;__cxa_atexit@plt",73964230,79397967,33097509,873616,15774148,280341
"all;g4run;libG4geometry;G4CrystalUnitCell::GetBasis@plt",698442,0,0,0,0,0
"all;g4run;libG4geometry;field_utils::relativeError@plt",299994806,449059387,134466573,6314283,65197865,1529107
"all;g4run;libG4geometry;0x000000000018726e",2094955,9711153,1070902,90600,670009,4422
"all;g4run;libG4geometry;G4Tubs::Clone",1396628,2967752,737409,0,259813,3976
"all;g4run;libG4geometry;G4DisplacedSolid::G4DisplacedSolid",36983820,76160860,23670356,437199,12044634,39870
"all;g4run;libG4geometry;0x000000000019404d",698416,0,0,0,0,0
"all;g4run;libG4geometry;G4PolyPhiFace::Intersect",143010480,239386511,68053580,2504766,15838939,201496
"all;g4run;libG4geometry;G4FieldTrack::SetChargeAndMoments",175113161,248282264,76533286,2934499,18259420,1320173
"all;g4run;libG4geometry;G4PolyconeSide::G4PolyconeSide",64198756,100126422,29423813,1273504,19714972,142885
"all;g4run;libG4geometry;G4VCSGfaceted::DistanceToIn@plt",14650535,21813255,9144663,396643,4071935,87757
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4DormandPrince745>::ComputeNewStepSize",551246024,832896825,292286454,8320305,103274715,2384479
"all;g4run;libG4geometry;0x000000000015995e",0,0,367752,0,0,0
"all;g4run;libG4geometry;G4Box::DistanceToIn",21632588,34809165,12896999,152275,7089580,22403
"all;g4run;libG4geometry;0x00000000001870c8",2793186,5538805,1415745,56172,0,4485
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVDivision",534051470,735054232,271602623,11637388,124553650,3283458
"all;g4run;libG4geometry;0x00000000001c1d77",1396882,1118950,0,31210,0,4604
"all;g4run;libG4geometry;G4Tubs::DistanceToOut",532374142,768752419,271979255,14333448,103582032,1365432
"all;g4run;libG4geometry;0x00000000001823df",0,2113478,353046,0,361475,5569
"all;g4run;libG4geometry;G4CutTubs::SurfaceNormal",698416,2392637,849129,0,217431,5001
"all;g4run;libG4geometry;G4Trd::CheckParameters",0,0,383259,0,0,0
"all;g4run;libG4geometry;G4Tubs::CreatePolyhedron",698324,992556,748772,88114,271355,9870
"all;g4run;libG4geometry;std::_Rb_tree<double, std::pair<double const, double>, std::_Select1st<std::pair<double const, double> >, std::less<double>, std::allocator<std::pair<double const, double> > >::_M_get_insert_unique_pos@plt",0,0,367932,0,0,0
"all;g4run;libG4geometry;G4PolyPhiFace::Between",54415293,87581173,24042180,754140,6831986,63195
"all;g4run;libG4geometry;G4PolyconeSide::CalculateExtent",2344634527,3428068193,1217381876,52843879,572974915,17239304
"all;g4run;libG4geometry;0x00000000001870cd",1393861,3285641,0,63865,397064,4495
"all;g4run;libG4geometry;G4LogicalSkinSurface::G4LogicalSkinSurface",84437736,132676846,43663348,1978237,29421814,380422
"all;g4run;libG4geometry;G4LogicalBorderSurface::GetSurface",1315854680,1843748308,675789068,28690249,358724284,6208420
"all;g4run;libG4geometry;0x00000000001fe9bf",0,3359006,699088,45349,0,8978
"all;g4run;libG4geometry;_G4cerr_p@plt",34193157,41344348,17940075,795090,7446232,140156
"all;g4run;libG4geometry;G4EnclosingCylinder::ShouldMiss@plt",0,0,0,0,0,10896
"all;g4run;libG4geometry;G4Tubs::GetPointOnSurface",11868699,13390369,6979207,191472,3520829,35449
"all;g4run;libG4geometry;G4BrentLocator::EstimateIntersectionPoint",56500363,68886465,34546519,1255776,18469584,344551
"all;g4run;libG4geometry;G4PolyPhiFace::Triangulate",756987402,1193222039,381216794,14300310,146818336,3282614
"all;g4run;libG4geometry;0x00000000001fe69d",23731940,36031351,12454216,424086,2383203,26160
"all;g4run;libG4geometry;G4SubtractionSolid::GetCubicVolume",31386955,54279990,11005637,531165,3160480,49261
"all;g4run;libG4geometry;0x0000000000103d6a",698336,1000751,1497784,14853,534626,0
"all;g4run;libG4geometry;0x0000000000103d6e",20235985,34242003,8183889,192314,4625370,80793
"all;g4run;libG4geometry;std::vector<G4LogicalVolume*, std::allocator<G4LogicalVolume*> >::_M_realloc_insert<G4LogicalVolume*>",4870932388,7149927027,2612128131,116295208,1071950238,31028120
"all;g4run;libG4geometry;G4Trap::G4Trap",26501814,47912932,16833170,519436,8374286,257990
"all;g4run;libG4geometry;G4LogicalBorderSurface::DumpInfo",350989818,525968996,188570251,7913709,94158200,1398499
"all;g4run;libG4geometry;G4Navigator::RestoreSavedState@plt",697888,1059222,1087475,16480,646415,0
"all;g4run;libG4geometry;G4PropagatorInField::ComputeStep",4961000682,7197171331,2550780166,112151705,678338305,33567827
"all;g4run;libG4geometry;G4PolyconeSide::DistanceAway",127709818,212381863,74662809,3286648,34675118,1144836
"all;g4run;libG4geometry;memset@plt",1393941,962792,0,0,0,28997
"all;g4run;libG4geometry;std::_Rb_tree_decrement@plt",14646365,34891863,6908869,497891,5015325,68897
"all;g4run;libG4geometry;0x00000000002122aa",3489977,7592451,0,21402,0,6909
"all;g4run;libG4geometry;G4MultiNavigator::ComputeSafety",2789164,8067622,2521515,99482,1154338,16160
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4DormandPrince745>::GetDerivatives@plt",113045146,172861729,58750097,1907293,32412860,366776
"all;g4run;libG4geometry;0x000000000015c75e",1395585,0,369538,0,170365,9613
"all;g4run;libG4geometry;0x00000000002122af",1396259,0,351158,0,0,0
"all;g4run;libG4geometry;G4PolyPhiFace::EarInit",124901416,157016264,54430737,2717840,19985763,557799
"all;g4run;libG4geometry;G4PolyPhiFace::InCone",5680898342,8872071519,2915760342,124384624,1103732249,24943356
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > > >::_M_emplace_unique<std::pair<G4String, std::vector<G4VSolid*, std::allocator<G4VSolid*> > > >",2711650992,4174810871,1438555190,67788584,686194602,10614685
"all;g4run;libG4geometry;aTouchableHistoryAllocator@plt",698245,932582,366139,66692,523150,14023
"all;g4run;libG4geometry;G4Cons::DistanceToIn",36275285,51863642,19739143,1017344,10842454,191657
"all;g4run;libG4geometry;0x0000000000255317",1394197,0,390081,0,301094,0
"all;g4run;libG4geometry;G4PolyPhiFace::Diagonalie",332098821,583876842,149234437,7215772,44700912,573062
"all;g4run;libG4geometry;0x0000000000207b08",697193,0,0,14135,0,0
"all;g4run;libG4geometry;0x00000000001c9a68",7673631,8067406,3649210,95540,1017191,11102
"all;g4run;libG4geometry;G4BooleanSolid::GetListOfPrimitives",15344063,22455428,10289047,569126,3894302,70354
"all;g4run;libG4geometry;G4BooleanSolid::GetConstituentSolid",48831461,73896062,19884921,1133528,13819590,128301
"all;g4run;libG4geometry;G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",1818947306,2598451224,965924373,44746093,266261233,9822079
"all;g4run;libG4geometry;G4Cons::G4Cons",1393282,914253,0,14055,0,8523
"all;g4run;libG4geometry;0x00000000001c1e9a",0,0,0,0,418992,19899
"all;g4run;libG4geometry;G4ReflectedSolid::~G4ReflectedSolid",1392716,4089813,380137,24733,0,0
"all;g4run;libG4geometry;G4Paraboloid::G4Paraboloid",3484424,4510319,1534391,60756,432857,0
"all;g4run;libG4geometry;G4Torus::SurfaceNormal",698471,0,393582,26158,408047,0
"all;g4run;libG4geometry;G4Mag_SpinEqRhs::EvaluateRhsGivenB",694187,1899777,365807,58186,411421,95344
"all;g4run;libG4geometry;G4VIntersectionLocator::GetSurfaceNormal@plt",33228294,42163304,19982055,645294,5324339,144930
"all;g4run;libG4geometry;G4Trap::ApproxSurfaceNormal",5572952,5282752,4633211,115667,1944663,34664
"all;g4run;libG4geometry;G4VoxelSafety::SafetyForVoxelHeader",3168648461,4661205461,1806795853,88013298,974059072,10442397
"all;g4run;libG4geometry;G4NormalNavigation::ComputeStep@plt",47811611,54392683,23040032,564417,8173580,296930
"all;g4run;libG4geometry;G4FSALBogackiShampine45::G4FSALBogackiShampine45@plt",12562373,15198249,7735315,719244,2923740,27145
"all;g4run;libG4geometry;G4FieldManagerStore::DeRegister",557454003,904944962,273998765,9550314,64641140,7835640
"all;g4run;libG4geometry;0x000000000025531b",697901,1123071,0,0,0,0
"all;g4run;libG4geometry;G4CutTubs::DistanceToIn",0,991015,0,0,0,0
"all;g4run;libG4geometry;0x00000000001c9a6c",65605295,70355283,28668850,933601,9529906,200938
"all;g4run;libG4geometry;aNavigHistoryAllocator",505979146,771513454,259226711,7589363,139421456,4826339
"all;g4run;libG4geometry;G4Navigator::CheckOverlapsIterative",290272137,406033022,154029535,5847895,70587475,5787586
"all;g4run;libG4geometry;G4VPhysicalVolume::GetTranslation@plt",26526366,30027010,14654886,718315,8021428,78610
"all;g4run;libG4geometry;G4Tubs::G4Tubs",23030243,42116194,9874084,448628,7813852,84627
"all;g4run;libG4geometry;G4LogicalBorderSurface::~G4LogicalBorderSurface",106038055,142503869,58472324,2833331,26826894,1130238
"all;g4run;libG4geometry;G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize",1136345342,1651154309,575775504,27011786,135913252,9767267
"all;g4run;libG4geometry;G4UnionSolid::DistanceToIn",0,0,351188,13600,0,0
"all;g4run;libG4geometry;0x00000000001c22d7",0,0,0,21990,203801,0
"all;g4run;libG4geometry;G4UnionSolid::DistanceToOut",43955676,62402886,26146036,792334,4948818,81358
"all;g4run;libG4geometry;G4BooleanSolid::GetPolyhedron",6975191,16464160,2241271,143294,2324753,50276
"all;g4run;libG4geometry;G4MagneticField::operator=",204932986,308782695,96811305,3829312,35773023,912740
"all;g4run;libG4geometry;G4LogicalCrystalVolume::G4LogicalCrystalVolume",148591052,204942347,79581026,3906142,19466164,1915618
"all;g4run;libG4geometry;0x00000000001ca1ae",0,0,730752,0,111972,0
"all;g4run;libG4geometry;G4Trap::GetVertices",698362,2186095,1159896,60492,453396,9257
"all;g4run;libG4geometry;0x00000000001c9e15",9072076,9260389,4405018,197119,2644326,56490
"all;g4run;libG4geometry;G4NormalNavigation::~G4NormalNavigation",18849123,32199131,10949077,296379,3728895,75122
"all;g4run;libG4geometry;0x0000000000181669",1396721,4386347,1489982,16322,118236,17334
"all;g4run;libG4geometry;0x00000000001c9e19",698285,1048658,0,0,0,0
"all;g4run;libG4geometry;std::_Rb_tree<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*>, std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*>, std::_Select1st<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> >, std::less<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> >, std::allocator<std::pair<std::pair<G4VPhysicalVolume const*, G4VPhysicalVolume const*> const, G4LogicalBorderSurface*> > >::_M_erase",339104825,548987374,186320668,7413219,101695910,2303284
"all;g4run;libG4geometry;0x000000000016159b",3483748,2228124,352167,13730,350375,18060
"all;g4run;libG4geometry;G4LogicalSurface::G4LogicalSurface",1155628088,1711041558,622291157,18234196,294771613,7118940
"all;g4run;libG4geometry;G4ReflectionFactory::Place",801772431,1307925141,449234680,17695114,239317518,4063434
"all;g4run;libG4geometry;0x0000000000103cea",698375,0,0,0,0,0
"all;g4run;libG4geometry;0x00000000001fe2cd",0,1033063,345480,0,0,0
"all;g4run;libG4geometry;G4NormalNavigation::ComputeSafety",195339150,276998144,94597128,3822936,30591401,989277
"all;g4run;libG4geometry;0x0000000000103cef",188390474,241314647,96945061,3234326,33453828,517756
"all;g4run;libG4geometry;G4MagneticField::~G4MagneticField",30696949,38198899,21787105,803697,5530706,156135
"all;g4run;libG4geometry;G4ReflectionFactory::ReflectPVReplica",207555921,354303192,119325020,5456415,64471050,1986906
"all;g4run;libG4geometry;0x00000000000db3a8",0,0,0,26074,0,0
"all;g4run;libG4geometry;G4Tubs::ApproxSurfaceNormal",246289134,407734562,135782701,6132957,71186967,973446
"all;g4run;libG4geometry;0x000000000018166d",6973756,14519056,3692355,135045,3777446,4839
"all;g4run;libG4geometry;G4LogicalSkinSurface::DumpInfo",2667232216,4280248722,1404282674,62900539,769890773,10538130
"all;g4run;libG4geometry;0x00000000001c9e1e",11861367,13095385,6544751,282498,3406396,77372
"all;g4run;libG4geometry;std::_Rb_tree<G4String, std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > >, std::_Select1st<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > >, std::less<G4String>, std::allocator<std::pair<G4String const, std::vector<G4VPhysicalVolume*, std::allocator<G4VPhysicalVolume*> > > > >::find",8362206,17365693,3425735,130937,2315486,14066
"all;g4run;libG4geometry;G4Torus::ApproxSurfaceNormal",1396719,929095,0,0,0,2528
"all;g4run;libG4geometry;G4BooleanSolid::StackPolyhedron",254641449,376311684,135125754,3006554,59930647,853219
"all;g4run;libG4geometry;G4ClassicalRK4::G4ClassicalRK4",698445,1135184,383319,0,558628,0
"all;g4run;libG4geometry;G4Tubs::SurfaceNormal",1257312345,1944040810,694244828,31133977,328570957,5091373
"all;g4run;libG4geometry;0x0000000000103d38",155552886,234387329,84823408,2239483,28619641,441643
"all;g4run;libG4geometry;G4ReflectedSolid::GetCubicVolume",0,0,0,20118,215485,0
"all;g4run;libG4geometry;G4EllipticalTube::~G4EllipticalTube@plt",11164928,13905440,5303383,151481,1340982,38814
"all;g4run;libG4geometry;G4MultiUnion::DistanceToInCandidates",0,1148870,0,0,0,0
"all;g4run;libG4geometry;G4VoxelNavigation::LevelLocate",918931611,1363118304,499543979,24796488,265160949,3161262
"all;g4run;libG4geometry;G4UIcmdWithADoubleAndUnit::SetDefaultUnit@plt",4885004,4236311,1446438,98188,575135,0
"all;g4run;libG4geometry;0x000000000016167d",16033905,19839197,7285931,393364,3153342,66427
"all;g4run;libG4geometry;G4SafetyHelper::InitialiseHelper@plt",6975349,8113584,2911576,153026,2452780,58960
"all;g4run;libG4geometry;0x00000000001f840f",9071582,6584059,1839726,59219,2227011,15874
"all;g4run;libG4geometry;G4MagErrorStepper::~G4MagErrorStepper",0,0,365488,0,0,0
"all;g4run;libG4geometry;0x00000000000f7287",5581588,1999083,732898,113162,592529,56595
"all;g4run;libG4geometry;0x00000000001c23ba",695586,0,0,0,143016,0
"all;g4run;libG4geometry;G4PolyhedraSide::DistanceToOneSide",19543135,37628549,10962580,326222,2834280,46133
"all;g4run;libG4geometry;G4ConstRK4::DistChord",0,0,1154974,0,0,0
"all;g4run;libG4geometry;0x0000000000212269",0,1064512,0,0,0,0
"all;g4run;libG4geometry;0x00000000001925fa",1396152,2147826,352191,13041,183191,0
"all;g4run;libG4geometry;G4LogicalVolume::~G4LogicalVolume",507236473,708829279,279621937,9554046,114304729,5280391
"all;g4run;libG4geometry;G4PolyhedraSide::Distance",1113697904,1766392491,517128256,20277209,156511038,2369580
"all;g4run;libG4geometry;0x00000000001925fe",0,1084906,0,0,115611,0
"all;g4run;libG4geometry;G4PolyhedraSide::CopyStuff@plt",9075097,7174017,3669227,87886,675668,15865
"all;g4run;libG4geometry;G4RegularNavigation::ComputeStepSkippingEqualMaterials",2299072957,2993414237,1198388640,30747687,349732942,17069269
"all;g4run;libG4geometry;G4ClassicalRK4::DumbStepper",698469,4597953,1920570,66526,794699,0
"all;g4run;libG4geometry;0x00000000002705de",0,0,0,0,0,4310
"all;g4run;libG4geometry;0x000000000027089d",13261687,23751071,5134958,184838,3349408,35952
"all;g4run;libG4geometry;G4MagneticField::G4MagneticField",398414948,571327347,208201837,6961977,66687705,1411763
"all;g4run;libG4geometry;G4VIntersectionLocator::ReportProgress",1395668,9348863,3108380,127728,791130,28179
"all;g4run;libG4geometry;G4NormalNavigation::G4NormalNavigation",569969782,885016568,288971344,13402762,122390908,2681727
"all;g4run;libG4geometry;G4LogicalSkinSurface::~G4LogicalSkinSurface",418676774,673646399,229161716,9251743,109194204,2693944
"all;g4run;libCLHEP-2",,,,,,
"all;g4run;libCLHEP-2;__tls_get_addr@plt",56508297,60868451,17901910,1277554,8854114,255564
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateZ",60698803,135645734,40056795,823647,22913370,206342
"all;g4run;libCLHEP-2;CLHEP::RandGaussQ::transformQuick",1481341950,1994548011,759682518,22064974,345778499,10801365
"all;g4run;libCLHEP-2;HepGeom::operator*",3490206,995962,1175980,110987,387316,8910
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::rotateUz",1501555707,2477133780,768668132,26189918,361746090,9922948
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::rapidity",0,969312,0,13213,346878,10818
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator/=",698457,1027327,0,153435,333705,9255
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma@plt",1396858,0,0,0,199753,7342
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::set",3486311,3329207,1473945,136894,1004131,39762
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU",820592798,1235802559,450571773,19630014,177639425,5040951
"all;g4run;libCLHEP-2;CLHEP::HepRotation::set",0,0,0,0,0,18818
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator/=",0,1221365,0,0,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::findBoostToCM",1396640,0,0,0,139074,0
"all;g4run;libCLHEP-2;CLHEP::operator/",77445805,91506989,36717208,3882994,6440759,1485103
"all;g4run;libCLHEP-2;CLHEP::(anonymous namespace)::theDefaults",2350764390,3509711983,1178977770,62122556,354646110,14941405
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate@plt",109531189,156333104,60272813,1321751,28600916,719555
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::MULWU@plt",120029496,144894601,62486302,2393619,22725011,623872
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::iterate",7385648791,10413845897,3857177619,175754987,1520463671,41103958
"all;g4run;libCLHEP-2;CLHEP::HepRotation::rotate",0,0,0,0,0,4607
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::transform",0,0,0,0,131579,0
"all;g4run;libCLHEP-2;CLHEP::HepRandom::getTheEngine",1199446238,1876953095,615370882,30632576,174690269,8715279
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate",2414267009,3483338923,1241506561,59191705,413186359,14597281
"all;g4run;libCLHEP-2;CLHEP::RandFlat::shootArray",695706,0,370212,0,0,0
"all;g4run;libCLHEP-2;sincos@plt",698389,0,0,57233,0,4082
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boost",3534092528,5785486424,1758532321,195214141,390580924,17492813
"all;g4run;libCLHEP-2;log@plt",0,0,0,29611,0,0
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::operator*=",0,1095528,1861514,123403,1058930,35070
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd@plt",90017458,112725582,47495678,1546547,19762197,355998
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::modadd",764731729,1109287558,397490386,17923373,147660429,4294404
"all;g4run;libCLHEP-2;CLHEP::RandGamma::shoot",698340,0,408568,0,0,8408
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::generate@plt",20928893,44978108,13122318,298368,5521360,178066
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::setSpherical",133274411,202379974,83261898,11492082,11845227,1126374
"all;g4run;libCLHEP-2;CLHEP::Hep3Vector::operator*=",180052678,280410243,92621358,4871092,41838619,631643
"all;g4run;libCLHEP-2;CLHEP::MixMaxRng::flatArray",865261633,1224515368,490829721,13457829,243676937,5018807
"all;g4run;libCLHEP-2;CLHEP::RandGamma::genGamma",4183482,5292816,2985864,153547,1414646,7732
"all;g4run;libCLHEP-2;CLHEP::HepLorentzRotation::rotateY",58608201,133972774,40966701,1091628,23067755,294760
"all;g4run;libCLHEP-2;CLHEP::HepLorentzVector::boostVector",1097615669,1937916514,573480550,65320297,149264936,5951419
"all;g4run;libG4error_propagation",,,,,,
"all;g4run;libG4error_propagation;std::vector<int, std::allocator<int> >::_M_default_append",692250,0,0,0,0,7056
"all;g4run;libpythia8",,,,,,
"all;g4run;libpythia8;std::vector<int, std::allocator<int> >::reserve",5583017,9342445,734447,296025,225519,87946
"all;g4run;libm",,,,,,
"all;g4run;libm;with_errno",1393604,3151875,1499539,99113,340254,164597
"all;g4run;libm;hypot@@GLIBC_2.35",2094034,1878533,0,27782,285273,8352
"all;g4run;libm;__sin_fma",334916898,537265528,187459927,3370546,101590051,1382281
"all;g4run;libm;__ieee754_acos_fma",598675214,894471670,399997921,88190567,121634960,3689699
"all;g4run;libm;__tan_fma",695453,1016847,368955,42309,171545,10194
"all;g4run;libm;__strtod_nan@plt",46755237,64933728,22071798,1141396,7324365,127168
"all;g4run;libm;pow@@GLIBC_2.29",98390488,164129098,62845046,1877552,43973086,654576
"all;g4run;libm;__atan2",1180586776,1872343608,570135240,20826389,226896852,4411502
"all;g4run;libm;__sqrt_finite@GLIBC_2.15",698409,0,0,0,143876,0
"all;g4run;libm;__acos",143705364,170174268,79742830,12510718,35253753,1173061
"all;g4run;libm;__ieee754_exp_fma",146515152,168392913,90297955,4594585,24433864,5499415
"all;g4run;libm;__ieee754_pow_fma",810657281,1746795805,475124266,13645090,374412801,4207379
"all;g4run;libm;__ieee754_log_fma",288147661,453025361,140801591,6276581,65149149,5788709
"all;g4run;libm;@plt",0,1093261,0,0,0,0
"all;g4run;libm;exp@@GLIBC_2.29",72535052,86348746,32514771,1774369,19661708,1615737
"all;g4run;libm;__ieee754_atan2_fma",10177066196,16645012078,5052921841,188593152,2039358157,35576995
"all;g4run;libm;__math_check_uflow",1395450,1006498,738344,46557,0,62548
"all;g4run;libm;xflow",3490875,1197861,2975941,184916,0,99239
"all;g4run;libm;__math_uflow",3484929,3267019,1471174,190639,192047,308223
"all;g4run;libm;log@@GLIBC_2.29",29312227,31670231,17200848,1132074,4130346,2306842
"all;g4run;libm;__atan_fma",695077,0,366965,13464,175132,4730
"all;g4run;libm;__expm1",698347,0,0,0,0,0
"all;g4run;libm;__sincos",8732774265,13460170707,4564414270,271291043,1766904362,41473908
"all;g4run;libQt5Qml",,,,,,
"all;g4run;libQt5Qml;std::vector<double, std::allocator<double> >::reserve",60013640,89889959,33053082,2681856,12673356,405107
"all;g4run;ld-linux-x86-64",,,,,,
"all;g4run;ld-linux-x86-64;__tls_get_addr",8271624398,12367090052,4280510605,200127806,1680689878,59125268
"all;g4run;libG4processes",,,,,,
"all;g4run;libG4processes;0x00000000008388a5",0,0,0,0,0,3632
"all;g4run;libG4processes;0x0000000000833f69",698454,2073699,0,0,0,0
"all;g4run;libG4processes;0x00000000008af3e5",0,970489,367034,13173,450977,8974
"all;g4run;libG4processes;G4DiffuseElasticV2::~G4DiffuseElasticV2@plt",30683410,52840136,14247662,884127,11249091,106800
"all;g4run;libG4processes;G4EMDissociationSpectrum::GetGeneralE1Spectrum",697834,992825,0,0,0,0
"all;g4run;libG4processes;std::vector<std::function<void ()>, std::allocator<std::function<void ()> > >::_M_realloc_insert<G4ThreadLocalSingleton<G4LossTableManager>::G4ThreadLocalSingleton()::{lambda()#1}>",23033256,35428788,15792235,718262,2656913,159052
"all;g4run;libG4processes;G4ChipsKaonPlusElasticXS::GetTabValues",260939182,533282787,145301342,4101465,74728668,4236431
"all;g4run;libG4processes;G4HadronicAbsorptionBertini::~G4HadronicAbsorptionBertini",0,0,0,0,127860,0
"all;g4run;libG4processes;0x0000000000b3f93a",0,0,388185,0,353313,3640
"all;g4run;libG4processes;0x0000000000b3f97c",698335,0,364480,21118,0,28823
"all;g4run;libG4processes;G4EmExtraParameters::ActivateSecondaryBiasing",82330706,127216532,36462260,1470164,8944841,526881
"all;g4run;libG4processes;G4hIonisation::~G4hIonisation",0,0,0,18574,0,3607
"all;g4run;libG4processes;G4ComponentGGHadronNucleusXsc::ComputeCrossSections",0,0,0,0,0,22103
"all;g4run;libG4processes;0x0000000000380f10",0,0,390757,0,0,16247
"all;g4run;libG4processes;0x0000000000b3f93e",13265547,41143686,8520105,216045,11051940,38729
"all;g4run;libG4processes;G4AngularDistributionPP::Phi",698458,0,0,0,0,0
"all;g4run;libG4processes;G4ElNeutrinoNucleusTotXsc::GetIsoCrossSection",2793085,3074236,407036,65038,0,21256
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeParametrizedXSectionPerAtom@plt",5585487,4094867,4016560,75987,698762,265191
"all;g4run;libG4processes;0x0000000000a1abde",0,0,0,0,0,9210
"all;g4run;libG4processes;0x0000000000a45da4",2092867,1045365,735986,0,519189,76668
"all;g4run;libG4processes;G4NuclNuclDiffuseElastic::AmplitudeSim",15355335,24250909,9385853,769398,4382464,361626
"all;g4run;libG4processes;G4QGSParticipants::CreateStrings@plt",0,0,0,0,0,8135
"all;g4run;libG4processes;G4BetheBlochModel::CrossSectionPerVolume",695592,0,0,28438,399425,0
"all;g4run;libG4processes;G4KineticTrack::Decay",1396782,1026294,787292,156061,429092,36927
"all;g4run;libG4processes;0x000000000096ef2a",0,0,0,0,126999,0
"all;g4run;libG4processes;G4fissionEvent::G4fissionEvent",10467599,18451306,4525009,431384,3457531,9832
"all;g4run;libG4processes;G4CascadeCheckBalance::ekinOkay",45351002,80045116,31646351,1657034,4359126,2043023
