id,cycles,instructions,ic_fetch_stall_ic_stall_any,ic_fetch_stall_ic_stall_dq_empty,ic_fetch_stall_ic_stall_back_pressure,ic_cache_fill_sys
"all;g4run;libG4processes;0x0000000000a1190f",2793660,4175624,2206383,164016,232800,20815
"all;g4run;libG4processes;0x00000000008b6d17",14660970,18023318,8794871,286224,4088232,307952
"all;g4run;libG4processes;G4CascadeInterpolator<30>::printBins@plt",15335764,18575407,5851556,165694,2959191,60935
"all;g4run;libG4processes;G4RKFieldIntegrator::GetPionPotential",0,0,1094037,0,1025033,0
"all;g4run;libG4processes;std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::~vector",293753734,548910487,149190003,13911348,57423692,1038377
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache@plt",1396630,0,0,23494,0,33201
"all;g4run;libG4processes;G4SingleDiffractiveExcitation::ExciteParticipants",4886773,13518530,2228757,70581,2410075,10875
"all;g4run;libG4processes;G4Cache<G4LossTableManager*>::~G4Cache",19545372,32162282,15448643,707786,2063833,201655
"all;g4run;libG4processes;G4SeltzerBergerModel::FindDirectoryPath",80244759,115004635,37886972,874199,16661957,576527
"all;g4run;libG4processes;G4MuonMinusAtomicCapture::PreparePhysicsTable",696715,3968154,735011,0,890647,0
"all;g4run;libG4processes;G4ScoreSplittingProcess::StartTracking",183564258,206556487,91977802,3571940,33969840,1764168
"all;g4run;libG4processes;G4ScreeningMottCrossSection::GetScatteringAngle",102572858,141630119,50620218,1094844,23372258,759451
"all;g4run;libG4processes;0x0000000000833dba",0,1025072,1452568,0,0,0
"all;g4run;libG4processes;G4BinaryCascade::UpdateTracksAndCollisions",2789048,982289,1895915,118950,454657,75695
"all;g4run;libG4processes;0x000000000037e9b0",0,1010314,0,17197,138119,0
"all;g4run;libG4processes;G4InuclParticleNames::nameLong",0,1031791,0,0,0,0
"all;g4run;libG4processes;0x0000000000f12bb1",697234,0,0,0,0,0
"all;g4run;libG4processes;G4EMDissociationCrossSection::GetWilsonProbabilityForProtonDissociation",0,998813,0,9530,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusNChannelData, G4KaonSampler>::printTable",1396764,0,0,0,0,0
"all;g4run;libG4processes;G4eBremsstrahlungRelModel::ComputeScreeningFunctions",4884121,3065614,1097817,178369,250423,14983
"all;g4run;libG4processes;non-virtual thunk to G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::~G4CascadeFunctions()",698392,1085771,1082413,64151,238659,0
"all;g4run;libG4processes;0x00000000009d333d",0,0,366153,0,0,3966
"all;g4run;libG4processes;G4Radioactivation::CalculateChainsFromParent",5579738,13469000,5882135,1143518,923086,109890
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonQ2",9059625,14607761,7816870,118333,3887110,17892
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeLPMfunctions",1597241302,2202044571,804109573,43125072,145492303,9034979
"all;g4run;libG4processes;0x000000000083fd17",2090038,0,0,12774,388427,11990
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::~G4CascadeData",2094708,4298265,0,26871,0,6584
"all;g4run;libG4processes;std::vector<G4SBBremTable::STPoint, std::allocator<G4SBBremTable::STPoint> >::_M_default_append",18846696,31773461,11120306,286395,5319023,197834
"all;g4run;libG4processes;std::vector<G4Fragment, std::allocator<G4Fragment> >::operator=",27907563,21932475,10966173,1198907,2661463,1072362
"all;g4run;libG4processes;G4PhysicsTableHelper::PreparePhysicsTable@plt",118514112,178229050,68262233,3327717,25331020,1691682
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeCrossSectionPerAtom",88632998,132367751,40288100,2194999,11797450,409270
"all;g4run;libG4processes;std::_Rb_tree<G4Track*, std::pair<G4Track* const, bool>, std::_Select1st<std::pair<G4Track* const, bool> >, std::less<G4Track*>, std::allocator<std::pair<G4Track* const, bool> > >::_M_get_insert_unique_pos@plt",4888122,8447884,1106289,215252,215918,27696
"all;g4run;libG4processes;G4ScreeningMottCrossSection::FormFactor2UniformHelm",102583597,176148110,53911506,2648686,25004255,260647
"all;g4run;libG4processes;G4HadPhaseSpaceGenbod::Initialize",45344320,39024895,22504946,1694992,4295076,1501212
"all;g4run;libG4processes;G4SeltzerBergerModel::SampleEnergyTransfer",18847717,19924343,9563486,199750,2985122,201730
"all;g4run;libG4processes;0x0000000000a494dc",0,1016525,0,0,0,0
"all;g4run;libG4processes;G4CascadeChannelTables::G4CascadeChannelTables",2090867,2194001,1460771,52563,129467,57012
"all;g4run;libG4processes;G4LundStringFragmentation::Loop_toFragmentString",4188602,5099467,1161857,228887,1084080,73316
"all;g4run;libG4processes;G4LivermoreBremsstrahlungModel::InitialiseForElement",85825977,110960989,40547506,2465062,16856632,555064
"all;g4run;libG4processes;G4ENDFTapeRead::G4GetNumberOfEnergyGroups@plt",694603,2745129,323384,0,248682,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetEquivalentPhotonEnergy",14649372,17643468,14278284,250286,6515038,12889
"all;g4run;libG4processes;0x000000000083492a",27908783,38341216,15587705,211780,7498896,123940
"all;g4run;libG4processes;G4LossTableManager::BuildPhysicsTable",6980643,10138670,2598735,181096,1385009,46350
"all;g4run;libG4processes;G4FTFModel::ComputeNucleusProperties",0,0,0,0,0,3665
"all;g4run;libG4processes;0x0000000000a028af",2092967,3218868,364876,27377,124090,38254
"all;g4run;libG4processes;0x000000000083f528",0,0,0,0,115964,0
"all;g4run;libG4processes;G4VEnergyLossProcess::BuildLambdaTable@plt",0,0,361004,0,0,0
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeDXSectionPerAtom@plt",35584546,66674597,13852553,557620,4273784,221361
"all;g4run;libG4processes;0x000000000037e030",2094867,2179110,739722,22796,901046,0
"all;g4run;libG4processes;G4InuclNuclei::setExitationEnergy",550032295,718125770,290318319,25582327,105926750,2310150
"all;g4run;libG4processes;G4LorentzConvertor::backToTheLab",0,1085275,0,0,0,26140
"all;g4run;libG4processes;G4RToEConvForPositron::~G4RToEConvForPositron",0,1119691,0,13306,177171,13942
"all;g4run;libG4processes;G4NucleiModel::zoneIntegralGaussian",90713568,103425009,41042881,5018651,3547823,1002016
"all;g4run;libG4processes;0x0000000000ab2a5f",0,0,0,17187,0,0
"all;g4run;libG4processes;0x0000000000e4dafd",698394,0,0,26729,0,0
"all;g4run;libG4processes;G4DNARPWBAIonisationModel::Initialise",2094605,986949,402625,12998,126293,3786
"all;g4run;libG4processes;G4ASTARStopping::Initialise",0,2057011,1096713,0,773195,8399
"all;g4run;libG4processes;G4VAtomDeexcitation::InitialiseAtomicDeexcitation@plt",690682,0,0,0,0,4118
"all;g4run;libG4processes;0x00000000008aece1",698389,1067732,0,14110,0,0
"all;g4run;libG4processes;0x000000000093aaac",1396854,0,0,0,134718,8915
"all;g4run;libG4processes;0x000000000037f6a0",23720504,23945607,11298218,973381,2181877,336371
"all;g4run;libG4processes;0x00000000008b6d5c",0,0,0,0,0,9113
"all;g4run;libG4processes;0x00000000008b6d1b",2093885,5886851,1811145,74642,1847700,23897
"all;g4run;libG4processes;G4OpticalParameters::GetScintTrackInfo",3485889,10370197,2633265,110359,1119036,59898
"all;g4run;libG4processes;std::_Rb_tree<G4Material const*, std::pair<G4Material const* const, G4PenelopeSamplingData*>, std::_Select1st<std::pair<G4Material const* const, G4PenelopeSamplingData*> >, std::less<G4Material const*>, std::allocator<std::pair<G4Material const* const, G4PenelopeSamplingData*> > >::_M_erase",4888602,13579046,3745805,190949,2398649,75618
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::~G4CascadeFunctions",2093949,2250348,1437205,17299,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKminusPChannelData, G4KaonSampler>::printTable",308972570,535994434,144652680,8817873,25593736,1716979
"all;g4run;libG4processes;G4Cache<G4HadFinalState*>::~G4Cache@plt",0,0,0,13369,0,0
"all;g4run;libG4processes;0x00000000008aece6",4886060,12113097,2567354,125129,617264,32686
"all;g4run;libG4processes;G4PolarizedAnnihilationXS::DiceEpsilon@plt",13957708,10572541,9105547,607385,650241,13557
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroPChannelData, G4PionNucSampler>::printTable",21632113,34214579,10613917,870706,3402163,193157
"all;g4run;libG4processes;G4ElementaryParticleCollider::collide",363827370,510598216,182284587,29154365,24950401,5249513
"all;g4run;libG4processes;G4INCL::AllocationPool<G4INCL::NpiToMissingStrangenessChannel>::getInstance@plt",695779,0,0,0,0,0
"all;g4run;libG4processes;G4InuclCollider::~G4InuclCollider",115822012,171414664,57700695,3971448,6872744,2259855
"all;g4run;libG4processes;G4F19GEMProbability::~G4F19GEMProbability",696514,1082275,378235,14814,378897,0
"all;g4run;libG4processes;G4GammaNuclearXS::G4GammaNuclearXS",698492,0,1466994,0,110395,0
"all;g4run;libG4processes;G4Reggeons::Chi_pomeron",1396940,970239,0,56797,0,103354
"all;g4run;libG4processes;0x000000000083bdeb",3487017,9938564,4024783,71087,1550986,3732
"all;g4run;libG4processes;G4StatMFMacroCanonical::ChooseAandZ",6974015,6628827,4043255,658233,815677,440505
"all;g4run;libG4processes;G4NIELCalculator::G4NIELCalculator",288885845,341985095,163473636,5739259,71670736,4455874
"all;g4run;libG4processes;G4IonParametrisedLossModel::BuildRangeVector@plt",0,2140055,730977,0,0,4915
"all;g4run;libG4processes;0x000000000037f690",694602,0,0,0,0,0
"all;g4run;libG4processes;G4FTFParameters::Reset@plt",1395448,3103413,729603,30525,118512,39045
"all;g4run;libG4processes;0x000000000037f650",1394042,2050338,0,0,0,0
"all;g4run;libG4processes;0x00000000008b67f4",0,0,0,14536,274431,12370
"all;g4run;libG4processes;std::__adjust_heap<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, std::pair<G4InuclElementaryParticle, double>, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >@plt",0,2150050,365950,0,0,5615
"all;g4run;libG4processes;G4B10GEMProbability::G4B10GEMProbability@plt",0,0,352348,0,190205,0
"all;g4run;libG4processes;G4ESTARStopping::AddData",698418,0,0,0,0,0
"all;g4run;libG4processes;G4SBBremTable::ClearSamplingTables",487757164,984196784,284568433,3049640,205434673,2297114
"all;g4run;libG4processes;G4VTransitionRadiation::DumpInfo",16751225,34778363,10367538,630344,3849449,222062
"all;g4run;libG4processes;G4Radioactivation::DecayIt",374685036,706442870,186921603,6503767,114881498,2826443
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroNChannelData, G4KaonSampler>::printTable",145150193,229668581,61049975,4060449,14125194,1419872
"all;g4run;libG4processes;G4PAIxSection::GetEnergyTransfer",62804713,99922442,35134849,1517957,16428814,147555
"all;g4run;libG4processes;G4VDNAModel::~G4VDNAModel@plt",14656022,12279937,4780425,241176,1555360,105404
"all;g4run;libG4processes;G4EmCalculator::FindEnergyLossProcess",233721579,247605304,113591643,5037187,41825104,3139720
"all;g4run;libG4processes;G4F18GEMProbability::G4F18GEMProbability",7098716413,12619576648,4023082919,60044752,3485755057,1056590
"all;g4run;libG4processes;G4DNAGillespieDirectMethod::SetTimeStep@plt",0,0,0,0,0,21699
"all;g4run;libG4processes;0x000000000083fd1b",0,1027910,365825,0,0,0
"all;g4run;libG4processes;G4FissionProductYieldDist::GenerateNeutrons",0,0,0,16031,0,0
"all;g4run;libG4processes;0x0000000000380410",0,1151943,0,42765,0,0
"all;g4run;libG4processes;G4fissionEvent::G4SmpNuDistDataU235",3491656,9127206,726328,69637,595398,8479
"all;g4run;libG4processes;G4PAIySection::CallError",120684421,179684824,63458259,1385160,24082803,1180524
"all;g4run;libG4processes;G4CascadeData<30, 5, 15, 34, 58, 70, 89, 39, 42>::printXsec",1393450,1183543,356493,37481,0,4544
"all;g4run;libG4processes;G4HadronicParametersMessenger::G4HadronicParametersMessenger",0,0,363539,14262,0,20460
"all;g4run;libG4processes;G4FTFModel::GetStrings",1395091,2048572,1885436,206295,0,36769
"all;g4run;libG4processes;G4OpticalParameters::GetBoundaryInvokeSD",3491144,1027188,357115,13108,0,7167
"all;g4run;libG4processes;G4HadronicParameters::SetXSFactorHadronInelastic",64748356,81676299,26265122,1200679,8907804,404556
"all;g4run;libG4processes;G4XAqmElastic::~G4XAqmElastic",0,0,402780,0,0,0
"all;g4run;libG4processes;G4DNARuddIonisationModel::G4DNARuddIonisationModel@plt",0,0,0,0,111974,0
"all;g4run;libG4processes;0x0000000000945957",0,0,0,6289,0,0
"all;g4run;libG4processes;G4PolarizedIonisationBhabhaXS::Initialize",7672482,20293483,5061260,261742,3275921,284014
"all;g4run;libG4processes;0x0000000000945958",695140,1028176,0,0,262469,0
"all;g4run;libG4processes;0x0000000000f18e32",697861,2011802,731700,50329,0,17501
"all;g4run;libG4processes;G4PairProductionRelModel::ComputeDXSectionPerAtom",113031482,148141541,54984242,3355886,20495503,2292559
"all;g4run;libG4processes;0x00000000009c8c2f",0,0,0,26675,0,0
"all;g4run;libG4processes;G4INCL::ParticleList::rotateMomentum@plt",1396640,3173434,748547,45631,256930,44601
"all;g4run;libG4processes;0x00000000008b6bb5",2090246,5094701,1450281,0,736620,22901
"all;g4run;libG4processes;G4PhysicsVector::Value",0,1228247,361780,0,0,0
"all;g4run;libG4processes;G4CascadeInterface::ApplyYourself",433314578,591144980,227763731,22162661,35555276,4892458
"all;g4run;libG4processes;0x000000000037d4f0",0,986068,0,39778,0,26376
"all;g4run;libG4processes;CLHEP::HepLorentzVector::boost@plt",0,2153659,366308,43068,0,14692
"all;g4run;libG4processes;G4ChipsPionPlusInelasticXS::G4ChipsPionPlusInelasticXS",698357,0,367257,0,0,0
"all;g4run;libG4processes;G4BinaryCascade::Capture",10474000,20796875,9927293,396900,7405595,0
"all;g4run;libG4processes;0x000000000083f52c",0,0,0,0,0,3884
"all;g4run;libG4processes;MCGIDI_POPs_initial@plt",0,0,1146403,0,415843,0
"all;g4run;libG4processes;strstr@plt",694930,0,367748,0,0,0
"all;g4run;libG4processes;G4LorentzConvertor::G4LorentzConvertor",36986449,64099082,23336889,1263428,2197721,205464
"all;g4run;libG4processes;0x000000000083f52d",0,0,367497,13169,323197,5994
"all;g4run;libG4processes;G4Cache<CLHEP::HepLorentzVector*>::~G4Cache@plt",695879,0,0,0,0,0
"all;g4run;libG4processes;G4NucleiModel::worthToPropagate",697223,0,0,0,0,0
"all;g4run;libG4processes;G4VXTRenergyLoss::GetGasComplexFZ",8369674,8327598,5951185,226451,2139052,92298
"all;g4run;libG4processes;G4ComponentBarNucleonNucleusXsc::LoadData",1322855827,1634105320,716611163,31980168,142656072,11534110
"all;g4run;libG4processes;G4MolecularConfiguration::PrintState@plt",6277527,12695273,2540577,508899,608023,104522
"all;g4run;libG4processes;G4DiffractiveExcitation::NewNucleonId",0,0,0,0,118418,0
"all;g4run;libG4processes;G4ChipsPionMinusInelasticXS::G4ChipsPionMinusInelasticXS",0,1099809,0,0,0,19687
"all;g4run;libG4processes;G4TransparentRegXTRadiator::~G4TransparentRegXTRadiator@plt",698391,0,0,0,0,0
"all;g4run;libG4processes;G4ChargeExchangeProcess::BuildPhysicsTable",3488710,0,739951,55988,0,155501
"all;g4run;libG4processes;G4HadElementSelector::G4HadElementSelector",4361910466,6093699139,2537925235,86909847,1347639346,19986884
"all;g4run;libG4processes;G4MuonMinusBoundDecay::GetMuonCaptureRate",0,0,360188,0,0,3945
"all;g4run;libG4processes;0x00000000008ad1af",8366654,9723872,2951367,180470,2402065,115920
"all;g4run;libG4processes;G4ElasticHadrNucleusHE::GetQ2_2",346066300,636849186,192632355,7504297,87815474,4606620
"all;g4run;libG4processes;0x0000000000a1b3ea",0,0,735066,53212,0,22548
"all;g4run;libG4processes;0x00000000009f25ba",5579931,11835505,2098996,29408,2120447,8192
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeKzeroPChannelData, G4KaonSampler>::printTable",698417,0,0,36199,0,0
"all;g4run;libG4processes;0x00000000008aeceb",0,1042450,352541,0,0,0
"all;g4run;libG4processes;0x0000000000a1b3ee",698130,0,0,38970,0,10176
"all;g4run;libG4processes;G4ChipsProtonInelasticXS::G4ChipsProtonInelasticXS",3545364239,5137369227,1869161153,77618974,749549113,21596892
"all;g4run;libG4processes;G4BetheBlochModel::G4BetheBlochModel",1396034,0,764755,0,167281,0
"all;g4run;libG4processes;G4PAIySection::SumOverIntervaldEdx",3483774,4091345,2204311,55880,933358,36046
"all;g4run;libG4processes;G4NeutronElectronElModel::~G4NeutronElectronElModel@plt",10466841,21687351,6625078,236539,4213381,55784
"all;g4run;libG4processes;G4EquilibriumEvaporator::~G4EquilibriumEvaporator",17446269,21623418,8902300,668077,1407992,981441
"all;g4run;libG4processes;G4HadronicParameters::SetMinEnergyTransitionFTF_Cascade",1396432,0,0,0,125114,6050
"all;g4run;libG4processes;0x00000000008e196b",1396570,0,0,46298,187718,0
"all;g4run;libG4processes;G4ElectroNuclearCrossSection::GetFunctions",50236337,93641418,40186544,1595210,17630299,54142
"all;g4run;libG4processes;G4WilsonAbrasionModel::G4WilsonAbrasionModel",0,0,0,0,0,7099
"all;g4run;libG4processes;G4StatMFChannel::GetFragments",698436,3327835,2148101,107639,556724,33879
"all;g4run;libG4processes;G4NeutrinoElectronProcess::PostStepDoIt",3488943,1178005,1468178,134375,0,87288
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadePiZeroNChannelData, G4PionNucSampler>::~G4CascadeFunctions",698504,0,1074353,0,0,0
"all;g4run;libG4processes;G4IntraNucleiCascader::newCascade",246986187,434502791,125988369,10242679,31804842,1805408
"all;g4run;libG4processes;G4Clebsch::GenerateIso3",0,0,0,12020,0,0
"all;g4run;libG4processes;0x000000000037e7c0",36988594,47382300,13841084,1155013,4505445,258456
"all;g4run;libG4processes;G4ParamExpTwoBodyAngDst<10>::GetCosTheta",2094007,3070035,1090546,230802,842214,273060
"all;g4run;libG4processes;0x00000000008019bd",9071095,19183871,6202496,341701,3386699,45045
"all;g4run;libG4processes;G4SBBremTable::ReadCompressedFile",232567253,341911305,129689581,4503349,69507243,754885
"all;g4run;libG4processes;0x00000000008aec9a",3485188,7115285,365851,97161,1069770,12308
"all;g4run;libG4processes;G4InuclParticle::setMomentum",693211,0,371547,0,135459,0
"all;g4run;libG4processes;std::vector<double*, std::allocator<double*> >::_M_fill_insert@plt",0,913257,0,18459,159703,0
"all;g4run;libG4processes;G4ResonanceNames::G4ResonanceNames",698454,3587757,769876,25091,152890,0
"all;g4run;libG4processes;G4CollisionNNToNNstar::G4CollisionNNToNNstar",6284325,8005744,365851,183933,293975,9085
"all;g4run;libG4processes;std::_Rb_tree<G4ParallelWorldProcess*, std::pair<G4ParallelWorldProcess* const, G4String>, std::_Select1st<std::pair<G4ParallelWorldProcess* const, G4String> >, std::less<G4ParallelWorldProcess*>, std::allocator<std::pair<G4ParallelWorldProcess* const, G4String> > >::_M_get_insert_hint_unique_pos",246278335,338517743,128701329,5629664,47805732,1355915
"all;g4run;libG4processes;G4VRangeToEnergyConverter::GetMaxEnergyCut@plt",0,0,362535,0,0,0
"all;g4run;libG4processes;G4StatMFMicroPartition::CalcPartitionProbability",18846840,34472608,12944459,318996,8688150,110010
"all;g4run;libG4processes;G4VStateDependent::G4VStateDependent@plt",698415,1999450,2164832,132142,791747,17549
"all;g4run;libG4processes;G4NeutronCaptureXS::Initialise",13962508,21270309,8728320,331820,2072266,192242
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeSigmaMinusNChannelData, G4KaonHypSampler>::getCrossSection",14647663,22118331,8111233,623385,3080503,587626
"all;g4run;libG4processes;std::vector<G4DynamicParticle*, std::allocator<G4DynamicParticle*> >::_M_realloc_insert<G4DynamicParticle*>@plt",0,0,0,0,0,9179
"all;g4run;libG4processes;std::vector<G4RadioactiveDecayRatesToDaughter, std::allocator<G4RadioactiveDecayRatesToDaughter> >::~vector",0,0,369648,32464,0,10077
"all;g4run;libG4processes;G4UCNMaterialPropertiesTable::GetMRProbability@plt",0,1034507,370920,0,113713,18848
"all;g4run;libG4processes;G4INCL::NNToNNOmegaChannel::NNToNNOmegaChannel@plt",0,2051341,0,13566,0,11743
"all;g4run;libG4processes;G4LEPTSVibExcitationModel::G4LEPTSVibExcitationModel@plt",6975891,11862123,5149732,395478,722953,195221
"all;g4run;libG4processes;G4NucleiModel::~G4NucleiModel",28603482,46558684,12078633,1361815,2148171,185291
"all;g4run;libG4processes;G4RKFieldIntegrator::GetNeutronPotential",0,0,0,0,111472,0
"all;g4run;libG4processes;G4CascadeData<31, 4, 18, 55, 76, 20, 34, 0, 0>::print@plt",698372,0,379211,0,126122,0
"all;g4run;libG4processes;G4O15GEMProbability::G4O15GEMProbability",14655025,26620339,9633282,1260409,2901566,721618
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscVU",288850837,392427125,160260481,7902926,59986760,2086407
"all;g4run;libG4processes;G4HadronNucleonXsc::HadronNucleonXscNS",9153359805,13616852224,4989613214,227066119,2377821236,47488867
"all;g4run;libG4processes;G4NeutronCaptureXS::RetrieveVector",119998545,157458197,72968147,4339137,22363848,1219322
"all;g4run;libG4processes;0x000000000094595b",698367,0,0,0,294056,0
"all;g4run;libG4processes;0x00000000009f4299",2091399,7853218,358360,27568,97068,8494
"all;g4run;libG4processes;std::vector<bool, std::allocator<bool> >::_M_fill_insert",1449172217,2144653669,744113472,26852394,170447737,13673816
"all;g4run;libG4processes;G4HadronicParameters::SetEnableIntegralElasticXS",0,1046692,365368,0,0,0
"all;g4run;libG4processes;G4MoleculeTable::PrepareMolecularConfiguration@plt",34183084,32458910,10318677,580498,4431061,193005
"all;g4run;libG4processes;G4eBremParametrizedModel::ComputeCrossSectionPerAtom",169247889,224026330,89949033,4618020,22834834,1207495
"all;g4run;libG4processes;G4ElementaryParticleCollider::fillOutgoingMasses",2095200,4741036,3164436,30046,63029,9982
"all;g4run;libG4processes;G4CascadeCoalescence::tryClusters",25121320,22033636,12858182,1066112,2923417,1325573
"all;g4run;libG4processes;0x0000000000f18e3a",0,0,0,0,119619,0
"all;g4run;libG4processes;0x00000000009ed5c4",0,1006631,0,0,0,16265
"all;g4run;libG4processes;0x000000000096ef25",2095103,3266386,1470283,130414,1047596,100432
"all;g4run;libG4processes;G4CollisionOutput::trivialise",0,0,0,0,0,7353
"all;g4run;libG4processes;G4PSTARStopping::~G4PSTARStopping",1396788,0,0,0,0,0
"all;g4run;libG4processes;G4CascadeFunctions<G4CascadeOmegaMinusPChannelData, G4KaonHypSampler>::getMultiplicity",19535490,35158053,7202372,137218,1675446,115149
"all;g4run;libG4processes;G4CascadParticle::getPathToTheNextZone",18849363,28716087,10031974,596767,1382439,228606
"all;g4run;libG4processes;G4WilsonAblationModel::SelectSecondariesByEvaporation",1396614,2226723,730232,185883,490456,68692
"all;g4run;libG4processes;G4FissionProductYieldDist::G4GetFission",2792988,774871,1843802,215792,517630,108300
"all;g4run;libG4processes;G4BinaryCascade::CheckChargeAndBaryonNumber",13259442,15506331,6602852,91846,5251241,9180
"all;g4run;libG4processes;G4UrbanMscModel::InitialiseModelCache",2786090,3181619,2602313,150558,818159,96550
"all;g4run;libG4processes;G4FTFSettingDefaultHDP::G4FTFSettingDefaultHDP",4186690,8188753,5138566,537279,1553460,81370
"all;g4run;libG4processes;G4MuonMinusCapture::ProcessDescription",9072786,24905493,5204267,124183,4037800,2576
"all;g4run;libG4processes;G4CascadeCheckBalance::baryonOkay",32093872,31590243,18352426,1015295,2081432,1658024
"all;g4run;libG4processes;G4NucleiModel::choosePointAlongTraj",39769577,75897571,23099842,3635606,4208856,479269
"all;g4run;libG4processes;G4ScoreSplittingProcess::AtRestGetPhysicalInteractionLength",12559125,29025392,9188961,498479,5766222,95793
"all;g4run;libG4processes;G4RToEConvForGamma::G4RToEConvForGamma",4882865,9250401,1853812,73599,897232,1975
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::IsAtRestRequired",262315113,376920012,147125308,6723409,61206219,1797805
"all;g4run;libG4processes;G4OpticalParameters::GetScintVerboseLevel",76753113,83320141,39763204,1075827,18593500,786220
"all;g4run;libG4processes;G4KDTreeResult::~G4KDTreeResult@plt",696813,0,364589,30562,0,0
"all;g4run;libG4processes;G4CascadeData<31, 3, 18, 53, 2, 2, 2, 0, 0>::~G4CascadeData",698278,0,0,0,0,0
"all;g4run;libG4processes;G4HadPhaseSpaceNBodyAsai::GenerateMultiBody",2093411,2046027,1106337,41845,0,16377
"all;g4run;libG4processes;G4N14GEMChannel::~G4N14GEMChannel",0,0,0,0,0,3785
"all;g4run;libG4processes;G4InuclNuclei::G4InuclNuclei",1392925,0,372056,29807,125074,74227
"all;g4run;libG4processes;G4BinaryLightIonReaction::DeExciteSpectatorNucleus",696655,0,0,0,0,0
"all;g4run;libG4processes;G4TransparentRegXTRadiator::ProcessDescription",698447,7781425,0,0,538452,32732
"all;g4run;libG4processes;G4INCL::InteractionAvatar::~InteractionAvatar@plt",3489594,5788464,2702523,0,1768404,4866
"all;g4run;libG4processes;0x0000000000838e4b",39751486,46717235,18876979,245885,8684835,152607
"all;g4run;libG4processes;G4HadProjectile::Initialise",0,0,410147,0,0,0
"all;g4run;libG4processes;G4DiffractiveSplitableHadron::SetFirstParton",695375,1977200,0,0,357343,0
"all;g4run;libG4processes;G4Solver<G4StatMFMacroChemicalPotential>::Brent",5576485,0,3302114,434582,736426,384675
"all;g4run;libG4processes;G4LivermoreComptonModel::SampleSecondaries",116536348,155062904,60896345,3249518,13156053,895217
"all;g4run;libG4processes;std::__final_insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >",1395008,4277185,722048,17808,0,143201
"all;g4run;libG4processes;G4VEnergyLossProcess::RetrievePhysicsTable",4882902,1161989,1489768,254401,258986,267891
"all;g4run;libG4processes;G4ParallelWorldScoringProcess::CopyStep",705455131,936664156,339441825,18053723,96923640,5329365
"all;g4run;libG4processes;0x0000000000a3f6aa",1395715,1015473,0,21730,0,0
"all;g4run;libG4processes;G4CascadeData<30, 5, 13, 22, 31, 39, 46, 51, 58>::print",44658980,68018012,19815926,997832,2395809,1079352
"all;g4run;libG4processes;G4ElementaryParticleCollider::generateOutgoingPartTypes",0,0,0,302515,0,0
"all;g4run;libG4processes;G4CascadeFinalStateAlgorithm::FillDirManyBody",20928312,26696066,7279012,1216704,3880990,52978
"all;g4run;libG4processes;0x0000000000838e4f",27218895,47727811,16086768,207513,7734516,161886
"all;g4run;libG4processes;G4CascadeDeexciteBase::makeFragment",406828224,721979149,215583997,11806766,46977573,2136368
"all;g4run;libG4processes;G4ParticleInelasticXS::IsoCrossSection",0,0,0,0,0,7415
"all;g4run;libG4processes;std::_Rb_tree<double, std::pair<double const, G4DNAMolecularReactionData const*>, std::_Select1st<std::pair<double const, G4DNAMolecularReactionData const*> >, std::less<double>, std::allocator<std::pair<double const, G4DNAMolecularReactionData const*> > >::_M_get_insert_unique_pos@plt",59312979,82272087,33171208,1989004,10640966,331759
"all;g4run;libG4processes;G4CollisionComposite::IsInCharge",0,0,0,29457,205413,0
"all;g4run;libG4processes;G4NeutronElectronElXsc::GetElementCrossSection",27219839,25396682,8572443,596445,4136511,130090
"all;g4run;libG4processes;G4PAIySection::IntegralPlasmon",349615257,438605315,182146060,6850174,46114380,2458150
