instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses,comm,dso,symbol
7796732,7850015,1178070,213181,"g4run","libG4processes.so","0x00000000003c3854"
7746111,6723200,875416,109468,"g4run","libG4processes.so","aRPAllocator"
7727219,2435006,0,0,"g4run","libG4processes.so","G4BinaryCascade::BuildTargetList"
7711568,4759829,0,113629,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeSigmaZeroNChannelData, G4KaonHypSampler>::getCrossSection"
7708938,3691544,499565,228390,"g4run","libG4processes.so","0x00000000003be664"
7690110,1701226,50850,28913,"g4run","libG4processes.so","0x00000000003ad350"
7679366,4710860,392220,377377,"g4run","libG4processes.so","0x00000000003b3c54"
7676833,7565571,838457,108810,"g4run","libG4event.so","0x000000000001d064"
7673181,1254676,28630,0,"g4run","libG4processes.so","G4Clebsch::TriangleCoeff"
7669413,817895,36976,45871,"g4run","libxerces-c-3.2.so","xercesc_3_2::ArrayJanitor<char16_t>::ArrayJanitor"
7665917,4872051,47066,90764,"g4run","libG4geometry.so","G4ReflectionFactory::GetReflectedLV"
7662688,8128925,32760,29003,"g4run","libicuuc.so.70.1","0x00000000000d44d1"
7661851,8242637,192188,97,"g4run","libG4processes.so","0x00000000003bf350"
7586117,327357,73728,1483,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11QQbar3S11::id4Mass"
7547397,4857099,166503,132170,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMAttrMapImpl::item"
7510735,9694819,577992,101561,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_insert_and_rebalance"
7497085,1569792,0,0,"g4run","libicuuc.so.70.1","u_charType_70"
7427035,3053171,0,23696,"g4run","libG4clhep.so","CLHEP::HepLorentzVector::operator/="
7418491,630886,320480,157835,"g4run","libG4processes.so","G4HadronElastic::SampleInvariantT"
7418089,1190295,235442,28215,"g4run","libG4processes.so","G4RKPropagation::GetSphereIntersectionTimes"
7390148,1824379,49051,21491,"g4run","libG4processes.so","G4PairingCorrection::GetFissionPairingCorrection"
7374773,4204087,0,0,"g4run","libG4processes.so","G4Fancy3DNucleus::SortNucleonsIncZ"
7344173,4030621,442867,18043,"g4run","libG4geometry.so","0x000000000009e604"
7325660,2788084,366193,1959,"g4run","libpythia8.so","Pythia8::Sigma2qqbar2QQbarX8g::sigmaKin"
7319787,3524152,55766,71519,"g4run","libG4processes.so","0x00000000003b2fc0"
7305533,2151190,124559,7618,"g4run","libG4processes.so","G4ProcessManager::CreateGPILvectors"
7249711,588255,0,0,"g4run","libG4processes.so","G4Integrator<G4KineticTrack const, double (G4KineticTrack::*)(double) const>::Simpson"
7249651,4949264,3034,11521,"g4run","libstdc++.so.6.0.30","0x000000000012b16f"
7224286,2637991,256571,5545,"g4run","libG4processes.so","G4LossTableBuilder::BuildDEDXTable"
7199381,2348891,429358,53951,"g4run","libG4geometry.so","G4Trd::DistanceToIn"
7197339,7754284,0,21651,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<G4Nucleon*, std::vector<G4Nucleon, std::allocator<G4Nucleon> > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(G4Nucleon const&, G4Nucleon const&)> >"
7162000,10026155,795169,183215,"g4run","libG4processes.so","G4MuBetheBlochModel::SampleSecondaries"
7159310,2456369,0,39743,"g4run","libG4tracking.so","0x00000000000131b0"
7155090,2267247,127082,7375,"g4run","libG4processes.so","0x00000000003cb3c0"
7148254,4510430,36980,11539,"g4run","libG4geometry.so","G4GeomTools::TriangulatePolygon"
7148174,3523252,324355,37366,"g4run","libG4processes.so","G4Nucleon::~G4Nucleon"
7138802,3846667,599780,3091,"g4run","libG4processes.so","G4EmModelManager::Initialise"
7123274,4013016,413330,54419,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiPlusPChannelData, G4PionNucSampler>::getMultiplicity"
7117785,3495244,546444,214711,"g4run","libG4processes.so","0x00000000003d2e04"
7116878,3680139,0,4240,"g4run","libG4processes.so","G4ChipsProtonElasticXS::GetTabValues"
7102277,1362806,0,0,"g4run","libG4processes.so","G4BinaryLightIonReaction::EnergyAndMomentumCorrector"
7099330,407548,110228,63576,"g4run","libG4particles.so","std::vector<G4DynamicParticle*, std::allocator<G4DynamicParticle*> >::_M_realloc_insert<G4DynamicParticle* const&>"
7093199,3073604,339116,47534,"g4run","libG4processes.so","0x00000000003b6894"
7091766,12593853,204073,0,"g4run","libG4processes.so","0x00000000003cc460"
7088758,1844237,37976,7081,"g4run","libG4processes.so","G4Clebsch::ClebschGordanCoeff"
7087528,3525665,0,0,"g4run","libstdc++.so.6.0.30","0x000000000012fa39"
7076724,4417853,53589,31285,"g4run","libxerces-c-3.2.so","0x000000000013c71f"
7074695,613436,0,659,"g4run","libpythia8.so","Pythia8::ColourTracing::traceFromAcol"
7074000,5338525,49560,53487,"g4run","libG4processes.so","0x00000000003bbfb4"
7051255,4712820,0,51386,"g4run","libG4processes.so","0x00000000003bb0a0"
7046449,5731520,29989,19264,"g4run","libxerces-c-3.2.so","xercesc_3_2::XMLBufferMgr::bidOnBuffer"
7042379,6748034,86904,33890,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMParentNode::DOMParentNode"
7020739,4541204,0,0,"g4run","libxerces-c-3.2.so","non-virtual thunk to xercesc_3_2::DOMElementImpl::getNodeImpl()"
7017394,8169005,554398,302112,"g4run","libG4processes.so","0x00000000003c6884"
7005183,4443849,0,32563,"g4run","libxerces-c-3.2.so","xercesc_3_2::XMLReader::skipIfQuote"
7000042,3074585,0,43817,"g4run","libG4processes.so","0x00000000003d1a20"
6991309,5243649,584631,70736,"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle"
6988487,2922482,29423,1466,"g4run","libpythia8.so","Pythia8::Settings::mode"
6977903,1186843,142023,28256,"g4run","libG4processes.so","0x00000000003b05d0"
6968786,3076122,239172,11242,"g4run","libG4processes.so","0x00000000003becf0"
6933210,1767055,93578,19919,"g4run","libG4processes.so","0x00000000003ccf30"
6923204,4530794,98691,28430,"g4run","libG4geometry.so","G4Torus::SurfaceNormal"
6918048,2279160,70670,63896,"g4run","libxerces-c-3.2.so","0x000000000013c6f4"
6917401,0,33856,3709,"g4run","libG4geometry.so","std::vector<CLHEP::Hep2Vector, std::allocator<CLHEP::Hep2Vector> >::_M_realloc_insert<CLHEP::Hep2Vector const&>"
6911022,6644503,11613,3956,"g4run","libG4geometry.so","G4Tubs::BoundingLimits"
6877626,1218643,231346,50928,"g4run","libG4processes.so","0x00000000003c2444"
6870948,1204852,150385,10615,"g4run","libG4processes.so","0x00000000003cab04"
6860607,6062868,413998,61362,"g4run","libG4tracking.so","0x00000000000131f0"
6834511,2546684,215389,19756,"g4run","libG4geometry.so","0x000000000009ba60"
6825359,7300984,100404,14369,"g4run","libG4geometry.so","0x000000000009fef4"
6823101,1127636,24172,4848,"g4run","libxerces-c-3.2.so","xercesc_3_2::DTDElementDecl::hasAttDefs"
6813798,5079766,480148,19452,"g4run","libG4processes.so","0x00000000003c2210"
6810103,4880294,109085,79426,"g4run","libG4processes.so","G4LundStringFragmentation::Loop_toFragmentString"
6775701,7710158,977986,101319,"g4run","libG4processes.so","0x00000000003be2e4"
6756858,2473998,239580,53565,"g4run","libG4processes.so","0x00000000003b54e0"
6750645,3723487,386417,35910,"g4run","libG4processes.so","0x00000000003ad320"
6745982,0,0,1502,"g4run","libstdc++.so.6.0.30","0x000000000012b177"
6704919,1746166,0,0,"g4run","libG4processes.so","G4AntiNuclElastic::BesselJone"
6685665,0,27162,14474,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMElementImpl::getNodeType"
6647505,3287862,26733,2370,"g4run","libG4processes.so","0x00000000003c2f00"
6644684,7005069,0,21575,"g4run","libG4processes.so","G4KineticTrack::G4KineticTrack"
6637467,1247493,24647,496,"g4run","ld-linux-x86-64.so.2","check_match"
6577441,765677,0,0,"g4run","libG4materials.so","G4AtomicShells::GetBindingEnergy"
6512074,1876129,831398,80825,"g4run","libG4geometry.so","0x000000000009ba64"
6486905,7961745,289698,127499,"g4run","libG4processes.so","0x00000000003acc44"
6471643,2305425,97086,19798,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getOutgoingParticleTypes"
6442773,5546829,370967,30015,"g4run","libG4processes.so","0x00000000003b9524"
6436331,4929767,64620,88487,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeKplusPChannelData, G4KaonSampler>::getCrossSection"
6403934,2975850,450853,27174,"g4run","libc.so.6","sysmalloc"
6374874,3062121,94543,86967,"g4run","libG4processes.so","0x00000000003cd5b4"
6354264,555752,38574,4984,"g4run","libG4processes.so","G4EmElementSelector::G4EmElementSelector"
6325047,3520647,151646,139331,"g4run","libG4processes.so","G4CascadeInterpolator<10>::getBin"
6319563,1561529,10154,784,"g4run","libG4processes.so","G4BraggIonModel::HeEffChargeSquare"
6316519,1208672,0,5842,"g4run","libG4processes.so","G4RKPropagation::FieldTransport"
6297996,9066081,843769,162167,"g4run","libG4processes.so","0x00000000003b52c4"
6225907,3042274,244451,116957,"g4run","libG4processes.so","0x00000000003c5f54"
6222947,1640212,58581,0,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMAttrImpl::getNodeType"
6219968,5837166,41358,78780,"g4run","libG4processes.so","0x00000000003bc1b0"
6206660,4850222,0,0,"g4run","libG4processes.so","G4NuclearFermiDensity::~G4NuclearFermiDensity"
6170791,1376516,48835,1377,"g4run","libpythia8.so","Pythia8::BeamParticle::xMax"
6158317,2918825,47308,34341,"g4run","libG4processes.so","std::_Rb_tree<unsigned long, unsigned long, std::_Identity<unsigned long>, std::less<unsigned long>, std::allocator<unsigned long> >::_M_get_insert_unique_pos"
6154668,0,100546,101032,"g4run","libG4processes.so","0x00000000003b1074"
6125475,3896794,46336,6357,"g4run","libG4run.so","G4PhysicsListHelper::RegisterProcess"
6112992,3014113,0,25868,"g4run","libG4processes.so","G4FissionBarrier::FissionBarrier"
6110599,3486462,69417,21333,"g4run","libstdc++.so.6.0.30","0x00000000000a19f0"
6092669,7311703,738784,92527,"g4run","g4run","0x000000000000d984"
6081083,1668949,247290,98995,"g4run","libG4processes.so","0x00000000003b95a0"
6069308,1826209,953897,169182,"g4run","libstdc++.so.6.0.30","0x00000000000a2164"
6068495,5822614,0,9902,"g4run","libG4processes.so","G4AntiNuclElastic::SampleInvariantT"
6063020,3481109,44866,18573,"g4run","libG4processes.so","0x00000000003b2bb4"
6057539,2529421,327215,16153,"g4run","libG4processes.so","0x00000000003ba820"
6040766,5625407,197025,88612,"g4run","libc.so.6","0x0000000000028594"
6033222,12082756,433146,104316,"g4run","libG4processes.so","0x00000000003ce3b0"
6012398,1314493,0,52601,"g4run","libpythia8.so","Pythia8::SLHAinterface::pythia2slha"
6011770,3546304,521049,67944,"g4run","libG4processes.so","0x00000000003b86c0"
5990609,1660977,0,0,"g4run","libpythia8.so","Pythia8::BeamRemnants::checkColours"
5966820,995143,7989,468,"g4run","libG4geometry.so","G4ReflectedSolid::CalculateExtent"
5963059,1690545,0,0,"g4run","libc.so.6","__strtod_l"
5961123,4966666,0,8547,"g4run","libG4processes.so","G4FTFParticipants::ShiftInteractionTime"
5909669,2946284,215406,20264,"g4run","libG4processes.so","G4CompetitiveFission::GetEmissionProbability"
5904509,2892513,48745,44076,"g4run","libG4processes.so","0x00000000003ae774"
5902434,4930665,38129,58452,"g4run","libG4processes.so","0x00000000003c3b40"
5896516,0,0,0,"g4run","libG4processes.so","G4EmCorrections::IonBarkasCorrection"
5880534,7494325,123586,80746,"g4run","libG4processes.so","G4FTFParameters::InitForInteraction"
5870381,1792040,399389,3405,"g4run","libG4geometry.so","0x000000000009e8b4"
5862419,814274,86554,22870,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMTextImpl::getNodeType"
5843560,657138,154612,34100,"g4run","libstdc++.so.6.0.30","std::__ostream_insert<char, std::char_traits<char> >"
5841990,7687258,303326,165946,"g4run","libG4processes.so","0x00000000003ce704"
5841944,5873649,617571,93598,"g4run","libG4processes.so","0x00000000003d1d04"
5841591,0,0,6363,"g4run","libG4particles.so","G4NucleiPropertiesTheoreticalTable::GetAtomicMass"
5813526,4260624,115556,19979,"g4run","libG4processes.so","0x00000000003ce420"
5799438,1644763,0,0,"g4run","libG4persistency.so","G4GDMLRead::GenerateName"
5795509,1358660,96792,6991,"g4run","libpythia8.so","Pythia8::BeamParticle::xValFrac"
5786453,0,0,14379,"g4run","libG4geometry.so","G4ReflectionFactory::Instance"
5759081,5685055,0,43053,"g4run","libG4clhep.so","HepTool::Evaluator::evaluate"
5725484,4971114,322804,10743,"g4run","libG4processes.so","0x00000000003cfad4"
5720631,2308430,148252,34951,"g4run","libG4processes.so","0x00000000003b5440"
5716657,5721836,102641,28156,"g4run","libicuuc.so.70.1","0x00000000000ced9c"
5707405,2103779,36149,4562,"g4run","libpythia8.so","Pythia8::Sigma2qg2qgamma::sigmaHat"
5696953,1615862,0,15059,"g4run","libicuuc.so.70.1","0x00000000000ced94"
5677520,3699504,137420,73066,"g4run","libG4processes.so","G4FTFModel::BuildStrings"
5667130,801809,32676,53601,"g4run","libG4processes.so","G4AngularDistributionNP::CosTheta"
5663947,2463852,149861,57740,"g4run","libG4persistency.so","G4GDMLReadStructure::Volume_contentRead"
5654377,811559,0,15601,"g4run","libG4persistency.so","G4GDMLEvaluator::EvaluateInteger"
5651208,830999,0,13952,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMTextImpl::getNextSibling"
5632105,808634,13929,0,"g4run","libG4geometry.so","G4PhysicalVolumeStore::Register"
5627298,3274357,38509,69058,"g4run","libG4persistency.so","std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>"
5602068,0,0,43985,"g4run","libicuuc.so.70.1","u_terminateChars_70"
5577475,1832412,121227,401,"g4run","libpythia8.so","Pythia8::Event::operator="
5576243,7350513,206697,61634,"g4run","libG4processes.so","0x00000000003d3254"
5566926,2437611,66851,75751,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMAttrImpl::getName"
5546979,4109831,79249,2716,"g4run","libpythia8.so","Pythia8::Sigma2qq2qq::sigmaKin"
5535563,2951291,0,0,"g4run","libG4processes.so","0x00000000003b4cb0"
5534143,1372541,237609,3969,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3S11gm::id3Mass"
5483347,4182519,488150,82620,"g4run","libG4processes.so","0x00000000003b4bd4"
5480089,557792,0,0,"g4run","libG4geometry.so","G4MagInt_Driver::RenewStepperAndAdjust"
5416602,2545966,15831,34042,"g4run","libpythia8.so","0x00000000001ae940"
5405056,3507474,501831,15575,"g4run","libG4processes.so","0x00000000003cab00"
5400177,0,27705,1095,"g4run","libpythia8.so","Pythia8::ParticleData::resOpenFrac"
5396281,0,0,0,"g4run","libstdc++.so.6.0.30","0x000000000012fa37"
5386150,1458780,6552,12488,"g4run","libstdc++.so.6.0.30","0x00000000001032e8"
5351419,8429217,170360,17554,"g4run","libG4geometry.so","0x000000000009ce00"
5327734,0,25248,0,"g4run","libpythia8.so","0x00000000001b2df0"
5316835,2943814,275281,110939,"g4run","libm.so.6","with_errno.constprop.0"
5308152,4409029,364631,2882,"g4run","libG4geometry.so","0x000000000009a444"
5295102,1741139,0,305,"g4run","libG4processes.so","0x00000000003bc730"
5289581,1379694,9298,8363,"g4run","libpythia8.so","Pythia8::completeTag"
5279862,3894813,163424,18265,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscNS"
5275491,3035741,98551,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaNChannelData, G4KaonHypSampler>::getMultiplicity"
5273409,2423486,0,13400,"g4run","libG4processes.so","G4VKineticNucleon::G4VKineticNucleon"
5251309,7323220,398302,116650,"g4run","libG4particles.so","0x0000000000034454"
5250812,4395159,170274,124,"g4run","libG4processes.so","0x00000000003bf354"
5249505,7590576,369029,24810,"g4run","libG4geometry.so","0x000000000009e650"
5243115,1144808,50866,20719,"g4run","libG4processes.so","G4BinaryCascade::Capture"
5226730,3575538,44680,97209,"g4run","libG4processes.so","0x00000000003c3bd0"
5217924,9138143,310148,95472,"g4run","libG4processes.so","0x00000000003c63f4"
5214177,4227465,501499,233495,"g4run","libG4particles.so","G4Ions::FloatLevelBase"
5209867,580995,0,58125,"g4run","libG4processes.so","G4FragmentingString::Mass"
5206958,7457518,0,0,"g4run","libG4processes.so","G4PreCompoundDeuteron::CoalescenceFactor"
5155646,6254070,535800,139190,"g4run","libG4processes.so","0x00000000003bfe84"
5155287,1227668,57982,24664,"g4run","libG4processes.so","0x00000000003caec4"
5152709,2746101,0,917,"g4run","libstdc++.so.6.0.30","0x000000000009e924"
5138073,1180619,0,30133,"g4run","libG4processes.so","0x00000000003ca650"
5121978,1635675,3925,857,"g4run","libstdc++.so.6.0.30","0x0000000000126fe4"
5114270,2280834,51137,95720,"g4run","libG4processes.so","0x00000000003b7da4"
5111112,2402202,0,23264,"g4run","libG4processes.so","G4FTFModel::GetStrings"
5069751,2482217,0,39076,"g4run","libG4processes.so","G4FTFParameters::GetProcProb"
5055114,1893720,66332,20456,"g4run","libG4processes.so","G4RKPropagation::Transport"
5039712,3571142,101845,9088,"g4run","libG4processes.so","G4Fancy3DNucleus::StartLoop"
5034004,1957348,0,17237,"g4run","libG4processes.so","0x00000000003c7524"
5018657,577256,0,0,"g4run","libpythia8.so","Pythia8::Sigma2qg2qg::sigmaHat"
5002699,7665455,252873,79726,"g4run","libG4processes.so","0x00000000003cd3e0"
4996539,4675571,96678,46818,"g4run","libG4processes.so","G4VLongitudinalStringDecay::SetMinimalStringMass"
4987324,1820243,0,11298,"g4run","libG4processes.so","0x00000000003d11b4"
4976734,1210262,104272,3381,"g4run","libG4geometry.so","0x000000000009c1f0"
4974691,2600040,8316,2324,"g4run","libstdc++.so.6.0.30","0x000000000012f9f6"
4969524,1170233,263652,63976,"g4run","libG4processes.so","0x00000000003b0274"
4967142,2230236,154889,87678,"g4run","libG4track.so","G4ParticleChangeForDecay::UpdateStepForPostStep"
4962683,8179649,907158,424420,"g4run","libG4processes.so","G4FermiBreakUpVI::IsApplicable"
4946613,2631288,102541,31558,"g4run","libG4processes.so","G4VKineticNucleon::G4VKineticNucleon"
4922688,1701453,14015,33638,"g4run","libG4processes.so","0x00000000003c8890"
4914990,6639037,287666,55056,"g4run","libG4geometry.so","0x000000000009ce04"
4911718,940019,12632,4829,"g4run","libG4processes.so","G4VEnergyLossProcess::BuildLambdaTable"
4907659,557498,0,16485,"g4run","libG4processes.so","G4VLongitudinalStringDecay::ProduceOneHadron"
4905833,1821354,205397,61406,"g4run","libG4processes.so","G4LundStringFragmentation::StopFragmenting"
4896495,2405340,0,0,"g4run","libG4processes.so","0x00000000003cc4f0"
4896179,1114037,0,8608,"g4run","libpythia8.so","0x00000000001af730"
4891502,2408398,52638,15794,"g4run","libG4processes.so","0x00000000003b7964"
4878905,2949540,333853,10224,"g4run","libG4geometry.so","G4Trd::DistanceToOut"
4877389,0,0,2270,"g4run","libG4intercoms.so","G4strstreambuf::overflow"
4877277,3269133,0,0,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetElasticElementCrossSection"
4875105,671214,14659,6187,"g4run","libG4processes.so","G4HadronicProcessStore::Print"
4858852,0,0,8307,"g4run","libm.so.6","__sinh_finite@GLIBC_2.15"
4833037,1866818,455498,25180,"g4run","libG4processes.so","0x00000000003c2aa0"
4825619,4633466,227690,118025,"g4run","libG4processes.so","0x00000000003b62d4"
4811981,5617334,34050,29038,"g4run","libxerces-c-3.2.so","0x000000000013c707"
4791044,1846796,274455,24788,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
4786819,1094047,188414,56944,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePiMinusNChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
4772492,2562661,359360,3062,"g4run","libpythia8.so","Pythia8::Sigma2gg2QQbar3PJ1g::sigmaHat"
4772081,0,6586,0,"g4run","libG4geometry.so","std::vector<CLHEP::Hep3Vector, std::allocator<CLHEP::Hep3Vector> >::operator="
4767320,2106310,833197,42920,"g4run","libG4processes.so","0x00000000003bcb20"
4753593,5526190,402737,186378,"g4run","libG4processes.so","0x00000000003b3bc4"
4746955,3322981,56869,0,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMTextImpl::DOMTextImpl"
4745392,0,35526,2251,"g4run","libpythia8.so","Pythia8::PhaseSpace::selectTau"
4741145,2265227,83358,29459,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMTextImpl::DOMTextImpl"
4738614,0,0,0,"g4run","libxerces-c-3.2.so","0x00000000001904db"
4736080,3204832,62348,4734,"g4run","libxerces-c-3.2.so","xercesc_3_2::QName::setNLocalPart"
4729308,1059250,68862,14255,"g4run","libxerces-c-3.2.so","xercesc_3_2::AbstractDOMParser::createElementNS"
4724362,0,9663,9966,"g4run","libxerces-c-3.2.so","0x0000000000183d9d"
4721998,1071239,269674,1472,"g4run","libc.so.6","__cxa_finalize"
4721401,2271152,16626,4702,"g4run","libxerces-c-3.2.so","0x000000000013c6dc"
4709937,5671082,8080,24253,"g4run","libxerces-c-3.2.so","xercesc_3_2::ElemStack::addLevel"
4707164,4470041,0,5770,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMNodeListImpl::DOMNodeListImpl"
4704885,2798050,32458,1622,"g4run","libG4clhep.so","HepGeom::Transform3D::operator*"
4696318,2289498,28758,31943,"g4run","libxerces-c-3.2.so","xercesc_3_2::DTDElementDecl::getAttDef"
4691973,1084898,27625,0,"g4run","libxerces-c-3.2.so","0x00000000001904da"
4683415,1127744,8481,4985,"g4run","libxerces-c-3.2.so","0x000000000013c699"
4679166,2302362,0,5208,"g4run","libxerces-c-3.2.so","0x0000000000188538"
4677770,6755695,18763,9812,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMAttrNSImpl::getNamespaceURI"
4673960,2243868,40323,9256,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMAttrImpl::getNodeName"
4672829,1145888,0,5194,"g4run","libxerces-c-3.2.so","0x000000000013c6e7"
4672663,3436163,0,0,"g4run","libxerces-c-3.2.so","xercesc_3_2::IGXMLScanner::scanEndTag"
4665120,1148153,0,9631,"g4run","libxerces-c-3.2.so","0x0000000000197676"
4663715,0,17150,4958,"g4run","libxerces-c-3.2.so","0x000000000018444e"
4649723,4271598,19201,5653,"g4run","libstdc++.so.6.0.30","0x000000000009f670"
4649638,5538401,43493,0,"g4run","libxerces-c-3.2.so","xercesc_3_2::IGXMLScanner::scanRawAttrListforNameSpaces"
4646336,1133111,0,4859,"g4run","libxerces-c-3.2.so","xercesc_3_2::XMLString::compareString"
4643359,0,0,0,"g4run","libxerces-c-3.2.so","0x00000000001904c6"
4637464,3397374,0,0,"g4run","libxerces-c-3.2.so","non-virtual thunk to xercesc_3_2::DOMElementImpl::getChildNodeImpl()"
4629022,1101731,14208,2738,"g4run","libG4geometry.so","0x000000000009b320"
4618179,1126089,40541,28387,"g4run","libxerces-c-3.2.so","xercesc_3_2::DOMElementImpl::DOMElementImpl"
4613715,497526,126143,32707,"g4run","libG4processes.so","0x00000000003b3890"
4605062,2250116,0,0,"g4run","libxerces-c-3.2.so","0x0000000000183ddc"
4597179,1156382,46519,0,"g4run","libG4processes.so","G4Fancy3DNucleus::BindingEnergy"
4596150,0,0,0,"g4run","libstdc++.so.6.0.30","0x000000000012b154"
4570934,4534695,0,947,"g4run","libG4geometry.so","G4BoundingEnvelope::G4BoundingEnvelope"
4518090,485870,83161,1272,"g4run","libpythia8.so","Pythia8::SimpleSpaceShower::pTnext"
4513114,2426611,135473,0,"g4run","libG4processes.so","G4MesonAbsorption::GetCollisions"
4512240,602664,72155,5501,"g4run","libpythia8.so","Pythia8::SigmaProcess::SigmaProcess"
4511672,2281343,195882,3822,"g4run","libG4processes.so","G4KineticTrack::~G4KineticTrack"
4470641,2921234,192618,5734,"g4run","libpythia8.so","Pythia8::Settings::flag"
4465408,1293130,0,0,"g4run","libG4processes.so","0x00000000003bc1a0"
4455914,0,3902,0,"g4run","libG4processes.so","G4CoulombScattering::MinPrimaryEnergy"
4443111,441376,0,0,"g4run","libG4processes.so","G4MuBremsstrahlungModel::ComputeCrossSectionPerAtom"
4441788,2887892,0,59157,"g4run","libG4processes.so","0x00000000003ba894"
4433777,2442397,213664,30881,"g4run","libG4tracking.so","0x00000000000131b4"
4428552,0,11262,2058,"g4run","libG4geometry.so","std::vector<G4SmartVoxelProxy*, std::allocator<G4SmartVoxelProxy*> >::operator="
4425384,5625323,49509,13012,"g4run","libG4processes.so","G4GEMChannel::SampleKineticEnergy"
4422664,1534344,0,0,"g4run","libG4processes.so","G4ICRU73QOModel::GetShellEnergy"
4420389,5135153,95429,12564,"g4run","libG4processes.so","G4ICRU73QOModel::DEDX"
4394340,3703156,47077,6091,"g4run","libG4processes.so","0x00000000003b4900"
4376608,4517093,45227,525,"g4run","libG4processes.so","G4MuBremsstrahlungModel::ComputeDEDXPerVolume"
4337999,1838922,42405,4519,"g4run","libG4processes.so","G4BinaryLightIonReaction::ApplyYourself"
4329097,653046,51572,42185,"g4run","libG4persistency.so","0x000000000003d024"
4325294,2376985,56290,8419,"g4run","libG4processes.so","std::vector<G4Nucleon, std::allocator<G4Nucleon> >::_M_default_append"
4321212,1835999,51644,0,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeLambdaPChannelData, G4KaonHypSampler>::getMultiplicity"
4318838,0,0,902,"g4run","libG4geometry.so","0x000000000009af70"
4309131,842147,0,0,"g4run","libG4processes.so","0x00000000003c17a0"
4287195,2430100,48949,6289,"g4run","libG4processes.so","0x00000000003b5140"
4283125,1793155,496822,101015,"g4run","libG4particles.so","G4IonTable::FindIonInMaster"
4282669,1796847,0,65615,"g4run","libstdc++.so.6.0.30","std::_Rb_tree_decrement"
4281899,3612615,375098,3841,"g4run","libG4processes.so","G4Fancy3DNucleus::G4Fancy3DNucleus"
4278639,0,13295,0,"g4run","libG4particles.so","G4DecayTable::~G4DecayTable"
4270121,0,31436,0,"g4run","libG4processes.so","0x00000000003d4c60"
4243496,1781878,46700,11932,"g4run","libG4processes.so","0x00000000003c3680"
4243462,3988576,177586,13704,"g4run","libG4processes.so","G4FissionProbability::EmissionProbability"
4235609,2435422,48294,24679,"g4run","libG4processes.so","0x00000000003b3410"
4204529,0,36988,34468,"g4run","libG4processes.so","G4CollisionOutput::addOutgoingParticles"
4193376,3509358,105257,39827,"g4run","libG4processes.so","0x00000000003c65a0"
4192577,1224542,288870,76756,"g4run","libG4processes.so","G4EmCaptureCascade::ApplyYourself"
4191664,643485,184313,20301,"g4run","libG4processes.so","G4ElectroNuclearCrossSection::HighEnergyJ3"
4191108,5768535,79882,23938,"g4run","libG4processes.so","0x00000000003af360"
4188580,4020520,221188,120935,"g4run","libG4processes.so","0x00000000003d4aa4"
4181199,2921651,0,60187,"g4run","libG4processes.so","0x00000000003c3884"
4173934,2319570,107374,0,"g4run","libG4processes.so","0x00000000003c1714"
4158022,1299740,0,0,"g4run","libG4processes.so","G4VSplitableHadron::G4VSplitableHadron"
4155400,2365651,400139,36767,"g4run","libG4processes.so","0x00000000003c2214"
4154164,1260851,51217,16021,"g4run","libG4processes.so","G4BGGPionInelasticXS::CoulombFactorPiPlus"
4147007,744811,26079,1565,"g4run","libpythia8.so","0x00000000001ae6c0"
4144413,4089699,705990,104679,"g4run","libG4global.so","0x00000000000259a4"
4126073,1808486,0,4758,"g4run","libG4processes.so","G4DiffractiveExcitation::ExciteParticipants_doNonDiffraction"
