instructions,L1_dcache_loads,L1_dcache_load_misses,L1_icache_load_misses,comm,dso,symbol
1016753549,669462469,10471340,12912240,"g4run","libG4processes.so","G4CascadePPChannel::findCrossSection"
1014311716,405658108,8661719,6423172,"g4run","libG4processes.so","std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> >::_M_default_append"
1002962073,621911818,71762579,4735061,"g4run","libG4geometry.so","G4Tubs::SurfaceNormal"
982752818,460035708,4356493,308526,"g4run","libG4geometry.so","G4BoundingEnvelope::CalculateExtent"
968911209,614879430,54841963,6270080,"g4run","libG4processes.so","0x00000000003bf744"
949353142,635570707,69272854,7743184,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
943397861,642312287,14178594,6685627,"g4run","libG4processes.so","G4NucleiModel::getFermiKinetic"
943200640,620403696,12794715,7499708,"g4run","libG4processes.so","G4NucleiModel::worthToPropagate"
940632890,532238707,63993421,3776410,"g4run","libG4geometry.so","G4VoxelSafety::ComputeSafety"
936930714,578912536,42568078,2006705,"g4run","libG4geometry.so","G4Cons::DistanceToIn"
933901794,412294585,3234948,311938,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeScreeningFunctions"
930275299,623754385,50574234,1084064,"g4run","libG4geometry.so","0x000000000009b970"
926398082,491991933,13528920,8268796,"g4run","libG4processes.so","G4InuclSpecialFunctions::randomCOS_SIN"
920800587,577698249,10342962,8445895,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
920467381,434062650,10221730,4004984,"g4run","libG4processes.so","std::vector<CLHEP::HepLorentzVector, std::allocator<CLHEP::HepLorentzVector> >::_M_default_append"
909647020,612362098,56174724,5383607,"g4run","libG4processes.so","0x00000000003c8310"
908600264,431244808,53469565,11320958,"g4run","libG4processes.so","G4ChipsElasticModel::SampleInvariantT"
905603189,435487357,21600585,11862354,"g4run","libG4processes.so","G4CascadeFinalStateAlgorithm::Configure"
902748861,345245502,5027850,517637,"g4run","libG4processes.so","G4ComponentAntiNuclNuclearXS::GetAntiHadronNucleonTotCrSc"
902433116,432407591,15648098,5754436,"g4run","libG4processes.so","G4InuclSpecialFunctions::G4cbrt"
894036970,476112280,25742809,3693015,"g4run","libG4processes.so","G4WentzelOKandVIxSection::SampleSingleScattering"
884241360,346817220,42002374,6037398,"g4run","libG4track.so","G4VParticleChange::CheckIt"
883240502,452749490,15513568,4772128,"g4run","libG4particles.so","G4Electron::Electron"
878357964,496744320,31011855,8625507,"g4run","libG4processes.so","G4NucleiModel::generateModel"
864660345,573802139,56892785,2053955,"g4run","libG4geometry.so","G4ReflectedSolid::DistanceToOut"
858882089,555629662,11186770,6163228,"g4run","libG4particles.so","G4PionMinus::Definition"
858735703,509250103,55237178,4362151,"g4run","libG4processes.so","G4eeToTwoGammaModel::CrossSectionPerVolume"
858005611,432197034,102076,217007,"g4run","libG4processes.so","G4CascadeCoalescence::maxDeltaP"
856752348,488706864,9362311,5114841,"g4run","libG4particles.so","G4PionZero::Definition"
852284190,459153581,29218371,6830656,"g4run","libG4global.so","G4Pow::GetInstance"
845210197,495394591,3874934,9404416,"g4run","libG4processes.so","G4NucleiModel::getCurrentDensity"
838591398,603421727,55831661,4973484,"g4run","libG4geometry.so","0x000000000009d450"
836410973,487574444,33534289,4992421,"g4run","libG4tracking.so","0x0000000000013254"
835240235,533525978,18829321,2813806,"g4run","libG4geometry.so","G4VIntersectionLocator::GetSurfaceNormal"
829719199,529785043,1950189,3414351,"g4run","libG4processes.so","0x00000000003c7b00"
824603728,583321247,18350628,6928218,"g4run","libG4processes.so","G4CollisionOutput::add"
823419075,338672217,15650825,171060,"g4run","libG4processes.so","G4GEMChannel::GetEmissionProbability"
815294475,490991300,43842636,4472404,"g4run","libG4processes.so","0x00000000003d4e30"
812517748,491076705,69129787,3077638,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
812393500,383013063,23904235,276091,"g4run","libpythia8.so","Pythia8::Rndm::flat"
809527005,478065627,8672801,2281854,"g4run","libG4processes.so","G4HadronicProcess::CheckResult"
798143446,459773673,25675850,3434453,"g4run","libG4processes.so","G4ComponentGGNuclNuclXsc::ComputeCoulombBarier"
794416818,336656025,2390846,1763138,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__vmi_class_type_info::__do_dyncast"
793487601,339813963,3879739,4284201,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >"
783879062,413390404,5980366,7702552,"g4run","libG4processes.so","G4CascadeCoalescence::selectCandidates"
778721489,429414039,51822488,928684,"g4run","libG4processes.so","G4NeutronCaptureXS::IsElementApplicable"
772702221,494993127,17090135,5485734,"g4run","libG4processes.so","G4CollisionOutput::getTotalBaryonNumber"
768279606,382917144,16990212,1598412,"g4run","libG4processes.so","G4NucleonNuclearCrossSection::ComputeCrossSections"
756056530,357267434,19477724,13706885,"g4run","libG4processes.so","G4MultiBodyMomentumDist::ChooseDist"
754461951,556087864,36998801,6621874,"g4run","libG4particles.so","0x0000000000035680"
750919695,260933167,16515740,3789589,"g4run","libG4particles.so","G4IonTable::GetLightIon"
749900730,423926273,465970,445605,"g4run","libG4processes.so","G4CascadeCoalescence::clusterType"
747592577,488489250,46155534,1824541,"g4run","libG4geometry.so","G4Cons::DistanceToOut"
742607244,445911376,17782390,1070069,"g4run","libG4geometry.so","0x0000000000099990"
734383029,498813397,43200178,6909235,"g4run","libG4processes.so","G4BetheBlochModel::SampleSecondaries"
731247831,445830818,27561776,8582965,"g4run","libG4processes.so","G4PhotonEvaporation::GenerateGamma"
713221739,462089549,38990516,1803176,"g4run","libG4geometry.so","0x0000000000099a80"
712517464,349803724,2510596,561911,"g4run","libstdc++.so.6.0.30","std::istream::sentry::sentry"
709042947,402448379,12228230,6536058,"g4run","libG4particles.so","G4KaonZero::Definition"
699946678,355429098,6179615,5908873,"g4run","libG4processes.so","G4IntraNucleiCascader::finishCascade"
698914320,465027390,3435096,339615,"g4run","libG4processes.so","G4PairingCorrection::GetPairingCorrection"
697548439,469370849,48080746,3154885,"g4run","libG4geometry.so","G4ReflectedSolid::Inside"
696156583,419842659,3777123,7681472,"g4run","libG4processes.so","G4NucleiModel::getRatio"
688288627,313773823,16498711,108846,"g4run","libG4processes.so","G4GEMCoulombBarrier::CalcCompoundRadius"
684248870,277645465,12611173,4105219,"g4run","libG4particles.so","G4IonTable::GetIon"
682581171,314349676,2069588,280403,"g4run","libG4processes.so","G4VEmissionProbability::IntegrateProbability"
681071428,449739925,37099169,5612506,"g4run","libG4clhep.so","0x00000000000264a4"
679105009,296294992,11485811,114739,"g4run","libG4processes.so","G4GEMCoulombBarrier::GetCoulombBarrier"
678190720,451931487,38509918,1727623,"g4run","libG4geometry.so","G4Cons::DistanceToIn"
675349091,467682293,11467359,4778718,"g4run","libG4processes.so","G4CascadeCheckBalance::collide"
672743195,379481041,6568918,3305476,"g4run","libG4clhep.so","CLHEP::Hep3Vector::setSpherical"
672058824,228555284,21149750,158800,"g4run","libpythia8.so","Pythia8::MultipartonInteractions::sigmaPT2scatter"
671883937,351307211,8777010,3989737,"g4run","libstdc++.so.6.0.30","__cxxabiv1::__class_type_info::__do_dyncast"
670432476,435274908,18567363,5941505,"g4run","libG4processes.so","G4HadFinalState::GetSecondary"
667117279,414521251,49274158,2609894,"g4run","libG4processes.so","0x00000000003ae950"
663628143,252318900,2030190,443827,"g4run","libstdc++.so.6.0.30","std::__istream_extract"
659835364,383767369,10779216,7635659,"g4run","libG4processes.so","G4InuclParticle::G4InuclParticle"
658354864,353801231,3154752,4375455,"g4run","libG4processes.so","G4CascadeRecoilMaker::makeRecoilFragment"
654245984,333481380,24789675,6328714,"g4run","libG4processes.so","G4NeutronRadCapture::ApplyYourself"
649648682,417439935,44328683,1438495,"g4run","libG4geometry.so","G4ReflectedSolid::DistanceToOut"
646033065,383813159,34784296,2204363,"g4run","libG4tracking.so","0x0000000000013cb4"
637674519,406980210,4005054,1015954,"g4run","libG4processes.so","G4NuclearLevelData::GetLevelDensity"
632979188,296620433,11301378,13215736,"g4run","libm.so.6","__acos"
629691194,361102374,8245129,5427784,"g4run","libG4processes.so","std::__insertion_sort<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerBeta> >"
617635935,407319415,47701667,2268312,"g4run","libG4processes.so","0x00000000003cd710"
617523456,513837124,53951602,4299839,"g4run","libG4clhep.so","0x0000000000026404"
615038528,431031686,34227592,4131631,"g4run","libG4clhep.so","0x00000000000264a0"
612412183,352246014,10126253,1402888,"g4run","libG4processes.so","0x00000000003ca444"
609795786,266498331,682831,192813,"g4run","libG4processes.so","G4PreCompoundNucleon::ProbabilityDistributionFunction"
601939548,359541404,18102412,199995,"g4run","libpythia8.so","Pythia8::ParticleDataEntry::mSel"
599470273,324055490,12803681,3532270,"g4run","libc.so.6","__strlen_avx2"
599188446,321353127,16057233,6532372,"g4run","libG4processes.so","G4ElementaryParticleCollider::generateMultiplicity"
588660120,497813147,70037324,10864854,"g4run","libG4processes.so","G4LossTableManager::GetEnergyLossProcess"
584392794,328263045,9972262,877973,"g4run","libG4geometry.so","G4IntersectionSolid::DistanceToOut"
574332217,382450945,13528197,7277883,"g4run","libG4processes.so","G4InuclSpecialFunctions::paraMaker::getParams"
569886277,333501917,8460700,4151510,"g4run","libG4particles.so","G4NucleiProperties::GetBindingEnergy"
568291093,262452679,5130670,1901,"g4run","libG4geometry.so","G4Region::ScanVolumeTree"
567306547,293301578,17558096,4280579,"g4run","libG4processes.so","G4CascadeColliderBase::useEPCollider"
558008340,285232241,9541993,3739505,"g4run","libG4processes.so","0x00000000003b9d50"
557203657,368290195,19283034,1617752,"g4run","libG4geometry.so","G4Navigator::GetMotherToDaughterTransform"
555812870,349227059,24375130,3378895,"g4run","libG4processes.so","G4BGGNucleonInelasticXS::GetElementCrossSection"
550603079,292712926,15054018,1744569,"g4run","libG4processes.so","G4HadronNucleonXsc::KaonNucleonXscVG"
550571625,342985258,10991580,461045,"g4run","libG4geometry.so","G4Polyhedra::DistanceToIn"
549948769,291270016,193332,200372,"g4run","libG4processes.so","G4CascadeCoalescence::getClusterMomentum"
548807947,345999029,14816570,1202678,"g4run","libG4geometry.so","0x000000000009b9c0"
541939967,276662370,14429672,7771843,"g4run","libG4processes.so","G4CascadeParameters::Instance"
539245091,300524525,73030784,3917727,"g4run","libG4processes.so","G4HadFinalState::SetEnergyChange"
535016387,322006642,23726906,2658335,"g4run","libG4processes.so","0x00000000003b37b0"
534585631,368090248,33969649,3324302,"g4run","libG4clhep.so","0x00000000000255e0"
533835731,307297578,1113869,76468,"g4run","libG4geometry.so","G4BoundingEnvelope::CreateListOfPlanes"
532087800,322394717,36973285,1229430,"g4run","libG4processes.so","0x00000000003b4114"
530460530,373045018,7214029,3703588,"g4run","libG4global.so","std::vector<double, std::allocator<double> >::reserve"
525173637,323305379,28021728,3140640,"g4run","libG4processes.so","0x00000000003d4ec4"
525133761,297216905,12564008,847153,"g4run","libm.so.6","0x000000000000e384"
523931664,281490806,12669151,2357996,"g4run","libG4processes.so","G4MollerBhabhaModel::MaxSecondaryEnergy"
521166272,327330721,11506137,4823836,"g4run","libG4processes.so","G4CollisionOutput::boostToLabFrame"
519602458,255443391,276497,266635,"g4run","libG4processes.so","G4CascadeCoalescence::allNucleons"
519393287,305716265,12093269,4069259,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodFragment"
518807315,296388391,22183137,896098,"g4run","libG4geometry.so","0x000000000009c5a4"
517489036,152435960,491244,370902,"g4run","libG4processes.so","G4InuclSpecialFunctions::randomInuclPowers"
517458332,228167258,763311,156447,"g4run","libG4geometry.so","G4BoundingEnvelope::ClipVoxelByPlanes"
517373995,247217559,6557313,2162412,"g4run","libG4particles.so","0x0000000000033974"
516036522,351923123,25173665,780941,"g4run","libG4geometry.so","G4Polyhedra::DistanceToIn"
515281285,304325834,3053016,80734,"g4run","libG4processes.so","G4NuclearLevelData::GetPairingCorrection"
512980016,330527846,49243043,1311550,"g4run","libG4geometry.so","G4UnionSolid::DistanceToIn"
509384088,244681751,8642180,3738941,"g4run","libG4processes.so","G4LorentzConvertor::toTheTargetRestFrame"
508807771,230013477,13193012,5680748,"g4run","libG4processes.so","0x00000000003d3990"
507340692,251277356,5416877,322990,"g4run","libG4geometry.so","G4IntersectionSolid::DistanceToIn"
504147772,306025534,16832302,4734876,"g4run","libc.so.6","__memcmp_avx2_movbe"
501706975,189721961,511205,35216,"g4run","libG4processes.so","G4EmCorrections::LShell"
500572892,157082442,24656844,64389,"g4run","libpythia8.so","Pythia8::PDF::xf"
499859358,249819274,18863078,197046,"g4run","libpythia8.so","Pythia8::Sigma2Process::store2KinMPI"
497886519,249316034,474786,4357,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeBremLoss"
496253289,343950742,26348028,687759,"g4run","libG4geometry.so","G4Polycone::DistanceToIn"
491604052,323485656,34414413,1013866,"g4run","libG4geometry.so","0x000000000009b974"
487826170,280183269,22456313,6507727,"g4run","libG4processes.so","G4ProductionCutsTable::GetProductionCutsTable"
481823547,349445917,37277185,876006,"g4run","libG4geometry.so","0x000000000009bbe4"
481300251,335522908,13957836,3316965,"g4run","libG4geometry.so","G4FieldTrack::operator="
479742181,309356200,15901569,6226074,"g4run","libG4processes.so","G4CascadeInterface::makeDynamicParticle"
479369406,314887756,32248475,2079629,"g4run","libG4geometry.so","G4Cons::Inside"
474664644,260686973,3954646,854428,"g4run","libG4global.so","G4Pow::A13High"
472912345,200991431,2774997,2630772,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<std::pair<G4InuclElementaryParticle, double>*, std::vector<std::pair<G4InuclElementaryParticle, double>, std::allocator<std::pair<G4InuclElementaryParticle, double> > > >, long, __gnu_cxx::__ops::_Iter_comp_iter<bool (*)(std::pair<G4InuclElementaryParticle, double> const&, std::pair<G4InuclElementaryParticle, double> const&)> >"
472435016,228691919,8504671,5257623,"g4run","libG4processes.so","G4VHadDecayAlgorithm::IsDecayAllowed"
471994777,270961389,7635107,4358870,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerBeta> >"
470185764,314664356,15059746,6716551,"g4run","libG4processes.so","G4CascadParticle::G4CascadParticle"
463557922,306281251,27312973,2403647,"g4run","libG4geometry.so","0x000000000009b6b0"
460872718,287253311,30835793,1509228,"g4run","libG4tracking.so","0x0000000000013f20"
456066574,223022611,8323804,6024625,"g4run","libG4processes.so","G4InuclElementaryParticle::fill"
452113759,291109884,26593148,3419863,"g4run","libG4event.so","0x000000000001c0b4"
442808411,270316978,11011911,751981,"g4run","libG4geometry.so","0x0000000000099960"
438519687,270732050,6829473,487261,"g4run","libG4global.so","_G4cout_p"
438116119,194634974,8001521,615338,"g4run","libG4processes.so","G4BGGNucleonElasticXS::IsIsoApplicable"
435296319,243321722,19265815,1402138,"g4run","libG4geometry.so","0x0000000000099964"
430434548,281084213,27242277,998962,"g4run","libG4clhep.so","HepGeom::operator*"
429816318,214597111,1053683,53378,"g4run","libG4geometry.so","std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::emplace_back<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > >"
428839475,246638646,48347188,2940954,"g4run","libG4processes.so","G4WentzelVIModel::ComputeGeomPathLength"
428350636,246027165,6186945,3044583,"g4run","libG4processes.so","0x00000000003ba260"
427800212,197908440,8966809,1900456,"g4run","libG4processes.so","G4ScreeningMottCrossSection::SetupKinematic"
427073787,204507565,34617,16946,"g4run","libG4processes.so","G4MuBremsstrahlungModel::ComputeMicroscopicCrossSection"
423018779,218375767,5642365,170972,"g4run","libG4geometry.so","G4CutTubs::Inside"
420741317,175205262,3413836,6864,"g4run","libG4geometry.so","G4Region::AddMaterial"
419645656,270686384,27809876,1702930,"g4run","libG4processes.so","0x00000000003ae954"
417771196,203937688,11360285,592345,"g4run","libG4processes.so","G4Evaporation::BreakFragment"
416821426,288839870,29263703,3711014,"g4run","libG4event.so","0x000000000001bef4"
414137927,208422231,3211763,2159992,"g4run","libG4processes.so","0x00000000003b2b50"
413899779,243474970,3514715,3051591,"g4run","libG4particles.so","G4KaonPlus::Definition"
411047045,270080283,23942058,5943288,"g4run","libG4processes.so","G4InuclCollider::collide"
409032214,204256686,4062392,3444540,"g4run","libG4processes.so","G4CascadeRecoilMaker::goodNucleus"
409027656,204049524,1685944,123464,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::ComputeRelDXSectionPerAtom"
408968481,317790442,39654965,4249963,"g4run","libG4event.so","G4StackManager::DefaultClassification"
408426993,255259348,5644423,3499929,"g4run","libG4processes.so","G4NucleiModel::forceFirst"
407446779,251048826,6494789,1134545,"g4run","libG4geometry.so","G4IntersectionSolid::SurfaceNormal"
403914698,264612754,11083314,4194456,"g4run","libG4processes.so","G4CascadeInterface::ApplyYourself"
402836879,260278584,11443579,4644284,"g4run","libG4processes.so","G4CollisionOutput::boostToLabFrame"
401296956,248685244,1812768,1843978,"g4run","libG4processes.so","G4HadDecayGenerator::SetVerboseLevel"
400540724,225203318,2660642,2342255,"g4run","libG4processes.so","0x00000000003c8c94"
398087334,179743100,8289056,6828041,"g4run","libG4processes.so","G4VHadDecayAlgorithm::UniformPhi"
397491854,239595242,18108313,952514,"g4run","libG4processes.so","0x00000000003d2ca0"
397038018,266119016,2889166,3116116,"g4run","libG4particles.so","G4KaonMinus::Definition"
395348329,213314821,13882097,732121,"g4run","libG4processes.so","G4BGGPionElasticXS::GetElementCrossSection"
394192860,221290618,8578892,4567570,"g4run","libG4particles.so","G4AntiKaonZero::Definition"
393326500,153054480,6709387,3944861,"g4run","libG4processes.so","G4HadDecayGenerator::Generate"
392459833,190239524,6575611,3645561,"g4run","libG4processes.so","G4Fragment::G4Fragment"
391954056,202513740,39381083,2909987,"g4run","libG4geometry.so","G4Mag_EqRhs::SetChargeMomentumMass"
390110557,231377321,28823113,4347771,"g4run","libG4processes.so","G4CrossSectionInelastic::GetElementCrossSection"
387872580,224807697,4792903,3673241,"g4run","libG4processes.so","0x00000000003ad420"
385772755,202069349,5399853,3975601,"g4run","libG4processes.so","G4IntraNucleiCascader::particleCanInteract"
383786985,155519855,717829,294696,"g4run","libc.so.6","str_to_mpn.constprop.0"
382237407,222147742,14549686,4179221,"g4run","libG4processes.so","G4ModifiedTsai::SamplePairDirections"
381796565,211616956,3567750,277073,"g4run","libG4processes.so","G4eBremsstrahlungRelModel::GetLPMFunctions"
381145577,244350714,4908589,4261703,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNPChannelData, G4PionNucSampler>::getCrossSection"
378030659,260390197,10770499,1000545,"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::DoesReIntegrate"
376960094,159349117,5641888,4113186,"g4run","libG4processes.so","G4InuclElementaryParticle::setType"
375295759,288840168,7488445,3543245,"g4run","libG4processes.so","G4IntraNucleiCascader::processTrappedParticle"
374232322,250855636,12559387,4515898,"g4run","libG4processes.so","G4CascadeInterface::copyOutputToHadronicResult"
372694231,228336242,13741622,970636,"g4run","libG4geometry.so","0x000000000009ec50"
372581287,239942564,18453818,2022729,"g4run","libG4tracking.so","0x0000000000013cb0"
369537099,210739383,7876118,835775,"g4run","libG4processes.so","0x00000000003bb0d4"
368763775,222762736,20109094,2693816,"g4run","libG4processes.so","G4ComponentGGNuclNuclXsc::GetInelasticElementCrossSection"
367638262,221544537,9404070,5298624,"g4run","libG4processes.so","G4InuclSpecialFunctions::generateWithFixedTheta"
367056472,177476753,25307851,4269278,"g4run","libm.so.6","log@@GLIBC_2.29"
364674502,199954038,13566944,2000121,"g4run","libG4processes.so","G4Decay::StartTracking"
361905533,235151138,21533784,2844732,"g4run","libG4processes.so","G4CrossSectionInelastic::IsElementApplicable"
358825239,197622662,18443807,2176896,"g4run","libG4processes.so","G4BGGNucleonInelasticXS::IsIsoApplicable"
357011770,192120418,136660,48391,"g4run","libG4processes.so","G4PreCompoundFragment::IntegrateEmissionProbability"
355766459,199908651,14628867,5648921,"g4run","libG4processes.so","G4InuclSpecialFunctions::paraMaker::getTruncated"
352043956,226740952,28045530,2062254,"g4run","libG4processes.so","0x00000000003bcb24"
351974423,224667720,7007419,2912802,"g4run","libstdc++.so.6.0.30","operator new"
349012578,208706023,17512734,920735,"g4run","libG4tracking.so","0x00000000000135c4"
347304230,240477385,21377356,5892286,"g4run","libG4track.so","G4VParticleChange::CheckSecondary"
344833591,143248250,6432799,2978170,"g4run","libG4processes.so","G4NucleiModel::fillPotentials"
344269876,188013881,4662991,2248377,"g4run","libG4particles.so","0x0000000000033bb0"
343495144,274317230,18631754,5194819,"g4run","libc.so.6","__strncmp_avx2"
342585954,160678024,4173654,5217857,"g4run","libG4processes.so","G4CascadeCoalescence::removeNucleons"
336759937,178792605,25995843,1862479,"g4run","libG4particles.so","0x0000000000035684"
335786365,157377930,6509641,3367826,"g4run","libG4processes.so","0x00000000003d3994"
335653125,176898733,2647664,4042724,"g4run","libG4processes.so","G4CascadeCoalescence::FindClusters"
335165790,214647868,8588383,2154579,"g4run","libG4processes.so","0x00000000003b01b0"
333931023,177898875,14248740,537411,"g4run","libG4geometry.so","0x0000000000099d20"
332495549,163351999,3113565,1990411,"g4run","libG4processes.so","0x00000000003d4d50"
331719940,221964140,21221477,759250,"g4run","libG4geometry.so","G4ReflectedSolid::DistanceToIn"
330195841,153728263,2032786,115145,"g4run","libG4geometry.so","G4BoundingEnvelope::TransformVertices"
328787731,219896489,938383,2416067,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadeNNChannelData, G4PionNucSampler>::getCrossSection"
326511936,232784221,11592849,2839923,"g4run","libG4processes.so","G4eplusAnnihilation::AtRestGetPhysicalInteractionLength"
326125405,205706940,7386641,784146,"g4run","libG4geometry.so","G4Box::SurfaceNormal"
325711757,199245868,21090538,2569961,"g4run","libG4processes.so","G4BGGPionInelasticXS::GetElementCrossSection"
317240671,194382003,18089123,713996,"g4run","libG4geometry.so","0x000000000009dcb4"
315579306,163785621,4339390,227010,"g4run","libG4geometry.so","G4IntersectionSolid::DistanceToIn"
314736923,167094838,25283114,1494985,"g4run","libG4tracking.so","0x0000000000013270"
310677348,137895403,4328634,2409755,"g4run","libG4processes.so","0x00000000003ae3d0"
309878216,208666848,16572116,580877,"g4run","libG4geometry.so","0x000000000009e2d4"
307827501,188214567,34235606,2443581,"g4run","libG4processes.so","0x00000000003c02b4"
306408731,250918809,2110384,840298,"g4run","libG4processes.so","std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, __gnu_cxx::__ops::_Val_comp_iter<G4ParticleLargerEkin> >"
305927224,177520675,7519010,3904597,"g4run","libG4processes.so","G4VHadDecayAlgorithm::Generate"
305883176,160696845,3329122,4003968,"g4run","libG4processes.so","0x00000000003cf814"
304264001,173476244,7072107,1578499,"g4run","libG4global.so","G4JTPolynomialSolver::FindRoots"
302979953,236107923,26856335,1241135,"g4run","libG4geometry.so","0x000000000009c030"
302318366,122380278,12063320,196402,"g4run","libG4processes.so","G4Exp"
301490232,152904266,8353099,4245993,"g4run","libG4processes.so","G4IntraNucleiCascader::setupCascade"
299184630,138008906,15148379,2620075,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getOutgoingParticleTypes"
298682931,112336917,3636080,108291,"g4run","libc.so.6","unlink_chunk.constprop.0"
297212399,195233047,1544519,117104,"g4run","libG4geometry.so","std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_default_append"
295510607,158369724,3479371,3334640,"g4run","libG4processes.so","std::__introsort_loop<__gnu_cxx::__normal_iterator<G4InuclElementaryParticle*, std::vector<G4InuclElementaryParticle, std::allocator<G4InuclElementaryParticle> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<G4ParticleLargerEkin> >"
294606930,133743270,1442223,91022,"g4run","libG4geometry.so","std::vector<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> >, std::allocator<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > > >::_M_realloc_insert<std::pair<HepGeom::Point3D<double>, HepGeom::Point3D<double> > >"
294049679,187017415,9504877,4245904,"g4run","libG4processes.so","G4CascadeInterpolator<5>::getBin"
293652743,195042796,11285062,2265133,"g4run","libG4tracking.so","0x0000000000013224"
293142675,165143306,7366995,2526503,"g4run","libG4processes.so","G4CollisionOutput::setRemainingExitationEnergy"
293104275,150653541,8727535,3064374,"g4run","libG4processes.so","G4IntraNucleiCascader::initialize"
292847852,161761955,5308757,3682309,"g4run","libG4processes.so","G4InuclParticle::setDefinition"
291295799,225467267,18314436,5724761,"g4run","libG4particles.so","G4Gamma::Gamma"
289299549,161653810,9971682,3247211,"g4run","libG4processes.so","G4InuclCollider::deexcite"
289154938,137434213,12368462,3915938,"g4run","libG4processes.so","G4CascadeDeexcitation::deExcite"
288930429,189296283,19463982,1545009,"g4run","libG4geometry.so","0x000000000009a8d0"
288860447,141019197,5631520,2422246,"g4run","libG4particles.so","0x0000000000034e30"
287577848,137434404,3589144,286488,"g4run","libG4processes.so","G4BGGNucleonElasticXS::IsElementApplicable"
287505836,159686837,11692910,2001214,"g4run","libG4event.so","0x000000000001c2d0"
287457703,157036746,7877555,1071035,"g4run","libG4processes.so","G4VEmModel::ChargeSquareRatio"
285173470,198970841,1261871,50414,"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::ComputeNewStepSize"
284684748,144916209,1233558,61768,"g4run","libG4geometry.so","G4BoundingEnvelope::CreateListOfEdges"
283951959,168405971,9720227,3055823,"g4run","libG4processes.so","G4LevelManager::NearestLevelIndex"
280975916,159261065,318665,530710,"g4run","libG4processes.so","G4ElementaryParticleCollider::pionNucleonAbsorption"
280089759,130696068,4577705,147143,"g4run","libc.so.6","malloc_consolidate"
279542871,184284775,8082422,1564082,"g4run","libG4track.so","0x000000000000a920"
279108649,180331127,4509567,3992154,"g4run","libG4processes.so","G4CascadeFunctions<G4CascadePPChannelData, G4PionNucSampler>::getCrossSection"
278814868,157343222,17471070,776660,"g4run","libG4tracking.so","0x0000000000013a44"
278340917,166961906,16397131,1058130,"g4run","libG4processes.so","G4NeutronInelasticXS::IsElementApplicable"
275683428,188530866,173790,35101,"g4run","libG4processes.so","G4EvaporationLevelDensityParameter::LevelDensityParameter"
275573566,182521076,7446940,4213020,"g4run","libG4processes.so","0x00000000003ae3d4"
275084005,109329743,2448532,1198842,"g4run","libG4processes.so","G4InuclSpecialFunctions::getAL"
