comm,dso,symbol,cycles,instructions,branches,branch_misses
"g4run","libG4processes.so","G4CrossSectionDataStore::GetCrossSection",196237630008,296364615685,43567100215,404082780
"g4run","libG4processes.so","G4NeutronCaptureXS::IsoCrossSection",167597759470,203623529927,28556843702,114888354
"g4run","libm.so.6","__ieee754_atan2_fma",158455785072,258530806318,42285991983,490074183
"g4run","g4run","CMSMagneticField::GetFieldValue",151525418304,224537873085,25541029807,151337320
"g4run","libG4tracking.so","G4SteppingManager::DefinePhysicalStepLength",137604394061,225283868182,32535802547,388244892
"g4run","libG4geometry.so","G4PolyhedraSide::DistanceAway",134716337771,232191244166,40270920840,406325141
"g4run","libG4geometry.so","G4VoxelNavigation::LevelLocate",113332423154,129693516016,19514588298,344715647
"g4run","libG4processes.so","G4VEmProcess::GetCurrentLambda",111228628123,181720330847,25033942994,274180820
"g4run","libG4processes.so","G4GammaNuclearXS::GetIsoCrossSection",109945858376,158831641582,23256990115,266227903
"g4run","libG4processes.so","G4VEmProcess::PostStepGetPhysicalInteractionLength",95262765620,161109966927,22719612369,217122030
"g4run","libG4processes.so","G4CrossSectionDataStore::GetIsoCrossSection",94729336703,149203081752,21333141414,162085165
"g4run","libm.so.6","__sincos",82042113607,110673215962,16632308497,224887868
"g4run","libG4geometry.so","G4Navigator::ComputeStep",81747492586,141260048914,19151496285,210933066
"g4run","libG4geometry.so","G4TouchableHistory::GetVolume",78780339777,115504540532,18637727588,222307719
"g4run","libG4processes.so","G4Transportation::AlongStepGetPhysicalInteractionLength",78492603112,123452539152,18745441999,202428266
"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::StepWithError",74726434584,111203444723,12778210702,74933789
"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway",74093395958,129553340935,18444368813,247519150
"g4run","libG4processes.so","G4NeutronInelasticXS::IsoCrossSection",73243715196,123711092789,16465635598,92101437
"g4run","libG4tracking.so","G4SteppingManager::InvokePSDIP",72889673423,114624728589,17140632336,249684642
"g4run","libG4geometry.so","G4PolyhedraSide::DistanceToOneSide",71609986802,120463382479,20581164589,203800335
"g4run","libG4processes.so","G4CrossSectionDataStore::ComputeCrossSection",70851108422,106648927261,16001532980,175782026
"g4run","libG4geometry.so","G4PropagatorInField::ComputeStep",69455988496,116153161812,13545799941,107717935
"g4run","libG4geometry.so","G4PolyPhiFace::InsideEdges",66928539753,126680689304,22469425553,250712815
"g4run","libG4tracking.so","G4SteppingManager::Stepping",62929701222,93232191583,14061881608,206798414
"g4run","libG4clhep.so","CLHEP::MixMaxRng::iterate",62105129465,84025425323,12091527346,181192722
"g4run","libG4geometry.so","G4PolyconeSide::Distance",60563588579,109757970747,15516131768,169788813
"g4run","libG4processes.so","G4NeutronElasticXS::GetElementCrossSection",60527599915,129163248162,17400803588,122373924
"g4run","libG4processes.so","G4UrbanMscModel::ComputeTruePathLengthLimit",58228367992,73240711181,11975565581,201171841
"g4run","libG4geometry.so","G4Mag_UsualEqRhs::EvaluateRhsGivenB",57764955724,85601197793,10067399399,62503383
"g4run","libG4processes.so","G4UrbanMscModel::SampleCosineTheta",57184225164,64025641740,7899547500,141953887
"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepGetPhysicalInteractionLength",55166031371,99874325009,14208426682,119409475
"g4run","libG4geometry.so","G4PolyhedraSide::Distance",54794029739,108826447850,19150549408,158935061
"g4run","libG4processes.so","G4VEnergyLossProcess::ComputeLambdaForScaledEnergy",54649856933,95546503110,13417526955,132141343
"g4run","libG4geometry.so","G4NavigationLevel::operator=",53069000645,77736571925,12663185716,123536183
"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointWithinVolume",50631605936,77948682690,11264042023,193632834
"g4run","libG4geometry.so","G4VCSGfaceted::Inside",48740819557,79139919101,13321431212,145805478
"g4run","libG4processes.so","G4Transportation::PostStepDoIt",48706331814,72053274889,10901966949,164545332
"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepGetPhysicalInteractionLength",46313836167,72287208382,10348448699,138397167
"g4run","libG4geometry.so","G4VoxelNavigation::ComputeStep",45123863122,63726311524,9134863786,157370201
"g4run","libG4geometry.so","G4PolyhedraSide::Intersect",43141017929,77954143058,13231506269,213972052
"g4run","libG4geometry.so","G4PolyhedraSide::GetPhi",42913734338,73977915771,12687007093,143328322
"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForAlongStep",42805519084,83109358541,9102860794,76002976
"g4run","libG4geometry.so","G4Navigator::LocateGlobalPointAndSetup",42156845911,59596433984,9766488588,137319806
"g4run","libG4processes.so","G4Transportation::AlongStepDoIt",40780250671,73889550268,8990032162,88691930
"g4run","libG4geometry.so","G4PolyhedraSide::Inside",40709336274,69427832205,11852477500,122389964
"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone1",40544514023,71690773296,10212295824,190978307
"g4run","libG4geometry.so","G4PolyhedraSide::PhiSegment",39899775192,69338812599,11879832932,127906929
"g4run","libG4tracking.so","G4SteppingManager::InvokeAlongStepDoItProcs",39518521794,69806141958,9001955442,108867454
"g4run","libG4processes.so","G4UniversalFluctuation::SampleGlandz",39479288550,50196369324,6652585896,204799825
"g4run","libG4geometry.so","G4NormalNavigation::ComputeStep",38579423765,67199002756,9363763138,85246270
"g4run","libG4processes.so","G4VEnergyLossProcess::AlongStepDoIt",38424141348,54548528292,7292923966,184421782
"g4run","libG4processes.so","G4KleinNishinaCompton::SampleSecondaries",36592069794,58830821283,8425440019,89172439
"g4run","libG4geometry.so","G4PolyconeSide::PointOnCone",34981576704,62674025273,8790431957,166204114
"g4run","libG4processes.so","G4ElectroNuclearCrossSection::GetElementCrossSection",34302101906,41971181732,5971189670,64092674
"g4run","libG4processes.so","G4VProcess::ResetNumberOfInteractionLengthLeft",33338148032,56365418835,8361510536,33232080
"g4run","libG4geometry.so","G4PolyconeSide::Inside",32049367996,42475877071,6477116364,96239923
"g4run","libG4processes.so","G4VMscModel::GetTransportMeanFreePath",31376680816,52423218926,7314157803,80130281
"g4run","libG4tracking.so","G4Step::UpdateTrack",31112606597,47277874253,7017725513,100148798
"g4run","libG4processes.so","G4ProcessManager::GetAttribute",31060377722,44367198578,6947587091,61076367
"g4run","libG4geometry.so","G4Region::GetRegionalSteppingAction",30763000362,43332093429,6084707963,100155602
"g4run","libG4processes.so","G4UrbanMscModel::ComputeGeomPathLength",29955935044,41485312132,7007619924,85413800
"g4run","libG4geometry.so","G4LogicalVolume::GetSolid",29249522689,37428301253,5593100425,73954576
"g4run","libG4geometry.so","G4LogicalVolume::GetSolid",28921615482,39288721310,5924275126,77699532
"g4run","libG4processes.so","G4LivermorePhotoElectricModel::ComputeCrossSectionPerAtom",28023847981,42647046332,6472385176,70535826
"g4run","libG4processes.so","G4VProcess::EndTracking",26423306608,36820657101,5111372887,61828387
"g4run","libG4geometry.so","G4PolyconeSide::Intersect",26240835828,45906138736,6410656140,129161395
"g4run","libG4particles.so","G4IonTable::FindIon",26108269934,34191220802,4658104359,91764872
"g4run","libG4processes.so","G4PhysicsVector::Value",25329875175,33137186626,5106192737,111129991
"g4run","libG4processes.so","G4VEmProcess::PostStepDoIt",25067796858,35200262970,5334086602,95983803
"g4run","libG4geometry.so","G4EnclosingCylinder::MustBeOutside",24547865064,39303453443,6327882114,87059227
"g4run","libG4geometry.so","G4VPhysicalVolume::GetTranslation",24187838282,35836325701,5494173991,71826382
"g4run","libG4processes.so","G4VDiscreteProcess::PostStepGetPhysicalInteractionLength",23648401010,34059744494,5031615513,81733838
"g4run","libG4geometry.so","G4ChordFinderDelegate<G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> > >::FindNextChord",23527496942,30623657677,3782804759,39340078
"g4run","libG4geometry.so","G4VoxelNavigation::LocateNextVoxel",23462805855,29685182348,3849056144,99119954
"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boost",21946684748,34204313555,5234566497,53583020
"g4run","libG4geometry.so","G4PolyPhiFace::Inside",21580216353,40938326158,7112615153,74770349
"g4run","libG4geometry.so","G4NavigationLevel::G4NavigationLevel",21519877460,30233312037,4471503178,81072369
"g4run","libG4geometry.so","G4Box::Inside",21364501816,38370719799,6128146200,63808415
"g4run","libG4processes.so","G4GEMProbability::CalcProbability",20893150216,34838272284,4900735829,15016921
"g4run","libG4processes.so","G4MuPairProductionModel::ComputeDMicroscopicCrossSection",20787680813,27489105564,1943925339,84153413
"g4run","libG4geometry.so","G4LineSection::Dist",20696244921,44031206375,2842461294,10212221
"g4run","libG4geometry.so","G4PolyconeSide::DistanceAway",20293051953,25240075748,3853122319,70717547
"g4run","libG4tracking.so","G4SteppingManager::InvokePostStepDoItProcs",20158140902,31920864754,4724654745,75934149
"g4run","libG4clhep.so","CLHEP::(anonymous namespace)::theDefaults",19999320889,31900150799,4755341727,52191375
"g4run","libG4clhep.so","CLHEP::MixMaxRng::generate",18060128873,25410336044,3806070864,51527121
"g4run","libm.so.6","__atan2",18054195275,29592572313,4875288575,58165142
"g4run","libG4event.so","G4EventManager::DoProcessing",17642429943,25069475166,3692912989,20065978
"g4run","libG4processes.so","G4HadronicProcess::GetMeanFreePath",17247036802,27814255825,4033012255,39468120
"g4run","libG4processes.so","G4VEnergyLossProcess::PostStepDoIt",17220119912,23407873060,3925086012,110326063
"g4run","libG4processes.so","G4InuclSpecialFunctions::G4cbrt",17201665906,23732241259,3859106727,27230916
"g4run","libG4geometry.so","G4NormalNavigation::LevelLocate",17105396571,24392695889,4013767622,48882657
"g4run","libG4geometry.so","G4DisplacedSolid::Inside",16834423082,29937696608,5018035557,52016742
"g4run","libG4geometry.so","G4LogicalVolume::GetMaterial",16755986792,30163451884,4842535830,45463812
"g4run","libG4processes.so","G4VMscModel::GetEnergy",16610667297,29016624502,4149809969,42481239
"g4run","libG4clhep.so","CLHEP::Hep3Vector::rotateUz",16166923154,19461957071,2684417615,55871698
"g4run","libG4processes.so","G4Poisson",16126691123,19667933202,2525264183,77013646
"g4run","libG4processes.so","G4ProcessManager::EndTracking",15668617945,20537898436,2763619516,37616105
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceTo",15429685662,27748373948,4254282197,51921275
"g4run","libG4processes.so","G4ProcessManager::StartTracking",15271335213,24739968801,4044307982,20525377
"g4run","libG4tracking.so","G4Step::InitializeStep",14709446638,25874582915,4398483024,23957915
"g4run","libG4geometry.so","G4SubtractionSolid::Inside",14451393385,25068819574,4176907698,40821389
"g4run","libG4geometry.so","G4FieldTrack::LoadFromArray",14413949196,26451595875,2002466866,5136457
"g4run","libG4processes.so","G4VProcess::SubtractNumberOfInteractionLengthLeft",14196186876,19191674195,2969239704,61470095
"g4run","libG4processes.so","G4InuclParticle::setMomentum",14050642074,20815224742,3365051580,69101518
"g4run","libG4processes.so","G4VMultipleScattering::AlongStepGetPhysicalInteractionLength",13802238711,19331675656,2973609623,45986860
"g4run","libG4processes.so","G4VEmProcess::StartTracking",13753185022,21119118909,3282069563,22892271
"g4run","libG4processes.so","G4HadronElastic::ApplyYourself",13708798796,19370870557,3251461656,21465816
"g4run","libG4processes.so","G4VCrossSectionDataSet::IsIsoApplicable",13686480142,18908320123,2813153757,22639133
"g4run","libG4processes.so","G4UniversalFluctuation::SampleFluctuations",13566731473,18214894780,2497543562,73871275
"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetIndex",13095030653,21661768104,3388536539,37601779
"g4run","libG4clhep.so","CLHEP::RandGaussQ::transformQuick",13028616080,16412968580,2543349287,58389729
"g4run","libG4particles.so","G4Proton::Definition",12977417950,20252525626,3361990257,45434831
"g4run","libG4track.so","G4ParticleChangeForLoss::UpdateStepForAlongStep",12821105652,16797863113,2250545414,56888820
"g4run","libG4geometry.so","G4NavigationHistory::G4NavigationHistory",12510113257,18037894954,2836808441,36563484
"g4run","libm.so.6","__ieee754_pow_fma",12400210785,24227666959,2835881705,6272903
"g4run","libG4tracking.so","G4SteppingManager::SetInitialStep",12319240172,18651436218,3215654828,18575121
"g4run","libG4processes.so","G4NucleiModel::generateInteractionLength",12190826625,20959868127,3349430622,48243785
"g4run","libG4processes.so","G4SauterGavrilaAngularDistribution::SampleDirection",12137661935,18489036926,2624886124,36737884
"g4run","libG4global.so","G4Physics2DVector::Value",12115609704,13287568904,1945322126,42168354
"g4run","libG4tracking.so","G4SteppingManager::GetProcessNumber",11677450574,16091078929,2950108608,31283377
"g4run","libG4processes.so","G4LorentzConvertor::fillKinematics",11593232095,19458739454,3322446473,39303342
"g4run","libG4geometry.so","G4PolyPhiFace::Distance",11588328936,23487357223,4234967050,50006588
"g4run","libG4particles.so","G4Neutron::Definition",11516050341,17835873210,2987239638,39296962
"g4run","libG4clhep.so","CLHEP::MixMaxRng::MULWU",11453000073,15425757966,2243544089,32603354
"g4run","libG4geometry.so","G4Tubs::Inside",11393776690,15292081562,2490744992,26776089
"g4run","libG4geometry.so","G4FieldManagerStore::ClearAllChordFindersState",11359853881,15978615482,2463165925,18861090
"g4run","libG4track.so","G4StepPoint::operator=",11304099407,16540483816,2719563842,30760662
"g4run","libG4geometry.so","G4Tubs::DistanceToOut",11018463158,16323929078,2409878681,23261076
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AdvanceChordLimited",10948074287,14611567509,1954525217,21938584
"g4run","libG4processes.so","G4SeltzerBergerModel::SampleEnergyTransfer",10886087497,12364916428,1862748321,44422411
"g4run","libG4geometry.so","G4Navigator::ComputeSafety",10730374204,14161686430,2232342497,39602089
"g4run","libG4processes.so","G4UrbanMscModel::ComputeTheta0",10717263724,12846617997,1711480636,27728688
"g4run","libG4clhep.so","CLHEP::HepRandom::getTheEngine",10638379442,17541977088,2667639615,23847506
"g4run","libG4particles.so","G4DynamicParticle::Set4Momentum",10604744761,13992807864,2250104428,46141144
"g4run","libG4event.so","G4StackManager::PushOneTrack",10338981653,12669849813,2006227514,28564333
"g4run","libG4processes.so","G4LivermorePhotoElectricModel::SampleSecondaries",10172289792,14301013688,2099215410,35146721
"g4run","libG4particles.so","G4ParticleDefinition::GetProcessManager",10153456222,15323627873,2084850936,17975238
"g4run","libG4processes.so","G4HadronElasticProcess::PostStepDoIt",10062472688,15926912399,2396045991,20141429
"g4run","libG4track.so","G4Track::~G4Track",10055291671,18048220647,2661989525,11584533
"g4run","libG4processes.so","G4ElasticHadrNucleusHE::HadrNucDifferCrSec",9917226589,13053679997,517188979,756490
"g4run","libG4geometry.so","G4Tubs::DistanceToOut",9732839459,14260062669,2124177436,27679696
"g4run","libG4processes.so","G4Transportation::StartTracking",9714581399,12363288514,2341970211,14665177
"g4run","libG4clhep.so","CLHEP::MixMaxRng::flatArray",9689378220,12363966380,1672447857,35180485
"g4run","g4run","ffunkti",9662370895,16213528337,1893417113,8041353
"g4run","libG4geometry.so","G4PropagatorInField::ClearPropagatorState",9651263394,11199394213,1926411368,14977241
"g4run","libG4geometry.so","G4MultiLevelLocator::EstimateIntersectionPoint",9615819372,14615954596,1852312731,35995311
"g4run","libG4geometry.so","G4TDormandPrince45<G4Mag_UsualEqRhs, 6u>::DistChord",9422342342,12929744066,915992639,2629955
"g4run","libG4processes.so","G4VMultipleScattering::AlongStepDoIt",9254334298,15911098403,1876627310,28626303
"g4run","libG4processes.so","G4LorentzConvertor::setBullet",9249621061,15366124913,2808318702,35718028
"g4run","libG4geometry.so","G4PropagatorInField::FindAndSetFieldManager",9244626593,12117915268,2161992002,25158770
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::CalculateCrossSection",9207622420,11243418927,1592741946,33973668
"g4run","libG4geometry.so","G4PolyhedraSide::ClosestPhiSegment",9191155914,16057142475,2835140160,30113632
"g4run","libG4geometry.so","G4NormalNavigation::ComputeSafety",8947760294,12695622410,2062222356,33275443
"g4run","libG4geometry.so","G4FieldManagerStore::GetInstance",8707973290,11102516302,1979343729,12952020
"g4run","libstdc++.so.6.0.30","__dynamic_cast",8611443658,12988268961,2203728185,34281539
"g4run","libG4processes.so","G4VMultipleScattering::StartTracking",8488280474,14917087269,2323924123,10144547
"g4run","libG4clhep.so","CLHEP::operator/",8404480742,12540796115,2025925780,27716099
"g4run","libG4event.so","G4StackManager::PopNextTrack",8343625171,11734246776,1787159206,8541401
"g4run","libG4processes.so","G4UrbanMscModel::SampleScattering",8211757345,11216237949,1377419786,25722248
"g4run","libG4processes.so","G4ElectroNuclearCrossSection::IsElementApplicable",8180293161,11662735683,1750826282,13402821
"g4run","libG4geometry.so","G4Navigator::ResetHierarchyAndLocate",8162981836,12965413522,2261396597,5644860
"g4run","libG4geometry.so","G4FieldManager::ConfigureForTrack",8146198397,10288204535,1945566042,18300143
"g4run","libG4geometry.so","G4Polyhedra::Inside",8091335250,13002108045,2103646159,25002633
"g4run","libG4geometry.so","G4PolyPhiFace::Intersect",8034614986,15071558297,2573341442,43337618
"g4run","libG4processes.so","G4NucleiModel::generateInteractionPartners",7980316370,12420487031,1958101717,16316624
"g4run","libG4particles.so","G4DynamicParticle::~G4DynamicParticle",7621609638,12061397643,1889826580,17909710
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToOut",7599953859,13375870958,2076950037,37197490
"g4run","libG4geometry.so","G4RKIntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::GetEquationOfMotion",7568675545,9697406010,1777445570,17178208
"g4run","libG4processes.so","G4CascadeCheckBalance::collide",7549385670,11462664081,1684198149,20007369
"g4run","libG4clhep.so","CLHEP::HepLorentzVector::boostVector",7538701465,10647293946,1720732650,20217372
"g4run","libG4processes.so","G4GammaNuclearXS::IsIsoApplicable",7451759485,10646937872,1582037504,19334349
"g4run","libG4processes.so","G4WentzelOKandVIxSection::ComputeTransportCrossSectionPerAtom",7404286042,11014509300,1398194930,20018321
"g4run","libG4processes.so","G4CrossSectionDataStore::SampleZandA",7379717926,12378990037,1842404400,15482290
"g4run","libG4geometry.so","G4IntersectingCone::LineHitsCone2",7350961354,11973007556,1668274734,40201848
"g4run","libG4processes.so","G4LorentzConvertor::toTheCenterOfMass",7337448254,9855323825,1566002918,13357273
"g4run","libG4processes.so","G4UrbanMscModel::SampleDisplacement",7219206750,6742855296,625806233,27667381
"g4run","libG4processes.so","G4LorentzConvertor::getKinEnergyInTheTRS",7172733316,11706503330,1785423490,45240752
"g4run","libG4geometry.so","G4VoxelNavigation::ComputeVoxelSafety",7069614637,11715076516,1728663178,26873511
"g4run","libm.so.6","__ieee754_log_fma",7000458948,7559578969,1181074968,31639355
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::QuickAdvance",6972732586,9527149615,1072147165,11438524
"g4run","libG4particles.so","G4DynamicParticle::G4DynamicParticle",6608348165,9530611028,1506100111,18511659
"g4run","libG4geometry.so","G4Trap::DistanceToOut",6592750225,9828808209,1398385446,16364052
"g4run","libG4processes.so","G4HadProjectile::InitialiseLocal",6565450488,9900378634,1426313495,10987982
"g4run","libG4clhep.so","CLHEP::MixMaxRng::modadd",6530950051,8727548398,1231067900,19216369
"g4run","libG4processes.so","G4RayleighAngularGenerator::SampleDirection",6411314255,8012784118,1150265431,23511379
"g4run","libG4processes.so","G4UrbanMscModel::SimpleScattering",6381876927,6471815818,918744087,19073702
"g4run","libG4processes.so","G4VEnergyLossProcess::StartTracking",6354299151,10440710551,1624388277,8578113
"g4run","libG4processes.so","G4SeltzerBergerModel::SampleSecondaries",6319360828,6929510457,1066265952,36374732
"g4run","libG4processes.so","G4PhysicsVector::Value",6297593960,8313619525,1384507669,19862320
"g4run","libG4processes.so","G4Transportation::PostStepGetPhysicalInteractionLength",6286390997,11713517080,1641019022,13819966
"g4run","libG4track.so","G4ParticleChange::UpdateStepForPostStep",6273631039,7669035389,1218400266,7591922
"g4run","libG4processes.so","G4ElementaryParticleCollider::collide",6066786339,9025309264,1161344837,33447637
"g4run","libG4processes.so","G4CascadeChannelTables::FindTable",6042990187,9508870183,1536078758,15005178
"g4run","libG4processes.so","G4VProcess::StartTracking",5996940290,8231717096,1296537546,11727748
"g4run","libG4track.so","G4Track::G4Track",5994342755,8423947869,1252293329,23257314
"g4run","libG4geometry.so","G4TouchableHistory::G4TouchableHistory",5937604126,8413171428,1280723852,18178793
"g4run","libG4track.so","G4ParticleChangeForTransport::UpdateStepForPostStep",5931639259,9208598566,1323994602,18204426
"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack",5916146919,6654943917,1216462734,9005962
"g4run","libG4processes.so","G4VEmModel::CrossSectionPerVolume",5893880527,8895541316,1311538622,15045512
"g4run","libG4processes.so","G4EquilibriumEvaporator::deExcite",5878711820,9410571584,1792412754,29368420
"g4run","libG4processes.so","G4NeutronCaptureXS::GetIsoCrossSection",5859515705,7460302293,1001228643,6902306
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToIn",5855703457,10601257325,1706408312,28455847
"g4run","libG4processes.so","G4NucleiModel::generateParticleFate",5738350466,8117648329,1277493225,13667434
"g4run","libG4processes.so","G4CascadeInterpolator<30>::getBin",5726461435,7526551631,817117328,33542268
"g4run","libG4processes.so","G4InuclSpecialFunctions::generateWithRandomAngles",5711752944,8495887446,1637599422,24851814
"g4run","libstdc++.so.6.0.30","__cxxabiv1::__si_class_type_info::__do_dyncast",5701620382,8117092316,1335502505,22749063
"g4run","libG4processes.so","G4InuclElementaryParticle::type",5665548709,8739231374,1391623531,20717963
"g4run","libG4track.so","G4ParticleChangeForGamma::UpdateStepForPostStep",5644697928,7916392445,1179742342,21720869
"g4run","libG4geometry.so","G4VPhysicalVolume::GetRotation",5636575031,8062061387,1263948152,21936676
"g4run","libG4geometry.so","G4PVPlacement::GetCopyNo",5618452558,7278999566,1149599084,19583842
"g4run","libG4processes.so","G4NucleiModel::boundaryTransition",5610835847,8575459806,1273432964,17931327
"g4run","libG4geometry.so","G4PolyconeSide::Normal",5466681769,9358959878,1287934021,26797815
"g4run","libG4processes.so","G4UrbanMscModel::StartTracking",5417067360,9193243267,1391649347,6399163
"g4run","libG4processes.so","G4ModifiedTsai::SampleCosTheta",5417009338,5541350138,807358973,33826414
"g4run","libG4processes.so","G4CollisionOutput::getTotalOutputMomentum",5375907436,9521310154,1436162205,13649902
"g4run","libm.so.6","__ieee754_exp_fma",5311084746,8696026613,1162113621,5795650
"g4run","libG4particles.so","G4ParticleDefinition::GetTrackingManager",5309790551,7160582140,1192325874,6222380
"g4run","libG4geometry.so","G4Trap::Inside",5306284856,6126724654,937039831,14788022
"g4run","libG4processes.so","G4ChipsNeutronElasticXS::GetChipsCrossSection",5305584033,6458194534,972356399,23103279
"g4run","libG4processes.so","G4NucleiModel::zoneIntegralWoodsSaxon",5300198733,7484395582,603528827,12960054
"g4run","libG4processes.so","G4CascadParticle::getPathToTheNextZone",5248004889,10200909192,1529916732,9535249
"g4run","libG4processes.so","G4PhysicsVector::Value",5233824043,9429543436,1244441584,20337955
"g4run","libG4geometry.so","G4Tubs::DistanceToIn",5233581012,8720253228,1271419666,17591486
"g4run","libG4processes.so","G4WentzelVIModel::SampleScattering",5190953380,7145682874,959110933,20708466
"g4run","libG4event.so","G4EventManager::StackTracks",5113297829,6724295120,1000694703,15509095
"g4run","libG4processes.so","G4CascadParticle::propagateAlongThePath",5046141225,6100266951,883230606,9019232
"g4run","libG4processes.so","G4NeutronKiller::PostStepGetPhysicalInteractionLength",5045152172,7956008928,1259667784,18397407
"g4run","libG4tracking.so","G4VSteppingVerbose::SetSilent",4998788972,7339993155,1243566113,17193184
"g4run","libm.so.6","__ieee754_acos_fma",4984196390,5871692790,1020768954,7795540
"g4run","libG4track.so","G4VParticleChange::AddSecondary",4945377129,6682808934,1025330937,21260624
"g4run","libc.so.6","__strcmp_avx2",4932814936,7398629435,1199308000,17941740
"g4run","libG4particles.so","G4NucleiProperties::GetNuclearMass",4901049797,8965277110,1304552813,10516054
"g4run","libG4processes.so","G4EmElementSelector::SelectRandomAtom",4899096984,5306606238,840521519,20410860
"g4run","libG4processes.so","G4NeutronInelasticXS::IsIsoApplicable",4879265696,8112237208,1103610214,5648882
"g4run","libG4geometry.so","G4UnionSolid::Inside",4870149886,8899399299,1411948954,15219234
"g4run","libG4geometry.so","G4NavigationHistory::NewLevel",4837786457,7277845341,1011598229,27011933
"g4run","libG4tracking.so","G4TrackingManager::ProcessOneTrack",4829340629,7139220348,1092081542,10840416
"g4run","libG4global.so","std::__lower_bound<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double, __gnu_cxx::__ops::_Iter_less_val>",4793380612,5170747743,770850840,18964877
"g4run","libG4geometry.so","G4Tubs::DistanceToIn",4782397549,6915328686,1053941240,18407400
"g4run","libG4geometry.so","G4Box::DistanceToIn",4714963584,8508013683,1222351478,21581098
"g4run","libG4processes.so","G4NeutronCaptureXS::IsIsoApplicable",4714578565,6076336788,815688264,7520536
"g4run","libG4processes.so","G4InuclElementaryParticle::makeDefinition",4689971598,7185694067,1187474989,18182901
"g4run","libG4geometry.so","G4PVPlacement::GetRegularStructureId",4566980245,7311474764,1047598704,8996151
"g4run","libG4geometry.so","field_utils::absoluteError",4554929231,6328260626,373194122,1748723
"g4run","libG4particles.so","G4NucleiPropertiesTableAME12::GetAtomicMass",4527563874,7461616725,1171150784,12707537
"g4run","libG4geometry.so","G4VCSGfaceted::DistanceToOut",4446277853,6918068880,973107047,9680907
"g4run","libG4geometry.so","G4Region::BelongsTo",4410016307,10182019236,1654601758,3741247
"g4run","libG4processes.so","G4VMscModel::GetDEDX",4409401618,8522275907,1129103501,12603103
"g4run","libG4geometry.so","G4Trap::DistanceToOut",4386591252,6817285612,997918687,12975671
"g4run","libG4particles.so","G4DynamicParticle::operator=",4385783895,6294776000,1053673166,15042625
"g4run","libG4geometry.so","G4VoxelSafety::SafetyForVoxelHeader",4354030378,7934541828,1218851110,11551592
"g4run","libG4processes.so","G4UrbanMscModel::ComputeCrossSectionPerAtom",4253361293,3865577954,643406584,28849717
"g4run","libG4processes.so","G4NeutronElasticXS::IsIsoApplicable",4236703270,9053963381,1211118095,7429332
"g4run","libG4track.so","aTrackAllocator",4230610990,6503646965,981464392,12906913
"g4run","libG4processes.so","G4NumIntTwoBodyAngDst<11, 19>::GetCosTheta",4150491096,7167025779,1277561656,6761707
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::OnStartTracking",4084614717,6583560107,1022877497,5843252
"g4run","libG4processes.so","G4VMscModel::GetRange",4065753546,8269963674,1131571659,7971261
"g4run","libG4processes.so","G4InuclSpecialFunctions::inuclRndm",4037885009,6621396159,1205049024,11542193
"g4run","libG4processes.so","G4HadronNucleonXsc::HadronNucleonXscNS",4034788197,6776816973,1188044137,12147491
"g4run","libG4processes.so","G4MollerBhabhaModel::SampleSecondaries",4030209411,5530865489,856984662,14927781
"g4run","libG4geometry.so","G4IntegrationDriver<G4TDormandPrince45<G4Mag_UsualEqRhs, 6u> >::AccurateAdvance",3975887476,6294373029,656740494,4413458
"g4run","libG4processes.so","G4NucleiModel::passFermi",3953799545,5582579674,939918145,6526893
"g4run","libG4processes.so","G4WentzelOKandVIxSection::SetupTarget",3935830497,5151927516,797617795,11959836
"g4run","libG4geometry.so","G4FieldTrack::G4FieldTrack",3899465272,4747476324,833440370,9396134
"g4run","libG4processes.so","G4LorentzConvertor::setTarget",3888699670,5744707070,1024463465,10011904
"g4run","libG4processes.so","G4WentzelVIModel::ComputeTransportXSectionPerVolume",3885159870,5068078703,798336412,10091897
"g4run","libG4geometry.so","G4VCSGfaceted::SurfaceNormal",3884499139,7239305490,1110104344,16863042
"g4run","libG4processes.so","G4VEmProcess::ComputeIntegralLambda",3878072816,6603119194,930712830,8965030
